Year,Place,StatVar,Quantity,Unit,ScalingFactor
2013,geoId/sch3200030,dcid:Count_Person_85OrMoreYears_Male,169.736,,
2013,geoId/sch3200060,dcid:Count_Person_85OrMoreYears_Male,7953.424,,
2013,geoId/sch3200120,dcid:Count_Person_Years5To14_Male,4107.368,,
2013,geoId/sch3200030,dcid:Count_Person_Years5To14_Male,1515.5,,
2013,geoId/sch3200060,dcid:Count_Person_Years5To14_Male,138190.742,,
2013,geoId/sch3200120,dcid:Count_Person_15To17Years_Male,1247.808,,
2013,geoId/sch3200030,dcid:Count_Person_15To17Years_Male,472.836,,
2013,geoId/sch3200060,dcid:Count_Person_15To17Years_Male,41755.476,,
2013,geoId/sch3200120,dcid:Count_Person_18To24Years_Male,2599.6,,
2013,geoId/sch3200030,dcid:Count_Person_18To24Years_Male,1163.904,,
2013,geoId/sch3200060,dcid:Count_Person_18To24Years_Male,92458.554,,
2013,geoId/sch3200120,dcid:Count_Person_15To44Years_Male,10762.344,,
2013,geoId/sch3200030,dcid:Count_Person_15To44Years_Male,4582.872,,
2013,geoId/sch3200060,dcid:Count_Person_15To44Years_Male,432467.43,,
2013,geoId/sch3200120,dcid:Count_Person_16OrMoreYears_Male,19419.012,,
2013,geoId/sch3200030,dcid:Count_Person_16OrMoreYears_Male,9711.324,,
2013,geoId/sch3200060,dcid:Count_Person_16OrMoreYears_Male,773470.484,,
2013,geoId/sch3200120,dcid:Count_Person_18OrMoreYears_Male,18561.144,,
2013,geoId/sch3200030,dcid:Count_Person_18OrMoreYears_Male,9311.232,,
2013,geoId/sch3200060,dcid:Count_Person_18OrMoreYears_Male,744639.322,,
2013,geoId/sch3200120,dcid:Count_Person_60OrMoreYears_Male,3691.432,,
2013,geoId/sch3200030,dcid:Count_Person_60OrMoreYears_Male,2558.164,,
2013,geoId/sch3200060,dcid:Count_Person_60OrMoreYears_Male,161056.836,,
2013,geoId/sch3200120,dcid:Count_Person_62OrMoreYears_Male,3067.528,,
2013,geoId/sch3200030,dcid:Count_Person_62OrMoreYears_Male,2352.056,,
2013,geoId/sch3200060,dcid:Count_Person_62OrMoreYears_Male,139184.92,,
2013,geoId/sch3200120,dcid:Count_Person_65OrMoreYears_Male,2209.66,,
2013,geoId/sch3200030,dcid:Count_Person_65OrMoreYears_Male,1903.468,,
2013,geoId/sch3200060,dcid:Count_Person_65OrMoreYears_Male,109359.58,,
2013,geoId/sch3200120,dcid:Count_Person_75OrMoreYears_Male,701.892,,
2013,geoId/sch3200030,dcid:Count_Person_75OrMoreYears_Male,751.688,,
2013,geoId/sch3200060,dcid:Count_Person_75OrMoreYears_Male,39767.12,,
2013,geoId/sch3200120,dcid:Median_Age_Person_Male,33.4,Years,
2013,geoId/sch3200030,dcid:Median_Age_Person_Male,39.0,Years,
2013,geoId/sch3200060,dcid:Median_Age_Person_Male,35.3,Years,
2013,geoId/sch3200120,dcid:Count_Person_Female,24027.0,,
2013,geoId/sch3200030,dcid:Count_Person_Female,12448.0,,
2013,geoId/sch3200060,dcid:Count_Person_Female,982747.0,,
2013,geoId/sch3200120,dcid:Count_Person_Upto5Years_Female,1874.106,,
2013,geoId/sch3200030,dcid:Count_Person_Upto5Years_Female,809.12,,
2013,geoId/sch3200060,dcid:Count_Person_Upto5Years_Female,66826.796,,
2013,geoId/sch3200120,dcid:Count_Person_5To9Years_Female,1753.971,,
2013,geoId/sch3200030,dcid:Count_Person_5To9Years_Female,883.808,,
2013,geoId/sch3200060,dcid:Count_Person_5To9Years_Female,67809.543,,
2013,geoId/sch3200120,dcid:Count_Person_10To14Years_Female,2042.295,,
2013,geoId/sch3200030,dcid:Count_Person_10To14Years_Female,908.704,,
2013,geoId/sch3200060,dcid:Count_Person_10To14Years_Female,64861.302,,
2013,geoId/sch3200120,dcid:Count_Person_15To19Years_Female,1826.052,,
2013,geoId/sch3200030,dcid:Count_Person_15To19Years_Female,883.808,,
2013,geoId/sch3200060,dcid:Count_Person_15To19Years_Female,62895.808,,
2013,geoId/sch3200120,dcid:Count_Person_20To24Years_Female,1657.863,,
2013,geoId/sch3200030,dcid:Count_Person_20To24Years_Female,809.12,,
2013,geoId/sch3200060,dcid:Count_Person_20To24Years_Female,64861.302,,
2013,geoId/sch3200120,dcid:Count_Person_25To29Years_Female,1681.89,,
2013,geoId/sch3200030,dcid:Count_Person_25To29Years_Female,697.088,,
2013,geoId/sch3200060,dcid:Count_Person_25To29Years_Female,72723.278,,
2013,geoId/sch3200120,dcid:Count_Person_30To34Years_Female,1609.809,,
2013,geoId/sch3200030,dcid:Count_Person_30To34Years_Female,721.984,,
2013,geoId/sch3200060,dcid:Count_Person_30To34Years_Female,72723.278,,
2013,geoId/sch3200120,dcid:Count_Person_35To39Years_Female,1417.593,,
2013,geoId/sch3200030,dcid:Count_Person_35To39Years_Female,784.224,,
2013,geoId/sch3200060,dcid:Count_Person_35To39Years_Female,69775.037,,
2013,geoId/sch3200120,dcid:Count_Person_40To44Years_Female,1777.998,,
2013,geoId/sch3200030,dcid:Count_Person_40To44Years_Female,560.16,,
2013,geoId/sch3200060,dcid:Count_Person_40To44Years_Female,70757.784,,
2013,geoId/sch3200120,dcid:Count_Person_45To49Years_Female,1705.917,,
2013,geoId/sch3200030,dcid:Count_Person_45To49Years_Female,858.912,,
2013,geoId/sch3200060,dcid:Count_Person_45To49Years_Female,66826.796,,
2013,geoId/sch3200120,dcid:Count_Person_50To54Years_Female,1777.998,,
2013,geoId/sch3200030,dcid:Count_Person_50To54Years_Female,883.808,,
2013,geoId/sch3200060,dcid:Count_Person_50To54Years_Female,63878.555,,
2013,geoId/sch3200120,dcid:Count_Person_55To59Years_Female,1681.89,,
2013,geoId/sch3200030,dcid:Count_Person_55To59Years_Female,746.88,,
2013,geoId/sch3200060,dcid:Count_Person_55To59Years_Female,60930.314,,
2013,geoId/sch3200120,dcid:Count_Person_60To64Years_Female,1081.215,,
2013,geoId/sch3200030,dcid:Count_Person_60To64Years_Female,846.464,,
2013,geoId/sch3200060,dcid:Count_Person_60To64Years_Female,54051.085,,
2013,geoId/sch3200120,dcid:Count_Person_65To69Years_Female,792.891,,
2013,geoId/sch3200030,dcid:Count_Person_65To69Years_Female,684.64,,
2013,geoId/sch3200060,dcid:Count_Person_65To69Years_Female,45206.362,,
2013,geoId/sch3200120,dcid:Count_Person_70To74Years_Female,504.567,,
2013,geoId/sch3200030,dcid:Count_Person_70To74Years_Female,448.128,,
2013,geoId/sch3200060,dcid:Count_Person_70To74Years_Female,29482.41,,
2013,geoId/sch3200120,dcid:Count_Person_75To79Years_Female,384.432,,
2013,geoId/sch3200030,dcid:Count_Person_75To79Years_Female,348.544,,
2013,geoId/sch3200060,dcid:Count_Person_75To79Years_Female,20637.687,,
2013,geoId/sch3200120,dcid:Count_Person_80To84Years_Female,216.243,,
2013,geoId/sch3200030,dcid:Count_Person_80To84Years_Female,373.44,,
2013,geoId/sch3200060,dcid:Count_Person_80To84Years_Female,14741.205,,
2013,geoId/sch3200120,dcid:Count_Person_85OrMoreYears_Female,264.297,,
2013,geoId/sch3200030,dcid:Count_Person_85OrMoreYears_Female,199.168,,
2013,geoId/sch3200060,dcid:Count_Person_85OrMoreYears_Female,13758.458,,
2013,geoId/sch3200120,dcid:Count_Person_Years5To14_Female,3796.266,,
2013,geoId/sch3200030,dcid:Count_Person_Years5To14_Female,1792.512,,
2013,geoId/sch3200060,dcid:Count_Person_Years5To14_Female,132670.845,,
2013,geoId/sch3200120,dcid:Count_Person_15To17Years_Female,1201.35,,
2013,geoId/sch3200030,dcid:Count_Person_15To17Years_Female,609.952,,
2013,geoId/sch3200060,dcid:Count_Person_15To17Years_Female,39309.88,,
2013,geoId/sch3200120,dcid:Count_Person_18To24Years_Female,2282.565,,
2013,geoId/sch3200030,dcid:Count_Person_18To24Years_Female,1082.976,,
2013,geoId/sch3200060,dcid:Count_Person_18To24Years_Female,88447.23,,
2013,geoId/sch3200120,dcid:Count_Person_15To44Years_Female,9971.205,,
2013,geoId/sch3200030,dcid:Count_Person_15To44Years_Female,4456.384,,
2013,geoId/sch3200060,dcid:Count_Person_15To44Years_Female,413736.487,,
2013,geoId/sch3200120,dcid:Count_Person_16OrMoreYears_Female,17924.142,,
2013,geoId/sch3200030,dcid:Count_Person_16OrMoreYears_Female,9584.96,,
2013,geoId/sch3200060,dcid:Count_Person_16OrMoreYears_Female,770473.648,,
2013,geoId/sch3200120,dcid:Count_Person_18OrMoreYears_Female,17131.251,,
2013,geoId/sch3200030,dcid:Count_Person_18OrMoreYears_Female,9236.416,,
2013,geoId/sch3200060,dcid:Count_Person_18OrMoreYears_Female,743939.479,,
2013,geoId/sch3200120,dcid:Count_Person_60OrMoreYears_Female,3219.618,,
2013,geoId/sch3200030,dcid:Count_Person_60OrMoreYears_Female,2900.384,,
2013,geoId/sch3200060,dcid:Count_Person_60OrMoreYears_Female,178859.954,,
2013,geoId/sch3200120,dcid:Count_Person_62OrMoreYears_Female,2811.159,,
2013,geoId/sch3200030,dcid:Count_Person_62OrMoreYears_Female,2502.048,,
2013,geoId/sch3200060,dcid:Count_Person_62OrMoreYears_Female,155274.026,,
2013,geoId/sch3200120,dcid:Count_Person_65OrMoreYears_Female,2138.403,,
2013,geoId/sch3200030,dcid:Count_Person_65OrMoreYears_Female,2053.92,,
2013,geoId/sch3200060,dcid:Count_Person_65OrMoreYears_Female,124808.869,,
2013,geoId/sch3200120,dcid:Count_Person_75OrMoreYears_Female,864.972,,
2013,geoId/sch3200030,dcid:Count_Person_75OrMoreYears_Female,921.152,,
2013,geoId/sch3200060,dcid:Count_Person_75OrMoreYears_Female,50120.097,,
2013,geoId/sch3200120,dcid:Median_Age_Person_Female,33.1,Years,
2013,geoId/sch3200030,dcid:Median_Age_Person_Female,39.3,Years,
2013,geoId/sch3200060,dcid:Median_Age_Person_Female,36.4,Years,
2014,geoId/C26140,dcid:Count_Person,139771.0,,
2014,geoId/C25860,dcid:Count_Person,363936.0,,
2014,geoId/C26020,dcid:Count_Person,66876.0,,
2014,geoId/C26140,dcid:Count_Person_Upto5Years,5451.069,,
2014,geoId/C25860,dcid:Count_Person_Upto5Years,20016.48,,
2014,geoId/C26020,dcid:Count_Person_Upto5Years,5818.212,,
2014,geoId/C26140,dcid:Count_Person_5To9Years,5031.756,,
2014,geoId/C25860,dcid:Count_Person_5To9Years,22200.096,,
2014,geoId/C26020,dcid:Count_Person_5To9Years,5483.832,,
2014,geoId/C26140,dcid:Count_Person_10To14Years,6848.779,,
2014,geoId/C25860,dcid:Count_Person_10To14Years,23655.84,,
2014,geoId/C26020,dcid:Count_Person_10To14Years,5684.46,,
2014,geoId/C26140,dcid:Count_Person_15To19Years,6709.008,,
2014,geoId/C25860,dcid:Count_Person_15To19Years,24019.776,,
2014,geoId/C26020,dcid:Count_Person_15To19Years,5082.576,,
2014,geoId/C26140,dcid:Count_Person_20To24Years,5590.84,,
2014,geoId/C25860,dcid:Count_Person_20To24Years,22200.096,,
2014,geoId/C26020,dcid:Count_Person_20To24Years,4748.196,,
2014,geoId/C26140,dcid:Count_Person_25To29Years,5171.527,,
2014,geoId/C25860,dcid:Count_Person_25To29Years,19288.608,,
2014,geoId/C26020,dcid:Count_Person_25To29Years,4881.948,,
2014,geoId/C26140,dcid:Count_Person_30To34Years,4752.214,,
2014,geoId/C25860,dcid:Count_Person_30To34Years,20380.416,,
2014,geoId/C26020,dcid:Count_Person_30To34Years,4815.072,,
2014,geoId/C26140,dcid:Count_Person_35To39Years,5870.382,,
2014,geoId/C25860,dcid:Count_Person_35To39Years,22927.968,,
2014,geoId/C26020,dcid:Count_Person_35To39Years,4346.94,,
2014,geoId/C26140,dcid:Count_Person_40To44Years,6289.695,,
2014,geoId/C25860,dcid:Count_Person_40To44Years,26203.392,,
2014,geoId/C26020,dcid:Count_Person_40To44Years,3811.932,,
2014,geoId/C26140,dcid:Count_Person_45To49Years,8246.489,,
2014,geoId/C25860,dcid:Count_Person_45To49Years,27295.2,,
2014,geoId/C26020,dcid:Count_Person_45To49Years,4012.56,,
2014,geoId/C26140,dcid:Count_Person_50To54Years,9783.97,,
2014,geoId/C25860,dcid:Count_Person_50To54Years,27295.2,,
2014,geoId/C26020,dcid:Count_Person_50To54Years,4346.94,,
2014,geoId/C26140,dcid:Count_Person_55To59Years,10762.367,,
2014,geoId/C25860,dcid:Count_Person_55To59Years,25475.52,,
2014,geoId/C26020,dcid:Count_Person_55To59Years,3945.684,,
2014,geoId/C26140,dcid:Count_Person_60To64Years,12299.848,,
2014,geoId/C25860,dcid:Count_Person_60To64Years,24019.776,,
2014,geoId/C26020,dcid:Count_Person_60To64Years,2942.544,,
2014,geoId/C26140,dcid:Count_Person_65To69Years,13837.329,,
2014,geoId/C25860,dcid:Count_Person_65To69Years,20016.48,,
2014,geoId/C26020,dcid:Count_Person_65To69Years,2206.908,,
2014,geoId/C26140,dcid:Count_Person_70To74Years,11740.764,,
2014,geoId/C25860,dcid:Count_Person_70To74Years,14557.44,,
2014,geoId/C26020,dcid:Count_Person_70To74Years,1671.9,,
2014,geoId/C26140,dcid:Count_Person_75To79Years,9364.657,,
2014,geoId/C25860,dcid:Count_Person_75To79Years,10554.144,,
2014,geoId/C26020,dcid:Count_Person_75To79Years,1538.148,,
2014,geoId/C26140,dcid:Count_Person_80To84Years,6429.466,,
2014,geoId/C25860,dcid:Count_Person_80To84Years,7278.72,,
2014,geoId/C26020,dcid:Count_Person_80To84Years,1003.14,,
2014,geoId/C26140,dcid:Count_Person_85OrMoreYears,5590.84,,
2014,geoId/C25860,dcid:Count_Person_85OrMoreYears,6550.848,,
2014,geoId/C26020,dcid:Count_Person_85OrMoreYears,668.76,,
2014,geoId/C26140,dcid:Count_Person_Years5To14,11880.535,,
2014,geoId/C25860,dcid:Count_Person_Years5To14,45855.936,,
2014,geoId/C26020,dcid:Count_Person_Years5To14,11101.416,,
2014,geoId/C26140,dcid:Count_Person_15To17Years,4193.13,,
2014,geoId/C25860,dcid:Count_Person_15To17Years,14921.376,,
2014,geoId/C26020,dcid:Count_Person_15To17Years,3009.42,,
2014,geoId/C26140,dcid:Count_Person_18To24Years,8106.718,,
2014,geoId/C25860,dcid:Count_Person_18To24Years,31298.496,,
2014,geoId/C26020,dcid:Count_Person_18To24Years,6821.352,,
2014,geoId/C26140,dcid:Count_Person_15To44Years,34523.437,,
2014,geoId/C25860,dcid:Count_Person_15To44Years,135020.256,,
2014,geoId/C26020,dcid:Count_Person_15To44Years,27619.788,,
2014,geoId/C26140,dcid:Count_Person_16OrMoreYears,121321.228,,
2014,geoId/C25860,dcid:Count_Person_16OrMoreYears,292968.48,,
2014,geoId/C26020,dcid:Count_Person_16OrMoreYears,48819.48,,
2014,geoId/C26140,dcid:Count_Person_18OrMoreYears,118246.266,,
2014,geoId/C25860,dcid:Count_Person_18OrMoreYears,283142.208,,
2014,geoId/C26020,dcid:Count_Person_18OrMoreYears,46946.952,,
2014,geoId/C26140,dcid:Count_Person_60OrMoreYears,59262.904,,
2014,geoId/C25860,dcid:Count_Person_60OrMoreYears,82977.408,,
2014,geoId/C26020,dcid:Count_Person_60OrMoreYears,10098.276,,
2014,geoId/C26140,dcid:Count_Person_62OrMoreYears,54510.69,,
2014,geoId/C25860,dcid:Count_Person_62OrMoreYears,73151.136,,
2014,geoId/C26020,dcid:Count_Person_62OrMoreYears,8827.632,,
2014,geoId/C26140,dcid:Count_Person_65OrMoreYears,46963.056,,
2014,geoId/C25860,dcid:Count_Person_65OrMoreYears,58957.632,,
2014,geoId/C26020,dcid:Count_Person_65OrMoreYears,7155.732,,
2014,geoId/C26140,dcid:Count_Person_75OrMoreYears,21384.963,,
2014,geoId/C25860,dcid:Count_Person_75OrMoreYears,24383.712,,
2014,geoId/C26020,dcid:Count_Person_75OrMoreYears,3210.048,,
2014,geoId/C26140,dcid:Median_Age_Person,55.0,Years,
2014,geoId/C25860,dcid:Median_Age_Person,41.4,Years,
2014,geoId/C26020,dcid:Median_Age_Person,31.5,Years,
2014,geoId/C26140,dcid:Count_Person_Male_AsAFractionOf_Count_Person_Female,93.4,Percent,100.0
2014,geoId/C25860,dcid:Count_Person_Male_AsAFractionOf_Count_Person_Female,97.9,Percent,100.0
2014,geoId/C26020,dcid:Count_Person_Male_AsAFractionOf_Count_Person_Female,104.8,Percent,100.0
2014,geoId/C26140,dcid:Count_Person_NotInLaborForce_AsAFractionOf_Count_Person_InLaborForce,95.9,Percent,100.0
2014,geoId/C25860,dcid:Count_Person_NotInLaborForce_AsAFractionOf_Count_Person_InLaborForce,62.4,Percent,100.0
2014,geoId/C26020,dcid:Count_Person_NotInLaborForce_AsAFractionOf_Count_Person_InLaborForce,68.1,Percent,100.0
2014,geoId/C26140,dcid:Count_Person_65OrMoreYears_NoIncome_AsAFractionOf_Count_Person_15To64Years_WithIncome,65.8,Percent,100.0
2014,geoId/C25860,dcid:Count_Person_65OrMoreYears_NoIncome_AsAFractionOf_Count_Person_15To64Years_WithIncome,26.3,Percent,100.0
2014,geoId/C26020,dcid:Count_Person_65OrMoreYears_NoIncome_AsAFractionOf_Count_Person_15To64Years_WithIncome,18.0,Percent,100.0
2014,geoId/C26140,dcid:Count_Person_15OrLessYears_AsAFractionOf_Count_Person_15To64Years_WithIncome,30.1,Percent,100.0
2014,geoId/C25860,dcid:Count_Person_15OrLessYears_AsAFractionOf_Count_Person_15To64Years_WithIncome,36.1,Percent,100.0
2014,geoId/C26020,dcid:Count_Person_15OrLessYears_AsAFractionOf_Count_Person_15To64Years_WithIncome,50.1,Percent,100.0
2014,geoId/C26140,dcid:Count_Person_Male,67497.0,,
2014,geoId/C25860,dcid:Count_Person_Male,180006.0,,
2014,geoId/C26020,dcid:Count_Person_Male,34219.0,,
2014,geoId/C26140,dcid:Count_Person_Upto5Years_Male,2632.383,,
2014,geoId/C25860,dcid:Count_Person_Upto5Years_Male,10080.336,,
2014,geoId/C26020,dcid:Count_Person_Upto5Years_Male,2908.615,,
2014,geoId/C26140,dcid:Count_Person_5To9Years_Male,2429.892,,
2014,geoId/C25860,dcid:Count_Person_5To9Years_Male,11700.39,,
2014,geoId/C26020,dcid:Count_Person_5To9Years_Male,2703.301,,
2014,geoId/C26140,dcid:Count_Person_10To14Years_Male,3577.341,,
2014,geoId/C25860,dcid:Count_Person_10To14Years_Male,11700.39,,
2014,geoId/C26020,dcid:Count_Person_10To14Years_Male,2977.053,,
2014,geoId/C26140,dcid:Count_Person_15To19Years_Male,3509.844,,
2014,geoId/C25860,dcid:Count_Person_15To19Years_Male,13140.438,,
2014,geoId/C26020,dcid:Count_Person_15To19Years_Male,2669.082,,
2014,geoId/C26140,dcid:Count_Person_20To24Years_Male,2969.868,,
2014,geoId/C25860,dcid:Count_Person_20To24Years_Male,11520.384,,
2014,geoId/C26020,dcid:Count_Person_20To24Years_Male,2463.768,,
2014,geoId/C26140,dcid:Count_Person_25To29Years_Male,2699.88,,
2014,geoId/C25860,dcid:Count_Person_25To29Years_Male,9720.324,,
2014,geoId/C26020,dcid:Count_Person_25To29Years_Male,2600.644,,
2014,geoId/C26140,dcid:Count_Person_30To34Years_Male,2362.395,,
2014,geoId/C25860,dcid:Count_Person_30To34Years_Male,10080.336,,
2014,geoId/C26020,dcid:Count_Person_30To34Years_Male,2669.082,,
2014,geoId/C26140,dcid:Count_Person_35To39Years_Male,3037.365,,
2014,geoId/C25860,dcid:Count_Person_35To39Years_Male,11880.396,,
2014,geoId/C26020,dcid:Count_Person_35To39Years_Male,2121.578,,
2014,geoId/C26140,dcid:Count_Person_40To44Years_Male,2767.377,,
2014,geoId/C25860,dcid:Count_Person_40To44Years_Male,12960.432,,
2014,geoId/C26020,dcid:Count_Person_40To44Years_Male,2087.359,,
2014,geoId/C26140,dcid:Count_Person_45To49Years_Male,4049.82,,
2014,geoId/C25860,dcid:Count_Person_45To49Years_Male,14040.468,,
2014,geoId/C26020,dcid:Count_Person_45To49Years_Male,2087.359,,
2014,geoId/C26140,dcid:Count_Person_50To54Years_Male,4589.796,,
2014,geoId/C25860,dcid:Count_Person_50To54Years_Male,13500.45,,
2014,geoId/C26020,dcid:Count_Person_50To54Years_Male,2190.016,,
2014,geoId/C26140,dcid:Count_Person_55To59Years_Male,4859.784,,
2014,geoId/C25860,dcid:Count_Person_55To59Years_Male,12600.42,,
2014,geoId/C26020,dcid:Count_Person_55To59Years_Male,1847.826,,
2014,geoId/C26140,dcid:Count_Person_60To64Years_Male,5602.251,,
2014,geoId/C25860,dcid:Count_Person_60To64Years_Male,11340.378,,
2014,geoId/C26020,dcid:Count_Person_60To64Years_Male,1574.074,,
2014,geoId/C26140,dcid:Count_Person_65To69Years_Male,6884.694,,
2014,geoId/C25860,dcid:Count_Person_65To69Years_Male,9540.318,,
2014,geoId/C26020,dcid:Count_Person_65To69Years_Male,1095.008,,
2014,geoId/C26140,dcid:Count_Person_70To74Years_Male,5467.257,,
2014,geoId/C25860,dcid:Count_Person_70To74Years_Male,6660.222,,
2014,geoId/C26020,dcid:Count_Person_70To74Years_Male,821.256,,
2014,geoId/C26140,dcid:Count_Person_75To79Years_Male,4927.281,,
2014,geoId/C25860,dcid:Count_Person_75To79Years_Male,4500.15,,
2014,geoId/C26020,dcid:Count_Person_75To79Years_Male,684.38,,
2014,geoId/C26140,dcid:Count_Person_80To84Years_Male,3104.862,,
2014,geoId/C25860,dcid:Count_Person_80To84Years_Male,2880.096,,
2014,geoId/C26020,dcid:Count_Person_80To84Years_Male,444.847,,
2014,geoId/C26140,dcid:Count_Person_85OrMoreYears_Male,2159.904,,
2014,geoId/C25860,dcid:Count_Person_85OrMoreYears_Male,1980.066,,
2014,geoId/C26020,dcid:Count_Person_85OrMoreYears_Male,307.971,,
2014,geoId/C26140,dcid:Count_Person_Years5To14_Male,6007.233,,
2014,geoId/C25860,dcid:Count_Person_Years5To14_Male,23220.774,,
2014,geoId/C26020,dcid:Count_Person_Years5To14_Male,5680.354,,
2014,geoId/C26140,dcid:Count_Person_15To17Years_Male,2159.904,,
2014,geoId/C25860,dcid:Count_Person_15To17Years_Male,7920.264,,
2014,geoId/C26020,dcid:Count_Person_15To17Years_Male,1505.636,,
2014,geoId/C26140,dcid:Count_Person_18To24Years_Male,4319.808,,
2014,geoId/C25860,dcid:Count_Person_18To24Years_Male,16740.558,,
2014,geoId/C26020,dcid:Count_Person_18To24Years_Male,3592.995,,
2014,geoId/C26140,dcid:Count_Person_15To44Years_Male,17346.729,,
2014,geoId/C25860,dcid:Count_Person_15To44Years_Male,69302.31,,
2014,geoId/C26020,dcid:Count_Person_15To44Years_Male,14611.513,,
2014,geoId/C26140,dcid:Count_Person_16OrMoreYears_Male,58182.414,,
2014,geoId/C25860,dcid:Count_Person_16OrMoreYears_Male,143824.794,,
2014,geoId/C26020,dcid:Count_Person_16OrMoreYears_Male,25048.308,,
2014,geoId/C26140,dcid:Count_Person_18OrMoreYears_Male,56697.48,,
2014,geoId/C25860,dcid:Count_Person_18OrMoreYears_Male,138604.62,,
2014,geoId/C26020,dcid:Count_Person_18OrMoreYears_Male,24124.395,,
2014,geoId/C26140,dcid:Count_Person_60OrMoreYears_Male,28078.752,,
2014,geoId/C25860,dcid:Count_Person_60OrMoreYears_Male,37081.236,,
2014,geoId/C26020,dcid:Count_Person_60OrMoreYears_Male,4859.098,,
2014,geoId/C26140,dcid:Count_Person_62OrMoreYears_Male,25918.848,,
2014,geoId/C25860,dcid:Count_Person_62OrMoreYears_Male,32581.086,,
2014,geoId/C26020,dcid:Count_Person_62OrMoreYears_Male,4174.718,,
2014,geoId/C26140,dcid:Count_Person_65OrMoreYears_Male,22476.501,,
2014,geoId/C25860,dcid:Count_Person_65OrMoreYears_Male,25740.858,,
2014,geoId/C26020,dcid:Count_Person_65OrMoreYears_Male,3319.243,,
2014,geoId/C26140,dcid:Count_Person_75OrMoreYears_Male,10192.047,,
2014,geoId/C25860,dcid:Count_Person_75OrMoreYears_Male,9360.312,,
2014,geoId/C26020,dcid:Count_Person_75OrMoreYears_Male,1402.979,,
2014,geoId/C26140,dcid:Median_Age_Person_Male,54.0,Years,
2014,geoId/C25860,dcid:Median_Age_Person_Male,40.1,Years,
2014,geoId/C26020,dcid:Median_Age_Person_Male,31.1,Years,
2014,geoId/C26140,dcid:Count_Person_Female,72274.0,,
2014,geoId/C25860,dcid:Count_Person_Female,183930.0,,
2014,geoId/C26020,dcid:Count_Person_Female,32657.0,,
2014,geoId/C26140,dcid:Count_Person_Upto5Years_Female,2818.686,,
2014,geoId/C25860,dcid:Count_Person_Upto5Years_Female,9932.22,,
2014,geoId/C26020,dcid:Count_Person_Upto5Years_Female,2873.816,,
2014,geoId/C26140,dcid:Count_Person_5To9Years_Female,2601.864,,
2014,geoId/C25860,dcid:Count_Person_5To9Years_Female,10667.94,,
2014,geoId/C26020,dcid:Count_Person_5To9Years_Female,2743.188,,
2014,geoId/C26140,dcid:Count_Person_10To14Years_Female,3180.056,,
2014,geoId/C25860,dcid:Count_Person_10To14Years_Female,12139.38,,
2014,geoId/C26020,dcid:Count_Person_10To14Years_Female,2677.874,,
2014,geoId/C26140,dcid:Count_Person_15To19Years_Female,3324.604,,
2014,geoId/C25860,dcid:Count_Person_15To19Years_Female,11035.8,,
2014,geoId/C26020,dcid:Count_Person_15To19Years_Female,2416.618,,
2014,geoId/C26140,dcid:Count_Person_20To24Years_Female,2601.864,,
2014,geoId/C25860,dcid:Count_Person_20To24Years_Female,10484.01,,
2014,geoId/C26020,dcid:Count_Person_20To24Years_Female,2285.99,,
2014,geoId/C26140,dcid:Count_Person_25To29Years_Female,2529.59,,
2014,geoId/C25860,dcid:Count_Person_25To29Years_Female,9380.43,,
2014,geoId/C26020,dcid:Count_Person_25To29Years_Female,2285.99,,
2014,geoId/C26140,dcid:Count_Person_30To34Years_Female,2457.316,,
2014,geoId/C25860,dcid:Count_Person_30To34Years_Female,10116.15,,
2014,geoId/C26020,dcid:Count_Person_30To34Years_Female,2122.705,,
2014,geoId/C26140,dcid:Count_Person_35To39Years_Female,2746.412,,
2014,geoId/C25860,dcid:Count_Person_35To39Years_Female,11219.73,,
2014,geoId/C26020,dcid:Count_Person_35To39Years_Female,2220.676,,
2014,geoId/C26140,dcid:Count_Person_40To44Years_Female,3541.426,,
2014,geoId/C25860,dcid:Count_Person_40To44Years_Female,13242.96,,
2014,geoId/C26020,dcid:Count_Person_40To44Years_Female,1698.164,,
2014,geoId/C26140,dcid:Count_Person_45To49Years_Female,4264.166,,
2014,geoId/C25860,dcid:Count_Person_45To49Years_Female,13242.96,,
2014,geoId/C26020,dcid:Count_Person_45To49Years_Female,1894.106,,
2014,geoId/C26140,dcid:Count_Person_50To54Years_Female,5203.728,,
2014,geoId/C25860,dcid:Count_Person_50To54Years_Female,13794.75,,
2014,geoId/C26020,dcid:Count_Person_50To54Years_Female,2122.705,,
2014,geoId/C26140,dcid:Count_Person_55To59Years_Female,5926.468,,
2014,geoId/C25860,dcid:Count_Person_55To59Years_Female,12875.1,,
2014,geoId/C26020,dcid:Count_Person_55To59Years_Female,2057.391,,
2014,geoId/C26140,dcid:Count_Person_60To64Years_Female,6649.208,,
2014,geoId/C25860,dcid:Count_Person_60To64Years_Female,12691.17,,
2014,geoId/C26020,dcid:Count_Person_60To64Years_Female,1371.594,,
2014,geoId/C26140,dcid:Count_Person_65To69Years_Female,6938.304,,
2014,geoId/C25860,dcid:Count_Person_65To69Years_Female,10300.08,,
2014,geoId/C26020,dcid:Count_Person_65To69Years_Female,1142.995,,
2014,geoId/C26140,dcid:Count_Person_70To74Years_Female,6287.838,,
2014,geoId/C25860,dcid:Count_Person_70To74Years_Female,7908.99,,
2014,geoId/C26020,dcid:Count_Person_70To74Years_Female,881.739,,
