ApplNo	ProductNo	MarketingStatusID	TECode
075047	001	1	AB
075047	002	1	AB
075049	001	1	AB1
075049	002	1	AB1
075049	003	1	AB
075051	001	1	AA
075057	001	1	AB
075060	001	1	AA
075072	001	1	AB
075072	003	1	AB
075074	001	1	AB
075074	002	1	AB
075078	001	1	AB
075078	002	1	AB
075079	001	1	AB
075082	001	1	AA
075086	001	1	AP
075089	001	1	AB
075090	001	1	AB
075091	001	1	AB
075091	002	1	AB
075095	001	1	AB
075095	002	1	AB
075099	001	1	AA
075102	001	1	AB
075109	001	1	AB
075109	002	1	AB
075113	001	1	AB
075113	002	1	AB
075113	003	1	AB
075116	001	1	AB3
075116	002	1	AB3
075116	003	1	AB3
075116	004	1	AB3
075126	001	1	AB
075126	002	1	AB
075133	001	1	AB
075133	002	1	AB
075133	003	1	AB
075135	001	1	AB
075135	002	1	AB
075136	001	1	AP
075137	001	1	AA
075138	001	1	AB
075138	002	1	AB
075138	003	1	AB
075140	001	1	AB
075140	002	1	AB
075140	003	1	AB
075140	004	1	AB
075143	001	1	AB
075149	001	1	AB
075151	001	1	AP
075154	001	1	AP
075154	002	1	AP
075155	001	1	AB
075155	002	1	AB
075155	003	1	AB
075160	001	1	AP
075163	001	1	AT1
075164	001	1	AP
075164	002	1	AP
075172	001	1	AB
075178	001	1	AB
075178	002	1	AB
075178	003	1	AB
075178	004	1	AB
075180	001	1	AB
075180	002	1	AB
075182	001	1	AB2
075182	002	1	AB2
075182	003	1	AB2
075182	004	1	AB2
075182	005	1	AB
075182	006	1	AB2
075183	001	1	AA
075184	001	1	AP
075185	001	1	AB
075185	002	1	AB
075185	003	1	AB
075189	001	1	AB
075189	002	1	AB
075190	001	1	AP
075191	001	1	AB
075196	001	1	AP
075201	001	1	AB
075201	002	1	AB
075203	001	1	AB
075203	002	1	AB
075205	001	1	AT
075208	001	1	AB
075208	002	1	AB
075213	001	1	AB
075215	001	1	AB
075215	002	1	AB
075215	003	1	AB
075219	001	1	AB
075221	001	1	AP
075224	001	1	AT
075225	001	1	AN
075227	001	1	AB
075227	002	1	AB
075229	001	1	AB
075231	001	1	AB
075233	001	1	AB2
075239	001	1	AP
075240	001	1	AP
075241	001	1	AP
075243	001	1	AP
075243	002	1	AP
075245	001	1	AB1
075245	002	1	AB1
075245	003	1	AB
075247	001	1	AP
075247	002	1	AP
075252	001	1	AB
075252	002	1	AB
075252	003	1	AB
075252	004	1	AB
075256	002	1	AB
075259	001	1	AP
075259	002	1	AP
075264	001	1	AB
075265	001	1	AB1
075269	001	1	AB1
075269	002	1	AB1
075271	001	1	AN
075274	001	1	AB
075276	001	1	AB
075279	001	1	AB
075280	001	1	AB
075280	002	1	AB
075281	002	1	AB
075281	003	1	AB
075282	001	1	AT
075288	002	1	AB
075289	001	1	AB2
075289	002	1	AB2
075290	001	1	AP
075290	003	1	AP
075293	001	1	AP
075293	002	1	AP
075295	001	1	AB
075295	002	1	AB
075295	003	1	AB
075295	004	1	AB
075295	005	1	AB
075298	001	1	AB
075300	001	1	AB
075300	002	1	AB
075300	003	1	AB
075303	001	1	AP
075305	001	1	AO
075315	001	1	AB
075315	002	1	AB
075317	001	1	AB
075317	002	1	AB
075317	003	1	AB
075317	004	1	AB
075319	001	1	AB
075321	001	1	AB
075323	001	1	AT
075324	001	1	AP
075324	002	1	AP
075325	001	1	AB2
075331	001	1	AB
075338	001	1	AB1
075339	001	1	AB
075340	001	1	AB
075346	001	1	AN
075347	001	1	AB
075347	002	1	AB
075347	003	1	AB
075350	001	1	AB
075350	002	1	AB
075350	003	1	AB
075356	001	1	AB
075356	002	1	AB
075356	003	1	AB
075356	004	1	AB
075360	001	1	AB
075360	002	1	AB
075360	003	1	AB
075361	001	1	AB
075363	001	1	AT
075368	001	1	AB
075371	002	1	AP
075373	001	1	AB
075374	001	1	AB
075379	001	1	AA
075382	001	1	AB
075382	002	1	AB
075383	001	1	AP
075386	001	1	AT
075387	001	1	AP
075388	001	1	AB
075388	002	1	AB
075388	003	1	AB
075389	001	1	AB
075389	002	1	AB
075389	003	1	AB
075391	001	1	AT
075393	001	1	AO
075393	002	1	AO
075395	001	1	AB
075395	002	1	AB
075395	003	1	AB
075401	001	1	AB4
075401	002	1	AB4
075401	003	1	AB4
075401	004	1	AB4
075401	005	1	AB4
075405	001	1	AP
075407	001	1	AB
075410	001	1	AB
075410	002	1	AB
075410	003	1	AB
075416	001	1	AB
075416	002	1	AB
075416	003	1	AB
075417	001	1	AB
075417	002	1	AB
075417	004	1	AB
075417	005	1	AB
075419	001	1	AB
075419	002	1	AB
075421	001	1	AP
075421	002	1	AP
075424	001	1	AB
075424	002	1	AB
075429	001	1	AB
075429	002	1	AB
075429	003	1	AB
075429	004	1	AB
075430	001	1	AB2
075431	001	1	AP
075440	001	1	AO
075440	002	1	AO
075442	001	1	AB
075442	002	1	AB
075442	003	1	AB
075452	001	1	AB1
075452	002	1	AB1
075452	003	1	AB
075458	001	1	AP
075459	001	1	AB
075459	002	1	AB
075463	001	1	AB
075464	001	1	AB1
075464	002	1	AB1
075465	001	1	AB1
075465	002	1	AB1
075465	003	1	AB
075467	002	1	AB
075471	001	1	AP
075474	001	1	AB
075474	002	1	AB
075477	001	1	AB
075477	002	1	AB
075477	003	1	AB
075478	002	1	AB
075479	001	1	AB
075479	002	1	AB
075479	003	1	AB
075479	004	1	AB
075483	001	1	AB
075483	002	1	AB
075483	003	1	AB
075483	004	1	AB
075486	001	1	AP
075488	001	1	AP
075491	001	1	AB
075491	002	1	AB
075492	001	1	AB
075493	001	1	AP
075494	001	1	AP
075494	002	1	AP
075496	001	1	AB
075496	002	1	AB
075498	001	1	AB
075498	002	1	AB
075498	003	1	AB
075498	004	1	AB
075499	001	1	AB
075500	001	1	AB
075500	002	1	AB
075500	003	1	AB
075500	004	1	AB
075502	001	1	AB
075503	001	1	AT
075506	001	1	AA
075508	001	1	BX
075509	001	1	AB
075509	002	1	AB
075509	003	1	AB
075509	004	1	AB
075511	001	1	AB
075511	002	1	AB
075514	001	1	AA
075517	001	1	AB
075520	001	1	AB
075520	002	1	AB
075520	003	1	AB
075520	004	1	AB
075522	001	1	AB
075522	002	1	AB
075523	001	1	AB
075529	001	1	AB
075530	001	1	AP
075536	001	1	AB
075536	002	1	AB
075536	003	1	AB
075536	004	1	AB
075541	001	1	AB
075541	002	1	AB
075547	001	1	AP
075548	001	1	AB
075548	002	1	AB
075549	001	1	AP
075549	002	1	AP
075551	001	1	AB
075551	002	1	AB
075551	003	1	AB
075562	001	1	AN
075563	001	1	AB
075563	002	1	AB
075563	003	1	AB
075563	004	1	AB
075567	001	1	AP
075568	001	1	AB
075570	001	1	AB
075576	001	1	AB
075576	002	1	AB
075576	003	1	AB
075578	001	1	AP
075579	001	1	AB
075579	002	1	AB
075579	003	1	AB
075580	001	1	AB
075580	002	1	AB
075580	003	1	AB
075580	004	1	AB
075581	001	1	AB
075584	001	1	AB
075584	002	1	AB
075589	001	1	AB
075592	001	1	AB
075593	001	1	AB
075593	002	1	AB
075593	003	1	AB
075593	004	1	AB
075597	001	1	AB
075600	001	1	AT
075604	001	1	AB1
075604	002	1	AB1
075606	001	1	AA
075611	001	1	AB
075611	002	1	AB
075616	001	1	AB
075616	002	1	AB
075622	001	1	AP
075624	001	1	AB
075624	002	1	AB
075629	001	1	AB
075629	002	1	AB
075630	001	1	AT
075633	001	1	AB2
075634	001	1	AP
075636	001	1	AB
075636	002	1	AB
075636	003	1	AB
075638	001	1	AB
075640	001	1	AB
075643	001	1	AB
075643	002	1	AB
075647	001	1	AB
075647	002	1	AB
075651	001	1	AP
075657	001	1	AB
075657	002	1	AB
075657	003	1	AB
075657	004	1	AB
075660	001	1	AP
075660	002	1	AP
075660	003	1	AP
075664	001	1	AN
075665	001	1	AB
075665	002	1	AB
075665	003	1	AB
075666	001	1	AB
075671	001	1	AB
075673	001	1	AB
075677	001	1	AB
075682	001	1	AB
075682	002	1	AB
075682	003	1	AB
075684	001	1	AP
075687	001	1	AB
075689	001	1	AP
075693	001	1	AN
075694	001	1	AB
075694	002	1	AB
075709	001	1	AP
075710	001	1	AB
075710	002	1	AB
075710	003	1	AB
075710	004	1	AB
075710	005	1	AB
075712	001	1	AB
075713	001	1	AB
075713	002	1	AB
075713	003	1	AB
075713	004	1	AB
075714	001	1	AB
075718	001	1	AB
075718	002	1	AB
075727	001	1	AB
075727	002	1	AB
075731	001	1	AB
075731	002	1	AB
075731	003	1	AB
075733	001	1	AB2
075735	001	1	AB
075739	001	1	AP
075742	001	1	AB
075742	002	1	AB
075743	001	1	AB
075743	002	1	AB
075743	003	1	AB
075743	004	1	AB
075743	005	1	AB
075743	006	1	AB
075749	001	1	AP
075750	001	1	AB
075750	002	1	AB
075750	003	1	AB
075750	004	1	AB
075751	001	1	AB
075753	001	1	AB
075753	002	1	AB
075753	003	1	AB
075755	001	1	AB
075755	002	1	AB
075757	001	1	AB
075757	002	1	AB
075759	001	1	AB
075761	001	1	AP
075764	001	1	AP
075765	001	1	AB
075765	002	1	AB
075772	001	1	AP
075772	002	1	AP
075773	001	1	AP
075773	002	1	AP
075774	001	1	AB
075780	001	1	AB
075782	001	1	AA
075784	001	1	AP
075784	002	1	AP
075785	001	1	AB
075785	002	1	AB
075785	003	1	AB
075786	001	1	AB
075786	002	1	AB
075788	001	1	AB
075788	002	1	AB
075792	001	1	AP
075795	001	1	AB
075795	002	1	AB
075796	001	1	AB1
075797	001	1	AB
075797	002	1	AB
075798	001	1	AB
075798	002	1	AB
075803	002	1	AB2
075804	001	1	AB
075805	001	1	AB
075805	002	1	AB
075808	001	1	AB
075809	002	1	AB
075811	001	1	AP
075812	001	1	AP
075812	002	1	AP
075813	001	1	AP
075817	003	1	AB
075819	001	1	AA
075824	001	1	AB
075825	001	1	AP
075826	001	1	AP
075828	001	1	AB
075828	002	1	AB
075828	003	1	AB
075834	001	1	AP
075834	002	1	AP
075837	001	1	AP
075840	001	1	AB
075840	002	1	AB
075841	001	1	AP
075841	002	1	AP
075841	003	1	AP
075845	001	1	AB
075849	001	1	AB
075855	001	1	AB
075856	001	1	AP
075856	002	1	AP
075857	001	1	AP
075857	002	1	AP
075858	001	1	AP
075860	001	1	AB
075861	001	1	AP
075863	001	1	AB
075866	002	1	AB
075868	001	1	AB
075868	002	1	AB
075868	003	1	AB
075872	001	1	AB
075872	002	1	AB
075873	001	1	AA
075877	001	1	AB
075877	002	1	AB
075882	001	1	AB
075882	002	1	AB
075882	003	1	AB
075883	001	1	AB
075885	001	1	AP
075885	002	1	AP
075888	001	1	AB
075888	002	1	AB
075888	003	1	AB
075890	001	1	AB
075890	002	1	AB
075890	003	1	AB
075895	001	1	AN
075896	001	1	AB
075896	002	1	AB
075896	003	1	AB
075902	001	1	AB
075902	002	1	AB
075902	003	1	AB
075906	001	1	AO
075907	001	1	AB
075909	001	1	AB
075909	002	1	AB
075911	001	1	AA
075912	001	1	AB
075913	001	1	AB1
075913	002	1	AB1
075914	001	1	AB2
075918	001	1	AO
075919	001	1	AB
075927	001	1	AB
075927	002	1	AB
075927	003	1	AB
075929	001	1	AB
075932	001	1	AB1
075932	002	1	AB1
075932	003	1	AB1
075936	001	1	AP
075938	001	1	AB
075938	002	1	AB
075938	003	1	AB
075940	001	1	AP
075941	001	1	AP
075944	001	1	AB
075944	002	1	AB
075944	003	1	AB
075944	004	1	AB
075944	005	1	AB
075944	006	1	AB
075945	001	1	AB
075945	002	1	AB
075945	003	1	AB
075948	001	1	AB
075951	001	1	AB
075953	001	1	BX
075957	001	1	AP
075957	002	1	AP
075957	003	1	AP
075958	001	1	AA
075959	001	1	AP
075959	002	1	AP
075964	001	1	AB
075965	001	1	AB
075965	002	1	AB
075965	003	1	AB
075967	001	1	AB
075967	002	1	AB
075967	003	1	AB
075972	001	1	AB
075972	002	1	AB
075972	003	1	AB
075973	001	1	AB
075973	002	1	AB
075973	003	1	AB
075977	001	1	AB
075981	001	1	AB
075982	001	1	AB
075984	001	1	AB
075984	002	1	AB
075984	003	1	AB
075986	001	1	AB
075987	001	1	AB
075988	001	1	AA
075991	001	1	AB
075991	002	1	AB
075991	003	1	AB
075992	001	1	AP
075993	001	1	AA
075994	001	1	AB
075994	002	1	AB
075994	003	1	AB
075994	004	1	AB
075994	005	1	AB
075994	006	1	AB
075998	001	1	AB
075998	002	1	AB
075998	003	1	AB
076001	001	1	AB1
076001	002	1	AB1
076002	001	1	AB
076003	001	1	AB
076004	001	1	AB
076004	002	1	AB
076005	001	1	AB
076006	001	1	AB
076006	002	1	AB
076007	001	1	AB
076007	002	1	AB
076007	003	1	AB
076008	001	1	AB
076008	002	1	AB
076008	003	1	AB
076008	004	1	AB
076008	005	1	AB
076009	001	1	AB
076009	002	1	AB
076013	001	1	AP
076015	001	1	AA
076017	001	1	AB
076017	002	1	AB
076017	003	1	AB
076019	001	1	AP
076019	002	1	AP
076025	001	1	AB
076028	001	1	AP
076033	001	1	AB
076033	002	1	AB
076033	003	1	AB
076043	001	1	AB
076048	001	1	AB
076048	002	1	AB
076048	003	1	AB
076056	001	1	AB
076056	002	1	AB
076056	003	1	AB
076057	001	1	AB
076059	001	1	AB
076059	002	1	AB
076059	003	1	AB
076059	004	1	AB
076059	005	1	AB
076059	006	1	AB
076064	001	1	AB
076065	001	1	AB
076067	001	1	AB
076068	001	1	AP
076068	002	1	AP
076070	001	1	AB1
076077	001	1	AB
076077	002	1	AB
076077	003	1	AB
076077	004	1	AB
076078	001	1	AP
076078	002	1	AP
076081	001	1	AB
076087	001	1	AP
076087	003	1	AP
076089	002	1	AB
076089	003	1	AB
076089	004	1	AB
076092	001	1	AP
076092	002	1	AP
076092	003	1	AP
076096	001	1	AB
076102	001	1	AB
076102	002	1	AB
076102	003	1	AB
076102	004	1	AB
076102	005	1	AB
076102	006	1	AB
076103	001	1	AB
076104	001	1	AB
076105	001	1	AB
076109	001	1	AT
076110	001	1	AB
076110	002	1	AB
076110	003	1	AB
076110	004	1	AB
076112	001	1	AB
076112	002	1	AB
076112	003	1	AB
076118	001	1	AB
076118	002	1	AB
076118	003	1	AB
076118	004	1	AB
076119	001	1	AB
076119	002	1	AB
076119	003	1	AB
076122	001	1	AB
076122	002	1	AB
076122	003	1	AB
076126	002	1	AB
076126	003	1	AB
076126	004	1	AB
076128	001	1	AT
076130	002	1	AB
076131	001	1	AP
076132	001	1	AB
076133	001	1	AB
076133	002	1	AB
076135	001	1	AB
076135	002	1	AB
076135	003	1	AB
076137	001	1	AB
076137	002	1	AB
076137	003	1	AB
076139	001	1	AB
076139	002	1	AB
076139	003	1	AB
076140	001	1	AB
076140	002	1	AB
076140	003	1	AB
076140	004	1	AB
076141	001	1	AB
076143	001	1	AB
076143	002	1	AB
076145	001	1	AP
076145	002	1	AP
076150	001	1	AP
076155	001	1	AB
076156	001	1	AB
076157	001	1	AB
076157	002	1	AB
076157	003	1	AB
076159	001	1	AB
076159	002	1	AB
076164	001	1	AB
076164	002	1	AB
076164	003	1	AB
076166	001	1	AB
076166	002	1	AB
076166	003	1	AB
076171	001	1	AB
076172	001	1	AB1
076173	001	1	AB
076174	001	1	AB
076174	002	1	AB
076174	003	1	AB
076177	001	1	AB1
076178	001	1	AB
076178	002	1	AB
076180	001	1	AB
076180	002	1	AB
076180	003	1	AB
076182	001	1	AB
076182	002	1	AB
076182	003	1	AB
076183	001	1	AB
076183	002	1	AB
076183	003	1	AB
076186	001	1	AB
076187	001	1	AB1
076187	001	1	AB2
076187	001	1	AB3
076187	001	1	AB4
076187	002	1	AB1
076187	002	1	AB2
076187	002	1	AB3
076187	002	1	AB4
076187	003	1	AB1
076187	003	1	AB2
076187	003	1	AB3
076187	003	1	AB4
076187	004	1	AB1
076187	004	1	AB2
076187	004	1	AB3
076187	004	1	AB4
076187	005	1	AB1
076187	005	1	AB2
076187	005	1	AB3
076187	005	1	AB4
076187	006	1	AB1
076187	006	1	AB2
076187	006	1	AB3
076187	006	1	AB4
076187	007	1	AB1
076187	007	1	AB2
076187	007	1	AB3
076187	007	1	AB4
076187	008	1	AB1
076187	008	1	AB2
076187	008	1	AB3
076187	008	1	AB4
076187	009	1	AB1
076187	009	1	AB2
076187	009	1	AB3
076187	009	1	AB4
076187	010	1	AB1
076187	010	1	AB2
076187	010	1	AB3
076187	010	1	AB4
076187	011	1	AB1
076187	011	1	AB2
076187	011	1	AB3
076187	011	1	AB4
076187	012	1	AB1
076187	012	1	AB2
076187	012	1	AB3
076187	012	1	AB4
076194	001	1	AB
076194	002	1	AB
076194	003	1	AB
076201	001	1	AB
076204	001	1	AB
076204	002	1	AB
076207	001	1	AP
076207	002	1	AP
076209	001	1	AP
076209	002	1	AP
076211	001	1	AB
076211	002	1	AB
076211	003	1	AB
076211	004	1	AB
076212	001	1	AB
076212	002	1	AB
076214	001	1	AB
076214	002	1	AB
076214	003	1	AB
076215	001	1	AB
076216	001	1	AB
076217	001	1	AP
076219	001	1	AB
076219	002	1	AB
076219	003	1	AB
076221	001	1	AB
076225	001	1	AB2
076226	001	1	AB
076226	002	1	AB
076226	003	1	AB
076226	004	1	AB
076229	001	1	AB
076230	001	1	AB
076230	002	1	AB
076230	003	1	AB
076238	001	1	AB
076242	001	1	AA
076250	001	1	AB
076252	001	1	AB
076252	002	1	AB
076252	003	1	AB
076254	001	1	AT
076255	001	1	AB
076255	002	1	AB
076255	003	1	AB
076255	004	1	AB
076256	001	1	AP
076256	002	1	AP
076257	001	1	AB1
076257	002	1	AB1
076257	003	1	AB1
076258	001	1	AB
076258	002	1	AB
076258	003	1	AB
076258	004	1	AB
076258	005	1	AB
076258	006	1	AB
076258	007	1	AB
076258	008	1	AB
076260	001	1	AT
076262	001	1	AB
076262	002	1	AB
076262	003	1	AB
076263	001	1	BX
076264	002	1	AB
076265	001	1	AB
076265	002	1	AB
076265	003	1	AB
076266	001	1	AP
076268	001	1	AB
076268	002	1	AB
076269	001	1	AB1
076271	002	1	AP
076273	001	1	AB
076274	001	1	AB
076274	002	1	AB
076278	001	1	AB
076278	002	1	AB
076278	003	1	AB
076280	001	1	AB
076280	002	1	AB
076281	001	1	AB
076281	002	1	AB
076286	001	1	AB
076286	002	1	AB
076288	002	1	AB
076288	003	1	AB
076288	004	1	AB
076288	005	1	AB
076288	006	1	AB
076290	001	1	AB
076294	001	1	AB
076295	001	1	AP
076303	001	1	AP
076303	002	1	AP
076310	001	1	AB
076311	001	1	AB
076311	002	1	AB
076311	003	1	AB
076311	004	1	AB
076313	001	1	AP
076313	002	1	AP
076313	003	1	AP
076316	001	1	AP
076317	001	1	AB
076317	002	1	AB
076317	003	1	AB
076317	004	1	AB
076320	001	1	AB
076323	001	1	AP
076327	001	1	AB
076327	002	1	AB
076327	003	1	AB
076330	001	1	AP
076330	002	1	AP
076334	001	1	AB
076337	001	1	AB
076338	001	1	AB
076341	001	1	AB
076341	002	1	AB
076341	003	1	AB
076341	004	1	AB
076343	001	1	AB
076343	002	1	AB
076343	003	1	AB
076343	004	1	AB
076344	001	1	AB
076344	002	1	AB
076344	003	1	AB
076344	004	1	AB
076345	001	1	AB
076345	002	1	AB
076345	003	1	AB
076346	001	1	AB
076346	002	1	AB
076346	003	1	AB
076346	004	1	AB
076347	001	1	AB
076347	002	1	AB
076349	001	1	AP
076353	001	1	AB
076353	002	1	AB
076353	003	1	AB
076354	001	1	AB
076354	002	1	AB
076355	001	1	AN
076355	002	1	AN
076356	001	1	AB
076361	001	1	AB
076361	002	1	AB
076361	003	1	AB
076362	001	1	AB
076363	001	1	AB
076363	002	1	AB
076364	001	1	AT
076367	001	1	AB
076368	001	1	AB1
076368	002	1	AB1
076369	001	1	AB
076373	001	1	AB
076373	002	1	AB
076373	003	1	AB
076373	004	1	AB
076374	001	1	AB
076374	002	1	AB
076374	003	1	AB
076377	001	1	AB
076378	001	1	AB
076378	002	1	AB
076379	001	1	AA
076380	001	1	AB
076381	001	1	AB
076387	001	1	AB
076390	001	1	AB
076396	001	1	AB
076402	001	1	AB
076402	002	1	AB
076402	003	1	AB
076402	004	1	AB
076403	001	1	AA
076404	001	1	AP
076407	001	1	AT
076408	001	1	AB
076410	001	1	AB
076410	002	1	AB
076412	001	1	AB
076412	002	1	AB
076412	003	1	AB
076416	001	1	AB
076416	002	1	AB
076419	001	1	AB
076421	001	1	AB
076421	002	1	AB
076421	003	1	AB
076422	001	1	AB
076433	001	1	AB
076433	002	1	AB
076434	001	1	AT
076435	001	1	AB
076436	001	1	AB
076437	001	1	AB
076438	001	1	AB
076438	002	1	AB
076439	001	1	AT
076447	001	1	AB
076447	002	1	AB
076447	003	1	AB
076449	001	1	AB
076449	002	1	AB
076449	003	1	AB
076451	001	1	AB
076453	001	1	AB
076455	001	1	AB
076461	001	1	AP
076466	001	1	AB
076466	002	1	AB
076467	001	1	AB
076467	002	1	AB
076467	003	1	AB
076468	001	1	AB
076468	002	1	AB
076470	001	1	AB
076470	002	1	AB
076474	001	1	AP
076477	001	1	AB
076477	002	1	AB
076477	003	1	AB
076477	004	1	AB
076479	001	1	AB
076481	001	1	AB
076483	001	1	AB
076483	002	1	AB
076483	003	1	AB
076485	001	1	AB
076485	002	1	AB
076485	003	1	AB
076485	004	1	AB
076486	001	1	AB
076486	002	1	AB
076491	001	1	AA
076493	001	1	AB
076495	001	1	AP
076498	001	1	AB2
076499	001	1	AB
076500	001	1	AP
076502	001	1	AB
076502	002	1	AB
076502	003	1	AB
076504	001	1	AB
076507	001	1	AB
076507	002	1	AB
076507	003	1	AB
076507	004	1	AB
076508	001	1	AB
076509	001	1	AB
076509	002	1	AB
076510	001	1	AB
076511	001	1	AB
076512	001	1	AP
076513	001	1	AT
076515	001	1	AB
076516	001	1	AB
076517	001	1	AP
076517	002	1	AP
076517	003	1	AP
076520	001	1	AB
076520	003	1	AB
076521	001	1	AB
076521	002	1	AB
076522	001	1	AB
076526	001	1	AT
076527	001	1	AT
076533	001	1	AB
076533	002	1	AB
076534	001	1	AB
076534	002	1	AB
076534	003	1	AB
076534	004	1	AB
076539	001	1	AP
076541	001	1	AB
076541	002	1	AB
076541	003	1	AB
076541	004	1	AB
076543	001	1	AB
076546	001	1	AB
076549	001	1	AB
076549	002	1	AB
076549	004	1	AB
076550	001	1	AB
076550	002	1	AB
076550	003	1	AB
076553	001	1	AB
076554	001	1	AB
076554	002	1	AB
076555	001	1	AT
076558	002	1	AB
076558	003	1	AB
076558	004	1	AB
076560	001	1	AB
076561	001	1	AB
076565	001	1	AB
076565	002	1	AB
076565	003	1	AB
076570	001	1	AB
076571	001	1	AP
076572	001	1	AB
076573	001	1	AP
076574	001	1	AB
076575	001	1	AB
076575	002	1	AB
076577	001	1	AB
076577	002	1	AB
076577	003	1	AB
076582	001	1	AP
076583	001	1	AT
076586	001	1	AB2
076587	001	1	AB
076588	001	1	AB
076588	002	1	AB
076591	001	1	AB
076592	001	1	AB
076594	001	1	AB
076594	002	1	AB
076598	001	1	AB
076601	001	1	AA
076603	001	1	AB
076604	001	1	AB
076611	001	1	AP
076611	002	1	AP
076611	003	1	AP
076615	001	1	AT
076616	001	1	AT
076618	001	1	AB
076618	002	1	AB
076618	003	1	AB
076618	004	1	AB
076619	001	1	AP
076619	002	1	AP
076622	001	1	AT
076625	001	1	AB1
076629	001	1	AB
076631	001	1	AB
076631	002	1	AB
076631	003	1	AB
076631	004	1	AB
076633	001	1	AB
076635	001	1	AB
076635	003	1	AB
076636	001	1	AB
076636	002	1	AB
076636	003	1	AB
076639	001	1	AB
076639	002	1	AB
076639	003	1	AB
076642	001	1	AB
076642	002	1	AB
076642	004	1	AB
076648	001	1	AB
076649	001	1	AB
076649	002	1	AB
076649	003	1	AB
076649	004	1	AB
076654	001	1	AB1
076655	001	1	AB
076657	001	1	AP
076657	002	1	AP
076658	001	1	AB
076658	002	1	AB
076658	003	1	AB
076658	004	1	AB
076661	001	1	AP
076664	001	1	AB
076665	001	1	AB
076665	002	1	AB
076665	003	1	AB
076665	004	1	AB
076668	001	1	AB
076670	001	1	AB
076672	001	1	AA
076673	001	1	AT
076679	001	1	AB
076681	001	1	AB
076684	001	1	AP
076684	002	1	AP
076684	003	1	AP
076684	004	1	AP
076684	005	1	AP
076684	006	1	AP
076684	007	1	AP
076685	001	1	AB
076685	002	1	AB
076685	003	1	AB
076685	004	1	AB
076685	005	1	AB
076686	001	1	AB
076686	002	1	AB
076686	003	1	AB
076688	001	1	AB
076688	002	1	AB
076688	003	1	AB
076688	004	1	AB
076690	001	1	AB
076690	002	1	AB
076690	003	1	AB
076690	004	1	AB
076690	005	1	AB
076691	001	1	AB
076692	001	1	AB
076692	002	1	AB
076692	003	1	AB
076697	001	1	AB
076697	002	1	AB
076697	003	1	AB
076698	001	1	AB
076698	002	1	AB
076698	003	1	AB
076701	001	1	AB
076701	002	1	AB
076703	001	1	AB
076704	001	1	AB
076704	002	1	AB
076704	003	1	AB
076704	004	1	AB
076704	005	1	AB
076705	001	1	AB
076705	002	1	AB
076706	001	1	AB1
076708	001	1	AB
076708	002	1	AB
076708	003	1	AB
076708	004	1	AB
076710	001	1	AB
076710	002	1	AB
076710	003	1	AB
076711	001	1	AB1
076712	001	1	AB
076714	001	1	AB
076714	002	1	AB
076714	003	1	AB
076714	004	1	AB
076715	001	1	AB
076715	002	1	AB
076716	001	1	AB
076716	002	1	AB
076716	003	1	AB
076717	001	1	AP
076717	002	1	AP
076719	001	1	AB
076719	002	1	AB
076719	003	1	AB
076720	001	1	AB
076720	002	1	AB
076721	001	1	AB
076723	001	1	AB
076725	001	1	AB
076725	002	1	AB
076725	003	1	AB
076726	001	1	AP
076726	002	1	AP
076726	003	1	AP
076726	004	1	AP
076726	005	1	AP
076726	006	1	AP
076726	007	1	AP
076729	001	1	AB
076730	001	1	AB
076732	001	1	AB
076736	001	1	AP
076737	001	1	AB1
076737	002	1	AB1
076737	003	1	BX
076740	001	1	AB
076744	002	1	AB1
076746	001	1	AB
076749	001	1	AN
076751	001	1	AB
076753	001	1	AB
076754	001	1	AT
076756	001	1	AB1
076756	002	1	AB
076758	001	1	AB
076758	002	1	AB
076758	003	1	AB
076761	001	1	AB
076762	001	1	AB
076762	002	1	AB
076762	003	1	AB
076762	004	1	AB
076763	001	1	AB
076765	001	1	AB
076765	002	1	AB
076765	003	1	AB
076766	001	1	AP
076766	002	1	AP
076768	001	1	AB
076768	002	1	AB
076768	003	1	AB
076768	004	1	AB
076768	005	1	AB
076770	001	1	AP
076772	001	1	AB
076772	002	1	AB
076772	003	1	AB
076774	001	1	AP
076781	001	1	AP
076783	001	1	AB
076784	001	1	AB
076785	001	1	AB
076787	001	1	AP
076787	002	1	AP
076788	001	1	AB
076790	001	1	AB
076792	001	1	AB
076792	002	1	AB
076792	003	1	AB
076793	001	1	AB
076794	001	1	AB
076794	002	1	AB
076794	003	1	AB
076794	004	1	AB
076796	001	1	AB
076796	002	1	AB
076796	003	1	AB
076798	001	1	AB
076798	002	1	AB
076798	003	1	AB
076809	001	1	AB
076809	002	1	AB
076809	003	1	AB
076817	001	1	AB
076817	002	1	AB
076820	001	1	AB
076820	002	1	AB
076820	003	1	AB
076820	004	1	AB
076822	001	1	AB
076824	001	1	AB
076826	001	1	AT
076830	001	1	AT
076831	001	1	AB
076832	001	1	AB
076835	001	1	AB
076842	001	1	AB
076844	001	1	AB
076847	001	1	AB
076847	002	1	AB
076847	003	1	AB
076849	001	1	AP
076851	001	1	AA
076852	001	1	AB
076852	002	1	AB
076852	003	1	AB
076852	004	1	AB
076852	005	1	AB
076852	006	1	AB
076855	001	1	AB
076855	002	1	AB
076855	003	1	AB
076856	001	1	AB
076856	002	1	AB
076856	003	1	AB
076858	001	1	AB
076862	001	1	AB
076864	001	1	AB
076868	001	1	AB
076868	002	1	AB
