country,year,statvar,measurement_method,Tonnes Co2e
TCA,2020,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,2802.0
TCA,2020,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,15362.0
TCA,2020,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,40.0
TCA,2020,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,172000.0
TCA,2020,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,146171.0
TCA,2020,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,10780.0
TCD,2015,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,56439359.0
TCD,2015,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,842848.0
TCD,2015,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,236.0
TCD,2015,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,43174191.0
TCD,2015,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,185452.0
TCD,2015,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,3808490.0
TCD,2015,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,180000.0
TCD,2015,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,224594.0
TCD,2015,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,2898000.0
TCD,2016,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,60693959.0
TCD,2016,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,856624.0
TCD,2016,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,240.0
TCD,2016,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,56974548.0
TCD,2016,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,187978.0
TCD,2016,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,3634156.0
TCD,2016,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,182000.0
TCD,2016,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,231944.0
TCD,2016,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,2998800.0
TCD,2017,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,63230943.0
TCD,2017,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,880821.0
TCD,2017,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,243.0
TCD,2017,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,48837510.0
TCD,2017,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,191133.0
TCD,2017,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,3581173.0
TCD,2017,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,183000.0
TCD,2017,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,227896.0
TCD,2017,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,3094000.0
TCD,2018,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,67263995.0
TCD,2018,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,882727.0
TCD,2018,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,247.0
TCD,2018,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,53465489.0
TCD,2018,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,194522.0
TCD,2018,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,3752873.0
TCD,2018,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,185000.0
TCD,2018,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,235986.0
TCD,2018,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,3152800.0
TCD,2019,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,69914533.0
TCD,2019,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,882727.0
TCD,2019,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,249.0
TCD,2019,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,45124547.0
TCD,2019,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,194470.0
TCD,2019,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,3869483.0
TCD,2019,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,187000.0
TCD,2019,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,236507.0
TCD,2019,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,3152800.0
TCD,2020,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,70650613.0
TCD,2020,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,882727.0
TCD,2020,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,253.0
TCD,2020,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,50962037.0
TCD,2020,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,193230.0
TCD,2020,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,3954354.0
TCD,2020,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,187000.0
TCD,2020,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,208253.0
TCD,2020,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,3152800.0
TGO,2015,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,3366670.0
TGO,2015,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,575418.0
TGO,2015,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,2005.0
TGO,2015,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,10258096.0
TGO,2015,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,733646.0
TGO,2015,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,610738.0
TGO,2015,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1834000.0
TGO,2015,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,165000.0
TGO,2015,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1629448.0
TGO,2015,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1612980.0
TGO,2016,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,3080509.0
TGO,2016,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,590843.0
TGO,2016,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,2005.0
TGO,2016,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,9856080.0
TGO,2016,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,751757.0
TGO,2016,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,631574.0
TGO,2016,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1878800.0
TGO,2016,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,103000.0
TGO,2016,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1709840.0
TGO,2016,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1660587.0
TGO,2017,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,3312431.0
TGO,2017,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,607065.0
TGO,2017,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,1962.0
TGO,2017,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,10124381.0
TGO,2017,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,780984.0
TGO,2017,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,656055.0
TGO,2017,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1926400.0
TGO,2017,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,263000.0
TGO,2017,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1780204.0
TGO,2017,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1705394.0
TGO,2018,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,3094898.0
TGO,2018,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,642194.0
TGO,2018,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,1962.0
TGO,2018,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,9147938.0
TGO,2018,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,812207.0
TGO,2018,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,651107.0
TGO,2018,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1974000.0
TGO,2018,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,210000.0
TGO,2018,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,2021464.0
TGO,2018,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1755802.0
TGO,2019,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,3224783.0
TGO,2019,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,642194.0
TGO,2019,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,1926.0
TGO,2019,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,8997312.0
TGO,2019,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,812207.0
TGO,2019,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,836861.0
TGO,2019,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1974000.0
TGO,2019,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,216000.0
TGO,2019,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,2032804.0
TGO,2019,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1755802.0
TGO,2020,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,3316779.0
TGO,2020,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,642194.0
TGO,2020,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,1922.0
TGO,2020,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,10521097.0
TGO,2020,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,812207.0
TGO,2020,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,999512.0
TGO,2020,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1974000.0
TGO,2020,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,314000.0
TGO,2020,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,2011109.0
TGO,2020,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1755802.0
THA,2015,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,73607322.0
THA,2015,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,19753600.0
THA,2015,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,105340.0
THA,2015,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,77133568.0
THA,2015,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,82895690.0
THA,2015,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,2469064.0
THA,2015,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,38898253.0
THA,2015,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,90927920.0
THA,2015,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,80534779.0
THA,2015,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,85836500.0
THA,2016,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,74269023.0
THA,2016,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,16507000.0
THA,2016,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,110107.0
THA,2016,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,101547301.0
THA,2016,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,78749933.0
THA,2016,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,2553297.0
THA,2016,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,36233994.0
THA,2016,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,100818000.0
THA,2016,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,84415662.0
THA,2016,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,80208800.0
THA,2017,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,72158564.0
THA,2017,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,15658548.0
THA,2017,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,110760.0
THA,2017,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,90203664.0
THA,2017,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,81408930.0
THA,2017,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,2652270.0
THA,2017,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,35748103.0
THA,2017,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,94660000.0
THA,2017,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,90454605.0
THA,2017,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,91381100.0
THA,2018,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,71302049.0
THA,2018,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,15358016.0
THA,2018,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,121118.0
THA,2018,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,64324376.0
THA,2018,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,80934982.0
THA,2018,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,2632264.0
THA,2018,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,27449485.0
THA,2018,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,98748000.0
THA,2018,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,89247800.0
THA,2018,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,91745400.0
THA,2019,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,74407795.0
THA,2019,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,15358016.0
THA,2019,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,106798.0
THA,2019,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,82803681.0
THA,2019,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,80032645.0
THA,2019,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,2786347.0
THA,2019,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,26883280.0
THA,2019,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,105634000.0
THA,2019,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,89175071.0
THA,2019,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,91745400.0
THA,2020,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,72388578.0
THA,2020,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,15358016.0
THA,2020,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,115050.0
THA,2020,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,75942042.0
THA,2020,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,79565785.0
THA,2020,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,2617810.0
THA,2020,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,27472849.0
THA,2020,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,96245000.0
THA,2020,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,78125964.0
THA,2020,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,91745400.0
TJK,2015,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,6143822.0
TJK,2015,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,2669457.0
TJK,2015,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,2358.0
TJK,2015,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,15286.0
TJK,2015,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,999959.0
TJK,2015,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,387650.0
TJK,2015,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,288060.0
TJK,2015,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1591355.0
TJK,2015,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1374800.0
TJK,2016,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,6343524.0
TJK,2016,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,2811698.0
TJK,2016,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,2225.0
TJK,2016,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,38177.0
TJK,2016,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,1825657.0
TJK,2016,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,695500.0
TJK,2016,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,529110.0
TJK,2016,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1547899.0
TJK,2016,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1423800.0
TJK,2017,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,6409946.0
TJK,2017,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,2258298.0
TJK,2017,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,4885.0
TJK,2017,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,14451.0
TJK,2017,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,2419867.0
TJK,2017,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,903600.0
TJK,2017,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,971201.0
TJK,2017,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1440123.0
TJK,2017,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1472240.0
TJK,2018,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,6432035.0
TJK,2018,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,2718658.0
TJK,2018,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,6054.0
TJK,2018,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,18116.0
TJK,2018,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,2588126.0
TJK,2018,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1056801.0
TJK,2018,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,1070221.0
TJK,2018,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1691439.0
TJK,2018,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1509480.0
TJK,2019,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,6534018.0
TJK,2019,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,2718658.0
TJK,2019,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,6478.0
TJK,2019,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,15987.0
TJK,2019,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,2586729.0
TJK,2019,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1056294.0
TJK,2019,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,1226221.0
TJK,2019,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1705627.0
TJK,2019,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1509480.0
TJK,2020,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,6573950.0
TJK,2020,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,2718658.0
TJK,2020,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,6617.0
TJK,2020,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,30363.0
TJK,2020,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,2568924.0
TJK,2020,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,1055731.0
TJK,2020,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,1294221.0
TJK,2020,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,1568005.0
TJK,2020,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,1509480.0
TKL,2015,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,478.0
TKL,2015,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,152.0
TKL,2016,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,478.0
TKL,2016,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,155.0
TKL,2017,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,478.0
TKL,2017,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,157.0
TKL,2018,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,478.0
TKL,2018,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,160.0
TKL,2019,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,478.0
TKL,2019,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,160.0
TKL,2020,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,478.0
TKL,2020,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,160.0
TKM,2015,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,9628407.0
TKM,2015,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,29081200.0
TKM,2015,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,5414.0
TKM,2015,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,363576.0
TKM,2015,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,4399119.0
TKM,2015,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,36516.0
TKM,2015,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,40740851.0
TKM,2015,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,20721924.0
TKM,2015,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,12123873.0
TKM,2015,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,2368800.0
TKM,2016,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,10140818.0
TKM,2016,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,28980920.0
TKM,2016,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,5356.0
TKM,2016,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,481029.0
TKM,2016,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,4422180.0
TKM,2016,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,37762.0
TKM,2016,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,35644937.0
TKM,2016,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,20721924.0
TKM,2016,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,12123873.0
TKM,2016,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,2438800.0
TKM,2017,Annual_Emissions_GreenhouseGas_Agriculture,ClimateTraceEstimate,9762474.0
TKM,2017,Annual_Emissions_GreenhouseGas_FuelCombustionInBuildings,ClimateTraceEstimate,28980920.0
TKM,2017,Annual_Emissions_GreenhouseGas_MineralExtraction,ClimateTraceEstimate,5375.0
TKM,2017,Annual_Emissions_GreenhouseGas_ForestryAndLandUse,ClimateTraceEstimate,248344.0
TKM,2017,Annual_Emissions_GreenhouseGas_Manufacturing,ClimateTraceEstimate,4544164.0
TKM,2017,Annual_Emissions_GreenhouseGas_MaritimeTransport,ClimateTraceEstimate,39226.0
TKM,2017,Annual_Emissions_GreenhouseGas_OilAndGas,ClimateTraceEstimate,31574286.0
TKM,2017,Annual_Emissions_GreenhouseGas_ElectricityGeneration,ClimateTraceEstimate,20721924.0
TKM,2017,Annual_Emissions_GreenhouseGas_Transportation,ClimateTraceEstimate,12123873.0
TKM,2017,Annual_Emissions_GreenhouseGas_WasteManagement,ClimateTraceEstimate,2587200.0
