blockgroup_FIPS,total_distribution_power_line_length,cost_per_household_for_undergrounding_fire_prone_lines
geoId/060290018023,10338.611234846438,0.0
geoId/060133410001,9984.171940737731,0.0
geoId/060133342005,4902.26901633175,0.0
geoId/060290041022,8141.735736752787,0.0
geoId/060290040003,8046.454922992067,0.0
geoId/060290041013,7249.22468725504,0.0
geoId/060390005092,19907.030372116427,0.0
geoId/060816048001,4122.692696505226,0.0
geoId/060816046002,5803.718365389305,0.0
geoId/060816013004,4016.362007211723,0.0
geoId/060230101024,22264.369287355934,28211.538687444663
geoId/060230101021,91803.03933553565,4190.271929607055
geoId/061050002002,60762.42769697448,30612.92935159199
geoId/060790125033,9677.964041473206,8597.836255980608
geoId/060190014131,59003.15984090222,0.0
geoId/060190014143,37205.35601506826,0.0
geoId/060290015003,7471.179541823464,0.0
geoId/060290023013,4128.034856915526,0.0
geoId/060290023021,3441.3244351260546,0.0
geoId/060290013006,5374.540439667177,0.0
geoId/060290012022,7511.2094013989645,0.0
geoId/060290023012,10414.119482229587,0.0
geoId/060290023014,11641.341199726809,0.0
geoId/060290013004,1638.256891050224,0.0
geoId/060290015002,3518.6999931472224,0.0
geoId/060750426023,217.61267072805796,0.0
geoId/060750426021,1108.6043632514825,0.0
geoId/060070010005,3795.586460095005,0.0
geoId/060855126022,79828.59537239137,48958.316313606134
geoId/060470022014,10272.348823232065,0.0
geoId/060470022015,9798.226112377988,0.0
geoId/060014403073,4377.657499308832,0.0
geoId/060290064032,4861.626687640957,0.0
geoId/060014069001,3448.111019300729,0.0
geoId/060014066013,2924.010406450969,0.0
geoId/060014068002,2528.8923849416587,0.0
geoId/060014068001,2905.010185720156,0.0
geoId/060014068004,2929.743912515421,0.0
geoId/060014067002,1273.253471159795,0.0
geoId/060014066014,1228.084595779289,0.0
geoId/060014067004,2340.3171926699492,0.0
geoId/060855045074,8819.373558453046,0.0
geoId/060855045061,13362.567954046448,0.0
geoId/060855045071,3149.027547667154,0.0
geoId/060816010002,2708.214219530491,0.0
geoId/060816015011,4027.407470508834,0.0
geoId/060816014003,5214.861127788827,0.0
geoId/060816015012,2514.2508757333953,0.0
geoId/060816015013,2404.4671451065856,0.0
geoId/060816010003,3025.178852850637,0.0
geoId/060816014002,6545.8283576605945,0.0
geoId/060070007001,6337.030869778545,0.0
geoId/060070008004,7256.698127709733,0.0
geoId/060070008006,3726.0466322461616,0.0
geoId/060070017024,14877.388503014272,0.0
geoId/060871220035,8889.465212612202,0.0
geoId/060871220034,6473.745066712748,0.0
geoId/060871220015,17478.529223739097,3701.099102084986
geoId/060871218003,8015.433984038502,0.0
geoId/060871220012,3979.9212413308446,0.0
geoId/060871218002,6604.772377909395,0.0
geoId/060871220014,2006.9614334717355,0.0
geoId/060871220033,15778.9204862487,0.0
geoId/060871210003,42713.686541523406,114316.10843552776
geoId/060871220011,28945.471895525792,39665.075396719
geoId/060871213002,3793.306593100707,0.0
geoId/060133461011,15693.964169832938,0.0
geoId/060133430011,5466.15492912823,0.0
geoId/060133430031,17997.662392034545,672.1161597699464
geoId/060290012012,4610.5265453593565,0.0
geoId/060290014003,4439.704046485977,0.0
geoId/060290013001,3783.672464495041,0.0
geoId/060290013002,3515.867448407719,0.0
geoId/060290013003,2158.7607168297336,0.0
geoId/060290012024,1816.1842394227908,0.0
geoId/060290012021,2101.166741056435,0.0
geoId/060290012011,5579.447320819275,0.0
geoId/060290014002,4051.7385866416,0.0
geoId/060290007004,6900.124118303665,0.0
geoId/060290012023,2812.9695011756994,0.0
geoId/060816087003,4864.4432997231015,0.0
geoId/060070002013,5857.825050897412,0.0
geoId/060133040031,20845.619124188357,0.0
geoId/060133040041,28244.835789957728,0.0
geoId/060133040033,15974.373476607469,0.0
geoId/060133032051,41504.658747026835,0.0
geoId/060190038032,46626.42486883973,0.0
geoId/060855094044,7697.161526809391,0.0
geoId/060855094043,3551.9502090627293,0.0
geoId/060290005033,22643.20558047602,0.0
geoId/060290005032,19347.04713116028,0.0
geoId/060290038043,37969.29408175541,0.0
geoId/060290005031,23894.874051206538,0.0
geoId/060290038054,8356.243784601224,0.0
geoId/060319818001,95.99799305338793,0.0
geoId/060855050092,928.589597617668,0.0
geoId/060890116002,44852.60453062657,5539.35470465852
geoId/060890107043,4061.646629950044,0.0
geoId/060890116003,10484.580251619667,0.0
geoId/060890107022,2176.7302851587688,0.0
geoId/060890107031,1204.3552204413854,0.0
geoId/060890108071,18534.476297893,0.0
geoId/060890108061,14094.079190958548,0.0
geoId/060890107032,542.9862544886051,0.0
geoId/060890107021,4646.681126103066,0.0
geoId/060890108042,954.7942326240002,0.0
geoId/060890108031,313.7227234583472,0.0
geoId/060890108033,1395.5779495090862,0.0
geoId/060855016004,3964.8185491559448,0.0
geoId/060855016003,2344.2276309956706,0.0
geoId/060855016002,1713.130614657729,0.0
geoId/060855009021,728.1367769406888,0.0
geoId/060855031051,17483.635650053882,0.0
geoId/060133180003,10199.631561997268,8037.030409737353
geoId/060133211032,15095.629698261582,3944.192750647573
geoId/060133211031,11854.06473553504,0.0
geoId/060133190006,9926.768737746554,0.0
geoId/060133180002,13482.859221666382,6941.959671849267
geoId/060133211033,4667.631068868617,0.0
geoId/060971543042,53935.42597006024,38243.71083902231
geoId/060971537041,27741.459170983628,39667.73858532494
geoId/060971543041,211740.85077709766,137753.460516702
geoId/060770007002,5756.52833093095,0.0
geoId/060570006003,28789.07583018115,0.0
geoId/060570001022,26411.996307540106,18737.25734535561
geoId/060570007011,57413.930925343884,0.0
geoId/060570007016,62247.365336136165,946.7369347778574
geoId/060570007015,52702.878309755215,0.0
geoId/060570001021,17378.814522235683,0.0
geoId/060570001023,28543.72756656628,0.0
geoId/060750329013,815.2890514013382,0.0
geoId/060014261005,4416.480245177868,0.0
geoId/060855015011,5174.385666179793,0.0
geoId/060855015012,2173.4944162894635,0.0
geoId/060855015021,3462.773226484862,0.0
geoId/060855037101,2695.024021738136,0.0
geoId/060855037073,3065.7630037218487,0.0
geoId/060855015022,5156.510103592317,0.0
geoId/060855036022,4052.2837183392517,0.0
geoId/060133540022,7096.0159308077455,0.0
geoId/060890121012,15310.402803443218,0.0
geoId/060890121022,17370.000808548368,0.0
geoId/060890121021,18747.34988915921,0.0
geoId/060014382032,7289.052897137366,0.0
geoId/060014377012,2956.4844631867827,0.0
geoId/060014376001,5482.051488175872,0.0
geoId/060014382013,3401.2551063229503,0.0
geoId/060014382041,3032.988586134167,0.0
geoId/060014377013,1427.4864463648858,0.0
geoId/060014373001,4160.206382720488,0.0
geoId/060014373002,4329.968244810497,0.0
geoId/060014382012,2325.4698538010794,0.0
geoId/060014383003,2840.864465187955,0.0
geoId/060014382011,2606.343799337001,0.0
geoId/060014377022,1739.1114793923284,0.0
geoId/060014383001,3423.088628934597,0.0
geoId/060750171011,3589.523132903677,0.0
geoId/060750171012,2369.549996507852,0.0
geoId/060750170003,1717.0726122499136,0.0
geoId/060014053021,1931.3216680710048,0.0
geoId/060014053012,1227.3059963853834,0.0
geoId/060014054011,1812.262300573472,0.0
geoId/060014053011,2152.2066518836937,0.0
geoId/060470010041,11444.44209125658,0.0
geoId/060470010024,10097.843193908267,0.0
geoId/060816089004,5661.857145947626,12949.427698187768
geoId/060190009021,5807.518018737927,0.0
geoId/060890124002,134347.6153558673,26792.64624083423
geoId/061050003001,12465.9310059462,6906.617414951682
geoId/060014101002,8295.170447084343,0.0
geoId/060014322001,3952.9352277300873,0.0
geoId/060014323002,2469.0133723901595,0.0
geoId/060014323001,4553.972905435893,0.0
geoId/060014102002,2147.331953021495,0.0
geoId/060014101001,6460.2938988073165,0.0
geoId/060014099004,6381.507397709825,0.0
geoId/060014102001,2778.5074139109124,0.0
geoId/060014100003,3519.487037995592,0.0
geoId/060014104003,5057.129237992317,0.0
geoId/060014104002,2907.4421915905914,0.0
geoId/060014322002,2882.3823557904016,0.0
geoId/061030007004,17020.336139443127,0.0
geoId/061030007005,20166.80422932827,0.0
geoId/061030008001,79301.83500388515,0.0
geoId/060133820001,3761.817075865403,0.0
geoId/060133740002,2704.7667606907635,0.0
geoId/060133810004,3298.097006214943,0.0
geoId/060133860002,3395.4359753678955,0.0
geoId/060330009001,74181.63283560821,18119.342611602286
geoId/060871217001,10039.04679637629,0.0
geoId/060871217002,10059.232934225472,0.0
geoId/060871216002,3045.215574442935,0.0
geoId/060871216003,3759.88035560169,0.0
geoId/060871216005,3123.9484688568127,0.0
geoId/060871217005,3162.212290361517,0.0
geoId/060871217004,3925.037283216739,0.0
geoId/060871217006,2194.3457349874825,0.0
geoId/060871217003,2790.2206344564806,0.0
geoId/060871216001,2177.3385433141434,0.0
geoId/060133383012,10144.448049566568,0.0
geoId/060133383021,15942.227187204726,676.4635288891343
geoId/060770008011,28128.406258698167,0.0
geoId/060133650032,10411.051212966691,0.0
geoId/060133650033,11734.896299241922,0.0
geoId/060014358003,2789.3177251786965,0.0
geoId/060971526002,41470.314310099486,28796.03376516275
geoId/060971526004,8682.793137754465,0.0
geoId/060971525012,6420.9590498189755,0.0
geoId/060971526003,5534.042097271571,0.0
geoId/060971525023,4276.695082083592,4979.949182608973
geoId/060971525022,4412.9139418332,327.3716524906678
geoId/060190060005,3925.6641764990636,0.0
geoId/060170308043,109285.60964881908,107788.39137101232
geoId/060170308042,33666.8014484709,115567.05446480002
geoId/060014014001,1582.1967779075094,0.0
geoId/060014014002,5289.643429192168,0.0
geoId/060014010006,2258.4778976866323,0.0
geoId/060133160001,13509.173388150051,0.0
geoId/060133190005,3662.1524319692057,0.0
geoId/060133170002,3759.768649802976,0.0
geoId/060133190003,7595.762754530461,0.0
geoId/060133180001,4850.683951797161,3756.2989025321967
geoId/060133190001,4328.4827800765615,0.0
geoId/060855090001,9184.9518234413,0.0
geoId/061130112051,14550.99435119761,0.0
geoId/060190010001,5343.712105810065,0.0
geoId/060190009011,14741.609743948382,0.0
geoId/060133511011,11324.965060427343,575.4665901786599
geoId/060133511032,11323.647442090918,701.0126781402168
geoId/060133511012,3783.3978558660183,0.0
geoId/060816139005,9533.408736030591,0.0
geoId/060816139003,4147.9195086590735,0.0
geoId/060855070021,12448.116653777886,0.0
geoId/060855070014,7058.186448402636,0.0
geoId/060133451084,5336.948096120872,0.0
geoId/061090011002,14501.200401245791,75135.878878396
geoId/061090011003,19065.82100818471,50994.05344508118
geoId/061090051002,41796.42870552125,50155.364074440215
geoId/061090011004,5028.112706628365,23729.725177691365
geoId/061090011001,12526.816627763748,9558.637920931094
geoId/061090051001,82044.13244350128,72990.66427632197
geoId/060133020052,8900.894638413345,0.0
geoId/060610211221,20477.54823949953,0.0
geoId/060014310002,8136.422288609368,0.0
geoId/060014312003,9996.999348965366,0.0
geoId/060014355001,5049.321775372006,0.0
geoId/060871204003,33450.709921559435,42836.67897442185
geoId/060855020014,6387.832992359425,0.0
geoId/060855020021,1700.5476247470444,0.0
geoId/060855020022,3776.607095199786,0.0
geoId/060855019002,5228.640237137187,0.0
geoId/060855020023,5705.111280769138,0.0
geoId/060855005003,6081.663630435902,0.0
geoId/060855020011,2419.0908810159412,0.0
geoId/060855020013,5522.000228982863,0.0
geoId/060014090004,2741.849003428465,0.0
geoId/060770051292,9739.501633887816,0.0
geoId/060770051291,7426.346048547542,0.0
geoId/060770051301,5101.730069722979,0.0
geoId/060770051302,11965.086230112123,0.0
geoId/060411192012,1344.2522988021815,0.0
geoId/060411191001,4554.423434683336,0.0
geoId/060411192021,18.740452314173012,0.0
geoId/060014415032,6211.574024618418,0.0
geoId/060014415012,12753.579561080222,0.0
geoId/060014403052,3766.2135757356677,0.0
geoId/060014403053,7664.423560974173,0.0
geoId/060014403062,4809.457133764714,0.0
geoId/060014403322,8751.556820873475,0.0
geoId/060014403051,3271.2758641736664,0.0
geoId/060014403321,5095.000221962625,0.0
geoId/060014340003,7483.607588156991,0.0
geoId/060014339003,2059.077754867588,0.0
geoId/060014339002,2435.2070022199755,0.0
geoId/060014338003,7483.610635606458,0.0
geoId/060014339001,3898.2626474559424,0.0
geoId/060014331021,14208.425866642869,0.0
geoId/060014337002,5520.079998051428,0.0
geoId/060770032134,7041.892261774941,0.0
geoId/060770032153,4664.34986040986,0.0
geoId/060770032151,9919.716860273575,0.0
geoId/060770032131,5197.34357783099,0.0
geoId/060770032142,10105.955077104007,0.0
geoId/060430004002,42240.55867716042,175991.09843374565
geoId/060390001031,47452.44481521334,93772.46965444571
geoId/060855085082,5355.6433875483535,0.0
geoId/060855087034,4078.2124570439473,0.0
geoId/060855085051,4940.607769310984,0.0
geoId/060855085043,3674.2774507271242,0.0
geoId/060855087033,4137.181922944021,0.0
geoId/060855085081,3507.9822582520587,0.0
geoId/060855087032,4877.96061814203,0.0
geoId/060133331021,9715.440549327712,3994.0817098005323
geoId/060133553044,20185.87817252227,15987.598273153266
geoId/060855094032,4196.016115775733,0.0
geoId/060855098011,6756.070728553729,0.0
geoId/060855096002,5639.746642232097,0.0
geoId/060855095003,4336.3165181882905,0.0
geoId/060855094042,3224.148667582846,0.0
geoId/060133462014,20874.41590646569,17273.896029639156
geoId/060133462043,27799.588762395626,10137.287938980275
geoId/060133462013,26150.11798833665,633.6094910845632
geoId/060133462032,9517.09488377113,0.0
geoId/060133553061,39552.38053552217,76615.69269375165
geoId/060133461023,12717.571080298936,25023.259857394907
geoId/060290038053,10937.137029866948,0.0
geoId/060050003011,61190.966794556,47405.60054019961
geoId/060050002004,81239.99514674507,179268.65386903498
geoId/060050002003,71215.20420875662,34629.93016962564
geoId/060050002005,61906.469786577814,33874.700712001984
geoId/060855092022,3501.526610451649,0.0
geoId/060855092024,2754.0898414566573,0.0
geoId/060770034071,9554.80476412546,0.0
geoId/060770034101,12653.705444546365,0.0
geoId/060830020085,5827.075127834782,0.0
geoId/060830020084,7334.2031354459095,0.0
geoId/060830020111,18129.889940178928,0.0
geoId/060830020073,6677.753106567265,0.0
geoId/060830020082,3834.180615034589,0.0
geoId/060830020083,5655.120321222915,0.0
geoId/060830020072,6297.875132083928,0.0
geoId/060133770005,4587.209531918404,0.0
geoId/060090005042,109490.71669008328,459453.22022980824
geoId/060050001021,39738.94361079418,24624.814684228462
geoId/060133032043,14340.060655407731,0.0
geoId/060133032022,16972.628751834076,0.0
geoId/060133032021,11150.421605816235,0.0
geoId/060133032042,4571.935890547016,0.0
geoId/060133032023,10527.953869658884,0.0
geoId/060855050071,442.6299194385103,0.0
geoId/060133551072,9458.673691796479,0.0
geoId/060133141043,7450.71262462519,0.0
geoId/060133141042,11400.357471339126,0.0
geoId/060530140001,24236.8193027652,0.0
geoId/060170308032,69401.98097743107,51880.78888079622
geoId/060170309011,101369.19521373461,78070.5031077948
geoId/060170308011,81618.9422180752,53696.12983275757
geoId/060170309012,68219.22844800439,113585.29623535712
geoId/060170310002,48005.92416483874,49619.0632053289
geoId/060170315032,78942.28580475341,84878.02446937092
geoId/060290038052,15113.790862748432,0.0
geoId/060290038041,25849.82933236822,0.0
geoId/060290038111,13151.531291363322,0.0
geoId/060290038042,25614.69295018916,0.0
geoId/060570001036,26133.038396329986,24612.794000564867
geoId/060570001035,14770.436751980027,0.0
geoId/060570001037,10526.198375161232,3582.7560843415067
geoId/060290028204,6452.730952307489,0.0
geoId/060290031231,27405.23316115329,0.0
geoId/060290028202,5375.61384176814,0.0
geoId/060770014004,7416.246481421316,0.0
geoId/060770013003,4458.341344939342,0.0
geoId/060750231021,6470.593820279699,0.0
geoId/060750251003,3093.032934946821,0.0
geoId/060750254023,1318.005216567901,0.0
geoId/060750257012,2549.9415077269405,0.0
geoId/060750257022,2999.8294436835467,0.0
geoId/060750230013,2398.961791488891,0.0
geoId/060750254022,1369.964245987348,0.0
geoId/060750252003,3584.988427795557,0.0
geoId/060750254021,867.468510324606,0.0
geoId/060750231022,3125.599890158869,0.0
geoId/060530148002,13308.083653633388,0.0
geoId/060770031132,6974.517719321189,0.0
geoId/060770031131,11515.716005146218,0.0
geoId/060855067023,4593.161897817448,0.0
geoId/060855027013,3543.052785299545,0.0
geoId/060855067033,4281.389605150492,0.0
geoId/060855067031,8933.987488879875,0.0
geoId/060816064001,2026.7130908460351,0.0
geoId/060190033024,3303.7290276680023,0.0
geoId/060133451022,6957.7394506315,0.0
geoId/060133451012,9023.19055903472,771.5427288898596
geoId/060133451011,4087.697024797752,12832.375276268891
geoId/060014504002,6452.104196685555,0.0
geoId/060014504001,8581.577941825044,0.0
geoId/060133451113,6232.636790837096,0.0
geoId/060770033081,9533.364822488416,0.0
geoId/060855100013,7758.879300542413,0.0
geoId/060855117022,4085.507251766253,0.0
geoId/060855100011,6707.736387147196,0.0
geoId/060855100012,10256.727269968653,0.0
geoId/060890124003,126146.93636469624,657.1771551073634
geoId/060890110012,46045.23148180414,0.0
geoId/060890110011,15423.17250614629,0.0
geoId/060890106032,33450.15989303825,0.0
geoId/060890110024,3492.920504733736,0.0
geoId/060890111002,3289.9822423595624,0.0
geoId/060890123024,70644.57998208348,0.0
geoId/060816020004,7878.333069336319,0.0
geoId/060816021003,3148.4065962484497,0.0
geoId/060816020001,12575.035275044636,0.0
geoId/060816020002,3083.3622301176893,0.0
geoId/060816021002,1404.0192967278922,0.0
geoId/060816021001,3258.3143004061853,0.0
geoId/060816019013,2668.656815113059,0.0
geoId/060816020005,2412.3227969856525,0.0
geoId/060816020003,2383.370490946931,0.0
geoId/060855038024,5730.929195398341,0.0
geoId/060855043083,8082.352365758307,0.0
geoId/060855043082,11372.629278155864,20010.761755937834
geoId/060855038021,9466.68408891123,0.0
geoId/060855038023,1901.2209060441903,0.0
geoId/060290028073,4512.540448116904,0.0
geoId/060290028072,4983.7521483264945,0.0
geoId/060411242002,6605.487511588488,0.0
geoId/060411242001,11200.551866683047,0.0
geoId/060070005011,17676.548467650577,0.0
geoId/060070006013,7926.5616007345825,0.0
geoId/060070005012,8183.9744923443095,0.0
geoId/060014312002,7670.831217701554,0.0
geoId/060014355002,6216.309017230252,0.0
geoId/060014312001,5929.119996809059,0.0
geoId/060014354001,6744.94383047297,0.0
geoId/060014365001,7752.656673270453,0.0
geoId/060014353001,4595.208810739798,0.0
geoId/060855085053,5122.620083731852,0.0
geoId/060855085052,4795.382876510351,0.0
geoId/060855085083,4456.275262441225,0.0
geoId/060855085071,650.048500898478,0.0
geoId/060855085084,2194.516380624841,0.0
geoId/060855085072,7.5194969919582375,0.0
geoId/060816065001,2793.100931405602,0.0
geoId/060816065003,3369.0664148412984,0.0
geoId/061150410002,109444.63894043725,776.932999889411
geoId/060890120004,29724.896672177885,0.0
geoId/060890120003,6345.645783382973,0.0
geoId/060014372004,8802.533734345096,0.0
geoId/060014333002,6561.890174186876,0.0
geoId/060014324002,9914.552331235704,0.0
geoId/060014334001,12354.761116447002,0.0
geoId/060014333004,4667.574085951278,0.0
geoId/060530108041,5788.2813425419845,0.0
geoId/060014068003,4299.122859789001,0.0
geoId/060014079003,4468.0436541378185,0.0
geoId/060014069003,3157.164325906176,0.0
geoId/060014070002,1486.8340951005152,0.0
geoId/060014070001,2563.6943554066665,0.0
geoId/060014069002,3418.308232321879,0.0
geoId/060014070003,1645.4828403489753,0.0
geoId/060014070005,1758.655203222302,0.0
geoId/060014079002,2754.894406387351,0.0
geoId/060014079001,4509.3951535494925,0.0
geoId/060014070004,3244.492632339182,0.0
geoId/060470015031,4507.321962334759,0.0
geoId/060470015032,2951.599339159768,0.0
geoId/060470015033,4385.647191364429,0.0
geoId/060470015021,3492.53369004802,0.0
geoId/060855043183,3538.288815629618,0.0
geoId/060855043111,9810.718383027088,0.0
geoId/060770050043,5241.466965761015,0.0
geoId/060770050042,7573.578442222978,0.0
geoId/060855113023,105.79341495869555,0.0
geoId/060952520001,6000.52933834445,0.0
geoId/060952520002,5897.663385989305,0.0
geoId/060952521082,7911.546680291294,0.0
geoId/060952520003,5153.5592458618075,0.0
geoId/060290001021,6951.368960746065,0.0
geoId/060190031021,2867.025201869625,0.0
geoId/060855120532,5026.189197484826,0.0
geoId/060855120523,3758.168706334315,0.0
geoId/060971527023,7935.1479548738835,0.0
geoId/060971527025,4359.126327310521,0.0
geoId/060971527011,59525.5990976275,44858.09742059753
geoId/060971527013,7058.080840574521,375.8323316589784
geoId/060971527012,3789.735943401084,0.0
geoId/060971527021,42455.437825405344,0.0
geoId/060855033123,3228.493229669243,0.0
geoId/060855041023,3061.713805238408,0.0
geoId/060855035081,8383.757360781161,0.0
geoId/060855033121,1985.586573832455,0.0
geoId/060855041022,3861.904613921383,0.0
geoId/060855040012,6800.403616861341,0.0
geoId/060855035091,4894.382404612014,0.0
geoId/060855035101,6454.077895228535,0.0
geoId/060855040011,4256.407124110162,0.0
geoId/060430003021,94432.3391224642,166848.7736830666
geoId/060430004001,16850.183147379597,43940.238036572046
geoId/060450111023,105030.88354311627,0.0
geoId/060450111022,95811.65233941637,0.0
geoId/060014051001,4986.994708847741,0.0
geoId/060014261002,3616.326782843772,0.0
geoId/060014261004,4801.176168715144,0.0
geoId/060855105001,5055.554733630644,0.0
geoId/060855105002,9467.84675036914,0.0
geoId/060855117011,11806.866030955149,0.0
geoId/060855035093,3945.2497321174374,0.0
geoId/060855033131,5206.870633285496,386.77608738198
geoId/060855033223,3979.080224679216,0.0
geoId/060070022003,8745.219585781166,0.0
geoId/060952523112,15007.247392285113,539.685143850137
geoId/060952531081,13045.284718157407,0.0
geoId/060952531083,16929.458654480008,16391.458390477077
geoId/060855094041,3919.675661413448,0.0
geoId/060855094011,2563.1191713095864,0.0
geoId/060855108022,197.47698196765182,0.0
geoId/060390005093,16319.175388348884,0.0
geoId/060770008013,14368.304058995169,0.0
geoId/060855043161,8504.387609067528,0.0
geoId/060855043231,7858.941126941384,0.0
geoId/060855043233,2394.4064006598833,0.0
geoId/060855044102,8292.406972749724,0.0
geoId/060855043212,6305.792854234956,0.0
geoId/060855043171,9954.10378443242,0.0
geoId/060855043202,4679.717350500234,0.0
geoId/060971526006,2621.3922139297324,100.49469859264255
geoId/060971516011,7797.241214629205,0.0
geoId/060971516023,21821.515795154224,8404.697717953075
geoId/060133852001,3461.635388957724,0.0
geoId/060770032141,6604.186194569433,0.0
geoId/060770041052,20427.012374123373,0.0
geoId/060610233002,21306.561233738128,0.0
geoId/060610214034,10932.89253580901,0.0
geoId/060610214035,6793.355259448498,0.0
geoId/060610233001,17806.402069751788,0.0
geoId/060610214031,2388.5528306492115,0.0
geoId/060610239001,17527.560589033572,0.0
geoId/060952517022,4457.907118745227,0.0
geoId/060330013003,38813.93449269366,15720.065441208617
geoId/060330013005,60434.04264068582,105453.58579735861
geoId/060330013002,36145.87789299564,802.9659957584964
geoId/060330013004,41283.87532793563,37622.985654293276
geoId/060330013001,99357.86974567149,86091.43327536536
geoId/060330012002,111672.54900685602,83448.62402210997
geoId/060855086023,4427.100717589774,0.0
geoId/060411141003,2524.6342484317,0.0
geoId/060411130002,9935.983681465188,15949.393325696452
geoId/060411141002,9270.090880493,0.0
geoId/060411130001,324.6373568874498,1229.5501091698964
geoId/060971541002,126463.60480962278,4519.287519512406
geoId/060971540001,91204.20013366367,114482.75024673573
geoId/060971541001,65313.22139321656,0.0
geoId/060971540003,87627.24385104483,15931.38032645703
geoId/060855045042,1242.3994239649705,0.0
geoId/060952531073,7605.51554855305,0.0
geoId/060952531072,7640.036456027577,0.0
geoId/060190066023,8828.155569785438,0.0
geoId/060190066032,10923.324418179229,0.0
geoId/060190066042,5353.445525392801,0.0
geoId/060190067003,9472.059176708655,0.0
geoId/060190066044,5692.737641959627,0.0
geoId/060190066021,3710.496439245631,0.0
geoId/060190066045,5790.448641930938,0.0
geoId/060190067002,6039.924098043564,0.0
geoId/060190066043,3610.845070282098,0.0
geoId/060190066031,6507.43692346965,0.0
geoId/060190066024,2703.665970275955,0.0
geoId/060190066022,9982.61144246702,0.0
geoId/060014093004,2549.320369212045,0.0
geoId/060855120053,2737.824217251861,0.0
geoId/060630001005,10037.68178459994,0.0
geoId/060630001002,6631.871768615125,0.0
geoId/060630001004,12219.186415078128,0.0
geoId/060630001003,12224.848819657736,0.0
geoId/060630001001,18263.23967039369,4055.099524786075
geoId/060630001006,23114.55142559834,38775.66685850457
geoId/060855021023,8331.79463597502,0.0
geoId/060855021024,2756.697320321229,0.0
geoId/060750257023,1579.1210188407126,0.0
geoId/060855044141,8715.969105081665,0.0
geoId/060855044142,8580.625702287169,0.0
geoId/060855044143,5547.793970534408,0.0
geoId/060871206001,13613.144986249828,97097.11944912492
geoId/060190072014,4962.088770288986,0.0
geoId/060014334003,4869.198313659566,0.0
geoId/060014334002,2788.826575486291,0.0
geoId/060330012001,33582.951077174264,17592.87076279016
geoId/060790118004,8227.392727455432,0.0
geoId/060790118005,32472.59926276228,0.0
geoId/060790118001,11337.350336217869,0.0
geoId/060790118002,18395.90634090355,0.0
geoId/060790119025,5683.821477652465,0.0
geoId/060190014142,14123.733553524411,0.0
geoId/060190014141,8543.476020575245,0.0
geoId/060190030032,8177.004397636069,0.0
geoId/060190014114,6528.8294506715365,0.0
geoId/060190014113,11319.821183770417,0.0
geoId/060190014091,23471.352296998524,0.0
geoId/060871104003,6750.488411687098,0.0
geoId/060871105013,5092.949825024963,0.0
geoId/060871105022,5706.952677262281,0.0
geoId/060871105021,5840.622228052074,0.0
geoId/060871223002,18400.1467420379,0.0
geoId/060871106001,10204.730278318792,0.0
geoId/060871223001,64125.861413790924,0.0
geoId/060871106005,3145.060673035872,0.0
geoId/060871106004,6917.103662420373,0.0
geoId/060871106003,3626.8849385471626,0.0
geoId/060871106002,3221.808029389403,0.0
geoId/060610213222,176534.41864131036,0.0
geoId/060290009041,14701.27934809333,0.0
geoId/060290009043,5333.814350233936,0.0
geoId/060290009042,6118.298850071566,0.0
geoId/060330011001,51025.367063295256,26962.73728641471
geoId/060330011002,138630.18849455068,73894.00706211627
geoId/060330010005,14543.373971785864,97.96474306366372
geoId/060330010006,20097.469454284237,0.0
geoId/060330010001,49288.84749930459,8677.180637595531
geoId/060290008003,4246.547192007116,0.0
geoId/060290014001,5865.284132115105,0.0
geoId/060290007002,4317.691595103659,0.0
geoId/060290008004,3689.113209816253,0.0
geoId/060290007003,6168.273850430433,0.0
geoId/060290007001,5895.114504145584,0.0
geoId/060971539031,1203.5165432674878,0.0
geoId/060971539022,1423.4392114939953,0.0
geoId/060971539033,3416.2469983564565,0.0
geoId/060971539013,3947.466462809668,0.0
geoId/060050004011,61368.3488001034,60438.8681275406
geoId/060050004022,36156.41706613463,32629.328025988285
geoId/060050004013,36251.49595747225,43443.64035450372
geoId/060050004024,40818.00666915822,18313.286839357337
geoId/060050002002,114570.88872744545,117815.0818758075
geoId/060190059111,30934.14366049457,0.0
geoId/060310003002,675.9288167170747,0.0
geoId/061050002001,50105.14304681683,49409.79398060891
geoId/060952526071,3665.4191099593154,0.0
geoId/060952526062,3903.7308285400127,0.0
geoId/061030008004,25460.296855912187,0.0
geoId/061030008003,60133.80379333626,0.0
geoId/061030008002,61490.822693877635,0.0
geoId/060014506072,14230.319320370245,0.0
geoId/060014506032,2803.8317477241308,0.0
geoId/060014506061,12291.619275454754,0.0
geoId/060014506071,40559.8706519163,0.0
geoId/060470013013,16818.021234050917,0.0
geoId/060470015022,3941.768582291925,0.0
geoId/060014044002,7285.339298747559,0.0
geoId/060014097001,2322.6753008229384,0.0
geoId/060014084003,3324.838333163729,0.0
geoId/060790103003,20506.248742043703,0.0
geoId/060190064032,96478.35862134935,244599.1911298104
geoId/060190064031,190123.00771901789,188299.2647936957
geoId/060552002011,6955.390484245498,0.0
geoId/060552005012,6251.582824406669,0.0
geoId/060610206063,4423.761743702154,0.0
geoId/060610206051,22593.05379420069,0.0
geoId/060610207101,3817.553257997063,0.0
geoId/060610207112,970.1171239034976,0.0
geoId/060610206062,2497.033371902081,0.0
