"NumPlaces","StatVar","ScalingFactors","MeasurementMethods","MinDate","observationPeriods","Units"
"3192","Count_Person_Male_AsianOrPacificIslander","[]","[CensusPEPSurvey_RaceUpto1999]","1981","[P1Y]","[]"
"3192","Count_Person_Male_AmericanIndianAndAlaskaNativeAlone","[]","[CensusPEPSurvey_RaceUpto1999]","1981","[P1Y]","[]"
"3192","Count_Person_Female_AmericanIndianAndAlaskaNativeAlone","[]","[CensusPEPSurvey_RaceUpto1999]","1981","[P1Y]","[]"
"3212","Count_Person_Male_WhiteAlone","[]","[CensusPEPSurvey_RaceUpto1999]","1970","[P1Y]","[]"
"3212","Count_Person_Female_BlackOrAfricanAmericanAlone","[]","[CensusPEPSurvey_RaceUpto1999]","1970","[P1Y]","[]"
"3212","Count_Person_Male_BlackOrAfricanAmericanAlone","[]","[CensusPEPSurvey_RaceUpto1999]","1970","[P1Y]","[]"
"3192","Count_Person_Female_AsianOrPacificIslander","[]","[CensusPEPSurvey_RaceUpto1999]","1981","[P1Y]","[]"
"3212","Count_Person_Female_WhiteAlone","[]","[CensusPEPSurvey_RaceUpto1999]","1970","[P1Y]","[]"
