Date,StateCode,value,StatVar,unit
2006-03-01,country/IND,196.02,Annual_Generation_Electricity_NaturalGas,GigawattHour
2006-03-01,country/IND,11464.0,Annual_Generation_Electricity_Coal,GigawattHour
2006-03-01,country/IND,74.36,Annual_Generation_Electricity_DieselOil,GigawattHour
2006-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2006-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2006-03-01,country/IND,1864.81,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,8299.15,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,17396.5,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,412.64,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,7703.6,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,179.84,Annual_Generation_Electricity_NaturalGas,GigawattHour
2007-03-01,country/IND,11399.0,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,72.55,Annual_Generation_Electricity_DieselOil,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,1956.98,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,90.71,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,18495.19,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,755.96,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,8145.97,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,8484.96,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,11739.34,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,120.69,Annual_Generation_Electricity_DieselOil,GigawattHour
2008-03-01,country/IND,548.18,Annual_Generation_Electricity_NaturalGas,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,1520.96,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_Bagasse,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2008-03-01,country/IND,0.04,Annual_Generation_Electricity_Solar,GigawattHour
2009-03-01,country/IND,9366.25,Annual_Generation_Electricity_Coal,GigawattHour
2009-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2009-03-01,country/IND,21433.59,Annual_Generation_Electricity_Coal,GigawattHour
2009-03-01,country/IND,945.45,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2009-03-01,country/IND,8039.37,Annual_Generation_Electricity_Coal,GigawattHour
2009-03-01,country/IND,10759.32,Annual_Generation_Electricity_Coal,GigawattHour
2009-03-01,country/IND,108.57,Annual_Generation_Electricity_DieselOil,GigawattHour
2009-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2009-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2009-03-01,country/IND,2056.49,Annual_Generation_Electricity_Coal,GigawattHour
2009-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2009-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2009-03-01,country/IND,0.0,Annual_Generation_Electricity_Bagasse,GigawattHour
2009-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2009-03-01,country/IND,0.04,Annual_Generation_Electricity_Solar,GigawattHour
2010-03-01,country/IND,8861.55,Annual_Generation_Electricity_Coal,GigawattHour
2010-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2010-03-01,country/IND,23969.5,Annual_Generation_Electricity_Coal,GigawattHour
2010-03-01,country/IND,1110.82,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2010-03-01,country/IND,8030.09,Annual_Generation_Electricity_Coal,GigawattHour
2010-03-01,country/IND,10239.32,Annual_Generation_Electricity_Coal,GigawattHour
2010-03-01,country/IND,103.96,Annual_Generation_Electricity_DieselOil,GigawattHour
2010-03-01,country/IND,293.04,Annual_Generation_Electricity_NaturalGas,GigawattHour
2010-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2010-03-01,country/IND,2342.46,Annual_Generation_Electricity_Coal,GigawattHour
2010-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2010-03-01,country/IND,5.31,Annual_Generation_Electricity_Wind,GigawattHour
2010-03-01,country/IND,888.8,Annual_Generation_Electricity_Bagasse,GigawattHour
2010-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2010-03-01,country/IND,0.929,Annual_Generation_Electricity_Solar,GigawattHour
2011-03-01,country/IND,10322.9,Annual_Generation_Electricity_Coal,GigawattHour
2011-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2011-03-01,country/IND,24009.12,Annual_Generation_Electricity_Coal,GigawattHour
2011-03-01,country/IND,1129.99,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2011-03-01,country/IND,8857.37,Annual_Generation_Electricity_Coal,GigawattHour
2011-03-01,country/IND,11089.09,Annual_Generation_Electricity_Coal,GigawattHour
2011-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2011-03-01,country/IND,60.45,Annual_Generation_Electricity_DieselOil,GigawattHour
2011-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2011-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2011-03-01,country/IND,2388.52,Annual_Generation_Electricity_Coal,GigawattHour
2011-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2011-03-01,country/IND,5.31,Annual_Generation_Electricity_Wind,GigawattHour
2011-03-01,country/IND,888.8,Annual_Generation_Electricity_Bagasse,GigawattHour
2011-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2011-03-01,country/IND,0.929,Annual_Generation_Electricity_Solar,GigawattHour
2012-03-01,country/IND,12188.95,Annual_Generation_Electricity_Coal,GigawattHour
2012-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2012-03-01,country/IND,25625.22,Annual_Generation_Electricity_Coal,GigawattHour
2012-03-01,country/IND,1077.89,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2012-03-01,country/IND,8989.14,Annual_Generation_Electricity_Coal,GigawattHour
2012-03-01,country/IND,10416.29,Annual_Generation_Electricity_Coal,GigawattHour
2012-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2012-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2012-03-01,country/IND,5.31,Annual_Generation_Electricity_Wind,GigawattHour
2012-03-01,country/IND,888.8,Annual_Generation_Electricity_Bagasse,GigawattHour
2012-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2012-03-01,country/IND,1.656,Annual_Generation_Electricity_Solar,GigawattHour
2013-03-01,country/IND,17381.92,Annual_Generation_Electricity_Coal,GigawattHour
2013-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2013-03-01,country/IND,25343.25,Annual_Generation_Electricity_Coal,GigawattHour
2013-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2013-03-01,country/IND,1138.12,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2013-03-01,country/IND,8714.02,Annual_Generation_Electricity_Coal,GigawattHour
2013-03-01,country/IND,11633.15,Annual_Generation_Electricity_Coal,GigawattHour
2013-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2013-03-01,country/IND,57.78,Annual_Generation_Electricity_DieselOil,GigawattHour
2013-03-01,country/IND,831.38,Annual_Generation_Electricity_NaturalGas,GigawattHour
2013-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2013-03-01,country/IND,1610.32,Annual_Generation_Electricity_Coal,GigawattHour
2013-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2013-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2013-03-01,country/IND,1444.3,Annual_Generation_Electricity_Bagasse,GigawattHour
2013-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2013-03-01,country/IND,1.656,Annual_Generation_Electricity_Solar,GigawattHour
2014-03-01,country/IND,19414.94,Annual_Generation_Electricity_Coal,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2014-03-01,country/IND,22466.86,Annual_Generation_Electricity_Coal,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2014-03-01,country/IND,1208.61,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2014-03-01,country/IND,8929.72,Annual_Generation_Electricity_Coal,GigawattHour
2014-03-01,country/IND,13277.74,Annual_Generation_Electricity_Coal,GigawattHour
2014-03-01,country/IND,186.95,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2014-03-01,country/IND,1663.4,Annual_Generation_Electricity_Coal,GigawattHour
2014-03-01,country/IND,109.81,Annual_Generation_Electricity_DieselOil,GigawattHour
2014-03-01,country/IND,904.24,Annual_Generation_Electricity_NaturalGas,GigawattHour
2014-03-01,country/IND,157.413,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2014-03-01,country/IND,1444.3,Annual_Generation_Electricity_Bagasse,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2014-03-01,country/IND,5.694,Annual_Generation_Electricity_Solar,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_Solar,GigawattHour
2014-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2015-03-01,country/IND,18671.87,Annual_Generation_Electricity_Coal,GigawattHour
2015-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2015-03-01,country/IND,25261.11,Annual_Generation_Electricity_Coal,GigawattHour
2015-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2015-03-01,country/IND,1755.62,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2015-03-01,country/IND,8952.17,Annual_Generation_Electricity_Coal,GigawattHour
2015-03-01,country/IND,13378.93,Annual_Generation_Electricity_Coal,GigawattHour
2015-03-01,country/IND,394.19,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2015-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2015-03-01,country/IND,1610.64,Annual_Generation_Electricity_Coal,GigawattHour
2015-03-01,country/IND,19.2,Annual_Generation_Electricity_DieselOil,GigawattHour
2015-03-01,country/IND,1008.04,Annual_Generation_Electricity_NaturalGas,GigawattHour
2015-03-01,country/IND,157.573,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2015-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2015-03-01,country/IND,1444.3,Annual_Generation_Electricity_Bagasse,GigawattHour
2015-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2015-03-01,country/IND,5.823,Annual_Generation_Electricity_Solar,GigawattHour
2015-03-01,country/IND,0.0,Annual_Generation_Electricity_Solar,GigawattHour
2015-03-01,country/IND,0.02,Annual_Generation_Electricity_Wind,GigawattHour
2016-03-01,country/IND,20914.47,Annual_Generation_Electricity_Coal,GigawattHour
2016-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2016-03-01,country/IND,21939.17,Annual_Generation_Electricity_Coal,GigawattHour
2016-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2016-03-01,country/IND,1491.7,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2016-03-01,country/IND,10621.69,Annual_Generation_Electricity_Coal,GigawattHour
2016-03-01,country/IND,12360.43,Annual_Generation_Electricity_Coal,GigawattHour
2016-03-01,country/IND,533.63,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2016-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2016-03-01,country/IND,1695.45,Annual_Generation_Electricity_Coal,GigawattHour
2016-03-01,country/IND,20.9,Annual_Generation_Electricity_DieselOil,GigawattHour
2016-03-01,country/IND,1044.05,Annual_Generation_Electricity_NaturalGas,GigawattHour
2016-03-01,country/IND,1444.3,Annual_Generation_Electricity_Bagasse,GigawattHour
2016-03-01,country/IND,157.573,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2016-03-01,country/IND,6.275,Annual_Generation_Electricity_Solar,GigawattHour
2016-03-01,country/IND,0.0,Annual_Generation_Electricity_NonRenewableWaste,GigawattHour
2016-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2016-03-01,country/IND,0.0,Annual_Generation_Electricity_Solar,GigawattHour
2016-03-01,country/IND,0.02,Annual_Generation_Electricity_Wind,GigawattHour
2017-03-01,country/IND,11495.03,Annual_Generation_Electricity_Coal,GigawattHour
2017-03-01,country/IND,133.51,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2017-03-01,country/IND,12888.12,Annual_Generation_Electricity_Coal,GigawattHour
2017-03-01,country/IND,1423.3,Annual_Generation_Electricity_Coal,GigawattHour
2017-03-01,country/IND,30.13,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2017-03-01,country/IND,0.0,Annual_Generation_Electricity_Bagasse,GigawattHour
2017-03-01,country/IND,14.08,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2017-03-01,country/IND,38.47,Annual_Generation_Electricity_Solar,GigawattHour
2017-03-01,country/IND,0.0,Annual_Generation_Electricity_RenewableEnergy,GigawattHour
2017-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2017-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2017-03-01,country/IND,6715.309,Annual_Generation_Electricity_Coal,GigawattHour
2017-03-01,country/IND,6.611,Annual_Generation_Electricity_DieselOil,GigawattHour
2017-03-01,country/IND,199.171,Annual_Generation_Electricity_NaturalGas,GigawattHour
2017-03-01,country/IND,0.0,Annual_Generation_Electricity_Solar,GigawattHour
2017-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2018-03-01,country/IND,13485.31,Annual_Generation_Electricity_Coal,GigawattHour
2018-03-01,country/IND,141.94,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2018-03-01,country/IND,11873.64,Annual_Generation_Electricity_Coal,GigawattHour
2018-03-01,country/IND,1933.31,Annual_Generation_Electricity_Coal,GigawattHour
2018-03-01,country/IND,190.38,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2018-03-01,country/IND,0.0,Annual_Generation_Electricity_Bagasse,GigawattHour
2018-03-01,country/IND,9.47,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2018-03-01,country/IND,19.47,Annual_Generation_Electricity_Solar,GigawattHour
2018-03-01,country/IND,0.0,Annual_Generation_Electricity_RenewableEnergy,GigawattHour
2018-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2018-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2018-03-01,country/IND,5516.318,Annual_Generation_Electricity_Coal,GigawattHour
2018-03-01,country/IND,6.964,Annual_Generation_Electricity_DieselOil,GigawattHour
2018-03-01,country/IND,233.65,Annual_Generation_Electricity_NaturalGas,GigawattHour
2018-03-01,country/IND,0.0,Annual_Generation_Electricity_Solar,GigawattHour
2018-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2019-03-01,country/IND,13448.53,Annual_Generation_Electricity_Coal,GigawattHour
2019-03-01,country/IND,79.79,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2019-03-01,country/IND,11663.07,Annual_Generation_Electricity_Coal,GigawattHour
2019-03-01,country/IND,1689.05,Annual_Generation_Electricity_Coal,GigawattHour
2019-03-01,country/IND,101.19,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2019-03-01,country/IND,0.0,Annual_Generation_Electricity_Bagasse,GigawattHour
2019-03-01,country/IND,1.763,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2019-03-01,country/IND,19.146,Annual_Generation_Electricity_Solar,GigawattHour
2019-03-01,country/IND,0.0,Annual_Generation_Electricity_RenewableEnergy,GigawattHour
2019-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2019-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2019-03-01,country/IND,6086.321,Annual_Generation_Electricity_Coal,GigawattHour
2019-03-01,country/IND,8.215,Annual_Generation_Electricity_DieselOil,GigawattHour
2019-03-01,country/IND,423.71,Annual_Generation_Electricity_NaturalGas,GigawattHour
2019-03-01,country/IND,0.0,Annual_Generation_Electricity_Solar,GigawattHour
2019-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2020-03-01,country/IND,12669.45,Annual_Generation_Electricity_Coal,GigawattHour
2020-03-01,country/IND,114.84,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2020-03-01,country/IND,10982.01,Annual_Generation_Electricity_Coal,GigawattHour
2020-03-01,country/IND,2420.62,Annual_Generation_Electricity_Coal,GigawattHour
2020-03-01,country/IND,36.12,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2020-03-01,country/IND,0.0,Annual_Generation_Electricity_Bagasse,GigawattHour
2020-03-01,country/IND,5.429,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2020-03-01,country/IND,17.469,Annual_Generation_Electricity_Solar,GigawattHour
2020-03-01,country/IND,0.0,Annual_Generation_Electricity_RenewableEnergy,GigawattHour
2020-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2020-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2020-03-01,country/IND,7590.737,Annual_Generation_Electricity_Coal,GigawattHour
2020-03-01,country/IND,9.475,Annual_Generation_Electricity_DieselOil,GigawattHour
2020-03-01,country/IND,389.15,Annual_Generation_Electricity_NaturalGas,GigawattHour
2020-03-01,country/IND,1.037,Annual_Generation_Electricity_Solar,GigawattHour
2020-03-01,country/IND,0.0,Annual_Generation_Electricity_Wind,GigawattHour
2006-03-01,country/IND,2373.82,Annual_Generation_Electricity_Coal,GigawattHour
2006-03-01,country/IND,50.77,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2006-03-01,country/IND,1890.45,Annual_Generation_Electricity_NaturalGas,GigawattHour
2006-03-01,country/IND,4699.95,Annual_Generation_Electricity_Coal,GigawattHour
2006-03-01,country/IND,174.76,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2006-03-01,country/IND,242.65,Annual_Generation_Electricity_DieselOil,GigawattHour
2006-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2006-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2006-03-01,country/IND,2355.92,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,357.31,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,5449.38,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,357.31,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,3328.61,Annual_Generation_Electricity_Coal,GigawattHour
2007-03-01,country/IND,208.47,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,2002.83,Annual_Generation_Electricity_NaturalGas,GigawattHour
2007-03-01,country/IND,243.06,Annual_Generation_Electricity_DieselOil,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2007-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2007-03-01,country/IND,4202.65,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,451.3,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,451.3,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,2493.83,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,210.83,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,2129.18,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,6317.77,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,0.97,Annual_Generation_Electricity_DieselOil,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_NaturalGas,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
2008-03-01,country/IND,4197.41,Annual_Generation_Electricity_Coal,GigawattHour
2008-03-01,country/IND,0.0,Annual_Generation_Electricity_PumpedHydro,GigawattHour
