"ScalingFactors","Units","observationPeriods","StatVar","NumPlaces","MeasurementMethods","MinDate"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceAsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OtherChristian","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceAsianAlone_EasternChristianity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_Robbery_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityHispanicOrLatino_Male","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_OtherReligion","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Lesbian","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_Buddhism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_VictimTypePerson","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityHispanicOrLatino_Catholicism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_CrimeAgainstPerson_IsHateCrime_OffenderEthnicityMultipleEthnicity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Heterosexual","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeFarmFacility","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_Intimidation_IsHateCrime_Transgender","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstSociety_IsHateCrime_Gay","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_MotorVehicleTheft_IsHateCrime_Bisexual","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Burglary_IsHateCrime_Heterosexual","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity_AtheismOrAgnosticism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_UnknownOffender_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_ForcibleRape_IsHateCrime_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_ForcibleRape_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstSociety_IsHateCrime_Gay","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_MentalDisability","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_UnknownOffender_Protestantism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_MultipleReligion","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone_Islam","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime_EasternChristianity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_AtheismOrAgnosticism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_BlackOrAfricanAmericanAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_LocationOfCrimeSchoolOrCollegeOrUniversity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_OtherCrimesAgainstPerson_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_MurderAndNonNegligentManslaughter_IsHateCrime_Bisexual","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceAsianAlone_MultipleReligion","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_OffenderRaceTwoOrMoreRaces","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_LocationOfCrimeDepartmentStore","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_Robbery_IsHateCrime_VictimTypeBusiness","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_KnownOffender","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_Robbery_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeBarOrPubOrNightClub","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_MotorVehicleTheft_IsHateCrime_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_MultipleReligion","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceUnknownRace_EasternChristianity","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeParkingFacility","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_HumanTraffickingCommercialSexActs_IsHateCrime_OffenderRaceTwoOrMoreRaces","1","[]","2022"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_Mormonism","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_MultipleReligion_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_Intimidation_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_KnownOffender_Sikhism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceTwoOrMoreRaces_WhiteAlone","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Sikhism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_MotorVehicleTheft_IsHateCrime_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_LarcenyTheft_IsHateCrime_VictimTypeBusiness","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderEthnicityNotHispanicOrLatino_Gay","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_Sikhism","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_WhiteAlone","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_LocationOfCrimeGasStation","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Protestantism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeConvenienceStore","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_Burglary_IsHateCrime_MentalDisability","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_Hinduism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderEthnicityNotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderEthnicityHispanicOrLatino_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_Intimidation_IsHateCrime_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_OffenderEthnicityNotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_OtherCrimesAgainstProperty_IsHateCrime_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_HumanTraffickingCommercialSexActs_IsHateCrime","1","[]","2022"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_ForcibleRape_IsHateCrime_Islam","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_White","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_IsHateCrime_OffenderRaceWhiteAlone_KnownOffenderRace","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceUnknownRace_Gay","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_HumanTraffickingCommercialSexActs_IsHateCrime_TwoOrMoreRaces","1","[]","2022"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_OtherCrimesAgainstProperty_IsHateCrime_Arab","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Burglary_IsHateCrime_Gay","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_KnownOffender","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_OtherChristian","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_Protestantism","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_MentalDisability_17OrLessYears","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceTwoOrMoreRaces_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_OtherReligion","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime_VictimTypeGovernment","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_OtherCrimesAgainstPerson_IsHateCrime_Female","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_SimpleAssault_IsHateCrime_OffenderEthnicityMultipleEthnicity","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeMilitaryInstallation","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_SimpleAssault_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeConstructionSite","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Male","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_ForcibleRape_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_Buddhism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_LocationOfCrimeTribalLands","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceAsianAlone_Bisexual","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_MurderAndNonNegligentManslaughter_IsHateCrime_Transgender","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_OtherCrimesAgainstProperty_IsHateCrime_Judaism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimePrisons","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_Protestantism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_AggravatedAssault_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_OtherCrimesAgainstProperty_IsHateCrime_OffenderEthnicityMultipleEthnicity","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderEthnicityMultipleEthnicity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_Hinduism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_OffenderRaceTwoOrMoreRaces","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_Arson_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_CrimeAgainstSociety_IsHateCrime_PhysicalDisability","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity_Buddhism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_AggravatedAssault_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_JehovahsWitnesses","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_HumanTraffickingCommercialSexActs_IsHateCrime_Arab","1","[]","2022"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_OffenderRaceTwoOrMoreRaces","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Sikhism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeGovernmentOrPublicBuilding","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_LarcenyTheft_IsHateCrime_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity_MultipleReligion","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceUnknownRace_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_VictimTypeBusiness","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_MotorVehicleTheft_IsHateCrime_Male","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Islam","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceTwoOrMoreRaces_PhysicalDisability","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_HispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationRace_Robbery_IsHateCrime_AsianAlone","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_IsHateCrime_KnownOffenderAge","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_UnknownOffender_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_HumanTraffickingCommercialSexActs_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2022"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_MotorVehicleTheft_IsHateCrime_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_OtherCrimesAgainstProperty_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_Catholicism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Mormonism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeAbandonedOrCondemnedStructure","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeRestArea","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderEthnicityNotHispanicOrLatino_NotHispanicOrLatino","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeShoppingCenter","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_AggravatedAssault_IsHateCrime_Gay","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeAirportOrBusStationOrTrainStation","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_Arson_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderEthnicityHispanicOrLatino_MentalDisability","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationGender_OtherCrimesAgainstPerson_IsHateCrime_Male","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_Intimidation_IsHateCrime_MentalDisability","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_Intimidation_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_MotorVehicleTheft_IsHateCrime_AtheismOrAgnosticism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_Hinduism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_ForcibleRape_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OtherChristian","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeBodyOfWaterOrBeach","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_MultipleReligion","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationRaceOrEthnicity_IsHateCrime_LocationOfCrimeCollegeOrUniversity","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone_Mormonism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_LarcenyTheft_IsHateCrime","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeBankOrSavingsAndLoan","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_SimpleAssault_IsHateCrime_Male","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeOtherVictimTypeOrUnknownVictimTypeOrMultipleVictimType","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_Arab","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityHispanicOrLatino_GenderNonConforming","1","[]","2020"
"[]","[]","[P1Y]","Offender_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_KnownOffender_MentalDisability","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_AggravatedAssault_IsHateCrime_Arab","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_JehovahsWitnesses","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityHispanicOrLatino_Protestantism","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationRace_SimpleAssault_IsHateCrime_White","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeGasStation","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LGBT","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Buddhism_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_18OrMoreYears","1","[]","2020"
"[]","[]","[P1Y]","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_Male","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeCollegeOrUniversity","1","[]","2020"
"[]","[]","[P1Y]","Victim_Count_CriminalIncidents_BiasMotivationReligion_LarcenyTheft_IsHateCrime_Mormonism","1","[]","2020"
"[]","[]","[P1Y]","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeCommercialOrOfficeBuilding","1","[]","2020"
