"StatVar","MinDate","NumPlaces","observationPeriods","ScalingFactors","Units","MeasurementMethods"
"Count_MedicalConditionIncident_NORSOtherVirus_ConfirmedCase_FoodborneTransmission","2003-10","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnterotoxigenicEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2018-09","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2012-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Bromine_PatientDeceased_WaterborneTransmission","2000-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_WaterborneTransmission","2004-03","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_SuspectedCase_FoodborneTransmission","2014-06","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AdenovirusUnknown_ConfirmedCase_WaterborneTransmission","2012-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiOther_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2022-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2009-12","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientHospitalized_SuspectedCase_FoodborneTransmission","1998-03","37","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_YersiniaEtiology_PatientDeceased_FoodborneTransmission","2015-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherBacterium_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2009-04","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientHospitalized_SuspectedCase_WaterborneTransmission","2018-08","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Rotavirus_Indeterminate_Other_UnknownTramissionMode","2010-05","15","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientHospitalized_SuspectedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2022-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2016-02","18","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Cyanotoxin_SuspectedCase_WaterborneTransmission","2009-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AdenovirusB_PatientDeceased_PersonToPersonTransmission","2015-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ParalyticShellfishPoison_PatientHospitalized_FoodborneTransmission","2002-09","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumEtiology_SuspectedCase_FoodborneTransmission","2013-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterOther_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2012-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Trichloroethylene_PatientDeceased_WaterborneTransmission","1980-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","1972-06","13","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientHospitalized_ConfirmedCase_AnimalContactTransmission","2020-06","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumAbscessusEtiology_PatientHospitalized_WaterborneTransmission","2013-01","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ScombroidToxin_FoodborneTransmission","1998-01","33","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_MycobacteriumAviumComplexEtiology_ConfirmedCase_WaterborneTransmission","2011-01","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Sapovirus_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2012-01","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_TrichinellaEtiology_PatientHospitalized_ConfirmedCase_FoodborneTransmission","2015-10","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterColiEtiology_SuspectedCase_PersonToPersonTransmission","2013-02","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEntericaEtiology_PatientHospitalized_WaterborneTransmission","1983-07","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumEtiology_PatientDeceased_FoodborneTransmission","2013-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusOther_PatientDeceased_ConfirmedCase_WaterborneTransmission","1978-05","21","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PseudomonasAeruginosaEtiology_PatientHospitalized_SuspectedCase_WaterborneTransmission","1997-01","16","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LegionellaDumoffiiEtiology_PatientDeceased_WaterborneTransmission","1980-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EnterovirusCoxsackievirusAEtiology_PatientDeceased_WaterborneTransmission","1983-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PersonToPersonTransmission","2009-01","40","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2013-04","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Chlorine_PatientHospitalized_SuspectedCase_WaterborneTransmission","2004-01","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EscherichiaEtiology_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2015-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaUnknown_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2012-10","10","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumUnknown_PatientHospitalized_FoodborneTransmission","2007-08","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BacillusEtiology_SuspectedCase_FoodborneTransmission","2007-01","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiOther_FoodborneTransmission","1999-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BrucellaUnknown_ConfirmedCase_FoodborneTransmission","2001-07","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterOther_Indeterminate_Other_UnknownTramissionMode","2012-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientDeceased_WaterborneTransmission","1978-05","23","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaEtiology_WaterborneTransmission","2018-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2013-11","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2010-06","10","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientHospitalized_SuspectedCase_AnimalContactTransmission","2011-05","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","2014-03","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientDeceased_SuspectedCase_WaterborneTransmission","2018-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Chromium_ConfirmedCase_WaterborneTransmission","1974-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_SuspectedCase_WaterborneTransmission","2018-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherParasite_SuspectedCase_FoodborneTransmission","1999-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Mycotoxins_ConfirmedCase_FoodborneTransmission","1998-07","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusOther_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2017-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumHominisEtiology_SuspectedCase_PersonToPersonTransmission","2015-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_SuspectedCase_FoodborneTransmission","1998-01","44","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_BlastomycesGilchristiiEtiology_EnvironmentalContaminationTransmissionExceptFood_Water","2022-12","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2009-01","48","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupIX_ConfirmedCase_PersonToPersonTransmission","2021-01","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Trichloroethylene_ConfirmedCase_WaterborneTransmission","1980-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2009-06","18","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupI_PatientDeceased_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2010-07","20","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterColiEtiology_PatientDeceased_SuspectedCase_PersonToPersonTransmission","2013-02","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiOther_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2021-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSUnknownChemical_Toxin_PatientDeceased_FoodborneTransmission","2023-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientDeceased_SuspectedCase_FoodborneTransmission","1998-01","28","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","2014-12","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumHominisEtiology_ConfirmedCase_WaterborneTransmission","1997-06","29","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumPerfringensEtiology_PatientHospitalized_SuspectedCase_PersonToPersonTransmission","2019-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_EnvironmentalContaminationTransmissionExceptFood_Water","2014-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientDeceased_SuspectedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2019-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_YersiniaEtiology_PatientHospitalized_FoodborneTransmission","2015-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaOther_PatientHospitalized_SuspectedCase_FoodborneTransmission","2018-03","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientDeceased_WaterborneTransmission","1971-07","35","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Rotavirus_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","2009-01","26","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_HeavyMetal_PatientHospitalized_ConfirmedCase_FoodborneTransmission","1999-12","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaUnknown_ConfirmedCase_FoodborneTransmission","2005-09","14","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumHominisEtiology_FoodborneTransmission","2018-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusUnknown_SuspectedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2013-09","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaUnknown_PatientDeceased_SuspectedCase_WaterborneTransmission","2018-08","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterEtiology_PatientDeceased_FoodborneTransmission","2012-06","18","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_PatientHospitalized_FoodborneTransmission","1998-03","30","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2009-01","34","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Pesticides_PatientDeceased_ConfirmedCase_FoodborneTransmission","2000-10","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSUnknownVirus_SuspectedCase_WaterborneTransmission","2010-03","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnteroinvasiveEtiology_PatientHospitalized_PersonToPersonTransmission","2017-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","2010-06","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusUnknown_PatientDeceased_FoodborneTransmission","2015-08","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_PatientDeceased_Indeterminate_Other_UnknownTramissionMode","2012-10","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AnatoxinA_PatientHospitalized_WaterborneTransmission","2021-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientHospitalized_WaterborneTransmission","2009-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ToxinsPlant_Herbal_WaterborneTransmission","2013-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_ConfirmedCase_WaterborneTransmission","2018-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2009-01","23","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaEtiology_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","2014-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumPerfringensEtiology_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2013-01","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AdenovirusUnknown_PatientDeceased_ConfirmedCase_PersonToPersonTransmission","2021-10","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusGenogroupII_PatientDeceased_SuspectedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2011-04","6","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientDeceased_ConfirmedCase_FoodborneTransmission","1998-01","27","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PufferFishTetrodotoxin_PatientHospitalized_ConfirmedCase_FoodborneTransmission","2007-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Chloramines_PatientHospitalized_SuspectedCase_WaterborneTransmission","2004-01","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigaToxinEColi_PatientHospitalized_SuspectedCase_EnvironmentalContaminationTransmissionExceptFood_Water","2019-07","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SapovirusGenogroupIV_PatientDeceased_PersonToPersonTransmission","2013-11","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioParahaemolyticusEtiology_ConfirmedCase_FoodborneTransmission","1998-01","28","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSUnknown_PatientHospitalized_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2023-12","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_PseudomonasAeruginosaEtiology_PatientDeceased_ConfirmedCase_WaterborneTransmission","1984-01","20","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaBoydiiEtiology_WaterborneTransmission","1983-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterOther_PatientHospitalized_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2012-03","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_ConfirmedCase_PersonToPersonTransmission","2009-07","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherVirus_SuspectedCase_PersonToPersonTransmission","2020-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_PatientDeceased_EnvironmentalContaminationTransmissionExceptFood_Water","2014-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AcanthamoebaUnknown_PatientDeceased_WaterborneTransmission","2015-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_PatientHospitalized_SuspectedCase_PersonToPersonTransmission","2016-02","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_HepatitisA_PatientDeceased_ConfirmedCase_WaterborneTransmission","1971-06","17","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiEnterotoxigenicEtiology_PatientHospitalized_FoodborneTransmission","1998-06","11","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_PatientHospitalized_ConfirmedCase_WaterborneTransmission","1984-07","23","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumBotulinumEtiology_PatientHospitalized_SuspectedCase_FoodborneTransmission","2002-09","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ClostridiumDifficileEtiology_PatientHospitalized_Indeterminate_Other_UnknownTramissionMode","2016-05","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_EColiOther_SuspectedCase_FoodborneTransmission","1999-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NORSOtherBacterium_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2019-05","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaDuodenalisEtiology_PatientDeceased_ConfirmedCase_Indeterminate_Other_UnknownTramissionMode","2009-07","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterUnknown_FoodborneTransmission","1998-01","31","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigaToxinEColi_EnvironmentalContaminationTransmissionExceptFood_Water","2011-05","9","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaFlexneriEtiology_SuspectedCase_Indeterminate_Other_UnknownTramissionMode","2015-09","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaUnknown_ConfirmedCase_PersonToPersonTransmission","2009-07","8","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_LegionellaEtiology_PatientHospitalized_WaterborneTransmission","2018-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_NorovirusOther_ConfirmedCase_PersonToPersonTransmission","2015-05","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Trichloroethylene_WaterborneTransmission","1980-09","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyclosporaEtiology_Indeterminate_Other_UnknownTramissionMode","2020-02","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CyanotoxinOther_PatientHospitalized_WaterborneTransmission","2018-06","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_GiardiaEtiology_WaterborneTransmission","2013-10","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Soap_Detergent_WaterborneTransmission","1979-06","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientDeceased_SuspectedCase_FoodborneTransmission","2002-02","21","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_StaphylococcusAureusEtiology_PatientHospitalized_ConfirmedCase_WaterborneTransmission","2003-08","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Sapovirus_SuspectedCase_FoodborneTransmission","2018-04","4","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Norovirus_PatientDeceased_FoodborneTransmission","2009-01","39","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CampylobacterJejuniEtiology_PatientHospitalized_AnimalContactTransmission","2009-05","18","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_SalmonellaOther_ConfirmedCase_PersonToPersonTransmission","2014-05","7","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_VibrioEtiology_PatientDeceased_SuspectedCase_FoodborneTransmission","2018-08","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_AcanthamoebaUnknown_WaterborneTransmission","2015-11","2","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_Sapovirus_PatientHospitalized_ConfirmedCase_PersonToPersonTransmission","2009-01","12","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_CryptosporidiumParvumEtiology_SuspectedCase_FoodborneTransmission","2006-07","3","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
"Count_MedicalConditionIncident_ShigellaSonneiEtiology_PatientHospitalized_EnvironmentalContaminationTransmissionExceptFood_Water","2010-08","5","[P1Y]","[]","[]","[dcAggregate/NORSNonInfectiousDisease]"
