place_name,dcid
STATE,geoId/47
ANDERSON,geoId/47001
BEDFORD,geoId/47003
BENTON,geoId/47005
BLEDSOE,geoId/47007
BLOUNT,geoId/47009
BRADLEY,geoId/47011
CAMPBELL,geoId/47013
CANNON,geoId/47015
CARROLL,geoId/47017
CARTER,geoId/47019
CHEATHAM,geoId/47021
CHESTER,geoId/47023
CLAIBORNE,geoId/47025
CLAY,geoId/47027
COCKE,geoId/47029
COFFEE,geoId/47031
CROCKETT,geoId/47033
CUMBERLAND,geoId/47035
DAVIDSON,geoId/47037
DECATUR,geoId/47039
DEKALB,geoId/47041
DICKSON,geoId/47043
DYER,geoId/47045
FAYETTE,geoId/47047
FENTRESS,geoId/47049
FRANKLIN,geoId/47051
GIBSON,geoId/47053
GILES,geoId/47055
GRAINGER,geoId/47057
GREENE,geoId/47059
GRUNDY,geoId/47061
HAMBLEN,geoId/47063
HAMILTON,geoId/47065
HANCOCK,geoId/47067
HARDEMAN,geoId/47069
HARDIN,geoId/47071
HAWKINS,geoId/47073
HAYWOOD,geoId/47075
HENDERSON,geoId/47077
HENRY,geoId/47079
HICKMAN,geoId/47081
HOUSTON,geoId/47083
HUMPHREYS,geoId/47085
JACKSON,geoId/47087
JEFFERSON,geoId/47089
JOHNSON,geoId/47091
KNOX,geoId/47093
LAKE,geoId/47095
LAUDERDALE,geoId/47097
LAWRENCE,geoId/47099
LEWIS,geoId/47101
LINCOLN,geoId/47103
LOUDON,geoId/47105
MCMINN,geoId/47107
MCNAIRY,geoId/47109
MACON,geoId/47111
MADISON,geoId/47113
MARION,geoId/47115
MARSHALL,geoId/47117
MAURY,geoId/47119
MEIGS,geoId/47121
MONROE,geoId/47123
MONTGOMERY,geoId/47125
MOORE,geoId/47127
MORGAN,geoId/47129
OBION,geoId/47131
OVERTON,geoId/47133
PERRY,geoId/47135
PICKETT,geoId/47137
POLK,geoId/47139
PUTNAM,geoId/47141
RHEA,geoId/47143
ROANE,geoId/47145
ROBERTSON,geoId/47147
RUTHERFORD,geoId/47149
SCOTT,geoId/47151
SEQUATCHIE,geoId/47153
SEVIER,geoId/47155
SHELBY,geoId/47157
SMITH,geoId/47159
STEWART,geoId/47161
SULLIVAN,geoId/47163
SUMNER,geoId/47165
TIPTON,geoId/47167
TROUSDALE,geoId/47169
UNICOI,geoId/47171
UNION,geoId/47173
VAN BUREN,geoId/47175
WARREN,geoId/47177
WASHINGTON,geoId/47179
WAYNE,geoId/47181
WEAKLEY,geoId/47183
WHITE,geoId/47185
WILLIAMSON,geoId/47187
WILSON,geoId/47189
