Date,GeoId,PopulationDensity
2011,dcid:nuts/BE,"30,528"
2011,dcid:nuts/BE1,161
2011,dcid:nuts/BE10,161
2011,dcid:nuts/BE100,161
2011,dcid:nuts/BE2,"13,522.0"
2011,dcid:nuts/BE21,"2,867.0"
2011,dcid:nuts/BE211,"1,000.0"
2011,dcid:nuts/BE212,510.0
2011,dcid:nuts/BE213,"1,357.0"
2011,dcid:nuts/BE22,"2,422.0"
2011,dcid:nuts/BE221,906.0
2011,dcid:nuts/BE222,884.0
2011,dcid:nuts/BE223,632.0
2011,dcid:nuts/BE23,"2,982.0"
2011,dcid:nuts/BE231,469.0
2011,dcid:nuts/BE232,342.0
2011,dcid:nuts/BE233,334.0
2011,dcid:nuts/BE234,944.0
2011,dcid:nuts/BE235,419.0
2011,dcid:nuts/BE236,475.0
2011,dcid:nuts/BE24,"2,106.0"
2011,dcid:nuts/BE241,943.0
2011,dcid:nuts/BE242,"1,163.0"
2011,dcid:nuts/BE25,"3,144.0"
2011,dcid:nuts/BE251,661.0
2011,dcid:nuts/BE252,362.0
2011,dcid:nuts/BE253,550.0
2011,dcid:nuts/BE254,403.0
2011,dcid:nuts/BE255,292.0
2011,dcid:nuts/BE256,272.0
2011,dcid:nuts/BE257,330.0
2011,dcid:nuts/BE258,275.0
2011,dcid:nuts/BE3,"16,844.0"
2011,dcid:nuts/BE31,"1,091.0"
2011,dcid:nuts/BE310,"1,091.0"
2011,dcid:nuts/BE32,"3,786.0"
2011,dcid:nuts/BE321,487.0
2011,dcid:nuts/BE322,555.0
2011,dcid:nuts/BE323,584.0
2011,dcid:nuts/BE324,101.0
2011,dcid:nuts/BE325,517.0
2011,dcid:nuts/BE326,934.0
2011,dcid:nuts/BE327,608.0
2011,dcid:nuts/BE33,"3,862.0"
2011,dcid:nuts/BE331,659.0
2011,dcid:nuts/BE332,797.0
2011,dcid:nuts/BE334,390.0
2011,dcid:nuts/BE335,"1,163.0"
2011,dcid:nuts/BE336,854.0
2011,dcid:nuts/BE34,"4,440.0"
2011,dcid:nuts/BE341,317.0
2011,dcid:nuts/BE342,"1,043.0"
2011,dcid:nuts/BE343,954.0
2011,dcid:nuts/BE344,"1,355.0"
2011,dcid:nuts/BE345,771.0
2011,dcid:nuts/BE35,"3,666.0"
2011,dcid:nuts/BE351,"1,592.0"
2011,dcid:nuts/BE352,"1,165.0"
2011,dcid:nuts/BE353,909.0
2011,dcid:nuts/BG,"110,899.7"
2011,dcid:nuts/BG3,"68,321.7"
2011,dcid:nuts/BG31,"19,074.8"
2011,dcid:nuts/BG311,"3,033.4"
2011,dcid:nuts/BG312,"3,635.3"
2011,dcid:nuts/BG313,"3,619.9"
2011,dcid:nuts/BG314,"4,650.2"
2011,dcid:nuts/BG315,"4,136.0"
2011,dcid:nuts/BG32,"14,805.4"
2011,dcid:nuts/BG321,"4,661.5"
2011,dcid:nuts/BG322,"2,023.0"
2011,dcid:nuts/BG323,"2,861.2"
2011,dcid:nuts/BG324,"2,413.4"
2011,dcid:nuts/BG325,"2,846.3"
2011,dcid:nuts/BG33,"14,644.6"
2011,dcid:nuts/BG331,"3,821.8"
2011,dcid:nuts/BG332,"4,717.8"
2011,dcid:nuts/BG333,"3,394.5"
2011,dcid:nuts/BG334,"2,710.5"
2011,dcid:nuts/BG34,"19,796.9"
2011,dcid:nuts/BG341,"7,747.2"
2011,dcid:nuts/BG342,"3,543.9"
2011,dcid:nuts/BG343,"3,355.4"
2011,dcid:nuts/BG344,"5,150.4"
2011,dcid:nuts/BG4,"42,578.0"
2011,dcid:nuts/BG41,"20,254.7"
2011,dcid:nuts/BG411,"1,284.9"
2011,dcid:nuts/BG412,"7,064.1"
2011,dcid:nuts/BG413,"6,450.8"
2011,dcid:nuts/BG414,"2,391.6"
2011,dcid:nuts/BG415,"3,063.3"
2011,dcid:nuts/BG42,"22,323.3"
2011,dcid:nuts/BG421,"5,915.2"
2011,dcid:nuts/BG422,"5,534.4"
2011,dcid:nuts/BG423,"4,455.4"
2011,dcid:nuts/BG424,"3,206.3"
2011,dcid:nuts/BG425,"3,212.0"
2011,dcid:nuts/CZ,"78,865.4"
2011,dcid:nuts/CZ0,"78,865.4"
