model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Rhode Island,636,547,770
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,South Carolina,447,391,582
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,South Dakota,66,49,126
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Tennessee,311,286,358
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Texas,1494,1337,1812
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Utah,100,85,139
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Vermont,59,57,64
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Virgin Islands,5,5,6
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Virginia,1268,1123,1527
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Washington,1075,1017,1209
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,West Virginia,70,61,96
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Wisconsin,554,487,680
Ensemble,5/11/2020,2 wk ahead cum death,5/23/2020,Wyoming,10,8,17
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Alabama,655,520,1309
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Alaska,13,12,15
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Arizona,905,726,2007
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Arkansas,137,112,239
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,California,3968,3543,5023
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Colorado,1374,1194,2045
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Connecticut,3985,3529,5073
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Delaware,352,306,451
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,District of Columbia,529,451,820
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Florida,2496,2194,3356
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Georgia,1894,1679,2506
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Hawaii,21,19,25
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Idaho,82,75,100
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Illinois,5012,4531,5555
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Indiana,2389,2074,3024
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Iowa,601,481,859
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Kansas,306,239,457
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Kentucky,468,404,643
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Louisiana,2780,2549,3429
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Maine,95,80,148
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Maryland,2777,2273,3919
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Massachusetts,7161,6207,9210
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Michigan,5461,5108,6228
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Minnesota,1386,1052,2345
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Mississippi,716,573,1086
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Missouri,755,653,1273
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Montana,19,17,22
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,National,105605,97003,117640
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Nebraska,282,196,497
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Nevada,457,395,1663
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,New Hampshire,260,200,619
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,New Jersey,11881,10948,13401
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,New Mexico,334,294,575
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,New York,30897,28990,34171
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,North Carolina,944,800,1518
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,North Dakota,68,54,122
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Ohio,2120,1812,2790
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Oklahoma,358,322,494
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Oregon,176,151,345
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Pennsylvania,6152,5449,7927
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Puerto Rico,144,125,193
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Rhode Island,725,594,997
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,South Carolina,508,418,792
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,South Dakota,92,59,290
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Tennessee,338,301,434
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Texas,1711,1447,2513
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Utah,116,92,241
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Vermont,61,58,70
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Virgin Islands,5,5,7
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Virginia,1469,1245,2140
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Washington,1137,1049,1534
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,West Virginia,78,64,149
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Wisconsin,623,523,920
Ensemble,5/11/2020,3 wk ahead cum death,5/30/2020,Wyoming,12,9,24
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Alabama,762,557,2383
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Alaska,13,12,17
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Arizona,1035,782,3668
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Arkansas,153,118,453
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,California,4281,3728,6781
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Colorado,1502,1253,2860
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Connecticut,4212,3620,6145
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Delaware,391,326,563
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,District of Columbia,592,483,1205
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Florida,2755,2324,4827
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Georgia,2020,1732,3285
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Hawaii,21,19,28
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Idaho,86,77,119
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Illinois,5669,5106,6351
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Indiana,2680,2237,3853
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Iowa,763,579,1283
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Kansas,354,264,670
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Kentucky,534,443,943
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Louisiana,2894,2600,4200
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Maine,106,85,266
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Maryland,3125,2431,5356
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Massachusetts,7696,6474,10762
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Michigan,5648,5206,6960
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Minnesota,1835,1302,4150
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Mississippi,828,617,1607
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Missouri,833,697,2361
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Montana,19,18,24
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,National,112647,101462,130164
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Nebraska,422,273,845
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Nevada,507,414,3612
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,New Hampshire,313,223,1174
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,New Jersey,12420,11241,14762
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,New Mexico,379,322,952
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,New York,31740,29359,36544
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,North Carolina,1097,880,2752
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,North Dakota,81,61,204
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Ohio,2381,1938,3728
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Oklahoma,381,336,763
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Oregon,190,157,838
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Pennsylvania,6839,5928,10406
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Puerto Rico,152,127,219
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Rhode Island,809,642,1306
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,South Carolina,579,442,1137
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,South Dakota,128,70,530
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Tennessee,363,315,557
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Texas,1959,1554,4164
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Utah,133,100,492
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Vermont,63,59,78
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Virgin Islands,6,5,7
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Virginia,1653,1348,3262
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Washington,1192,1074,2439
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,West Virginia,87,67,261
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Wisconsin,686,552,1391
Ensemble,5/11/2020,4 wk ahead cum death,6/6/2020,Wyoming,13,10,33
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Alabama,453,427,488
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Alaska,16,16,17
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Arizona,633,607,664
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Arkansas,98,92,111
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,California,3388,3241,3596
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Colorado,1128,1087,1173
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Connecticut,3291,3247,3402
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Delaware,278,261,297
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Florida,2007,1929,2102
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Georgia,1572,1498,1712
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Hawaii,18,17,22
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Idaho,70,67,77
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Illinois,4282,4080,4573
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Indiana,1626,1547,1767
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Iowa,365,318,418
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Kansas,205,189,224
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Kentucky,350,326,381
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Louisiana,2344,2293,2414
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Maine,76,70,86
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Maryland,1906,1804,2050
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Massachusetts,5763,5621,6008
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Michigan,4837,4749,4945
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Minnesota,716,671,774
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Mississippi,479,451,528
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Missouri,542,519,571
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Montana,17,17,17
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,National,88250,86142,91596
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Nebraska,189,158,224
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Nevada,350,336,370
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,New Hampshire,175,157,196
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,New Jersey,10170,10012,10337
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,New Mexico,206,197,219
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,New York,27627,27383,27976
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,North Carolina,703,628,822
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,North Dakota,21,14,28
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Ohio,1648,1536,1759
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Oklahoma,288,279,303
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Oregon,142,133,153
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Pennsylvania,4172,4074,4279
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Rhode Island,697,668,737
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,South Carolina,389,362,421
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,South Dakota,54,46,64
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Tennessee,299,278,339
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Texas,1368,1291,1481
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Utah,108,94,128
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Vermont,55,54,57
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Virginia,1138,1036,1277
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Washington,1038,1012,1080
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,West Virginia,55,54,59
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Wisconsin,521,479,568
Columbia,5/11/2020,1 wk ahead cum death,5/16/2020,Wyoming,7,7,7
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Alabama,538,476,629
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Alaska,16,16,17
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Arizona,746,693,813
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Arkansas,103,94,131
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,California,3982,3723,4358
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Colorado,1303,1197,1391
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Connecticut,3578,3501,3753
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Delaware,349,319,392
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Florida,2307,2154,2501
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Georgia,1725,1575,1963
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Hawaii,18,17,23
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Idaho,74,69,85
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Illinois,5055,4695,5629
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Indiana,1889,1724,2159
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Iowa,472,369,587
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Kansas,244,213,288
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Kentucky,387,342,460
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Louisiana,2468,2372,2606
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Maine,90,79,106
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Maryland,2261,2066,2541
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Massachusetts,6479,6211,6932
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Michigan,5130,4965,5391
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Minnesota,958,836,1109
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Mississippi,551,480,660
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Missouri,610,567,675
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Montana,17,17,17
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,National,97731,93230,104455
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Nebraska,358,257,462
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Nevada,404,382,448
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,New Hampshire,211,179,252
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,New Jersey,10922,10651,11219
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,New Mexico,218,205,241
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,New York,29047,28628,29631
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,North Carolina,881,718,1173
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,North Dakota,41,25,52
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Ohio,1966,1746,2256
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Oklahoma,308,290,332
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Oregon,157,141,175
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Pennsylvania,4613,4380,4878
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Rhode Island,773,726,839
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,South Carolina,442,392,527
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,South Dakota,81,67,102
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Tennessee,353,316,438
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Texas,1743,1547,2033
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Utah,145,117,183
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Vermont,55,54,57
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Virginia,1402,1210,1673
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Washington,1140,1080,1210
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,West Virginia,55,54,64
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Wisconsin,642,557,757
Columbia,5/11/2020,2 wk ahead cum death,5/23/2020,Wyoming,7,7,7
Columbia,5/11/2020,3 wk ahead cum death,5/30/2020,Alabama,651,516,867
Columbia,5/11/2020,3 wk ahead cum death,5/30/2020,Alaska,16,16,17
Columbia,5/11/2020,3 wk ahead cum death,5/30/2020,Arizona,850,776,957
Columbia,5/11/2020,3 wk ahead cum death,5/30/2020,Arkansas,106,94,146
