model,forecast_date,target,target_week_end_date,location_name,point,quantile_0.025,quantile_0.975
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Michigan,3931,3265,4971
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Minnesota,344,261,481
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Mississippi,289,220,405
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Missouri,358,303,493
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Montana,15,13,21
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,National,62752,60178,66126
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Nebraska,80,62,132
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Nevada,255,209,326
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,New Hampshire,82,64,110
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,New Jersey,7364,6046,8838
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,New Mexico,142,116,202
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,New York,22098,18030,26866
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,North Carolina,409,314,523
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,North Dakota,21,16,34
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Ohio,1046,880,1353
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Oklahoma,242,209,322
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Oregon,113,96,144
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Pennsylvania,2405,2011,2944
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Puerto Rico,98,90,130
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Rhode Island,374,286,492
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,South Carolina,221,183,280
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,South Dakota,23,15,43
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Tennessee,248,191,349
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Texas,858,748,1149
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Utah,62,47,87
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Vermont,52,46,65
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Virgin Islands,5,5,7
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Virginia,644,497,861
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Washington,847,768,1001
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,West Virginia,41,34,61
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Wisconsin,360,297,514
COVIDhub-ensemble,2020-04-27,1 wk ahead cum death,2020-05-02,Wyoming,8,6,12
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Alabama,35,24,52
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Alaska,2,1,3
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Arizona,49,34,71
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Arkansas,7,5,13
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,California,296,177,452
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Colorado,109,72,175
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Connecticut,358,237,511
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Delaware,25,16,40
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,District of Columbia,36,19,66
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Florida,152,88,246
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Georgia,112,73,167
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Hawaii,2,2,5
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Idaho,8,5,14
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Illinois,325,208,454
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Indiana,124,77,188
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Iowa,25,18,36
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Kansas,18,11,31
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Kentucky,31,19,49
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Louisiana,214,142,289
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Maine,9,7,14
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Maryland,199,129,302
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Massachusetts,700,491,1017
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Michigan,442,298,625
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Minnesota,68,39,119
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Mississippi,35,21,54
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Missouri,43,28,66
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Montana,3,2,5
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,National,7188,4960,9784
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Nebraska,11,8,16
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Nevada,26,16,39
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,New Hampshire,10,6,19
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,New Jersey,821,559,1158
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,New Mexico,24,15,39
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,New York,1767,1225,2370
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,North Carolina,71,47,107
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,North Dakota,3,2,5
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Ohio,131,89,190
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Oklahoma,27,18,41
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Oregon,11,5,22
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Pennsylvania,332,213,494
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Rhode Island,48,33,73
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,South Carolina,23,13,41
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,South Dakota,4,2,9
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Tennessee,20,13,30
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Texas,89,58,139
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Utah,7,4,14
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Vermont,5,3,10
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Virginia,93,57,138
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Washington,52,28,91
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,West Virginia,9,6,14
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Wisconsin,29,19,48
COVIDhub-ensemble,2020-04-27,1 wk ahead inc death,2020-05-02,Wyoming,3,3,4
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Alabama,355,252,548
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Alaska,13,11,21
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Arizona,460,338,818
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Arkansas,97,69,245
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,California,2828,2123,3977
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Colorado,1125,832,1926
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Connecticut,3183,2453,4906
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Delaware,243,184,519
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,District of Columbia,318,225,525
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Florida,1582,1272,2252
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Georgia,1308,1017,2406
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Hawaii,18,14,27
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Idaho,78,63,162
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Illinois,3400,2494,5333
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Indiana,1263,1008,2084
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Iowa,339,233,763
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Kansas,226,158,650
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Kentucky,340,246,747
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Louisiana,2102,1793,3602
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Maine,70,54,119
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Maryland,1716,1210,2666
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Massachusetts,5460,3801,7580
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Michigan,4485,3529,6805
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Minnesota,466,316,809
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Mississippi,353,246,725
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Missouri,433,342,729
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Montana,18,14,29
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,National,73704,68336,81351
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Nebraska,131,86,349
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Nevada,300,233,490
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,New Hampshire,105,75,164
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,New Jersey,8809,6850,12053
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,New Mexico,200,145,338
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,New York,24773,19279,35678
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,North Carolina,531,373,779
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,North Dakota,28,19,67
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Ohio,1372,1064,2495
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Oklahoma,281,228,572
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Oregon,133,107,191
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Pennsylvania,3030,2366,4106
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Puerto Rico,113,96,183
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Rhode Island,521,361,852
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,South Carolina,263,204,422
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,South Dakota,36,20,74
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Tennessee,304,215,815
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Texas,1036,847,1735
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Utah,87,61,141
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Vermont,57,48,83
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Virgin Islands,6,5,12
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Virginia,862,599,1497
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Washington,929,811,1172
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,West Virginia,52,40,90
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Wisconsin,447,341,758
COVIDhub-ensemble,2020-04-27,2 wk ahead cum death,2020-05-09,Wyoming,10,7,19
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Alabama,31,19,57
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Alaska,2,1,4
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Arizona,49,28,76
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Arkansas,7,4,15
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,California,259,136,446
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Colorado,104,57,180
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Connecticut,293,165,464
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Delaware,23,13,42
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,District of Columbia,33,15,76
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Florida,127,63,234
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Georgia,94,55,167
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Hawaii,3,2,5
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Idaho,8,4,15
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Illinois,289,149,436
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Indiana,107,56,183
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Iowa,26,17,42
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Kansas,17,9,34
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Kentucky,29,14,53
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Louisiana,193,105,280
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Maine,10,7,16
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Maryland,175,94,288
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Massachusetts,604,369,994
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Michigan,374,210,588
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Minnesota,64,31,133
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Mississippi,32,16,61
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Missouri,38,20,68
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Montana,3,2,6
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,National,5998,3422,9120
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Nebraska,11,7,19
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Nevada,24,13,39
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,New Hampshire,9,5,19
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,New Jersey,672,403,1015
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,New Mexico,23,12,43
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,New York,1385,855,1988
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,North Carolina,63,35,114
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,North Dakota,3,2,6
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Ohio,116,66,191
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Oklahoma,26,15,45
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Oregon,10,4,23
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Pennsylvania,265,144,461
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Rhode Island,41,25,73
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,South Carolina,21,10,44
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,South Dakota,4,2,14
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Tennessee,17,10,29
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Texas,74,42,142
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Utah,7,3,15
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Vermont,5,2,12
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Virginia,80,43,140
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Washington,40,19,85
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,West Virginia,9,5,17
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Wisconsin,24,14,45
COVIDhub-ensemble,2020-04-27,2 wk ahead inc death,2020-05-09,Wyoming,3,3,5
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Alabama,420,276,944
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Alaska,15,11,27
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Arizona,562,367,2029
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Arkansas,125,80,697
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,California,3382,2369,6774
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Colorado,1370,927,4486
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Connecticut,3755,2723,7344
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Delaware,308,216,886
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,District of Columbia,391,255,857
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Florida,1772,1358,3289
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Georgia,1468,1072,5415
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Hawaii,21,15,35
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Idaho,89,68,204
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Illinois,4129,2787,10868
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Indiana,1458,1126,3815
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Iowa,534,309,2352
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Kansas,296,179,2229
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Kentucky,412,264,2728
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Louisiana,2244,1859,5160
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Maine,83,60,166
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Maryland,2172,1420,4051
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Massachusetts,6840,4362,11641
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Michigan,4917,3718,10005
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Minnesota,602,367,1347
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Mississippi,421,264,1754
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Missouri,500,374,1106
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Montana,21,15,42
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,National,82883,74128,95734
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Nebraska,214,114,1131
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Nevada,342,249,900
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,New Hampshire,128,85,256
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,New Jersey,10068,7470,17814
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,New Mexico,260,172,567
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,New York,26828,20102,54729
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,North Carolina,651,420,1155
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,North Dakota,38,23,153
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Ohio,1734,1229,6292
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Oklahoma,317,243,1512
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Oregon,150,114,258
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Pennsylvania,3578,2633,5731
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Puerto Rico,126,101,235
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Rhode Island,672,420,1496
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,South Carolina,299,219,745
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,South Dakota,51,25,165
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Tennessee,360,231,3081
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Texas,1188,917,3781
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Utah,115,73,228
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Vermont,63,51,114
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Virgin Islands,7,6,16
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Virginia,1089,683,3133
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Washington,993,843,1396
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,West Virginia,64,45,131
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Wisconsin,535,378,1346
COVIDhub-ensemble,2020-04-27,3 wk ahead cum death,2020-05-16,Wyoming,12,9,41
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Alabama,28,15,64
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Alaska,2,1,5
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Arizona,48,24,81
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Arkansas,6,4,19
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,California,226,105,446
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Colorado,99,45,191
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Connecticut,238,109,418
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Delaware,21,10,44
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,District of Columbia,30,11,97
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Florida,105,45,229
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Georgia,79,42,170
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Hawaii,2,2,7
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Idaho,7,4,19
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Illinois,259,105,424
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Indiana,91,39,182
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Iowa,27,16,51
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Kansas,15,7,38
COVIDhub-ensemble,2020-04-27,3 wk ahead inc death,2020-05-16,Kentucky,27,11,59
