Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020,2019,2020
0000000,POLAND,231369,237620,332043,302146,563412,539766,244599,251296,351014,319169,595613,570465,475968,488916,683057,621315,1159025,1110231,240535,254115,299121,299309,539656,553424,254253,267973,314141,313964,568394,581937,494788,522088,613262,613273,1108050,1135361,315969,318805,388581,364250,704550,683055,336835,338039,403844,379761,740679,717800,652804,656844,792425,744011,1445229,1400855,467886,408680,524818,543277,992704,951957,493841,447612,542924,542860,1036765,990472,961727,856292,1067742,1086137,2029469,1942429,1098295,986038,1571643,1566900,2669938,2552938,1179497,1064519,1577490,1572076,2756987,2636595,2277792,2050557,3149133,3138976,5426925,5189533,307126,339444,426039,430748,733165,770192,324156,358460,450138,454311,774294,812771,631282,697904,876177,885059,1507459,1582963,1163736,1189342,1935185,1920985,3098921,3110327,1233320,1254650,1931321,1927469,3164641,3182119,2397056,2443992,3866506,3848454,6263562,6292446,983787,1007810,1453052,1470949,2436839,2478759,1037907,1061221,1391665,1412224,2429572,2473445,2021694,2069031,2844717,2883173,4866411,4952204,972262,969128,1723140,1619821,2695402,2588949,1013437,1003119,1450344,1363537,2463781,2366656,1985699,1972247,3173484,2983358,5159183,4955605,1389757,1419507,2788618,2817790,4178375,4237297,981978,1017587,1786666,1796881,2768644,2814468,2371735,2437094,4575284,4614671,6947019,7051765,525367,543335,677195,661403,1202562,1204738,553598,572989,714084,697445,1267682,1270434,1078965,1116324,1391279,1358848,2470244,2475172,7696089,7673824,12119435,11997578,19815524,19671402,7653421,7637465,10913631,10779697,18567052,18417162,15349510,15311289,23033066,22777275,38382576,38088564
0200000,DOLNOŚLĄSKIE,13026,13713,27189,24753,40215,38466,14031,14728,28647,25902,42678,40630,27057,28441,55836,50655,82893,79096,14207,15178,23936,24055,38143,39233,14835,16081,25231,25012,40066,41093,29042,31259,49167,49067,78209,80326,17889,18102,30449,28757,48338,46859,19145,19236,31718,29990,50863,49226,37034,37338,62167,58747,99201,96085,25664,22377,43733,48880,69397,71257,27293,24567,45129,47658,72422,72225,52957,46944,88862,96538,141819,143482,64430,59637,136955,141035,201385,200672,67853,62128,135541,141802,203394,203930,132283,121765,272496,282837,404779,404602,17549,20756,35338,35373,52887,56129,18566,21854,37362,37072,55928,58926,36115,42610,72700,72445,108815,115055,75131,79784,169931,168212,245062,247996,78986,83105,172136,171364,251122,254469,154117,162889,342067,339576,496184,502465,57648,60921,119559,121678,177207,182599,61539,65187,116849,118806,178388,183993,119187,126108,236408,240484,355595,366592,62520,61599,149481,139095,212001,200694,63803,62412,126632,117913,190435,180325,126323,124011,276113,257008,402436,381019,80262,83273,253737,256285,333999,339558,58052,61233,159997,161336,218049,222569,138314,144506,413734,417621,552048,562127,30968,33036,55926,53435,86894,86471,32722,34791,58568,56267,91290,91058,63690,67827,114494,109702,178184,177529,459294,468376,1046234,1041558,1505528,1509934,456825,465322,937810,933122,1394635,1398444,916119,933698,1984044,1974680,2900163,2908378
0400000,KUJAWSKO-POMORSKIE,12412,12893,16203,14897,28615,27790,13353,13643,17492,15935,30845,29578,25765,26536,33695,30832,59460,57368,13886,14432,16074,15678,29960,30110,14978,15594,16358,16130,31336,31724,28864,30026,32432,31808,61296,61834,17794,18033,21834,19379,39628,37412,19133,19252,22712,20362,41845,39614,36927,37285,44546,39741,81473,77026,26454,22582,29919,28138,56373,50720,28212,24929,30491,28391,58703,53320,54666,47511,60410,56529,115076,104040,61392,53921,82579,78108,143971,132029,65529,58094,83975,79051,149504,137145,126921,112015,166554,157159,293475,269174,16907,18477,21408,21375,38315,39852,17902,19857,22494,22474,40396,42331,34809,38334,43902,43849,78711,82183,65413,65927,98319,97094,163732,163021,68985,69241,99283,98251,168268,167492,134398,135168,197602,195345,332000,330513,54756,55835,78634,79102,133390,134937,57823,59015,73901,74389,131724,133404,112579,114850,152535,153491,265114,268341,54240,53781,93897,88870,148137,142651,56706,55692,79065,74464,135771,130156,110946,109473,172962,163334,283908,272807,71368,73189,149137,151260,220505,224449,52376,54672,94638,95610,147014,150282,123744,127861,243775,246870,367519,374731,30237,30851,35204,34224,65441,65075,32073,32681,36827,35777,68900,68458,62310,63532,72031,70001,134341,133533,424859,419921,643208,628125,1068067,1048046,427070,422670,577236,560834,1004306,983504,851929,842591,1220444,1188959,2072373,2031550
0600000,LUBELSKIE,15493,15666,13304,12073,28797,27739,16410,16511,14054,13141,30464,29652,31903,32177,27358,25214,59261,57391,16997,18047,13125,12773,30122,30820,18010,18907,13669,13264,31679,32171,35007,36954,26794,26037,61801,62991,22597,23174,18058,16050,40655,39224,24325,24536,18888,16837,43213,41373,46922,47710,36946,32887,83868,80597,35772,30163,23245,22953,59017,53116,37700,33493,23700,23072,61400,56565,73472,63656,46945,46025,120417,109681,78783,67765,67070,61280,145853,129045,87950,77149,69080,62668,157030,139817,166733,144914,136150,123948,302883,268862,20411,22072,17562,17773,37973,39845,21341,23222,18309,18268,39650,41490,41752,45294,35871,36041,77623,81335,80127,80730,78062,76536,158189,157266,88516,87698,79729,77875,168245,165573,168643,168428,157791,154411,326434,322839,70784,71302,63447,62731,134231,134033,75871,76175,59036,58781,134907,134956,146655,147477,122483,121512,269138,268989,70908,70823,76612,71983,147520,142806,74528,73708,61375,57674,135903,131382,145436,144531,137987,129657,283423,274188,120054,120313,119446,122263,239500,242576,78075,79904,74264,75721,152339,155625,198129,200217,193710,197984,391839,398201,36396,37133,28169,27353,64565,64486,37865,38734,29153,28614,67018,67348,74261,75867,57322,55967,131583,131834,568322,557188,518100,503768,1086422,1060956,560591,550037,461257,445915,1021848,995952,1128913,1107225,979357,949683,2108270,2056908
0800000,LUBUSKIE,4932,5001,9034,8252,13966,13253,5135,5194,9462,8472,14597,13666,10067,10195,18496,16724,28563,26919,5512,5831,9161,9210,14673,15041,5932,6241,9527,9481,15459,15722,11444,12072,18688,18691,30132,30763,7117,7105,11356,10747,18473,17852,7464,7524,11865,11088,19329,18612,14581,14629,23221,21835,37802,36464,10793,8907,15648,14488,26441,23395,11363,9991,16267,15058,27630,25049,22156,18898,31915,29546,54071,48444,25391,22323,43952,40857,69343,63180,27112,23910,45161,42171,72273,66081,52503,46233,89113,83028,141616,129261,6754,7418,12191,12119,18945,19537,7137,7988,12866,12935,20003,20923,13891,15406,25057,25054,38948,40460,27607,28171,55307,55369,82914,83540,30008,30261,56322,56195,86330,86456,57615,58432,111629,111564,169244,169996,22266,22618,40155,41182,62421,63800,24083,24757,39253,40109,63336,64866,46349,47375,79408,81291,125757,128666,23965,23385,49252,46596,73217,69981,24881,24205,42599,40279,67480,64484,48846,47590,91851,86875,140697,134465,30421,31463,76009,77294,106430,108757,22094,23168,49449,50297,71543,73465,52515,54631,125458,127591,177973,182222,12261,12385,20342,19656,32603,32041,12825,12950,21361,20678,34186,33628,25086,25335,41703,40334,66789,65669,177019,174607,342407,335770,519426,510377,178034,176189,314132,306763,492166,482952,355053,350796,656539,642533,1011592,993329
1000000,ŁÓDZKIE,13146,13214,19864,18236,33010,31450,13777,14122,20832,19007,34609,33129,26923,27336,40696,37243,67619,64579,14005,14730,18840,18617,32845,33347,14663,15432,20018,19758,34681,35190,28668,30162,38858,38375,67526,68537,18008,18377,24545,23146,42553,41523,19322,19321,25657,24378,44979,43699,37330,37698,50202,47524,87532,85222,27149,23463,34064,33379,61213,56842,28706,26047,35463,34155,64169,60202,55855,49510,69527,67534,125382,117044,63127,55050,97035,94188,160162,149238,68211,60428,99344,95598,167555,156026,131338,115478,196379,189786,327717,305264,17378,18904,26081,25861,43459,44765,18497,19990,27636,27424,46133,47414,35875,38894,53717,53285,89592,92179,68008,68737,124140,121703,192148,190440,73152,73685,124502,122945,197654,196630,141160,142422,248642,244648,389802,387070,59976,61633,98924,99726,158900,161359,63127,64226,91646,93575,154773,157801,123103,125859,190570,193301,313673,319160,58866,58784,123792,115768,182658,174552,61550,60805,98055,91757,159605,152562,120416,119589,221847,207525,342263,327114,95948,97081,209410,212007,305358,309088,65062,67219,123598,125210,188660,192429,161010,164300,333008,337217,494018,501517,30124,30880,42714,41138,72838,72018,32010,32879,44807,43233,76817,76112,62134,63759,87521,84371,149655,148130,465735,460853,819409,803769,1285144,1264622,458077,454154,711558,697040,1169635,1151194,923812,915007,1530967,1500809,2454779,2415816
1200000,MAŁOPOLSKIE,28852,29965,26075,23587,54927,53552,30525,31784,27765,24972,58290,56756,59377,61749,53840,48559,113217,110308,28322,30146,20853,20528,49175,50674,29939,31578,21757,21384,51696,52962,58261,61724,42610,41912,100871,103636,38802,38985,27939,25765,66741,64750,40617,40765,29039,26745,69656,67510,79419,79750,56978,52510,136397,132260,55815,51456,36823,43278,92638,94734,58394,54903,37892,41872,96286,96775,114209,106359,74715,85150,188924,191509,131065,121188,120341,129871,251406,251059,138277,128351,116950,127083,255227,255434,269342,249539,237291,256954,506633,506493,37446,41502,31549,31855,68995,73357,40194,44429,33328,33579,73522,78008,77640,85931,64877,65434,142517,151365,134692,137898,141165,140253,275857,278151,138284,142130,139394,138715,277678,280845,272976,280028,280559,278968,553535,558996,114419,117493,102741,103334,217160,220827,117773,120394,98503,98744,216276,219138,232192,237887,201244,202078,433436,439965,106052,107768,115728,108776,221780,216544,109887,110428,96848,91474,206735,201902,215939,218196,212576,200250,428515,418446,150520,154536,195975,196796,346495,351332,107547,111742,126327,125972,233874,237714,258067,266278,322302,322768,580369,589046,63267,66072,46988,46140,110255,112212,66040,69430,50192,49026,116232,118456,129307,135502,97180,95166,226487,230668,889252,897009,866177,870183,1755429,1767192,877477,885934,777995,779566,1655472,1665500,1766729,1782943,1644172,1649749,3410901,3432692
