Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012,2011,2012
0000000,POLAND,252166,242167,349188,335921,601354,578088,265674,255918,369098,356036,634772,611954,517840,498085,718286,691957,1236126,1190042,281096,271459,316013,303932,597109,575391,296482,285737,332274,319763,628756,605500,577578,557196,648287,623695,1225865,1180891,425346,405816,499473,479520,924819,885336,446962,428956,517691,496023,964653,924979,872308,834772,1017164,975543,1889472,1810315,561703,564711,798936,757409,1360639,1322120,602935,603367,811569,771518,1414504,1374885,1164638,1168078,1610505,1528927,2775143,2697005,1158624,1159113,1986184,1963980,3144808,3123093,1238006,1240158,1998288,1974905,3236294,3215063,2396630,2399271,3984472,3938885,6381102,6338156,331724,343330,443566,463277,775290,806607,349353,361616,465963,486318,815316,847934,681077,704946,909529,949595,1590606,1654541,1015389,1037251,1592927,1639330,2608316,2676581,1087675,1107770,1579025,1628963,2666700,2736733,2103064,2145021,3171952,3268293,5275016,5413314,979128,968179,1673868,1594960,2652996,2563139,1085125,1066073,1522160,1458761,2607285,2524834,2064253,2034252,3196028,3053721,5260281,5087973,898582,924400,1947763,1975120,2846345,2899520,919495,952600,1622349,1641742,2541844,2594342,1818077,1877000,3570112,3616862,5388189,5493862,1205579,1220661,2099208,2171898,3304787,3392559,747771,766393,1272457,1328761,2020228,2095154,1953350,1987054,3371665,3500659,5325015,5487713,488923,482922,578484,578609,1067407,1061531,514881,508413,609344,609543,1124225,1117956,1003804,991335,1187828,1188152,2191632,2179487,7598260,7620009,12285610,12263956,19883870,19883965,7554359,7577001,11100218,11072333,18654577,18649334,15152619,15197010,23385828,23336289,38538447,38533299
0200000,DOLNOŚLĄSKIE,14276,13381,28995,27768,43271,41149,14904,14131,30522,29498,45426,43629,29180,27512,59517,57266,88697,84778,15126,14469,26137,25086,41263,39555,15978,15460,27593,26207,43571,41667,31104,29929,53730,51293,84834,81222,23488,22740,40857,39386,64345,62126,24548,23645,42615,41258,67163,64903,48036,46385,83472,80644,131508,127029,31871,31341,68124,63864,99995,95205,34025,33607,68738,64241,102763,97848,65896,64948,136862,128105,202758,193053,71119,71034,174690,173226,245809,244260,74996,74806,176583,174624,251579,249430,146115,145840,351273,347850,497388,493690,18798,19824,36943,38681,55741,58505,19797,20672,38600,40308,58397,60980,38595,40496,75543,78989,114138,119485,58981,61395,134046,138845,193027,200240,63567,65943,135779,140935,199346,206878,122548,127338,269825,279780,392373,407118,59948,58105,143219,135173,203167,193278,65120,62940,132394,125617,197514,188557,125068,121045,275613,260790,400681,381835,58960,61171,181324,183055,240284,244226,62153,64448,152314,153351,214467,217799,121113,125619,333638,336406,454751,462025,63855,64920,189645,195988,253500,260908,35989,37685,109778,115460,145767,153145,99844,102605,299423,311448,399267,414053,26391,26472,46809,46688,73200,73160,28031,27916,48951,48998,76982,76914,54422,54388,95760,95686,150182,150074,442813,444852,1070789,1067760,1513602,1512612,439108,441253,963867,960497,1402975,1401750,881921,886105,2034656,2028257,2916577,2914362
0400000,KUJAWSKO-POMORSKIE,14186,13508,18640,17404,32826,30912,15111,14539,19498,18457,34609,32996,29297,28047,38138,35861,67435,63908,15912,15328,17789,17068,33701,32396,16960,16180,18832,18076,35792,34256,32872,31508,36621,35144,69493,66652,24071,23096,28930,27803,53001,50899,25074,24207,29668,28486,54742,52693,49145,47303,58598,56289,107743,103592,31342,31471,44402,42107,75744,73578,33389,33409,43981,42342,77370,75751,64731,64880,88383,84449,153114,149329,63491,63442,104632,103727,168123,167169,68519,68636,106566,105152,175085,173788,132010,132078,211198,208879,343208,340957,19089,19920,24120,25168,43209,45088,20286,20925,24973,26138,45259,47063,39375,40845,49093,51306,88468,92151,56482,57797,86341,87840,142823,145637,60345,61446,84660,86834,145005,148280,116827,119243,171001,174674,287828,293917,54535,53628,91889,87734,146424,141362,59498,58285,83223,79497,142721,137782,114033,111913,175112,167231,289145,279144,49911,51415,106595,108014,156506,159429,51708,53593,87952,89286,139660,142879,101619,105008,194547,197300,296166,302308,57634,58964,111632,115685,169266,174649,36811,38235,67165,70204,103976,108439,94445,97199,178797,185889,273242,283088,27588,27352,32066,31772,59654,59124,29144,28937,33730,33297,62874,62234,56732,56289,65796,65069,122528,121358,414241,415921,667036,664322,1081277,1080243,416845,418392,600248,597769,1017093,1016161,831086,834313,1267284,1262091,2098370,2096404
0600000,LUBELSKIE,17851,17392,14680,14109,32531,31501,18946,18113,15323,14710,34269,32823,36797,35505,30003,28819,66800,64324,21531,20521,14518,14017,36049,34538,22440,21523,15206,14673,37646,36196,43971,42044,29724,28690,73695,70734,32193,30612,23800,22808,55993,53420,34277,32563,24282,22964,58559,55527,66470,63175,48082,45772,114552,108947,41875,42623,38008,35822,79883,78445,45620,45995,37912,36122,83532,82117,87495,88618,75920,71944,163415,160562,84320,83955,85076,84092,169396,168047,93630,93565,87074,86226,180704,179791,177950,177520,172150,170318,350100,347838,24062,24469,19009,19664,43071,44133,25051,25609,19784,20252,44835,45861,49113,50078,38793,39916,87906,89994,72780,73915,68246,69459,141026,143374,80466,81531,67072,68856,147538,150387,153246,155446,135318,138315,288564,293761,71603,70494,74345,70835,145948,141329,80876,79235,64248,61556,145124,140791,152479,149729,138593,132391,291072,282120,69944,71242,84182,85995,154126,157237,70001,72226,66847,67907,136848,140133,139945,143468,151029,153902,290974,297370,113867,114268,84982,88478,198849,202746,67011,67618,51356,53874,118367,121492,180878,181886,136338,142352,317216,324238,36065,35447,25934,25632,61999,61079,38273,37528,27291,27156,65564,64684,74338,72975,53225,52788,127563,125763,586091,584938,532780,530911,1118871,1115849,576591,575506,476395,474296,1052986,1049802,1162682,1160444,1009175,1005207,2171857,2165651
0800000,LUBUSKIE,6301,5944,9910,9541,16211,15485,6658,6316,10372,10001,17030,16317,12959,12260,20282,19542,33241,31802,6713,6487,9274,8907,15987,15394,7153,6932,9871,9478,17024,16410,13866,13419,19145,18385,33011,31804,10450,9920,14708,14075,25158,23995,10759,10383,15179,14487,25938,24870,21209,20303,29887,28562,51096,48865,13914,13769,21757,20792,35671,34561,14882,14717,22249,21444,37131,36161,28796,28486,44006,42236,72802,70722,29612,29729,55744,54970,85356,84699,32125,31971,56901,56045,89026,88016,61737,61700,112645,111015,174382,172715,8393,8792,13009,13555,21402,22347,8830,9122,13657,14298,22487,23420,17223,17914,26666,27853,43889,45767,24818,25535,42969,44347,67787,69882,27211,27978,43290,44909,70501,72887,52029,53513,86259,89256,138288,142769,25108,24377,46162,43557,71270,67934,27338,26517,43218,40983,70556,67500,52446,50894,89380,84540,141826,135434,24095,24944,55247,56194,79342,81138,25459,26363,47320,47980,72779,74343,49554,51307,102567,104174,152121,155481,25602,26224,52672,54921,78274,81145,14871,15680,31168,33143,46039,48823,40473,41904,83840,88064,124313,129968,11815,11768,16548,16539,28363,28307,12359,12255,17467,17428,29826,29683,24174,24023,34015,33967,58189,57990,186821,187489,338000,337398,524821,524887,187645,188234,310692,310196,498337,498430,374466,375723,648692,647594,1023158,1023317
1000000,ŁÓDZKIE,14255,13832,22488,21634,36743,35466,15119,14583,23705,22785,38824,37368,29374,28415,46193,44419,75567,72834,16258,15730,20412,19537,36670,35267,17092,16324,21750,20630,38842,36954,33350,32054,42162,40167,75512,72221,24864,23468,32852,31484,57716,54952,26222,25391,34209,32581,60431,57972,51086,48859,67061,64065,118147,112924,31120,31831,51220,48801,82340,80632,33946,34220,51849,49926,85795,84146,65066,66051,103069,98727,168135,164778,66176,65606,129374,126846,195550,192452,71901,71489,132260,129581,204161,201070,138077,137095,261634,256427,399711,393522,18636,19340,28174,29428,46810,48768,19823,20550,29665,30998,49488,51548,38459,39890,57839,60426,96298,100316,60882,62199,109014,111817,169896,174016,65922,67160,106900,110033,172822,177193,126804,129359,215914,221850,342718,351209,57546,56853,120271,113469,177817,170322,65085,63741,103753,98556,168838,162297,122631,120594,224024,212025,346655,332619,58309,58987,148909,149634,207218,208621,59345,60583,118147,118164,177492,178747,117654,119570,267056,267798,384710,387368,86658,87473,163405,168934,250063,256407,52418,53461,90101,94302,142519,147763,139076,140934,253506,263236,392582,404170,27633,27151,37298,37277,64931,64428,29063,28613,39652,39649,68715,68262,56696,55764,76950,76926,133646,132690,462337,462470,863417,858861,1325754,1321331,455936,456115,751991,747205,1207927,1203320,918273,918585,1615408,1606066,2533681,2524651
1200000,MAŁOPOLSKIE,30020,29160,24911,23901,54931,53061,31826,30600,26458,25726,58284,56326,61846,59760,51369,49627,113215,109387,33269,32492,21911,21271,55180,53763,34960,34026,22746,22069,57706,56095,68229,66518,44657,43340,112886,109858,49693,47629,34493,33394,84186,81023,52228,50214,35664,34268,87892,84482,101921,97843,70157,67662,172078,165505,65716,66138,60811,56635,126527,122773,69818,70057,61044,56876,130862,126933,135534,136195,121855,113511,257389,249706,133401,134381,144156,143523,277557,277904,138849,139910,142892,141832,281741,281742,272250,274291,287048,285355,559298,559646,39209,40766,30875,32229,70084,72995,40884,42634,32273,33599,73157,76233,80093,83400,63148,65828,143241,149228,117287,119444,112574,116176,229861,235620,122084,123916,110797,114359,232881,238275,239371,243360,223371,230535,462742,473895,108740,109060,113075,108654,221815,217714,118657,118118,102052,98899,220709,217017,227397,227178,215127,207553,442524,434731,91296,93886,127911,129536,219207,223422,92622,96209,104934,106233,197556,202442,183918,190095,232845,235769,416763,425864,130259,132060,153481,158121,283740,290181,83463,85344,95107,98294,178570,183638,213722,217404,248588,256415,462310,473819,59001,58066,40652,40567,99653,98633,61661,60740,43036,43065,104697,103805,120662,118806,83688,83632,204350,202438,857891,863082,864850,864007,1722741,1727089,847052,851768,777003,775220,1624055,1626988,1704943,1714850,1641853,1639227,3346796,3354077
