Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004,2003,2004
0000000,POLAND,227016,221828,290397,290676,517413,512504,239494,234197,307078,308877,546572,543074,466510,456025,597475,599553,1063985,1055578,355943,355078,462620,445085,818563,800163,373063,372682,484996,467498,858059,840180,729006,727760,947616,912583,1676622,1640343,493582,477918,745627,707649,1239209,1185567,523664,508736,771679,730565,1295343,1239301,1017246,986654,1517306,1438214,2534552,2424868,570284,591376,1036188,1034269,1606472,1625645,619192,637872,1041536,1043242,1660728,1681114,1189476,1229248,2077724,2077511,3267200,3306759,995386,1012440,1754778,1810749,2750164,2823189,1066507,1087154,1762273,1816662,2828780,2903816,2061893,2099594,3517051,3627411,5578944,5727005,345819,332299,412414,404017,758233,736316,363101,349066,435122,425947,798223,775013,708920,681365,847536,829964,1556456,1511329,936356,927705,1590745,1532738,2527101,2460443,1046421,1026555,1508906,1465284,2555327,2491839,1982777,1954260,3099651,2998022,5082428,4952282,951815,972248,2121974,2111672,3073789,3083920,1057733,1083968,1880443,1867942,2938176,2951910,2009548,2056216,4002417,3979614,6011965,6035830,633283,651950,1307594,1371829,1940877,2023779,585286,610252,1086752,1141944,1672038,1752196,1218569,1262202,2394346,2513773,3612915,3775975,1218927,1224823,1858892,1895307,3077819,3120130,766582,769343,1106918,1128800,1873500,1898143,1985509,1994166,2965810,3024107,4951319,5018273,639151,614128,755387,717798,1394538,1331926,668614,642131,791070,751536,1459684,1393667,1307765,1256259,1546457,1469334,2854222,2725593,7367562,7381793,12336616,12321789,19704178,19703582,7309657,7321956,11176773,11148297,18486430,18470253,14677219,14703749,23513389,23470086,38190608,38173835
0200000,DOLNOŚLĄSKIE,11998,11792,23493,23301,35491,35093,12773,12579,24903,25040,37676,37619,24771,24371,48396,48341,73167,72712,19322,19299,38490,36931,57812,56230,20265,19940,40328,38680,60593,58620,39587,39239,78818,75611,118405,114850,28733,27665,63078,58831,91811,86496,30229,29345,65192,60889,95421,90234,58962,57010,128270,119720,187232,176730,34646,35689,92339,91909,126985,127598,37177,38367,93646,93059,130823,131426,71823,74056,185985,184968,257808,259024,57020,58774,151261,156561,208281,215335,60956,62873,153842,159087,214798,221960,117976,121647,305103,315648,423079,437295,18229,17577,34062,33175,52291,50752,19186,18539,35591,34618,54777,53157,37415,36116,69653,67793,107068,103909,53418,52173,134048,128177,187466,180350,58677,56792,128585,124010,187262,180802,112095,108965,262633,252187,374728,361152,62675,63952,195571,192920,258246,256872,70309,71331,174328,172088,244637,243419,132984,135283,369899,365008,502883,500291,33330,35532,114347,120913,147677,156445,31678,34780,94276,100548,125954,135328,65008,70312,208623,221461,273631,291773,68151,68069,174893,177953,243044,246022,37645,37395,101338,102440,138983,139835,105796,105464,276231,280393,382027,385857,34302,32856,62563,59685,96865,92541,35694,34294,65726,62627,101420,96921,69996,67150,128289,122312,198285,189462,421824,423378,1084145,1080356,1505969,1503734,414589,416235,977755,973086,1392344,1389321,836413,839613,2061900,2053442,2898313,2893055
0400000,KUJAWSKO-POMORSKIE,12831,12911,16321,16199,29152,29110,13699,13518,17453,17219,31152,30737,26530,26429,33774,33418,60304,59847,19580,19685,25810,25142,45390,44827,20338,20400,27018,26257,47356,46657,39918,40085,52828,51399,92746,91484,27079,26217,41400,39167,68479,65384,29199,28232,43055,40469,72254,68701,56278,54449,84455,79636,140733,134085,31534,32829,56949,57199,88483,90028,34665,35919,55570,56059,90235,91978,66199,68748,112519,113258,178718,182006,54460,55512,94876,97288,149336,152800,57621,59108,94818,97281,152439,156389,112081,114620,189694,194569,301775,309189,19092,18257,23381,22756,42473,41013,20088,19462,24680,24093,44768,43555,39180,37719,48061,46849,87241,84568,50849,50315,87400,84411,138249,134726,55517,54417,80995,78444,136512,132861,106366,104732,168395,162855,274761,267587,53024,54368,115788,114341,168812,168709,58520,59854,100552,99641,159072,159495,111544,114222,216340,213982,327884,328204,32602,34166,71709,75796,104311,109962,30837,32832,58444,61752,89281,94584,63439,66998,130153,137548,193592,204546,56756,57041,98232,100043,154988,157084,36110,36254,57939,59056,94049,95310,92866,93295,156171,159099,249037,252394,35805,34400,43357,41267,79162,75667,37054,35708,45135,42973,82189,78681,72859,70108,88492,84240,161351,154348,393612,395701,675223,673609,1068835,1069310,393648,395704,605659,603244,999307,998948,787260,791405,1280882,1276853,2068142,2068258
0600000,LUBELSKIE,17502,17042,13149,13016,30651,30058,18447,18061,13868,13739,32315,31800,35949,35103,27017,26755,62966,61858,27708,27579,21892,21051,49600,48630,29064,29034,23005,22162,52069,51196,56772,56613,44897,43213,101669,99826,37696,35999,36737,35418,74433,71417,39975,38455,38243,36511,78218,74966,77671,74454,74980,71929,152651,146383,41741,43817,47552,48108,89293,91925,47742,48952,47606,48583,95348,97535,89483,92769,95158,96691,184641,189460,72507,73084,74834,76525,147341,149609,80567,82012,75487,77406,156054,159418,153074,155096,150321,153931,303395,309027,26411,25083,18913,18421,45324,43504,27659,26460,20024,19518,47683,45978,54070,51543,38937,37939,93007,89482,68117,67585,70686,68165,138803,135750,78566,76957,64505,62824,143071,139781,146683,144542,135191,130989,281874,275531,72707,73495,92294,92158,165001,165653,81717,83438,78350,78055,160067,161493,154424,156933,170644,170213,325068,327146,55694,56599,55421,58436,111115,115035,49277,50481,44315,46803,93592,97284,104971,107080,99736,105239,204707,212319,119884,119519,70622,72206,190506,191725,75072,74281,42533,43473,117605,117754,194956,193800,113155,115679,308111,309479,49637,47511,34943,33058,84580,80569,52120,49720,36383,34356,88503,84076,101757,97231,71326,67414,173083,164645,589604,587313,537043,536562,1126647,1123875,580206,577851,484319,483430,1064525,1061281,1169810,1165164,1021362,1019992,2191172,2185156
0800000,LUBUSKIE,5630,5493,8279,8353,13909,13846,5826,5753,8638,8797,14464,14550,11456,11246,16917,17150,28373,28396,8839,8663,13655,13011,22494,21674,9174,9073,14173,13517,23347,22590,18013,17736,27828,26528,45841,44264,12687,12293,22313,21004,35000,33297,13460,12939,22618,21348,36078,34287,26147,25232,44931,42352,71078,67584,14909,15466,29529,29689,44438,45155,16132,16732,29741,29919,45873,46651,31041,32198,59270,59608,90311,91806,24749,25537,47691,49264,72440,74801,26804,27727,48367,49999,75171,77726,51553,53264,96058,99263,147611,152527,8224,8024,12008,11698,20232,19722,8836,8494,12804,12309,21640,20803,17060,16518,24812,24007,41872,40525,22943,22452,43266,41284,66209,63736,25098,24521,41323,39645,66421,64166,48041,46973,84589,80929,132630,127902,25701,26320,60135,59669,85836,85989,28803,29337,54125,53691,82928,83028,54504,55657,114260,113360,168764,169017,14308,15204,33526,35978,47834,51182,13550,14710,28445,30641,41995,45351,27858,29914,61971,66619,89829,96533,26389,26372,46418,47457,72807,73829,15347,15312,27144,27534,42491,42846,41736,41684,73562,74991,115298,116675,15658,15055,22237,21163,37895,36218,16160,15479,23124,22242,39284,37721,31818,30534,45361,43405,77179,73939,180037,180879,339057,338570,519094,519449,179190,180077,310502,309642,489692,489719,359227,360956,649559,648212,1008786,1009168
1000000,ŁÓDZKIE,12841,12773,18900,19062,31741,31835,13453,13308,20246,20614,33699,33922,26294,26081,39146,39676,65440,65757,20157,20307,30301,29374,50458,49681,20994,21358,31680,30663,52674,52021,41151,41665,61981,60037,103132,101702,27624,26471,48826,46231,76450,72702,29451,28430,50654,47695,80105,76125,57075,54901,99480,93926,156555,148827,33123,33932,70023,69506,103146,103438,35935,36806,70705,70496,106640,107302,69058,70738,140728,140002,209786,210740,60148,60691,121174,124425,181322,185116,65749,66523,121747,125118,187496,191641,125897,127214,242921,249543,368818,376757,19865,18851,26648,26007,46513,44858,20825,19776,28224,27571,49049,47347,40690,38627,54872,53578,95562,92205,54603,54304,113557,108854,168160,163158,63185,62109,104158,100450,167343,162559,117788,116413,217715,209304,335503,325717,59851,60696,161512,160113,221363,220809,67832,69024,139562,138257,207394,207281,127683,129720,301074,298370,428757,428090,45514,46455,103373,108761,148887,155216,40985,42231,82730,86993,123715,129224,86499,88686,186103,195754,272602,284440,89778,89618,153625,154636,243403,244254,56482,56217,82634,82908,139116,139125,146260,145835,236259,237544,382519,383379,36955,35603,49969,47286,86924,82889,38971,37337,52525,49862,91496,87199,75926,72940,102494,97148,178420,170088,460459,459701,897908,894255,1358367,1353956,453862,453119,784865,780627,1238727,1233746,914321,912820,1682773,1674882,2597094,2587702
1200000,MAŁOPOLSKIE,27623,26611,20294,20283,47917,46894,28531,27855,21521,21512,50052,49367,56154,54466,41815,41795,97969,96261,40585,40868,31038,30196,71623,71064,42779,43226,32627,31737,75406,74963,83364,84094,63665,61933,147029,146027,54894,53711,50975,48514,105869,102225,58528,57526,52477,49963,111005,107489,113422,111237,103452,98477,216874,209714,64885,66939,77015,76518,141900,143457,67877,69810,77056,76471,144933,146281,132762,136749,154071,152989,286833,289738,116561,118487,124220,128602,240781,247089,121548,123629,123757,127507,245305,251136,238109,242116,247977,256109,486086,498225,41891,40692,28736,28276,70627,68968,43617,42093,30286,30097,73903,72190,85508,82785,59022,58373,144530,141158,107293,107638,107576,104741,214869,212379,117768,116766,102812,101054,220580,217820,225061,224404,210388,205795,435449,430199,96924,99875,137190,136335,234114,236210,106730,110215,118826,118677,225556,228892,203654,210090,256016,255012,459670,465102,67800,69074,91361,94642,159161,163716,62329,64344,75198,77629,137527,141973,130129,133418,166559,172271,296688,305689,127390,129051,133644,136470,261034,265521,81294,82291,80926,82808,162220,165099,208684,211342,214570,219278,423254,430620,74713,72205,51551,48705,126264,120910,78345,75689,53958,50869,132303,126558,153058,147894,105509,99574,258567,247468,820559,825151,853600,853282,1674159,1678433,809346,813444,769444,768324,1578790,1581768,1629905,1638595,1623044,1621606,3252949,3260201
