Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008,2007,2008
0000000,POLAND,228828,238481,316237,331776,545065,570257,241190,252202,334916,350041,576106,602243,470018,490683,651153,681817,1121171,1172500,328820,314268,380875,362629,709695,676897,342317,328036,398297,378174,740614,706210,671137,642304,779172,740803,1450309,1383107,457717,452785,619797,592318,1077514,1045103,486683,481038,639674,611933,1126357,1092971,944400,933823,1259471,1204251,2203871,2138074,618178,605399,954943,906677,1573121,1512076,652807,640194,973527,924467,1626334,1564661,1270985,1245593,1928470,1831144,3199455,3076737,1063618,1094273,1938533,1972425,3002151,3066698,1151276,1182321,1931884,1966043,3083160,3148364,2214894,2276594,3870417,3938468,6085311,6215062,299646,295678,388638,391958,688284,687636,316911,312407,410820,415763,727731,728170,616557,608085,799458,807721,1416015,1415806,932938,940707,1478592,1488375,2411530,2429082,1004966,1006723,1444902,1462337,2449868,2469060,1937904,1947430,2923494,2950712,4861398,4898142,994090,995016,1957940,1890001,2952030,2885017,1104497,1100540,1732289,1676421,2836786,2776961,2098587,2095556,3690229,3566422,5788816,5661978,748969,788341,1621859,1713361,2370828,2501702,727116,773586,1342184,1412649,2069300,2186235,1476085,1561927,2964043,3126010,4440128,4687937,1218435,1211361,1976644,1994724,3195079,3206085,760706,753637,1175591,1186565,1936297,1940202,1979141,1964998,3152235,3181289,5131376,5146287,545544,526769,633299,613628,1178843,1140397,573504,553933,665444,645916,1238948,1199849,1119048,1080702,1298743,1259544,2417791,2340246,7436783,7463078,12267357,12257872,19704140,19720950,7361973,7384617,11049528,11030309,18411501,18414926,14798756,14847695,23316885,23288181,38115641,38135876
0200000,DOLNOŚLĄSKIE,12550,13103,26128,27643,38678,40746,13196,13890,27523,29190,40719,43080,25746,26993,53651,56833,79397,83826,17648,17044,31564,30265,49212,47309,18272,17673,33095,31762,51367,49435,35920,34717,64659,62027,100579,96744,25417,25099,50784,48198,76201,73297,26879,26268,52483,50066,79362,76334,52296,51367,103267,98264,155563,149631,36122,34994,82452,77588,118574,112582,38265,37016,83785,78834,122050,115850,74387,72010,166237,156422,240624,228432,63889,66207,170374,173429,234263,239636,68335,70695,171530,174468,239865,245163,132224,136902,341904,347897,474128,484799,15901,15672,31491,31876,47392,47548,17023,16707,33279,33845,50302,50552,32924,32379,64770,65721,97694,98100,51404,52022,122246,123349,173650,175371,55098,55773,120886,122577,175984,178350,106502,107795,243132,245926,349634,353721,63699,63144,174295,166445,237994,229589,69770,68407,155760,148888,225530,217295,133469,131551,330055,315333,463524,446884,44508,47994,147842,157365,192350,205359,45695,49792,123039,130738,168734,180530,90203,97786,270881,288103,361084,385889,65763,64817,183625,183935,249388,248752,36011,35413,104094,103902,140105,139315,101774,100230,287719,287837,389493,388067,28847,28031,52398,50523,81245,78554,30582,29553,54863,52859,85445,82412,59429,57584,107261,103382,166690,160966,425748,428127,1073199,1070616,1498947,1498743,419126,421187,960337,957129,1379463,1378316,844874,849314,2033536,2027745,2878410,2877059
0400000,KUJAWSKO-POMORSKIE,13534,14217,17017,17892,30551,32109,14449,14977,17837,18638,32286,33615,27983,29194,34854,36530,62837,65724,18448,17808,21875,20966,40323,38774,19062,18378,22743,21566,41805,39944,37510,36186,44618,42532,82128,78718,25489,25244,34984,33756,60473,59000,26696,26547,35763,34541,62459,61088,52185,51791,70747,68297,122932,120088,34078,33260,53388,50528,87466,83788,36831,35891,53120,50464,89951,86355,70909,69151,106508,100992,177417,170143,59123,60858,102153,103935,161276,164793,63480,65288,102094,104080,165574,169368,122603,126146,204247,208015,326850,334161,17147,17201,21484,21400,38631,38601,18188,18189,22897,22707,41085,40896,35335,35390,44381,44107,79716,79497,50748,51382,81167,81320,131915,132702,53693,54302,76857,77514,130550,131816,104441,105684,158024,158834,262465,264518,55549,55612,105836,102492,161385,158104,60992,60525,92773,89930,153765,150455,116541,116137,198609,192422,315150,308559,40659,43078,89256,93766,129915,136844,40060,42826,71840,75271,111900,118097,80719,85904,161096,169037,241815,254941,56709,56494,104429,105589,161138,162083,35904,35770,61758,62341,97662,98111,92613,92264,166187,167930,258800,260194,30569,29417,35833,34418,66402,63835,32151,31192,37473,36348,69624,67540,62720,60609,73306,70766,136026,131375,402053,404571,667422,666062,1069475,1070633,401506,403885,595155,593400,996661,997285,803559,808456,1262577,1259462,2066136,2067918
0600000,LUBELSKIE,17338,17809,13676,14169,31014,31978,18170,18645,14412,14692,32582,33337,35508,36454,28088,28861,63596,65315,25460,24075,17510,16461,42970,40536,26788,25368,18230,17105,45018,42473,52248,49443,35740,33566,87988,83009,34307,34004,31153,29709,65460,63713,36938,36582,31485,30068,68423,66650,71245,70586,62638,59777,133883,130363,47365,46572,45809,43687,93174,90259,50402,49306,46893,44261,97295,93567,97767,95878,92702,87948,190469,183826,75303,77573,80732,82487,156035,160060,86652,89005,81879,84163,168531,173168,161955,166578,162611,166650,324566,333228,22683,22428,17346,17317,40029,39745,23848,23625,18250,18294,42098,41919,46531,46053,35596,35611,82127,81664,67826,68157,64716,64677,132542,132834,75171,75094,61637,61907,136808,137001,142997,143251,126353,126584,269350,269835,73408,73169,86104,83003,159512,156172,83349,82528,72415,70059,155764,152587,156757,155697,158519,153062,315276,308759,61985,64289,69531,73798,131516,138087,57672,60803,55097,58250,112769,119053,119657,125092,124628,132048,244285,257140,117022,115720,76699,77989,193721,193709,70996,69590,46101,46752,117097,116342,188018,185310,122800,124741,310818,310051,41439,39793,28811,27907,70250,67700,43435,41665,30170,29277,73605,70942,84874,81458,58981,57184,143855,138642,584136,583589,532087,531204,1116223,1114793,573421,572211,476569,474828,1049990,1047039,1157557,1155800,1008656,1006032,2166213,2161832
0800000,LUBUSKIE,5831,6129,9242,9690,15073,15819,6226,6502,9698,10120,15924,16622,12057,12631,18940,19810,30997,32441,8132,7824,11154,10688,19286,18512,8186,7822,11711,11127,19897,18949,16318,15646,22865,21815,39183,37461,11290,10992,17955,17105,29245,28097,12000,11733,18488,17638,30488,29371,23290,22725,36443,34743,59733,57468,16109,15441,27759,26387,43868,41828,16772,16307,28096,26452,44868,42759,32881,31748,55855,52839,88736,84587,27168,28104,52956,54273,80124,82377,29601,30529,53757,55050,83358,85579,56769,58633,106713,109323,163482,167956,7428,7236,11113,11294,18541,18530,7725,7659,11703,11889,19428,19548,15153,14895,22816,23183,37969,38078,22429,22558,39076,39368,61505,61926,24058,24346,38501,38870,62559,63216,46487,46904,77577,78238,124064,125142,26576,26564,55200,52916,81776,79480,29209,28754,49573,47651,78782,76405,55785,55318,104773,100567,160558,155885,18764,20113,44150,47225,62914,67338,18948,20588,37721,40259,56669,60847,37712,40701,81871,87484,119583,128185,26017,25766,49504,49851,75521,75617,15047,14858,28457,28531,43504,43389,41064,40624,77961,78382,119025,119006,13107,12654,18567,17809,31674,30463,13917,13427,19560,18863,33477,32290,27024,26081,38127,36672,65151,62753,182851,183381,336676,336606,519527,519987,181689,182525,307265,306450,488954,488975,364540,365906,643941,643056,1008481,1008962
1000000,ŁÓDZKIE,13210,13841,20430,21323,33640,35164,13983,14645,21725,22479,35708,37124,27193,28486,42155,43802,69348,72288,19073,18273,25193,24143,44266,42416,20043,19414,26371,24848,46414,44262,39116,37687,51564,48991,90680,86678,25727,25697,40309,38734,66036,64431,27735,27486,41516,39984,69251,67470,53462,53183,81825,78718,135287,131901,34206,33148,63284,59675,97490,92823,36666,35736,64600,60764,101266,96500,70872,68884,127884,120439,198756,189323,62626,64253,131207,133046,193833,197299,69052,70621,131768,133783,200820,204404,131678,134874,262975,266829,394653,401703,17121,16945,25185,25554,42306,42499,17809,17849,26998,27374,44807,45223,34930,34794,52183,52928,87113,87722,55389,56244,103286,103458,158675,159702,60716,61061,98827,99843,159543,160904,116105,117305,202113,203301,318218,320606,60055,59497,145977,139683,206032,199180,68469,67672,124736,119495,193205,187167,128524,127169,270713,259178,399237,386347,51777,53897,128629,135353,180406,189250,49055,51602,101622,106441,150677,158043,100832,105499,230251,241794,331083,347293,87621,87045,156785,157081,244406,244126,54037,53367,83837,84064,137874,137431,141658,140412,240622,241145,382280,381557,31382,30158,41160,39485,72542,69643,33060,31753,43641,42047,76701,73800,64442,61911,84801,81532,149243,143443,458187,458998,881445,877535,1339632,1336533,450625,451206,765641,761122,1216266,1212328,908812,910204,1647086,1638657,2555898,2548861
1200000,MAŁOPOLSKIE,26692,27977,21655,22680,48347,50657,27901,29055,22841,23858,50742,52913,54593,57032,44496,46538,99089,103570,38488,36902,25787,24578,64275,61480,40016,38462,27246,25670,67262,64132,78504,75364,53033,50248,131537,125612,52784,52666,43719,41617,96503,94283,56436,56337,44908,42803,101344,99140,109220,109003,88627,84420,197847,193423,69454,68330,67755,64298,137209,132628,72421,71777,69760,66554,142181,138331,141875,140107,137515,130852,279390,270959,124838,128499,140128,142019,264966,270518,130213,133461,137127,139054,267340,272515,255051,261960,277255,281073,532306,543033,36305,35624,27311,27336,63616,62960,37905,37321,28903,28937,66808,66258,74210,72945,56214,56273,130424,129218,109053,110190,103457,104612,212510,214802,115582,115849,102100,103760,217682,219609,224635,226039,205557,208372,430192,434411,105348,106485,128212,124251,233560,230736,115894,116772,112156,109312,228050,226084,221242,223257,240368,233563,461610,456820,78260,81998,110003,115072,188263,197070,75126,79618,89393,93067,164519,172685,153386,161616,199396,208139,352782,369755,129748,129726,141595,143118,271343,272844,82949,82745,86076,87321,169025,170066,212697,212471,227671,230439,440368,442910,65335,63604,43932,42726,109267,106330,68537,66422,45687,44673,114224,111095,133872,130026,89619,87399,223491,217425,836305,842001,853554,852307,1689859,1694308,822980,827819,766197,765009,1589177,1592828,1659285,1669820,1619751,1617316,3279036,3287136
