Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010,2009,2010
0000000,POLAND,245629,261002,346544,361707,592173,622709,260114,274587,365623,380685,625737,655272,505743,535589,712167,742392,1217910,1277981,302044,291097,346379,329492,648423,620589,316132,306433,361649,344640,677781,651073,618176,597530,708028,674132,1326204,1271662,443760,437725,566322,534272,1010082,971997,471405,463225,584727,551727,1056132,1014952,915165,900950,1151049,1085999,2066214,1986949,592795,567329,858435,831095,1451230,1398424,627902,605640,878093,844463,1505995,1450103,1220697,1172969,1736528,1675558,2957225,2848527,1120369,1155616,1993406,1998729,3113775,3154345,1211155,1235743,1987653,2010196,3198808,3245939,2331524,2391359,3981059,4008925,6312583,6400284,296364,318233,401561,420407,697925,738640,313204,334829,425445,443420,738649,778249,609568,653062,827006,863827,1436574,1516889,952462,993577,1512030,1546747,2464492,2540324,1013749,1067891,1492904,1530044,2506653,2597935,1966211,2061468,3004934,3076791,4971145,5138259,992236,988385,1818508,1750982,2810744,2739367,1093099,1101481,1620051,1585887,2713150,2687368,2085335,2089866,3438559,3336869,5523894,5426735,827282,869897,1802353,1904779,2629635,2774676,819417,882496,1480120,1588374,2299537,2470870,1646699,1752393,3282473,3493153,4929172,5245546,1202797,1196062,2014243,2035156,3217040,3231218,746559,735766,1197871,1223425,1944430,1959191,1949356,1931828,3212114,3258581,5161470,5190409,507321,499886,595747,584566,1103068,1084452,533347,526461,628523,615712,1161870,1142173,1040668,1026347,1224270,1200278,2264938,2226625,7483059,7578809,12255528,12297932,19738587,19876741,7406083,7534552,11022659,11118573,18428742,18653125,14889142,15113361,23278187,23416505,38167329,38529866
0200000,DOLNOŚLĄSKIE,13736,14952,28951,30077,42687,45029,14307,15569,30434,31486,44741,47055,28043,30521,59385,61563,87428,92084,16467,15680,28894,27466,45361,43146,17099,16601,30322,28824,47421,45425,33566,32281,59216,56290,92782,88571,24429,24144,46009,43923,70438,68067,25778,25268,47686,45437,73464,70705,50207,49412,93695,89360,143902,138772,34233,32622,72605,71240,106838,103862,35951,34441,74288,71835,110239,106276,70184,67063,146893,143075,217077,210138,67833,70655,175522,175537,243355,246192,72625,74802,176386,178069,249011,252871,140458,145457,351908,353606,492366,499063,15922,17820,32867,34774,48789,52594,16947,18659,34674,36403,51621,55062,32869,36479,67541,71177,100410,107656,53437,56765,125528,129579,178965,186344,57068,61459,125216,131101,182284,192560,110505,118224,250744,260680,361249,378904,62218,61593,158417,151397,220635,212990,67073,67131,142502,139428,209575,206559,129291,128724,300919,290825,430210,419549,51584,55952,166385,176938,217969,232890,53434,59141,137434,148888,190868,208029,105018,115093,303819,325826,408837,440919,63982,63502,183898,185073,247880,248575,35056,34799,103894,105810,138950,140609,99038,98301,287792,290883,386830,389184,27118,26769,48695,47442,75813,74211,28696,28506,51027,49685,79723,78191,55814,55275,99722,97127,155536,152402,430959,440454,1067771,1073446,1498730,1513900,424034,436376,953863,966966,1377897,1403342,854993,876830,2021634,2040412,2876627,2917242
0400000,KUJAWSKO-POMORSKIE,14426,15045,18696,19580,33122,34625,15205,15697,19364,20441,34569,36138,29631,30742,38060,40021,67691,70763,17101,16554,19890,18857,36991,35411,17889,17336,20628,19630,38517,36966,34990,33890,40518,38487,75508,72377,25062,24728,32478,30720,57540,55448,26204,25934,33129,31266,59333,57200,51266,50662,65607,61986,116873,112648,32454,31272,47866,45927,80320,77199,34931,33543,48018,45832,82949,79375,67385,64815,95884,91759,163269,156574,62386,63723,105041,105537,167427,169260,67195,68517,105394,107380,172589,175897,129581,132240,210435,212917,340016,345157,17272,18091,21753,22983,39025,41074,18447,19328,22952,23757,41399,43085,35719,37419,44705,46740,80424,84159,52215,54802,82023,84357,134238,139159,54884,58925,78766,82220,133650,141145,107099,113727,160789,166577,267888,280304,55317,55158,98731,96246,154048,151404,59808,60619,87193,86896,147001,147515,115125,115777,185924,183142,301049,298919,45734,48636,98631,104902,144365,153538,45891,49803,78876,86304,124767,136107,91625,98439,177507,191206,269132,289645,56080,56264,106266,107486,162346,163750,35424,35462,62616,64050,98040,99512,91504,91726,168882,171536,260386,263262,28349,28099,33344,32529,61693,60628,30079,29818,35075,34457,65154,64275,58428,57917,68419,66986,126847,124903,406396,412372,664719,669124,1071115,1081496,405957,414982,592011,602233,997968,1017215,812353,827354,1256730,1271357,2069083,2098711
0600000,LUBELSKIE,17932,18645,14771,15237,32703,33882,18908,19554,15262,15771,34170,35325,36840,38199,30033,31008,66873,69207,23207,22317,15725,15162,38932,37479,24192,23289,16231,15664,40423,38953,47399,45606,31956,30826,79355,76432,33310,32943,28222,25904,61532,58847,35825,35366,28632,26221,64457,61587,69135,68309,56854,52125,125989,120434,45449,42327,41226,39355,86675,81682,48339,45872,41885,39300,90224,85172,93788,88199,83111,78655,176899,166854,79829,84683,83651,85394,163480,170077,91292,93747,85592,87664,176884,181411,171121,178430,169243,173058,340364,351488,22470,23191,17620,18236,40090,41427,23566,24290,18657,19182,42223,43472,46036,47481,36277,37418,82313,84899,68459,71702,65055,67061,133514,138763,75233,79456,62945,65455,138178,144911,143692,151158,128000,132516,271692,283674,72705,72274,79914,77513,152619,149787,81782,82279,67754,66767,149536,149046,154487,154553,147668,144280,302155,298833,66339,68219,77665,82023,144004,150242,63548,67212,60736,64968,124284,132180,129887,135431,138401,146991,268288,282422,114564,114249,79567,82129,194131,196378,68340,67218,47674,49667,116014,116885,182904,181467,127241,131796,310145,313263,38097,37252,26821,26444,64918,63696,39896,39490,28315,27919,68211,67409,77993,76742,55136,54363,133129,131105,582361,587802,530237,534458,1112598,1122260,570921,577773,473683,478578,1044604,1056351,1153282,1165575,1003920,1013036,2157202,2178611
0800000,LUBUSKIE,6296,6629,10097,10315,16393,16944,6790,6986,10355,10778,17145,17764,13086,13615,20452,21093,33538,34708,7354,7027,10261,9733,17615,16760,7574,7372,10668,10254,18242,17626,14928,14399,20929,19987,35857,34386,10848,10677,16314,15287,27162,25964,11503,11201,16881,15851,28384,27052,22351,21878,33195,31138,55546,53016,15015,14279,24713,22855,39728,37134,15686,15138,24925,23284,40611,38422,30701,29417,49638,46139,80339,75556,28795,29612,55183,56443,83978,86055,31353,32149,56060,57570,87413,89719,60148,61761,111243,114013,171391,175774,7402,7956,11613,12333,19015,20289,7709,8459,12349,13014,20058,21473,15111,16415,23962,25347,39073,41762,22943,24025,39981,41498,62924,65523,24771,26407,39501,41760,64272,68167,47714,50432,79482,83258,127196,133690,26129,25719,50739,48644,76868,74363,28261,28118,45982,45331,74243,73449,54390,53837,96721,93975,151111,147812,21554,23106,50175,53721,71729,76827,22154,24279,42450,46315,64604,70594,43708,47385,92625,100036,136333,147421,25612,25228,50122,50897,75734,76125,14701,14405,28558,29445,43259,43850,40313,39633,78680,80342,118993,119975,12210,12072,17230,16785,29440,28857,12893,12590,18337,17668,31230,30258,25103,24662,35567,34453,60670,59115,184158,186330,336428,338511,520586,524841,183395,187104,306066,311270,489461,498374,367553,373434,642494,649781,1010047,1023215
1000000,ŁÓDZKIE,14189,14718,22302,23154,36491,37872,15077,15650,23362,24245,38439,39895,29266,30368,45664,47399,74930,77767,17544,16906,22758,21553,40302,38459,18694,17851,23922,22956,42616,40807,36238,34757,46680,44509,82918,79266,25406,25401,36967,34880,62373,60281,27316,27206,38209,36010,65525,63216,52722,52607,75176,70890,127898,123497,32341,31437,56765,53153,89106,84590,35008,33945,57338,53901,92346,87846,67349,65382,114103,107054,181452,172436,65227,66483,133779,131317,199006,197800,71848,72549,134802,134001,206650,206550,137075,139032,268581,265318,405656,404350,17127,18080,25967,26945,43094,45025,18014,18926,27905,28545,45919,47471,35141,37006,53872,55490,89013,92496,57284,59835,104463,106189,161747,166024,61553,64799,101597,103570,163150,168369,118837,124634,206060,209759,324897,334393,59024,58320,133440,126738,192464,185058,66736,66546,114297,109358,181033,175904,125760,124866,247737,236096,373497,360962,55919,57911,141780,148469,197699,206380,54262,58008,111061,117855,165323,175863,110181,115919,252841,266324,363022,382243,86168,85634,157132,157287,243300,242921,52628,51473,84085,85224,136713,136697,138796,137107,241217,242511,380013,379618,29072,28244,38391,37600,67463,65844,30406,29701,40667,39863,71073,69564,59478,57945,79058,77463,138536,135408,459301,462969,873744,867285,1333045,1330254,451542,456654,757245,755528,1208787,1212182,910843,919623,1630989,1622813,2541832,2542436
1200000,MAŁOPOLSKIE,28809,30794,23986,25665,52795,56459,30286,32624,25486,27016,55772,59640,59095,63418,49472,52681,108567,116099,35371,34042,23679,22705,59050,56747,37089,36094,24613,23372,61702,59466,72460,70136,48292,46077,120752,116213,51653,51257,39963,38217,91616,89474,55112,53961,41105,39198,96217,93159,106765,105218,81068,77415,187833,182633,67378,65863,61121,62269,128499,128132,71043,69777,63416,62873,134459,132650,138421,135640,124537,125142,262958,260782,130918,132524,144228,143709,275146,276233,135847,137786,140708,142504,276555,280290,266765,270310,284936,286213,551701,556523,35285,37476,27792,29187,63077,66663,36915,39338,29431,30857,66346,70195,72200,76814,57223,60044,129423,136858,111397,115082,107232,109187,218629,224269,116218,120317,106797,107261,223015,227578,227615,235399,214029,216448,441644,451847,107185,108230,120728,117320,227913,225550,117026,118822,107027,105153,224053,223975,224211,227052,227755,222473,451966,449525,84833,88255,119591,125308,204424,213563,83482,88939,96551,102586,180033,191525,168315,177194,216142,227894,384457,405088,129465,129337,146209,149143,275674,278480,82704,82347,89222,92200,171926,174547,212169,211684,235431,241343,447600,453027,61480,60592,41901,41134,103381,101726,63945,62987,44043,43391,107988,106378,125425,123579,85944,84525,211369,208104,843774,853452,856430,863844,1700204,1717296,829667,842992,768399,776411,1598066,1619403,1673441,1696444,1624829,1640255,3298270,3336699
