Value,,Functional age groups,Sex,Locations,Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0-2,,,,,,,,,,,,,,,,,,13-15,,,,,,,,,,,,,,,,,,16-19,,,,,,,,,,,,,,,,,,20-24,,,,,,,,,,,,,,,,,,25-34,,,,,,,,,,,,,,,,,,3-6,,,,,,,,,,,,,,,,,,35-44,,,,,,,,,,,,,,,,,,45-54,,,,,,,,,,,,,,,,,,55-64,,,,,,,,,,,,,,,,,,65 and more,,,,,,,,,,,,,,,,,,7-12,,,,,,,,,,,,,,,,,,total,,,,,,,,,,,,,,,,,
,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,,females,,,,,,males,,,,,,total,,,,,
,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,,in rural areas,,in urban areas,,total,
Code,Name,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006,2005,2006
0000000,POLAND,220373,223055,297316,305903,517689,528958,232602,234956,315554,325047,548156,560003,452975,458011,612870,630950,1065845,1088961,351247,341822,424775,401789,776022,743611,367938,357409,445411,421349,813349,778758,719185,699231,870186,823138,1589371,1522369,465707,459729,668132,641577,1133839,1101306,495627,489450,690627,662577,1186254,1152027,961334,949179,1358759,1304154,2320093,2253333,608320,618968,1020770,995712,1629090,1614680,652384,658669,1034553,1012696,1686937,1671365,1260704,1277637,2055323,2008408,3316027,3286045,1030613,1043347,1860919,1900644,2891532,2943991,1107884,1124213,1863456,1898846,2971340,3023059,2138497,2167560,3724375,3799490,5862872,5967050,320738,308837,395956,391279,716694,700116,336845,325968,418124,412789,754969,738757,657583,634805,814080,804068,1471663,1438873,923958,926010,1496652,1479120,2420610,2405130,1013494,1006080,1443276,1436053,2456770,2442133,1937452,1932090,2939928,2915173,4877380,4847263,984804,990419,2079808,2024461,3064612,3014880,1098349,1104344,1836265,1787945,2934614,2892289,2083153,2094763,3916073,3812406,5999226,5907169,676730,709769,1444682,1529756,2121412,2239525,642078,680803,1203779,1270634,1845857,1951437,1318808,1390572,2648461,2800390,3967269,4190962,1227501,1225651,1929069,1957240,3156570,3182891,770017,767768,1149236,1165851,1919253,1933619,1997518,1993419,3078305,3123091,5075823,5116510,588974,565989,686156,657627,1275130,1223616,617132,593345,719224,689983,1336356,1283328,1206106,1159334,1405380,1347610,2611486,2506944,7398965,7413596,12304235,12285108,19703200,19698704,7334350,7343005,11119505,11083770,18453855,18426775,14733315,14756601,23423740,23368878,38157055,38125479
0200000,DOLNOŚLĄSKIE,11630,12052,24247,25189,35877,37241,12432,12807,25678,26535,38110,39342,24062,24859,49925,51724,73987,76583,18653,18173,35154,33011,53807,51184,19514,18976,36804,34653,56318,53629,38167,37149,71958,67664,110125,104813,26520,25868,55263,52762,81783,78630,27898,27421,57243,54782,85141,82203,54418,53289,112506,107544,166924,160833,36129,36212,90093,86808,126222,123020,38856,38771,91441,88284,130297,127055,74985,74983,181534,175092,256519,250075,60318,62006,162438,166599,222756,228605,64501,66015,164729,168501,229230,234516,124819,128021,327167,335100,451986,463121,16829,16211,32406,31712,49235,47923,17855,17309,33912,33260,51767,50569,34684,33520,66318,64972,101002,98492,50911,50981,124626,122405,175537,173386,55082,54599,121550,120314,176632,174913,105993,105580,246176,242719,352169,348299,64160,64205,189036,182145,253196,246350,71228,71076,168589,162796,239817,233872,135388,135281,357625,344941,493013,480222,37646,40789,128694,138020,166340,178809,37756,41437,107452,114902,145208,156339,75402,82226,236146,252922,311548,335148,67254,66727,181228,182974,248482,249701,36892,36493,103747,104361,140639,140854,104146,103220,284975,287335,389121,390555,31383,30014,57367,54963,88750,84977,32691,31522,60397,57677,93088,89199,64074,61536,117764,112640,181838,174176,421433,423238,1080552,1076588,1501985,1499826,414705,416426,971542,966065,1386247,1382491,836138,839664,2052094,2042653,2888232,2882317
0400000,KUJAWSKO-POMORSKIE,12948,13142,16163,16552,29111,29694,13673,13895,17258,17435,30931,31330,26621,27037,33421,33987,60042,61024,19585,19202,24117,22899,43702,42101,20237,19778,25146,23781,45383,43559,39822,38980,49263,46680,89085,85660,25460,25366,37042,36046,62502,61412,27151,26711,38165,36965,65316,63676,52611,52077,75207,73011,127818,125088,33868,34301,56770,55322,90638,89623,36954,37289,56141,55065,93095,92354,70822,71590,112911,110387,183733,181977,56932,57804,99341,100515,156273,158319,60766,61915,99081,100504,159847,162419,117698,119719,198422,201019,316120,320738,17777,17386,22393,21902,40170,39288,18835,18488,23497,23113,42332,41601,36612,35874,45890,45015,82502,80889,49973,50263,82393,81425,132366,131688,53783,53520,77357,76848,131140,130368,103756,103783,159750,158273,263506,262056,55102,55466,112107,109114,167209,164580,60486,60783,97811,95422,158297,156205,115588,116249,209918,204536,325506,320785,36166,38369,80372,84751,116538,123120,35079,37493,65326,68623,100405,106116,71245,75862,145698,153374,216943,229236,56989,56898,101659,103226,158648,160124,36163,36094,60090,60988,96253,97082,93152,92992,161749,164214,254901,257206,33106,31675,39314,37472,72420,69147,34605,33283,41072,39282,75677,72565,67711,64958,80386,76754,148097,141712,397906,399872,671671,669224,1069577,1069096,397732,399249,600944,598026,998676,997275,795638,799121,1272615,1267250,2068253,2066371
0600000,LUBELSKIE,17122,17073,13167,13413,30289,30486,18038,17874,14011,14221,32049,32095,35160,34947,27178,27634,62338,62581,27456,26524,20049,18739,47505,45263,28952,28045,20894,19644,49846,47689,56408,54569,40943,38383,97351,92952,34836,34389,33622,32216,68458,66605,37473,37010,34085,32743,71558,69753,72309,71399,67707,64959,140016,136358,45686,46950,48340,47675,94026,94625,50305,50681,49041,48434,99346,99115,95991,97631,97381,96109,193372,193740,73899,74249,78014,79306,151913,153555,83246,84665,79204,80404,162450,165069,157145,158914,157218,159710,314363,318624,24091,23332,17945,17566,42036,40898,25312,24607,18975,18688,44287,43295,49403,47939,36920,36254,86323,84193,67298,67493,66279,65267,133577,132760,76215,75384,61994,61585,138209,136969,143513,142877,128273,126852,271786,269729,73677,73533,90928,88740,164605,162273,83852,83919,76771,74740,160623,158659,157529,157452,167699,163480,325228,320932,57926,59542,61733,65351,119659,124893,52208,54503,49277,51933,101485,106436,110134,114045,111010,117284,221144,231329,119011,118552,73958,75629,192969,194181,73529,72714,44522,45531,118051,118245,192540,191266,118480,121160,311020,312426,45254,43415,31314,30040,76568,73455,47360,45263,32742,31184,80102,76447,92614,88678,64056,61224,156670,149902,586256,585052,535349,533942,1121605,1118994,576490,574665,481516,479107,1058006,1053772,1162746,1159717,1016865,1013049,2179611,2172766
0800000,LUBUSKIE,5494,5619,8631,8947,14125,14566,5782,5930,9041,9528,14823,15458,11276,11549,17672,18475,28948,30024,8534,8411,12358,11672,20892,20083,8977,8605,12972,12248,21949,20853,17511,17016,25330,23920,42841,40936,11888,11524,19669,18766,31557,30290,12449,12092,20090,19261,32539,31353,24337,23616,39759,38027,64096,61643,15810,16198,29599,29100,45409,45298,17075,17216,29807,29262,46882,46478,32885,33414,59406,58362,92291,91776,26138,26552,50786,51828,76924,78380,28321,28884,51581,52782,79902,81666,54459,55436,102367,104610,156826,160046,7752,7553,11345,11070,19097,18623,8206,7834,11992,11610,20198,19444,15958,15387,23337,22680,39295,38067,22230,22161,39990,39294,62220,61455,24120,23837,38762,38224,62882,62061,46350,45998,78752,77518,125102,123516,26539,26644,58832,57314,85371,83958,29615,29516,52579,51280,82194,80796,56154,56160,111411,108594,167565,164754,16286,17549,38369,40907,54655,58456,15959,17452,33033,35324,48992,52776,32245,35001,71402,76231,103647,111232,26301,26158,48324,49066,74625,75224,15242,15163,27948,28241,43190,43404,41543,41321,76272,77307,117815,118628,14466,13643,20169,19396,34635,33039,14960,14428,21177,20431,36137,34859,29426,28071,41346,39827,70772,67898,181438,182012,338072,337360,519510,519372,180706,180957,308982,308191,489688,489148,362144,362969,647054,645551,1009198,1008520
1000000,ŁÓDZKIE,12671,12989,19337,19878,32008,32867,13350,13631,20846,21369,34196,35000,26021,26620,40183,41247,66204,67867,20251,19716,27850,26652,48101,46368,21106,20707,29575,27976,50681,48683,41357,40423,57425,54628,98782,95051,25849,25661,43917,41841,69766,67502,27788,27470,44610,42948,72398,70418,53637,53131,88527,84789,142164,137920,34476,34678,68071,66322,102547,101000,37307,37388,69484,67733,106791,105121,71783,72066,137555,134055,209338,206121,61619,61773,127141,129171,188760,190944,67487,67786,127903,129853,195390,197639,129106,129559,255044,259024,384150,388583,18127,17416,25682,25294,43809,42710,19260,18493,27135,26905,46395,45398,37387,35909,52817,52199,90204,88108,54288,54578,105616,103848,159904,158426,61405,60849,98789,98348,160194,159197,115693,115427,204405,202196,320098,317623,60830,60283,157085,152154,217915,212437,69302,68867,134826,130112,204128,198979,130132,129150,291911,282266,422043,411416,48023,49743,114630,121541,162653,171284,44155,46388,91605,96678,135760,143066,92178,96131,206235,218219,298413,314350,89163,88436,155457,156569,244620,245005,55688,55012,83297,83792,138985,138804,144851,143448,238754,240361,383605,383809,34182,32748,45070,42970,79252,75718,35877,34298,47335,45334,83212,79632,70059,67046,92405,88304,162464,155350,459479,458021,889856,886240,1349335,1344261,452725,450889,775405,771048,1228130,1221937,912204,908910,1665261,1657288,2577465,2566198
1200000,MAŁOPOLSKIE,26192,26155,20617,21074,46809,47229,27501,27495,21906,22320,49407,49815,53693,53650,42523,43394,96216,97044,40538,39875,28829,27530,69367,67405,42939,41840,30530,28828,73469,70668,83477,81715,59359,56358,142836,138073,53051,52688,46037,44424,99088,97112,56541,56353,47526,45810,104067,102163,109592,109041,93563,90234,203155,199275,68575,69398,74304,71419,142879,140817,71623,72470,74806,72659,146429,145129,140198,141868,149110,144078,289308,285946,120670,122680,132682,136456,253352,259136,126035,127711,130945,133905,256980,261616,246705,250391,263627,270361,510332,520752,39279,37907,27921,27525,67200,65432,40724,39210,29552,29323,70276,68533,80003,77117,57473,56848,137476,133965,108013,108440,103160,102666,211173,211106,116092,115699,100368,101008,216460,216707,224105,224139,203528,203674,427633,427813,102121,103723,134798,131640,236919,235363,112983,114648,117432,114750,230415,229398,215104,218371,252230,246390,467334,464761,71119,74455,98562,104129,169681,178584,66839,70722,80777,84923,147616,155645,137958,145177,179339,189052,317297,334229,130133,130243,138799,140387,268932,270630,83262,83446,84345,85384,167607,168830,213395,213689,223144,225771,436539,439460,69737,67387,46738,45088,116475,112475,72822,70515,48764,46898,121586,117413,142559,137902,95502,91986,238061,229888,829428,832951,852447,852338,1681875,1685289,817361,820109,766951,765808,1584312,1585917,1646789,1653060,1619398,1618146,3266187,3271206
