,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Location,Item,Units,Jan 1995,Feb 1995,Mar 1995,Apr 1995,May 1995,Jun 1995,Jul 1995,Aug 1995,Sep 1995,Oct 1995,Nov 1995,Dec 1995,Jan 1996,Feb 1996,Mar 1996,Apr 1996,May 1996,Jun 1996,Jul 1996,Aug 1996,Sep 1996,Oct 1996,Nov 1996,Dec 1996,Jan 1997,Feb 1997,Mar 1997,Apr 1997,May 1997,Jun 1997,Jul 1997,Aug 1997,Sep 1997,Oct 1997,Nov 1997,Dec 1997,Jan 1998,Feb 1998,Mar 1998,Apr 1998,May 1998,Jun 1998,Jul 1998,Aug 1998,Sep 1998,Oct 1998,Nov 1998,Dec 1998,Jan 1999,Feb 1999,Mar 1999,Apr 1999,May 1999,Jun 1999,Jul 1999,Aug 1999,Sep 1999,Oct 1999,Nov 1999,Dec 1999,Jan 2000,Feb 2000,Mar 2000,Apr 2000,May 2000,Jun 2000,Jul 2000,Aug 2000,Sep 2000,Oct 2000,Nov 2000,Dec 2000,Jan 2001,Feb 2001,Mar 2001,Apr 2001,May 2001,Jun 2001,Jul 2001,Aug 2001,Sep 2001,Oct 2001,Nov 2001,Dec 2001,Jan 2002,Feb 2002,Mar 2002,Apr 2002,May 2002,Jun 2002,Jul 2002,Aug 2002,Sep 2002,Oct 2002,Nov 2002,Dec 2002,Jan 2003,Feb 2003,Mar 2003,Apr 2003,May 2003,Jun 2003,Jul 2003,Aug 2003,Sep 2003,Oct 2003,Nov 2003,Dec 2003,Jan 2004,Feb 2004,Mar 2004,Apr 2004,May 2004,Jun 2004,Jul 2004,Aug 2004,Sep 2004,Oct 2004,Nov 2004,Dec 2004,Jan 2005,Feb 2005,Mar 2005,Apr 2005,May 2005,Jun 2005,Jul 2005,Aug 2005,Sep 2005,Oct 2005,Nov 2005,Dec 2005,Jan 2006,Feb 2006,Mar 2006,Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018
Nigeria,All Items,"Index, Nov 2009 = 100",13.70486722,14.11992941,14.61150452,15.95828743,16.64977061,17.1025024,18.03673434,18.25167464,18.25271547,18.5218345,18.71597973,19.25703415,19.92884045,20.23051392,20.65309564,20.82400407,22.09417259,22.74378392,22.85138802,23.06193304,22.86791431,22.92657638,22.91050037,22.63030776,23.24361454,23.28093083,23.73738099,23.71117703,24.31366774,24.71426796,24.90455572,24.7422778,24.83321486,24.3142496,24.31271601,24.52922296,24.69062635,24.10179038,24.16561778,24.35125614,25.01244931,25.8780411,26.41880786,26.33572426,26.11681198,26.3065559,26.82194562,27.17607094,28.61539253,28.39097096,27.96160661,27.98693708,28.33360616,28.24034606,27.96223983,27.45366497,26.63691645,26.61789064,26.86977972,26.99020636,27.22995522,27.38736302,27.57824469,28.15812016,28.91956825,29.8790629,29.88171291,30.63158016,30.73384447,31.07845185,31.35619755,31.81145854,31.94058571,33.10348846,33.95693225,35.39982398,35.43478845,35.60719013,35.53509699,36.10470417,38.66135371,37.51730142,36.98520805,37.1451771,38.43484326,38.50305019,38.99525043,39.25174022,39.57112313,40.25620623,41.36837575,39.86171638,41.62795864,40.46867875,40.75736855,41.16423082,41.98842434,41.319124,40.95588244,42.7709799,43.51610096,46.20974761,49.25587467,48.94691036,51.00087032,50.56570931,52.12793734,51.12706701,51.87554395,52.21932115,53.68581375,53.00696258,53.4464752,53.92515231,53.85117493,54.93907746,55.47867711,56.71018277,58.10704961,57.14099217,59.13402959,59.74760661,60.83550914,61.74934726,63.90774587,65.71366406,67.57615318,68.35509138,67.96344648,66.97563098,66.77545692,67.65883377,66.60574413,68.99477807,69.81723238,70.30461271,70.43516101,71.30113142,72.36292428,74.49521323,74.51697128,74.70844212,74.32114883,74.65187119,74.54308094,75.32637076,77.63272411,78.19843342,79.19060052,79.85204526,80.0870322,82.00174064,81.33159269,80.97911227,82.07136641,83.30287206,84.03829417,85.23063534,85.43516101,86.8537859,87.33681462,89.06875544,90.43951262,91.88859878,92.31505657,92.11488251,91.92776327,92.77197563,92.81114012,93.55961706,93.89904265,94.33855527,95.67449956,97.23672759,98.87293299,99.60835509,99.76501305,99.76066144,100,101.397934,102.5876758,104.3978017,105.9780029,105.8852958,103.8297652,107.72,109.07,110.49,110.63,111.1904284,111.7476188,112.2461122,110.6700081,114.2380631,114.983791,115.5316521,115.770391,116.6367897,116.2768246,118.2921004,119.9706817,119.8654871,119.9777061,122.3405999,128.869825,129.2289929,130.7381013,131.066781,132.1248349,134.146084,134.4506158,135.3920466,136.9613663,138.1569501,138.9773257,140.0296284,140.7512811,141.9577553,142.8351495,143.7233979,144.5253962,145.4700096,146.3479346,146.8063088,147.9356394,149.0707669,150.2150225,151.3953558,152.2421729,153.0180017,154.1724587,155.1448881,156.3695689,157.6289874,158.7349403,159.539188,160.2979852,161.0919684,162.0848554,163.4283338,164.7431849,165.8900673,167.3993998,168.7073745,170.5863074,172.1808142,173.3013589,174.2959331,175.4541703,176.2318791,177.3896139,179.2238939,180.7694929,186.218321,189.9728935,194.1016943,199.8387056,203.3642079,206.1021904,207.9790341,209.6263668,211.3275438,212.9855444,215.2796224,217.4926145,220.7962999,224.6800795,228.3044915,232.4976168,236.2136519,239.1565432,241.5220644,243.5497335,245.5358124,247.6321093,249.2610986,251.3317007,253.3929304,255.5685883,257.7409069,260.576304,263.8100467,267.0456244,269.715656,272.0388297,274.1162582,276.3935403,278.5007676
,All Items less Farm Produce,"Index, Nov 2009 = 100",13.33175093,13.44724446,13.83127205,14.82549038,15.01386117,15.33406281,16.07888195,16.24393671,16.82488645,17.04909837,17.21489241,17.85886425,18.70998093,19.21154153,19.21014373,19.59635899,20.03174205,20.69738376,20.35313958,20.74637802,20.81445791,20.85569725,21.34830157,21.67131459,21.55643509,21.4791651,21.50532734,21.58155009,21.926956,21.5294166,21.48702442,21.46677274,22.6029059,22.60667657,22.68856716,23.09621833,23.11614043,23.04396937,23.07642873,23.24532903,23.44576092,24.31798674,24.68941984,25.43285728,25.73433621,26.15496654,28.66657389,27.9869959,31.12983515,31.25426433,30.62693658,29.99246004,30.16653123,29.76700889,29.24496892,29.15628704,28.25976278,28.52514863,28.5942692,28.57305819,29.15463962,29.07936195,29.41452639,29.68714305,30.87258532,32.48071673,32.27614063,33.84842961,34.70609068,35.10710627,35.44307677,35.43920199,35.4130984,35.7905379,34.77680703,34.6100004,34.21351872,32.93947664,33.87920418,35.80999939,35.60880276,36.12253632,36.16311534,36.39422988,37.3107476,37.07872977,37.65487114,37.27303846,38.29489052,38.21567997,37.72157121,38.01602765,40.29388753,40.64883436,41.06660718,42.27815972,42.63914861,41.1896238,40.75879441,43.33857731,45.05722267,47.94989637,52.75299631,53.29368298,57.14607552,56.92980085,58.24096603,58.71857259,58.71857259,58.96638731,60.83175633,57.51554474,55.18158061,57.7903938,57.68676219,57.88050825,59.48454537,61.61124628,64.1434622,62.0798414,63.98576192,61.5752005,63.64783275,64.95449221,66.44588628,66.25214022,65.85113094,64.03532486,64.79679193,65.5807876,64.39127692,64.31467964,65.77903938,71.64999549,74.24529152,74.7679553,75.01577003,76.90366766,74.20474002,76.03406326,77.47138866,78.82761107,79.49445796,79.28268902,80.2919708,80.2919708,82.45471749,82.54483194,85.95115797,85.66279175,87.66333243,88.79426872,88.45633955,88.53293683,89.44759845,90.68216635,89.89817068,90.90745246,91.18680725,92.50698387,92.79985582,94.70577634,96.61620258,98.23826259,97.86879337,97.79219609,96.7829143,97.77867892,96.58916824,96.30080202,96.50806524,97.35964675,98.2202397,98.75642065,99.46381905,99.72064522,99.50437055,99.86933405,100,101.3123879,102.4554638,105.3848855,105.7393495,105.4148276,103.7018192,106.99,107.91,108.95,109.41,110.0110654,111.2851249,111.1706137,108.5154426,114.1335625,114.8827225,116.2771547,116.8413704,116.6468468,116.7715925,118.6672619,121.3243746,121.1773112,121.1185939,121.9982289,128.2143405,128.4117355,132.5746953,132.9797713,133.96,135.8443899,135.4800028,136.7151401,137.66,138.3143402,138.8886819,139.7990694,142.3437587,142.3466099,141.9851208,142.5832457,142.6806563,143.1331813,145.4046206,147.6690972,147.7334588,148.6231837,149.4041039,150.3909957,150.6658461,151.5554041,152.0704416,152.6315653,153.6072679,154.6040214,155.2580385,156.0918285,156.8829653,157.8761957,158.8290691,160.0641901,161.2026174,162.3823642,163.6898362,164.7488363,166.8079288,168.1902121,169.1579497,170.1786909,171.2511629,171.9520202,172.8463189,174.2961478,175.8247807,181.1821546,184.5625131,188.0128659,193.2591771,196.9753829,199.7330718,201.4419028,203.5821811,205.1304122,206.7407619,208.4676609,210.0257129,212.6633398,215.7179495,217.9452027,220.472304,223.6847261,225.8831936,228.1104684,230.219971,232.1459297,234.2938115,235.7546015,237.335052,239.3279785,241.32,243.27,245.4237311,247.91,250.1,251.95,253.49,255.908599,257.86,259.53
,All Items less Farm Produce and Energy,"Index, Nov 2009 = 100",15.88909984,16.29454951,16.75643334,17.85160062,18.05507615,18.38080348,19.38157599,19.74997564,20.44406878,20.80378902,21.08086884,21.98385433,22.34640566,22.59245394,22.96766954,23.30438616,23.80715097,24.04539822,24.31479546,24.7145694,24.89217228,24.96591778,25.62610258,25.58985639,25.39033038,25.49600525,25.45825643,25.39269147,25.8865694,26.29277821,26.23316905,26.1109002,26.35611588,26.35064009,26.5503688,26.7805754,26.90243919,26.94630345,27.04939881,27.00571169,27.02082807,27.36964684,27.25400139,27.88647218,28.22413994,28.30956298,28.53041169,29.04191183,29.74896643,29.57656195,29.93278599,30.3261262,30.54015111,30.32948999,30.84031625,31.07138812,30.26282039,30.59317072,31.1433154,30.70076361,31.39469714,31.90382451,32.08859264,32.04261479,32.41000797,32.94771889,33.50675301,34.3427395,34.00883876,34.06326683,34.61099338,34.84458661,35.88939742,36.42137853,36.85982849,36.95040164,36.80763437,37.91488611,37.73824506,39.1115597,38.70367773,39.16919373,40.78918627,41.57200302,41.09992201,40.95826808,41.1172368,40.47305117,42.34111441,40.86546597,41.28641081,41.35440471,44.29904749,43.35967075,44.46679431,46.00113539,45.9681291,43.77175396,43.88895388,46.98132818,47.65308554,50.53609721,52.10388373,53.50011913,57.05027401,55.53490589,56.30688587,59.57112223,58.40838694,58.59423398,59.94758161,56.56421253,55.47295687,56.04002859,56.40695735,56.90731475,57.76030498,58.8277341,60.21920419,58.34643793,59.91898975,60.26685728,61.11031689,63.49297117,64.50321658,66.12342149,65.88039076,65.06075768,66.35692161,66.00428878,64.07433881,63.5644508,65.72790088,67.12413629,68.18203479,70.59804622,72.91398618,75.25375268,72.78532285,73.00929235,73.77174172,75.25851799,76.27829402,77.75553967,78.24636645,78.77055039,81.48677627,81.48677627,84.2363593,83.11651179,84.44126757,85.86609483,85.88515606,88.09625923,88.94924946,89.91184179,90.54562783,91.27948535,91.73695497,93.20467,92.50893495,95.26804861,97.56969264,99.04693829,97.74124375,98.23683584,97.32189659,97.86514177,97.75077436,97.57922325,98.02239695,98.8324994,98.68954015,99.66166309,100.324041,99.41863236,99.15654039,99.31379557,100,101.764461,102.6766426,105.3910679,105.9268682,105.6443923,104.8661447,107.96,108.43,109.94,110.52,110.1031172,111.0907852,111.0296073,105.9579861,114.3626552,114.1748755,116.1477779,116.7443961,116.2588173,115.5609906,117.8080944,119.5598853,119.1473152,118.9274488,119.5979106,127.4006821,127.5492377,132.0641632,132.5780715,133.63,133.9719257,133.6214656,134.3143748,135.4,135.642755,136.0547594,136.8713895,137.9094572,137.9075092,139.3024589,140.1340302,138.7209982,139.0858713,142.8969578,144.1262954,145.3384797,145.9581227,146.728697,147.7499708,147.6420375,148.8575302,149.6957097,150.0055497,150.8112538,151.8127027,152.2579649,153.0598267,153.7952537,154.7624898,155.7572216,157.045971,158.1295773,159.3689149,160.7401606,161.7393316,163.734391,164.9200671,165.8066257,166.695557,167.8592668,168.5179909,169.2966502,170.714372,172.2294527,174.9462023,177.9766009,179.2899092,183.7461,187.0167161,189.1207128,190.5997456,192.3569273,193.8686001,195.6452197,197.4551823,199.0309743,201.5146578,204.4968239,206.6055549,208.9440756,212.3713136,214.8575472,217.2298487,219.2661239,221.0684948,223.2388647,224.676013,226.2598528,228.328257,230.14,232.15,234.4514836,237.01,239.23,241.27,242.86,245.1717742,247.22,248.95
,Imported Food,"Index, Nov 2009 = 100",,,16.75643334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100.54,101.06,103.1,103.51,103.44,104.46,109.97,109.05,111.03,112.95,114.3057563,113.4366697,113.4820058,67.1875252,117.5726281,118.0309066,114.8916338,115.9954603,112.4035564,111.7735717,113.4197378,115.5202458,115.5270015,118.96841,121.1188953,113.449361,113.4984369,129.4669074,130.7151568,132.08,132.0579645,132.3863283,133.7630683,133.93,134.4767934,134.5482707,136.743222,137.8399774,137.851595,138.4722289,138.6001743,139.0297485,140.3825175,141.4517706,142.6386868,143.7252468,144.9610033,145.843276,146.7163519,147.712523,148.5826727,149.7543997,150.6607998,151.8093314,152.760175,153.5285482,154.5592786,155.5914371,156.4840662,157.6300003,159.2130065,160.659801,162.2515125,163.6429995,164.8977608,166.9989561,168.6439356,169.9897508,171.3143225,172.8464341,173.7116388,175.1115017,177.1535259,178.9256194,183.4382013,187.8118896,191.378699,197.7155359,202.1983395,205.1777976,207.4421397,209.3782449,211.2167613,213.069779,215.2554489,217.1840215,220.5313428,224.0089376,226.002644,229.0257677,232.5960008,235.8781136,239.0099462,242.2026124,245.4236745,248.5669579,251.4899951,254.6433218,258.0257283,261.26,264.51,267.8558581,271.21,274.59,278.01,281.46,284.9892198,288.55,292.21
,Food And Non Alcoholic Beverages,"Index, Nov 2009 = 100",15.22925147,15.89667017,16.47969095,18.21037763,19.23715259,19.78592457,20.85463029,21.14166238,20.70177309,21.04785973,21.29540295,21.75454099,22.30376807,22.40815919,23.20947417,23.20035644,25.03092068,25.57754957,26.07431983,26.17526267,25.76922259,25.7917643,25.46547532,24.65244854,25.84392089,25.90283426,26.60238928,26.48798696,27.22014453,28.1455059,28.53351882,28.23005655,27.57675867,26.66944686,26.54819753,26.62510549,26.81126233,25.87972747,25.87822831,26.07940429,27.13749323,27.89261347,28.4915387,27.80589025,27.31685909,27.22451358,26.10885012,27.20155016,27.20012235,26.72471548,26.5295396,27.09481543,27.5393094,27.66550731,27.60321105,26.8030672,26.19757243,25.92974821,26.24134375,26.52972124,26.6628196,26.96772968,27.08854482,27.86757504,28.25419431,28.57316465,28.91146631,28.95528607,28.44047795,28.67886291,28.88780715,29.77317108,30.16044144,31.97437323,34.4429537,37.06545151,37.75157418,38.74967494,38.3112562,38.01217153,42.26729444,39.97171785,38.927914,39.02684655,40.9218526,40.95564059,41.46378607,42.41608862,41.93149808,43.34051436,45.09390049,42.57896174,44.11983457,40.96500517,41.52356349,42.18917015,43.76455536,43.32390534,42.78898001,43.69257946,43.58627904,46.14043499,46.90319487,46.10556597,46.56758053,47.12112627,48.86457743,47.96234145,48.6248529,48.99533627,50.3116419,51.38386436,53.92494443,52.80477706,52.29917622,54.00339973,53.7636752,54.52643508,55.26740182,55.04947043,57.16776359,59.56065031,59.94420956,60.61543826,63.16523558,65.96783333,69.10604542,71.5555943,70.68386872,68.53070653,69.43294251,70.7753999,68.46968574,68.18637493,67.89870549,68.65274811,69.12347993,69.28474916,71.68635314,74.0705226,73.0244519,72.52756832,71.46406311,72.33143007,71.61225646,73.00701739,75.05557251,75.84012553,75.43913176,76.43289892,75.52194569,77.79714946,76.98208604,76.50263697,77.77535632,78.96090311,80.87434076,82.19500501,82.39986052,83.99511834,84.64891252,86.23109445,87.2858824,88.58475352,89.23854771,88.97703003,89.32136164,89.6744105,90.54177745,92.04114545,92.43778059,92.61648433,94.13328684,96.31695942,98.39602493,99.31133679,99.82129626,99.61644074,100,101.6850652,102.8362017,103.6303665,105.9318324,106.0622025,104.6514364,108.59,110.55,112.85,112.43,113.5222929,112.8482365,113.3571804,116.5158399,115.1642574,116.2615858,115.4589208,116.206305,117.2093126,117.5713292,119.127454,119.7547476,119.98329,119.7456956,123.8187949,127.0862194,126.2235678,128.9244168,129.214757,130.8947657,131.2555317,131.5565966,132.3543388,133.9712219,135.1013276,135.9735764,137.3454863,138.3969283,139.6121573,140.4748866,141.7047299,142.4561244,143.5928101,144.6653456,145.4938583,146.7526996,147.9901291,149.2504674,150.64517,151.918052,152.8383902,154.351582,155.6816689,156.9935845,158.3460246,159.6741907,160.6385701,161.5239554,162.2910482,163.3796246,164.9199529,166.4039185,167.6935295,169.4149492,171.038178,172.9738706,174.8035729,176.1039308,177.2386225,178.5568242,179.4699958,180.8869903,183.1168755,184.7991339,187.059386,191.3011092,193.4590375,198.9188016,202.0579573,204.6824888,206.6465931,208.2936282,210.1519574,212.0512982,214.9972942,217.8666934,222.2777326,227.4820758,232.265972,238.221481,243.1799435,247.0631209,250.0049973,252.3607238,254.6718054,257.1058212,258.7481127,261.1136743,263.419649,265.8850217,268.3503806,272.0327695,276.427772,280.833423,284.6498046,287.6274472,290.0921872,292.8254428,295.3209712
,Food,"Index, Nov 2009 = 100",15.36137142,16.06824074,16.66209951,18.38390829,19.4411959,20.00466899,21.14005721,21.42185629,20.96883638,21.28726726,21.49914098,21.96113842,22.52818885,22.65896463,23.4963534,23.48766622,25.39348545,25.95910555,26.46524689,26.52484052,26.16761212,26.16177588,25.75213747,24.91187892,26.19935095,26.25705224,27.00246286,26.86460922,27.63529467,28.62336305,29.04642036,28.72261408,28.00545771,27.04726073,26.96192373,27.00064309,27.26340652,26.24162264,26.32456285,26.49513384,27.60771119,28.39563748,29.03665695,28.28937473,27.7113968,27.62739354,26.4368969,27.59891439,27.61440722,27.08988718,26.90363401,27.46727066,27.9199257,28.1085155,28.04078835,27.19014582,26.54445698,26.26061689,26.59623023,26.87215363,26.99128559,27.22980094,27.29053756,28.09391298,28.47649333,28.8311501,29.18551936,29.22396009,28.68756041,28.93303057,29.09940869,29.94913661,30.24469776,32.09747873,34.65495593,37.28080947,38.08324348,39.17826641,38.55747713,38.21532595,42.67828492,40.26068972,39.08402117,39.06679255,41.0583285,41.0401686,41.55125344,42.41082215,41.99286501,43.3132296,45.38168904,42.64541084,44.18266985,40.97004344,41.45859137,41.957849,43.69905768,43.23546797,42.63591181,43.76722716,43.48393269,46.77934963,46.81915032,46.01469757,46.45823368,47.03656999,48.79332087,47.88885507,48.55850763,48.92812106,50.26307779,51.33713093,53.89833457,52.7764491,52.25029352,53.97225725,53.72005044,54.48101926,55.2332913,55.01152324,57.13788755,59.55124581,59.93825282,60.60355699,63.18215419,66.00860982,69.19163369,71.62673392,70.77444884,68.60025221,69.50471801,70.84837153,68.53067791,68.23063878,67.94799322,68.69156847,69.16989173,69.32643388,71.75718572,74.12271166,73.06605209,72.54859329,71.45714658,72.33552202,71.5745532,72.96603905,75.05326782,75.87946254,75.36200374,76.37517937,75.46636518,77.74057486,76.92307692,76.43170848,77.68839414,78.87985389,80.79749533,82.14984563,82.34987172,83.92833848,84.58059747,86.17210941,87.25485933,88.54633213,89.19424273,88.92899074,89.25946863,89.61603687,90.49006392,91.9902596,92.37291821,92.54685394,94.07748837,96.27342697,98.36065574,99.27816672,99.81301909,99.612993,100,101.6100639,102.8343083,102.9146685,106.1403324,106.3011526,103.8448473,108.5,110.39,112.77,112.62,113.4634088,112.7629131,113.4218907,111.7033321,115.507383,115.9595637,116.3879093,116.6734017,117.9724163,118.0483433,119.8614246,120.6765712,120.9053337,120.8481785,124.5164248,125.4584614,126.2556738,129.0751738,129.3671418,131.0858068,131.4332699,131.7223829,132.5203853,134.1514603,135.3029182,136.1852802,137.5751193,138.639682,139.8632023,140.7229136,141.9685962,142.7250445,143.8915257,144.9606548,145.8016912,147.0656337,148.3061388,149.5830483,150.9968187,152.2780925,153.2088927,154.7281975,156.0658022,157.3932835,158.7607612,160.1062687,161.0801866,161.9722992,162.7426002,163.8403035,165.393387,166.8978192,168.1988118,169.9395022,171.5767735,173.5334431,175.3918564,176.7094468,177.8470693,179.178941,180.100734,181.5442318,183.7922673,185.4897748,187.7945389,192.1226204,194.3037808,199.8429661,203.0402795,205.7095755,207.7109133,209.3791634,211.2623031,213.1882244,216.1749789,219.0875551,223.5503267,228.8171548,233.6361506,239.6576087,244.642611,248.5364279,251.5063138,253.8751584,256.2003974,258.6502093,260.2889839,262.669193,264.9862235,267.4683364,269.9516137,273.6807756,278.1366322,282.6038372,286.4729292,289.4836235,291.964485,294.7193955,297.2279613
,Bread and Cereals,"Index, Nov 2009 = 100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.6673777,114.11532,115.079298,114.054526,115.1252848,115.6281383,115.0932625,117.740833,118.6720458,119.0778555,121.4379838,125.4930493,125.566021,126.674402,126.7642299,129.59,129.4892401,129.5124936,130.1658586,131.79,132.7699073,133.7817841,135.1222629,136.2456542,137.5700922,138.3515618,139.7283443,140.4272862,141.6400545,142.5847804,143.6036974,144.9661021,146.1992874,147.6278201,149.1338321,150.2013537,151.2858147,152.767513,154.2361139,155.6648095,157.1817047,158.5474854,159.4577674,160.3141463,160.9658491,161.9807585,163.4177283,164.776094,166.1214356,167.7763964,169.520171,171.322377,173.1196117,174.5001543,175.7130123,177.1521348,177.9811182,179.5321795,181.4481186,183.2012138,185.9295893,190.6224848,192.9027291,199.2652505,202.4250905,205.6588359,207.8425682,209.6735658,211.4516594,,,,,,,,,,,,,,,,,,,,,,,,,,
