srcStateName,srcDistrictName,Year,StateCode,StateName,DistrictCode,DistrictName,censusyear,CensusStateCode,CensusDistrictCode,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,JoinYear,NumberOfChildren,NumberOfParents,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFemaleMappingError%,TotalPopulationFemaleUrbanMappingError%,TotalPopulationFemaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,LandAreaMappingError%,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Mizoram,Champhai,2019-20,15,MIZORAM,262,CHAMPHAI,2011,15,262,72365,32734,39631,36288,16265,20023,36077,16469,19608,14657,6756,7901,8000,,,2019-20,3,1,0.04453457393932164300,0.000000000000000000000000,0.07252382925818483200,0.05048274121284785800,0.000000000000000000000000,0.08182050626438251100,0.03848806068284234300,0.000000000000000000000000,0.06298220752637379900,0.07053291536050156700,0.000000000000000000000000,0.11648977478643541300,0,0,0,0.58636923475837033676,1,0.70773155755426792355,1,0.51362104717470191809,1,0.58320208286458165922,1,0.70277393708952644314,1,0.51238548543937765495,1,0.58958980225527046903,1,0.71269690150597195776,1,0.51488892390105561683,1,0.58602215025388828915,1,0.70544011694685183252,1,0.51192173124271089802,1,0.484848484848485,1,,1,,1
Mizoram,Kolasib,2019-20,15,MIZORAM,263,KOLASIB,2011,15,263,80972,46878,34094,41365,23821,17544,39607,23057,16550,16592,9662,6930,17200,,,2019-20,1,1,3.55309391936156274200,0.000000000000000000000000,8.04541899290665372100,3.61852835640057784600,0.000000000000000000000000,8.13216735612923495800,3.48466018471135804300,0.000000000000000000000000,7.95328142380422691900,3.92588303416328894000,0.00000000000000000000,8.91167192429022082000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,Lawngtlai,2019-20,15,MIZORAM,264,LAWNGTLAI,2011,15,264,117894,20830,97064,60599,10659,49940,57295,10171,47124,22984,3910,19074,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,Lunglei,2019-20,15,MIZORAM,265,LUNGLEI,2011,15,265,131301,61565,69736,67802,31741,36061,63499,29824,33675,26858,12567,14291,5600,,,2019-20,2,1,0.26946998042470946800,0.000000000000000000000000,0.46937718503172342400,0.28229844012015779800,0.000000000000000000000000,0.49183428967778548500,0.25593032583368348700,0.000000000000000000000000,0.44568615712100046600,0.32064855708149313300,0.000000000000000000000000,0.55957345721374650300,0,0,0,0.82171488650658055310,1,0.89546485920409588085,1,0.76601821237518811033,1,0.82661172339802984492,1,0.89882199694172282947,1,0.77201883964889745237,1,0.81654986176300392207,1,0.89191937316825168969,1,0.75969499402170234846,1,0.82106936504539757268,1,0.89032943676939426142,1,0.76849860184986018499,1,0.848484848484849,1,,1,,1
Mizoram,Lunglei,2019-20,15,MIZORAM,726,Hnahthial,2011,15,286,28488,7187,21301,14222,3573,10649,14266,3614,10652,5853,1548,4305,1000,,,2019-20,2,1,0.26946998042470946800,0.000000000000000000000000,0.46937718503172342400,0.28229844012015779800,0.000000000000000000000000,0.49183428967778548500,0.25593032583368348700,0.000000000000000000000000,0.44568615712100046600,0.32064855708149313300,0.000000000000000000000000,0.55957345721374650300,0,0,0,0.17828511349341944690,1,0.10453514079590411915,1,0.23398178762481188967,1,0.17338827660197015508,1,0.10117800305827717053,1,0.22798116035110254763,1,0.18345013823699607793,1,0.10808062683174831031,1,0.24030500597829765154,1,0.17893063495460242732,1,0.10967056323060573858,1,0.23150139815013981501,1,0.151515151515152,1,,1,,1
Mizoram,Mamit,2019-20,15,MIZORAM,266,MAMIT,2011,15,266,86364,14899,71465,44828,7693,37135,41536,7206,34330,17731,3192,14539,8200,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,Saiha,2019-20,15,MIZORAM,267,SAIHA,2011,15,267,56574,25110,31464,28594,12741,15853,27980,12369,15611,11144,4607,6537,5300,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Mizoram,Serchhip,2019-20,15,MIZORAM,728,KHAWZAWL,2011,15,285,754,0,754,391,0,391,363,0,363,138,0,138,0,,,2019-20,2,2,0.22637325407702850500,0.000000000000000000000000,0.44656418980496992500,0.23439164713402940500,0.000000000000000000000000,0.46265697290152015900,0.21816368509630368400,0.000000000000000000000000,0.43010752688172043000,0.26144826493424180000,0.00000000000000000000,0.52124466908861159400,0,0,0,0.01104422082582648562,0.02210884353741496599,0.000000000000000000000000,0.000000000000000000000000,0.02219278881530537160,0.03662683377052365685,0.01131988072146145161,0.02258418529428752960,0.000000000000000000000000,0.00000000000000000000,0.02273387987673701959,0.03747364385662258003,0.01076193299733175215,0.02161872431659817760,0.000000000000000000000000,0.00000000000000000000,0.02163805436337625179,0.03575650118203309693,0.01035958261391787403,0.02005522453131812237,0.00000000000000000000,0.00000000000000000000,0.02110414436458174033,0.03399014778325123153,0,0,,,,
Mizoram,Serchhip,2019-20,15,MIZORAM,268,SERCHHIP,2011,15,268,67517,34296,33221,34150,17342,16808,33367,16954,16413,13183,6782,6401,10500,0,,2019-20,2,1,0.22637325407702850500,0.000000000000000000000000,0.44656418980496992500,0.23439164713402940500,0.000000000000000000000000,0.46265697290152015900,0.21816368509630368400,0.000000000000000000000000,0.43010752688172043000,0.26144826493424180000,0.00000000000000000000,0.52124466908861159400,0,0,0,0.98895577917417351438,1,1.00000000000000000000,1,0.97780721118469462840,1,0.98868011927853854839,1,1.00000000000000000000,1,0.97726612012326298041,1,0.98923806700266824785,1,1.00000000000000000000,1,0.97836194563662374821,1,0.98964041738608212597,1,1.00000000000000000000,1,0.97889585563541825967,1,1,1,,1,,1
Nagaland,Dimapur,2019-20,13,NAGALAND,244,DIMAPUR,2011,13,244,379097,197869,181228,197542,103959,93583,181555,93910,87645,78676,42100,36576,0,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Kiphire,2019-20,13,NAGALAND,614,KIPHIRE,2011,13,614,74004,16487,57517,37830,8587,29243,36174,7900,28274,14771,3109,11662,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Kohima,2019-20,13,NAGALAND,245,KOHIMA,2011,13,245,267702,121088,146614,138818,62597,76221,128884,58491,70393,54320,26755,27565,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Longleng,2019-20,13,NAGALAND,615,LONGLENG,2011,13,615,50484,7613,42871,26502,3991,22511,23982,3622,20360,11985,1690,10295,,,,2019-20,1,1,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Mokokchung,2019-20,13,NAGALAND,246,MOKOKCHUNG,2011,13,246,194622,55725,138897,101092,29719,71373,93530,26006,67524,42690,12730,29960,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Mon,2019-20,13,NAGALAND,247,MON,2011,13,247,250260,34444,215816,131753,18284,113469,118507,16160,102347,41978,6156,35822,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Peren,2019-20,13,NAGALAND,613,PEREN,2011,13,613,95219,13790,81429,49714,6854,42860,45505,6936,38569,18475,2860,15615,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Phek,2019-20,13,NAGALAND,248,PHEK,2011,13,248,163418,24575,138843,83743,13214,70529,79675,11361,68314,36639,5057,31582,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Tuensang,2019-20,13,NAGALAND,249,TUENSANG,2011,13,249,140990,36774,104216,72981,19471,53510,68009,17303,50706,26321,6960,19361,,,,2019-20,2,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.71715599503550428289,1,1.00000000000000000000,1,0.65207543392023626284,1,0.71597029421286531349,1,1.00000000000000000000,1,0.64890495015886105115,1,0.71843275619830345542,1,1.00000000000000000000,1,0.65545501551189245088,1,0.71637363235534265963,1,1.00000000000000000000,1,0.65009065878718689141,1,,1,,1,,1
Nagaland,Tuensang,2019-20,13,NAGALAND,736,Noklak,2011,13,267,55606,0,55606,28952,0,28952,26654,0,26654,10421,0,10421,0,,,2019-20,2,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.28284400496449571711,1,0.000000000000000000000000,1,0.34792456607976373716,1,0.28402970578713468651,1,0.000000000000000000000000,1,0.35109504984113894885,1,0.28156724380169654458,1,0.000000000000000000000000,1,0.34454498448810754912,1,0.28362636764465734037,1,0.00000000000000000000,1,0.34990934121281310859,1,,1,,1,,1
Nagaland,Wokha,2019-20,13,NAGALAND,250,WOKHA,2011,13,250,166343,35004,131339,84505,18070,66435,81838,16934,64904,31891,6273,25618,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Nagaland,Zunheboto,2019-20,13,NAGALAND,251,ZUNHEBOTO,2011,13,251,140757,27597,113160,71217,14431,56786,69540,13166,56374,27835,4821,23014,,,,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Anugul,2019-20,21,ODISHA,344,ANUGUL,2011,21,344,1273821,206546,1067275,655718,109333,546385,618103,97213,520890,297050,47317,249733,17688,405930,423617.59375,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Balangir,2019-20,21,ODISHA,345,BALANGIR,2011,21,345,1649893,197381,1452512,830543,101327,729216,819350,96054,723296,414978,45476,369502,9369,536138,545507,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Baleshwar,2019-20,21,ODISHA,346,BALESHWAR,2011,21,346,2320529,253293,2067236,1185787,129321,1056466,1134742,123972,1010770,533001,55567,477434,11185.4,315987,327172.525,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Bargarh,2019-20,21,ODISHA,347,BARGARH,2011,21,347,1481255,150110,1331145,749161,76558,672603,732094,73552,658542,370308,34178,336130,112342,458733,571074.96875,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Baudh,2019-20,21,ODISHA,349,BOUDH,2011,21,349,441162,20424,420738,221625,10492,211133,219537,9932,209605,106961,4559,102402,2070,187264,189334.015625,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Bhadrak,2019-20,21,ODISHA,348,BHADRAK,2011,21,348,1506337,185838,1320499,760260,95005,665255,746077,90833,655244,306333,35542,270791,13345,224361,237706,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Cuttack,2019-20,21,ODISHA,350,CUTTACK,2011,21,350,2624901,736047,1888854,1352970,381875,971095,1271931,354172,917759,579260,149716,429544,26347,363100,389447.28125,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Debagarh,2019-20,21,ODISHA,351,DEOGARH,2011,21,351,311624,22390,289234,157784,11564,146220,153840,10826,143014,75223,5394,69829,2410,191350,193760.171875,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Dhenkanal,2019-20,21,ODISHA,352,DHENKANAL,2011,21,352,1195207,117506,1077701,613792,61267,552525,581415,56239,525176,279816,25918,253898,7966.9,336619,344585.9,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Gajapati,2019-20,21,ODISHA,353,GAJAPATI,2011,21,353,577817,70666,507151,282882,35227,247655,294935,35439,259496,128523,16158,112365,3500,453272,456772,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Ganjam,2019-20,21,ODISHA,354,GANJAM,2011,21,354,3529031,768001,2761030,1779218,395582,1383636,1749813,372419,1377394,758267,162205,596062,419407,573751,993158,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Jagatsinghapur,2019-20,21,ODISHA,355,JAGATSINGHAPUR,2011,21,355,1136971,115980,1020991,577865,61052,516813,559106,54928,504178,261307,27681,233626,4745,165219,169964,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Jajapur,2019-20,21,ODISHA,356,JAJAPUR,2011,21,356,1826963,135097,1691866,925920,69495,856425,901043,65602,835441,407807,29206,378601,9192,282453,291645.3125,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Jharsuguda,2019-20,21,ODISHA,357,JHARSUGUDA,2011,21,357,579505,231165,348340,296690,120528,176162,282815,110637,172178,136061,51774,84287,16082,156589,172671,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Kalahandi,2019-20,21,ODISHA,358,KALAHANDI,2011,21,358,1576869,121987,1454882,787101,62455,724646,789768,59532,730236,401251,27947,373304,5469,518023,523491.625,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Kandhamal,2019-20,21,ODISHA,359,KANDHAMAL,2011,21,359,733110,72279,660831,359945,36422,323523,373165,35857,337308,172022,16766,155256,5174,438485,443659.09375,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Kendrapara,2019-20,21,ODISHA,360,KENDRAPARA,2011,21,360,1437763,83534,1354229,716519,42761,673758,721244,40773,680471,321436,16066,305370,1330,229787,231116.71875,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Kendujhar,2019-20,21,ODISHA,361,KENDUJHAR,2011,21,361,1801733,253059,1548674,906487,131820,774667,895246,121239,774007,405272,56824,348448,720055.2,633566,1353621.2,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Khordha,2019-20,21,ODISHA,362,KHORDHA,2011,21,362,2253387,1084316,1169071,1168012,571328,596684,1085375,512988,572387,494589,246908,247681,200478,253419,453896.78125,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Odisha,Koraput,2019-20,21,ODISHA,363,KORAPUT,2011,21,363,1379647,226169,1153478,678809,115038,563771,700838,111131,589707,337677,54894,282783,143112,603278,746390.1875,2019-20,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
