value,date,duration,statvar,unit
101.8,2000-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
101.8,2000-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
101.9,2000-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
102.8,2000-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.4,2000-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.6,2000-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.7,2000-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.7,2000-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.6,2000-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
103.6,2000-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.1,2001-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.4,2001-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.9,2001-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
105.9,2001-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.1,2001-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.1,2001-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.3,2001-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.7,2001-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.2,2001-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.8,2001-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.9,2001-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
106.8,2001-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.3,2002-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
107.7,2002-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
108.1,2002-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
108.3,2002-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
108.5,2002-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.0,2002-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.3,2002-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.6,2002-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.4,2002-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.3,2002-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.2,2002-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.1,2002-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
109.8,2003-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
110.3,2003-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.2,2003-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.0,2003-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.3,2003-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.8,2003-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.2,2003-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.3,2003-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.1,2003-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.0,2003-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.6,2003-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
111.6,2003-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.5,2004-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
112.8,2004-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.4,2004-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.6,2004-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
113.9,2004-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
114.6,2004-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.0,2004-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.2,2004-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.2,2004-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.1,2004-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.0,2004-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.1,2004-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
115.6,2005-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
116.0,2005-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
116.5,2005-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
116.8,2005-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
117.0,2005-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
117.6,2005-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
118.1,2005-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
118.1,2005-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
118.1,2005-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
118.5,2005-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
118.6,2005-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
118.6,2005-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
119.6,2006-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
119.7,2006-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.1,2006-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.2,2006-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
120.5,2006-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
121.5,2006-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
122.0,2006-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
122.3,2006-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
122.2,2006-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
121.8,2006-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
121.8,2006-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
122.1,2006-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
122.767,2007-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
123.339,2007-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
123.817,2007-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
124.077,2007-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
124.215,2007-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.074,2007-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.416,2007-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.399,2007-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.255,2007-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.180,2007-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.183,2007-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.272,2007-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
125.966,2008-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
126.434,2008-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
127.280,2008-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
127.644,2008-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.164,2008-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.269,2008-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.131,2008-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.985,2008-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.584,2008-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.189,2008-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.667,2008-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.495,2008-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.891,2009-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.916,2009-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.896,2009-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.643,2009-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.543,2009-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.147,2009-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.154,2009-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.001,2009-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.629,2009-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.337,2009-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
127.966,2009-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
127.826,2009-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.134,2010-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.058,2010-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.122,2010-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
127.966,2010-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.042,2010-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.522,2010-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.726,2010-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.629,2010-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.428,2010-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.132,2010-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
127.974,2010-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.180,2010-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.540,2011-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
128.867,2011-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.103,2011-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.198,2011-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
129.520,2011-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.162,2011-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.638,2011-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.721,2011-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.773,2011-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.567,2011-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.485,2011-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.597,2011-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
130.944,2012-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
131.026,2012-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
131.235,2012-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
131.392,2012-04,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
131.569,2012-05,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.227,2012-06,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.324,2012-07,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.424,2012-08,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.540,2012-09,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.444,2012-10,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.480,2012-11,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
132.617,2012-12,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
133.036,2013-01,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
133.383,2013-02,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
133.520,2013-03,P1M,dcs:ConsumerPriceIndex_BLSItem/SAH_UrbanConsumer_BLSSeasonallyUnadjusted,dcs:IndexPointBasePeriodDecember1999Equals100
