date,cpi
1940-05,14.1
1940-06,14.1
1940-07,14.1
1940-08,14.1
1940-09,14.1
1940-10,14.1
1940-11,14.1
1940-12,14.2
1941-01,14.2
1941-02,14.2
1941-03,14.2
1941-04,14.4
1941-05,14.5
1941-06,14.7
1941-07,14.8
1941-08,14.9
1941-09,15.2
1941-10,15.4
1941-11,15.5
1941-12,15.5
1942-01,15.7
1942-02,15.9
1942-03,16.1
1942-04,16.2
1942-05,16.3
1942-06,16.4
1942-07,16.5
1942-08,16.6
1942-09,16.6
1942-10,16.8
1942-11,16.9
1942-12,17.0
1943-01,17.0
1943-02,17.0
1943-03,17.3
1943-04,17.5
1943-05,17.6
1943-06,17.6
1943-07,17.5
1943-08,17.4
1943-09,17.5
1943-10,17.5
1943-11,17.5
1943-12,17.5
1944-01,17.5
1944-02,17.5
1944-03,17.5
1944-04,17.6
1944-05,17.6
1944-06,17.7
1944-07,17.8
1944-08,17.8
1944-09,17.8
1944-10,17.8
1944-11,17.8
1944-12,17.9
1945-01,17.9
1945-02,17.9
1945-03,17.9
1945-04,17.9
1945-05,18.0
1945-06,18.2
1945-07,18.2
1945-08,18.2
1945-09,18.2
1945-10,18.2
1945-11,18.2
1945-12,18.3
1946-01,18.3
1946-02,18.2
1946-03,18.4
1946-04,18.5
1946-05,18.6
1946-06,18.8
1946-07,19.9
1946-08,20.3
1946-09,20.5
1946-10,20.9
1946-11,21.5
1946-12,21.6
1947-01,21.6
1947-02,21.6
1947-03,22.1
1947-04,22.1
1947-05,22.0
1947-06,22.2
1947-07,22.4
1947-08,22.6
1947-09,23.1
1947-10,23.1
1947-11,23.3
1947-12,23.6
1948-01,23.8
1948-02,23.6
1948-03,23.6
1948-04,23.9
1948-05,24.1
1948-06,24.2
1948-07,24.5
1948-08,24.6
1948-09,24.6
1948-10,24.5
1948-11,24.4
1948-12,24.2
1949-01,24.2
1949-02,23.9
1949-03,24.0
1949-04,24.0
1949-05,24.0
1949-06,24.0
1949-07,23.8
1949-08,23.9
1949-09,24.0
1949-10,23.9
1949-11,23.9
1949-12,23.8
1950-01,23.7
1950-02,23.6
1950-03,23.7
1950-04,23.7
1950-05,23.8
1950-06,24.0
1950-07,24.2
1950-08,24.4
1950-09,24.6
1950-10,24.7
1950-11,24.8
1950-12,25.1
1951-01,25.5
1951-02,25.9
1951-03,26.0
1951-04,26.0
1951-05,26.1
1951-06,26.1
1951-07,26.1
1951-08,26.1
1951-09,26.3
1951-10,26.4
1951-11,26.5
1951-12,26.6
1952-01,26.6
1952-02,26.5
1952-03,26.5
1952-04,26.6
1952-05,26.6
1952-06,26.7
1952-07,26.9
1952-08,26.9
1952-09,26.9
1952-10,26.9
1952-11,26.9
1952-12,26.9
1953-01,26.8
1953-02,26.7
1953-03,26.7
1953-04,26.8
1953-05,26.8
1953-06,26.9
1953-07,27.0
1953-08,27.1
1953-09,27.1
1953-10,27.2
1953-11,27.1
1953-12,27.0
1954-01,27.1
1954-02,27.1
1954-03,27.0
1954-04,27.0
1954-05,27.1
1954-06,27.1
1954-07,27.1
1954-08,27.1
1954-09,27.0
1954-10,26.9
1954-11,27.0
1954-12,26.9
1955-01,26.9
1955-02,26.9
1955-03,26.9
1955-04,26.9
1955-05,26.9
1955-06,26.9
1955-07,27.0
1955-08,26.9
1955-09,27.0
1955-10,27.0
1955-11,27.1
1955-12,27.0
1956-01,27.0
1956-02,27.0
1956-03,27.0
1956-04,27.0
1956-05,27.2
1956-06,27.3
1956-07,27.5
1956-08,27.5
1956-09,27.5
1956-10,27.7
1956-11,27.7
1956-12,27.8
1957-01,27.8
1957-02,27.9
1957-03,28.0
1957-04,28.1
1957-05,28.1
1957-06,28.3
1957-07,28.4
1957-08,28.5
1957-09,28.5
1957-10,28.5
1957-11,28.6
1957-12,28.6
1958-01,28.8
1958-02,28.8
1958-03,29.0
1958-04,29.1
1958-05,29.1
1958-06,29.1
1958-07,29.1
1958-08,29.1
1958-09,29.1
1958-10,29.1
1958-11,29.1
1958-12,29.1
1959-01,29.1
1959-02,29.1
1959-03,29.1
1959-04,29.1
1959-05,29.2
1959-06,29.3
1959-07,29.4
1959-08,29.3
1959-09,29.4
1959-10,29.5
1959-11,29.5
1959-12,29.5
1960-01,29.5
1960-02,29.5
1960-03,29.5
1960-04,29.7
1960-05,29.7
1960-06,29.8
1960-07,29.8
1960-08,29.8
1960-09,29.8
1960-10,29.9
1960-11,30.0
1960-12,30.0
1961-01,30.0
1961-02,30.0
1961-03,30.0
1961-04,30.0
1961-05,30.0
1961-06,30.0
1961-07,30.1
1961-08,30.1
1961-09,30.2
1961-10,30.2
1961-11,30.2
1961-12,30.2
1962-01,30.2
1962-02,30.2
1962-03,30.3
1962-04,30.4
1962-05,30.4
1962-06,30.4
1962-07,30.4
1962-08,30.4
1962-09,30.6
1962-10,30.6
1962-11,30.6
1962-12,30.6
1963-01,30.6
1963-02,30.6
1963-03,30.7
1963-04,30.7
1963-05,30.7
1963-06,30.8
1963-07,30.9
1963-08,30.9
1963-09,30.9
1963-10,31.0
1963-11,31.0
1963-12,31.1
1964-01,31.1
1964-02,31.1
1964-03,31.1
1964-04,31.1
1964-05,31.1
1964-06,31.2
1964-07,31.3
1964-08,31.2
1964-09,31.3
1964-10,31.3
1964-11,31.4
1964-12,31.4
1965-01,31.4
1965-02,31.4
1965-03,31.5
1965-04,31.6
1965-05,31.6
1965-06,31.8
1965-07,31.8
1965-08,31.8
1965-09,31.8
1965-10,31.9
1965-11,31.9
1965-12,32.0
1966-01,32.0
1966-02,32.2
1966-03,32.3
1966-04,32.5
1966-05,32.5
1966-06,32.6
1966-07,32.7
1966-08,32.9
1966-09,32.9
1966-10,33.1
1966-11,33.1
1966-12,33.1
1967-01,33.1
1967-02,33.1
1967-03,33.2
1967-04,33.3
1967-05,33.4
1967-06,33.5
1967-07,33.6
1967-08,33.7
1967-09,33.8
1967-10,33.9
1967-11,34.0
1967-12,34.1
1968-01,34.2
1968-02,34.3
1968-03,34.5
1968-04,34.6
1968-05,34.7
1968-06,34.9
1968-07,35.1
1968-08,35.2
1968-09,35.3
1968-10,35.5
1968-11,35.6
1968-12,35.7
1969-01,35.8
1969-02,36.0
1969-03,36.3
1969-04,36.5
1969-05,36.6
1969-06,36.8
1969-07,37.0
1969-08,37.2
1969-09,37.3
1969-10,37.5
1969-11,37.7
1969-12,37.9
1970-01,38.0
1970-02,38.2
1970-03,38.4
1970-04,38.7
1970-05,38.8
1970-06,39.0
1970-07,39.2
1970-08,39.2
1970-09,39.4
1970-10,39.6
1970-11,39.8
1970-12,40.0
1971-01,40.0
1971-02,40.1
1971-03,40.2
1971-04,40.4
1971-05,40.6
1971-06,40.8
1971-07,40.9
1971-08,41.0
1971-09,41.0
1971-10,41.1
1971-11,41.2
1971-12,41.3
1972-01,41.4
1972-02,41.6
1972-03,41.6
1972-04,41.7
1972-05,41.9
1972-06,42.0
1972-07,42.1
1972-08,42.2
1972-09,42.4
1972-10,42.5
1972-11,42.6
1972-12,42.7
1973-01,42.9
1973-02,43.2
1973-03,43.6
1973-04,43.9
1973-05,44.1
1973-06,44.4
1973-07,44.5
1973-08,45.4
1973-09,45.5
1973-10,45.9
1973-11,46.2
1973-12,46.5
1974-01,46.9
1974-02,47.5
1974-03,48.0
1974-04,48.3
1974-05,48.8
1974-06,49.3
1974-07,49.7
1974-08,50.3
1974-09,50.9
1974-10,51.4
1974-11,51.8
1974-12,52.2
1975-01,52.4
1975-02,52.8
1975-03,53.0
1975-04,53.2
1975-05,53.5
1975-06,53.9
1975-07,54.5
1975-08,54.7
1975-09,54.9
1975-10,55.3
1975-11,55.6
1975-12,55.8
1976-01,56.0
1976-02,56.1
1976-03,56.2
1976-04,56.5
1976-05,56.8
1976-06,57.1
1976-07,57.4
1976-08,57.7
1976-09,57.9
1976-10,58.2
1976-11,58.3
1976-12,58.5
1977-01,58.9
1977-02,59.5
1977-03,59.8
1977-04,60.3
1977-05,60.6
1977-06,61.0
1977-07,61.3
1977-08,61.5
1977-09,61.8
1977-10,61.9
1977-11,62.2
1977-12,62.5
1978-01,62.8
1978-02,63.2
1978-03,63.7
1978-04,64.3
1978-05,64.9
1978-06,65.6
1978-07,66.0
1978-08,66.4
1978-09,66.8
1978-10,67.4
1978-11,67.7
1978-12,68.1
1979-01,68.7
1979-02,69.5
1979-03,70.3
1979-04,71.1
1979-05,71.9
1979-06,72.8
1979-07,73.7
1979-08,74.4
1979-09,75.1
1979-10,75.7
1979-11,76.4
1979-12,77.2
1980-01,78.3
1980-02,79.4
1980-03,80.5
1980-04,81.4
1980-05,82.3
1980-06,83.2
1980-07,83.3
1980-08,83.8
1980-09,84.6
1980-10,85.3
1980-11,86.1
1980-12,86.9
1981-01,87.5
1981-02,88.5
1981-03,89.0
1981-04,89.6
1981-05,90.3
1981-06,91.1
1981-07,92.2
1981-08,92.8
1981-09,93.7
1981-10,93.9
1981-11,94.1
1981-12,94.4
1982-01,94.7
1982-02,95.0
1982-03,94.8
1982-04,95.2
1982-05,96.2
1982-06,97.4
1982-07,98.0
1982-08,98.2
1982-09,98.3
1982-10,98.6
1982-11,98.4
1982-12,98.0
1983-01,98.1
1983-02,98.1
1983-03,98.4
1983-04,99.0
1983-05,99.5
1983-06,99.8
1983-07,100.1
1983-08,100.5
1983-09,101.0
1983-10,101.2
1983-11,101.2
1983-12,101.2
1984-01,101.6
1984-02,101.8
1984-03,101.8
1984-04,102.1
1984-05,102.5
1984-06,102.8
1984-07,103.2
1984-08,104.2
1984-09,104.8
1984-10,104.8
1984-11,104.7
1984-12,104.8
1985-01,104.9
1985-02,105.4
1985-03,105.9
1985-04,106.3
1985-05,106.7
1985-06,107.0
1985-07,107.1
1985-08,107.3
1985-09,107.6
1985-10,107.9
1985-11,108.3
1985-12,108.6
1986-01,108.9
1986-02,108.5
1986-03,107.9
1986-04,107.6
1986-05,107.9
1986-06,108.4
1986-07,108.4
1986-08,108.6
1986-09,109.1
1986-10,109.1
1986-11,109.2
1986-12,109.3
1987-01,110.0
1987-02,110.5
1987-03,111.0
1987-04,111.6
1987-05,111.9
1987-06,112.4
1987-07,112.7
1987-08,113.3
1987-09,113.8
1987-10,114.1
1987-11,114.3
1987-12,114.2
1988-01,114.5
1988-02,114.7
1988-03,115.1
1988-04,115.7
1988-05,116.2
1988-06,116.7
1988-07,117.2
1988-08,117.7
1988-09,118.5
1988-10,118.9
1988-11,119.0
1988-12,119.2
1989-01,119.7
1989-02,120.2
1989-03,120.8
1989-04,121.8
1989-05,122.5
1989-06,122.8
1989-07,123.2
1989-08,123.2
1989-09,123.6
1989-10,124.2
1989-11,124.4
1989-12,124.6
1990-01,125.9
1990-02,126.4
1990-03,127.1
1990-04,127.3
1990-05,127.5
1990-06,128.3
1990-07,128.7
1990-08,129.9
1990-09,131.1
1990-10,131.9
1990-11,132.2
1990-12,132.2
1991-01,132.8
1991-02,132.8
1991-03,133.0
1991-04,133.3
1991-05,133.8
1991-06,134.1
1991-07,134.3
1991-08,134.6
1991-09,135.2
1991-10,135.4
1991-11,135.8
1991-12,135.9
1992-01,136.0
1992-02,136.4
1992-03,137.0
1992-04,137.3
1992-05,137.6
1992-06,138.1
1992-07,138.4
1992-08,138.8
1992-09,139.1
1992-10,139.6
1992-11,139.8
1992-12,139.8
1993-01,140.3
1993-02,140.7
1993-03,141.1
1993-04,141.6
1993-05,141.9
1993-06,142.0
1993-07,142.1
1993-08,142.4
1993-09,142.6
1993-10,143.3
1993-11,143.4
1993-12,143.3
1994-01,143.6
1994-02,144.0
1994-03,144.4
1994-04,144.7
1994-05,144.9
1994-06,145.4
1994-07,145.8
1994-08,146.5
1994-09,146.9
1994-10,147.0
1994-11,147.3
1994-12,147.2
1995-01,147.8
1995-02,148.3
1995-03,148.7
1995-04,149.3
1995-05,149.6
1995-06,149.9
1995-07,149.9
1995-08,150.2
1995-09,150.6
1995-10,151.0
1995-11,150.9
1995-12,150.9
1996-01,151.7
1996-02,152.2
1996-03,152.9
1996-04,153.6
1996-05,154.0
1996-06,154.1
1996-07,154.3
1996-08,154.5
1996-09,155.1
1996-10,155.5
1996-11,155.9
1996-12,155.9
1997-01,156.3
1997-02,156.8
1997-03,157.0
1997-04,157.2
1997-05,157.2
1997-06,157.4
1997-07,157.5
1997-08,157.8
1997-09,158.3
1997-10,158.5
1997-11,158.5
1997-12,158.2
1998-01,158.4
1998-02,158.5
1998-03,158.7
1998-04,159.1
1998-05,159.5
1998-06,159.7
1998-07,159.8
1998-08,160.0
1998-09,160.2
1998-10,160.6
1998-11,160.7
1998-12,160.7
1999-01,161.0
1999-02,161.1
1999-03,161.4
1999-04,162.7
1999-05,162.8
1999-06,162.8
1999-07,163.3
1999-08,163.8
1999-09,164.7
1999-10,165.0
1999-11,165.1
1999-12,165.1
2000-01,165.6
2000-02,166.5
2000-03,167.9
2000-04,168.0
2000-05,168.2
2000-06,169.2
2000-07,169.4
2000-08,169.3
2000-09,170.4
2000-10,170.6
2000-11,170.9
2000-12,170.7
2001-01,171.7
2001-02,172.4
2001-03,172.6
2001-04,173.5
2001-05,174.4
2001-06,174.6
2001-07,173.8
2001-08,173.8
2001-09,174.8
2001-10,174.0
2001-11,173.7
2001-12,172.9
2002-01,173.2
2002-02,173.7
2002-03,174.7
2002-04,175.8
2002-05,175.8
2002-06,175.9
2002-07,176.1
2002-08,176.6
2002-09,177.0
2002-10,177.3
2002-11,177.4
2002-12,177.0
2003-01,177.7
2003-02,179.2
2003-03,180.3
2003-04,179.8
2003-05,179.4
2003-06,179.6
2003-07,179.6
2003-08,180.3
2003-09,181.0
2003-10,180.7
2003-11,180.2
2003-12,179.9
2004-01,180.9
2004-02,181.9
2004-03,182.9
2004-04,183.5
2004-05,184.7
2004-06,185.3
2004-07,184.9
2004-08,185.0
2004-09,185.4
2004-10,186.5
2004-11,186.8
2004-12,186.0
2005-01,186.3
2005-02,187.3
2005-03,188.6
2005-04,190.2
2005-05,190.0
2005-06,190.1
2005-07,191.0
2005-08,192.1
2005-09,195.0
2005-10,195.2
2005-11,193.4
2005-12,192.5
2006-01,194.0
2006-02,194.2
2006-03,195.3
2006-04,197.2
2006-05,198.2
2006-06,198.6
2006-07,199.2
2006-08,199.6
2006-09,198.4
2006-10,197.0
2006-11,196.8
2006-12,197.2
2007-01,197.559
2007-02,198.544
2007-03,200.612
2007-04,202.13
2007-05,203.661
2007-06,203.906
2007-07,203.7
2007-08,203.199
2007-09,203.889
2007-10,204.338
2007-11,205.891
2007-12,205.777
2008-01,206.744
2008-02,207.254
2008-03,209.147
2008-04,210.698
2008-05,212.788
2008-06,215.223
2008-07,216.304
2008-08,215.247
2008-09,214.935
2008-10,212.182
2008-11,207.296
2008-12,204.813
2009-01,205.7
2009-02,206.708
2009-03,207.218
2009-04,207.925
2009-05,208.774
2009-06,210.972
2009-07,210.526
2009-08,211.156
2009-09,211.322
2009-10,211.549
2009-11,212.003
2009-12,211.703
2010-01,212.568
2010-02,212.544
2010-03,213.525
2010-04,213.958
2010-05,214.124
2010-06,213.839
2010-07,213.898
2010-08,214.205
2010-09,214.306
2010-10,214.623
2010-11,214.75
2010-12,215.262
2011-01,216.4
2011-02,217.535
2011-03,220.024
2011-04,221.743
2011-05,222.954
2011-06,222.522
2011-07,222.686
2011-08,223.326
2011-09,223.688
2011-10,223.043
2011-11,222.813
2011-12,222.166
2012-01,223.216
2012-02,224.317
2012-03,226.304
2012-04,227.012
2012-05,226.6
2012-06,226.036
2012-07,225.568
2012-08,227.056
2012-09,228.184
2012-10,227.974
2012-11,226.595
2012-12,225.889
2013-01,226.52
2013-02,228.677
2013-03,229.323
2013-04,228.949
2013-05,229.399
2013-06,230.002
2013-07,230.084
2013-08,230.359
2013-09,230.537
2013-10,229.735
2013-11,229.133
2013-12,229.174
2014-01,230.04
2014-02,230.871
2014-03,232.56
2014-04,233.443
2014-05,234.216
2014-06,234.702
2014-07,234.525
2014-08,234.03
2014-09,234.17
2014-10,233.229
2014-11,231.551
2014-12,229.909
2015-01,228.294
2015-02,229.421
2015-03,231.055
2015-04,231.52
2015-05,232.908
2015-06,233.804
2015-07,233.806
2015-08,233.366
2015-09,232.661
2015-10,232.373
2015-11,231.721
2015-12,230.791
2016-01,231.061
2016-02,230.972
2016-03,232.209
2016-04,233.438
2016-05,234.436
2016-06,235.289
2016-07,234.771
2016-08,234.904
2016-09,235.495
2016-10,235.732
2016-11,235.215
2016-12,235.39
2017-01,236.854
2017-02,237.477
2017-03,237.656
2017-04,238.432
2017-05,238.609
2017-06,238.813
2017-07,238.617
2017-08,239.448
2017-09,240.939
2017-10,240.573
2017-11,240.666
2017-12,240.526
2018-01,241.919
2018-02,242.988
2018-03,243.463
2018-04,244.607
2018-05,245.77
2018-06,246.196
2018-07,246.155
2018-08,246.336
2018-09,246.565
2018-10,247.038
2018-11,245.933
2018-12,244.786
2019-01,245.133
2019-02,246.218
2019-03,247.768
2019-04,249.332
2019-05,249.871
2019-06,249.747
2019-07,250.236
2019-08,250.112
2019-09,250.251
2019-10,250.894
2019-11,250.644
2019-12,250.452
2020-01,251.361
2020-02,251.935
2020-03,251.375
2020-04,249.515
