date,cpi
1913-01,9.9
1913-02,9.8
1913-03,9.8
1913-04,9.9
1913-05,9.8
1913-06,9.8
1913-07,9.9
1913-08,10.0
1913-09,10.0
1913-10,10.1
1913-11,10.1
1913-12,10.1
1914-01,10.1
1914-02,10.0
1914-03,10.0
1914-04,9.9
1914-05,9.9
1914-06,10.0
1914-07,10.1
1914-08,10.2
1914-09,10.3
1914-10,10.2
1914-11,10.2
1914-12,10.2
1915-01,10.2
1915-02,10.1
1915-03,10.0
1915-04,10.1
1915-05,10.1
1915-06,10.2
1915-07,10.2
1915-08,10.2
1915-09,10.2
1915-10,10.3
1915-11,10.4
1915-12,10.4
1916-01,10.5
1916-02,10.5
1916-03,10.6
1916-04,10.7
1916-05,10.7
1916-06,10.9
1916-07,10.9
1916-08,11.0
1916-09,11.2
1916-10,11.3
1916-11,11.5
1916-12,11.6
1917-01,11.8
1917-02,12.0
1917-03,12.1
1917-04,12.6
1917-05,12.9
1917-06,13.0
1917-07,12.9
1917-08,13.1
1917-09,13.3
1917-10,13.6
1917-11,13.6
1917-12,13.8
1918-01,14.0
1918-02,14.2
1918-03,14.1
1918-04,14.3
1918-05,14.5
1918-06,14.8
1918-07,15.2
1918-08,15.4
1918-09,15.8
1918-10,16.1
1918-11,16.3
1918-12,16.6
1919-01,16.6
1919-02,16.2
1919-03,16.5
1919-04,16.8
1919-05,17.0
1919-06,17.0
1919-07,17.5
1919-08,17.8
1919-09,17.9
1919-10,18.2
1919-11,18.6
1919-12,19.0
1920-01,19.4
1920-02,19.6
1920-03,19.8
1920-04,20.4
1920-05,20.7
1920-06,21.0
1920-07,20.9
1920-08,20.4
1920-09,20.1
1920-10,20.0
1920-11,19.9
1920-12,19.5
1921-01,19.1
1921-02,18.5
1921-03,18.4
1921-04,18.2
1921-05,17.8
1921-06,17.7
1921-07,17.8
1921-08,17.8
1921-09,17.6
1921-10,17.6
1921-11,17.5
1921-12,17.4
1922-01,17.0
1922-02,17.0
1922-03,16.8
1922-04,16.8
1922-05,16.8
1922-06,16.8
1922-07,16.9
1922-08,16.7
1922-09,16.7
1922-10,16.8
1922-11,16.9
1922-12,17.0
1923-01,16.9
1923-02,16.9
1923-03,16.9
1923-04,17.0
1923-05,17.0
1923-06,17.1
1923-07,17.3
1923-08,17.2
1923-09,17.3
1923-10,17.4
1923-11,17.4
1923-12,17.4
1924-01,17.4
1924-02,17.3
1924-03,17.2
1924-04,17.1
1924-05,17.1
1924-06,17.1
1924-07,17.2
1924-08,17.1
1924-09,17.2
1924-10,17.3
1924-11,17.3
1924-12,17.4
1925-01,17.4
1925-02,17.3
1925-03,17.4
1925-04,17.3
1925-05,17.4
1925-06,17.6
1925-07,17.8
1925-08,17.8
1925-09,17.8
1925-10,17.8
1925-11,18.1
1925-12,18.0
1926-01,18.0
1926-02,18.0
1926-03,17.9
1926-04,18.0
1926-05,17.9
1926-06,17.8
1926-07,17.6
1926-08,17.5
1926-09,17.6
1926-10,17.7
1926-11,17.8
1926-12,17.8
1927-01,17.6
1927-02,17.5
1927-03,17.4
1927-04,17.4
1927-05,17.5
1927-06,17.7
1927-07,17.4
1927-08,17.3
1927-09,17.4
1927-10,17.5
1927-11,17.4
1927-12,17.4
1928-01,17.4
1928-02,17.2
1928-03,17.2
1928-04,17.2
1928-05,17.3
1928-06,17.2
1928-07,17.2
1928-08,17.2
1928-09,17.4
1928-10,17.3
1928-11,17.3
1928-12,17.2
1929-01,17.2
1929-02,17.2
1929-03,17.1
1929-04,17.0
1929-05,17.1
1929-06,17.2
1929-07,17.4
1929-08,17.4
1929-09,17.4
1929-10,17.4
1929-11,17.4
1929-12,17.3
1930-01,17.2
1930-02,17.1
1930-03,17.0
1930-04,17.1
1930-05,17.0
1930-06,16.9
1930-07,16.7
1930-08,16.6
1930-09,16.7
1930-10,16.6
1930-11,16.5
1930-12,16.2
1931-01,16.0
1931-02,15.7
1931-03,15.6
1931-04,15.5
1931-05,15.4
1931-06,15.2
1931-07,15.2
1931-08,15.1
1931-09,15.1
1931-10,15.0
1931-11,14.8
1931-12,14.7
1932-01,14.4
1932-02,14.2
1932-03,14.1
1932-04,14.0
1932-05,13.8
1932-06,13.7
1932-07,13.7
1932-08,13.5
1932-09,13.5
1932-10,13.4
1932-11,13.3
1932-12,13.2
1933-01,13.0
1933-02,12.8
1933-03,12.7
1933-04,12.6
1933-05,12.7
1933-06,12.8
1933-07,13.2
1933-08,13.3
1933-09,13.3
1933-10,13.3
1933-11,13.3
1933-12,13.2
1934-01,13.3
1934-02,13.4
1934-03,13.4
1934-04,13.4
1934-05,13.4
1934-06,13.4
1934-07,13.4
1934-08,13.5
1934-09,13.7
1934-10,13.6
1934-11,13.5
1934-12,13.5
1935-01,13.7
1935-02,13.8
1935-03,13.8
1935-04,13.9
1935-05,13.8
1935-06,13.8
1935-07,13.7
1935-08,13.7
1935-09,13.8
1935-10,13.8
1935-11,13.9
1935-12,13.9
1936-01,13.9
1936-02,13.8
1936-03,13.8
1936-04,13.8
1936-05,13.8
1936-06,13.9
1936-07,14.0
1936-08,14.1
1936-09,14.1
1936-10,14.1
1936-11,14.1
1936-12,14.1
1937-01,14.2
1937-02,14.2
1937-03,14.3
1937-04,14.4
1937-05,14.4
1937-06,14.5
1937-07,14.5
1937-08,14.6
1937-09,14.7
1937-10,14.6
1937-11,14.5
1937-12,14.5
1938-01,14.3
1938-02,14.2
1938-03,14.2
1938-04,14.2
1938-05,14.2
1938-06,14.2
1938-07,14.2
1938-08,14.2
1938-09,14.2
1938-10,14.1
1938-11,14.1
1938-12,14.1
1939-01,14.0
1939-02,14.0
1939-03,13.9
1939-04,13.9
1939-05,13.9
1939-06,13.9
1939-07,13.9
1939-08,13.9
1939-09,14.2
1939-10,14.1
1939-11,14.1
1939-12,14.0
1940-01,14.0
1940-02,14.1
1940-03,14.1
1940-04,14.1
