date,cpi
1999-12,100.0
2000-01,100.3
2000-02,100.9
2000-03,101.6
2000-04,101.6
2000-05,101.7
2000-06,102.1
2000-07,102.3
2000-08,102.3
2000-09,102.8
2000-10,102.9
2000-11,102.8
2000-12,102.6
2001-01,103.3
2001-02,103.7
2001-03,103.9
2001-04,104.2
2001-05,104.6
2001-06,104.8
2001-07,104.5
2001-08,104.6
2001-09,104.9
2001-10,104.7
2001-11,104.4
2001-12,103.9
2002-01,104.2
2002-02,104.5
2002-03,105.1
2002-04,105.6
2002-05,105.6
2002-06,105.6
2002-07,105.7
2002-08,106.0
2002-09,106.3
2002-10,106.4
2002-11,106.3
2002-12,106.0
2003-01,106.5
2003-02,107.3
2003-03,107.9
2003-04,107.7
2003-05,107.5
2003-06,107.6
2003-07,107.7
2003-08,108.2
2003-09,108.5
2003-10,108.4
2003-11,108.0
2003-12,107.8
2004-01,108.5
2004-02,109.1
2004-03,109.7
2004-04,110.0
2004-05,110.6
2004-06,110.8
2004-07,110.7
2004-08,110.7
2004-09,111.0
2004-10,111.6
2004-11,111.6
2004-12,111.2
2005-01,111.3
2005-02,111.9
2005-03,112.6
2005-04,113.4
2005-05,113.3
2005-06,113.2
2005-07,113.7
2005-08,114.3
2005-09,115.6
2005-10,115.7
2005-11,114.9
2005-12,114.4
2006-01,115.2
2006-02,115.4
2006-03,116.0
2006-04,116.9
2006-05,117.5
2006-06,117.7
2006-07,118.1
2006-08,118.3
2006-09,117.8
2006-10,117.1
2006-11,116.9
2006-12,117.0
2007-01,117.330
2007-02,117.877
2007-03,118.913
2007-04,119.666
2007-05,120.292
2007-06,120.439
2007-07,120.377
2007-08,120.288
2007-09,120.638
2007-10,120.885
2007-11,121.481
2007-12,121.295
2008-01,121.867
2008-02,122.250
2008-03,123.323
2008-04,124.116
2008-05,125.171
2008-06,126.307
2008-07,126.918
2008-08,126.594
2008-09,126.551
2008-10,125.500
2008-11,123.044
2008-12,121.557
2009-01,122.095
2009-02,122.598
2009-03,122.803
2009-04,123.053
2009-05,123.427
2009-06,124.485
2009-07,124.293
2009-08,124.620
2009-09,124.706
2009-10,124.791
2009-11,124.788
2009-12,124.544
2010-01,124.987
2010-02,124.972
2010-03,125.442
2010-04,125.620
2010-05,125.678
2010-06,125.521
2010-07,125.536
2010-08,125.756
2010-09,125.830
2010-10,125.969
2010-11,125.920
2010-12,126.143
2011-01,126.778
2011-02,127.363
2011-03,128.585
2011-04,129.483
2011-05,129.999
2011-06,129.846
2011-07,129.983
2011-08,130.351
2011-09,130.635
2011-10,130.373
2011-11,130.196
2011-12,129.844
2012-01,130.438
2012-02,130.953
2012-03,131.905
2012-04,132.284
2012-05,132.154
2012-06,131.956
2012-07,131.731
2012-08,132.430
2012-09,132.988
2012-10,132.892
2012-11,132.208
2012-12,131.770
2013-01,132.137
2013-02,133.204
2013-03,133.558
2013-04,133.421
2013-05,133.626
2013-06,133.900
2013-07,133.919
2013-08,134.098
2013-09,134.255
2013-10,133.876
2013-11,133.596
2013-12,133.509
2014-01,134.017
2014-02,134.542
2014-03,135.375
2014-04,135.771
2014-05,136.216
2014-06,136.433
2014-07,136.392
2014-08,136.127
2014-09,136.211
2014-10,135.891
2014-11,135.107
2014-12,134.207
2015-01,133.487
2015-02,134.053
2015-03,134.969
2015-04,135.222
2015-05,135.977
2015-06,136.391
2015-07,136.371
2015-08,136.125
2015-09,135.837
2015-10,135.735
2015-11,135.393
2015-12,134.788
2016-01,134.966
2016-02,134.953
2016-03,135.655
2016-04,136.332
2016-05,136.895
2016-06,137.329
2016-07,137.007
2016-08,137.026
2016-09,137.328
2016-10,137.536
2016-11,137.253
2016-12,137.221
2017-01,138.035
2017-02,138.403
2017-03,138.461
2017-04,138.810
2017-05,138.922
2017-06,138.989
2017-07,138.755
2017-08,139.128
2017-09,139.878
2017-10,139.782
2017-11,139.720
2017-12,139.546
2018-01,140.239
2018-02,140.805
2018-03,141.142
2018-04,141.662
2018-05,142.146
2018-06,142.349
2018-07,142.317
2018-08,142.317
2018-09,142.489
2018-10,142.700
2018-11,142.238
2018-12,141.699
2019-01,142.001
2019-02,142.571
2019-03,143.297
2019-04,143.926
2019-05,144.183
2019-06,144.243
2019-07,144.409
2019-08,144.388
2019-09,144.428
2019-10,144.629
2019-11,144.518
2019-12,144.251
2020-01,144.813
2020-02,145.193
2020-03,144.913
2020-04,144.142
2020-05,144.018
2020-06,144.847
2020-07,145.747
2020-08,146.270
2020-09,146.417
2020-10,146.382
2020-11,146.242
2020-12,146.408
2021-01,147.125
2021-02,147.845
2021-03,148.746
2021-04,149.903
2021-05,151.022
2021-06,152.295
2021-07,153.076
2021-08,153.301
2021-09,153.734
2021-10,154.884
2021-11,155.538
2021-12,155.926
2022-01,157.178
2022-02,158.617
2022-03,160.835
2022-04,161.787
2022-05,163.615
2022-06,165.553
2022-07,165.495
2022-08,165.389
2022-09,165.845
2022-10,166.609
2022-11,166.498
2022-12,165.974
2023-01,167.267
2023-02,168.069
2023-03,168.501
2023-04,169.332
2023-05,169.738
2023-06,170.279
2023-07,170.541
2023-08,171.291
2023-09,171.677
2023-10,171.595
2023-11,171.219
2023-12,171.015
2024-01,171.910
