"Commodity Code","Country or Area Code","Country or Area","Transaction Code","Commodity - Transaction Code","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2019","Kilowatt-hours, million","7927",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","6453",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","6088",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","8285","1"
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","7139",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","5756",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","6207",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","6395",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","6371",""
"EN","32","Argentina","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","7171",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","2076.079",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","2619.6",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","2381",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","2788",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","2465",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","2360",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","2322",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","2548",""
"EN","51","Armenia","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","2490",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","28597",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","42227",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","43523",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","26103",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","33703",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","42644",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","40295",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","48234",""
"EN","56","Belgium","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","47944",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2019","Kilowatt-hours, million","16129",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","15674",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","15739",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","15864",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","14734",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","15378",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","15450",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","16038",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","15659",""
"EN","76","Brazil","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","14523",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","16125",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","15545",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","15776",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","15383",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","15867",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","14171",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","15785",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","16314",""
"EN","100","Bulgaria","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","15249",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","100731",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","101299",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","101429",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","101809",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","107280",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","103439",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","94862",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","93589",""
"EN","124","Canada","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","90658",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","294359",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","248100",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","213287",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","170789",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","132538",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","111613",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","97394",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","86350",""
"EN","156","China","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","73880",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","29921",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","28340",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","24104",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","26841",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","30325",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","30745",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","30324",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","28283",""
"EN","203","Czechia","01","EN01","Electricity - total nuclear production","2010","Kilowatt-hours, million","27998",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2018","Kilowatt-hours, million","22793",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2017","Kilowatt-hours, million","22477",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2016","Kilowatt-hours, million","23203",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2015","Kilowatt-hours, million","23245",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2014","Kilowatt-hours, million","23580",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2013","Kilowatt-hours, million","23606",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2012","Kilowatt-hours, million","22987",""
"EN","246","Finland","01","EN01","Electricity - total nuclear production","2011","Kilowatt-hours, million","23187",""
