observationAbout,observationDate,value,variableMeasured
dcid:geoId/42001,2016,0,dcid:Count_Student_AmericanIndianOrAlaskaNative_HalfDay_PreKindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_AmericanIndianOrAlaskaNative_FullDay_PreKindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_4Years_AmericanIndianOrAlaskaNative_HalfDay_PreKindergartenFullDay
dcid:geoId/42001,2016,0,dcid:Count_Student_4Years_AmericanIndianOrAlaskaNative_FullDay_PreKindergartenFullDay
dcid:geoId/42001,2016,0,dcid:Count_Student_5Years_AmericanIndianOrAlaskaNative_HalfDay_Kindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_5Years_AmericanIndianOrAlaskaNative_FullDay_Kindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade1
dcid:geoId/42001,2016,0,dcid:Count_Student_AmericanIndianOrAlaskaNative_SchoolGrade4
dcid:geoId/42001,2016,0,dcid:Count_Student_Asian_HalfDay_PreKindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_Asian_FullDay_PreKindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_4Years_Asian_HalfDay_PreKindergartenFullDay
dcid:geoId/42001,2016,0,dcid:Count_Student_4Years_Asian_FullDay_PreKindergartenFullDay
dcid:geoId/42001,2016,0,dcid:Count_Student_5Years_Asian_HalfDay_Kindergarten
dcid:geoId/42001,2016,10,dcid:Count_Student_5Years_Asian_FullDay_Kindergarten
dcid:geoId/42001,2016,13,dcid:Count_Student_Asian_SchoolGrade7
dcid:geoId/42001,2016,10,dcid:Count_Student_Asian_SchoolGrade8
dcid:geoId/42001,2016,11,dcid:Count_Student_Asian_SchoolGrade10
dcid:geoId/42001,2016,10,dcid:Count_Student_Asian_SchoolGrade12
dcid:geoId/42001,2016,0,dcid:Count_Student_BlackOrAfricanAmericanAlone_HalfDay_PreKindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_BlackOrAfricanAmericanAlone_FullDay_PreKindergarten
dcid:geoId/42001,2016,0,dcid:Count_Student_4Years_BlackOrAfricanAmericanAlone_HalfDay_PreKindergartenFullDay
dcid:geoId/42001,2016,0,dcid:Count_Student_4Years_BlackOrAfricanAmericanAlone_FullDay_PreKindergartenFullDay
dcid:geoId/42001,2016,0,dcid:Count_Student_5Years_BlackOrAfricanAmericanAlone_HalfDay_Kindergarten
dcid:geoId/42001,2016,16,dcid:Count_Student_5Years_BlackOrAfricanAmericanAlone_FullDay_Kindergarten
dcid:geoId/42001,2016,28,dcid:Count_Student_BlackOrAfricanAmericanAlone_SchoolGrade1
