"MinDate","observationPeriods","MeasurementMethods","NumPlaces","StatVar","ScalingFactors","Units"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","727","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA16_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1984","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2317","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneVE_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","242","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV06_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","19773","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneC_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","154","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV07_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2718","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA07_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","40925","SettlementAmount_NaturalHazardInsurance_FEMAHighRiskFloodZone_BuildingContents_FloodEvent","[]","[USDollar]"
"1985","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","18","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA28_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","45191","CountOfClaims_NaturalHazardInsurance_FEMAHighRiskFloodZone_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","11188","SettlementAmount_NaturalHazardInsurance_FEMAModerateRiskFloodZone_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","727","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA16_BuildingStructure_FloodEvent","[]","[USDollar]"
"1980","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","10","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV24_BuildingContents_FloodEvent","[]","[USDollar]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","4","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA29_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","207","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV06_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2266","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA10_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2028","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA11_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","167","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA22_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","86","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV04_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","280","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV09_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","13258","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneB_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1244","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA13_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","58125","SettlementAmount_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1985","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","10","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV23_BuildingStructureAndContents_FloodEvent","[]","[]"
"1988","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","4","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAS_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","185","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV07_BuildingStructureAndContents_FloodEvent","[]","[]"
"1985","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","12","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAA_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","280","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV09_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","22","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA26_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","609","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAOB_BuildingContents_FloodEvent","[]","[USDollar]"
"1980","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","6","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV30_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2388","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA01_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","813","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA16_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","78","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA24_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1997","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","70","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneAR_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","58125","SettlementAmount_NaturalHazardInsurance_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3554","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA06_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","84","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV02_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","58125","SettlementAmount_NaturalHazardInsurance_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","358","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA18_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2449","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA08_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","110","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV21_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","114","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV18_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","264","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA21_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1949","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA09_BuildingContents_FloodEvent","[]","[USDollar]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1140","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneAHB_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1362","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA14_BuildingStructure_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","49","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA30_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1093","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA15_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","78","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA24_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","171","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV15_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","103","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA23_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","406","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV10_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","136","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV17_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2855","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA01_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","171","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV15_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2388","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA01_BuildingContents_FloodEvent","[]","[USDollar]"
"1996","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","14","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA27_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3401","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA03_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3927","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA05_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","43600","SettlementAmount_NaturalHazardInsurance_FEMALowRiskFloodZone_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","325","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV13_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1393","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA12_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","50559","CountOfClaims_NaturalHazardInsurance_FEMALowRiskFloodZone_BuildingStructureAndContents_FloodEvent","[]","[]"
"1985","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","17","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneAA_BuildingStructureAndContents_FloodEvent","[]","[]"
"1980","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","6","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV30_BuildingStructure_FloodEvent","[]","[USDollar]"
"1998","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","9","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV23_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","803","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneAOB_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","140","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","358","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA18_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","406","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV10_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","245","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV08_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","86","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV04_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2598","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA10_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","86","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV04_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","167","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV_BuildingStructureAndContents_FloodEvent","[]","[]"
"1981","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","5","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV27_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","23894","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneC_BuildingStructureAndContents_FloodEvent","[]","[]"
"1981","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","15","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA27_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","29","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV22_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","34","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV22_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","11188","SettlementAmount_NaturalHazardInsurance_FEMAModerateRiskFloodZone_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","17354","SettlementAmount_NaturalHazardInsurance_FEMAFloodZone_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1393","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA12_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1659","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAH_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","91","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV02_BuildingStructureAndContents_FloodEvent","[]","[]"
"1984","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2126","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneVE_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1980","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","6","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV30_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1980","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","10","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV24_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","17354","SettlementAmount_NaturalHazardInsurance_FEMAFloodZone_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","276","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV13_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","609","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAOB_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","276","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV13_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","158","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA22_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1210","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA15_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","434","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV12_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1949","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA09_BuildingStructure_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","43","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA25_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","64325","CountOfClaims_NaturalHazardInsurance_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3095","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA07_BuildingStructureAndContents_FloodEvent","[]","[]"
"1981","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","5","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV27_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","78","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA24_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","11188","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneB_BuildingStructure_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","27","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA26_BuildingStructureAndContents_FloodEvent","[]","[]"
"1982","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","81","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV19_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","103","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA23_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","354","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV11_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","19773","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneC_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","11188","SettlementAmount_NaturalHazardInsurance_FEMAModerateRiskFloodZone_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","110","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV21_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","103","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA23_BuildingStructure_FloodEvent","[]","[USDollar]"
"1982","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","15","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV01_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2388","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA01_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1244","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA13_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","83","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV03_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","354","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV11_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","40925","SettlementAmount_NaturalHazardInsurance_FEMAHighRiskFloodZone_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","4146","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA02_BuildingStructureAndContents_FloodEvent","[]","[]"
"1988","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","4","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAS_BuildingStructure_FloodEvent","[]","[USDollar]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","27433","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAE_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","380","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA20_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1393","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA12_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","84","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV02_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1979","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","49","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA30_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1981","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","5","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV27_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","334","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV14_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","301","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneA21_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","609","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAOB_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1362","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA14_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","305","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV08_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","1193","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneD_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","434","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV12_BuildingContents_FloodEvent","[]","[USDollar]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","956","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneAHB_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","312","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneV09_BuildingStructureAndContents_FloodEvent","[]","[]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3720","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA04_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","72","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV03_BuildingStructureAndContents_FloodEvent","[]","[USDollar]"
"1984","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","2126","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneVE_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","84","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneV02_BuildingContents_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","3401","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneA03_BuildingStructure_FloodEvent","[]","[USDollar]"
"1984","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","38089","SettlementAmount_NaturalHazardInsurance_FEMAFloodZoneX_BuildingStructure_FloodEvent","[]","[USDollar]"
"1978","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","43600","SettlementAmount_NaturalHazardInsurance_FEMALowRiskFloodZone_BuildingStructure_FloodEvent","[]","[USDollar]"
"1983","[P1Y, P1M]","[dcAggregate/NFIPInsuranceClaims]","30077","CountOfClaims_NaturalHazardInsurance_FEMAFloodZoneAE_BuildingStructureAndContents_FloodEvent","[]","[]"
