place_name,dcid
WEST BENGAL,wikidataId/Q1356
ASSAM,wikidataId/Q1164
UTTAR PRADESH,wikidataId/Q1498
ANDHRA PRADESH,wikidataId/Q1159
BIHAR,wikidataId/Q1165
MEGHALAYA,wikidataId/Q1195
JHARKHAND,wikidataId/Q1184
ODISHA,wikidataId/Q22048
MAHARASHTRA,wikidataId/Q1191
ARUNACHAL PRADESH,wikidataId/Q1162
MADHYA PRADESH,wikidataId/Q1188
CHHATTISGARH,wikidataId/Q1168
NAGALAND,wikidataId/Q1599
SIKKIM,wikidataId/Q1505
TELANGANA,wikidataId/Q677037
KARNATAKA,wikidataId/Q1185
UTTARAKHAND,wikidataId/Q1499
TAMIL NADU,wikidataId/Q1445
RAJASTHAN,wikidataId/Q1437
PUNJAB,wikidataId/Q22424
GUJARAT,wikidataId/Q1061
PUDUCHERRY,wikidataId/Q66743
LADAKH,wikidataId/Q200667
KERALA,wikidataId/Q1186
HARYANA,wikidataId/Q1174
JAMMU AND KASHMIR,wikidataId/Q66278313
HIMACHAL PRADESH,wikidataId/Q1177
DELHI,wikidataId/Q1353
UNITED KINGDOM,country/GBR
RUSSIA,country/RUS
TAIWAN,country/TWN
CHINA,country/CHN
UNITED STATES OF AMERICA,country/USA
VIETNAM,country/VNM
JAPAN,country/JPN
NEW ZEALAND,country/NZL
AUSTRALIA,country/AUS
SOUTH AFRICA,country/ZAF
MOZAMBIQUE,country/MOZ
CANADA,country/CAN
SINGAPORE,country/SGP
IRAN,country/IRN
MALAYSIA,country/MYS
UNITED ARAB EMIRATES,country/ARE
THAILAND,country/THA
INDONESIA,country/IDN
COLOMBIA,country/COL
KENYA,country/KEN
GERMANY,country/DEU
POLAND,country/POL
MONGOLIA,country/MNG
LATVIA,country/LVA
SOUTH KOREA,country/KOR
ITALY,country/ITA
OMAN,country/OMN
VIRGIN IS US,country/VIR
EGYPT,country/EGY
AUSTRIA,country/AUT
NETHERLANDS,country/NLD
HONG KONG,country/HKG
SPAIN,country/ESP
BELGIUM,country/BEL
FINLAND,country/FIN
CYPRUS,country/CYP
SWITZERLAND,country/CHE
BANGLADESH,country/BGD
DENMARK,country/DNK
LITHUANIA,country/LTU
BAHARAIN IS,country/BHR
JORDAN,country/JOR
PHILIPPINES,country/PHL
ST LUCIA,country/LCA
BOSNIA AND HERZEGOVINA,country/BIH
MEXICO,country/MEX
IRELAND,country/IRL
PAKISTAN,country/PAK
VENEZUELA,country/VEN
ANDORRA,country/AND
CHAD,country/TCD
CHILE,country/CHL
BHUTAN,country/BTN
PANAMA,country/PAN
US MINOR OUTLYING ISLANDS,country/UMI
ICELAND,country/ISL
MOLDOVA,country/MDA
SAUDI ARABIA,country/SAU
BELARUS,country/BLR
ESTONIA,country/EST
MACAO,country/MAC
KAZAKHSTAN,country/KAZ
KUWAIT,country/KWT
MALTA,country/MLT
MOROCCO,country/MAR
QATAR,country/QAT
ROMANIA,country/ROU
SRI LANKA,country/LKA
TURKEY,country/TUR
UZBEKISTAN,country/UZB
GHANA,country/GHA
NIGERIA,country/NGA
PUERTO RICO,country/PRI
AFGHANISTAN,country/AFG
FRANCE,country/FRA
TANZANIA REP,country/TZA
BOTSWANA,country/BWA
PERU,country/PER
UKRAINE,country/UKR
SERBIA,country/SRB
