unit,smoking,isced11,sex,age,geo\time	2019 	2014 
PC,SM_GE20D,ED0-2,F,TOTAL,AT	5.5 	9.8 
PC,SM_GE20D,ED0-2,F,TOTAL,BE	4.3 u	6.6 u
PC,SM_GE20D,ED0-2,F,TOTAL,BG	3.4 	5.6 
PC,SM_GE20D,ED0-2,F,TOTAL,CY	2.1 	3.1 
PC,SM_GE20D,ED0-2,F,TOTAL,CZ	4.5 	2.1 
PC,SM_GE20D,ED0-2,F,TOTAL,DE	7.0 	3.4 
PC,SM_GE20D,ED0-2,F,TOTAL,DK	2.1 	3.6 
PC,SM_GE20D,ED0-2,F,TOTAL,EE	3.2 	3.2 
PC,SM_GE20D,ED0-2,F,TOTAL,EL	6.3 	8.0 
PC,SM_GE20D,ED0-2,F,TOTAL,ES	3.7 	4.5 
PC,SM_GE20D,ED0-2,F,TOTAL,EU27_2020	3.6 	3.7 
PC,SM_GE20D,ED0-2,F,TOTAL,EU28	: 	3.7 
PC,SM_GE20D,ED0-2,F,TOTAL,FI	2.0 	0 
PC,SM_GE20D,ED0-2,F,TOTAL,FR	2.9 	3.5 
PC,SM_GE20D,ED0-2,F,TOTAL,HR	5.5 	4.7 
PC,SM_GE20D,ED0-2,F,TOTAL,HU	7.5 	4.8 
PC,SM_GE20D,ED0-2,F,TOTAL,IE	4.6 	4.6 
PC,SM_GE20D,ED0-2,F,TOTAL,IS	1.5 	1.9 
PC,SM_GE20D,ED0-2,F,TOTAL,IT	2.3 	2.8 
PC,SM_GE20D,ED0-2,F,TOTAL,LT	0.7 	0.9 
PC,SM_GE20D,ED0-2,F,TOTAL,LU	4.1 	5.3 
PC,SM_GE20D,ED0-2,F,TOTAL,LV	2.2 	2.0 
PC,SM_GE20D,ED0-2,F,TOTAL,MT	5.6 	7.4 
PC,SM_GE20D,ED0-2,F,TOTAL,NL	3.5 	4.7 
PC,SM_GE20D,ED0-2,F,TOTAL,NO	2.0 	3.1 
PC,SM_GE20D,ED0-2,F,TOTAL,PL	4.7 	4.3 
PC,SM_GE20D,ED0-2,F,TOTAL,PT	1.0 	2.2 
PC,SM_GE20D,ED0-2,F,TOTAL,RO	1.1 	0.7 
PC,SM_GE20D,ED0-2,F,TOTAL,RS	11.4 u	: 
PC,SM_GE20D,ED0-2,F,TOTAL,SE	1.5 	1.1 
PC,SM_GE20D,ED0-2,F,TOTAL,SI	3.4 	3.1 
PC,SM_GE20D,ED0-2,F,TOTAL,SK	5.0 	2.6 
PC,SM_GE20D,ED0-2,F,TOTAL,TR	4.1 	4.5 
PC,SM_GE20D,ED0-2,F,TOTAL,UK	: 	4.1 
PC,SM_GE20D,ED0-2,F,Y15-19,AT	2.8 u	0.8 
PC,SM_GE20D,ED0-2,F,Y15-19,BE	3.8 u	0 u
PC,SM_GE20D,ED0-2,F,Y15-19,BG	0 u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,CY	: u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,CZ	0 u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,DE	0 	0.3 
PC,SM_GE20D,ED0-2,F,Y15-19,DK	0 u	0.8 
PC,SM_GE20D,ED0-2,F,Y15-19,EE	0 u	1.5 
PC,SM_GE20D,ED0-2,F,Y15-19,EL	: u	4.2 
PC,SM_GE20D,ED0-2,F,Y15-19,ES	2.8 	1.2 
PC,SM_GE20D,ED0-2,F,Y15-19,EU27_2020	1.5 	: 
PC,SM_GE20D,ED0-2,F,Y15-19,EU28	: 	0.7 
PC,SM_GE20D,ED0-2,F,Y15-19,FI	1.3 	0 
PC,SM_GE20D,ED0-2,F,Y15-19,FR	5.1 	0.4 
PC,SM_GE20D,ED0-2,F,Y15-19,HR	: u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,HU	6.3 u	3.7 
PC,SM_GE20D,ED0-2,F,Y15-19,IE	: u	1.5 
PC,SM_GE20D,ED0-2,F,Y15-19,IS	2.3 u	0.5 
PC,SM_GE20D,ED0-2,F,Y15-19,IT	0.4 	0.7 
PC,SM_GE20D,ED0-2,F,Y15-19,LT	0 u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,LU	2.9 u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,LV	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-19,MT	: u	1.6 
PC,SM_GE20D,ED0-2,F,Y15-19,NL	0 	1.5 
PC,SM_GE20D,ED0-2,F,Y15-19,NO	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-19,PL	1.3 	0.6 
PC,SM_GE20D,ED0-2,F,Y15-19,PT	6.0 u	1.7 
PC,SM_GE20D,ED0-2,F,Y15-19,RO	2.3 	0.3 
PC,SM_GE20D,ED0-2,F,Y15-19,RS	8.1 u	: 
PC,SM_GE20D,ED0-2,F,Y15-19,SE	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-19,SI	2.4 	0 
PC,SM_GE20D,ED0-2,F,Y15-19,SK	0 u	0 
PC,SM_GE20D,ED0-2,F,Y15-19,TR	1.6 	0.5 
PC,SM_GE20D,ED0-2,F,Y15-19,UK	: 	0.8 
PC,SM_GE20D,ED0-2,F,Y15-24,AT	3.1 	7.2 
PC,SM_GE20D,ED0-2,F,Y15-24,BE	0.9 u	: u
PC,SM_GE20D,ED0-2,F,Y15-24,BG	1.2 	3.1 
PC,SM_GE20D,ED0-2,F,Y15-24,CY	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,CZ	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,DE	2.6 	0.7 
PC,SM_GE20D,ED0-2,F,Y15-24,DK	1.4 	2.2 
PC,SM_GE20D,ED0-2,F,Y15-24,EE	0 	0.9 
PC,SM_GE20D,ED0-2,F,Y15-24,EL	0 	5.2 
PC,SM_GE20D,ED0-2,F,Y15-24,ES	1.5 	2.9 
PC,SM_GE20D,ED0-2,F,Y15-24,EU27_2020	1.5 	1.9 
PC,SM_GE20D,ED0-2,F,Y15-24,EU28	: 	1.9 
PC,SM_GE20D,ED0-2,F,Y15-24,FI	0.5 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,FR	2.1 	2.8 
PC,SM_GE20D,ED0-2,F,Y15-24,HR	3.6 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,HU	5.0 	5.5 
PC,SM_GE20D,ED0-2,F,Y15-24,IE	0 	1.4 
PC,SM_GE20D,ED0-2,F,Y15-24,IS	0.5 	1.8 
PC,SM_GE20D,ED0-2,F,Y15-24,IT	0.2 	1.4 
PC,SM_GE20D,ED0-2,F,Y15-24,LT	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,LU	1.0 	1.4 
PC,SM_GE20D,ED0-2,F,Y15-24,LV	0 	0.6 
PC,SM_GE20D,ED0-2,F,Y15-24,MT	4.9 	3.5 
PC,SM_GE20D,ED0-2,F,Y15-24,NL	0 	2.8 
PC,SM_GE20D,ED0-2,F,Y15-24,NO	0.3 	2.0 
PC,SM_GE20D,ED0-2,F,Y15-24,PL	0.9 	0.8 
PC,SM_GE20D,ED0-2,F,Y15-24,PT	0.9 	2.2 
PC,SM_GE20D,ED0-2,F,Y15-24,RO	1.0 	0.3 
PC,SM_GE20D,ED0-2,F,Y15-24,RS	5.4 u	: 
PC,SM_GE20D,ED0-2,F,Y15-24,SE	0 	0.5 
PC,SM_GE20D,ED0-2,F,Y15-24,SI	2.7 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,SK	3.8 	0 
PC,SM_GE20D,ED0-2,F,Y15-24,TR	1.8 	1.1 
PC,SM_GE20D,ED0-2,F,Y15-24,UK	: 	1.6 
PC,SM_GE20D,ED0-2,F,Y15-29,AT	3.6 	9.8 
PC,SM_GE20D,ED0-2,F,Y15-29,BE	2.1 u	3.1 u
PC,SM_GE20D,ED0-2,F,Y15-29,BG	1.0 	3.4 
PC,SM_GE20D,ED0-2,F,Y15-29,CY	0 	1.3 
PC,SM_GE20D,ED0-2,F,Y15-29,CZ	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-29,DE	4.0 	1.9 
PC,SM_GE20D,ED0-2,F,Y15-29,DK	1.3 	2.7 
PC,SM_GE20D,ED0-2,F,Y15-29,EE	2.5 	1.8 
PC,SM_GE20D,ED0-2,F,Y15-29,EL	4.6 	7.5 
PC,SM_GE20D,ED0-2,F,Y15-29,ES	2.4 	4.7 
PC,SM_GE20D,ED0-2,F,Y15-29,EU27_2020	2.2 	2.7 
PC,SM_GE20D,ED0-2,F,Y15-29,EU28	: 	2.6 
PC,SM_GE20D,ED0-2,F,Y15-29,FI	0.4 	0 
PC,SM_GE20D,ED0-2,F,Y15-29,FR	2.4 	3.1 
PC,SM_GE20D,ED0-2,F,Y15-29,HR	6.1 	0 
PC,SM_GE20D,ED0-2,F,Y15-29,HU	6.1 	6.4 
PC,SM_GE20D,ED0-2,F,Y15-29,IE	0.3 	1.3 
PC,SM_GE20D,ED0-2,F,Y15-29,IS	0.7 	1.6 
PC,SM_GE20D,ED0-2,F,Y15-29,IT	0.6 	1.9 
PC,SM_GE20D,ED0-2,F,Y15-29,LT	0 	0 
PC,SM_GE20D,ED0-2,F,Y15-29,LU	1.9 	1.3 
PC,SM_GE20D,ED0-2,F,Y15-29,LV	0.6 	0.5 
PC,SM_GE20D,ED0-2,F,Y15-29,MT	6.8 	6.0 
PC,SM_GE20D,ED0-2,F,Y15-29,NL	0.5 	3.2 
PC,SM_GE20D,ED0-2,F,Y15-29,NO	0.3 	1.9 
PC,SM_GE20D,ED0-2,F,Y15-29,PL	1.6 	1.2 
PC,SM_GE20D,ED0-2,F,Y15-29,PT	0.7 	3.2 
PC,SM_GE20D,ED0-2,F,Y15-29,RO	1.5 	0.7 
PC,SM_GE20D,ED0-2,F,Y15-29,RS	7.0 u	: 
PC,SM_GE20D,ED0-2,F,Y15-29,SE	0.4 	0.4 
PC,SM_GE20D,ED0-2,F,Y15-29,SI	3.1 	0 
PC,SM_GE20D,ED0-2,F,Y15-29,SK	5.5 	2.0 
PC,SM_GE20D,ED0-2,F,Y15-29,TR	1.8 	1.5 
PC,SM_GE20D,ED0-2,F,Y15-29,UK	: 	1.7 
PC,SM_GE20D,ED0-2,F,Y15-44,AT	: 	17.8 
PC,SM_GE20D,ED0-2,F,Y15-44,BE	: 	5.4 u
PC,SM_GE20D,ED0-2,F,Y15-44,BG	: 	10.2 
PC,SM_GE20D,ED0-2,F,Y15-44,CY	: 	4.1 
PC,SM_GE20D,ED0-2,F,Y15-44,CZ	: 	1.3 
PC,SM_GE20D,ED0-2,F,Y15-44,DE	: 	4.8 
PC,SM_GE20D,ED0-2,F,Y15-44,DK	: 	4.8 
PC,SM_GE20D,ED0-2,F,Y15-44,EE	: 	5.4 
PC,SM_GE20D,ED0-2,F,Y15-44,EL	: 	15.3 
PC,SM_GE20D,ED0-2,F,Y15-44,ES	: 	7.2 
PC,SM_GE20D,ED0-2,F,Y15-44,EU27_2020	: 	5.3 
PC,SM_GE20D,ED0-2,F,Y15-44,EU28	: 	5.2 
PC,SM_GE20D,ED0-2,F,Y15-44,FI	: 	0 
PC,SM_GE20D,ED0-2,F,Y15-44,FR	: 	5.3 
PC,SM_GE20D,ED0-2,F,Y15-44,HR	: 	6.5 
PC,SM_GE20D,ED0-2,F,Y15-44,HU	: 	8.4 
PC,SM_GE20D,ED0-2,F,Y15-44,IE	: 	3.3 
PC,SM_GE20D,ED0-2,F,Y15-44,IS	: 	2.5 
PC,SM_GE20D,ED0-2,F,Y15-44,IT	: 	3.6 
PC,SM_GE20D,ED0-2,F,Y15-44,LT	: 	2.4 
PC,SM_GE20D,ED0-2,F,Y15-44,LU	: 	4.9 
PC,SM_GE20D,ED0-2,F,Y15-44,LV	: 	2.8 
PC,SM_GE20D,ED0-2,F,Y15-44,MT	: 	10.3 
PC,SM_GE20D,ED0-2,F,Y15-44,NL	: 	3.7 
PC,SM_GE20D,ED0-2,F,Y15-44,NO	: 	2.0 
PC,SM_GE20D,ED0-2,F,Y15-44,PL	: 	4.9 
PC,SM_GE20D,ED0-2,F,Y15-44,PT	: 	4.3 
PC,SM_GE20D,ED0-2,F,Y15-44,RO	: 	1.1 
PC,SM_GE20D,ED0-2,F,Y15-44,SE	: 	1.2 
PC,SM_GE20D,ED0-2,F,Y15-44,SI	: 	2.4 
PC,SM_GE20D,ED0-2,F,Y15-44,SK	: 	5.4 
PC,SM_GE20D,ED0-2,F,Y15-44,TR	: 	4.2 
PC,SM_GE20D,ED0-2,F,Y15-44,UK	: 	4.2 
PC,SM_GE20D,ED0-2,F,Y15-64,AT	9.1 	15.8 
PC,SM_GE20D,ED0-2,F,Y15-64,BE	6.2 u	9.5 u
PC,SM_GE20D,ED0-2,F,Y15-64,BG	5.4 	8.7 
PC,SM_GE20D,ED0-2,F,Y15-64,CY	3.0 	3.8 
PC,SM_GE20D,ED0-2,F,Y15-64,CZ	6.6 	2.9 
PC,SM_GE20D,ED0-2,F,Y15-64,DE	10.6 	5.7 
PC,SM_GE20D,ED0-2,F,Y15-64,DK	3.1 	5.0 
PC,SM_GE20D,ED0-2,F,Y15-64,EE	5.5 	6.1 
PC,SM_GE20D,ED0-2,F,Y15-64,EL	10.7 	13.5 
PC,SM_GE20D,ED0-2,F,Y15-64,ES	5.7 	6.7 
PC,SM_GE20D,ED0-2,F,Y15-64,EU27_2020	5.6 	5.7 
PC,SM_GE20D,ED0-2,F,Y15-64,EU28	: 	5.7 
PC,SM_GE20D,ED0-2,F,Y15-64,FI	3.3 	0 
PC,SM_GE20D,ED0-2,F,Y15-64,FR	4.5 	5.3 
PC,SM_GE20D,ED0-2,F,Y15-64,HR	13.1 	7.5 
PC,SM_GE20D,ED0-2,F,Y15-64,HU	10.8 	7.5 
PC,SM_GE20D,ED0-2,F,Y15-64,IE	6.1 	5.7 
PC,SM_GE20D,ED0-2,F,Y15-64,IS	1.2 	2.5 
