unit,smoking,quant_inc,sex,age,geo\time	2019 	2014 
PC,SM_CUR,QU2,M,Y15-29,LT	46.3 	30.3 
PC,SM_CUR,QU2,M,Y15-29,LU	17.9 	30.3 u
PC,SM_CUR,QU2,M,Y15-29,LV	31.8 	41.8 
PC,SM_CUR,QU2,M,Y15-29,MT	27.0 	30.7 
PC,SM_CUR,QU2,M,Y15-29,NL	24.8 	36.7 
PC,SM_CUR,QU2,M,Y15-29,NO	23.3 	20.1 
PC,SM_CUR,QU2,M,Y15-29,PL	28.3 	34.9 
PC,SM_CUR,QU2,M,Y15-29,PT	33.1 	38.4 
PC,SM_CUR,QU2,M,Y15-29,RO	29.2 	30.0 
PC,SM_CUR,QU2,M,Y15-29,RS	23.1 	: 
PC,SM_CUR,QU2,M,Y15-29,SE	17.0 	28.8 
PC,SM_CUR,QU2,M,Y15-29,SI	29.6 	34.2 
PC,SM_CUR,QU2,M,Y15-29,SK	16.2 	30.5 
PC,SM_CUR,QU2,M,Y15-29,TR	43.9 	41.1 
PC,SM_CUR,QU2,M,Y15-29,UK	: 	26.0 
PC,SM_CUR,QU2,M,Y15-44,AT	: 	38.7 
PC,SM_CUR,QU2,M,Y15-44,BE	: 	36.2 u
PC,SM_CUR,QU2,M,Y15-44,BG	: 	49.8 
PC,SM_CUR,QU2,M,Y15-44,CY	: 	47.9 
PC,SM_CUR,QU2,M,Y15-44,CZ	: 	36.5 
PC,SM_CUR,QU2,M,Y15-44,DE	: 	32.7 
PC,SM_CUR,QU2,M,Y15-44,DK	: 	25.6 
PC,SM_CUR,QU2,M,Y15-44,EE	: 	43.4 
PC,SM_CUR,QU2,M,Y15-44,EL	: 	47.4 
PC,SM_CUR,QU2,M,Y15-44,ES	: 	34.6 
PC,SM_CUR,QU2,M,Y15-44,EU27_2020	: 	37.3 
PC,SM_CUR,QU2,M,Y15-44,EU28	: 	35.7 
PC,SM_CUR,QU2,M,Y15-44,FI	: 	31.7 
PC,SM_CUR,QU2,M,Y15-44,FR	: 	42.8 
PC,SM_CUR,QU2,M,Y15-44,HR	: 	37.5 
PC,SM_CUR,QU2,M,Y15-44,HU	: 	43.1 
PC,SM_CUR,QU2,M,Y15-44,IE	: 	27.4 
PC,SM_CUR,QU2,M,Y15-44,IS	: 	25.8 
PC,SM_CUR,QU2,M,Y15-44,IT	: 	34.5 
PC,SM_CUR,QU2,M,Y15-44,LT	: 	45.8 
PC,SM_CUR,QU2,M,Y15-44,LU	: 	34.3 
PC,SM_CUR,QU2,M,Y15-44,LV	: 	51.3 
PC,SM_CUR,QU2,M,Y15-44,MT	: 	29.6 
PC,SM_CUR,QU2,M,Y15-44,NL	: 	35.1 
PC,SM_CUR,QU2,M,Y15-44,NO	: 	21.6 
PC,SM_CUR,QU2,M,Y15-44,PL	: 	39.6 
PC,SM_CUR,QU2,M,Y15-44,PT	: 	43.2 
PC,SM_CUR,QU2,M,Y15-44,RO	: 	40.4 
PC,SM_CUR,QU2,M,Y15-44,SE	: 	31.0 
PC,SM_CUR,QU2,M,Y15-44,SI	: 	32.9 
PC,SM_CUR,QU2,M,Y15-44,SK	: 	36.5 
PC,SM_CUR,QU2,M,Y15-44,TR	: 	51.3 
PC,SM_CUR,QU2,M,Y15-44,UK	: 	26.3 
PC,SM_CUR,QU2,M,Y15-64,AT	38.6 	36.2 
PC,SM_CUR,QU2,M,Y15-64,BE	31.9 	34.4 u
PC,SM_CUR,QU2,M,Y15-64,BG	56.5 	49.6 
PC,SM_CUR,QU2,M,Y15-64,CY	39.6 	47.9 
PC,SM_CUR,QU2,M,Y15-64,CZ	36.0 	38.9 
PC,SM_CUR,QU2,M,Y15-64,DE	42.0 	32.3 
PC,SM_CUR,QU2,M,Y15-64,DK	26.1 	25.5 
PC,SM_CUR,QU2,M,Y15-64,EE	41.1 	42.9 
PC,SM_CUR,QU2,M,Y15-64,EL	42.9 	45.3 
PC,SM_CUR,QU2,M,Y15-64,ES	32.6 	35.5 
PC,SM_CUR,QU2,M,Y15-64,EU27_2020	36.3 	37.0 
PC,SM_CUR,QU2,M,Y15-64,EU28	: 	35.6 
PC,SM_CUR,QU2,M,Y15-64,FI	32.5 	30.5 
PC,SM_CUR,QU2,M,Y15-64,FR	36.7 	40.8 
PC,SM_CUR,QU2,M,Y15-64,HR	40.5 	37.0 
PC,SM_CUR,QU2,M,Y15-64,HU	39.9 	43.4 
PC,SM_CUR,QU2,M,Y15-64,IE	27.7 	25.8 
PC,SM_CUR,QU2,M,Y15-64,IS	19.4 	28.7 
PC,SM_CUR,QU2,M,Y15-64,IT	32.3 	34.9 
PC,SM_CUR,QU2,M,Y15-64,LT	50.0 	54.8 
PC,SM_CUR,QU2,M,Y15-64,LU	28.5 	33.6 
PC,SM_CUR,QU2,M,Y15-64,LV	44.9 	48.8 
PC,SM_CUR,QU2,M,Y15-64,MT	32.8 	30.8 
PC,SM_CUR,QU2,M,Y15-64,NL	34.3 	34.2 
PC,SM_CUR,QU2,M,Y15-64,NO	25.5 	22.5 
PC,SM_CUR,QU2,M,Y15-64,PL	33.0 	41.7 
PC,SM_CUR,QU2,M,Y15-64,PT	32.6 	41.0 
PC,SM_CUR,QU2,M,Y15-64,RO	40.1 	40.9 
PC,SM_CUR,QU2,M,Y15-64,RS	38.4 	: 
PC,SM_CUR,QU2,M,Y15-64,SE	17.1 	31.4 
PC,SM_CUR,QU2,M,Y15-64,SI	34.6 	32.8 
PC,SM_CUR,QU2,M,Y15-64,SK	33.5 	38.7 
PC,SM_CUR,QU2,M,Y15-64,TR	49.4 	48.4 
PC,SM_CUR,QU2,M,Y15-64,UK	: 	26.1 
PC,SM_CUR,QU2,M,Y18-24,AT	40.8 	49.3 
PC,SM_CUR,QU2,M,Y18-24,BE	22.7 	: u
PC,SM_CUR,QU2,M,Y18-24,BG	40.1 	50.5 u
PC,SM_CUR,QU2,M,Y18-24,CY	26.2 	40.3 
PC,SM_CUR,QU2,M,Y18-24,CZ	24.6 	: u
PC,SM_CUR,QU2,M,Y18-24,DE	44.4 	27.0 
PC,SM_CUR,QU2,M,Y18-24,DK	40.0 	: u
PC,SM_CUR,QU2,M,Y18-24,EE	51.2 	46.6 u
PC,SM_CUR,QU2,M,Y18-24,EL	32.6 	45.5 u
PC,SM_CUR,QU2,M,Y18-24,ES	31.7 	25.2 
PC,SM_CUR,QU2,M,Y18-24,EU27_2020	37.7 	33.9 
PC,SM_CUR,QU2,M,Y18-24,EU28	: 	31.6 
PC,SM_CUR,QU2,M,Y18-24,FI	53.3 	54.0 u
PC,SM_CUR,QU2,M,Y18-24,FR	47.4 	44.5 
PC,SM_CUR,QU2,M,Y18-24,HR	49.7 	34.9 u
PC,SM_CUR,QU2,M,Y18-24,HU	49.8 	37.1 
PC,SM_CUR,QU2,M,Y18-24,IE	34.5 	: u
PC,SM_CUR,QU2,M,Y18-24,IS	19.5 	43.5 u
PC,SM_CUR,QU2,M,Y18-24,IT	31.5 	30.9 
PC,SM_CUR,QU2,M,Y18-24,LT	52.8 	46.7 u
PC,SM_CUR,QU2,M,Y18-24,LU	34.0 	: u
PC,SM_CUR,QU2,M,Y18-24,LV	26.3 	45.3 u
PC,SM_CUR,QU2,M,Y18-24,MT	28.2 	30.5 u
PC,SM_CUR,QU2,M,Y18-24,NL	24.4 	44.4 u
PC,SM_CUR,QU2,M,Y18-24,NO	29.3 	29.5 
PC,SM_CUR,QU2,M,Y18-24,PL	26.0 	33.7 
PC,SM_CUR,QU2,M,Y18-24,PT	24.2 	41.9 
PC,SM_CUR,QU2,M,Y18-24,RO	33.4 	26.7 
PC,SM_CUR,QU2,M,Y18-24,RS	22.6 	: 
PC,SM_CUR,QU2,M,Y18-24,SE	19.4 	30.5 
PC,SM_CUR,QU2,M,Y18-24,SI	34.5 	36.0 u
PC,SM_CUR,QU2,M,Y18-24,SK	25.3 	35.8 u
PC,SM_CUR,QU2,M,Y18-24,TR	48.5 	46.1 
PC,SM_CUR,QU2,M,Y18-24,UK	: 	19.1 
PC,SM_CUR,QU2,M,Y18-44,AT	: 	40.4 
PC,SM_CUR,QU2,M,Y18-44,BE	: 	38.7 u
PC,SM_CUR,QU2,M,Y18-44,BG	: 	53.9 
PC,SM_CUR,QU2,M,Y18-44,CY	: 	51.7 
PC,SM_CUR,QU2,M,Y18-44,CZ	: 	38.7 
PC,SM_CUR,QU2,M,Y18-44,DE	: 	34.6 
PC,SM_CUR,QU2,M,Y18-44,DK	: 	26.7 
PC,SM_CUR,QU2,M,Y18-44,EE	: 	48.6 
PC,SM_CUR,QU2,M,Y18-44,EL	: 	50.3 
PC,SM_CUR,QU2,M,Y18-44,ES	: 	37.3 
PC,SM_CUR,QU2,M,Y18-44,EU28	: 	38.3 
PC,SM_CUR,QU2,M,Y18-44,FI	: 	33.2 
PC,SM_CUR,QU2,M,Y18-44,FR	: 	46.0 
PC,SM_CUR,QU2,M,Y18-44,HR	: 	41.0 
PC,SM_CUR,QU2,M,Y18-44,HU	: 	45.1 
PC,SM_CUR,QU2,M,Y18-44,IE	: 	29.5 
PC,SM_CUR,QU2,M,Y18-44,IS	: 	28.3 
PC,SM_CUR,QU2,M,Y18-44,IT	: 	37.7 
PC,SM_CUR,QU2,M,Y18-44,LT	: 	56.0 
PC,SM_CUR,QU2,M,Y18-44,LU	: 	35.6 
PC,SM_CUR,QU2,M,Y18-44,LV	: 	58.0 
PC,SM_CUR,QU2,M,Y18-44,MT	: 	32.5 
PC,SM_CUR,QU2,M,Y18-44,NL	: 	37.7 
PC,SM_CUR,QU2,M,Y18-44,NO	: 	24.2 
PC,SM_CUR,QU2,M,Y18-44,PL	: 	42.3 
PC,SM_CUR,QU2,M,Y18-44,PT	: 	46.7 
PC,SM_CUR,QU2,M,Y18-44,RO	: 	44.9 
PC,SM_CUR,QU2,M,Y18-44,SE	: 	31.1 
PC,SM_CUR,QU2,M,Y18-44,SI	: 	35.5 
PC,SM_CUR,QU2,M,Y18-44,SK	: 	38.8 
PC,SM_CUR,QU2,M,Y18-44,TR	: 	57.1 
PC,SM_CUR,QU2,M,Y18-44,UK	: 	28.0 
PC,SM_CUR,QU2,M,Y18-64,AT	: 	37.2 
PC,SM_CUR,QU2,M,Y18-64,BE	: 	35.6 u
PC,SM_CUR,QU2,M,Y18-64,BG	: 	52.0 
PC,SM_CUR,QU2,M,Y18-64,CY	: 	50.2 
PC,SM_CUR,QU2,M,Y18-64,CZ	: 	40.3 
PC,SM_CUR,QU2,M,Y18-64,DE	: 	33.2 
PC,SM_CUR,QU2,M,Y18-64,DK	: 	26.2 
PC,SM_CUR,QU2,M,Y18-64,EE	: 	45.7 
PC,SM_CUR,QU2,M,Y18-64,EL	: 	46.8 
PC,SM_CUR,QU2,M,Y18-64,ES	: 	36.8 
PC,SM_CUR,QU2,M,Y18-64,EU27_2020	: 	38.5 
PC,SM_CUR,QU2,M,Y18-64,EU28	: 	37.1 
PC,SM_CUR,QU2,M,Y18-64,FI	: 	31.4 
PC,SM_CUR,QU2,M,Y18-64,FR	: 	42.4 
PC,SM_CUR,QU2,M,Y18-64,HR	: 	38.9 
PC,SM_CUR,QU2,M,Y18-64,HU	: 	44.6 
PC,SM_CUR,QU2,M,Y18-64,IE	: 	26.9 
PC,SM_CUR,QU2,M,Y18-64,IS	: 	30.6 
PC,SM_CUR,QU2,M,Y18-64,IT	: 	36.7 
PC,SM_CUR,QU2,M,Y18-64,LT	: 	61.0 
PC,SM_CUR,QU2,M,Y18-64,LU	: 	34.3 
PC,SM_CUR,QU2,M,Y18-64,LV	: 	52.2 
PC,SM_CUR,QU2,M,Y18-64,MT	: 	32.3 
PC,SM_CUR,QU2,M,Y18-64,NL	: 	35.7 
PC,SM_CUR,QU2,M,Y18-64,NO	: 	24.3 
PC,SM_CUR,QU2,M,Y18-64,PL	: 	43.5 
PC,SM_CUR,QU2,M,Y18-64,PT	: 	42.8 
PC,SM_CUR,QU2,M,Y18-64,RO	: 	43.6 
PC,SM_CUR,QU2,M,Y18-64,SE	: 	31.5 
PC,SM_CUR,QU2,M,Y18-64,SI	: 	34.0 
PC,SM_CUR,QU2,M,Y18-64,SK	: 	40.2 
PC,SM_CUR,QU2,M,Y18-64,TR	: 	52.1 
PC,SM_CUR,QU2,M,Y18-64,UK	: 	27.2 
PC,SM_CUR,QU2,M,Y20-24,AT	43.4 	59.8 
PC,SM_CUR,QU2,M,Y20-24,BE	17.6 	: u
PC,SM_CUR,QU2,M,Y20-24,BG	47.4 	54.8 u
PC,SM_CUR,QU2,M,Y20-24,CY	31.6 	43.7 u
PC,SM_CUR,QU2,M,Y20-24,CZ	29.1 	: u
PC,SM_CUR,QU2,M,Y20-24,DE	49.1 	28.4 
PC,SM_CUR,QU2,M,Y20-24,DK	37.5 	: u
PC,SM_CUR,QU2,M,Y20-24,EE	60.8 	: u
PC,SM_CUR,QU2,M,Y20-24,EL	36.0 	44.9 u
PC,SM_CUR,QU2,M,Y20-24,ES	36.1 	30.3 u
PC,SM_CUR,QU2,M,Y20-24,EU27_2020	42.0 	: 
PC,SM_CUR,QU2,M,Y20-24,EU28	: 	32.9 
PC,SM_CUR,QU2,M,Y20-24,FI	53.5 	: u
PC,SM_CUR,QU2,M,Y20-24,FR	52.4 	45.4 
PC,SM_CUR,QU2,M,Y20-24,HR	47.3 	: u
PC,SM_CUR,QU2,M,Y20-24,HU	53.2 	40.3 u
PC,SM_CUR,QU2,M,Y20-24,IE	39.6 	: u
PC,SM_CUR,QU2,M,Y20-24,IS	22.4 	: u
PC,SM_CUR,QU2,M,Y20-24,IT	36.3 	29.4 
PC,SM_CUR,QU2,M,Y20-24,LT	57.6 	: u
PC,SM_CUR,QU2,M,Y20-24,LU	37.8 	: u
PC,SM_CUR,QU2,M,Y20-24,LV	29.9 	40.9 u
PC,SM_CUR,QU2,M,Y20-24,MT	35.7 	30.1 u
PC,SM_CUR,QU2,M,Y20-24,NL	26.3 	53.4 u
PC,SM_CUR,QU2,M,Y20-24,NO	33.5 	30.4 u
PC,SM_CUR,QU2,M,Y20-24,PL	33.1 	35.4 
PC,SM_CUR,QU2,M,Y20-24,PT	34.3 	47.0 
PC,SM_CUR,QU2,M,Y20-24,RO	41.4 	27.4 
PC,SM_CUR,QU2,M,Y20-24,RS	20.9 	: 
PC,SM_CUR,QU2,M,Y20-24,SE	21.6 	31.4 
PC,SM_CUR,QU2,M,Y20-24,SI	31.3 	37.3 u
PC,SM_CUR,QU2,M,Y20-24,SK	26.0 	44.5 u
PC,SM_CUR,QU2,M,Y20-24,TR	52.6 	55.0 
PC,SM_CUR,QU2,M,Y20-24,UK	: 	19.8 u
PC,SM_CUR,QU2,M,Y25-29,AT	40.0 	38.6 
PC,SM_CUR,QU2,M,Y25-29,BE	31.2 	41.0 u
PC,SM_CUR,QU2,M,Y25-29,BG	61.1 	47.7 u
PC,SM_CUR,QU2,M,Y25-29,CY	64.3 	60.3 u
PC,SM_CUR,QU2,M,Y25-29,CZ	55.0 	: u
PC,SM_CUR,QU2,M,Y25-29,DE	45.8 	43.6 
PC,SM_CUR,QU2,M,Y25-29,DK	27.8 	36.0 u
PC,SM_CUR,QU2,M,Y25-29,EE	31.1 	: u
PC,SM_CUR,QU2,M,Y25-29,EL	40.4 	37.5 u
PC,SM_CUR,QU2,M,Y25-29,ES	37.7 	46.7 u
PC,SM_CUR,QU2,M,Y25-29,EU27_2020	42.9 	: 
PC,SM_CUR,QU2,M,Y25-29,EU28	: 	44.0 
PC,SM_CUR,QU2,M,Y25-29,FI	22.6 	43.2 u
PC,SM_CUR,QU2,M,Y25-29,FR	50.1 	47.5 
PC,SM_CUR,QU2,M,Y25-29,HR	28.9 	: u
PC,SM_CUR,QU2,M,Y25-29,HU	50.7 	52.2 u
PC,SM_CUR,QU2,M,Y25-29,IE	42.9 	40.6 u
PC,SM_CUR,QU2,M,Y25-29,IS	26.3 	21.5 u
PC,SM_CUR,QU2,M,Y25-29,IT	38.9 	42.5 
PC,SM_CUR,QU2,M,Y25-29,LT	58.5 	: u
PC,SM_CUR,QU2,M,Y25-29,LU	11.6 	36.0 u
PC,SM_CUR,QU2,M,Y25-29,LV	51.1 	: u
PC,SM_CUR,QU2,M,Y25-29,MT	27.5 	46.8 u
PC,SM_CUR,QU2,M,Y25-29,NL	35.3 	45.9 u
PC,SM_CUR,QU2,M,Y25-29,NO	21.7 	21.5 
PC,SM_CUR,QU2,M,Y25-29,PL	46.0 	49.1 
PC,SM_CUR,QU2,M,Y25-29,PT	50.4 	51.0 u
PC,SM_CUR,QU2,M,Y25-29,RO	41.1 	57.2 
PC,SM_CUR,QU2,M,Y25-29,RS	34.5 	: 
PC,SM_CUR,QU2,M,Y25-29,SE	16.9 	27.6 
PC,SM_CUR,QU2,M,Y25-29,SI	33.6 	45.6 u
PC,SM_CUR,QU2,M,Y25-29,SK	13.7 	33.9 u
PC,SM_CUR,QU2,M,Y25-29,TR	57.1 	59.1 
PC,SM_CUR,QU2,M,Y25-29,UK	: 	40.4 
PC,SM_CUR,QU2,M,Y25-34,AT	47.1 	36.4 
PC,SM_CUR,QU2,M,Y25-34,BE	39.7 	38.6 u
PC,SM_CUR,QU2,M,Y25-34,BG	58.1 	47.5 u
PC,SM_CUR,QU2,M,Y25-34,CY	52.2 	55.2 u
PC,SM_CUR,QU2,M,Y25-34,CZ	43.6 	47.1 u
PC,SM_CUR,QU2,M,Y25-34,DE	46.5 	42.1 
PC,SM_CUR,QU2,M,Y25-34,DK	24.3 	33.3 u
PC,SM_CUR,QU2,M,Y25-34,EE	59.4 	42.5 u
PC,SM_CUR,QU2,M,Y25-34,EL	37.3 	56.2 
PC,SM_CUR,QU2,M,Y25-34,ES	38.8 	40.5 
PC,SM_CUR,QU2,M,Y25-34,EU27_2020	41.4 	44.5 
PC,SM_CUR,QU2,M,Y25-34,EU28	: 	43.0 
PC,SM_CUR,QU2,M,Y25-34,FI	29.5 	37.8 
PC,SM_CUR,QU2,M,Y25-34,FR	44.0 	50.7 
PC,SM_CUR,QU2,M,Y25-34,HR	49.6 	39.4 u
PC,SM_CUR,QU2,M,Y25-34,HU	50.8 	55.1 
PC,SM_CUR,QU2,M,Y25-34,IE	31.4 	36.0 
PC,SM_CUR,QU2,M,Y25-34,IS	22.9 	27.9 
PC,SM_CUR,QU2,M,Y25-34,IT	38.8 	43.1 
PC,SM_CUR,QU2,M,Y25-34,LT	54.8 	54.7 u
PC,SM_CUR,QU2,M,Y25-34,LU	23.6 	38.2 u
PC,SM_CUR,QU2,M,Y25-34,LV	57.5 	66.0 u
PC,SM_CUR,QU2,M,Y25-34,MT	38.5 	35.0 
PC,SM_CUR,QU2,M,Y25-34,NL	31.4 	36.2 
PC,SM_CUR,QU2,M,Y25-34,NO	22.5 	27.6 
PC,SM_CUR,QU2,M,Y25-34,PL	41.4 	44.8 
PC,SM_CUR,QU2,M,Y25-34,PT	45.5 	50.6 
PC,SM_CUR,QU2,M,Y25-34,RO	44.1 	60.1 
PC,SM_CUR,QU2,M,Y25-34,RS	34.3 	: 
PC,SM_CUR,QU2,M,Y25-34,SE	17.2 	27.9 
PC,SM_CUR,QU2,M,Y25-34,SI	33.0 	36.6 
PC,SM_CUR,QU2,M,Y25-34,SK	21.4 	36.6 
PC,SM_CUR,QU2,M,Y25-34,TR	56.9 	60.3 
PC,SM_CUR,QU2,M,Y25-34,UK	: 	34.4 
PC,SM_CUR,QU2,M,Y25-64,AT	: 	35.4 
PC,SM_CUR,QU2,M,Y25-64,BE	: 	36.6 u
PC,SM_CUR,QU2,M,Y25-64,BG	: 	52.2 
PC,SM_CUR,QU2,M,Y25-64,CY	: 	52.9 
PC,SM_CUR,QU2,M,Y25-64,CZ	: 	41.1 
PC,SM_CUR,QU2,M,Y25-64,DE	: 	34.4 
PC,SM_CUR,QU2,M,Y25-64,DK	: 	27.0 
PC,SM_CUR,QU2,M,Y25-64,EE	: 	45.6 
PC,SM_CUR,QU2,M,Y25-64,EL	: 	47.0 
PC,SM_CUR,QU2,M,Y25-64,ES	: 	38.2 
PC,SM_CUR,QU2,M,Y25-64,EU27_2020	: 	39.3 
PC,SM_CUR,QU2,M,Y25-64,EU28	: 	38.0 
PC,SM_CUR,QU2,M,Y25-64,FI	: 	27.5 
PC,SM_CUR,QU2,M,Y25-64,FR	: 	42.1 
PC,SM_CUR,QU2,M,Y25-64,HR	: 	39.6 
PC,SM_CUR,QU2,M,Y25-64,HU	: 	45.7 
PC,SM_CUR,QU2,M,Y25-64,IE	: 	26.5 
PC,SM_CUR,QU2,M,Y25-64,IS	: 	29.2 
PC,SM_CUR,QU2,M,Y25-64,IT	: 	37.6 
PC,SM_CUR,QU2,M,Y25-64,LT	: 	63.6 
PC,SM_CUR,QU2,M,Y25-64,LU	: 	34.7 
PC,SM_CUR,QU2,M,Y25-64,LV	: 	53.5 
PC,SM_CUR,QU2,M,Y25-64,MT	: 	32.6 
PC,SM_CUR,QU2,M,Y25-64,NL	: 	34.6 
PC,SM_CUR,QU2,M,Y25-64,NO	: 	23.4 
PC,SM_CUR,QU2,M,Y25-64,PL	: 	45.1 
PC,SM_CUR,QU2,M,Y25-64,PT	: 	43.0 
PC,SM_CUR,QU2,M,Y25-64,RO	: 	46.7 
PC,SM_CUR,QU2,M,Y25-64,SE	: 	31.8 
PC,SM_CUR,QU2,M,Y25-64,SI	: 	33.8 
PC,SM_CUR,QU2,M,Y25-64,SK	: 	41.0 
PC,SM_CUR,QU2,M,Y25-64,TR	: 	53.2 
PC,SM_CUR,QU2,M,Y25-64,UK	: 	28.9 
PC,SM_CUR,QU2,M,Y35-44,AT	44.4 	39.8 
PC,SM_CUR,QU2,M,Y35-44,BE	51.8 	42.7 u
PC,SM_CUR,QU2,M,Y35-44,BG	55.4 	60.2 
PC,SM_CUR,QU2,M,Y35-44,CY	55.7 	60.5 
PC,SM_CUR,QU2,M,Y35-44,CZ	40.1 	33.1 u
PC,SM_CUR,QU2,M,Y35-44,DE	55.1 	32.3 
PC,SM_CUR,QU2,M,Y35-44,DK	31.7 	: u
PC,SM_CUR,QU2,M,Y35-44,EE	40.8 	54.6 u
PC,SM_CUR,QU2,M,Y35-44,EL	50.4 	48.1 
PC,SM_CUR,QU2,M,Y35-44,ES	37.6 	40.8 
PC,SM_CUR,QU2,M,Y35-44,EU27_2020	40.7 	39.8 
PC,SM_CUR,QU2,M,Y35-44,EU28	: 	38.2 
PC,SM_CUR,QU2,M,Y35-44,FI	32.1 	14.1 
PC,SM_CUR,QU2,M,Y35-44,FR	36.5 	42.2 
PC,SM_CUR,QU2,M,Y35-44,HR	49.8 	45.1 
PC,SM_CUR,QU2,M,Y35-44,HU	32.7 	41.9 
PC,SM_CUR,QU2,M,Y35-44,IE	22.1 	24.0 
PC,SM_CUR,QU2,M,Y35-44,IS	10.3 	23.6 
PC,SM_CUR,QU2,M,Y35-44,IT	37.0 	37.5 
PC,SM_CUR,QU2,M,Y35-44,LT	56.0 	63.8 u
PC,SM_CUR,QU2,M,Y35-44,LU	39.5 	35.6 u
PC,SM_CUR,QU2,M,Y35-44,LV	47.3 	61.4 
PC,SM_CUR,QU2,M,Y35-44,MT	37.2 	30.6 
PC,SM_CUR,QU2,M,Y35-44,NL	39.0 	36.2 
PC,SM_CUR,QU2,M,Y35-44,NO	23.3 	17.9 
PC,SM_CUR,QU2,M,Y35-44,PL	30.7 	45.2 
PC,SM_CUR,QU2,M,Y35-44,PT	28.6 	47.8 
PC,SM_CUR,QU2,M,Y35-44,RO	47.9 	45.6 
PC,SM_CUR,QU2,M,Y35-44,RS	53.8 	: 
PC,SM_CUR,QU2,M,Y35-44,SE	12.3 	38.0 u
PC,SM_CUR,QU2,M,Y35-44,SI	41.0 	33.9 u
PC,SM_CUR,QU2,M,Y35-44,SK	46.2 	42.0 
PC,SM_CUR,QU2,M,Y35-44,TR	57.7 	60.9 
PC,SM_CUR,QU2,M,Y35-44,UK	: 	27.8 
PC,SM_CUR,QU2,M,Y45-54,AT	34.0 	36.4 
PC,SM_CUR,QU2,M,Y45-54,BE	24.9 	32.1 u
PC,SM_CUR,QU2,M,Y45-54,BG	70.1 	58.1 
PC,SM_CUR,QU2,M,Y45-54,CY	38.0 	44.7 
PC,SM_CUR,QU2,M,Y45-54,CZ	37.7 	49.2 u
PC,SM_CUR,QU2,M,Y45-54,DE	38.2 	34.2 
PC,SM_CUR,QU2,M,Y45-54,DK	18.2 	20.0 u
PC,SM_CUR,QU2,M,Y45-54,EE	37.1 	52.3 u
PC,SM_CUR,QU2,M,Y45-54,EL	47.5 	46.6 
PC,SM_CUR,QU2,M,Y45-54,ES	29.7 	41.5 
PC,SM_CUR,QU2,M,Y45-54,EU27_2020	35.8 	40.0 
PC,SM_CUR,QU2,M,Y45-54,EU28	: 	38.6 
PC,SM_CUR,QU2,M,Y45-54,FI	26.3 	31.8 
PC,SM_CUR,QU2,M,Y45-54,FR	34.4 	44.2 
PC,SM_CUR,QU2,M,Y45-54,HR	33.6 	30.3 u
PC,SM_CUR,QU2,M,Y45-54,HU	36.4 	51.1 
PC,SM_CUR,QU2,M,Y45-54,IE	27.8 	25.3 
PC,SM_CUR,QU2,M,Y45-54,IS	51.6 	35.9 u
PC,SM_CUR,QU2,M,Y45-54,IT	33.5 	36.9 
PC,SM_CUR,QU2,M,Y45-54,LT	51.5 	69.7 
PC,SM_CUR,QU2,M,Y45-54,LU	26.1 	37.0 
PC,SM_CUR,QU2,M,Y45-54,LV	59.5 	47.0 
PC,SM_CUR,QU2,M,Y45-54,MT	29.1 	40.6 
PC,SM_CUR,QU2,M,Y45-54,NL	44.6 	35.5 
PC,SM_CUR,QU2,M,Y45-54,NO	24.8 	21.9 
PC,SM_CUR,QU2,M,Y45-54,PL	31.3 	50.8 
PC,SM_CUR,QU2,M,Y45-54,PT	37.1 	44.6 
PC,SM_CUR,QU2,M,Y45-54,RO	50.7 	45.0 
PC,SM_CUR,QU2,M,Y45-54,RS	48.2 	: 
PC,SM_CUR,QU2,M,Y45-54,SE	18.5 	34.2 
PC,SM_CUR,QU2,M,Y45-54,SI	42.9 	40.4 
PC,SM_CUR,QU2,M,Y45-54,SK	43.2 	45.2 
PC,SM_CUR,QU2,M,Y45-54,TR	51.6 	48.0 
PC,SM_CUR,QU2,M,Y45-54,UK	: 	26.6 
PC,SM_CUR,QU2,M,Y45-64,AT	33.9 	32.1 
PC,SM_CUR,QU2,M,Y45-64,BE	24.0 	32.3 u
PC,SM_CUR,QU2,M,Y45-64,BG	68.9 	49.2 
PC,SM_CUR,QU2,M,Y45-64,CY	37.2 	47.9 
PC,SM_CUR,QU2,M,Y45-64,CZ	36.9 	42.7 
PC,SM_CUR,QU2,M,Y45-64,DE	38.1 	31.7 
PC,SM_CUR,QU2,M,Y45-64,DK	19.8 	25.5 
PC,SM_CUR,QU2,M,Y45-64,EE	39.7 	42.2 
PC,SM_CUR,QU2,M,Y45-64,EL	47.2 	42.3 
PC,SM_CUR,QU2,M,Y45-64,ES	31.6 	36.4 
PC,SM_CUR,QU2,M,Y45-64,EU27_2020	34.9 	36.6 
PC,SM_CUR,QU2,M,Y45-64,EU28	: 	35.5 
PC,SM_CUR,QU2,M,Y45-64,FI	30.9 	28.1 
PC,SM_CUR,QU2,M,Y45-64,FR	32.1 	37.4 
PC,SM_CUR,QU2,M,Y45-64,HR	35.5 	36.3 
PC,SM_CUR,QU2,M,Y45-64,HU	37.1 	44.0 
PC,SM_CUR,QU2,M,Y45-64,IE	28.0 	22.6 
PC,SM_CUR,QU2,M,Y45-64,IS	21.5 	35.6 
PC,SM_CUR,QU2,M,Y45-64,IT	30.0 	35.4 
PC,SM_CUR,QU2,M,Y45-64,LT	49.2 	66.1 
PC,SM_CUR,QU2,M,Y45-64,LU	26.6 	32.9 
