"Units","MeasurementMethods","ScalingFactors","NumPlaces","StatVar","MinDate","observationPeriods"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OtherChristian_VictimTypeOtherVictimType","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","39","Count_CriminalIncidents_BiasMotivationRace_CounterfeitingOrForgery_IsHateCrime_BlackOrAfricanAmericanAlone","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Count_CriminalIncidents_BiasMotivationGender_Rape_IsHateCrime_Transgender","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","46","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderEthnicityUnknownEthnicity_Heterosexual","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","69","Count_CriminalIncidents_BiasMotivationSexualOrientation_MotorVehicleTheft_IsHateCrime","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationReligion_Impersonation_IsHateCrime_Islam","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","130","Offense_Count_CriminalIncidents_BiasMotivationRace_AllOtherLarceny_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","849","Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_AmericanIndianOrAlaskaNativeAlone_18OrMoreYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Offense_Count_CriminalIncidents_KidnappingOrAbduction_IsHateCrime_VictimTypeMultipleVictimType","2007","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Victim_Count_CriminalIncidents_BiasMotivationGender_DrugEquipmentViolations_IsHateCrime_Transgender","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Count_CriminalIncidents_BiasMotivationReligion_Impersonation_IsHateCrime_OtherReligion","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Offense_Count_CriminalIncidents_CounterfeitingOrForgery_IsHateCrime_OffenderEthnicityMultipleEthnicity","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","29","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_OffenderRaceAsianAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_BiasMotivationReligion_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_OtherReligion","2008","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_PornographyOrObsceneMaterial_IsHateCrime_Heterosexual","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone_VictimTypeOtherVictimType","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Count_CriminalIncidents_BiasMotivationGender_DrugEquipmentViolations_IsHateCrime_Female","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_StolenPropertyOffenses_IsHateCrime_Heterosexual","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Offense_Count_CriminalIncidents_BiasMotivationReligion_Arson_IsHateCrime_Hinduism","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","43","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeSpecialtyStore","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Count_CriminalIncidents_BiasMotivationRace_Prostitution_IsHateCrime_AsianAlone","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityMultipleEthnicity_Female","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","343","Offense_Count_CriminalIncidents_BiasMotivationRace_DrugOrNarcoticViolations_IsHateCrime","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","52","Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2000","[P1Y]"
"[]","[DataCommonsAggregate]","[]","708","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceWhiteAlone_Islam","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","19","Count_CriminalIncidents_BiasMotivationRace_PurseSnatching_IsHateCrime_WhiteAlone","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","209","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderEthnicityUnknownEthnicity","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","203","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_KnownOffender_EasternChristianity","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","948","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_17OrLessYears","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","70","Offense_Count_CriminalIncidents_SexualAssaultWithAnObject_IsHateCrime_VictimTypePerson","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationMultipleBias_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime","2024","[P1Y]"
"[]","[DataCommonsAggregate]","[]","20","Offense_Count_CriminalIncidents_BiasMotivationGender_MotorVehicleTheft_IsHateCrime_Transgender","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1047","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","45","Offense_Count_CriminalIncidents_BiasMotivationReligion_TheftFromBuilding_IsHateCrime_Judaism","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","22","Offense_Count_CriminalIncidents_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_VictimTypeMultipleVictimType","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","60","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_DrugOrNarcoticViolations_IsHateCrime","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","46","Count_CriminalIncidents_BiasMotivationGender_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Male","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_TwoOrMoreRaces","2007","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_StatutoryRape_IsHateCrime","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeCampground","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","39","Offense_Count_CriminalIncidents_BiasMotivationReligion_AggravatedAssault_IsHateCrime_MultipleReligion","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","123","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_LocationOfCrimeFieldOrWoods","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_PornographyOrObsceneMaterial_IsHateCrime_LGBT","2000","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Offense_Count_CriminalIncidents_Robbery_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3158","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstPerson_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","73","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_JehovahsWitnesses","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Offense_Count_CriminalIncidents_BiasMotivationRace_KidnappingOrAbduction_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","159","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_Gay_VictimTypeGovernment","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","152","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_VictimTypeOtherVictimType","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_OtherReligion","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","547","Offense_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Islam","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1415","Offense_Count_CriminalIncidents_CrimeAgainstProperty_IsHateCrime_VictimTypeOtherVictimType","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","76","Count_CriminalIncidents_BiasMotivationSexualOrientation_TheftFromMotorVehicle_IsHateCrime","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4923","Offender_Count_CriminalIncidents_Intimidation_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationMultipleBias_HackingOrComputerInvasion_IsHateCrime","2024","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_Prostitution_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeATMSeparateFromBank","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","18","Count_CriminalIncidents_BiasMotivationSingleBias_Prostitution_IsHateCrime","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_ExtortionOrBlackmail_IsHateCrime_VictimTypeMultipleVictimType","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","907","Count_CriminalIncidents_BiasMotivationRace_Burglary_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","661","Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_Arab_17OrLessYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","203","Offender_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_EasternChristianity","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","36","Offense_Count_CriminalIncidents_BiasMotivationReligion_TheftFromMotorVehicle_IsHateCrime_Catholicism","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderEthnicityMultipleEthnicity_Bisexual","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationRace_PocketPicking_IsHateCrime_TwoOrMoreRaces","2011","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_WireFraud_IsHateCrime_PhysicalDisability","2003","[P1Y]"
"[]","[DataCommonsAggregate]","[]","111","Victim_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_Robbery_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","193","Offender_Count_CriminalIncidents_CounterfeitingOrForgery_IsHateCrime","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Count_CriminalIncidents_BiasMotivationRace_IdentityTheft_IsHateCrime_Arab","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Offense_Count_CriminalIncidents_BiasMotivationReligion_Rape_IsHateCrime_Islam","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationReligion_Rape_IsHateCrime_Catholicism","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","58","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityHispanicOrLatino_TwoOrMoreRaces","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1110","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstProperty_IsHateCrime_LGBT","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityMultipleEthnicity_Protestantism","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","22","Count_CriminalIncidents_BiasMotivationReligion_Shoplifting_IsHateCrime_OtherReligion","2006","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_Bisexual_VictimTypeGovernment","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","279","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeConvenienceStore","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Victim_Count_CriminalIncidents_BiasMotivationReligion_WeaponLawViolations_IsHateCrime_EasternChristianity","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","29","Victim_Count_CriminalIncidents_BiasMotivationEthnicity_Shoplifting_IsHateCrime_HispanicOrLatino","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_BiasMotivationRace_PornographyOrObsceneMaterial_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","191","Offense_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_OtherReligion","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Count_CriminalIncidents_BiasMotivationReligion_Robbery_IsHateCrime_MultipleReligion","2008","[P1Y]"
"[]","[DataCommonsAggregate]","[]","16","Victim_Count_CriminalIncidents_BiasMotivationReligion_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime_Sikhism","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Count_CriminalIncidents_BiasMotivationSexualOrientation_PornographyOrObsceneMaterial_IsHateCrime_Lesbian","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","71","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_IsHateCrime_LocationOfCrimeParkOrPlayground","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1203","Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4908","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_Intimidation_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","419","Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Protestantism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","85","Victim_Count_CriminalIncidents_BiasMotivationRace_Shoplifting_IsHateCrime_BlackOrAfricanAmericanAlone","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","804","Victim_Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_18OrMoreYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","18","Victim_Count_CriminalIncidents_BiasMotivationRace_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_BlackOrAfricanAmericanAlone","2007","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1627","Victim_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_CrimeAgainstPerson_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Offense_Count_CriminalIncidents_BiasMotivationReligion_AnimalCruelty_IsHateCrime","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationEthnicity_NegligentManslaughter_IsHateCrime","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationReligion_TheftFromBuilding_IsHateCrime_OtherChristian","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5459","Victim_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_BlackOrAfricanAmericanAlone_17OrLessYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","804","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Count_CriminalIncidents_BiasMotivationSexualOrientation_CounterfeitingOrForgery_IsHateCrime_Heterosexual","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","474","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_CrimeAgainstPerson_IsHateCrime_MentalDisability","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","292","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_CrimeAgainstProperty_IsHateCrime_MentalDisability","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","260","Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5449","Victim_Count_CriminalIncidents_BiasMotivationSingleBias_CrimeAgainstProperty_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","419","Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Protestantism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Victim_Count_CriminalIncidents_AssistingOrPromotingProstitution_IsHateCrime","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","316","Offense_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_Intimidation_IsHateCrime","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","89","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_Lesbian_VictimTypeBusiness","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_KidnappingOrAbduction_IsHateCrime_MentalDisability","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","155","Offense_Count_CriminalIncidents_Burglary_IsHateCrime_VictimTypeOtherVictimType","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Count_CriminalIncidents_BiasMotivationMultipleBias_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationMultipleBias_MotorVehicleTheft_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2055","Offense_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","22","Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_DrugEquipmentViolations_IsHateCrime","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2401","Offender_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_KnownOffender_Judaism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2771","Offender_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","388","Count_CriminalIncidents_IsHateCrime_VictimTypeLawEnforcementOfficer","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Count_CriminalIncidents_BiasMotivationReligion_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_Islam","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","11","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_StolenPropertyOffenses_IsHateCrime","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","366","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeCyberspace","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","70","Offender_Count_CriminalIncidents_SexualAssaultWithAnObject_IsHateCrime_KnownOffender","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Count_CriminalIncidents_BiasMotivationDisabilityStatus_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_MentalDisability","2006","[P1Y]"
"[]","[DataCommonsAggregate]","[]","100","Count_CriminalIncidents_BiasMotivationRace_StolenPropertyOffenses_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","166","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceUnknownRace_Heterosexual","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7246","Offense_Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_KnownOffender","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1037","Offense_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_DestructionOrDamageOrVandalismOfProperty_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","283","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceWhiteAlone_PhysicalDisability","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Count_CriminalIncidents_BiasMotivationEthnicity_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_HispanicOrLatino","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","11","Offense_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_Sodomy_IsHateCrime","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Count_CriminalIncidents_BiasMotivationGender_Impersonation_IsHateCrime_Female","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","36","Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Offense_Count_CriminalIncidents_AllOtherLarceny_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone","2022","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_HackingOrComputerInvasion_IsHateCrime_OffenderRaceUnknownRace","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","104","Count_CriminalIncidents_BiasMotivationGender_SimpleAssault_IsHateCrime_Female","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","307","Count_CriminalIncidents_BiasMotivationSexualOrientation_Robbery_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_TheftFromCoinOperatedMachineOrDevice_IsHateCrime","2003","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Offense_Count_CriminalIncidents_BiasMotivationRace_Embezzlement_IsHateCrime_Arab","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","28","Count_CriminalIncidents_BiasMotivationReligion_Burglary_IsHateCrime_AtheismOrAgnosticism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Count_CriminalIncidents_BiasMotivationRace_PornographyOrObsceneMaterial_IsHateCrime_AsianAlone","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Count_CriminalIncidents_HackingOrComputerInvasion_IsHateCrime","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","419","Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Judaism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationReligion_IdentityTheft_IsHateCrime_Protestantism","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","25","Offense_Count_CriminalIncidents_BiasMotivationRace_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","11","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_VictimTypeLawEnforcementOfficer","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","59","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceTwoOrMoreRaces_AmericanIndianOrAlaskaNativeAlone","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","28","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityHispanicOrLatino_OtherChristian","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","57","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeCampground","2010","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1487","Offender_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_TwoOrMoreRaces","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","121","Offense_Count_CriminalIncidents_TheftFromBuilding_IsHateCrime_VictimTypeBusiness","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","23","Victim_Count_CriminalIncidents_BiasMotivationRace_CrimeAgainstSociety_IsHateCrime_Arab","2000","[P1Y]"
"[]","[DataCommonsAggregate]","[]","214","Offense_Count_CriminalIncidents_TheftFromBuilding_IsHateCrime_OffenderRaceUnknownRace","1994","[P1Y]"
"[]","[DataCommonsAggregate]","[]","535","Offender_Count_CriminalIncidents_TheftFromMotorVehicle_IsHateCrime_KnownOffender","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","359","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Sikhism_17OrLessYears","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","43","Offense_Count_CriminalIncidents_BiasMotivationGender_Robbery_IsHateCrime_Transgender","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","36","Offense_Count_CriminalIncidents_BiasMotivationReligion_MurderAndNonNegligentManslaughter_IsHateCrime","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","231","Count_CriminalIncidents_IsHateCrime_LocationOfCrimeBodyOfWaterOrBeach","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","62","Offense_Count_CriminalIncidents_Shoplifting_IsHateCrime_VictimTypePerson","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","43","Victim_Count_CriminalIncidents_BiasMotivationGender_Robbery_IsHateCrime_Transgender","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","200","Count_CriminalIncidents_BiasMotivationGender_CrimeAgainstPerson_IsHateCrime_GenderNonConforming","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","100","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityUnknownEthnicity","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Victim_Count_CriminalIncidents_BiasMotivationMultipleBias_WeaponLawViolations_IsHateCrime","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationReligion_ExtortionOrBlackmail_IsHateCrime_MultipleReligion","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityHispanicOrLatino_JehovahsWitnesses","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","33","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Judaism_VictimTypeFinancialInstitution","1992","[P1Y]"
