"Units","MeasurementMethods","ScalingFactors","NumPlaces","StatVar","MinDate","observationPeriods"
"[]","[DataCommonsAggregate]","[]","536","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_KnownOffender_MultipleReligion","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","104","Victim_Count_CriminalIncidents_BiasMotivationGender_SimpleAssault_IsHateCrime_Female","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Offense_Count_CriminalIncidents_BiasMotivationReligion_Impersonation_IsHateCrime_Protestantism","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","18","Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_Female_VictimTypeGovernment","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","624","Offender_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_Transgender","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","116","Offense_Count_CriminalIncidents_BiasMotivationGender_Intimidation_IsHateCrime_Female","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1159","Offense_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_CrimeAgainstProperty_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Victim_Count_CriminalIncidents_BiasMotivationRace_KidnappingOrAbduction_IsHateCrime_Arab","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","31","Offense_Count_CriminalIncidents_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime_OffenderEthnicityUnknownEthnicity","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4885","Offender_Count_CriminalIncidents_DestructionOrDamageOrVandalismOfProperty_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","17","Offender_Count_CriminalIncidents_NegligentManslaughter_IsHateCrime_KnownOffender","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationReligion_Rape_IsHateCrime_Protestantism","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Count_CriminalIncidents_BiasMotivationGender_IdentityTheft_IsHateCrime_Transgender","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","48","Victim_Count_CriminalIncidents_PurseSnatching_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","17","Offense_Count_CriminalIncidents_BiasMotivationReligion_ExtortionOrBlackmail_IsHateCrime","2003","[P1Y]"
"[]","[DataCommonsAggregate]","[]","21","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_SexualAssaultWithAnObject_IsHateCrime_Gay","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","44","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity_EasternChristianity","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_Prostitution_IsHateCrime","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","65","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_Burglary_IsHateCrime_Lesbian","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Victim_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstSociety_IsHateCrime_Buddhism","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","20","Count_CriminalIncidents_BiasMotivationGender_MotorVehicleTheft_IsHateCrime_Transgender","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offender_Count_CriminalIncidents_Bribery_IsHateCrime_KnownOffender","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1332","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_KnownOffender_Lesbian","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationReligion_KidnappingOrAbduction_IsHateCrime_EasternChristianity","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Count_CriminalIncidents_BiasMotivationRace_TheftFromCoinOperatedMachineOrDevice_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_PurseSnatching_IsHateCrime_PhysicalDisability","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","4","Offense_Count_CriminalIncidents_BiasMotivationGender_Sodomy_IsHateCrime_GenderNonConforming","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1163","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Islam","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","76","Offense_Count_CriminalIncidents_BiasMotivationRace_TheftFromMotorVehicle_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","200","Offense_Count_CriminalIncidents_BiasMotivationGender_CrimeAgainstPerson_IsHateCrime_GenderNonConforming","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","292","Offense_Count_CriminalIncidents_WeaponLawViolations_IsHateCrime_VictimTypeSociety","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","40","Count_CriminalIncidents_BiasMotivationRace_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_BlackOrAfricanAmericanAlone","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","11","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Impersonation_IsHateCrime_Gay","2008","[P1Y]"
"[]","[DataCommonsAggregate]","[]","70","Count_CriminalIncidents_Embezzlement_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","43","Offense_Count_CriminalIncidents_BiasMotivationReligion_AllOtherLarceny_IsHateCrime_EasternChristianity","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","87","Victim_Count_CriminalIncidents_BiasMotivationGender_Intimidation_IsHateCrime_GenderNonConforming","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_Sodomy_IsHateCrime_MentalDisability","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_KidnappingOrAbduction_IsHateCrime_Lesbian","2000","[P1Y]"
"[]","[DataCommonsAggregate]","[]","661","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_Arab","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","616","Offense_Count_CriminalIncidents_BiasMotivationReligion_CrimeAgainstProperty_IsHateCrime_Islam","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceNativeHawaiianOrOtherPacificIslanderAlone_Gay","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Catholicism_VictimTypeLawEnforcementOfficer","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","101","Offense_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Sikhism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","93","Victim_Count_CriminalIncidents_BiasMotivationSingleBias_IdentityTheft_IsHateCrime","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","151","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_EasternChristianity_VictimTypePerson","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","166","Count_CriminalIncidents_BiasMotivationRace_DrugEquipmentViolations_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Mormonism_VictimTypeGovernment","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_Embezzlement_IsHateCrime_HispanicOrLatino","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1953","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceWhiteAlone_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationDisabilityStatus_PurseSnatching_IsHateCrime","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_Heterosexual","2007","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationRace_NotSpecified_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Victim_Count_CriminalIncidents_BiasMotivationSingleBias_TheftFromCoinOperatedMachineOrDevice_IsHateCrime","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_KidnappingOrAbduction_IsHateCrime","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","526","Count_CriminalIncidents_BiasMotivationMultipleBias_CrimeAgainstProperty_IsHateCrime","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Victim_Count_CriminalIncidents_BiasMotivationRace_KidnappingOrAbduction_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Victim_Count_CriminalIncidents_BiasMotivationRace_Embezzlement_IsHateCrime_Arab","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","309","Offense_Count_CriminalIncidents_NotSpecified_IsHateCrime_VictimTypePerson","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Victim_Count_CriminalIncidents_BiasMotivationReligion_FalsePretenseOrSwindleOrConfidenceGame_IsHateCrime_Catholicism","2004","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_BiasMotivationReligion_AllOtherLarceny_IsHateCrime_Hinduism","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","16","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_MentalDisability_VictimTypeGovernment","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","131","Offense_Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime_OffenderRaceUnknownRace","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","12","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderEthnicityHispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","23","Victim_Count_CriminalIncidents_BiasMotivationMultipleBias_CrimeAgainstSociety_IsHateCrime","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","18","Offender_Count_CriminalIncidents_Prostitution_IsHateCrime_KnownOffender","2001","[P1Y]"
"[]","[DataCommonsAggregate]","[]","38","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_MotorVehicleTheft_IsHateCrime_Gay","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","29","Offense_Count_CriminalIncidents_Sodomy_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_LocationOfCrimeMissionOrHomelessShelter","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Offense_Count_CriminalIncidents_BiasMotivationReligion_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_EasternChristianity","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderEthnicityUnknownEthnicity_Mormonism","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IdentityTheft_IsHateCrime_PhysicalDisability","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","300","Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstPerson_IsHateCrime_Bisexual","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Victim_Count_CriminalIncidents_BiasMotivationGender_DrugEquipmentViolations_IsHateCrime_Female","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_PurseSnatching_IsHateCrime_Gay","2023","[P1Y]"
"[]","[DataCommonsAggregate]","[]","58","Count_CriminalIncidents_BiasMotivationSexualOrientation_MurderAndNonNegligentManslaughter_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Offense_Count_CriminalIncidents_BiasMotivationRace_WeaponLawViolations_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationRace_Arson_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","63","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeRestaurant","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Offense_Count_CriminalIncidents_Arson_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","156","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeMedicalBusiness","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Victim_Count_CriminalIncidents_BiasMotivationDisabilityStatus_StolenPropertyOffenses_IsHateCrime_MentalDisability","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2012","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderRaceWhiteAlone_HispanicOrLatino","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_HumanTraffickingCommercialSexActs_IsHateCrime","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","427","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceUnknownRace_Protestantism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","49","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_WhiteAlone_VictimTypeReligiousOrganization","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationRace_HumanTraffickingCommercialSexActs_IsHateCrime","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","94","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Buddhism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Victim_Count_CriminalIncidents_BiasMotivationReligion_DrugEquipmentViolations_IsHateCrime_Mormonism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","94","Offense_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceUnknownRace_AtheismOrAgnosticism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_Arab_VictimTypeFinancialInstitution","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","51","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_LocationOfCrimeCommercialOrOfficeBuilding","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2055","Victim_Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_IsHateCrime_18OrMoreYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","25","Victim_Count_CriminalIncidents_BiasMotivationRace_Embezzlement_IsHateCrime_WhiteAlone","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","5","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_Impersonation_IsHateCrime_Heterosexual","2008","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_LocationOfCrimeTribalLands","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","47","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_ExtortionOrBlackmail_IsHateCrime","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","51","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceAmericanIndianOrAlaskaNativeAlone_AsianAlone","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Count_CriminalIncidents_BiasMotivationSexualOrientation_AnimalCruelty_IsHateCrime_LGBT","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Offense_Count_CriminalIncidents_MotorVehicleTheft_IsHateCrime_OffenderEthnicityMultipleEthnicity","2020","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Count_CriminalIncidents_StatutoryRape_IsHateCrime","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","124","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_Heterosexual","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationUnknownBias_IsHateCrime_18OrMoreYears","2018","[P1Y]"
"[]","[DataCommonsAggregate]","[]","20","Offense_Count_CriminalIncidents_BiasMotivationSexualOrientation_Rape_IsHateCrime_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","54","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_JehovahsWitnesses_VictimTypePerson","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","6","Offense_Count_CriminalIncidents_BiasMotivationGender_DrugEquipmentViolations_IsHateCrime_Female","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","767","Victim_Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_Catholicism_18OrMoreYears","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1105","Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_LocationOfCrimeSpecialtyStore","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","29","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_OffenderRaceAsianAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","81","Offense_Count_CriminalIncidents_WeaponLawViolations_IsHateCrime_OffenderRaceUnknownRace","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_LocationOfCrimeATMSeparateFromBank","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","9","Count_CriminalIncidents_BiasMotivationReligion_CreditCardOrAutomatedTellerMachineFraud_IsHateCrime_Catholicism","2005","[P1Y]"
"[]","[DataCommonsAggregate]","[]","45","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_NotSpecified_IsHateCrime_Lesbian","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","24","Count_CriminalIncidents_BiasMotivationDisabilityStatus_DrugOrNarcoticViolations_IsHateCrime_PhysicalDisability","2002","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1303","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_LocationOfCrimeHighwayOrRoadOrAlleyOrStreetOrSidewalk","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","15","Offense_Count_CriminalIncidents_BiasMotivationEthnicity_DrugEquipmentViolations_IsHateCrime_HispanicOrLatino","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","418","Count_CriminalIncidents_BiasMotivationRace_AllOtherLarceny_IsHateCrime_WhiteAlone","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","94","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderEthnicityHispanicOrLatino_Transgender","2014","[P1Y]"
"[]","[DataCommonsAggregate]","[]","17","Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Mormonism","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","206","Count_CriminalIncidents_BiasMotivationReligion_IsHateCrime_OffenderRaceWhiteAlone_Protestantism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","84","Victim_Count_CriminalIncidents_BiasMotivationReligion_Intimidation_IsHateCrime_OtherChristian","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","31","Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_VictimTypeGovernment","2000","[P1Y]"
"[]","[DataCommonsAggregate]","[]","523","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderEthnicityUnknownEthnicity","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationSingleBias_WelfareFraud_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","21","Count_CriminalIncidents_BiasMotivationReligion_DrugEquipmentViolations_IsHateCrime_EasternChristianity","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Victim_Count_CriminalIncidents_BiasMotivationReligion_DrugOrNarcoticViolations_IsHateCrime_MultipleReligion","2006","[P1Y]"
"[]","[DataCommonsAggregate]","[]","10","Victim_Count_CriminalIncidents_Incest_IsHateCrime","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1463","Victim_Count_CriminalIncidents_BiasMotivationRace_Intimidation_IsHateCrime_WhiteAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Offense_Count_CriminalIncidents_CrimeAgainstSociety_IsHateCrime_OffenderRaceAsianAlone","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","419","Victim_Count_CriminalIncidents_BiasMotivationReligion_SimpleAssault_IsHateCrime_Judaism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","316","Victim_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_Intimidation_IsHateCrime","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","107","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceAsianAlone_Gay","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Count_CriminalIncidents_BiasMotivationDisabilityStatus_NotSpecified_IsHateCrime_MentalDisability","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","75","Offense_Count_CriminalIncidents_BiasMotivationGender_IsHateCrime_OffenderRaceUnknownRace_GenderNonConforming","2012","[P1Y]"
"[]","[DataCommonsAggregate]","[]","947","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_LGBT","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","39","Count_CriminalIncidents_BiasMotivationOtherRaceOrEthnicity_WeaponLawViolations_IsHateCrime","1996","[P1Y]"
"[]","[DataCommonsAggregate]","[]","15","Count_CriminalIncidents_BiasMotivationMultipleBias_IsHateCrime_LocationOfCrimeCommunityCenter","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7238","Count_CriminalIncidents_BiasMotivationSingleBias_IsHateCrime_LocationOfCrimeSingleCrimeLocation","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","45","Count_CriminalIncidents_BiasMotivationEthnicity_MurderAndNonNegligentManslaughter_IsHateCrime","1992","[P1Y]"
"[]","[DataCommonsAggregate]","[]","26","Victim_Count_CriminalIncidents_BiasMotivationRace_WeaponLawViolations_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationSexualOrientation_MurderAndNonNegligentManslaughter_IsHateCrime_Lesbian","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationReligion_NotSpecified_IsHateCrime_Buddhism","2017","[P1Y]"
"[]","[DataCommonsAggregate]","[]","8","Count_CriminalIncidents_BiasMotivationRace_MurderAndNonNegligentManslaughter_IsHateCrime_AmericanIndianOrAlaskaNativeAlone","2009","[P1Y]"
"[]","[DataCommonsAggregate]","[]","79","Victim_Count_CriminalIncidents_BiasMotivationReligion_DestructionOrDamageOrVandalismOfProperty_IsHateCrime_AtheismOrAgnosticism","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","78","Offense_Count_CriminalIncidents_Sodomy_IsHateCrime_VictimTypePerson","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","22","Count_CriminalIncidents_BiasMotivationGender_Rape_IsHateCrime_Female","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","80","Offender_Count_CriminalIncidents_PornographyOrObsceneMaterial_IsHateCrime","1995","[P1Y]"
"[]","[DataCommonsAggregate]","[]","455","Offense_Count_CriminalIncidents_BiasMotivationRace_IsHateCrime_OffenderRaceAsianAlone","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","523","Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_OffenderEthnicityUnknownEthnicity_HispanicOrLatino","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2","Victim_Count_CriminalIncidents_BiasMotivationGender_MurderAndNonNegligentManslaughter_IsHateCrime_Male","2016","[P1Y]"
"[]","[DataCommonsAggregate]","[]","27","Offense_Count_CriminalIncidents_BiasMotivationGender_CrimeAgainstSociety_IsHateCrime_Transgender","2015","[P1Y]"
"[]","[DataCommonsAggregate]","[]","302","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderRaceBlackOrAfricanAmericanAlone_Lesbian","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1202","Count_CriminalIncidents_BiasMotivationSingleBias_AllOtherLarceny_IsHateCrime","1993","[P1Y]"
"[]","[DataCommonsAggregate]","[]","13","Offense_Count_CriminalIncidents_BiasMotivationReligion_TheftOfMotorVehiclePartsOrAccessories_IsHateCrime_Catholicism","1999","[P1Y]"
"[]","[DataCommonsAggregate]","[]","14","Victim_Count_CriminalIncidents_BiasMotivationReligion_DrugEquipmentViolations_IsHateCrime_OtherReligion","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","342","Offense_Count_CriminalIncidents_BiasMotivationTransgenderOrGenderNonConforming_CrimeAgainstProperty_IsHateCrime","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","583","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_IsHateCrime_OffenderRaceWhiteAlone","1997","[P1Y]"
"[]","[DataCommonsAggregate]","[]","1110","Victim_Count_CriminalIncidents_BiasMotivationSexualOrientation_CrimeAgainstProperty_IsHateCrime_LGBT","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","7","Count_CriminalIncidents_BiasMotivationGender_StolenPropertyOffenses_IsHateCrime_GenderNonConforming","2019","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Victim_Count_CriminalIncidents_BiasMotivationRace_MotorVehicleTheft_IsHateCrime_NativeHawaiianOrOtherPacificIslanderAlone","2021","[P1Y]"
"[]","[DataCommonsAggregate]","[]","132","Offense_Count_CriminalIncidents_BiasMotivationDisabilityStatus_AggravatedAssault_IsHateCrime_MentalDisability","1998","[P1Y]"
"[]","[DataCommonsAggregate]","[]","2587","Offender_Count_CriminalIncidents_BiasMotivationEthnicity_IsHateCrime_KnownOffender","1991","[P1Y]"
"[]","[DataCommonsAggregate]","[]","439","Count_CriminalIncidents_BiasMotivationSexualOrientation_IsHateCrime_OffenderEthnicityUnknownEthnicity_LGBT","2013","[P1Y]"
"[]","[DataCommonsAggregate]","[]","3","Offense_Count_CriminalIncidents_BiasMotivationMultipleBias_CounterfeitingOrForgery_IsHateCrime","2006","[P1Y]"
