StateCode,StatVar,Date,unit,value
IN-AR,Annual_Generation_Coal_NonCokingCoal,2013-03-01,MetricTon,73000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2006-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2007-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2008-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2009-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2010-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2011-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2012-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2013-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2014-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2015-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2016-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2017-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2018-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2019-03-01,MetricTon,90230000.0
IN-AR,Annual_Reserves_Coal_HighSulphurCoal,2020-03-01,MetricTon,90230000.0
IN-AS,Annual_Generation_Coal_CokingCoal,2020-03-01,MetricTon,0.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2006-03-01,MetricTon,1101000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2007-03-01,MetricTon,1050000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2008-03-01,MetricTon,1101000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2009-03-01,MetricTon,1008999.9999999999
IN-AS,Annual_Generation_Coal_NonCokingCoal,2010-03-01,MetricTon,1113000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2011-03-01,MetricTon,1101000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2012-03-01,MetricTon,602000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2013-03-01,MetricTon,605000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2014-03-01,MetricTon,664000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2015-03-01,MetricTon,779000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2016-03-01,MetricTon,486000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2017-03-01,MetricTon,600000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2018-03-01,MetricTon,781000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2019-03-01,MetricTon,784000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2020-03-01,MetricTon,517000.0
IN-AS,Annual_Generation_Coal_NonCokingCoal,2021-03-01,MetricTon,36000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2006-03-01,MetricTon,372640000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2007-03-01,MetricTon,372640000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2008-03-01,MetricTon,372640000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2009-03-01,MetricTon,384730000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2010-03-01,MetricTon,384730000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2011-03-01,MetricTon,311310000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2012-03-01,MetricTon,505970000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2013-03-01,MetricTon,510520000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2014-03-01,MetricTon,510502000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2015-03-01,MetricTon,510520000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2016-03-01,MetricTon,510520000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2017-03-01,MetricTon,510520000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2018-03-01,MetricTon,513540000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2019-03-01,MetricTon,510520000.0
IN-AS,Annual_Reserves_Coal_HighSulphurCoal,2020-03-01,MetricTon,510520000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2006-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2007-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2008-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2009-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2010-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2011-03-01,MetricTon,202000000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2012-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2013-03-01,MetricTon,2790000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2014-03-01,MetricTon,3630000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2015-03-01,MetricTon,3630000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2016-03-01,MetricTon,14100000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2017-03-01,MetricTon,14100000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2018-03-01,MetricTon,14100000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2019-03-01,MetricTon,14100000.0
IN-AS,Annual_Reserves_Coal_NonCokingCoal,2020-03-01,MetricTon,14100000.0
IN-AS,Annual_Reserves_Coal_SemiCokingCoal,2016-03-01,MetricTon,390000.0
IN-AS,Annual_Reserves_Coal_SemiCokingCoal,2017-03-01,MetricTon,390000.0
IN-AS,Annual_Reserves_Coal_SemiCokingCoal,2018-03-01,MetricTon,390000.0
IN-AS,Annual_Reserves_Coal_SemiCokingCoal,2019-03-01,MetricTon,390000.0
IN-AS,Annual_Reserves_Coal_SemiCokingCoal,2020-03-01,MetricTon,390000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2006-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2007-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2008-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2009-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2010-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2011-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2012-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2013-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2014-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2015-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2016-03-01,MetricTon,160000000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2017-03-01,MetricTon,1353500000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2018-03-01,MetricTon,1366750000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2019-03-01,MetricTon,1833840000.0
IN-BR,Annual_Reserves_Coal_NonCokingCoal,2020-03-01,MetricTon,2751410000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2007-03-01,MetricTon,157000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2008-03-01,MetricTon,159000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2009-03-01,MetricTon,146000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2010-03-01,MetricTon,150000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2011-03-01,MetricTon,163000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2012-03-01,MetricTon,189000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2013-03-01,MetricTon,157000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2014-03-01,MetricTon,125000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2015-03-01,MetricTon,126000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2016-03-01,MetricTon,135000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2017-03-01,MetricTon,110000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2018-03-01,MetricTon,182000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2019-03-01,MetricTon,247000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2020-03-01,MetricTon,250000.0
IN-CT,Annual_Generation_Coal_CokingCoal,2021-03-01,MetricTon,219000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2006-03-01,MetricTon,76208000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2007-03-01,MetricTon,83084000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2008-03-01,MetricTon,90013000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2009-03-01,MetricTon,101776000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2010-03-01,MetricTon,109803000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2011-03-01,MetricTon,113661000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2012-03-01,MetricTon,113769000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2013-03-01,MetricTon,117673000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2014-03-01,MetricTon,126970000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2015-03-01,MetricTon,134638000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2016-03-01,MetricTon,130470000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2017-03-01,MetricTon,138410000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2018-03-01,MetricTon,142364000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2019-03-01,MetricTon,161646000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2020-03-01,MetricTon,157494000.0
IN-CT,Annual_Generation_Coal_NonCokingCoal,2021-03-01,MetricTon,158190000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2006-03-01,MetricTon,41272080000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2007-03-01,MetricTon,41280460000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2008-03-01,MetricTon,43964020000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2009-03-01,MetricTon,44313080000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2010-03-01,MetricTon,46511990000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2011-03-01,MetricTon,49110230000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2012-03-01,MetricTon,50676130000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2013-03-01,MetricTon,51999020000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2014-03-01,MetricTon,52362900000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2015-03-01,MetricTon,54742180000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2016-03-01,MetricTon,55866360000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2017-03-01,MetricTon,56491140000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2018-03-01,MetricTon,57035850000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2019-03-01,MetricTon,59737740000.0
IN-CT,Annual_Reserves_Coal_NonCokingCoal,2020-03-01,MetricTon,69261810000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2006-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2007-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2008-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2009-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2010-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2011-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2012-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2013-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2014-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2015-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2016-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2017-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2018-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2019-03-01,MetricTon,170020000.0
IN-CT,Annual_Reserves_Coal_SemiCokingCoal,2020-03-01,MetricTon,170020000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2006-03-01,MetricTon,8946000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2007-03-01,MetricTon,9808000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2008-03-01,MetricTon,11788000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2009-03-01,MetricTon,10114000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2010-03-01,MetricTon,10526000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2011-03-01,MetricTon,13064000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2012-03-01,MetricTon,14448000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2013-03-01,MetricTon,14528000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2014-03-01,MetricTon,11594000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2015-03-01,MetricTon,12304000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2016-03-01,MetricTon,10124000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2017-03-01,MetricTon,10550000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2018-03-01,MetricTon,13781000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2019-03-01,MetricTon,12566000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2020-03-01,MetricTon,10382000.0
IN-GJ,Annual_Generation_Coal_LigniteCoal,2021-03-01,MetricTon,9533000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2006-03-01,MetricTon,30295000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2007-03-01,MetricTon,31098000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2008-03-01,MetricTon,33566000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2009-03-01,MetricTon,33877000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2010-03-01,MetricTon,43666000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2011-03-01,MetricTon,48945000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2012-03-01,MetricTon,51108000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2013-03-01,MetricTon,51065000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2014-03-01,MetricTon,55088000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2015-03-01,MetricTon,56435000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2016-03-01,MetricTon,58562000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2017-03-01,MetricTon,59620000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2018-03-01,MetricTon,38768000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2019-03-01,MetricTon,39641000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2020-03-01,MetricTon,52364000.0
IN-JH,Annual_Generation_Coal_CokingCoal,2021-03-01,MetricTon,44387000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2006-03-01,MetricTon,55128000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2007-03-01,MetricTon,57666000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2008-03-01,MetricTon,57329000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2009-03-01,MetricTon,62395000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2010-03-01,MetricTon,62251000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2011-03-01,MetricTon,60018000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2012-03-01,MetricTon,58458000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2013-03-01,MetricTon,60209000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2014-03-01,MetricTon,58003000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2015-03-01,MetricTon,67297000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2016-03-01,MetricTon,62505000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2017-03-01,MetricTon,66840000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2018-03-01,MetricTon,84529000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2019-03-01,MetricTon,95025000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2020-03-01,MetricTon,79399000.0
IN-JH,Annual_Generation_Coal_NonCokingCoal,2021-03-01,MetricTon,74909000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2006-03-01,MetricTon,22660730000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2007-03-01,MetricTon,22918260000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2008-03-01,MetricTon,23908020000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2009-03-01,MetricTon,23976670000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2010-03-01,MetricTon,23976670000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2011-03-01,MetricTon,24038140000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2012-03-01,MetricTon,24252610000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2013-03-01,MetricTon,24303380000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2014-03-01,MetricTon,24311420000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2015-03-01,MetricTon,24644080000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2016-03-01,MetricTon,24638580000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2017-03-01,MetricTon,24774830000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2018-03-01,MetricTon,24764030000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2019-03-01,MetricTon,25245690000.0
IN-JH,Annual_Reserves_Coal_MediumCokingCoal,2020-03-01,MetricTon,25245690000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2006-03-01,MetricTon,45175700000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2007-03-01,MetricTon,45412490000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2008-03-01,MetricTon,45490720000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2009-03-01,MetricTon,46673890000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2010-03-01,MetricTon,46925620000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2011-03-01,MetricTon,48836440000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2012-03-01,MetricTon,50042190000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2013-03-01,MetricTon,50336410000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2014-03-01,MetricTon,50343290000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2015-03-01,MetricTon,50343290000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2016-03-01,MetricTon,50466540000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2017-03-01,MetricTon,51603290000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2018-03-01,MetricTon,52326250000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2019-03-01,MetricTon,53198870000.0
IN-JH,Annual_Reserves_Coal_NonCokingCoal,2020-03-01,MetricTon,54295010000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2006-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2007-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2008-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2009-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2010-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2011-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2012-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2013-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2014-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2015-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2016-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2017-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2018-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2019-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_PrimeCokingCoal,2020-03-01,MetricTon,5313060000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2006-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2007-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2008-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2009-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2010-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2011-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2012-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2013-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2014-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2015-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2016-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2017-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2018-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2019-03-01,MetricTon,748340000.0
IN-JH,Annual_Reserves_Coal_SemiCokingCoal,2020-03-01,MetricTon,748340000.0
IN-JK,Annual_Generation_Coal_CokingCoal,2020-03-01,MetricTon,0.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2006-03-01,MetricTon,19000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2007-03-01,MetricTon,16000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2008-03-01,MetricTon,17000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2009-03-01,MetricTon,11000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2010-03-01,MetricTon,23000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2011-03-01,MetricTon,24000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2012-03-01,MetricTon,20000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2013-03-01,MetricTon,19000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2014-03-01,MetricTon,19000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2015-03-01,MetricTon,13000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2016-03-01,MetricTon,15000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2017-03-01,MetricTon,10000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2018-03-01,MetricTon,14000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2019-03-01,MetricTon,13000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2020-03-01,MetricTon,14000.0
IN-JK,Annual_Generation_Coal_NonCokingCoal,2021-03-01,MetricTon,12000.0
