SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,15,Hawaii,1,1360301,681243,679058,87407,45019,42388,148299,76113,72186,68112,34880,33232,130312,70124,60188,1091079,543085,547994,1056483,525231,531252,543529,281422,262107,361706,184851,176855,369327,184071,185256,195138,86185,108953,87407,45019,42388,83361,42847,40514,81539,41699,39840,85994,44590,41404,95829,51981,43848,97302,50683,46619,88031,44921,43110,86756,43994,42762,89617,45253,44364,95787,48213,47574,97978,48831,49147,93340,46148,47192,82222,40879,41343,59170,28849,30321,41353,19140,22213,34675,14940,19735,29702,11904,17798,30238,11352,18886,38.6,37.2,39.9
040,15,Hawaii,2,1360304,681246,679058,87407,45019,42388,148297,76114,72183,68110,34879,33231,130314,70125,60189,1091086,543088,547998,1056490,525234,531256,543530,281423,262107,361706,184851,176855,369332,184073,185259,195138,86185,108953,87407,45019,42388,83361,42847,40514,81536,41699,39837,85993,44590,41403,95831,51982,43849,97302,50683,46619,88031,44921,43110,86756,43994,42762,89617,45253,44364,95788,48213,47575,97979,48831,49148,93342,46149,47193,82223,40880,41343,59170,28849,30321,41353,19140,22213,34675,14940,19735,29702,11904,17798,30238,11352,18886,38.6,37.2,39.9
040,15,Hawaii,3,1364004,683296,680708,87775,45277,42498,148264,76090,72174,67839,34701,33138,131258,70714,60544,1094662,545020,549642,1060126,527228,532898,545082,282403,262679,362496,185379,177117,369749,184251,185498,196623,86884,109739,87775,45277,42498,83258,42795,40463,81517,41686,39831,85812,44543,41269,96774,52481,44293,97827,51022,46805,88685,45298,43387,86325,43809,42516,89659,45250,44409,95344,48011,47333,97856,48764,49092,93506,46203,47303,83043,41273,41770,59962,29226,30736,41767,19380,22387,34476,14882,19594,29756,11912,17844,30662,11484,19178,38.6,37.2,39.9
040,15,Hawaii,4,1379562,691034,688528,90162,46488,43674,149423,76818,72605,66379,33723,32656,132534,71515,61019,1107391,551235,556156,1073598,534005,539593,549386,284573,264813,366618,187520,179098,371346,184887,186459,203100,90083,113017,90162,46488,43674,83850,43243,40607,81718,41760,39958,83429,43196,40233,99339,53857,45482,99742,52080,47662,91885,46876,45009,85193,43303,41890,89798,45261,44537,93606,47174,46432,97016,48309,48707,94403,46610,47793,86321,42794,43527,63044,30837,32207,43446,20341,23105,34298,14953,19345,29864,11913,17951,32448,12039,20409,38.5,37.1,40.0
040,15,Hawaii,5,1395199,699593,695606,91536,47006,44530,150911,77702,73209,65053,33100,31953,133537,72352,61185,1120472,558394,562078,1087699,541785,545914,554973,288387,266586,372605,191273,181332,369394,183585,185809,212163,94575,117588,91536,47006,44530,85362,44204,41158,81771,41836,39935,81405,41956,39449,100963,55158,45805,101445,53379,48066,95357,48752,46605,85815,43608,42207,89988,45534,44454,91208,45764,45444,96169,48042,48127,94922,46768,48154,87095,43011,44084,68138,33399,34739,45743,21584,24159,34152,15099,19053,29907,11897,18010,34223,12596,21627,38.5,37.0,40.0
040,15,Hawaii,6,1408822,707258,701564,92478,47451,45027,152036,78357,73679,64384,32840,31544,133971,73265,60706,1131946,564860,567086,1099924,548610,551314,559793,292061,267732,377667,194290,183377,367181,182162,185019,221105,98893,122212,92478,47451,45027,86147,44471,41676,82118,42220,39898,80044,41273,38771,102082,56498,45584,103021,54448,48573,98433,50269,48164,86947,44276,42671,89266,45297,43969,89096,44596,44500,95218,47605,47613,94784,46681,48103,88083,43280,44803,72384,35459,36925,48508,23016,25492,34704,15459,19245,29574,11844,17730,35935,13115,22820,38.4,36.9,40.1
040,15,Hawaii,7,1415335,711074,704261,93168,47916,45252,151311,77836,73475,63639,32567,31072,132899,72894,60005,1138743,568840,569903,1107217,552755,554462,559816,292720,267096,379409,195557,183852,365137,180998,184139,229772,103306,126466,93168,47916,45252,85606,44041,41565,81836,42093,39743,78425,40482,37943,101982,56681,45301,103425,54779,48646,99996,51086,48910,88451,45280,43171,87537,44412,43125,87737,43973,43764,93956,46863,47093,94556,46709,47847,88888,43453,45435,75494,37050,38444,52176,24897,27279,35488,15845,19643,29145,11901,17244,37469,13613,23856,38.5,37.0,40.2
040,15,Hawaii,8,1422999,715211,707788,93658,48238,45420,151293,77751,73542,63472,32408,31064,130871,72052,58819,1145950,572878,573072,1114576,556814,557762,560484,293495,266989,382242,197171,185071,363124,179949,183175,238339,107642,130697,93658,48238,45420,85649,43916,41733,81745,41971,39774,77908,40298,37610,100334,56026,44308,104912,55559,49353,100913,51785,49128,91064,46490,44574,85353,43337,42016,87477,43907,43570,91936,45932,46004,94285,46514,47771,89426,43596,45830,78703,38612,40091,55322,26499,28823,36651,16525,20126,28789,11869,16920,38874,14137,24737,38.6,37.0,40.2
040,15,Hawaii,9,1428885,718175,710710,92634,47647,44987,152147,78373,73774,62814,32015,30799,127826,70406,57420,1152727,576271,576456,1121290,560140,561150,560620,293534,267086,385529,199006,186523,361498,179174,182324,246437,111554,134883,92634,47647,44987,86574,44545,42029,81122,41721,39401,77543,40053,37490,97548,54475,43073,106725,56492,50233,101311,52298,49013,93300,47580,45720,84193,42636,41557,87518,44006,43512,90124,44981,45143,93527,46161,47366,90329,44026,46303,81527,39837,41690,58045,27893,30152,38187,17386,20801,28573,11892,16681,40105,14546,25559,38.7,37.2,40.4
040,15,Hawaii,10,1425763,715536,710227,90756,47097,43659,152214,78108,74106,62390,31917,30473,123806,67689,56117,1151483,574250,577233,1120403,558414,561989,555002,289638,265364,384816,198380,186436,357588,177124,180464,254193,115221,138972,90756,47097,43659,87070,44580,42490,81154,41876,39278,76631,39495,37136,93555,51763,41792,105630,55961,49669,100505,51715,48790,94925,48308,46617,83756,42396,41360,87119,43798,43321,87493,43439,44054,92422,45831,46591,90554,44056,46498,81875,39854,42021,62725,30192,32533,40082,18420,21662,28322,11895,16427,41189,14860,26329,39.0,37.5,40.7
040,15,Hawaii,11,1423102,713382,709720,88735,45995,42740,152151,78156,73995,62163,31792,30371,120923,65937,54986,1150470,572813,577657,1120053,557439,562614,551127,287254,263873,384099,197734,186365,352887,174804,178083,262144,118964,143180,88735,45995,42740,87523,44956,42567,80686,41409,39277,76069,39355,36714,90959,50165,40794,104350,55205,49145,99233,51121,48112,96563,48997,47566,83953,42411,41542,85890,43298,42592,85366,42318,43048,91459,45325,46134,90172,43863,46309,82703,40083,42620,66333,31818,34515,42404,19685,22719,28762,12201,16561,41942,15177,26765,39.3,37.9,40.9
040,15,Hawaii,12,1415615,709196,706419,86220,44578,41642,151763,77983,73780,61436,31512,29924,118609,64580,54029,1146405,570710,575695,1116196,555123,561073,546190,284921,261269,381652,196735,184917,346921,171648,175273,269014,122160,146854,86220,44578,41642,88018,45360,42658,79252,40529,38723,75716,39249,36467,88822,48937,39885,102055,54083,47972,98205,50630,47575,96664,49104,47560,84728,42918,41810,84006,42216,41790,83643,41430,42213,90041,44493,45548,89231,43509,45722,82970,40046,42924,68969,33130,35839,45505,21148,24357,29343,12465,16878,42227,15371,26856,39.6,38.2,41.2
040,15,Hawaii,13,1410587,706282,704305,84616,43676,40940,151288,77796,73492,61067,31389,29678,117111,63680,53431,1144050,569195,574855,1113616,553421,560195,542326,282939,259387,379421,195651,183770,343016,169631,173385,274068,124459,149609,84616,43676,40940,87803,45305,42498,78758,40272,38486,75213,39006,36207,87692,48282,39410,99495,52816,46679,98110,50576,47534,95715,48668,47047,86101,43591,42510,82061,41181,40880,83355,41339,42016,88500,43689,44811,89100,43422,45678,82894,39914,42980,71299,34253,37046,47491,22080,25411,30008,12852,17156,42376,15360,27016,39.9,38.4,41.5
040,15,Hawaii,14,1407006,704366,702640,84040,43337,40703,150882,77597,73285,60896,31318,29578,116282,63216,53066,1141658,567908,573750,1111188,552114,559074,540169,281841,258328,378238,195089,183149,341588,168901,172687,275080,124908,150172,84040,43337,40703,87555,45186,42369,78574,40193,38381,74824,38793,36031,87107,47959,39148,98412,52284,46128,97947,50501,47446,95419,48530,46889,86460,43774,42686,81388,40828,40560,83325,41334,41991,87874,43389,44485,89001,43350,45651,82862,39866,42996,71844,34502,37342,48085,22349,25736,30143,12942,17201,42146,15249,26897,40.0,38.5,41.6
