Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1929",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,398,000 ","1,212,000 ","1,186,000 ","2,135,000 ","1,081,000 ","1,054,000 ","263,000 ","131,000 ","132,000 "
12,"2,358,000 ","1,190,000 ","1,168,000 ","2,102,000 ","1,063,000 ","1,039,000 ","256,000 ","127,000 ","129,000 "
13,"2,342,000 ","1,179,000 ","1,163,000 ","2,086,000 ","1,053,000 ","1,033,000 ","256,000 ","126,000 ","130,000 "
14,"2,339,000 ","1,175,000 ","1,164,000 ","2,080,000 ","1,048,000 ","1,032,000 ","259,000 ","127,000 ","132,000 "
15,"2,330,000 ","1,167,000 ","1,163,000 ","2,069,000 ","1,040,000 ","1,029,000 ","261,000 ","127,000 ","134,000 "
16,"2,316,000 ","1,157,000 ","1,159,000 ","2,054,000 ","1,030,000 ","1,024,000 ","262,000 ","127,000 ","135,000 "
17,"2,298,000 ","1,145,000 ","1,153,000 ","2,036,000 ","1,019,000 ","1,017,000 ","262,000 ","126,000 ","136,000 "
18,"2,273,000 ","1,129,000 ","1,144,000 ","2,012,000 ","1,004,000 ","1,008,000 ","261,000 ","125,000 ","136,000 "
19,"2,240,000 ","1,110,000 ","1,130,000 ","1,982,000 ","987,000 ","995,000 ","258,000 ","123,000 ","135,000 "
20,"2,209,000 ","1,092,000 ","1,117,000 ","1,954,000 ","971,000 ","983,000 ","255,000 ","121,000 ","134,000 "
21,"2,179,000 ","1,074,000 ","1,105,000 ","1,927,000 ","955,000 ","972,000 ","252,000 ","119,000 ","133,000 "
22,"2,143,000 ","1,055,000 ","1,088,000 ","1,895,000 ","938,000 ","957,000 ","248,000 ","117,000 ","131,000 "
23,"2,103,000 ","1,035,000 ","1,068,000 ","1,859,000 ","920,000 ","939,000 ","244,000 ","115,000 ","129,000 "
24,"2,060,000 ","1,015,000 ","1,045,000 ","1,823,000 ","903,000 ","920,000 ","237,000 ","112,000 ","125,000 "
25,"2,018,000 ","996,000 ","1,022,000 ","1,786,000 ","886,000 ","900,000 ","232,000 ","110,000 ","122,000 "
26,"1,974,000 ","976,000 ","998,000 ","1,749,000 ","869,000 ","880,000 ","225,000 ","107,000 ","118,000 "
27,"1,937,000 ","959,000 ","978,000 ","1,719,000 ","855,000 ","864,000 ","218,000 ","104,000 ","114,000 "
28,"1,910,000 ","948,000 ","962,000 ","1,699,000 ","847,000 ","852,000 ","211,000 ","101,000 ","110,000 "
29,"1,890,000 ","939,000 ","951,000 ","1,686,000 ","841,000 ","845,000 ","204,000 ","98,000 ","106,000 "
30,"1,870,000 ","931,000 ","939,000 ","1,673,000 ","836,000 ","837,000 ","197,000 ","95,000 ","102,000 "
31,"1,847,000 ","922,000 ","925,000 ","1,658,000 ","830,000 ","828,000 ","189,000 ","92,000 ","97,000 "
32,"1,832,000 ","917,000 ","915,000 ","1,648,000 ","827,000 ","821,000 ","184,000 ","90,000 ","94,000 "
33,"1,829,000 ","918,000 ","911,000 ","1,647,000 ","829,000 ","818,000 ","182,000 ","89,000 ","93,000 "
34,"1,834,000 ","923,000 ","911,000 ","1,650,000 ","833,000 ","817,000 ","184,000 ","90,000 ","94,000 "
35,"1,837,000 ","927,000 ","910,000 ","1,652,000 ","837,000 ","815,000 ","185,000 ","90,000 ","95,000 "
36,"1,843,000 ","932,000 ","911,000 ","1,656,000 ","841,000 ","815,000 ","187,000 ","91,000 ","96,000 "
37,"1,829,000 ","928,000 ","901,000 ","1,644,000 ","838,000 ","806,000 ","185,000 ","90,000 ","95,000 "
38,"1,791,000 ","913,000 ","878,000 ","1,613,000 ","826,000 ","787,000 ","178,000 ","87,000 ","91,000 "
39,"1,732,000 ","888,000 ","844,000 ","1,565,000 ","806,000 ","759,000 ","167,000 ","82,000 ","85,000 "
40,"1,677,000 ","865,000 ","812,000 ","1,520,000 ","787,000 ","733,000 ","157,000 ","78,000 ","79,000 "
41,"1,617,000 ","840,000 ","777,000 ","1,471,000 ","767,000 ","704,000 ","146,000 ","73,000 ","73,000 "
42,"1,565,000 ","817,000 ","748,000 ","1,427,000 ","747,000 ","680,000 ","138,000 ","70,000 ","68,000 "
43,"1,529,000 ","799,000 ","730,000 ","1,393,000 ","730,000 ","663,000 ","136,000 ","69,000 ","67,000 "
44,"1,501,000 ","785,000 ","716,000 ","1,365,000 ","715,000 ","650,000 ","136,000 ","70,000 ","66,000 "
45,"1,470,000 ","768,000 ","702,000 ","1,334,000 ","698,000 ","636,000 ","136,000 ","70,000 ","66,000 "
46,"1,440,000 ","752,000 ","688,000 ","1,303,000 ","681,000 ","622,000 ","137,000 ","71,000 ","66,000 "
47,"1,403,000 ","733,000 ","670,000 ","1,268,000 ","662,000 ","606,000 ","135,000 ","71,000 ","64,000 "
48,"1,357,000 ","709,000 ","648,000 ","1,227,000 ","640,000 ","587,000 ","130,000 ","69,000 ","61,000 "
49,"1,306,000 ","682,000 ","624,000 ","1,184,000 ","617,000 ","567,000 ","122,000 ","65,000 ","57,000 "
50,"1,254,000 ","655,000 ","599,000 ","1,140,000 ","593,000 ","547,000 ","114,000 ","62,000 ","52,000 "
51,"1,207,000 ","630,000 ","577,000 ","1,098,000 ","570,000 ","528,000 ","109,000 ","60,000 ","49,000 "
52,"1,156,000 ","603,000 ","553,000 ","1,055,000 ","547,000 ","508,000 ","101,000 ","56,000 ","45,000 "
53,"1,108,000 ","579,000 ","529,000 ","1,014,000 ","526,000 ","488,000 ","94,000 ","53,000 ","41,000 "
54,"1,060,000 ","555,000 ","505,000 ","974,000 ","506,000 ","468,000 ","86,000 ","49,000 ","37,000 "
55,"1,013,000 ","531,000 ","482,000 ","934,000 ","486,000 ","448,000 ","79,000 ","45,000 ","34,000 "
56,"964,000 ","507,000 ","457,000 ","893,000 ","466,000 ","427,000 ","71,000 ","41,000 ","30,000 "
57,"919,000 ","483,000 ","436,000 ","855,000 ","446,000 ","409,000 ","64,000 ","37,000 ","27,000 "
58,"882,000 ","463,000 ","419,000 ","821,000 ","428,000 ","393,000 ","61,000 ","35,000 ","26,000 "
59,"847,000 ","444,000 ","403,000 ","788,000 ","410,000 ","378,000 ","59,000 ","34,000 ","25,000 "
60,"811,000 ","424,000 ","387,000 ","755,000 ","392,000 ","363,000 ","56,000 ","32,000 ","24,000 "
61,"777,000 ","404,000 ","373,000 ","723,000 ","374,000 ","349,000 ","54,000 ","30,000 ","24,000 "
62,"742,000 ","385,000 ","357,000 ","690,000 ","356,000 ","334,000 ","52,000 ","29,000 ","23,000 "
63,"701,000 ","362,000 ","339,000 ","654,000 ","336,000 ","318,000 ","47,000 ","26,000 ","21,000 "
64,"659,000 ","340,000 ","319,000 ","616,000 ","316,000 ","300,000 ","43,000 ","24,000 ","19,000 "
65,"617,000 ","317,000 ","300,000 ","579,000 ","296,000 ","283,000 ","38,000 ","21,000 ","17,000 "
66,"578,000 ","296,000 ","282,000 ","543,000 ","277,000 ","266,000 ","35,000 ","19,000 ","16,000 "
67,"540,000 ","276,000 ","264,000 ","509,000 ","259,000 ","250,000 ","31,000 ","17,000 ","14,000 "
68,"503,000 ","256,000 ","247,000 ","475,000 ","241,000 ","234,000 ","28,000 ","15,000 ","13,000 "
69,"470,000 ","239,000 ","231,000 ","444,000 ","225,000 ","219,000 ","26,000 ","14,000 ","12,000 "
70,"436,000 ","221,000 ","215,000 ","413,000 ","209,000 ","204,000 ","23,000 ","12,000 ","11,000 "
71,"406,000 ","206,000 ","200,000 ","385,000 ","195,000 ","190,000 ","21,000 ","11,000 ","10,000 "
72,"380,000 ","193,000 ","187,000 ","359,000 ","182,000 ","177,000 ","21,000 ","11,000 ","10,000 "
73,"354,000 ","181,000 ","173,000 ","335,000 ","171,000 ","164,000 ","19,000 ","10,000 ","9,000 "
74,"336,000 ","173,000 ","163,000 ","315,000 ","162,000 ","153,000 ","21,000 ","11,000 ","10,000 "
75+,"1,854,000 ","887,000 ","967,000 ","1,729,000 ","827,000 ","902,000 ","125,000 ","60,000 ","65,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
