SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,26,Michigan,1,9883640,4848114,5035526,596286,304587,291699,1175464,601059,574405,572318,294665,277653,973889,494025,479864,7832236,3798521,4033715,7539572,3647803,3891769,3850794,1932200,1918594,2442123,1214154,1227969,2762030,1352440,1409590,1361530,587184,774346,596286,304587,291699,637784,326145,311639,675216,345558,329658,739599,379477,360122,669072,338569,330503,589583,295323,294260,574566,285510,289056,612493,302902,309591,665481,330419,335062,744581,367747,376834,765452,376056,389396,683186,333377,349809,568811,275260,293551,418625,199261,219364,306084,140775,165309,244085,104920,139165,200855,80635,120220,191881,61593,130288,38.9,37.6,40.0
040,26,Michigan,2,9884112,4848476,5035636,596294,304590,291704,1175475,601063,574412,572316,294664,277652,974097,494154,479943,7832691,3798877,4033814,7540027,3648159,3891868,3851207,1932530,1918677,2442328,1214355,1227973,2762061,1352461,1409600,1361541,587189,774352,596294,304590,291704,637791,326149,311642,675218,345557,329661,739741,379553,360188,669138,338622,330516,589665,295403,294262,574635,285578,289057,612527,302937,309590,665501,330437,335064,744597,367761,376836,765463,376063,389400,683189,333376,349813,568812,275261,293551,418627,199262,219365,306084,140776,165308,244087,104920,139167,200861,80637,120224,191882,61594,130288,38.9,37.6,40.0
040,26,Michigan,3,9877597,4845205,5032392,594249,303460,290789,1171098,598831,572267,568859,292821,276038,976451,495418,481033,7834650,3800173,4034477,7543391,3650093,3893298,3842337,1928167,1914170,2433592,1209975,1223617,2767074,1354728,1412346,1366274,589972,776302,594249,303460,290789,634266,324351,309915,673397,344527,328870,734608,377134,357474,674137,341058,333079,588661,295085,293576,575293,285834,289459,605838,299597,306241,663800,329459,334341,740465,365787,374678,764655,375554,389101,686750,335100,351650,575204,278287,296917,420932,200485,220447,307549,141505,166044,243616,104973,138643,200818,80701,120117,193359,62308,131051,38.9,37.7,40.1
040,26,Michigan,4,9883053,4848547,5034506,587002,300232,286770,1157486,592158,565328,557433,286444,270989,993549,504950,488599,7866713,3816882,4049831,7581132,3669713,3911419,3825405,1919859,1905546,2409475,1197525,1211950,2789470,1364604,1424866,1388638,602634,786004,587002,300232,286770,624465,319502,304963,668073,341716,326357,716638,368377,348261,699292,353957,345335,586889,294822,292067,582302,288783,293519,578786,286072,292714,661498,327848,333650,718824,355202,363622,763636,374875,388761,700026,341272,358754,606984,293255,313729,430759,205538,225221,316022,145742,170280,244080,106158,137922,199509,80376,119133,198268,64820,133448,39.2,37.8,40.4
040,26,Michigan,5,9898289,4859376,5038913,579934,296880,283054,1145356,585692,559664,547795,280957,266838,1011506,515209,496297,7903546,3838951,4064595,7625204,3695847,3929357,3819388,1919224,1900164,2394343,1191793,1202550,2776205,1358191,1418014,1443150,630654,812496,579934,296880,283054,619953,317063,302890,659659,337364,322295,701731,360535,341196,723314,366896,356418,586333,295702,290631,588292,292069,296223,566479,280432,286047,653239,323590,329649,698035,344958,353077,754800,371209,383591,714623,347879,366744,608747,294145,314602,465536,222270,243266,331884,153922,177962,245669,107490,138179,196725,79584,117141,203336,67388,135948,39.3,37.9,40.6
040,26,Michigan,6,9914802,4869738,5045064,575334,294611,280723,1134175,579749,554426,540233,276478,263755,1020041,520467,499574,7937629,3858491,4079138,7665060,3718900,3946160,3816992,1919694,1897298,2389880,1190808,1199072,2767445,1354044,1413401,1487694,653581,834113,575334,294611,280723,615729,314854,300875,651608,332954,318654,689422,353684,335738,737690,375202,362488,592306,299578,292728,593067,294899,298168,564142,279621,284521,640365,316710,323655,676586,334652,341934,744240,366093,378147,727113,354176,372937,619506,299123,320383,483451,230752,252699,353168,164235,188933,251002,110620,140382,193166,78354,114812,206907,69620,137287,39.5,38.0,40.8
040,26,Michigan,7,9932033,4881058,5050975,575020,294706,280314,1118095,571255,546840,537495,274695,262800,1019192,520520,498672,7971636,3878573,4093063,7701423,3740402,3961021,3813909,1920314,1893595,2391122,1193446,1197676,2759722,1350704,1409018,1531387,675732,855655,575020,294706,280314,606972,310333,296639,645023,329269,315754,679240,347828,331412,743547,379040,364507,606897,307997,298900,593440,296079,297361,567921,281688,286233,622864,307682,315182,657663,325655,332008,736096,362239,373857,732235,356985,375250,633728,305825,327903,506761,241752,265009,367049,170790,196259,258019,114719,143300,189861,77122,112739,209697,71349,138348,39.5,38.1,40.9
040,26,Michigan,8,9934483,4885706,5048777,572677,293511,279166,1103370,563769,539601,533650,272574,261076,1004746,513518,491228,7992863,3892890,4099973,7724786,3755852,3968934,3801838,1916816,1885022,2395130,1197891,1197239,2752984,1347717,1405267,1571926,696726,875200,572677,293511,279166,600360,306787,293573,634698,324149,310549,673348,344125,329223,733360,374800,358560,628266,319760,308506,591830,296242,295588,575482,285780,289702,599552,296109,303443,649774,321933,327841,720711,354984,365727,733680,358014,375666,648819,312786,336033,531725,253408,278317,377611,176065,201546,262225,117033,145192,188797,77507,111290,211568,72713,138855,39.6,38.1,41.0
040,26,Michigan,9,9954117,4898650,5055467,573695,293835,279860,1094626,559861,534765,526603,268945,257658,987682,505427,482255,8027125,3912838,4114287,7759193,3776009,3983184,3798075,1917616,1880459,2410700,1208116,1202584,2743130,1343142,1399988,1617681,719324,898357,573695,293835,279860,594969,304509,290460,626567,320224,306343,669622,341830,327792,717753,367670,350083,655799,334290,321509,594169,298636,295533,585586,290943,294643,575146,284247,290899,649126,321302,327824,700123,345384,354739,733074,357876,375198,660807,318580,342227,560186,266584,293602,385321,179855,205466,269458,120626,148832,189470,78555,110915,213246,73704,139542,39.6,38.2,41.1
040,26,Michigan,10,9976752,4912208,5064544,574002,293690,280312,1087413,556659,530754,519979,265495,254484,973775,498322,475453,8061870,3932383,4129487,7795358,3796364,3998994,3801264,1921346,1879918,2433737,1221958,1211779,2723198,1333209,1389989,1664648,742875,921773,574002,293690,280312,589849,301968,287881,623791,319120,304671,661892,337989,323903,705635,361399,344236,679919,347350,332569,595948,300300,295648,593940,295470,298470,563930,278838,285092,642547,317985,324562,680493,335511,344982,725376,354676,370700,674782,325037,349745,561960,267433,294527,416094,194431,221663,282814,127212,155602,190767,79661,111106,213013,74138,138875,39.7,38.2,41.1
