Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1913",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
12,"1,919,000 ","971,000 ","948,000 ","1,674,000 ","848,000 ","826,000 ","245,000 ","123,000 ","122,000 "
13,"1,901,000 ","960,000 ","941,000 ","1,661,000 ","840,000 ","821,000 ","240,000 ","120,000 ","120,000 "
14,"1,888,000 ","949,000 ","939,000 ","1,653,000 ","833,000 ","820,000 ","235,000 ","116,000 ","119,000 "
15,"1,875,000 ","939,000 ","936,000 ","1,646,000 ","827,000 ","819,000 ","229,000 ","112,000 ","117,000 "
16,"1,860,000 ","928,000 ","932,000 ","1,637,000 ","820,000 ","817,000 ","223,000 ","108,000 ","115,000 "
17,"1,854,000 ","923,000 ","931,000 ","1,635,000 ","818,000 ","817,000 ","219,000 ","105,000 ","114,000 "
18,"1,859,000 ","925,000 ","934,000 ","1,640,000 ","821,000 ","819,000 ","219,000 ","104,000 ","115,000 "
19,"1,868,000 ","931,000 ","937,000 ","1,648,000 ","827,000 ","821,000 ","220,000 ","104,000 ","116,000 "
20,"1,875,000 ","937,000 ","938,000 ","1,655,000 ","833,000 ","822,000 ","220,000 ","104,000 ","116,000 "
21,"1,883,000 ","942,000 ","941,000 ","1,662,000 ","838,000 ","824,000 ","221,000 ","104,000 ","117,000 "
22,"1,880,000 ","944,000 ","936,000 ","1,660,000 ","840,000 ","820,000 ","220,000 ","104,000 ","116,000 "
23,"1,862,000 ","939,000 ","923,000 ","1,646,000 ","837,000 ","809,000 ","216,000 ","102,000 ","114,000 "
24,"1,833,000 ","930,000 ","903,000 ","1,623,000 ","830,000 ","793,000 ","210,000 ","100,000 ","110,000 "
25,"1,804,000 ","920,000 ","884,000 ","1,599,000 ","822,000 ","777,000 ","205,000 ","98,000 ","107,000 "
26,"1,774,000 ","911,000 ","863,000 ","1,575,000 ","815,000 ","760,000 ","199,000 ","96,000 ","103,000 "
27,"1,738,000 ","897,000 ","841,000 ","1,546,000 ","804,000 ","742,000 ","192,000 ","93,000 ","99,000 "
28,"1,687,000 ","874,000 ","813,000 ","1,505,000 ","785,000 ","720,000 ","182,000 ","89,000 ","93,000 "
29,"1,631,000 ","846,000 ","785,000 ","1,460,000 ","762,000 ","698,000 ","171,000 ","84,000 ","87,000 "
30,"1,574,000 ","818,000 ","756,000 ","1,414,000 ","739,000 ","675,000 ","160,000 ","79,000 ","81,000 "
31,"1,512,000 ","788,000 ","724,000 ","1,364,000 ","714,000 ","650,000 ","148,000 ","74,000 ","74,000 "
32,"1,465,000 ","765,000 ","700,000 ","1,325,000 ","694,000 ","631,000 ","140,000 ","71,000 ","69,000 "
33,"1,445,000 ","756,000 ","689,000 ","1,305,000 ","685,000 ","620,000 ","140,000 ","71,000 ","69,000 "
34,"1,440,000 ","755,000 ","685,000 ","1,297,000 ","682,000 ","615,000 ","143,000 ","73,000 ","70,000 "
35,"1,433,000 ","753,000 ","680,000 ","1,286,000 ","678,000 ","608,000 ","147,000 ","75,000 ","72,000 "
36,"1,429,000 ","753,000 ","676,000 ","1,278,000 ","675,000 ","603,000 ","151,000 ","78,000 ","73,000 "
37,"1,407,000 ","742,000 ","665,000 ","1,256,000 ","664,000 ","592,000 ","151,000 ","78,000 ","73,000 "
38,"1,358,000 ","716,000 ","642,000 ","1,215,000 ","642,000 ","573,000 ","143,000 ","74,000 ","69,000 "
39,"1,293,000 ","681,000 ","612,000 ","1,161,000 ","613,000 ","548,000 ","132,000 ","68,000 ","64,000 "
40,"1,229,000 ","647,000 ","582,000 ","1,109,000 ","585,000 ","524,000 ","120,000 ","62,000 ","58,000 "
41,"1,165,000 ","612,000 ","553,000 ","1,057,000 ","557,000 ","500,000 ","108,000 ","55,000 ","53,000 "
42,"1,113,000 ","584,000 ","529,000 ","1,013,000 ","533,000 ","480,000 ","100,000 ","51,000 ","49,000 "
43,"1,078,000 ","568,000 ","510,000 ","982,000 ","518,000 ","464,000 ","96,000 ","50,000 ","46,000 "
44,"1,057,000 ","560,000 ","497,000 ","961,000 ","509,000 ","452,000 ","96,000 ","51,000 ","45,000 "
45,"1,033,000 ","549,000 ","484,000 ","938,000 ","498,000 ","440,000 ","95,000 ","51,000 ","44,000 "
46,"1,007,000 ","538,000 ","469,000 ","912,000 ","486,000 ","426,000 ","95,000 ","52,000 ","43,000 "
47,"982,000 ","527,000 ","455,000 ","890,000 ","476,000 ","414,000 ","92,000 ","51,000 ","41,000 "
48,"958,000 ","515,000 ","443,000 ","868,000 ","465,000 ","403,000 ","90,000 ","50,000 ","40,000 "
49,"933,000 ","503,000 ","430,000 ","848,000 ","455,000 ","393,000 ","85,000 ","48,000 ","37,000 "
50,"911,000 ","492,000 ","419,000 ","828,000 ","445,000 ","383,000 ","83,000 ","47,000 ","36,000 "
51,"890,000 ","482,000 ","408,000 ","811,000 ","437,000 ","374,000 ","79,000 ","45,000 ","34,000 "
52,"858,000 ","465,000 ","393,000 ","783,000 ","422,000 ","361,000 ","75,000 ","43,000 ","32,000 "
53,"811,000 ","439,000 ","372,000 ","741,000 ","399,000 ","342,000 ","70,000 ","40,000 ","30,000 "
54,"752,000 ","406,000 ","346,000 ","689,000 ","370,000 ","319,000 ","63,000 ","36,000 ","27,000 "
55,"696,000 ","375,000 ","321,000 ","640,000 ","343,000 ","297,000 ","56,000 ","32,000 ","24,000 "
56,"636,000 ","341,000 ","295,000 ","588,000 ","314,000 ","274,000 ","48,000 ","27,000 ","21,000 "
57,"591,000 ","316,000 ","275,000 ","547,000 ","291,000 ","256,000 ","44,000 ","25,000 ","19,000 "
58,"564,000 ","301,000 ","263,000 ","522,000 ","277,000 ","245,000 ","42,000 ","24,000 ","18,000 "
59,"553,000 ","294,000 ","259,000 ","510,000 ","270,000 ","240,000 ","43,000 ","24,000 ","19,000 "
60,"538,000 ","285,000 ","253,000 ","495,000 ","261,000 ","234,000 ","43,000 ","24,000 ","19,000 "
61,"526,000 ","278,000 ","248,000 ","483,000 ","254,000 ","229,000 ","43,000 ","24,000 ","19,000 "
62,"508,000 ","268,000 ","240,000 ","465,000 ","244,000 ","221,000 ","43,000 ","24,000 ","19,000 "
63,"481,000 ","252,000 ","229,000 ","441,000 ","230,000 ","211,000 ","40,000 ","22,000 ","18,000 "
64,"449,000 ","235,000 ","214,000 ","413,000 ","215,000 ","198,000 ","36,000 ","20,000 ","16,000 "
65,"419,000 ","218,000 ","201,000 ","386,000 ","200,000 ","186,000 ","33,000 ","18,000 ","15,000 "
66,"390,000 ","203,000 ","187,000 ","360,000 ","186,000 ","174,000 ","30,000 ","17,000 ","13,000 "
67,"362,000 ","187,000 ","175,000 ","335,000 ","172,000 ","163,000 ","27,000 ","15,000 ","12,000 "
68,"335,000 ","172,000 ","163,000 ","311,000 ","159,000 ","152,000 ","24,000 ","13,000 ","11,000 "
69,"309,000 ","158,000 ","151,000 ","287,000 ","146,000 ","141,000 ","22,000 ","12,000 ","10,000 "
70,"283,000 ","144,000 ","139,000 ","264,000 ","134,000 ","130,000 ","19,000 ","10,000 ","9,000 "
71,"259,000 ","131,000 ","128,000 ","242,000 ","122,000 ","120,000 ","17,000 ","9,000 ","8,000 "
72,"239,000 ","121,000 ","118,000 ","222,000 ","112,000 ","110,000 ","17,000 ","9,000 ","8,000 "
73,"219,000 ","110,000 ","109,000 ","203,000 ","102,000 ","101,000 ","16,000 ","8,000 ","8,000 "
74,"203,000 ","101,000 ","102,000 ","187,000 ","93,000 ","94,000 ","16,000 ","8,000 ","8,000 "
75+,"1,263,000 ","608,000 ","655,000 ","1,163,000 ","560,000 ","603,000 ","100,000 ","48,000 ","52,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
