Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1962",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female
,,,,,,,,,,,,
All ages,"186,537,737 ","92,066,119 ","94,471,618 ","164,884,753 ","81,538,592 ","83,346,161 ","19,852,037 ","9,593,142 ","10,258,895 ","1,800,947 ","934,385 ","866,562 "
,,,,,,,,,,,,
0,"4,083,751 ","2,076,625 ","2,007,126 ","3,466,823 ","1,768,378 ","1,698,445 ","562,192 ","280,766 ","281,426 ","54,736 ","27,481 ","27,255 "
1,"4,160,703 ","2,115,331 ","2,045,372 ","3,545,717 ","1,808,246 ","1,737,471 ","563,653 ","280,893 ","282,760 ","51,333 ","26,192 ","25,141 "
2,"4,034,016 ","2,050,911 ","1,983,105 ","3,440,415 ","1,754,881 ","1,685,534 ","545,277 ","271,661 ","273,616 ","48,324 ","24,369 ","23,955 "
3,"4,060,410 ","2,060,153 ","2,000,257 ","3,465,143 ","1,763,248 ","1,701,895 ","549,080 ","273,603 ","275,477 ","46,187 ","23,302 ","22,885 "
4,"4,129,913 ","2,102,309 ","2,027,604 ","3,536,095 ","1,804,245 ","1,731,850 ","547,535 ","274,576 ","272,959 ","46,283 ","23,488 ","22,795 "
5,"4,137,071 ","2,105,883 ","2,031,188 ","3,534,219 ","1,803,696 ","1,730,523 ","552,691 ","276,755 ","275,936 ","50,161 ","25,432 ","24,729 "
6,"3,971,329 ","2,016,615 ","1,954,714 ","3,392,395 ","1,727,423 ","1,664,972 ","531,033 ","264,974 ","266,059 ","47,901 ","24,218 ","23,683 "
7,"3,962,111 ","2,015,113 ","1,946,998 ","3,391,352 ","1,729,648 ","1,661,704 ","525,771 ","262,646 ","263,125 ","44,988 ","22,819 ","22,169 "
8,"3,820,035 ","1,942,948 ","1,877,087 ","3,289,490 ","1,677,215 ","1,612,275 ","489,359 ","244,793 ","244,566 ","41,186 ","20,940 ","20,246 "
9,"3,750,578 ","1,909,927 ","1,840,651 ","3,236,129 ","1,651,782 ","1,584,347 ","474,567 ","237,867 ","236,700 ","39,882 ","20,278 ","19,604 "
10,"3,717,727 ","1,893,602 ","1,824,125 ","3,208,779 ","1,639,654 ","1,569,125 ","470,173 ","234,382 ","235,791 ","38,775 ","19,566 ","19,209 "
11,"3,606,125 ","1,832,643 ","1,773,482 ","3,105,131 ","1,582,643 ","1,522,488 ","462,763 ","230,719 ","232,044 ","38,231 ","19,281 ","18,950 "
12,"3,485,569 ","1,773,348 ","1,712,221 ","3,004,570 ","1,532,599 ","1,471,971 ","443,925 ","221,952 ","221,973 ","37,074 ","18,797 ","18,277 "
13,"3,446,619 ","1,748,933 ","1,697,686 ","2,990,597 ","1,521,045 ","1,469,552 ","421,048 ","210,127 ","210,921 ","34,974 ","17,761 ","17,213 "
14,"3,537,894 ","1,796,820 ","1,741,074 ","3,095,442 ","1,575,011 ","1,520,431 ","406,787 ","203,610 ","203,177 ","35,665 ","18,199 ","17,466 "
15,"3,769,670 ","1,918,224 ","1,851,446 ","3,346,674 ","1,706,634 ","1,640,040 ","390,702 ","195,194 ","195,508 ","32,294 ","16,396 ","15,898 "
16,"2,700,044 ","1,369,907 ","1,330,137 ","2,362,671 ","1,202,420 ","1,160,251 ","310,301 ","153,822 ","156,479 ","27,072 ","13,665 ","13,407 "
17,"2,751,782 ","1,391,957 ","1,359,825 ","2,400,314 ","1,217,493 ","1,182,821 ","323,957 ","160,348 ","163,609 ","27,511 ","14,116 ","13,395 "
18,"2,816,416 ","1,423,733 ","1,392,683 ","2,485,013 ","1,258,812 ","1,226,201 ","304,421 ","150,914 ","153,507 ","26,982 ","14,007 ","12,975 "
19,"2,912,447 ","1,469,619 ","1,442,828 ","2,589,802 ","1,311,081 ","1,278,721 ","295,463 ","144,547 ","150,916 ","27,182 ","13,991 ","13,191 "
20,"2,620,396 ","1,320,597 ","1,299,799 ","2,300,146 ","1,164,595 ","1,135,551 ","292,900 ","141,521 ","151,379 ","27,350 ","14,481 ","12,869 "
21,"2,464,576 ","1,238,925 ","1,225,651 ","2,157,188 ","1,090,489 ","1,066,699 ","280,283 ","134,232 ","146,051 ","27,105 ","14,204 ","12,901 "
22,"2,322,896 ","1,159,775 ","1,163,121 ","2,035,381 ","1,022,390 ","1,012,991 ","261,568 ","124,265 ","137,303 ","25,947 ","13,120 ","12,827 "
23,"2,281,132 ","1,135,223 ","1,145,909 ","2,002,560 ","1,002,593 ","999,967 ","252,441 ","119,729 ","132,712 ","26,131 ","12,901 ","13,230 "
24,"2,270,117 ","1,129,985 ","1,140,132 ","1,993,167 ","998,476 ","994,691 ","250,281 ","118,504 ","131,777 ","26,669 ","13,005 ","13,664 "
25,"2,197,507 ","1,091,744 ","1,105,763 ","1,931,537 ","966,641 ","964,896 ","242,443 ","113,771 ","128,672 ","23,527 ","11,332 ","12,195 "
26,"2,171,778 ","1,078,129 ","1,093,649 ","1,911,146 ","955,864 ","955,282 ","237,934 ","111,516 ","126,418 ","22,698 ","10,749 ","11,949 "
27,"2,182,297 ","1,081,287 ","1,101,010 ","1,917,044 ","957,175 ","959,869 ","238,015 ","111,409 ","126,606 ","27,238 ","12,703 ","14,535 "
28,"2,127,996 ","1,055,224 ","1,072,772 ","1,870,317 ","934,971 ","935,346 ","233,221 ","108,806 ","124,415 ","24,458 ","11,447 ","13,011 "
29,"2,177,651 ","1,082,223 ","1,095,428 ","1,910,920 ","957,242 ","953,678 ","238,147 ","111,393 ","126,754 ","28,584 ","13,588 ","14,996 "
30,"2,265,719 ","1,126,289 ","1,139,430 ","1,985,387 ","994,923 ","990,464 ","249,741 ","116,650 ","133,091 ","30,591 ","14,716 ","15,875 "
31,"2,280,054 ","1,131,675 ","1,148,379 ","2,005,998 ","1,003,904 ","1,002,094 ","244,436 ","113,605 ","130,831 ","29,620 ","14,166 ","15,454 "
32,"2,317,585 ","1,147,201 ","1,170,384 ","2,043,802 ","1,020,116 ","1,023,686 ","244,932 ","113,421 ","131,511 ","28,851 ","13,664 ","15,187 "
33,"2,358,428 ","1,164,983 ","1,193,445 ","2,083,414 ","1,037,320 ","1,046,094 ","246,207 ","114,066 ","132,141 ","28,807 ","13,597 ","15,210 "
34,"2,415,151 ","1,190,269 ","1,224,882 ","2,134,936 ","1,059,826 ","1,075,110 ","251,693 ","116,968 ","134,725 ","28,522 ","13,475 ","15,047 "
35,"2,449,621 ","1,204,685 ","1,244,936 ","2,171,364 ","1,074,668 ","1,096,696 ","250,941 ","117,004 ","133,937 ","27,316 ","13,013 ","14,303 "
36,"2,475,642 ","1,214,734 ","1,260,908 ","2,198,599 ","1,084,706 ","1,113,893 ","250,598 ","117,236 ","133,362 ","26,445 ","12,792 ","13,653 "
37,"2,498,551 ","1,223,523 ","1,275,028 ","2,223,429 ","1,093,964 ","1,129,465 ","249,556 ","116,981 ","132,575 ","25,566 ","12,578 ","12,988 "
38,"2,521,431 ","1,232,803 ","1,288,628 ","2,248,675 ","1,104,139 ","1,144,536 ","247,968 ","116,220 ","131,748 ","24,788 ","12,444 ","12,344 "
39,"2,528,331 ","1,235,188 ","1,293,143 ","2,259,520 ","1,108,331 ","1,151,189 ","244,886 ","114,627 ","130,259 ","23,925 ","12,230 ","11,695 "
40,"2,506,986 ","1,224,723 ","1,282,263 ","2,244,400 ","1,100,795 ","1,143,605 ","239,820 ","112,171 ","127,649 ","22,766 ","11,757 ","11,009 "
41,"2,462,691 ","1,203,774 ","1,258,917 ","2,208,145 ","1,083,712 ","1,124,433 ","233,132 ","108,952 ","124,180 ","21,414 ","11,110 ","10,304 "
42,"2,412,210 ","1,179,972 ","1,232,238 ","2,166,066 ","1,063,847 ","1,102,219 ","226,111 ","105,680 ","120,431 ","20,033 ","10,445 ","9,588 "
43,"2,356,871 ","1,153,983 ","1,202,888 ","2,119,536 ","1,041,847 ","1,077,689 ","218,730 ","102,383 ","116,347 ","18,605 ","9,753 ","8,852 "
44,"2,306,453 ","1,130,525 ","1,175,928 ","2,076,522 ","1,021,574 ","1,054,948 ","212,532 ","99,744 ","112,788 ","17,399 ","9,207 ","8,192 "
45,"2,272,120 ","1,114,769 ","1,157,351 ","2,046,449 ","1,007,416 ","1,039,033 ","208,984 ","98,373 ","110,611 ","16,687 ","8,980 ","7,707 "
46,"2,252,143 ","1,105,870 ","1,146,273 ","2,027,990 ","998,710 ","1,029,280 ","207,749 ","98,143 ","109,606 ","16,404 ","9,017 ","7,387 "
47,"2,224,855 ","1,093,445 ","1,131,410 ","2,002,836 ","986,809 ","1,016,027 ","205,899 ","97,577 ","108,322 ","16,120 ","9,059 ","7,061 "
48,"2,184,752 ","1,074,689 ","1,110,063 ","1,966,214 ","969,312 ","996,902 ","202,778 ","96,324 ","106,454 ","15,760 ","9,053 ","6,707 "
49,"2,138,487 ","1,052,405 ","1,086,082 ","1,924,834 ","949,055 ","975,779 ","198,305 ","94,346 ","103,959 ","15,348 ","9,004 ","6,344 "
50,"2,091,873 ","1,029,070 ","1,062,803 ","1,884,620 ","928,543 ","956,077 ","192,367 ","91,631 ","100,736 ","14,886 ","8,896 ","5,990 "
51,"2,038,684 ","1,001,992 ","1,036,692 ","1,840,019 ","905,456 ","934,563 ","184,347 ","87,825 ","96,522 ","14,318 ","8,711 ","5,607 "
52,"1,995,779 ","979,719 ","1,016,060 ","1,803,945 ","886,324 ","917,621 ","177,864 ","84,777 ","93,087 ","13,970 ","8,618 ","5,352 "
53,"1,973,331 ","967,051 ","1,006,280 ","1,785,018 ","875,147 ","909,871 ","174,394 ","83,249 ","91,145 ","13,919 ","8,655 ","5,264 "
54,"1,951,592 ","954,584 ","997,008 ","1,765,911 ","863,748 ","902,163 ","171,557 ","82,064 ","89,493 ","14,124 ","8,772 ","5,352 "
55,"1,909,268 ","932,216 ","977,052 ","1,727,639 ","843,194 ","884,445 ","167,145 ","80,119 ","87,026 ","14,484 ","8,903 ","5,581 "
56,"1,856,471 ","905,182 ","951,289 ","1,678,413 ","817,740 ","860,673 ","162,952 ","78,340 ","84,612 ","15,106 ","9,102 ","6,004 "
57,"1,789,519 ","870,919 ","918,600 ","1,618,221 ","786,704 ","831,517 ","155,936 ","75,096 ","80,840 ","15,362 ","9,119 ","6,243 "
58,"1,702,118 ","826,339 ","875,779 ","1,542,591 ","747,896 ","794,695 ","144,554 ","69,604 ","74,950 ","14,973 ","8,839 ","6,134 "
59,"1,613,346 ","780,629 ","832,717 ","1,466,796 ","708,625 ","758,171 ","132,505 ","63,693 ","68,812 ","14,045 ","8,311 ","5,734 "
60,"1,545,564 ","744,578 ","800,986 ","1,408,979 ","677,602 ","731,377 ","123,656 ","59,296 ","64,360 ","12,929 ","7,680 ","5,249 "
61,"1,489,646 ","713,745 ","775,901 ","1,362,564 ","651,622 ","710,942 ","115,589 ","55,240 ","60,349 ","11,493 ","6,883 ","4,610 "
62,"1,442,477 ","686,775 ","755,702 ","1,321,451 ","627,929 ","693,522 ","110,706 ","52,668 ","58,038 ","10,320 ","6,178 ","4,142 "
63,"1,405,947 ","664,487 ","741,460 ","1,285,787 ","606,563 ","679,224 ","110,562 ","52,271 ","58,291 ","9,598 ","5,653 ","3,945 "
64,"1,376,882 ","645,709 ","731,173 ","1,255,548 ","587,853 ","667,695 ","112,330 ","52,663 ","59,667 ","9,004 ","5,193 ","3,811 "
65,"1,347,530 ","627,693 ","719,837 ","1,226,736 ","570,619 ","656,117 ","112,421 ","52,320 ","60,101 ","8,373 ","4,754 ","3,619 "
66,"1,317,006 ","609,499 ","707,507 ","1,198,069 ","553,925 ","644,144 ","111,150 ","51,224 ","59,926 ","7,787 ","4,350 ","3,437 "
67,"1,284,509 ","591,091 ","693,418 ","1,169,602 ","537,797 ","631,805 ","107,791 ","49,368 ","58,423 ","7,116 ","3,926 ","3,190 "
68,"1,251,866 ","573,781 ","678,085 ","1,142,832 ","523,216 ","619,616 ","102,640 ","47,072 ","55,568 ","6,394 ","3,493 ","2,901 "
69,"1,210,170 ","553,022 ","657,148 ","1,108,803 ","505,903 ","602,900 ","95,613 ","43,995 ","51,618 ","5,754 ","3,124 ","2,630 "
70,"1,153,063 ","525,232 ","627,831 ","1,060,025 ","481,933 ","578,092 ","87,715 ","40,388 ","47,327 ","5,323 ","2,911 ","2,412 "
71,"1,084,817 ","492,478 ","592,339 ","1,000,589 ","453,126 ","547,463 ","79,205 ","36,529 ","42,676 ","5,023 ","2,823 ","2,200 "
