SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,16,Idaho,1,1567582,785324,782258,121772,62468,59304,215012,110128,104884,92288,47651,44637,154418,77930,76488,1184858,589075,595783,1138510,565077,573433,624142,317839,306303,400574,204121,196453,388850,193189,195661,194668,89837,104831,121772,62468,59304,121195,61887,59308,116955,60104,56851,115359,58936,56423,108209,54782,53427,106734,54818,51916,102231,52206,50025,96845,49149,47696,94764,47948,46816,103560,51546,52014,104977,52006,52971,96997,48095,48902,83316,41542,41774,63428,31148,32280,46106,22648,23458,34278,15960,18318,25614,11073,14541,25242,9008,16234,34.6,33.7,35.4
040,16,Idaho,2,1567658,785352,782306,121772,62468,59304,215015,110130,104885,92288,47651,44637,154418,77930,76488,1184931,589101,595830,1138583,565103,573480,624145,317840,306305,400577,204122,196455,388859,193196,195663,194729,89855,104874,121772,62468,59304,121197,61888,59309,116956,60105,56851,115359,58936,56423,108209,54782,53427,106735,54819,51916,102233,52206,50027,96845,49149,47696,94764,47948,46816,103562,51548,52014,104977,52006,52971,97003,48100,48903,83317,41542,41775,63432,31148,32284,46115,22654,23461,34285,15959,18326,25627,11078,14549,25270,9016,16254,34.6,33.7,35.4
040,16,Idaho,3,1570819,786849,783970,121488,62328,59160,215468,110320,105148,92294,47629,44665,154323,77877,76446,1187845,590525,597320,1141569,566572,574997,624503,317974,306529,400978,204319,196659,390136,193786,196350,196132,90590,105542,121488,62328,59160,121251,61952,59299,117309,60219,57090,115060,58819,56241,108465,54836,53629,106600,54764,51836,102692,52391,50301,96610,49046,47564,95076,48118,46958,103025,51311,51714,105198,52056,53142,97595,48417,49178,84318,42002,42316,63907,31388,32519,46653,22923,23730,34438,16063,18375,25670,11116,14554,25464,9100,16364,34.6,33.8,35.5
040,16,Idaho,4,1584272,793303,790969,119478,61091,58387,217066,111110,105956,92359,47563,44796,155402,78596,76806,1201439,597277,604162,1155369,573539,581830,628029,319707,308322,403388,205465,197923,394824,195860,198964,201755,93618,108137,119478,61091,58387,121425,62234,59191,118761,60793,57968,114304,58505,55799,110337,55737,54600,106078,54441,51637,104714,53382,51332,95885,48672,47213,96711,48970,47741,99914,49820,50094,106156,52473,53683,99517,49320,50197,89237,44247,44990,65875,32437,33438,48850,23940,24910,35332,16645,18687,25809,11191,14618,25889,9405,16484,34.9,34.1,35.7
040,16,Idaho,5,1595910,799097,796813,116908,59722,57186,218492,111775,106717,92584,47709,44875,156291,79355,76936,1214122,603701,610421,1167926,579891,588035,630734,321202,309532,405181,206178,199003,394450,195338,199112,212004,99020,112984,116908,59722,57186,122260,62755,59505,119554,61060,58494,113704,58256,55448,111849,56768,55081,105279,54005,51274,105664,53805,51859,96823,49119,47704,97415,49249,48166,97190,48537,48653,105492,52254,53238,101576,50052,51524,90192,44495,45697,71865,35573,36292,51536,25209,26327,36273,17192,19081,26136,11441,14695,26194,9605,16589,35.1,34.3,35.9
040,16,Idaho,6,1612053,807413,804640,114935,58389,56546,220076,112693,107383,93976,48448,45528,156973,80349,76624,1229667,611888,617779,1183066,587883,595183,635984,324342,311642,408941,207842,201099,395426,195748,199678,221726,103944,117782,114935,58389,56546,123093,63282,59811,120889,61708,59181,114178,58601,55577,112865,57899,54966,105167,53866,51301,107019,54290,52729,99254,50465,48789,97501,49221,48280,94996,47657,47339,105143,52127,53016,102800,50475,52325,92487,45489,46998,75425,37268,38157,55414,27125,28289,37669,17919,19750,26666,11786,14880,26552,9846,16706,35.4,34.6,36.2
040,16,Idaho,7,1632248,817820,814428,114092,57956,56136,221415,113410,108005,95807,49354,46453,157525,81333,76192,1248129,621538,626591,1200934,597100,603834,642922,328306,314616,414119,210122,203997,397752,196637,201115,231538,109008,122530,114092,57956,56136,123398,63381,60017,122546,62532,60014,115718,59423,56295,113085,58761,54324,106734,54330,52404,107722,54684,53038,102169,51928,50241,97494,49180,48314,94464,47490,46974,104480,51772,52708,103810,50776,53034,94998,46599,48399,79591,39462,40129,58280,28312,29968,39708,19055,20653,27004,12050,14954,26955,10129,16826,35.6,34.8,36.4
040,16,Idaho,8,1652495,827894,824601,113960,57981,55979,221992,113530,108462,97984,50217,47767,156476,81391,75085,1266905,631158,635747,1218559,606166,612393,649194,331595,317599,419587,212605,206982,401211,198286,202925,241285,113884,127401,113960,57981,55979,123126,62983,60143,123719,63165,60554,117711,60397,57314,111896,58593,53303,108696,55042,53654,108130,54787,53343,105069,53348,51721,97692,49428,48264,95644,48288,47356,102686,50644,52042,105155,51499,53656,97726,47855,49871,84027,41549,42478,60780,29548,31232,41265,19832,21433,27666,12526,15140,27547,10429,17118,35.9,35.1,36.7
040,16,Idaho,9,1684036,843658,840378,114832,58355,56477,223893,114393,109500,99421,50761,48660,158251,82479,75772,1295730,645687,650043,1245890,620149,625741,662146,338175,323971,428908,217408,211500,406260,200989,205271,252471,119273,133198,114832,58355,56477,123059,62788,60271,125268,64078,61190,120551,61628,58923,112687,59139,53548,112437,57032,55405,109271,55360,53911,108994,55224,53770,98206,49792,48414,98276,49667,48609,100479,49682,50797,106831,52352,54479,100674,49288,51386,89699,44113,45586,63101,30767,32334,43340,20750,22590,28329,12964,15365,28002,10679,17323,36.1,35.3,36.8
040,16,Idaho,10,1719745,861715,858030,116215,59161,57054,226234,115535,110699,100594,51260,49334,160394,83625,76769,1327308,661440,665868,1276702,635759,640943,676624,345563,331061,440773,223569,217204,411144,203446,207698,264391,125119,139272,116215,59161,57054,123092,62727,60365,128279,65699,62580,121954,62207,59747,113897,59787,54110,116307,59328,56979,111095,56227,54868,112563,56880,55683,100808,51134,49674,100416,50790,49626,99036,49144,49892,107803,52888,54915,103889,50624,53265,91288,44643,46645,69432,34004,35428,46005,22064,23941,29070,13333,15737,28596,11075,17521,36.3,35.5,37.1
