SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,40,Oklahoma,1,3751351,1856977,1894374,264126,134700,129426,463640,237709,225931,201900,103824,98076,381186,195223,185963,2924289,1433439,1490850,2821685,1380744,1440941,1501418,764789,736629,967692,491211,476481,966093,473330,492763,506714,220980,285734,264126,134700,129426,259336,132918,126418,253664,130260,123404,264484,135644,128840,269242,137934,131308,265737,135908,129829,241018,122914,118104,232742,117446,115296,228195,114943,113252,261242,129816,131426,264369,129931,134438,235969,114982,120987,204513,98601,105912,159392,75279,84113,121075,55836,65239,95051,41390,53661,69284,28049,41235,61912,20426,41486,36.2,34.9,37.7
040,40,Oklahoma,2,3751582,1857068,1894514,264123,134699,129424,463659,237724,225935,201917,103832,98085,381191,195223,185968,2924496,1433511,1490985,2821883,1380813,1441070,1501444,764799,736645,967698,491215,476483,966126,473344,492782,506868,221031,285837,264123,134699,129424,259339,132922,126417,253682,130273,123409,264500,135651,128849,269246,137933,131313,265736,135912,129824,241019,122912,118107,232737,117441,115296,228206,114950,113256,261246,129816,131430,264376,129936,134440,235974,114982,120992,204530,98610,105920,159409,75286,84123,121088,55845,65243,95081,41405,53676,69314,28057,41257,61976,20438,41538,36.2,34.9,37.7
040,40,Oklahoma,3,3760014,1860337,1899677,264709,134974,129735,465101,238454,226647,201815,103757,98058,381635,195314,186321,2930890,1435837,1495053,2828389,1383152,1445237,1503365,764892,738473,969286,491228,478058,968353,474354,493999,509115,222256,286859,264709,134974,129735,259907,133208,126699,254565,130653,123912,263536,135346,128190,270543,138318,132225,265825,135634,130191,242584,123480,119104,232011,116930,115081,228866,115184,113682,259655,129043,130612,264845,130128,134717,237574,115784,121790,206279,99399,106880,160075,75619,84456,121722,56181,65541,95228,41526,53702,69581,28233,41348,62509,20697,41812,36.3,34.9,37.6
040,40,Oklahoma,4,3788824,1874581,1914243,265461,135211,130250,469601,240604,228997,201337,103368,97969,385496,197538,187958,2953981,1447550,1506431,2852425,1395398,1457027,1514479,770116,744363,977840,494921,482919,973314,476903,496411,515775,226036,289739,265461,135211,130250,261973,134194,127779,257822,132121,125701,259093,133595,125498,277546,141600,135946,266482,135616,130866,249959,127142,122817,228895,115278,113617,232504,116885,115619,250113,124544,125569,266135,130819,135316,242448,118164,124284,214618,103376,111242,161929,76599,85330,124458,57511,66947,96024,42096,53928,69661,28393,41268,63703,21437,42266,36.2,34.9,37.6
040,40,Oklahoma,5,3819320,1891054,1928266,264725,135033,129692,473981,242627,231354,202389,103982,98407,390610,200732,189878,2978677,1461184,1517493,2878225,1409412,1468813,1528192,777928,750264,986894,499765,487129,966867,473788,493079,533854,235127,298727,264725,135033,129692,265594,135947,129647,260088,133231,126857,255647,131993,123654,285651,146170,139481,265481,135150,130331,256966,130695,126271,229577,115856,113721,234870,118064,116806,240902,119941,120961,265162,130626,134536,247946,120790,127156,212857,102431,110426,173310,82023,91287,128440,59298,69142,96856,42872,53984,69841,28557,41284,65407,22377,43030,36.2,34.9,37.5
040,40,Oklahoma,6,3853891,1909004,1944887,265733,135758,129975,479197,245105,234092,204566,104986,99580,393173,202487,190686,3005086,1474951,1530135,2904395,1423155,1481240,1544183,786261,757922,998465,505373,493092,965081,473160,491921,547676,242135,305541,265733,135758,129975,269440,137682,131758,261778,134008,127770,255948,132215,123733,289770,148673,141097,265153,135018,130135,264819,134126,130693,232668,117741,114927,235825,118488,117337,233006,116241,116765,264139,130409,133730,252017,122707,129310,215919,103803,112116,178588,84637,93951,133817,61731,72086,98385,43860,54525,70400,28906,41494,66486,23001,43485,36.1,34.9,37.5
040,40,Oklahoma,7,3879187,1921858,1957329,265682,135929,129753,481233,245975,235258,208398,106651,101747,391580,202293,189287,3027177,1486231,1540946,2923874,1433303,1490571,1554505,791640,762865,1007517,509792,497725,963553,472468,491085,561224,248750,312474,265682,135929,129753,270539,138115,132424,263684,134956,128728,257334,132782,124552,289654,149066,140588,267344,136197,131147,268624,136066,132558,237064,119760,117304,234485,117769,116716,227618,113894,113724,261928,129356,132572,253479,123180,130299,220528,106038,114490,183874,87236,96638,138180,63644,74536,100518,44949,55569,70955,29241,41714,67697,23680,44017,36.2,34.9,37.5
040,40,Oklahoma,8,3910518,1937570,1972948,267311,136685,130626,483826,247245,236581,210698,107793,102905,390045,202182,187863,3053788,1499718,1554070,2948683,1445847,1502836,1566923,798027,768896,1018731,514913,503818,965159,473340,491819,574748,255412,319336,267311,136685,130626,271466,138473,132993,264911,135633,129278,260891,134395,126496,287301,148719,138582,272350,138416,133934,269881,136629,133252,244124,123321,120803,232376,116547,115829,227438,113960,113478,255750,126366,129384,255906,124417,131489,226065,108597,117468,190154,90158,99996,141468,65183,76285,102134,45740,56394,71661,29847,41814,69331,24484,44847,36.1,35.0,37.4
040,40,Oklahoma,9,3928143,1946039,1982104,266310,136256,130054,485546,247990,237556,211100,107962,103138,385213,200395,184818,3071320,1508094,1563226,2965187,1453831,1511356,1569942,799527,770415,1026107,518074,508033,964601,473154,491447,589266,262208,327058,266310,136256,130054,271769,138632,133137,266255,136262,129993,262923,135264,127659,280912,146189,134723,277568,140704,136864,269479,136286,133193,250586,126680,123906,228474,114404,114070,230612,115576,115036,246259,121898,124361,257199,124915,132284,230531,110765,119766,197956,93685,104271,143607,66310,77297,104429,46575,57854,72477,30352,42125,70797,25286,45511,36.3,35.1,37.5
040,40,Oklahoma,10,3933602,1948690,1984912,263294,134907,128387,484890,247499,237391,210958,107833,103125,380525,198146,182379,3080412,1512453,1567959,2974460,1458451,1516009,1568961,799253,769708,1030182,520305,509877,960210,471068,489142,603543,268932,334611,263294,134907,128387,269520,137517,132003,268074,137013,131061,263323,135399,127924,275456,143549,131907,281246,142645,138601,265425,134345,131080,256084,129269,126815,227427,114046,113381,232320,116336,115984,236817,117201,119616,256038,124772,131266,235035,112759,122276,196466,92847,103619,154020,71190,82830,107838,48131,59707,73098,30815,42283,72121,25949,46172,36.5,35.3,37.7
