Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1917",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,103,000 ","1,064,000 ","1,039,000 ","1,844,000 ","934,000 ","910,000 ","259,000 ","130,000 ","129,000 "
12,"2,071,000 ","1,048,000 ","1,023,000 ","1,816,000 ","920,000 ","896,000 ","255,000 ","128,000 ","127,000 "
13,"2,032,000 ","1,025,000 ","1,007,000 ","1,783,000 ","901,000 ","882,000 ","249,000 ","124,000 ","125,000 "
14,"1,989,000 ","999,000 ","990,000 ","1,747,000 ","880,000 ","867,000 ","242,000 ","119,000 ","123,000 "
15,"1,947,000 ","974,000 ","973,000 ","1,713,000 ","860,000 ","853,000 ","234,000 ","114,000 ","120,000 "
16,"1,904,000 ","949,000 ","955,000 ","1,678,000 ","840,000 ","838,000 ","226,000 ","109,000 ","117,000 "
17,"1,875,000 ","931,000 ","944,000 ","1,654,000 ","826,000 ","828,000 ","221,000 ","105,000 ","116,000 "
18,"1,868,000 ","924,000 ","944,000 ","1,648,000 ","820,000 ","828,000 ","220,000 ","104,000 ","116,000 "
19,"1,872,000 ","923,000 ","949,000 ","1,651,000 ","819,000 ","832,000 ","221,000 ","104,000 ","117,000 "
20,"1,876,000 ","922,000 ","954,000 ","1,654,000 ","818,000 ","836,000 ","222,000 ","104,000 ","118,000 "
21,"1,880,000 ","922,000 ","958,000 ","1,656,000 ","817,000 ","839,000 ","224,000 ","105,000 ","119,000 "
22,"1,880,000 ","922,000 ","958,000 ","1,658,000 ","818,000 ","840,000 ","222,000 ","104,000 ","118,000 "
23,"1,872,000 ","921,000 ","951,000 ","1,654,000 ","819,000 ","835,000 ","218,000 ","102,000 ","116,000 "
24,"1,862,000 ","922,000 ","940,000 ","1,649,000 ","822,000 ","827,000 ","213,000 ","100,000 ","113,000 "
25,"1,848,000 ","921,000 ","927,000 ","1,642,000 ","824,000 ","818,000 ","206,000 ","97,000 ","109,000 "
26,"1,840,000 ","923,000 ","917,000 ","1,639,000 ","828,000 ","811,000 ","201,000 ","95,000 ","106,000 "
27,"1,817,000 ","917,000 ","900,000 ","1,623,000 ","825,000 ","798,000 ","194,000 ","92,000 ","102,000 "
28,"1,774,000 ","900,000 ","874,000 ","1,590,000 ","812,000 ","778,000 ","184,000 ","88,000 ","96,000 "
29,"1,718,000 ","875,000 ","843,000 ","1,546,000 ","792,000 ","754,000 ","172,000 ","83,000 ","89,000 "
30,"1,663,000 ","850,000 ","813,000 ","1,502,000 ","772,000 ","730,000 ","161,000 ","78,000 ","83,000 "
31,"1,601,000 ","822,000 ","779,000 ","1,453,000 ","750,000 ","703,000 ","148,000 ","72,000 ","76,000 "
32,"1,557,000 ","803,000 ","754,000 ","1,417,000 ","734,000 ","683,000 ","140,000 ","69,000 ","71,000 "
33,"1,545,000 ","801,000 ","744,000 ","1,402,000 ","730,000 ","672,000 ","143,000 ","71,000 ","72,000 "
34,"1,550,000 ","807,000 ","743,000 ","1,400,000 ","732,000 ","668,000 ","150,000 ","75,000 ","75,000 "
35,"1,549,000 ","811,000 ","738,000 ","1,393,000 ","732,000 ","661,000 ","156,000 ","79,000 ","77,000 "
36,"1,554,000 ","818,000 ","736,000 ","1,390,000 ","734,000 ","656,000 ","164,000 ","84,000 ","80,000 "
37,"1,536,000 ","810,000 ","726,000 ","1,370,000 ","725,000 ","645,000 ","166,000 ","85,000 ","81,000 "
38,"1,481,000 ","780,000 ","701,000 ","1,323,000 ","699,000 ","624,000 ","158,000 ","81,000 ","77,000 "
39,"1,406,000 ","737,000 ","669,000 ","1,262,000 ","664,000 ","598,000 ","144,000 ","73,000 ","71,000 "
40,"1,334,000 ","696,000 ","638,000 ","1,203,000 ","630,000 ","573,000 ","131,000 ","66,000 ","65,000 "
41,"1,258,000 ","652,000 ","606,000 ","1,141,000 ","594,000 ","547,000 ","117,000 ","58,000 ","59,000 "
42,"1,200,000 ","621,000 ","579,000 ","1,092,000 ","567,000 ","525,000 ","108,000 ","54,000 ","54,000 "
43,"1,170,000 ","609,000 ","561,000 ","1,065,000 ","555,000 ","510,000 ","105,000 ","54,000 ","51,000 "
44,"1,159,000 ","611,000 ","548,000 ","1,051,000 ","553,000 ","498,000 ","108,000 ","58,000 ","50,000 "
45,"1,144,000 ","609,000 ","535,000 ","1,034,000 ","548,000 ","486,000 ","110,000 ","61,000 ","49,000 "
46,"1,127,000 ","607,000 ","520,000 ","1,017,000 ","544,000 ","473,000 ","110,000 ","63,000 ","47,000 "
47,"1,108,000 ","601,000 ","507,000 ","997,000 ","536,000 ","461,000 ","111,000 ","65,000 ","46,000 "
48,"1,073,000 ","583,000 ","490,000 ","968,000 ","521,000 ","447,000 ","105,000 ","62,000 ","43,000 "
49,"1,036,000 ","561,000 ","475,000 ","937,000 ","503,000 ","434,000 ","99,000 ","58,000 ","41,000 "
50,"999,000 ","540,000 ","459,000 ","906,000 ","486,000 ","420,000 ","93,000 ","54,000 ","39,000 "
51,"966,000 ","521,000 ","445,000 ","878,000 ","470,000 ","408,000 ","88,000 ","51,000 ","37,000 "
52,"925,000 ","498,000 ","427,000 ","844,000 ","451,000 ","393,000 ","81,000 ","47,000 ","34,000 "
53,"873,000 ","469,000 ","404,000 ","800,000 ","427,000 ","373,000 ","73,000 ","42,000 ","31,000 "
54,"817,000 ","438,000 ","379,000 ","751,000 ","400,000 ","351,000 ","66,000 ","38,000 ","28,000 "
55,"762,000 ","408,000 ","354,000 ","703,000 ","374,000 ","329,000 ","59,000 ","34,000 ","25,000 "
56,"704,000 ","375,000 ","329,000 ","653,000 ","346,000 ","307,000 ","51,000 ","29,000 ","22,000 "
57,"658,000 ","350,000 ","308,000 ","613,000 ","324,000 ","289,000 ","45,000 ","26,000 ","19,000 "
58,"632,000 ","335,000 ","297,000 ","589,000 ","311,000 ","278,000 ","43,000 ","24,000 ","19,000 "
59,"621,000 ","330,000 ","291,000 ","577,000 ","305,000 ","272,000 ","44,000 ","25,000 ","19,000 "
60,"606,000 ","322,000 ","284,000 ","562,000 ","297,000 ","265,000 ","44,000 ","25,000 ","19,000 "
61,"593,000 ","315,000 ","278,000 ","549,000 ","290,000 ","259,000 ","44,000 ","25,000 ","19,000 "
62,"575,000 ","305,000 ","270,000 ","531,000 ","280,000 ","251,000 ","44,000 ","25,000 ","19,000 "
63,"542,000 ","287,000 ","255,000 ","501,000 ","264,000 ","237,000 ","41,000 ","23,000 ","18,000 "
64,"501,000 ","264,000 ","237,000 ","464,000 ","243,000 ","221,000 ","37,000 ","21,000 ","16,000 "
65,"464,000 ","244,000 ","220,000 ","430,000 ","225,000 ","205,000 ","34,000 ","19,000 ","15,000 "
66,"430,000 ","225,000 ","205,000 ","398,000 ","207,000 ","191,000 ","32,000 ","18,000 ","14,000 "
67,"396,000 ","206,000 ","190,000 ","367,000 ","190,000 ","177,000 ","29,000 ","16,000 ","13,000 "
68,"361,000 ","187,000 ","174,000 ","336,000 ","173,000 ","163,000 ","25,000 ","14,000 ","11,000 "
69,"332,000 ","171,000 ","161,000 ","309,000 ","158,000 ","151,000 ","23,000 ","13,000 ","10,000 "
70,"305,000 ","156,000 ","149,000 ","283,000 ","144,000 ","139,000 ","22,000 ","12,000 ","10,000 "
71,"281,000 ","143,000 ","138,000 ","261,000 ","132,000 ","129,000 ","20,000 ","11,000 ","9,000 "
72,"261,000 ","132,000 ","129,000 ","242,000 ","122,000 ","120,000 ","19,000 ","10,000 ","9,000 "
73,"246,000 ","124,000 ","122,000 ","229,000 ","115,000 ","114,000 ","17,000 ","9,000 ","8,000 "
74,"237,000 ","119,000 ","118,000 ","219,000 ","110,000 ","109,000 ","18,000 ","9,000 ","9,000 "
75+,"1,401,000 ","669,000 ","732,000 ","1,294,000 ","617,000 ","677,000 ","107,000 ","52,000 ","55,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
