Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1907",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
12,"1,741,000 ","881,000 ","860,000 ","1,509,000 ","764,000 ","745,000 ","232,000 ","117,000 ","115,000 "
13,"1,730,000 ","873,000 ","857,000 ","1,502,000 ","759,000 ","743,000 ","228,000 ","114,000 ","114,000 "
14,"1,726,000 ","867,000 ","859,000 ","1,502,000 ","756,000 ","746,000 ","224,000 ","111,000 ","113,000 "
15,"1,721,000 ","862,000 ","859,000 ","1,502,000 ","754,000 ","748,000 ","219,000 ","108,000 ","111,000 "
16,"1,716,000 ","856,000 ","860,000 ","1,502,000 ","752,000 ","750,000 ","214,000 ","104,000 ","110,000 "
17,"1,715,000 ","854,000 ","861,000 ","1,504,000 ","752,000 ","752,000 ","211,000 ","102,000 ","109,000 "
18,"1,720,000 ","857,000 ","863,000 ","1,508,000 ","755,000 ","753,000 ","212,000 ","102,000 ","110,000 "
19,"1,728,000 ","862,000 ","866,000 ","1,513,000 ","759,000 ","754,000 ","215,000 ","103,000 ","112,000 "
20,"1,733,000 ","866,000 ","867,000 ","1,516,000 ","763,000 ","753,000 ","217,000 ","103,000 ","114,000 "
21,"1,739,000 ","871,000 ","868,000 ","1,520,000 ","767,000 ","753,000 ","219,000 ","104,000 ","115,000 "
22,"1,734,000 ","871,000 ","863,000 ","1,515,000 ","767,000 ","748,000 ","219,000 ","104,000 ","115,000 "
23,"1,709,000 ","863,000 ","846,000 ","1,495,000 ","761,000 ","734,000 ","214,000 ","102,000 ","112,000 "
24,"1,669,000 ","848,000 ","821,000 ","1,465,000 ","750,000 ","715,000 ","204,000 ","98,000 ","106,000 "
25,"1,631,000 ","834,000 ","797,000 ","1,435,000 ","739,000 ","696,000 ","196,000 ","95,000 ","101,000 "
26,"1,592,000 ","820,000 ","772,000 ","1,404,000 ","728,000 ","676,000 ","188,000 ","92,000 ","96,000 "
27,"1,548,000 ","802,000 ","746,000 ","1,369,000 ","714,000 ","655,000 ","179,000 ","88,000 ","91,000 "
28,"1,498,000 ","779,000 ","719,000 ","1,329,000 ","695,000 ","634,000 ","169,000 ","84,000 ","85,000 "
29,"1,446,000 ","753,000 ","693,000 ","1,288,000 ","674,000 ","614,000 ","158,000 ","79,000 ","79,000 "
30,"1,392,000 ","727,000 ","665,000 ","1,245,000 ","653,000 ","592,000 ","147,000 ","74,000 ","73,000 "
31,"1,335,000 ","699,000 ","636,000 ","1,199,000 ","630,000 ","569,000 ","136,000 ","69,000 ","67,000 "
32,"1,292,000 ","678,000 ","614,000 ","1,163,000 ","612,000 ","551,000 ","129,000 ","66,000 ","63,000 "
33,"1,267,000 ","666,000 ","601,000 ","1,141,000 ","601,000 ","540,000 ","126,000 ","65,000 ","61,000 "
34,"1,256,000 ","660,000 ","596,000 ","1,129,000 ","595,000 ","534,000 ","127,000 ","65,000 ","62,000 "
35,"1,240,000 ","652,000 ","588,000 ","1,113,000 ","587,000 ","526,000 ","127,000 ","65,000 ","62,000 "
36,"1,228,000 ","646,000 ","582,000 ","1,100,000 ","580,000 ","520,000 ","128,000 ","66,000 ","62,000 "
37,"1,207,000 ","635,000 ","572,000 ","1,080,000 ","570,000 ","510,000 ","127,000 ","65,000 ","62,000 "
38,"1,170,000 ","617,000 ","553,000 ","1,049,000 ","555,000 ","494,000 ","121,000 ","62,000 ","59,000 "
39,"1,122,000 ","593,000 ","529,000 ","1,011,000 ","536,000 ","475,000 ","111,000 ","57,000 ","54,000 "
40,"1,077,000 ","571,000 ","506,000 ","974,000 ","518,000 ","456,000 ","103,000 ","53,000 ","50,000 "
41,"1,033,000 ","549,000 ","484,000 ","938,000 ","500,000 ","438,000 ","95,000 ","49,000 ","46,000 "
42,"992,000 ","528,000 ","464,000 ","903,000 ","482,000 ","421,000 ","89,000 ","46,000 ","43,000 "
43,"955,000 ","509,000 ","446,000 ","870,000 ","465,000 ","405,000 ","85,000 ","44,000 ","41,000 "
44,"921,000 ","490,000 ","431,000 ","838,000 ","447,000 ","391,000 ","83,000 ","43,000 ","40,000 "
45,"887,000 ","472,000 ","415,000 ","806,000 ","430,000 ","376,000 ","81,000 ","42,000 ","39,000 "
46,"851,000 ","452,000 ","399,000 ","772,000 ","411,000 ","361,000 ","79,000 ","41,000 ","38,000 "
47,"822,000 ","437,000 ","385,000 ","744,000 ","396,000 ","348,000 ","78,000 ","41,000 ","37,000 "
48,"800,000 ","427,000 ","373,000 ","725,000 ","387,000 ","338,000 ","75,000 ","40,000 ","35,000 "
49,"786,000 ","421,000 ","365,000 ","712,000 ","381,000 ","331,000 ","74,000 ","40,000 ","34,000 "
50,"771,000 ","415,000 ","356,000 ","698,000 ","375,000 ","323,000 ","73,000 ","40,000 ","33,000 "
51,"759,000 ","410,000 ","349,000 ","687,000 ","370,000 ","317,000 ","72,000 ","40,000 ","32,000 "
52,"737,000 ","399,000 ","338,000 ","667,000 ","360,000 ","307,000 ","70,000 ","39,000 ","31,000 "
53,"695,000 ","376,000 ","319,000 ","631,000 ","340,000 ","291,000 ","64,000 ","36,000 ","28,000 "
54,"647,000 ","348,000 ","299,000 ","588,000 ","315,000 ","273,000 ","59,000 ","33,000 ","26,000 "
55,"598,000 ","320,000 ","278,000 ","546,000 ","291,000 ","255,000 ","52,000 ","29,000 ","23,000 "
56,"549,000 ","292,000 ","257,000 ","504,000 ","267,000 ","237,000 ","45,000 ","25,000 ","20,000 "
57,"509,000 ","269,000 ","240,000 ","469,000 ","247,000 ","222,000 ","40,000 ","22,000 ","18,000 "
58,"486,000 ","256,000 ","230,000 ","447,000 ","234,000 ","213,000 ","39,000 ","22,000 ","17,000 "
59,"473,000 ","248,000 ","225,000 ","433,000 ","226,000 ","207,000 ","40,000 ","22,000 ","18,000 "
60,"457,000 ","239,000 ","218,000 ","417,000 ","217,000 ","200,000 ","40,000 ","22,000 ","18,000 "
61,"442,000 ","230,000 ","212,000 ","402,000 ","208,000 ","194,000 ","40,000 ","22,000 ","18,000 "
62,"426,000 ","221,000 ","205,000 ","386,000 ","199,000 ","187,000 ","40,000 ","22,000 ","18,000 "
63,"404,000 ","209,000 ","195,000 ","367,000 ","189,000 ","178,000 ","37,000 ","20,000 ","17,000 "
64,"380,000 ","197,000 ","183,000 ","346,000 ","178,000 ","168,000 ","34,000 ","19,000 ","15,000 "
65,"357,000 ","184,000 ","173,000 ","326,000 ","167,000 ","159,000 ","31,000 ","17,000 ","14,000 "
66,"334,000 ","172,000 ","162,000 ","307,000 ","157,000 ","150,000 ","27,000 ","15,000 ","12,000 "
67,"313,000 ","161,000 ","152,000 ","288,000 ","147,000 ","141,000 ","25,000 ","14,000 ","11,000 "
68,"291,000 ","149,000 ","142,000 ","269,000 ","137,000 ","132,000 ","22,000 ","12,000 ","10,000 "
69,"270,000 ","138,000 ","132,000 ","250,000 ","127,000 ","123,000 ","20,000 ","11,000 ","9,000 "
70,"249,000 ","127,000 ","122,000 ","231,000 ","117,000 ","114,000 ","18,000 ","10,000 ","8,000 "
71,"229,000 ","116,000 ","113,000 ","212,000 ","107,000 ","105,000 ","17,000 ","9,000 ","8,000 "
72,"208,000 ","105,000 ","103,000 ","192,000 ","97,000 ","95,000 ","16,000 ","8,000 ","8,000 "
73,"189,000 ","95,000 ","94,000 ","173,000 ","87,000 ","86,000 ","16,000 ","8,000 ","8,000 "
74,"171,000 ","85,000 ","86,000 ","154,000 ","77,000 ","77,000 ","17,000 ","8,000 ","9,000 "
75+,"1,073,000 ","523,000 ","550,000 ","977,000 ","477,000 ","500,000 ","96,000 ","46,000 ","50,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
