SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,08,Colorado,1,5029196,2520662,2508534,343960,176361,167599,615788,314361,301427,265861,136753,129108,487698,254355,233343,3937831,1962109,1975722,3803587,1893187,1910400,2114012,1088927,1025085,1425922,731432,694490,1340342,663546,676796,549625,243854,305771,343960,176361,167599,348603,177782,170821,332654,170192,162462,339475,175730,163745,348615,181765,166850,372459,192007,180452,353819,181317,172502,353605,182350,171255,346039,175758,170281,371635,185148,186487,371063,184243,186820,328364,161766,166598,269280,132389,136891,182492,87734,94758,127468,59773,67695,96908,43456,53452,73144,29773,43371,69613,23118,46495,36.1,35.1,37.1
040,08,Colorado,2,5029319,2520677,2508642,343961,176361,167600,615785,314360,301425,265861,136753,129108,487713,254358,233355,3937958,1962126,1975832,3803712,1893203,1910509,2114100,1088933,1025167,1425995,731436,694559,1340374,663552,676822,549630,243857,305773,343961,176361,167600,348602,177782,170820,332652,170192,162460,339476,175729,163747,348629,181768,166861,372480,192007,180473,353836,181319,172517,353626,182350,171276,346053,175760,170293,371649,185147,186502,371071,184247,186824,328372,161769,166603,269282,132389,136893,182493,87735,94758,127468,59773,67695,96910,43457,53453,73145,29773,43372,69614,23119,46495,36.1,35.1,37.1
040,08,Colorado,3,5047539,2529590,2517949,344121,176381,167740,617520,315186,302334,265639,136671,128968,489462,255057,234405,3954401,1970346,1984055,3820259,1901352,1918907,2120493,1092242,1028251,1430761,734054,696707,1345618,665949,679669,554418,246292,308126,344121,176381,167740,348955,178057,170898,333934,170669,163265,339765,175922,163843,349967,182266,167701,373858,192687,181171,356452,182694,173758,352441,181705,170736,348010,176968,171042,369746,184306,185440,371959,184541,187418,330720,162839,167881,273193,134263,138930,184622,88807,95815,128718,60389,68329,97140,43587,53553,73592,30095,43497,70346,23414,46932,36.1,35.2,37.1
040,08,Colorado,4,5121900,2566778,2555122,342091,175527,166564,625519,319395,306124,265222,136282,128940,496964,258549,238415,4022672,2004490,2018182,3889068,1935574,1953494,2148844,1106606,1042238,1452593,745504,707089,1364258,674743,689515,575253,256778,318475,342091,175527,166564,351720,179680,172040,339734,173444,166290,340286,176178,164108,355965,184924,171041,380800,196109,184691,368333,188855,179478,346617,178326,168291,356843,182214,174629,359339,179667,179672,375222,185829,189393,339260,166691,172569,290437,142556,147881,193811,93434,100377,134579,63167,71412,98820,44521,54299,74992,31185,43807,73051,24471,48580,36.2,35.2,37.2
040,08,Colorado,5,5193660,2603488,2590172,338593,173918,164675,632180,323158,309022,265688,136174,129514,502313,261338,240975,4090050,2038603,2051447,3957199,1970238,1986961,2177442,1121712,1055730,1476052,758160,717892,1367509,675859,691650,611325,274881,336444,338593,173918,164675,355108,181700,173408,343683,175418,168265,338714,174985,163729,362676,188567,174109,386337,199629,186708,379623,194721,184902,347790,178506,169284,362302,185304,176998,350611,175762,174849,375132,185516,189616,347861,170767,177094,293905,143814,150091,215908,104549,111359,142288,66740,75548,101348,45888,55460,76163,32129,44034,75618,25575,50043,36.3,35.4,37.3
040,08,Colorado,6,5270774,2643323,2627451,335218,171847,163371,638034,326250,311784,267773,136975,130798,509136,265646,243490,4162568,2076340,2086228,4029749,2008251,2021498,2209401,1139304,1070097,1500437,771340,729097,1376335,680038,696297,643841,291227,352614,335218,171847,163371,356817,182643,174174,349162,178264,170898,338982,175008,163974,369982,192956,177026,391816,202549,189267,390516,200772,189744,353922,181517,172405,364183,186502,177681,344938,173459,171479,374485,184978,189507,353961,173801,180160,302951,147800,155151,230241,111755,118486,153256,71961,81295,105210,47778,57432,76983,32895,44088,78151,26838,51313,36.4,35.5,37.4
040,08,Colorado,7,5352637,2687056,2665581,334501,171093,163408,640464,327646,312818,273185,139630,133555,515510,270138,245372,4238788,2117400,2121388,4104487,2048687,2055800,2243938,1159565,1084373,1525866,785925,739941,1387174,685807,701367,675937,306817,369120,334501,171093,163408,356244,182641,173603,354843,181133,173710,341850,176340,165510,376222,197300,178922,400342,207387,192955,400371,206383,193988,362707,185936,176771,362446,186219,176227,343777,173603,170174,372402,184108,188294,359012,176360,182652,311983,151736,160247,245507,119076,126431,162379,76443,85936,109507,49753,59754,77799,33424,44375,80745,28121,52624,36.5,35.6,37.5
040,08,Colorado,8,5454328,2741296,2713032,335469,171513,163956,644434,329967,314467,278409,142303,136106,520848,273535,247313,4332309,2167251,2165058,4196016,2097513,2098503,2292172,1186695,1105477,1563989,806984,757005,1403230,694691,708539,707949,322303,385646,335469,171513,163956,356755,182982,173773,358753,183112,175641,347727,179359,168368,380456,200352,180104,415386,215593,199793,412043,213074,198969,375832,192610,183222,360728,185707,175021,350193,177627,172566,366651,181551,185100,364916,179413,185503,321470,156100,165370,261321,126612,134709,171155,80704,90451,113682,51757,61925,78883,33931,44952,82908,29299,53609,36.5,35.6,37.5
040,08,Colorado,9,5543844,2788777,2755067,335665,171139,164526,646180,331035,315145,282259,144336,137923,522781,274584,248197,4420175,2214242,2205933,4279740,2142267,2137473,2335147,1210593,1124554,1600542,827715,772827,1416650,702118,714532,739767,337850,401917,335665,171139,164526,355451,182403,173048,361164,184674,176490,353484,181980,171504,381121,200898,180223,429534,223553,205981,423889,220258,203631,390425,200323,190102,356694,183581,173113,360209,183516,176693,357266,177292,179974,369484,181464,188020,329691,159846,169845,277221,134062,143159,178999,84650,94349,118428,54002,64426,80130,34679,45451,84989,30457,54532,36.6,35.7,37.6
040,08,Colorado,10,5617421,2827772,2789649,334499,170524,163975,643810,329606,314204,285910,146310,139600,522167,273810,248357,4496188,2254506,2241682,4353202,2181332,2171870,2373035,1231538,1141497,1637304,848424,788880,1420747,705161,715586,772984,353937,419047,334499,170524,163975,351573,180219,171354,364583,186393,178190,357008,183940,173068,378723,199174,179549,442914,230913,212001,432973,225935,207038,403102,207170,195932,358315,184406,173909,365978,186919,179059,348355,173534,174821,368802,180896,187906,337612,163812,173800,280099,135045,145054,199366,94876,104490,124847,56945,67902,81924,35631,46293,86748,31440,55308,36.8,35.8,37.7
