Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1957",,,,,,,,,
  (Includes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,726,273 ","1,387,388 ","1,338,885 ","2,377,433 ","1,213,060 ","1,164,373 ","348,840 ","174,328 ","174,512 "
12,"2,781,183 ","1,416,698 ","1,364,485 ","2,417,981 ","1,234,941 ","1,183,040 ","363,202 ","181,757 ","181,445 "
13,"2,798,675 ","1,422,541 ","1,376,134 ","2,446,450 ","1,245,646 ","1,200,804 ","352,225 ","176,895 ","175,330 "
14,"2,996,847 ","1,523,677 ","1,473,170 ","2,639,602 ","1,344,037 ","1,295,565 ","357,245 ","179,640 ","177,605 "
15,"2,603,159 ","1,317,424 ","1,285,735 ","2,270,823 ","1,151,917 ","1,118,906 ","332,336 ","165,507 ","166,829 "
16,"2,407,100 ","1,215,361 ","1,191,739 ","2,104,317 ","1,065,948 ","1,038,369 ","302,783 ","149,413 ","153,370 "
17,"2,296,166 ","1,157,235 ","1,138,931 ","2,000,817 ","1,012,332 ","988,485 ","295,349 ","144,903 ","150,446 "
18,"2,274,288 ","1,148,494 ","1,125,794 ","1,991,120 ","1,008,426 ","982,694 ","283,168 ","140,068 ","143,100 "
19,"2,217,436 ","1,116,541 ","1,100,895 ","1,943,650 ","982,157 ","961,493 ","273,786 ","134,384 ","139,402 "
20,"2,122,410 ","1,057,727 ","1,064,683 ","1,862,723 ","934,106 ","928,617 ","259,687 ","123,621 ","136,066 "
21,"2,133,334 ","1,064,524 ","1,068,810 ","1,872,084 ","940,366 ","931,718 ","261,250 ","124,158 ","137,092 "
22,"2,151,036 ","1,073,606 ","1,077,430 ","1,888,578 ","948,900 ","939,678 ","262,458 ","124,706 ","137,752 "
23,"2,087,107 ","1,044,739 ","1,042,368 ","1,824,235 ","919,330 ","904,905 ","262,872 ","125,409 ","137,463 "
24,"2,109,080 ","1,050,718 ","1,058,362 ","1,847,457 ","926,879 ","920,578 ","261,623 ","123,839 ","137,784 "
25,"2,167,481 ","1,077,286 ","1,090,195 ","1,906,801 ","954,876 ","951,925 ","260,680 ","122,410 ","138,270 "
26,"2,303,937 ","1,150,705 ","1,153,232 ","2,048,391 ","1,030,935 ","1,017,456 ","255,546 ","119,770 ","135,776 "
27,"2,370,125 ","1,181,419 ","1,188,706 ","2,110,798 ","1,059,873 ","1,050,925 ","259,327 ","121,546 ","137,781 "
28,"2,325,111 ","1,149,469 ","1,175,642 ","2,063,412 ","1,026,982 ","1,036,430 ","261,699 ","122,487 ","139,212 "
29,"2,373,166 ","1,169,409 ","1,203,757 ","2,109,426 ","1,046,262 ","1,063,164 ","263,740 ","123,147 ","140,593 "
30,"2,399,249 ","1,181,828 ","1,217,421 ","2,134,780 ","1,058,629 ","1,076,151 ","264,469 ","123,199 ","141,270 "
31,"2,441,863 ","1,204,422 ","1,237,441 ","2,171,876 ","1,078,704 ","1,093,172 ","269,987 ","125,718 ","144,269 "
32,"2,462,482 ","1,209,360 ","1,253,122 ","2,187,314 ","1,081,074 ","1,106,240 ","275,168 ","128,286 ","146,882 "
33,"2,507,964 ","1,230,826 ","1,277,138 ","2,228,216 ","1,099,906 ","1,128,310 ","279,748 ","130,920 ","148,828 "
34,"2,492,400 ","1,220,591 ","1,271,809 ","2,211,319 ","1,088,185 ","1,123,134 ","281,081 ","132,406 ","148,675 "
35,"2,546,473 ","1,249,956 ","1,296,517 ","2,269,002 ","1,118,213 ","1,150,789 ","277,471 ","131,743 ","145,728 "
36,"2,533,176 ","1,242,678 ","1,290,498 ","2,262,947 ","1,113,129 ","1,149,818 ","270,229 ","129,549 ","140,680 "
37,"2,476,432 ","1,217,546 ","1,258,886 ","2,214,267 ","1,090,747 ","1,123,520 ","262,165 ","126,799 ","135,366 "
38,"2,358,489 ","1,155,848 ","1,202,641 ","2,105,006 ","1,032,478 ","1,072,528 ","253,483 ","123,370 ","130,113 "
39,"2,353,961 ","1,159,176 ","1,194,785 ","2,108,187 ","1,039,362 ","1,068,825 ","245,774 ","119,814 ","125,960 "
40,"2,329,121 ","1,148,222 ","1,180,899 ","2,088,370 ","1,031,215 ","1,057,155 ","240,751 ","117,007 ","123,744 "
41,"2,291,428 ","1,130,675 ","1,160,753 ","2,053,889 ","1,016,033 ","1,037,856 ","237,539 ","114,642 ","122,897 "
42,"2,249,872 ","1,108,645 ","1,141,227 ","2,015,594 ","996,281 ","1,019,313 ","234,278 ","112,364 ","121,914 "
43,"2,234,056 ","1,100,303 ","1,133,753 ","2,002,671 ","989,663 ","1,013,008 ","231,385 ","110,640 ","120,745 "
44,"2,223,462 ","1,096,366 ","1,127,096 ","1,996,195 ","987,554 ","1,008,641 ","227,267 ","108,812 ","118,455 "
45,"2,171,200 ","1,071,268 ","1,099,932 ","1,951,095 ","965,374 ","985,721 ","220,105 ","105,894 ","114,211 "
46,"2,117,289 ","1,044,672 ","1,072,617 ","1,906,748 ","942,635 ","964,113 ","210,541 ","102,037 ","108,504 "
47,"2,105,965 ","1,040,750 ","1,065,215 ","1,904,932 ","942,648 ","962,284 ","201,033 ","98,102 ","102,931 "
48,"2,088,827 ","1,032,994 ","1,055,833 ","1,897,254 ","939,024 ","958,230 ","191,573 ","93,970 ","97,603 "
49,"2,009,895 ","994,222 ","1,015,673 ","1,825,912 ","903,642 ","922,270 ","183,983 ","90,580 ","93,403 "
50,"1,930,233 ","953,938 ","976,295 ","1,750,253 ","865,039 ","885,214 ","179,980 ","88,899 ","91,081 "
51,"1,877,070 ","927,995 ","949,075 ","1,698,231 ","839,368 ","858,863 ","178,839 ","88,627 ","90,212 "
52,"1,814,963 ","899,128 ","915,835 ","1,637,703 ","810,976 ","826,727 ","177,260 ","88,152 ","89,108 "
53,"1,761,836 ","874,215 ","887,621 ","1,587,239 ","787,058 ","800,181 ","174,597 ","87,157 ","87,440 "
54,"1,702,245 ","844,769 ","857,476 ","1,532,194 ","759,620 ","772,574 ","170,051 ","85,149 ","84,902 "
55,"1,644,532 ","812,730 ","831,802 ","1,481,178 ","730,805 ","750,373 ","163,354 ","81,925 ","81,429 "
56,"1,639,945 ","808,366 ","831,579 ","1,484,587 ","730,441 ","754,146 ","155,358 ","77,925 ","77,433 "
57,"1,614,360 ","793,459 ","820,901 ","1,467,142 ","719,716 ","747,426 ","147,218 ","73,743 ","73,475 "
58,"1,579,415 ","774,780 ","804,635 ","1,440,721 ","705,527 ","735,194 ","138,694 ","69,253 ","69,441 "
59,"1,508,629 ","736,201 ","772,428 ","1,378,748 ","671,663 ","707,085 ","129,881 ","64,538 ","65,343 "
60,"1,466,903 ","712,867 ","754,036 ","1,345,814 ","653,020 ","692,794 ","121,089 ","59,847 ","61,242 "
61,"1,442,808 ","698,709 ","744,099 ","1,331,058 ","643,788 ","687,270 ","111,750 ","54,921 ","56,829 "
62,"1,407,798 ","679,373 ","728,425 ","1,303,330 ","628,392 ","674,938 ","104,468 ","50,981 ","53,487 "
63,"1,369,323 ","657,930 ","711,393 ","1,268,018 ","608,913 ","659,105 ","101,305 ","49,017 ","52,288 "
64,"1,338,209 ","640,788 ","697,421 ","1,236,896 ","592,109 ","644,787 ","101,313 ","48,679 ","52,634 "
65,"1,288,341 ","614,843 ","673,498 ","1,186,588 ","566,125 ","620,463 ","101,753 ","48,718 ","53,035 "
66,"1,217,874 ","578,707 ","639,167 ","1,114,617 ","529,291 ","585,326 ","103,257 ","49,416 ","53,841 "
67,"1,182,606 ","560,763 ","621,843 ","1,080,213 ","511,658 ","568,555 ","102,393 ","49,105 ","53,288 "
68,"1,144,535 ","542,093 ","602,442 ","1,047,606 ","495,405 ","552,201 ","96,929 ","46,688 ","50,241 "
69,"1,090,995 ","516,429 ","574,566 ","1,003,069 ","473,930 ","529,139 ","87,926 ","42,499 ","45,427 "
70,"1,007,696 ","474,719 ","532,977 ","928,886 ","436,676 ","492,210 ","78,810 ","38,043 ","40,767 "
71,"942,004 ","440,691 ","501,313 ","872,415 ","407,268 ","465,147 ","69,589 ","33,423 ","36,166 "
72,"883,994 ","410,993 ","473,001 ","822,509 ","381,588 ","440,921 ","61,485 ","29,405 ","32,080 "
73,"823,290 ","380,553 ","442,737 ","767,623 ","354,029 ","413,594 ","55,667 ","26,524 ","29,143 "
74,"738,330 ","338,557 ","399,773 ","686,859 ","314,019 ","372,840 ","51,471 ","24,538 ","26,933 "
75,"672,569 ","307,204 ","365,365 ","625,552 ","284,563 ","340,989 ","47,017 ","22,641 ","24,376 "
76,"604,925 ","275,014 ","329,911 ","562,670 ","254,277 ","308,393 ","42,255 ","20,737 ","21,518 "
77,"547,425 ","248,204 ","299,221 ","509,816 ","229,424 ","280,392 ","37,609 ","18,780 ","18,829 "
78,"485,321 ","217,990 ","267,331 ","452,181 ","201,254 ","250,927 ","33,140 ","16,736 ","16,404 "
79,"440,604 ","195,674 ","244,930 ","411,520 ","181,000 ","230,520 ","29,084 ","14,674 ","14,410 "
80,"391,499 ","171,372 ","220,127 ","365,868 ","158,663 ","207,205 ","25,631 ","12,709 ","12,922 "
81,"351,548 ","152,151 ","199,397 ","328,853 ","141,284 ","187,569 ","22,695 ","10,867 ","11,828 "
82,"293,837 ","124,775 ","169,062 ","274,123 ","115,719 ","158,404 ","19,714 ","9,056 ","10,658 "
83,"243,699 ","101,365 ","142,334 ","227,233 ","94,148 ","133,085 ","16,466 ","7,217 ","9,249 "
84,"199,435 ","80,913 ","118,522 ","186,219 ","75,560 ","110,659 ","13,216 ","5,353 ","7,863 "
85+,"837,293 ","339,889 ","497,404 ","771,986 ","312,413 ","459,573 ","65,307 ","27,476 ","37,831 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
