RESIDENT POPULATION OF STATES (by single year to 85+ and sex):
July 1, 1981 estimates
 Source: Population Distribution Branch and Population Estimates Branch
         U.S. Bureau of the Census
Release date:  June 4, 1996 

The July 1981 intercensal estimates in this file are consistent 
with and described in Current Population Reports, Series P25-1106.
---------------------------------------------------------------------------
File Layout

Field
Location         Length        Field

1-2              2             FIPS Code state
3-6              4             Blank
7-8              2             State postal abbreviation
9-10             3             Blank
11-12            2             Age  (85 = 85+)
01    AL 83        8081        2708        5373
01    AL 84        7510        2484        5026
01    AL 85       35620       10351       25269
02    AK  0        9918        5051        4867
02    AK  1        8685        4494        4191
02    AK  2        8180        4239        3941
02    AK  3        7767        3957        3810
02    AK  4        7556        3912        3644
02    AK  5        7026        3638        3388
02    AK  6        6971        3521        3450
02    AK  7        6778        3450        3328
02    AK  8        6700        3451        3249
02    AK  9        7071        3642        3429
02    AK 10        7704        3941        3763
02    AK 11        7369        3818        3551
02    AK 12        6930        3537        3393
02    AK 13        6687        3470        3217
02    AK 14        6790        3584        3206
02    AK 15        7027        3649        3378
02    AK 16        7360        3883        3477
02    AK 17        7761        4104        3657
02    AK 18        8190        4259        3931
02    AK 19        8053        4426        3627
02    AK 20        7799        4429        3370
02    AK 21        7886        4445        3441
02    AK 22        8227        4545        3682
02    AK 23        8538        4520        4018
02    AK 24        9216        4772        4444
02    AK 25        9628        4997        4631
02    AK 26       10004        5234        4770
02    AK 27       10263        5396        4867
02    AK 28       10214        5297        4917
02    AK 29       10581        5646        4935
02    AK 30       10065        5368        4697
02    AK 31        9656        5052        4604
02    AK 32        9354        5029        4325
02    AK 33        8911        4804        4107
02    AK 34        9486        5012        4474
02    AK 35        6809        3636        3173
02    AK 36        6799        3667        3132
02    AK 37        6812        3694        3118
02    AK 38        6698        3612        3086
02    AK 39        6033        3340        2693
02    AK 40        5677        3096        2581
02    AK 41        5098        2770        2328
02    AK 42        4765        2637        2128
02    AK 43        4596        2512        2084
02    AK 44        4398        2418        1980
02    AK 45        4091        2227        1864
02    AK 46        4016        2179        1837
02    AK 47        3909        2132        1777
02    AK 48        3568        1949        1619
02    AK 49        3600        1926        1674
02    AK 50        3539        1935        1604
02    AK 51        3475        1913        1562
02    AK 52        3298        1868        1430
02    AK 53        3222        1750        1472
02    AK 54        3059        1657        1402
02    AK 55        2850        1543        1307
02    AK 56        2828        1512        1316
02    AK 57        2767        1501        1266
02    AK 58        2413        1289        1124
02    AK 59        2376        1237        1139
02    AK 60        2225        1171        1054
02    AK 61        1955        1040         915
02    AK 62        1669         916         753
02    AK 63        1639         869         770
02    AK 64        1454         759         695
02    AK 65        1382         729         653
02    AK 66        1188         595         593
02    AK 67        1082         585         497
02    AK 68        1037         529         508
02    AK 69         931         473         458
02    AK 70         823         416         407
02    AK 71         758         400         358
02    AK 72         696         348         348
02    AK 73         558         268         290
02    AK 74         538         232         306
02    AK 75         515         260         255
02    AK 76         449         207         242
02    AK 77         397         172         225
02    AK 78         331         161         170
02    AK 79         303         145         158
02    AK 80         252         130         122
02    AK 81         177          77         100
02    AK 82         173          75          98
02    AK 83         140          56          84
02    AK 84         122          54          68
02    AK 85         647         245         402
04    AZ  0       50452       25846       24606
04    AZ  1       46151       23475       22676
04    AZ  2       43102       21774       21328
04    AZ  3       41904       21578       20326
04    AZ  4       42142       21459       20683
04    AZ  5       40227       20584       19643
04    AZ  6       41031       20824       20207
04    AZ  7       40471       20859       19612
04    AZ  8       39909       20339       19570
04    AZ  9       42829       21724       21105
04    AZ 10       47250       24080       23170
04    AZ 11       45491       23172       22319
04    AZ 12       43792       22235       21557
04    AZ 13       43068       21875       21193
04    AZ 14       43814       22281       21533
04    AZ 15       44901       22831       22070
04    AZ 16       47313       24077       23236
04    AZ 17       50106       25590       24516
04    AZ 18       50258       25687       24571
04    AZ 19       53782       27406       26376
04    AZ 20       55366       28198       27168
04    AZ 21       54458       27679       26779
04    AZ 22       54231       27364       26867
04    AZ 23       54610       27708       26902
04    AZ 24       55076       28020       27056
04    AZ 25       52985       26867       26118
04    AZ 26       51696       26124       25572
04    AZ 27       50936       25751       25185
04    AZ 28       47276       23748       23528
04    AZ 29       49119       24988       24131
04    AZ 30       47442       24067       23375
04    AZ 31       44896       22695       22201
04    AZ 32       44723       22651       22072
04    AZ 33       43296       21724       21572
04    AZ 34       47261       23741       23520
04    AZ 35       34062       16869       17193
04    AZ 36       34220       16979       17241
04    AZ 37       34631       16967       17664
04    AZ 38       35126       17248       17878
04    AZ 39       32850       16322       16528
04    AZ 40       30945       15333       15612
04    AZ 41       28524       14062       14462
04    AZ 42       28234       14050       14184
04    AZ 43       27959       13785       14174
04    AZ 44       26954       13395       13559
04    AZ 45       26138       12877       13261
04    AZ 46       26181       12851       13330
04    AZ 47       25559       12576       12983
04    AZ 48       23939       11824       12115
04    AZ 49       25726       12641       13085
04    AZ 50       26482       12839       13643
04    AZ 51       26002       12623       13379
04    AZ 52       25435       12065       13370
04    AZ 53       25856       12270       13586
04    AZ 54       26007       12128       13879
04    AZ 55       25258       11613       13645
04    AZ 56       26481       12355       14126
04    AZ 57       27384       12614       14770
04    AZ 58       25838       11954       13884
04    AZ 59       27502       12681       14821
04    AZ 60       27261       12584       14677
04    AZ 61       25655       11875       13780
04    AZ 62       24639       11418       13221
04    AZ 63       25482       12021       13461
04    AZ 64       25980       12000       13980
04    AZ 65       24919       11559       13360
04    AZ 66       24575       11459       13116
04    AZ 67       24537       11270       13267
04    AZ 68       23044       10537       12507
04    AZ 69       22824       10345       12479
04    AZ 70       20864        9641       11223
04    AZ 71       19670        8943       10727
04    AZ 72       18598        8538       10060
04    AZ 73       17448        7919        9529
04    AZ 74       16006        7138        8868
04    AZ 75       14621        6608        8013
04    AZ 76       13492        5943        7549
04    AZ 77       11859        5056        6803
04    AZ 78       10856        4518        6338
04    AZ 79        9335        3987        5348
04    AZ 80        8312        3436        4876
04    AZ 81        7048        2758        4290
04    AZ 82        6241        2499        3742
04    AZ 83        5697        2209        3488
04    AZ 84        4871        1907        2964
04    AZ 85       21636        7554       14082
05    AR  0       36191       18595       17596
05    AR  1       35932       18327       17605
05    AR  2       34799       17811       16988
05    AR  3       34553       17774       16779
05    AR  4       35008       18043       16965
05    AR  5       33702       17245       16457
05    AR  6       34723       17870       16853
05    AR  7       34615       17675       16940
05    AR  8       33897       17265       16632
05    AR  9       36668       18803       17865
05    AR 10       39373       20221       19152
05    AR 11       37452       19171       18281
05    AR 12       36301       18602       17699
05    AR 13       35736       18268       17468
05    AR 14       36396       18638       17758
05    AR 15       37956       19429       18527
05    AR 16       41243       20991       20252
05    AR 17       43281       22173       21108
05    AR 18       42312       21405       20907
05    AR 19       42941       21307       21634
05    AR 20       41986       20575       21411
05    AR 21       39589       19551       20038
05    AR 22       38664       19021       19643
05    AR 23       38234       18556       19678
05    AR 24       38109       18655       19454
05    AR 25       36871       17913       18958
05    AR 26       36108       17679       18429
05    AR 27       35843       17476       18367
05    AR 28       33156       16288       16868
05    AR 29       34820       17110       17710
05    AR 30       33879       16484       17395
05    AR 31       32303       15805       16498
05    AR 32       33278       16312       16966
05    AR 33       32615       15938       16677
05    AR 34       36020       17916       18104
05    AR 35       26289       12778       13511
05    AR 36       26982       13113       13869
05    AR 37       27422       13273       14149
05    AR 38       27742       13480       14262
05    AR 39       26476       12829       13647
05    AR 40       25409       12466       12943
05    AR 41       23507       11305       12202
05    AR 42       23021       11356       11665
05    AR 43       23042       11228       11814
05    AR 44       21977       10738       11239
05    AR 45       21707       10425       11282
05    AR 46       22116       10836       11280
05    AR 47       21697       10423       11274
05    AR 48       20526        9745       10781
05    AR 49       21523       10222       11301
05    AR 50       21609       10213       11396
05    AR 51       21127        9986       11141
05    AR 52       21132        9964       11168
05    AR 53       22026       10429       11597
05    AR 54       22707       10720       11987
05    AR 55       22303       10444       11859
05    AR 56       22724       10434       12290
05    AR 57       22843       10622       12221
05    AR 58       21657        9868       11789
05    AR 59       22882       10385       12497
05    AR 60       22970       10671       12299
05    AR 61       22812       10541       12271
05    AR 62       21631        9893       11738
05    AR 63       21854        9975       11879
05    AR 64       21640        9940       11700
05    AR 65       21826        9978       11848
05    AR 66       20982        9667       11315
05    AR 67       21425        9832       11593
05    AR 68       20534        9239       11295
05    AR 69       20416        9195       11221
05    AR 70       19421        8665       10756
05    AR 71       18382        8193       10189
05    AR 72       17834        7841        9993
05    AR 73       16234        6978        9256
05    AR 74       15870        6651        9219
05    AR 75       14591        6052        8539
05    AR 76       13691        5642        8049
05    AR 77       12435        5055        7380
05    AR 78       11301        4519        6782
05    AR 79       10425        4132        6293
05    AR 80        8577        3419        5158
05    AR 81        7478        2800        4678
05    AR 82        6791        2558        4233
05    AR 83        6175        2282        3893
05    AR 84        5746        2115        3631
05    AR 85       27154        9242       17912
06    CA  0      410113      210062      200051
06    CA  1      371598      190133      181465
06    CA  2      349080      178603      170477
06    CA  3      339707      173368      166339
06    CA  4      341896      174713      167183
06    CA  5      324324      165412      158912
06    CA  6      325731      166787      158944
06    CA  7      318041      163222      154819
06    CA  8      311148      159354      151794
06    CA  9      335587      171158      164429
06    CA 10      376044      192263      183781
06    CA 11      370652      189128      181524
06    CA 12      361142      184566      176576
06    CA 13      352615      179423      173192
06    CA 14      358914      182666      176248
06    CA 15      371255      188938      182317
06    CA 16      393111      200498      192613
06    CA 17      419873      216678      203195
06    CA 18      431230      222481      208749
06    CA 19      462500      239934      222566
06    CA 20      475000      248340      226660
06    CA 21      468204      244161      224043
06    CA 22      474524      245906      228618
06    CA 23      486483      250277      236206
06    CA 24      503547      258685      244862
06    CA 25      492711      252008      240703
06    CA 26      483030      247007      236023
06    CA 27      479121      243675      235446
06    CA 28      448377      227697      220680
06    CA 29      466133      237320      228813
06    CA 30      452088      228531      223557
06    CA 31      428669      215247      213422
06    CA 32      425153      213632      211521
06    CA 33      412970      207422      205548
06    CA 34      456298      230406      225892
06    CA 35      332968      167243      165725
06    CA 36      332497      166485      166012
06    CA 37      328637      163547      165090
06    CA 38      329225      164618      164607
06    CA 39      304010      152606      151404
06    CA 40      285397      142309      143088
06    CA 41      265053      132584      132469
06    CA 42      260723      130573      130150
06    CA 43      256495      127471      129024
06    CA 44      246517      122574      123943
06    CA 45      235860      117541      118319
06    CA 46      238350      118305      120045
06    CA 47      233698      116095      117603
06    CA 48      217596      108536      109060
06    CA 49      233884      116114      117770
06    CA 50      241780      118657      123123
06    CA 51      237197      116915      120282
06    CA 52      233209      113286      119923
06    CA 53      237781      114408      123373
06    CA 54      240244      114815      125429
06    CA 55      236351      111888      124463
06    CA 56      241398      115160      126238
06    CA 57      245728      117057      128671
06    CA 58      230157      109803      120354
06    CA 59      239264      114421      124843
06    CA 60      234075      111745      122330
06    CA 61      215507      102075      113432
06    CA 62      196612       92713      103899
06    CA 63      196502       92043      104459
06    CA 64      191277       88794      102483
06    CA 65      185800       85730      100070
06    CA 66      177437       81145       96292
06    CA 67      172141       77572       94569
06    CA 68      164581       73554       91027
06    CA 69      157970       69346       88624
06    CA 70      147289       64502       82787
06    CA 71      138968       60270       78698
06    CA 72      131383       56307       75076
06    CA 73      122045       51391       70654
06    CA 74      115868       47811       68057
06    CA 75      107579       43990       63589
06    CA 76       99264       39767       59497
06    CA 77       91518       35775       55743
06    CA 78       84994       32611       52383
06    CA 79       78530       29394       49136
06    CA 80       71029       25956       45073
06    CA 81       63254       22262       40992
06    CA 82       55611       19491       36120
06    CA 83       51459       17223       34236
06    CA 84       46602       15166       31436
06    CA 85      227754       66042      161712
08    CO  0       51174       26201       24973
08    CO  1       47366       24299       23067
08    CO  2       44784       22781       22003
08    CO  3       43462       22290       21172
08    CO  4       43400       22337       21063
08    CO  5       41042       21003       20039
08    CO  6       41618       21300       20318
08    CO  7       40954       20976       19978
08    CO  8       40254       20615       19639
08    CO  9       44090       22495       21595
08    CO 10       49144       25223       23921
08    CO 11       47845       24430       23415
08    CO 12       46670       23682       22988
08    CO 13       44977       22841       22136
08    CO 14       45136       23007       22129
08    CO 15       45887       23520       22367
08    CO 16       49008       24990       24018
08    CO 17       51868       26557       25311
08    CO 18       52988       27300       25688
08    CO 19       58576       30398       28178
08    CO 20       60795       31431       29364
08    CO 21       59652       31020       28632
08    CO 22       59898       30738       29160
08    CO 23       60855       30947       29908
08    CO 24       63134       32022       31112
08    CO 25       62562       31801       30761
08    CO 26       62555       31658       30897
08    CO 27       63554       32264       31290
08    CO 28       60538       30667       29871
08    CO 29       63609       32475       31134
08    CO 30       61889       31690       30199
08    CO 31       57984       29524       28460
08    CO 32       57567       29458       28109
08    CO 33       55965       28212       27753
08    CO 34       61069       31169       29900
08    CO 35       42513       21548       20965
08    CO 36       41899       21069       20830
08    CO 37       41484       20874       20610
08    CO 38       41286       20627       20659
08    CO 39       37987       19052       18935
08    CO 40       35330       17679       17651
08    CO 41       32354       16057       16297
08    CO 42       32047       16079       15968
08    CO 43       31306       15735       15571
08    CO 44       30221       15157       15064
08    CO 45       29029       14576       14453
08    CO 46       28883       14482       14401
08    CO 47       28233       13960       14273
08    CO 48       26258       13232       13026
08    CO 49       28008       14052       13956
08    CO 50       28465       14089       14376
08    CO 51       27239       13532       13707
08    CO 52       27197       13283       13914
08    CO 53       27246       13195       14051
08    CO 54       26695       12896       13799
08    CO 55       25519       12165       13354
08    CO 56       25717       12356       13361
08    CO 57       26283       12678       13605
08    CO 58       24560       11762       12798
08    CO 59       25562       12218       13344
08    CO 60       24521       11859       12662
08    CO 61       22439       10830       11609
08    CO 62       20823        9880       10943
08    CO 63       20915        9906       11009
08    CO 64       20157        9434       10723
08    CO 65       18640        8599       10041
08    CO 66       18284        8337        9947
08    CO 67       17040        7572        9468
08    CO 68       16410        7498        8912
08    CO 69       16068        7058        9010
08    CO 70       14971        6564        8407
08    CO 71       14051        6058        7993
08    CO 72       13350        5611        7739
08    CO 73       12427        5275        7152
08    CO 74       11957        4978        6979
08    CO 75       10792        4357        6435
08    CO 76       10276        4144        6132
08    CO 77        9437        3648        5789
08    CO 78        8657        3359        5298
08    CO 79        7784        2971        4813
08    CO 80        7355        2596        4759
08    CO 81        6670        2351        4319
08    CO 82        5794        1913        3881
08    CO 83        5412        1839        3573
08    CO 84        5032        1660        3372
08    CO 85       25443        7481       17962
09    CT  0       39351       20272       19079
09    CT  1       37881       19294       18587
09    CT  2       37218       18921       18297
09    CT  3       36924       18729       18195
09    CT  4       37220       19049       18171
09    CT  5       36217       18664       17553
09    CT  6       37389       19275       18114
09    CT  7       37428       18995       18433
09    CT  8       37783       19293       18490
09    CT  9       42819       22051       20768
09    CT 10       49339       25073       24266
09    CT 11       49789       25377       24412
09    CT 12       49168       25080       24088
09    CT 13       49311       25191       24120
09    CT 14       51340       26167       25173
09    CT 15       54444       27724       26720
09    CT 16       57144       29079       28065
09    CT 17       59108       30141       28967
09    CT 18       57587       29306       28281
09    CT 19       58277       29220       29057
09    CT 20       56994       28346       28648
09    CT 21       54134       26867       27267
09    CT 22       54840       27508       27332
09    CT 23       54907       27466       27441
09    CT 24       55126       27300       27826
09    CT 25       53636       26865       26771
09    CT 26       52306       25960       26346
09    CT 27       51788       25643       26145
09    CT 28       48854       24041       24813
09    CT 29       51315       25293       26022
09    CT 30       49769       24392       25377
09    CT 31       47367       23192       24175
09    CT 32       48946       23861       25085
09    CT 33       49496       23809       25687
09    CT 34       56963       27834       29129
09    CT 35       41558       20272       21286
09    CT 36       41512       20216       21296
09    CT 37       43009       20960       22049
09    CT 38       45355       22110       23245
09    CT 39       40813       19964       20849
09    CT 40       36925       17750       19175
09    CT 41       33664       16362       17302
09    CT 42       33774       16430       17344
09    CT 43       33688       16255       17433
09    CT 44       32368       15806       16562
09    CT 45       31143       15088       16055
09    CT 46       31854       15423       16431
09    CT 47       31237       15152       16085
09    CT 48       29854       14531       15323
09    CT 49       32853       15917       16936
09    CT 50       34701       16635       18066
09    CT 51       33909       16490       17419
09    CT 52       34318       16764       17554
09    CT 53       35911       17491       18420
09    CT 54       36111       17270       18841
09    CT 55       34557       16494       18063
09    CT 56       35708       17002       18706
09    CT 57       36272       17288       18984
09    CT 58       33952       16159       17793
09    CT 59       35328       16787       18541
09    CT 60       34705       16508       18197
09    CT 61       32692       15359       17333
09    CT 62       30735       14235       16500
09    CT 63       31153       14610       16543
09    CT 64       30476       14038       16438
09    CT 65       28678       13267       15411
09    CT 66       27124       12307       14817
09    CT 67       25798       11460       14338
09    CT 68       24906       11047       13859
09    CT 69       23415       10128       13287
09    CT 70       21836        9325       12511
09    CT 71       20307        8519       11788
09    CT 72       19510        8035       11475
09    CT 73       18192        7422       10770
09    CT 74       17018        6682       10336
09    CT 75       16126        6220        9906
09    CT 76       14778        5642        9136
09    CT 77       13528        4989        8539
09    CT 78       12730        4599        8131
09    CT 79       11283        3801        7482
09    CT 80       10310        3481        6829
09    CT 81        9403        3036        6367
09    CT 82        8514        2749        5765
09    CT 83        8086        2606        5480
09    CT 84        7416        2279        5137
09    CT 85       37568       10524       27044
10    DE  0        9209        4761        4448
10    DE  1        8665        4399        4266
10    DE  2        8392        4258        4134
10    DE  3        8167        4172        3995
10    DE  4        8049        4078        3971
10    DE  5        7644        3865        3779
10    DE  6        7781        3980        3801
10    DE  7        7599        3846        3753
10    DE  8        7699        3929        3770
10    DE  9        8641        4453        4188
10    DE 10        9697        4941        4756
10    DE 11        9447        4877        4570
10    DE 12        9164        4584        4580
10    DE 13        9194        4662        4532
10    DE 14        9803        5050        4753
10    DE 15       10308        5225        5083
10    DE 16       10842        5497        5345
10    DE 17       11429        5749        5680
10    DE 18       11484        5591        5893
10    DE 19       12662        6024        6638
10    DE 20       12923        6210        6713
10    DE 21       12274        5905        6369
10    DE 22       12132        5975        6157
10    DE 23       11770        5782        5988
10    DE 24       11294        5601        5693
10    DE 25       10734        5292        5442
10    DE 26       10390        5129        5261
10    DE 27       10144        4926        5218
10    DE 28        9613        4657        4956
10    DE 29        9818        4843        4975
10    DE 30        9622        4700        4922
10    DE 31        9015        4386        4629
10    DE 32        9258        4446        4812
10    DE 33        9288        4594        4694
10    DE 34       10393        5139        5254
10    DE 35        7410        3601        3809
10    DE 36        7364        3565        3799
10    DE 37        7570        3682        3888
10    DE 38        7886        3847        4039
10    DE 39        7384        3597        3787
10    DE 40        6908        3380        3528
10    DE 41        6273        3073        3200
10    DE 42        6313        3107        3206
10    DE 43        6351        3087        3264
10    DE 44        6050        2912        3138
10    DE 45        5834        2857        2977
10    DE 46        6049        2924        3125
10    DE 47        6007        2932        3075
10    DE 48        5747        2796        2951
10    DE 49        6234        3061        3173
10    DE 50        6462        3090        3372
10    DE 51        6226        3054        3172
10    DE 52        6250        2990        3260
10    DE 53        6408        3110        3298
10    DE 54        6402        3084        3318
10    DE 55        6260        2959        3301
10    DE 56        6330        3027        3303
10    DE 57        6500        3037        3463
10    DE 58        6054        2831        3223
10    DE 59        6275        2975        3300
10    DE 60        6085        2918        3167
10    DE 61        5865        2805        3060
10    DE 62        5278        2504        2774
10    DE 63        5293        2524        2769
10    DE 64        5185        2413        2772
10    DE 65        4822        2224        2598
10    DE 66        4478        2084        2394
10    DE 67        4411        2034        2377
10    DE 68        4179        1855        2324
10    DE 69        3952        1636        2316
10    DE 70        3512        1481        2031
10    DE 71        3538        1485        2053
10    DE 72        3181        1312        1869
10    DE 73        2954        1159        1795
10    DE 74        2820        1081        1739
10    DE 75        2498         960        1538
10    DE 76        2339         913        1426
10    DE 77        2118         775        1343
10    DE 78        1928         700        1228
10    DE 79        1842         648        1194
10    DE 80        1698         574        1124
10    DE 81        1568         514        1054
10    DE 82        1354         438         916
10    DE 83        1301         416         885
10    DE 84        1118         334         784
10    DE 85        5563        1520        4043
11    DC  0        8892        4510        4382
11    DC  1        7331        3674        3657
11    DC  2        6754        3421        3333
11    DC  3        6631        3283        3348
11    DC  4        6600        3344        3256
11    DC  5        6212        3150        3062
11    DC  6        6335        3276        3059
11    DC  7        6378        3251        3127
11    DC  8        6508        3298        3210
11    DC  9        7456        3809        3647
11    DC 10        8631        4334        4297
11    DC 11        8347        4231        4116
11    DC 12        7973        3940        4033
11    DC 13        8027        4012        4015
11    DC 14        8503        4309        4194
11    DC 15        9010        4462        4548
11    DC 16        9522        4751        4771
11    DC 17       10180        5081        5099
11    DC 18       10669        5168        5501
11    DC 19       13139        6117        7022
11    DC 20       14827        7047        7780
11    DC 21       14237        6618        7619
11    DC 22       14304        6527        7777
11    DC 23       14247        6561        7686
11    DC 24       14833        6873        7960
11    DC 25       14318        6609        7709
11    DC 26       14009        6610        7399
11    DC 27       14010        6650        7360
11    DC 28       12727        5977        6750
11    DC 29       13287        6405        6882
11    DC 30       13116        6299        6817
11    DC 31       12189        5769        6420
11    DC 32       11818        5608        6210
11    DC 33       11178        5342        5836
11    DC 34       11726        5712        6014
11    DC 35        8703        4231        4472
11    DC 36        8690        4128        4562
11    DC 37        8387        3987        4400
11    DC 38        8361        4037        4324
11    DC 39        7849        3833        4016
11    DC 40        7384        3563        3821
11    DC 41        6905        3290        3615
11    DC 42        6586        3183        3403
11    DC 43        6437        3047        3390
11    DC 44        6090        2931        3159
11    DC 45        5887        2796        3091
11    DC 46        5909        2732        3177
11    DC 47        5942        2810        3132
11    DC 48        5667        2614        3053
11    DC 49        5881        2755        3126
11    DC 50        6024        2782        3242
11    DC 51        6217        2902        3315
11    DC 52        6305        2911        3394
11    DC 53        6468        2961        3507
11    DC 54        6532        2937        3595
11    DC 55        6537        2911        3626
11    DC 56        6658        2982        3676
11    DC 57        6754        2984        3770
11    DC 58        6566        2864        3702
11    DC 59        6690        3081        3609
11    DC 60        6445        2840        3605
11    DC 61        6308        2874        3434
11    DC 62        5636        2371        3265
11    DC 63        5661        2418        3243
11    DC 64        5546        2256        3290
11    DC 65        5448        2277        3171
11    DC 66        5129        2130        2999
11    DC 67        5290        2068        3222
11    DC 68        4906        1998        2908
11    DC 69        4848        1977        2871
11    DC 70        4394        1728        2666
11    DC 71        4207        1613        2594
11    DC 72        4018        1472        2546
11    DC 73        3608        1374        2234
11    DC 74        3664        1384        2280
11    DC 75        3159        1180        1979
11    DC 76        2891        1013        1878
11    DC 77        2698         912        1786
11    DC 78        2454         829        1625
11    DC 79        2342         784        1558
11    DC 80        2135         667        1468
11    DC 81        1774         547        1227
11    DC 82        1582         482        1100
11    DC 83        1423         430         993
11    DC 84        1336         389         947
11    DC 85        6639        1744        4895
12    FL  0      136506       70025       66481
12    FL  1      125095       63765       61330
12    FL  2      118716       60575       58141
12    FL  3      116937       59613       57324
12    FL  4      118350       60575       57775
12    FL  5      113630       58187       55443
12    FL  6      118140       60507       57633
12    FL  7      119801       61096       58705
12    FL  8      121437       62016       59421
12    FL  9      134770       68590       66180
12    FL 10      148200       75979       72221
12    FL 11      142587       72812       69775
12    FL 12      138370       70584       67786
12    FL 13      136568       69736       66832
12    FL 14      141974       72565       69409
12    FL 15      148529       75931       72598
12    FL 16      158765       80772       77993
12    FL 17      168168       86203       81965
12    FL 18      166742       84311       82431
12    FL 19      172750       86608       86142
12    FL 20      173927       86732       87195
12    FL 21      168506       84252       84254
12    FL 22      167714       83869       83845
12    FL 23      169983       85105       84878
12    FL 24      174182       86908       87274
12    FL 25      169025       84268       84757
12    FL 26      164204       81875       82329
12    FL 27      162258       80595       81663
12    FL 28      151290       74768       76522
12    FL 29      158115       78779       79336
12    FL 30      152939       75661       77278
12    FL 31      144142       71085       73057
12    FL 32      145179       71285       73894
12    FL 33      142688       69863       72825
12    FL 34      158723       78506       80217
12    FL 35      117140       57180       59960
12    FL 36      118443       57673       60770
12    FL 37      119827       58136       61691
12    FL 38      122939       59517       63422
12    FL 39      114057       55744       58313
12    FL 40      109184       53111       56073
12    FL 41      102980       50002       52978
12    FL 42      102311       50034       52277
12    FL 43      102407       49464       52943
12    FL 44       99833       48298       51535
12    FL 45       97081       46902       50179
12    FL 46       98102       47614       50488
12    FL 47       96658       46610       50048
12    FL 48       92941       45157       47784
12    FL 49      100010       48528       51482
12    FL 50      103411       49096       54315
12    FL 51      102748       49112       53636
12    FL 52      104401       48960       55441
12    FL 53      108574       50606       57968
12    FL 54      110361       50784       59577
12    FL 55      108300       49278       59022
12    FL 56      111620       50529       61091
12    FL 57      115614       52239       63375
12    FL 58      111329       50215       61114
12    FL 59      119145       53463       65682
12    FL 60      119545       53732       65813
12    FL 61      116388       51886       64502
12    FL 62      112802       50305       62497
12    FL 63      119183       53818       65365
12    FL 64      123116       54827       68289
