RESIDENT POPULATION OF STATES (by single year to 85+ and sex):
July 1, 1981 estimates
 Source: Population Distribution Branch and Population Estimates Branch
         U.S. Bureau of the Census
Release date:  June 4, 1996 

The July 1981 intercensal estimates in this file are consistent 
with and described in Current Population Reports, Series P25-1106.
---------------------------------------------------------------------------
File Layout

Field
Location         Length        Field

1-2              2             FIPS Code state
3-6              4             Blank
7-8              2             State postal abbreviation
9-10             3             Blank
11-12            2             Age  (85 = 85+)
15    HI 13       14335        7381        6954
15    HI 14       14646        7433        7213
15    HI 15       15329        7909        7420
15    HI 16       16015        8204        7811
15    HI 17       16923        8642        8281
15    HI 18       17949        9520        8429
15    HI 19       18999       10630        8369
15    HI 20       19480       11647        7833
15    HI 21       20576       12138        8438
15    HI 22       20945       11754        9191
15    HI 23       20522       11064        9458
15    HI 24       20475       10669        9806
15    HI 25       20133       10505        9628
15    HI 26       19770       10120        9650
15    HI 27       19623       10041        9582
15    HI 28       18938        9677        9261
15    HI 29       19459        9853        9606
15    HI 30       18530        9340        9190
15    HI 31       17674        8972        8702
15    HI 32       17721        9105        8616
15    HI 33       17064        8676        8388
15    HI 34       18143        9252        8891
15    HI 35       13816        7035        6781
15    HI 36       14268        7176        7092
15    HI 37       13872        7027        6845
15    HI 38       13040        6654        6386
15    HI 39       11818        6057        5761
15    HI 40       11076        5671        5405
15    HI 41       10087        5143        4944
15    HI 42        9792        4874        4918
15    HI 43        9544        4725        4819
15    HI 44        8880        4334        4546
15    HI 45        8573        4181        4392
15    HI 46        8757        4249        4508
15    HI 47        8773        4111        4662
15    HI 48        8487        4168        4319
15    HI 49        9266        4385        4881
15    HI 50        9483        4461        5022
15    HI 51        9477        4555        4922
15    HI 52        9661        4638        5023
15    HI 53        9947        4717        5230
15    HI 54        9939        4721        5218
15    HI 55        9610        4679        4931
15    HI 56       10060        4841        5219
15    HI 57        9928        4825        5103
15    HI 58        9153        4623        4530
15    HI 59        9270        4587        4683
15    HI 60        8843        4404        4439
15    HI 61        8411        4252        4159
15    HI 62        7643        3720        3923
15    HI 63        7563        3725        3838
15    HI 64        7268        3594        3674
15    HI 65        6905        3405        3500
15    HI 66        6389        3200        3189
15    HI 67        6316        3292        3024
15    HI 68        5632        2968        2664
15    HI 69        5466        2903        2563
15    HI 70        5071        2692        2379
15    HI 71        4801        2692        2109
15    HI 72        4354        2380        1974
15    HI 73        3800        2085        1715
15    HI 74        3592        1927        1665
15    HI 75        3525        1830        1695
15    HI 76        3242        1631        1611
15    HI 77        2897        1412        1485
15    HI 78        2597        1287        1310
15    HI 79        2302        1155        1147
15    HI 80        2176        1012        1164
15    HI 81        1880         827        1053
15    HI 82        1533         674         859
15    HI 83        1372         581         791
15    HI 84        1238         449         789
15    HI 85        6039        2113        3926
16    ID  0       19904       10213        9691
16    ID  1       19713        9974        9739
16    ID  2       19433       10098        9335
16    ID  3       18844        9652        9192
16    ID  4       18833        9763        9070
16    ID  5       17372        8869        8503
16    ID  6       17179        8757        8422
16    ID  7       16571        8576        7995
16    ID  8       15716        8015        7701
16    ID  9       16458        8479        7979
16    ID 10       17686        9066        8620
16    ID 11       16582        8420        8162
16    ID 12       16033        8236        7797
16    ID 13       15612        7973        7639
16    ID 14       15737        8079        7658
16    ID 15       15877        8045        7832
16    ID 16       16315        8260        8055
16    ID 17       16955        8755        8200
16    ID 18       17168        8552        8616
16    ID 19       18497        8865        9632
16    ID 20       18386        9175        9211
16    ID 21       17135        8760        8375
16    ID 22       16883        8513        8370
16    ID 23       16924        8627        8297
16    ID 24       17204        8721        8483
16    ID 25       16902        8582        8320
16    ID 26       16589        8478        8111
16    ID 27       16789        8427        8362
16    ID 28       16013        8087        7926
16    ID 29       16842        8582        8260
16    ID 30       16170        8208        7962
16    ID 31       15288        7701        7587
16    ID 32       15358        7813        7545
16    ID 33       14846        7590        7256
16    ID 34       16127        8145        7982
16    ID 35       11698        5934        5764
16    ID 36       11820        5947        5873
16    ID 37       12154        6082        6072
16    ID 38       12126        6129        5997
16    ID 39       11255        5733        5522
16    ID 40       10678        5410        5268
16    ID 41        9839        5058        4781
16    ID 42        9687        4866        4821
16    ID 43        9421        4875        4546
16    ID 44        9156        4581        4575
16    ID 45        8622        4327        4295
16    ID 46        8579        4318        4261
16    ID 47        8371        4187        4184
16    ID 48        7609        3866        3743
16    ID 49        8254        4039        4215
16    ID 50        8364        4149        4215
16    ID 51        8123        4085        4038
16    ID 52        8018        3966        4052
16    ID 53        8281        4125        4156
16    ID 54        8279        4083        4196
16    ID 55        7867        3794        4073
16    ID 56        8128        3945        4183
16    ID 57        8335        3995        4340
16    ID 58        7940        3842        4098
16    ID 59        8445        4094        4351
16    ID 60        8426        4070        4356
16    ID 61        7962        3813        4149
16    ID 62        7628        3740        3888
16    ID 63        7765        3749        4016
16    ID 64        7679        3706        3973
16    ID 65        7181        3567        3614
16    ID 66        7026        3387        3639
16    ID 67        6748        3232        3516
16    ID 68        6661        3243        3418
16    ID 69        6237        3015        3222
16    ID 70        6048        2907        3141
16    ID 71        5779        2682        3097
16    ID 72        5325        2476        2849
16    ID 73        4954        2285        2669
16    ID 74        4579        2166        2413
16    ID 75        4157        1895        2262
16    ID 76        3887        1717        2170
16    ID 77        3390        1469        1921
16    ID 78        3306        1416        1890
16    ID 79        2858        1171        1687
16    ID 80        2682        1062        1620
16    ID 81        2394         927        1467
16    ID 82        2101         835        1266
16    ID 83        1929         735        1194
16    ID 84        1704         597        1107
16    ID 85        8807        2935        5872
17    IL  0      185416       94626       90790
17    IL  1      177658       90572       87086
17    IL  2      168924       86395       82529
17    IL  3      165882       84749       81133
17    IL  4      167100       85705       81395
17    IL  5      159930       81803       78127
17    IL  6      161674       82725       78949
17    IL  7      159216       81396       77820
17    IL  8      158388       80964       77424
17    IL  9      173873       88769       85104
17    IL 10      191340       98089       93251
17    IL 11      184257       94095       90162
17    IL 12      179164       91292       87872
17    IL 13      178029       90915       87114
17    IL 14      183602       93718       89884
17    IL 15      190034       96884       93150
17    IL 16      201768      102974       98794
17    IL 17      207736      106614      101122
17    IL 18      208116      106352      101764
17    IL 19      218779      111040      107739
17    IL 20      218711      109157      109554
17    IL 21      210804      105045      105759
17    IL 22      210009      104517      105492
17    IL 23      213358      106153      107205
17    IL 24      216494      107910      108584
17    IL 25      210976      105018      105958
17    IL 26      206730      102716      104014
17    IL 27      201823      100206      101617
17    IL 28      188618       93766       94852
17    IL 29      198307       98318       99989
17    IL 30      192718       95135       97583
17    IL 31      179893       88629       91264
17    IL 32      178648       88056       90592
17    IL 33      175228       85710       89518
17    IL 34      192889       95368       97521
17    IL 35      138877       68091       70786
17    IL 36      138376       67646       70730
17    IL 37      141888       69056       72832
17    IL 38      148375       72594       75781
17    IL 39      138678       68043       70635
17    IL 40      129309       63125       66184
17    IL 41      118860       57930       60930
17    IL 42      119562       58613       60949
17    IL 43      119248       58322       60926
17    IL 44      114365       55753       58612
17    IL 45      111280       54296       56984
17    IL 46      111932       54589       57343
17    IL 47      109278       53255       56023
17    IL 48      102756       49883       52873
17    IL 49      110167       53782       56385
17    IL 50      116328       55743       60585
17    IL 51      114992       56130       58862
17    IL 52      115718       56173       59545
17    IL 53      119514       58085       61429
17    IL 54      120318       58045       62273
17    IL 55      117068       56001       61067
17    IL 56      118980       56814       62166
17    IL 57      120389       57659       62730
17    IL 58      112458       53123       59335
17    IL 59      116062       54776       61286
17    IL 60      112900       53049       59851
17    IL 61      105558       49297       56261
17    IL 62       99322       46151       53171
17    IL 63       99598       46131       53467
17    IL 64       98106       45010       53096
17    IL 65       95865       43573       52292
17    IL 66       91062       40566       50496
17    IL 67       88315       38719       49596
17    IL 68       83531       36024       47507
17    IL 69       80268       34073       46195
17    IL 70       74499       31405       43094
17    IL 71       70925       29406       41519
17    IL 72       67569       27819       39750
17    IL 73       62621       25042       37579
17    IL 74       60012       23564       36448
17    IL 75       56019       21943       34076
17    IL 76       51984       19594       32390
17    IL 77       48367       18016       30351
17    IL 78       44540       16061       28479
17    IL 79       40786       14491       26295
17    IL 80       37160       12920       24240
17    IL 81       33065       11176       21889
17    IL 82       29042        9578       19464
17    IL 83       27168        8761       18407
17    IL 84       25137        7889       17248
17    IL 85      119172       34101       85071
18    IN  0       86002       44214       41788
18    IN  1       85280       43690       41590
18    IN  2       83589       42913       40676
18    IN  3       82845       42471       40374
18    IN  4       83380       42754       40626
18    IN  5       79971       40676       39295
18    IN  6       81928       42230       39698
18    IN  7       81536       41772       39764
18    IN  8       80808       41518       39290
18    IN  9       88397       45361       43036
18    IN 10       96544       49458       47086
18    IN 11       91566       46956       44610
18    IN 12       88384       45352       43032
18    IN 13       87111       44399       42712
18    IN 14       90094       45817       44277
18    IN 15       92662       47269       45393
18    IN 16       98720       50320       48400
18    IN 17      102818       52278       50540
18    IN 18      101009       50429       50580
18    IN 19      107406       52937       54469
18    IN 20      109649       54232       55417
18    IN 21      104927       51862       53065
18    IN 22      104387       51642       52745
18    IN 23      102857       51020       51837
18    IN 24      101757       50799       50958
18    IN 25       97492       48572       48920
18    IN 26       95374       47571       47803
18    IN 27       94626       46871       47755
18    IN 28       87936       43385       44551
18    IN 29       92133       45824       46309
18    IN 30       88141       43522       44619
18    IN 31       83124       40871       42253
18    IN 32       84407       41360       43047
18    IN 33       82812       40565       42247
18    IN 34       91819       45596       46223
18    IN 35       64918       32001       32917
18    IN 36       65735       32259       33476
18    IN 37       66688       32806       33882
18    IN 38       69651       34303       35348
18    IN 39       65584       32165       33419
18    IN 40       61764       30323       31441
18    IN 41       56613       27842       28771
18    IN 42       57169       28001       29168
18    IN 43       56650       27702       28948
18    IN 44       54152       26620       27532
18    IN 45       52555       25839       26716
18    IN 46       53396       25961       27435
18    IN 47       52037       25348       26689
18    IN 48       49166       23969       25197
18    IN 49       53325       25810       27515
18    IN 50       55077       26382       28695
18    IN 51       53961       26425       27536
18    IN 52       54815       26639       28176
18    IN 53       56701       27699       29002
18    IN 54       56662       27114       29548
18    IN 55       54671       26071       28600
18    IN 56       55895       26645       29250
18    IN 57       56917       26963       29954
18    IN 58       52385       24808       27577
18    IN 59       54577       25505       29072
18    IN 60       52820       24620       28200
18    IN 61       48352       22653       25699
18    IN 62       45560       21104       24456
18    IN 63       45945       21331       24614
18    IN 64       45016       20553       24463
18    IN 65       43494       19884       23610
18    IN 66       41954       18893       23061
18    IN 67       40134       17935       22199
18    IN 68       38478       16920       21558
18    IN 69       37778       16462       21316
18    IN 70       34831       14908       19923
18    IN 71       32812       13694       19118
18    IN 72       30991       12867       18124
18    IN 73       28944       11787       17157
18    IN 74       28245       11312       16933
18    IN 75       25932       10283       15649
18    IN 76       24723        9635       15088
18    IN 77       22685        8538       14147
18    IN 78       21663        7868       13795
18    IN 79       19012        6809       12203
18    IN 80       17519        6177       11342
18    IN 81       15713        5226       10487
18    IN 82       14027        4608        9419
18    IN 83       13042        4283        8759
18    IN 84       11737        3744        7993
18    IN 85       56463       16220       40243
19    IA  0       46666       23901       22765
19    IA  1       46267       23785       22482
19    IA  2       44874       22841       22033
19    IA  3       44307       22579       21728
19    IA  4       43947       22450       21497
19    IA  5       41217       21182       20035
19    IA  6       41265       21049       20216
19    IA  7       39887       20497       19390
19    IA  8       38587       19725       18862
19    IA  9       42727       21727       21000
19    IA 10       47231       24333       22898
19    IA 11       46143       23693       22450
19    IA 12       44966       22962       22004
19    IA 13       44362       22730       21632
19    IA 14       45851       23531       22320
19    IA 15       47725       24597       23128
19    IA 16       50616       25859       24757
19    IA 17       53133       26952       26181
19    IA 18       52998       26355       26643
19    IA 19       57292       28413       28879
19    IA 20       58300       28809       29491
19    IA 21       55709       27697       28012
19    IA 22       54270       27123       27147
19    IA 23       53493       26823       26670
19    IA 24       52984       26769       26215
19    IA 25       51069       26085       24984
19    IA 26       49613       25149       24464
19    IA 27       49169       24800       24369
19    IA 28       45602       23048       22554
19    IA 29       48293       24344       23949
19    IA 30       46250       23561       22689
19    IA 31       42695       21499       21196
19    IA 32       42346       21219       21127
19    IA 33       41373       20609       20764
19    IA 34       45176       22547       22629
19    IA 35       31781       15847       15934
19    IA 36       31728       15718       16010
19    IA 37       32597       16148       16449
19    IA 38       33414       16694       16720
19    IA 39       31581       15586       15995
19    IA 40       30374       14964       15410
19    IA 41       28022       13917       14105
19    IA 42       28292       13880       14412
19    IA 43       28069       13894       14175
19    IA 44       27678       13589       14089
19    IA 45       27087       13127       13960
19    IA 46       27209       13344       13865
19    IA 47       26490       12889       13601
19    IA 48       25139       12147       12992
19    IA 49       27232       13243       13989
19    IA 50       28031       13344       14687
19    IA 51       27461       13540       13921
19    IA 52       28082       13773       14309
19    IA 53       29418       14611       14807
19    IA 54       29548       14464       15084
19    IA 55       28675       13731       14944
19    IA 56       29061       14094       14967
19    IA 57       29184       13984       15200
19    IA 58       27577       13101       14476
19    IA 59       29204       13779       15425
19    IA 60       28850       13553       15297
19    IA 61       26897       12678       14219
19    IA 62       26001       12197       13804
19    IA 63       26492       12477       14015
19    IA 64       26170       12095       14075
19    IA 65       25406       11633       13773
19    IA 66       24852       11264       13588
19    IA 67       23399       10570       12829
19    IA 68       22805       10238       12567
19    IA 69       22624        9906       12718
19    IA 70       21349        9437       11912
19    IA 71       20724        8992       11732
19    IA 72       19844        8495       11349
19    IA 73       18485        7576       10909
19    IA 74       17961        7195       10766
19    IA 75       17034        6848       10186
19    IA 76       16461        6429       10032
19    IA 77       15334        5850        9484
19    IA 78       14695        5439        9256
19    IA 79       13188        4923        8265
19    IA 80       12460        4457        8003
19    IA 81       11553        4043        7510
19    IA 82       10394        3563        6831
19    IA 83        9831        3267        6564
19    IA 84        9031        2926        6105
19    IA 85       46798       13660       33138
20    KS  0       40851       21072       19779
20    KS  1       38598       19876       18722
20    KS  2       36841       18876       17965
20    KS  3       35942       18459       17483
20    KS  4       35841       18390       17451
20    KS  5       33834       17354       16480
20    KS  6       33831       17278       16553
20    KS  7       32649       16781       15868
20    KS  8       31684       16430       15254
20    KS  9       33755       17292       16463
20    KS 10       37399       19222       18177
20    KS 11       36064       18456       17608
20    KS 12       34832       17832       17000
20    KS 13       33768       17177       16591
20    KS 14       34435       17671       16764
20    KS 15       36001       18537       17464
20    KS 16       38526       19541       18985
20    KS 17       41070       20945       20125
20    KS 18       42372       21731       20641
20    KS 19       46549       24121       22428
20    KS 20       49000       25510       23490
20    KS 21       47946       24795       23151
20    KS 22       46939       24080       22859
20    KS 23       46399       23852       22547
20    KS 24       46452       23967       22485
20    KS 25       44871       22906       21965
20    KS 26       43363       22003       21360
20    KS 27       42553       21609       20944
20    KS 28       39105       19846       19259
20    KS 29       40280       20732       19548
20    KS 30       38665       19676       18989
20    KS 31       35614       18034       17580
20    KS 32       35751       17990       17761
20    KS 33       35120       17636       17484
20    KS 34       38489       19451       19038
20    KS 35       27352       13763       13589
20    KS 36       27687       13808       13879
20    KS 37       28248       14071       14177
20    KS 38       28366       14162       14204
20    KS 39       26439       13041       13398
20    KS 40       24988       12307       12681
20    KS 41       23064       11358       11706
20    KS 42       23262       11453       11809
20    KS 43       23029       11457       11572
20    KS 44       22269       11065       11204
20    KS 45       21851       10717       11134
20    KS 46       22416       10882       11534
20    KS 47       22154       10891       11263
20    KS 48       20897       10198       10699
20    KS 49       22926       11195       11731
20    KS 50       23412       11346       12066
20    KS 51       22761       11236       11525
20    KS 52       23007       11210       11797
20    KS 53       23915       11805       12110
20    KS 54       23975       11636       12339
20    KS 55       23443       11500       11943
20    KS 56       23718       11571       12147
20    KS 57       24442       11774       12668
20    KS 58       22735       10710       12025
20    KS 59       23946       11302       12644
20    KS 60       23679       11192       12487
20    KS 61       22034       10357       11677
20    KS 62       20806        9805       11001
20    KS 63       20977        9718       11259
20    KS 64       20622        9504       11118
20    KS 65       19574        8742       10832
20    KS 66       19595        8854       10741
20    KS 67       18952        8546       10406
20    KS 68       18309        8212       10097
20    KS 69       18073        7943       10130
20    KS 70       17344        7544        9800
20    KS 71       16826        7164        9662
20    KS 72       16133        6792        9341
20    KS 73       15169        6271        8898
20    KS 74       14628        5957        8671
20    KS 75       13760        5423        8337
20    KS 76       13235        5118        8117
20    KS 77       12089        4513        7576
20    KS 78       11581        4331        7250
20    KS 79       10233        3769        6464
20    KS 80        9832        3587        6245
20    KS 81        8852        3139        5713
20    KS 82        8000        2746        5254
20    KS 83        7474        2484        4990
20    KS 84        6817        2262        4555
20    KS 85       34574       10281       24293
21    KY  0       57973       29629       28344
21    KY  1       57401       29548       27853
21    KY  2       56651       29062       27589
21    KY  3       56222       28800       27422
21    KY  4       56938       29050       27888
21    KY  5       54350       27777       26573
21    KY  6       55014       28186       26828
21    KY  7       54831       28157       26674
21    KY  8       54467       28003       26464
21    KY  9       59634       30521       29113
21    KY 10       64240       33123       31117
21    KY 11       60616       30966       29650
21    KY 12       59051       30160       28891
21    KY 13       58292       29972       28320
21    KY 14       60006       30789       29217
21    KY 15       62190       31857       30333
21    KY 16       66587       34109       32478
21    KY 17       68878       36465       32413
21    KY 18       69425       36052       33373
21    KY 19       73437       37832       35605
21    KY 20       73352       37414       35938
21    KY 21       69997       35083       34914
21    KY 22       68684       34425       34259
21    KY 23       68106       34041       34065
21    KY 24       67986       33923       34063
21    KY 25       65461       32650       32811
21    KY 26       64423       31868       32555
21    KY 27       63033       31196       31837
21    KY 28       58519       28930       29589
21    KY 29       61907       30749       31158
21    KY 30       59466       29354       30112
21    KY 31       56321       27864       28457
21    KY 32       57274       28292       28982
21    KY 33       55806       27411       28395
21    KY 34       61424       30423       31001
21    KY 35       43863       21683       22180
21    KY 36       43923       21545       22378
21    KY 37       44027       21709       22318
21    KY 38       45178       22113       23065
21    KY 39       42979       21070       21909
21    KY 40       41138       20096       21042
21    KY 41       38112       18516       19596
21    KY 42       38322       18678       19644
21    KY 43       37766       18392       19374
21    KY 44       35669       17589       18080
21    KY 45       34876       17104       17772
21    KY 46       35505       17318       18187
21    KY 47       35066       17006       18060
21    KY 48       32881       15956       16925
21    KY 49       34792       16820       17972
21    KY 50       35345       16815       18530
21    KY 51       35059       16885       18174
21    KY 52       35099       16916       18183
21    KY 53       36554       17619       18935
21    KY 54       36031       17269       18762
21    KY 55       34688       16475       18213
21    KY 56       35550       16949       18601
21    KY 57       36309       17182       19127
21    KY 58       34115       15994       18121
21    KY 59       35971       16759       19212
21    KY 60       34487       15998       18489
21    KY 61       31724       14832       16892
21    KY 62       30392       14053       16339
21    KY 63       30181       14032       16149
21    KY 64       29501       13417       16084
21    KY 65       28680       13058       15622
21    KY 66       28785       12710       16075
21    KY 67       27706       12283       15423
21    KY 68       26975       11770       15205
21    KY 69       27151       11882       15269
21    KY 70       24617       10658       13959
21    KY 71       23759        9999       13760
21    KY 72       22681        9639       13042
21    KY 73       20615        8652       11963
21    KY 74       20214        8260       11954
21    KY 75       18604        7463       11141
21    KY 76       17320        6824       10496
21    KY 77       16376        6220       10156
21    KY 78       14805        5662        9143
21    KY 79       13921        5295        8626
21    KY 80       12146        4585        7561
21    KY 81       10626        3875        6751
21    KY 82        9399        3375        6024
21    KY 83        8604        3070        5534
21    KY 84        7887        2695        5192
21    KY 85       36449       11541       24908
22    LA  0       81518       41433       40085
22    LA  1       77587       39628       37959
22    LA  2       73639       37403       36236
22    LA  3       71883       36456       35427
22    LA  4       72080       36511       35569
22    LA  5       68079       34631       33448
22    LA  6       67796       34500       33296
22    LA  7       67089       34224       32865
22    LA  8       65692       33413       32279
22    LA  9       71039       36017       35022
22    LA 10       76287       38608       37679
22    LA 11       74462       38246       36216
22    LA 12       73344       37044       36300
22    LA 13       72811       36982       35829
22    LA 14       75276       38334       36942
22    LA 15       77754       39557       38197
22    LA 16       82444       41711       40733
22    LA 17       84753       42750       42003
22    LA 18       83602       41506       42096
22    LA 19       89452       44361       45091
22    LA 20       90076       44653       45423
22    LA 21       87045       43531       43514
22    LA 22       85154       42753       42401
22    LA 23       83998       42149       41849
22    LA 24       83827       41954       41873
22    LA 25       80949       40002       40947
22    LA 26       79779       39735       40044
22    LA 27       77577       38704       38873
22    LA 28       70620       34852       35768
22    LA 29       73705       36500       37205
22    LA 30       70552       34926       35626
22    LA 31       66155       32708       33447
22    LA 32       65493       32354       33139
22    LA 33       63430       31215       32215
22    LA 34       69669       34001       35668
22    LA 35       49899       24330       25569
22    LA 36       50646       24756       25890
22    LA 37       50608       24645       25963
22    LA 38       51118       24806       26312
22    LA 39       48398       23552       24846
22    LA 40       46081       22383       23698
22    LA 41       43097       20826       22271
22    LA 42       42352       20608       21744
22    LA 43       42221       20353       21868
22    LA 44       40176       19436       20740
22    LA 45       38679       18704       19975
22    LA 46       39526       18900       20626
22    LA 47       38239       18379       19860
22    LA 48       37069       17625       19444
22    LA 49       39571       18787       20784
22    LA 50       39734       18814       20920
22    LA 51       39444       18899       20545
22    LA 52       39417       18797       20620
22    LA 53       41265       19528       21737
22    LA 54       41173       19454       21719
22    LA 55       39130       18260       20870
22    LA 56       39077       18374       20703
22    LA 57       38964       18232       20732
22    LA 58       36946       17016       19930
22    LA 59       38220       17689       20531
22    LA 60       36716       16985       19731
22    LA 61       35597       16525       19072
22    LA 62       32700       14860       17840
22    LA 63       32223       14897       17326
22    LA 64       31085       13976       17109
22    LA 65       30181       13489       16692
22    LA 66       28710       12923       15787
22    LA 67       29181       12666       16515
22    LA 68       27067       11900       15167
22    LA 69       27079       11634       15445
22    LA 70       25224       10902       14322
22    LA 71       23764       10082       13682
22    LA 72       22874        9463       13411
22    LA 73       20927        8429       12498
22    LA 74       20301        8106       12195
22    LA 75       18997        7557       11440
22    LA 76       16616        6422       10194
22    LA 77       15833        5951        9882
22    LA 78       13830        5104        8726
22    LA 79       13194        4906        8288
22    LA 80       11175        4008        7167
22    LA 81        9584        3329        6255
22    LA 82        8384        2937        5447
22    LA 83        7819        2592        5227
22    LA 84        6692        2150        4542
22    LA 85       31879        9544       22335
23    ME  0       16500        8485        8015
23    ME  1       16057        8202        7855
23    ME  2       15815        8119        7696
23    ME  3       15800        8121        7679
23    ME  4       15798        8004        7794
23    ME  5       15167        7813        7354
23    ME  6       15499        7957        7542
23    ME  7       15926        8174        7752
23    ME  8       15921        8142        7779
23    ME  9       17658        9115        8543
23    ME 10       19220        9822        9398
23    ME 11       18674        9699        8975
23    ME 12       18179        9242        8937
23    ME 13       18315        9329        8986
23    ME 14       19092        9800        9292
23    ME 15       19716       10015        9701
23    ME 16       20597       10622        9975
23    ME 17       21381       10953       10428
23    ME 18       21279       10842       10437
23    ME 19       21993       11084       10909
23    ME 20       21453       10801       10652
23    ME 21       20173       10205        9968
23    ME 22       19844        9798       10046
23    ME 23       19432        9734        9698
23    ME 24       19275        9389        9886
23    ME 25       18720        9189        9531
23    ME 26       18462        9123        9339
23    ME 27       18839        9276        9563
23    ME 28       17848        8772        9076
23    ME 29       18839        9344        9495
23    ME 30       18468        9177        9291
23    ME 31       17797        8817        8980
23    ME 32       18237        9157        9080
23    ME 33       18262        9205        9057
23    ME 34       19885       10000        9885
23    ME 35       13718        6925        6793
23    ME 36       13687        6794        6893
23    ME 37       14358        7165        7193
23    ME 38       14551        7250        7301
23    ME 39       13317        6664        6653
23    ME 40       12082        5962        6120
23    ME 41       11074        5491        5583
23    ME 42       11238        5568        5670
23    ME 43       11287        5653        5634
23    ME 44       11133        5554        5579
23    ME 45       10877        5357        5520
23    ME 46       10912        5365        5547
23    ME 47       10854        5397        5457
23    ME 48       10193        5005        5188
23    ME 49       11305        5476        5829
23    ME 50       11425        5453        5972
23    ME 51       11063        5410        5653
23    ME 52       11375        5492        5883
23    ME 53       11689        5708        5981
23    ME 54       11516        5542        5974
23    ME 55       11071        5205        5866
23    ME 56       11443        5458        5985
23    ME 57       11561        5509        6052
23    ME 58       10775        5092        5683
23    ME 59       11203        5208        5995
23    ME 60       11092        5340        5752
23    ME 61       10410        4822        5588
23    ME 62        9871        4573        5298
23    ME 63       10102        4672        5430
23    ME 64        9936        4642        5294
23    ME 65        9739        4533        5206
23    ME 66        9507        4353        5154
23    ME 67        8969        4046        4923
23    ME 68        8779        3846        4933
23    ME 69        8513        3744        4769
23    ME 70        8204        3488        4716
23    ME 71        8045        3440        4605
23    ME 72        7589        3184        4405
23    ME 73        7381        3032        4349
23    ME 74        6748        2721        4027
23    ME 75        6447        2558        3889
23    ME 76        5872        2275        3597
23    ME 77        5514        2088        3426
23    ME 78        5209        1965        3244
23    ME 79        4552        1724        2828
23    ME 80        4278        1570        2708
23    ME 81        3992        1355        2637
23    ME 82        3512        1212        2300
23    ME 83        3257        1038        2219
23    ME 84        2904         957        1947
23    ME 85       14771        4031       10740
24    MD  0       60583       30985       29598
24    MD  1       57077       29186       27891
24    MD  2       55168       28188       26980
24    MD  3       54771       27957       26814
24    MD  4       54505       28059       26446
24    MD  5       52245       26717       25528
24    MD  6       53415       27289       26126
24    MD  7       53289       27272       26017
24    MD  8       54494       27828       26666
24    MD  9       62178       31627       30551
24    MD 10       69694       35726       33968
24    MD 11       68916       35130       33786
24    MD 12       68755       34977       33778
24    MD 13       69645       35582       34063
24    MD 14       72291       36693       35598
24    MD 15       75512       38581       36931
24    MD 16       79893       40833       39060
24    MD 17       82953       42183       40770
24    MD 18       80662       40373       40289
24    MD 19       81965       41093       40872
24    MD 20       80061       39754       40307
24    MD 21       77240       38143       39097
24    MD 22       77472       38087       39385
24    MD 23       78622       38303       40319
24    MD 24       79533       39141       40392
24    MD 25       77377       37877       39500
24    MD 26       76716       37457       39259
24    MD 27       76027       36918       39109
24    MD 28       72709       35518       37191
24    MD 29       77000       37414       39586
24    MD 30       75859       36707       39152
24    MD 31       71569       34799       36770
24    MD 32       73452       35513       37939
24    MD 33       73723       35908       37815
24    MD 34       82301       40270       42031
24    MD 35       58798       28297       30501
24    MD 36       59651       28806       30845
24    MD 37       60276       29322       30954
24    MD 38       62594       30374       32220
24    MD 39       58215       28435       29780
24    MD 40       53889       26352       27537
24    MD 41       48781       24030       24751
24    MD 42       48623       23870       24753
24    MD 43       48098       23563       24535
24    MD 44       45816       22609       23207
24    MD 45       44152       21535       22617
24    MD 46       44718       21776       22942
24    MD 47       43660       21428       22232
24    MD 48       41362       20359       21003
24    MD 49       43772       21602       22170
24    MD 50       44757       21817       22940
24    MD 51       43934       21691       22243
24    MD 52       44586       21829       22757
24    MD 53       46047       22435       23612
24    MD 54       45680       22033       23647
24    MD 55       43805       20611       23194
24    MD 56       44746       20883       23863
24    MD 57       45432       21398       24034
24    MD 58       42647       20205       22442
24    MD 59       43771       20583       23188
24    MD 60       42528       20173       22355
24    MD 61       39450       18730       20720
24    MD 62       35931       16828       19103
24    MD 63       35226       16659       18567
24    MD 64       34090       15776       18314
24    MD 65       32412       14750       17662
24    MD 66       30445       13587       16858
24    MD 67       29176       12925       16251
24    MD 68       27260       11854       15406
24    MD 69       26487       11353       15134
24    MD 70       24225       10353       13872
24    MD 71       23243        9741       13502
24    MD 72       21521        8757       12764
24    MD 73       19857        7903       11954
24    MD 74       19107        7480       11627
24    MD 75       17946        6956       10990
24    MD 76       16296        6155       10141
24    MD 77       15152        5536        9616
24    MD 78       13423        4876        8547
24    MD 79       12550        4410        8140
24    MD 80       11248        3688        7560
24    MD 81       10052        3279        6773
24    MD 82        8841        2877        5964
24    MD 83        8085        2562        5523
24    MD 84        7214        2214        5000
24    MD 85       34661        9374       25287
25    MA  0       73172       37522       35650
25    MA  1       69368       35477       33891
25    MA  2       67935       34873       33062
25    MA  3       67169       34446       32723
25    MA  4       67027       34440       32587
25    MA  5       65122       33146       31976
25    MA  6       67579       34798       32781
25    MA  7       68502       34998       33504
25    MA  8       69772       35654       34118
25    MA  9       78180       40069       38111
25    MA 10       88963       45584       43379
25    MA 11       88908       45543       43365
25    MA 12       88602       45265       43337
25    MA 13       90206       46026       44180
