SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,51,Virginia,1,8001024,3925983,4075041,509625,260107,249518,920963,469778,451185,423089,217142,205947,802099,410796,391303,6362861,3089650,3273211,6147347,2978956,3168391,3322403,1669705,1652698,2199347,1094162,1105185,2168964,1052676,1116288,976937,421322,555615,509625,260107,249518,511849,260549,251300,511246,261624,249622,550965,281502,269463,572091,294041,278050,564342,283970,280372,526077,261654,264423,540063,268137,271926,568865,280401,288464,621155,304989,316166,592845,288783,304062,512595,246591,266004,442369,212313,230056,320302,151278,169024,229502,105177,124325,173929,75311,98618,130801,51110,79691,122403,38446,83957,37.5,36.1,38.7
040,51,Virginia,2,8001046,3925995,4075051,509628,260106,249522,920973,469785,451188,423094,217142,205952,802101,410797,391304,6362865,3089656,3273209,6147351,2978962,3168389,3322413,1669708,1652705,2199353,1094165,1105188,2168963,1052681,1116282,976934,421319,555615,509628,260106,249522,511854,260552,251302,511254,261629,249625,550968,281501,269467,572092,294042,278050,564345,283972,280373,526083,261657,264426,540062,268136,271926,568863,280400,288463,621152,304989,316163,592842,288782,304060,512599,246596,266003,442370,212314,230056,320300,151275,169025,229504,105176,124328,173927,75310,98617,130804,51112,79692,122399,38446,83953,37.5,36.1,38.7
040,51,Virginia,3,8024004,3938281,4085723,510389,260477,249912,922681,470742,451939,421904,216397,205507,803899,411750,392149,6384260,3101199,3283061,6169030,2990665,3178365,3327620,1673112,1654508,2203676,1097085,1106591,2177882,1057123,1120759,983573,424707,558866,510389,260477,249912,512350,260883,251467,512190,261979,250211,550425,281337,269088,573519,294690,278829,566488,285235,281253,530421,264059,266362,537557,267056,270501,569210,280735,288475,620177,304617,315560,594927,290010,304917,516388,248417,267971,446390,214079,232311,322814,152488,170326,231515,106211,125304,174320,75602,98718,131366,51532,79834,123558,38874,84684,37.5,36.2,38.7
040,51,Virginia,4,8102437,3978735,4123702,511662,261301,250361,928236,473984,454252,417655,213614,204041,810949,416014,394935,6457812,3138959,3318853,6244884,3029836,3215048,3341590,1681020,1660570,2215406,1103494,1111912,2207863,1071924,1135939,1010666,438404,572262,511662,261301,250361,514503,262150,252353,516153,263936,252217,545517,278918,266599,580667,298608,282059,572959,288538,284421,546790,272510,274280,523884,260313,263571,571773,282133,289640,609800,299574,310226,602872,294678,308194,529638,255046,274592,465553,222626,242927,333149,157465,175684,240292,110498,129794,177283,77248,100035,132435,52628,79807,127507,40565,86942,37.6,36.3,38.8
040,51,Virginia,5,8187456,4022193,4165263,511852,261102,250750,935326,477631,457695,415446,212417,203029,817174,419369,397805,6534529,3178318,3356211,6324832,3071043,3253789,3362871,1692817,1670054,2233144,1113794,1119350,2212328,1074346,1137982,1062186,463534,598652,511852,261102,250750,519526,265243,254283,518693,265151,253542,542309,276515,265794,587418,302508,284910,577569,291321,286248,561705,280679,281026,521763,259047,262716,572107,282747,289360,598360,293530,304830,606607,297060,309547,545027,262845,282182,462334,220911,241423,363456,171788,191668,252208,116174,136034,181400,79418,101982,133495,53700,79795,131627,42454,89173,37.6,36.3,38.9
040,51,Virginia,6,8255861,4058106,4197755,510464,261227,249237,939545,479217,460328,414726,212150,202576,820644,422053,398591,6598677,3211342,3387335,6391126,3105512,3285614,3377926,1702409,1675517,2246384,1121454,1124930,2218544,1077321,1141223,1105554,484684,620870,510464,261227,249237,522858,266938,255920,520515,265527,254988,538007,274019,263988,593535,306936,286599,580727,293380,287347,573078,286542,286536,525812,261239,264573,566767,280293,286474,584110,286748,297362,609556,298332,311224,557286,269023,288263,467592,223218,244374,380030,179492,200538,269228,124178,145050,186961,82196,104765,134677,54781,79896,134658,44037,90621,37.7,36.4,39.0
040,51,Virginia,7,8315430,4089021,4226409,511640,262166,249474,936037,476970,459067,418252,213882,204370,820883,423069,397814,6657407,3242074,3415333,6449501,3136003,3313498,3388781,1709996,1678785,2255815,1127449,1128366,2224652,1080303,1144349,1148151,505182,642969,511640,262166,249474,519645,265221,254424,522561,266153,256408,535764,272907,262857,597202,309640,287562,586043,296475,289568,579415,290182,289233,533632,265099,268533,556725,275693,281032,570169,280049,290120,611555,299572,311983,565541,273244,292297,477387,227438,249949,397317,187529,209788,282563,130152,152411,194266,85937,108329,135679,55564,80115,138326,46000,92326,37.8,36.5,39.2
040,51,Virginia,8,8367303,4116448,4250855,512572,262727,249845,934923,476374,458549,421059,215276,205783,815361,421061,394300,6707919,3269233,3438686,6498749,3162071,3336678,3391312,1713703,1677609,2260280,1130969,1129311,2233849,1085128,1148721,1189259,524913,664346,512572,262727,249845,519132,264733,254399,521179,265244,255935,537077,273978,263099,593955,308756,285199,590797,299135,291662,580140,290925,289215,545094,270895,274199,544249,270014,274235,564960,277945,287015,606655,297125,309530,573294,277396,295898,488940,232662,256278,414633,195449,219184,293878,135280,158598,200967,89273,111694,137742,56839,80903,142039,48072,93967,37.9,36.6,39.3
040,51,Virginia,9,8417651,4141183,4276468,513528,262871,250657,936673,477653,459020,421673,215046,206627,810114,418319,391795,6757828,3293969,3463859,6545777,3185613,3360164,3392142,1715191,1676951,2264192,1134650,1129542,2240478,1088460,1152018,1230993,544184,686809,513528,262871,250657,518118,264210,253908,522392,266267,256125,539651,274751,264900,588299,305790,282509,594892,301859,293033,582536,292382,290154,558066,277993,280073,528698,262416,266282,565891,278205,287686,594603,291040,303563,579505,281162,298343,500479,238053,262426,431936,202781,229155,303502,139988,163514,208969,93014,115955,141034,58507,82527,145552,49894,95658,38.1,36.8,39.4
040,51,Virginia,10,8471011,4168480,4302531,511870,261652,250218,938487,479708,458779,422604,215072,207532,807178,416537,390641,6812037,3321141,3490896,6598050,3212048,3386002,3402828,1721746,1681082,2277506,1143111,1134395,2240819,1088749,1152070,1272547,563651,708896,511870,261652,250218,516428,263578,252850,526519,269104,257415,541101,275385,265716,584221,303250,280971,600855,305732,295123,584850,294187,290663,568666,283843,284823,523135,259349,263786,564614,277853,286761,581849,284283,297566,581268,282345,298923,513088,244268,268820,428901,201069,227832,330953,152692,178261,219718,98055,121663,144405,60247,84158,148570,51588,96982,38.2,36.9,39.5
040,51,Virginia,11,8510920,4187848,4323072,510796,261087,249709,937584,480088,457496,421662,214464,207198,803268,414280,388988,6852008,3339661,3512347,6640878,3232209,3408669,3410213,1725218,1684995,2291041,1150399,1140642,2230758,1084099,1146659,1315811,583431,732380,510796,261087,249709,514157,263353,250804,529185,270660,258525,541916,275195,266721,577256,299624,277632,602972,307237,295735,584903,294251,290652,577867,288470,289397,525299,260441,264858,557977,274953,283024,566861,276807,290054,582827,283148,299679,523093,249191,273902,433122,202709,230413,346130,159596,186534,235343,105071,130272,149573,62797,86776,151643,53258,98385,38.4,37.1,39.7
040,51,Virginia,12,8556642,4210784,4345858,508430,259612,248818,938467,480534,457933,421792,214794,206998,801775,413490,388285,6898150,3362481,3535669,6687953,3255844,3432109,3428176,1735208,1692968,2310114,1161004,1149110,2216385,1077862,1138523,1359679,603488,756191,508430,259612,248818,516531,264665,251866,527441,269949,257492,543837,276008,267829,574225,298196,276029,604953,309297,295656,590130,296836,293294,583248,291647,291601,531783,263224,268559,548294,270862,277432,553215,270164,283051,584742,284217,300525,530134,252619,277515,441587,206562,235025,361651,166534,195117,247022,110112,136910,155293,65635,89658,154126,54645,99481,38.5,37.2,39.8
040,51,Virginia,13,8587217,4225933,4361284,504902,257967,246935,939584,480797,458787,423423,215961,207462,800804,412991,387813,6930896,3378551,3552345,6719308,3271208,3448100,3437775,1740711,1697064,2319638,1166251,1153387,2205127,1072928,1132199,1393739,619038,774701,504902,257967,246935,518409,265662,252747,527265,269627,257638,543259,275833,267426,574878,298627,276251,602087,308283,293804,593863,298952,294911,583702,291660,292042,539986,267356,272630,538787,266284,272503,549035,268586,280449,581417,282359,299058,535888,255699,280189,448940,209829,239111,373657,171885,201772,254998,113625,141373,159251,67569,91682,156893,56130,100763,38.7,37.4,40.0
