Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1903",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
12,"1,666,000 ","843,000 ","823,000 ","1,438,000 ","728,000 ","710,000 ","228,000 ","115,000 ","113,000 "
13,"1,644,000 ","829,000 ","815,000 ","1,422,000 ","718,000 ","704,000 ","222,000 ","111,000 ","111,000 "
14,"1,631,000 ","819,000 ","812,000 ","1,413,000 ","711,000 ","702,000 ","218,000 ","108,000 ","110,000 "
15,"1,615,000 ","808,000 ","807,000 ","1,402,000 ","703,000 ","699,000 ","213,000 ","105,000 ","108,000 "
16,"1,598,000 ","796,000 ","802,000 ","1,391,000 ","695,000 ","696,000 ","207,000 ","101,000 ","106,000 "
17,"1,589,000 ","789,000 ","800,000 ","1,384,000 ","690,000 ","694,000 ","205,000 ","99,000 ","106,000 "
18,"1,588,000 ","787,000 ","801,000 ","1,382,000 ","688,000 ","694,000 ","206,000 ","99,000 ","107,000 "
19,"1,592,000 ","789,000 ","803,000 ","1,383,000 ","689,000 ","694,000 ","209,000 ","100,000 ","109,000 "
20,"1,595,000 ","791,000 ","804,000 ","1,382,000 ","689,000 ","693,000 ","213,000 ","102,000 ","111,000 "
21,"1,598,000 ","792,000 ","806,000 ","1,382,000 ","689,000 ","693,000 ","216,000 ","103,000 ","113,000 "
22,"1,591,000 ","790,000 ","801,000 ","1,375,000 ","687,000 ","688,000 ","216,000 ","103,000 ","113,000 "
23,"1,565,000 ","781,000 ","784,000 ","1,356,000 ","681,000 ","675,000 ","209,000 ","100,000 ","109,000 "
24,"1,527,000 ","767,000 ","760,000 ","1,330,000 ","672,000 ","658,000 ","197,000 ","95,000 ","102,000 "
25,"1,492,000 ","755,000 ","737,000 ","1,305,000 ","664,000 ","641,000 ","187,000 ","91,000 ","96,000 "
26,"1,454,000 ","741,000 ","713,000 ","1,278,000 ","655,000 ","623,000 ","176,000 ","86,000 ","90,000 "
27,"1,413,000 ","725,000 ","688,000 ","1,248,000 ","643,000 ","605,000 ","165,000 ","82,000 ","83,000 "
28,"1,368,000 ","705,000 ","663,000 ","1,213,000 ","628,000 ","585,000 ","155,000 ","77,000 ","78,000 "
29,"1,321,000 ","684,000 ","637,000 ","1,176,000 ","611,000 ","565,000 ","145,000 ","73,000 ","72,000 "
30,"1,273,000 ","661,000 ","612,000 ","1,138,000 ","593,000 ","545,000 ","135,000 ","68,000 ","67,000 "
31,"1,221,000 ","637,000 ","584,000 ","1,097,000 ","574,000 ","523,000 ","124,000 ","63,000 ","61,000 "
32,"1,181,000 ","618,000 ","563,000 ","1,064,000 ","558,000 ","506,000 ","117,000 ","60,000 ","57,000 "
33,"1,155,000 ","606,000 ","549,000 ","1,042,000 ","548,000 ","494,000 ","113,000 ","58,000 ","55,000 "
34,"1,141,000 ","599,000 ","542,000 ","1,027,000 ","541,000 ","486,000 ","114,000 ","58,000 ","56,000 "
35,"1,124,000 ","591,000 ","533,000 ","1,010,000 ","533,000 ","477,000 ","114,000 ","58,000 ","56,000 "
36,"1,107,000 ","582,000 ","525,000 ","993,000 ","524,000 ","469,000 ","114,000 ","58,000 ","56,000 "
37,"1,086,000 ","572,000 ","514,000 ","974,000 ","515,000 ","459,000 ","112,000 ","57,000 ","55,000 "
38,"1,057,000 ","558,000 ","499,000 ","949,000 ","503,000 ","446,000 ","108,000 ","55,000 ","53,000 "
39,"1,020,000 ","540,000 ","480,000 ","920,000 ","489,000 ","431,000 ","100,000 ","51,000 ","49,000 "
40,"985,000 ","523,000 ","462,000 ","891,000 ","475,000 ","416,000 ","94,000 ","48,000 ","46,000 "
41,"951,000 ","506,000 ","445,000 ","864,000 ","462,000 ","402,000 ","87,000 ","44,000 ","43,000 "
42,"918,000 ","489,000 ","429,000 ","835,000 ","447,000 ","388,000 ","83,000 ","42,000 ","41,000 "
43,"881,000 ","470,000 ","411,000 ","801,000 ","429,000 ","372,000 ","80,000 ","41,000 ","39,000 "
44,"845,000 ","450,000 ","395,000 ","767,000 ","410,000 ","357,000 ","78,000 ","40,000 ","38,000 "
45,"809,000 ","431,000 ","378,000 ","732,000 ","391,000 ","341,000 ","77,000 ","40,000 ","37,000 "
46,"771,000 ","411,000 ","360,000 ","697,000 ","372,000 ","325,000 ","74,000 ","39,000 ","35,000 "
47,"740,000 ","394,000 ","346,000 ","667,000 ","355,000 ","312,000 ","73,000 ","39,000 ","34,000 "
48,"720,000 ","384,000 ","336,000 ","647,000 ","345,000 ","302,000 ","73,000 ","39,000 ","34,000 "
49,"704,000 ","376,000 ","328,000 ","633,000 ","338,000 ","295,000 ","71,000 ","38,000 ","33,000 "
50,"689,000 ","369,000 ","320,000 ","619,000 ","331,000 ","288,000 ","70,000 ","38,000 ","32,000 "
51,"676,000 ","363,000 ","313,000 ","606,000 ","325,000 ","281,000 ","70,000 ","38,000 ","32,000 "
52,"654,000 ","352,000 ","302,000 ","587,000 ","315,000 ","272,000 ","67,000 ","37,000 ","30,000 "
53,"621,000 ","333,000 ","288,000 ","558,000 ","298,000 ","260,000 ","63,000 ","35,000 ","28,000 "
54,"580,000 ","309,000 ","271,000 ","524,000 ","278,000 ","246,000 ","56,000 ","31,000 ","25,000 "
55,"540,000 ","286,000 ","254,000 ","491,000 ","259,000 ","232,000 ","49,000 ","27,000 ","22,000 "
56,"501,000 ","263,000 ","238,000 ","458,000 ","239,000 ","219,000 ","43,000 ","24,000 ","19,000 "
57,"468,000 ","244,000 ","224,000 ","430,000 ","223,000 ","207,000 ","38,000 ","21,000 ","17,000 "
58,"447,000 ","232,000 ","215,000 ","411,000 ","212,000 ","199,000 ","36,000 ","20,000 ","16,000 "
59,"434,000 ","225,000 ","209,000 ","396,000 ","204,000 ","192,000 ","38,000 ","21,000 ","17,000 "
60,"418,000 ","216,000 ","202,000 ","380,000 ","195,000 ","185,000 ","38,000 ","21,000 ","17,000 "
61,"404,000 ","208,000 ","196,000 ","365,000 ","187,000 ","178,000 ","39,000 ","21,000 ","18,000 "
62,"389,000 ","200,000 ","189,000 ","350,000 ","179,000 ","171,000 ","39,000 ","21,000 ","18,000 "
63,"368,000 ","189,000 ","179,000 ","333,000 ","170,000 ","163,000 ","35,000 ","19,000 ","16,000 "
64,"344,000 ","177,000 ","167,000 ","313,000 ","160,000 ","153,000 ","31,000 ","17,000 ","14,000 "
65,"324,000 ","166,000 ","158,000 ","295,000 ","150,000 ","145,000 ","29,000 ","16,000 ","13,000 "
66,"303,000 ","155,000 ","148,000 ","277,000 ","141,000 ","136,000 ","26,000 ","14,000 ","12,000 "
67,"282,000 ","145,000 ","137,000 ","259,000 ","132,000 ","127,000 ","23,000 ","13,000 ","10,000 "
68,"262,000 ","134,000 ","128,000 ","242,000 ","123,000 ","119,000 ","20,000 ","11,000 ","9,000 "
69,"243,000 ","125,000 ","118,000 ","225,000 ","115,000 ","110,000 ","18,000 ","10,000 ","8,000 "
70,"225,000 ","115,000 ","110,000 ","208,000 ","106,000 ","102,000 ","17,000 ","9,000 ","8,000 "
71,"206,000 ","105,000 ","101,000 ","191,000 ","97,000 ","94,000 ","15,000 ","8,000 ","7,000 "
72,"189,000 ","96,000 ","93,000 ","174,000 ","88,000 ","86,000 ","15,000 ","8,000 ","7,000 "
73,"173,000 ","87,000 ","86,000 ","158,000 ","80,000 ","78,000 ","15,000 ","7,000 ","8,000 "
74,"158,000 ","79,000 ","79,000 ","141,000 ","71,000 ","70,000 ","17,000 ","8,000 ","9,000 "
75+,"970,000 ","475,000 ","495,000 ","875,000 ","430,000 ","445,000 ","95,000 ","45,000 ","50,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
