Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1906",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
12,"1,722,000 ","871,000 ","851,000 ","1,491,000 ","755,000 ","736,000 ","231,000 ","116,000 ","115,000 "
13,"1,708,000 ","862,000 ","846,000 ","1,482,000 ","749,000 ","733,000 ","226,000 ","113,000 ","113,000 "
14,"1,702,000 ","855,000 ","847,000 ","1,480,000 ","745,000 ","735,000 ","222,000 ","110,000 ","112,000 "
15,"1,696,000 ","849,000 ","847,000 ","1,478,000 ","742,000 ","736,000 ","218,000 ","107,000 ","111,000 "
16,"1,687,000 ","841,000 ","846,000 ","1,475,000 ","738,000 ","737,000 ","212,000 ","103,000 ","109,000 "
17,"1,684,000 ","838,000 ","846,000 ","1,475,000 ","737,000 ","738,000 ","209,000 ","101,000 ","108,000 "
18,"1,688,000 ","839,000 ","849,000 ","1,477,000 ","738,000 ","739,000 ","211,000 ","101,000 ","110,000 "
19,"1,695,000 ","844,000 ","851,000 ","1,481,000 ","742,000 ","739,000 ","214,000 ","102,000 ","112,000 "
20,"1,699,000 ","848,000 ","851,000 ","1,483,000 ","745,000 ","738,000 ","216,000 ","103,000 ","113,000 "
21,"1,705,000 ","852,000 ","853,000 ","1,486,000 ","748,000 ","738,000 ","219,000 ","104,000 ","115,000 "
22,"1,699,000 ","851,000 ","848,000 ","1,480,000 ","747,000 ","733,000 ","219,000 ","104,000 ","115,000 "
23,"1,675,000 ","843,000 ","832,000 ","1,461,000 ","741,000 ","720,000 ","214,000 ","102,000 ","112,000 "
24,"1,636,000 ","829,000 ","807,000 ","1,432,000 ","731,000 ","701,000 ","204,000 ","98,000 ","106,000 "
25,"1,596,000 ","814,000 ","782,000 ","1,402,000 ","720,000 ","682,000 ","194,000 ","94,000 ","100,000 "
26,"1,559,000 ","801,000 ","758,000 ","1,373,000 ","710,000 ","663,000 ","186,000 ","91,000 ","95,000 "
27,"1,515,000 ","783,000 ","732,000 ","1,339,000 ","696,000 ","643,000 ","176,000 ","87,000 ","89,000 "
28,"1,466,000 ","761,000 ","705,000 ","1,301,000 ","679,000 ","622,000 ","165,000 ","82,000 ","83,000 "
29,"1,417,000 ","737,000 ","680,000 ","1,261,000 ","659,000 ","602,000 ","156,000 ","78,000 ","78,000 "
30,"1,363,000 ","711,000 ","652,000 ","1,218,000 ","638,000 ","580,000 ","145,000 ","73,000 ","72,000 "
31,"1,308,000 ","684,000 ","624,000 ","1,174,000 ","616,000 ","558,000 ","134,000 ","68,000 ","66,000 "
32,"1,263,000 ","662,000 ","601,000 ","1,138,000 ","598,000 ","540,000 ","125,000 ","64,000 ","61,000 "
33,"1,239,000 ","650,000 ","589,000 ","1,116,000 ","587,000 ","529,000 ","123,000 ","63,000 ","60,000 "
34,"1,226,000 ","644,000 ","582,000 ","1,103,000 ","581,000 ","522,000 ","123,000 ","63,000 ","60,000 "
35,"1,210,000 ","636,000 ","574,000 ","1,087,000 ","573,000 ","514,000 ","123,000 ","63,000 ","60,000 "
36,"1,198,000 ","630,000 ","568,000 ","1,073,000 ","566,000 ","507,000 ","125,000 ","64,000 ","61,000 "
37,"1,177,000 ","619,000 ","558,000 ","1,054,000 ","556,000 ","498,000 ","123,000 ","63,000 ","60,000 "
38,"1,142,000 ","602,000 ","540,000 ","1,025,000 ","542,000 ","483,000 ","117,000 ","60,000 ","57,000 "
39,"1,096,000 ","579,000 ","517,000 ","988,000 ","524,000 ","464,000 ","108,000 ","55,000 ","53,000 "
40,"1,056,000 ","560,000 ","496,000 ","955,000 ","508,000 ","447,000 ","101,000 ","52,000 ","49,000 "
41,"1,013,000 ","539,000 ","474,000 ","920,000 ","491,000 ","429,000 ","93,000 ","48,000 ","45,000 "
42,"974,000 ","519,000 ","455,000 ","887,000 ","474,000 ","413,000 ","87,000 ","45,000 ","42,000 "
43,"937,000 ","499,000 ","438,000 ","853,000 ","456,000 ","397,000 ","84,000 ","43,000 ","41,000 "
44,"902,000 ","480,000 ","422,000 ","820,000 ","438,000 ","382,000 ","82,000 ","42,000 ","40,000 "
45,"867,000 ","462,000 ","405,000 ","787,000 ","420,000 ","367,000 ","80,000 ","42,000 ","38,000 "
46,"831,000 ","442,000 ","389,000 ","753,000 ","401,000 ","352,000 ","78,000 ","41,000 ","37,000 "
47,"800,000 ","426,000 ","374,000 ","724,000 ","386,000 ","338,000 ","76,000 ","40,000 ","36,000 "
48,"780,000 ","416,000 ","364,000 ","705,000 ","376,000 ","329,000 ","75,000 ","40,000 ","35,000 "
49,"765,000 ","410,000 ","355,000 ","691,000 ","370,000 ","321,000 ","74,000 ","40,000 ","34,000 "
50,"750,000 ","403,000 ","347,000 ","678,000 ","364,000 ","314,000 ","72,000 ","39,000 ","33,000 "
51,"738,000 ","399,000 ","339,000 ","666,000 ","359,000 ","307,000 ","72,000 ","40,000 ","32,000 "
52,"716,000 ","387,000 ","329,000 ","646,000 ","348,000 ","298,000 ","70,000 ","39,000 ","31,000 "
53,"677,000 ","366,000 ","311,000 ","613,000 ","330,000 ","283,000 ","64,000 ","36,000 ","28,000 "
54,"630,000 ","338,000 ","292,000 ","572,000 ","306,000 ","266,000 ","58,000 ","32,000 ","26,000 "
55,"584,000 ","312,000 ","272,000 ","532,000 ","283,000 ","249,000 ","52,000 ","29,000 ","23,000 "
56,"537,000 ","285,000 ","252,000 ","492,000 ","260,000 ","232,000 ","45,000 ","25,000 ","20,000 "
57,"499,000 ","263,000 ","236,000 ","459,000 ","241,000 ","218,000 ","40,000 ","22,000 ","18,000 "
58,"475,000 ","249,000 ","226,000 ","437,000 ","228,000 ","209,000 ","38,000 ","21,000 ","17,000 "
59,"463,000 ","242,000 ","221,000 ","423,000 ","220,000 ","203,000 ","40,000 ","22,000 ","18,000 "
60,"447,000 ","233,000 ","214,000 ","407,000 ","211,000 ","196,000 ","40,000 ","22,000 ","18,000 "
61,"433,000 ","225,000 ","208,000 ","393,000 ","203,000 ","190,000 ","40,000 ","22,000 ","18,000 "
62,"417,000 ","216,000 ","201,000 ","377,000 ","194,000 ","183,000 ","40,000 ","22,000 ","18,000 "
63,"395,000 ","204,000 ","191,000 ","358,000 ","184,000 ","174,000 ","37,000 ","20,000 ","17,000 "
64,"371,000 ","191,000 ","180,000 ","338,000 ","173,000 ","165,000 ","33,000 ","18,000 ","15,000 "
65,"349,000 ","179,000 ","170,000 ","319,000 ","163,000 ","156,000 ","30,000 ","16,000 ","14,000 "
66,"327,000 ","168,000 ","159,000 ","300,000 ","153,000 ","147,000 ","27,000 ","15,000 ","12,000 "
67,"305,000 ","156,000 ","149,000 ","281,000 ","143,000 ","138,000 ","24,000 ","13,000 ","11,000 "
68,"284,000 ","145,000 ","139,000 ","262,000 ","133,000 ","129,000 ","22,000 ","12,000 ","10,000 "
69,"263,000 ","134,000 ","129,000 ","244,000 ","124,000 ","120,000 ","19,000 ","10,000 ","9,000 "
70,"242,000 ","123,000 ","119,000 ","225,000 ","114,000 ","111,000 ","17,000 ","9,000 ","8,000 "
71,"223,000 ","113,000 ","110,000 ","207,000 ","105,000 ","102,000 ","16,000 ","8,000 ","8,000 "
72,"204,000 ","103,000 ","101,000 ","188,000 ","95,000 ","93,000 ","16,000 ","8,000 ","8,000 "
73,"185,000 ","93,000 ","92,000 ","169,000 ","85,000 ","84,000 ","16,000 ","8,000 ","8,000 "
74,"167,000 ","83,000 ","84,000 ","150,000 ","75,000 ","75,000 ","17,000 ","8,000 ","9,000 "
75+,"1,046,000 ","511,000 ","535,000 ","950,000 ","465,000 ","485,000 ","96,000 ","46,000 ","50,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
