Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1928",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,385,000 ","1,202,000 ","1,183,000 ","2,121,000 ","1,072,000 ","1,049,000 ","264,000 ","130,000 ","134,000 "
12,"2,351,000 ","1,183,000 ","1,168,000 ","2,091,000 ","1,055,000 ","1,036,000 ","260,000 ","128,000 ","132,000 "
13,"2,334,000 ","1,172,000 ","1,162,000 ","2,074,000 ","1,045,000 ","1,029,000 ","260,000 ","127,000 ","133,000 "
14,"2,325,000 ","1,165,000 ","1,160,000 ","2,063,000 ","1,037,000 ","1,026,000 ","262,000 ","128,000 ","134,000 "
15,"2,313,000 ","1,156,000 ","1,157,000 ","2,050,000 ","1,028,000 ","1,022,000 ","263,000 ","128,000 ","135,000 "
16,"2,298,000 ","1,146,000 ","1,152,000 ","2,034,000 ","1,018,000 ","1,016,000 ","264,000 ","128,000 ","136,000 "
17,"2,277,000 ","1,133,000 ","1,144,000 ","2,014,000 ","1,006,000 ","1,008,000 ","263,000 ","127,000 ","136,000 "
18,"2,245,000 ","1,115,000 ","1,130,000 ","1,985,000 ","990,000 ","995,000 ","260,000 ","125,000 ","135,000 "
19,"2,206,000 ","1,095,000 ","1,111,000 ","1,950,000 ","972,000 ","978,000 ","256,000 ","123,000 ","133,000 "
20,"2,171,000 ","1,076,000 ","1,095,000 ","1,918,000 ","955,000 ","963,000 ","253,000 ","121,000 ","132,000 "
21,"2,134,000 ","1,056,000 ","1,078,000 ","1,886,000 ","938,000 ","948,000 ","248,000 ","118,000 ","130,000 "
22,"2,097,000 ","1,038,000 ","1,059,000 ","1,853,000 ","922,000 ","931,000 ","244,000 ","116,000 ","128,000 "
23,"2,056,000 ","1,017,000 ","1,039,000 ","1,818,000 ","904,000 ","914,000 ","238,000 ","113,000 ","125,000 "
24,"2,014,000 ","997,000 ","1,017,000 ","1,784,000 ","888,000 ","896,000 ","230,000 ","109,000 ","121,000 "
25,"1,973,000 ","977,000 ","996,000 ","1,750,000 ","871,000 ","879,000 ","223,000 ","106,000 ","117,000 "
26,"1,931,000 ","958,000 ","973,000 ","1,715,000 ","855,000 ","860,000 ","216,000 ","103,000 ","113,000 "
27,"1,900,000 ","944,000 ","956,000 ","1,691,000 ","844,000 ","847,000 ","209,000 ","100,000 ","109,000 "
28,"1,889,000 ","939,000 ","950,000 ","1,684,000 ","841,000 ","843,000 ","205,000 ","98,000 ","107,000 "
29,"1,891,000 ","942,000 ","949,000 ","1,688,000 ","845,000 ","843,000 ","203,000 ","97,000 ","106,000 "
30,"1,892,000 ","945,000 ","947,000 ","1,691,000 ","848,000 ","843,000 ","201,000 ","97,000 ","104,000 "
31,"1,891,000 ","947,000 ","944,000 ","1,693,000 ","851,000 ","842,000 ","198,000 ","96,000 ","102,000 "
32,"1,885,000 ","946,000 ","939,000 ","1,690,000 ","851,000 ","839,000 ","195,000 ","95,000 ","100,000 "
33,"1,865,000 ","937,000 ","928,000 ","1,675,000 ","845,000 ","830,000 ","190,000 ","92,000 ","98,000 "
34,"1,836,000 ","925,000 ","911,000 ","1,652,000 ","836,000 ","816,000 ","184,000 ","89,000 ","95,000 "
35,"1,808,000 ","913,000 ","895,000 ","1,629,000 ","826,000 ","803,000 ","179,000 ","87,000 ","92,000 "
36,"1,781,000 ","900,000 ","881,000 ","1,607,000 ","816,000 ","791,000 ","174,000 ","84,000 ","90,000 "
37,"1,750,000 ","888,000 ","862,000 ","1,581,000 ","806,000 ","775,000 ","169,000 ","82,000 ","87,000 "
38,"1,715,000 ","875,000 ","840,000 ","1,552,000 ","795,000 ","757,000 ","163,000 ","80,000 ","83,000 "
39,"1,678,000 ","862,000 ","816,000 ","1,520,000 ","784,000 ","736,000 ","158,000 ","78,000 ","80,000 "
40,"1,639,000 ","848,000 ","791,000 ","1,487,000 ","772,000 ","715,000 ","152,000 ","76,000 ","76,000 "
41,"1,599,000 ","833,000 ","766,000 ","1,452,000 ","759,000 ","693,000 ","147,000 ","74,000 ","73,000 "
42,"1,560,000 ","817,000 ","743,000 ","1,417,000 ","744,000 ","673,000 ","143,000 ","73,000 ","70,000 "
43,"1,523,000 ","799,000 ","724,000 ","1,383,000 ","727,000 ","656,000 ","140,000 ","72,000 ","68,000 "
44,"1,487,000 ","779,000 ","708,000 ","1,349,000 ","708,000 ","641,000 ","138,000 ","71,000 ","67,000 "
45,"1,451,000 ","759,000 ","692,000 ","1,315,000 ","689,000 ","626,000 ","136,000 ","70,000 ","66,000 "
46,"1,416,000 ","740,000 ","676,000 ","1,281,000 ","670,000 ","611,000 ","135,000 ","70,000 ","65,000 "
47,"1,374,000 ","717,000 ","657,000 ","1,243,000 ","649,000 ","594,000 ","131,000 ","68,000 ","63,000 "
48,"1,324,000 ","691,000 ","633,000 ","1,199,000 ","625,000 ","574,000 ","125,000 ","66,000 ","59,000 "
49,"1,270,000 ","663,000 ","607,000 ","1,153,000 ","600,000 ","553,000 ","117,000 ","63,000 ","54,000 "
50,"1,217,000 ","635,000 ","582,000 ","1,107,000 ","575,000 ","532,000 ","110,000 ","60,000 ","50,000 "
51,"1,162,000 ","606,000 ","556,000 ","1,060,000 ","549,000 ","511,000 ","102,000 ","57,000 ","45,000 "
52,"1,111,000 ","579,000 ","532,000 ","1,017,000 ","526,000 ","491,000 ","94,000 ","53,000 ","41,000 "
53,"1,071,000 ","560,000 ","511,000 ","982,000 ","509,000 ","473,000 ","89,000 ","51,000 ","38,000 "
54,"1,034,000 ","542,000 ","492,000 ","950,000 ","494,000 ","456,000 ","84,000 ","48,000 ","36,000 "
55,"997,000 ","525,000 ","472,000 ","919,000 ","480,000 ","439,000 ","78,000 ","45,000 ","33,000 "
56,"960,000 ","507,000 ","453,000 ","887,000 ","465,000 ","422,000 ","73,000 ","42,000 ","31,000 "
57,"923,000 ","488,000 ","435,000 ","855,000 ","449,000 ","406,000 ","68,000 ","39,000 ","29,000 "
58,"882,000 ","466,000 ","416,000 ","818,000 ","429,000 ","389,000 ","64,000 ","37,000 ","27,000 "
59,"838,000 ","440,000 ","398,000 ","778,000 ","406,000 ","372,000 ","60,000 ","34,000 ","26,000 "
60,"796,000 ","417,000 ","379,000 ","740,000 ","385,000 ","355,000 ","56,000 ","32,000 ","24,000 "
61,"753,000 ","392,000 ","361,000 ","701,000 ","363,000 ","338,000 ","52,000 ","29,000 ","23,000 "
62,"714,000 ","370,000 ","344,000 ","665,000 ","343,000 ","322,000 ","49,000 ","27,000 ","22,000 "
63,"676,000 ","349,000 ","327,000 ","631,000 ","324,000 ","307,000 ","45,000 ","25,000 ","20,000 "
64,"639,000 ","330,000 ","309,000 ","598,000 ","307,000 ","291,000 ","41,000 ","23,000 ","18,000 "
65,"604,000 ","311,000 ","293,000 ","566,000 ","290,000 ","276,000 ","38,000 ","21,000 ","17,000 "
66,"567,000 ","291,000 ","276,000 ","533,000 ","272,000 ","261,000 ","34,000 ","19,000 ","15,000 "
67,"533,000 ","273,000 ","260,000 ","502,000 ","256,000 ","246,000 ","31,000 ","17,000 ","14,000 "
68,"498,000 ","254,000 ","244,000 ","470,000 ","239,000 ","231,000 ","28,000 ","15,000 ","13,000 "
69,"465,000 ","237,000 ","228,000 ","439,000 ","223,000 ","216,000 ","26,000 ","14,000 ","12,000 "
70,"432,000 ","220,000 ","212,000 ","408,000 ","207,000 ","201,000 ","24,000 ","13,000 ","11,000 "
71,"400,000 ","204,000 ","196,000 ","378,000 ","192,000 ","186,000 ","22,000 ","12,000 ","10,000 "
72,"369,000 ","188,000 ","181,000 ","348,000 ","177,000 ","171,000 ","21,000 ","11,000 ","10,000 "
73,"337,000 ","172,000 ","165,000 ","318,000 ","162,000 ","156,000 ","19,000 ","10,000 ","9,000 "
74,"307,000 ","157,000 ","150,000 ","288,000 ","147,000 ","141,000 ","19,000 ","10,000 ","9,000 "
75+,"1,787,000 ","855,000 ","932,000 ","1,663,000 ","795,000 ","868,000 ","124,000 ","60,000 ","64,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
