Table with row headers in column A and column headers in rows 4 through 5.,,,,,,,,,,,,
"Resident Population plus Armed Forces Overseas--Estimates by Age, Sex, and Race:  July 1, 1974",,,,,,,,,,,,

Age,All races,,,White,,,Black,,,Other races,,
,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female
,,,,,,,,,,,,
All ages,"213,853,928 ","104,391,110 ","109,462,818 ","186,169,616 ","91,137,841 ","95,031,775 ","24,402,325 ","11,638,204 ","12,764,121 ","3,281,987 ","1,615,065 ","1,666,922 "
,,,,,,,,,,,,
0,"3,065,474 ","1,569,498 ","1,495,976 ","2,552,926 ","1,310,131 ","1,242,795 ","446,808 ","226,136 ","220,672 ","65,740 ","33,231 ","32,509 "
1,"3,076,817 ","1,570,345 ","1,506,472 ","2,551,129 ","1,305,498 ","1,245,631 ","460,287 ","231,512 ","228,775 ","65,401 ","33,335 ","32,066 "
2,"3,227,239 ","1,647,899 ","1,579,340 ","2,676,922 ","1,370,957 ","1,305,965 ","482,432 ","242,779 ","239,653 ","67,885 ","34,163 ","33,722 "
3,"3,571,284 ","1,825,770 ","1,745,514 ","2,981,568 ","1,528,560 ","1,453,008 ","522,063 ","263,017 ","259,046 ","67,653 ","34,193 ","33,460 "
4,"3,545,915 ","1,808,096 ","1,737,819 ","2,976,682 ","1,522,888 ","1,453,794 ","507,772 ","254,439 ","253,333 ","61,461 ","30,769 ","30,692 "
5,"3,450,079 ","1,759,446 ","1,690,633 ","2,889,173 ","1,478,633 ","1,410,540 ","500,213 ","250,338 ","249,875 ","60,693 ","30,475 ","30,218 "
6,"3,414,384 ","1,739,690 ","1,674,694 ","2,866,546 ","1,465,808 ","1,400,738 ","489,004 ","244,183 ","244,821 ","58,834 ","29,699 ","29,135 "
7,"3,536,215 ","1,801,922 ","1,734,293 ","2,974,915 ","1,521,005 ","1,453,910 ","500,939 ","250,498 ","250,441 ","60,361 ","30,419 ","29,942 "
8,"3,555,210 ","1,813,938 ","1,741,272 ","2,979,775 ","1,524,687 ","1,455,088 ","513,529 ","257,772 ","255,757 ","61,906 ","31,479 ","30,427 "
9,"3,849,313 ","1,959,733 ","1,889,580 ","3,228,970 ","1,648,191 ","1,580,779 ","556,900 ","279,514 ","277,386 ","63,443 ","32,028 ","31,415 "
10,"4,139,447 ","2,116,231 ","2,023,216 ","3,480,933 ","1,783,912 ","1,697,021 ","590,418 ","297,729 ","292,689 ","68,096 ","34,590 ","33,506 "
11,"4,098,453 ","2,091,570 ","2,006,883 ","3,454,440 ","1,767,271 ","1,687,169 ","578,476 ","291,091 ","287,385 ","65,537 ","33,208 ","32,329 "
12,"4,162,888 ","2,123,640 ","2,039,248 ","3,519,192 ","1,799,566 ","1,719,626 ","579,372 ","291,388 ","287,984 ","64,324 ","32,686 ","31,638 "
13,"4,258,683 ","2,171,634 ","2,087,049 ","3,610,018 ","1,846,331 ","1,763,687 ","584,289 ","292,709 ","291,580 ","64,376 ","32,594 ","31,782 "
14,"4,251,081 ","2,164,826 ","2,086,255 ","3,605,547 ","1,841,580 ","1,763,967 ","583,532 ","291,931 ","291,601 ","62,002 ","31,315 ","30,687 "
15,"4,273,266 ","2,176,425 ","2,096,841 ","3,619,072 ","1,847,909 ","1,771,163 ","587,379 ","294,483 ","292,896 ","66,815 ","34,033 ","32,782 "
16,"4,257,208 ","2,167,279 ","2,089,929 ","3,616,631 ","1,845,283 ","1,771,348 ","574,938 ","288,649 ","286,289 ","65,639 ","33,347 ","32,292 "
17,"4,253,657 ","2,165,123 ","2,088,534 ","3,611,214 ","1,842,680 ","1,768,534 ","574,889 ","288,068 ","286,821 ","67,554 ","34,375 ","33,179 "
18,"4,102,644 ","2,078,357 ","2,024,287 ","3,492,041 ","1,774,104 ","1,717,937 ","544,046 ","270,407 ","273,639 ","66,557 ","33,846 ","32,711 "
19,"4,154,823 ","2,103,515 ","2,051,308 ","3,551,414 ","1,804,430 ","1,746,984 ","536,598 ","265,095 ","271,503 ","66,811 ","33,990 ","32,821 "
20,"4,102,553 ","2,079,336 ","2,023,217 ","3,517,643 ","1,789,594 ","1,728,049 ","518,937 ","255,659 ","263,278 ","65,973 ","34,083 ","31,890 "
21,"3,900,766 ","1,978,049 ","1,922,717 ","3,363,515 ","1,713,505 ","1,650,010 ","473,093 ","231,841 ","241,252 ","64,158 ","32,703 ","31,455 "
22,"3,756,547 ","1,891,536 ","1,865,011 ","3,245,405 ","1,646,273 ","1,599,132 ","447,738 ","214,191 ","233,547 ","63,404 ","31,072 ","32,332 "
23,"3,635,084 ","1,819,445 ","1,815,639 ","3,133,764 ","1,580,519 ","1,553,245 ","435,928 ","207,477 ","228,451 ","65,392 ","31,449 ","33,943 "
24,"3,580,457 ","1,785,697 ","1,794,760 ","3,095,842 ","1,557,519 ","1,538,323 ","416,005 ","196,576 ","219,429 ","68,610 ","31,602 ","37,008 "
25,"3,566,868 ","1,779,778 ","1,787,090 ","3,095,792 ","1,558,074 ","1,537,718 ","403,238 ","190,401 ","212,837 ","67,838 ","31,303 ","36,535 "
26,"3,515,744 ","1,757,251 ","1,758,493 ","3,076,663 ","1,551,124 ","1,525,539 ","374,411 ","176,383 ","198,028 ","64,670 ","29,744 ","34,926 "
27,"3,824,862 ","1,910,697 ","1,914,165 ","3,384,205 ","1,704,702 ","1,679,503 ","376,206 ","176,210 ","199,996 ","64,451 ","29,785 ","34,666 "
28,"2,737,606 ","1,363,026 ","1,374,580 ","2,392,727 ","1,202,995 ","1,189,732 ","291,379 ","135,225 ","156,154 ","53,500 ","24,806 ","28,694 "
29,"2,876,037 ","1,426,005 ","1,450,032 ","2,511,041 ","1,256,486 ","1,254,555 ","306,848 ","142,491 ","164,357 ","58,148 ","27,028 ","31,120 "
30,"3,007,714 ","1,491,520 ","1,516,194 ","2,626,244 ","1,313,114 ","1,313,130 ","321,938 ","149,990 ","171,948 ","59,532 ","28,416 ","31,116 "
31,"3,047,968 ","1,512,763 ","1,535,205 ","2,693,724 ","1,347,725 ","1,345,999 ","298,769 ","138,413 ","160,356 ","55,475 ","26,625 ","28,850 "
32,"2,694,785 ","1,332,434 ","1,362,351 ","2,346,004 ","1,170,608 ","1,175,396 ","294,865 ","135,974 ","158,891 ","53,916 ","25,852 ","28,064 "
33,"2,512,797 ","1,238,332 ","1,274,465 ","2,172,082 ","1,081,195 ","1,090,887 ","288,119 ","132,002 ","156,117 ","52,596 ","25,135 ","27,461 "
34,"2,441,019 ","1,199,576 ","1,241,443 ","2,125,359 ","1,054,586 ","1,070,773 ","268,403 ","122,477 ","145,926 ","47,257 ","22,513 ","24,744 "
35,"2,380,890 ","1,169,977 ","1,210,913 ","2,081,394 ","1,032,523 ","1,048,871 ","256,650 ","116,993 ","139,657 ","42,846 ","20,461 ","22,385 "
36,"2,329,766 ","1,142,265 ","1,187,501 ","2,034,140 ","1,007,543 ","1,026,597 ","254,522 ","115,372 ","139,150 ","41,104 ","19,350 ","21,754 "
37,"2,264,038 ","1,107,510 ","1,156,528 ","1,974,159 ","975,802 ","998,357 ","250,362 ","113,317 ","137,045 ","39,517 ","18,391 ","21,126 "
38,"2,229,425 ","1,090,421 ","1,139,004 ","1,954,960 ","965,746 ","989,214 ","237,564 ","107,607 ","129,957 ","36,901 ","17,068 ","19,833 "
39,"2,244,801 ","1,102,278 ","1,142,523 ","1,964,459 ","973,880 ","990,579 ","240,841 ","109,936 ","130,905 ","39,501 ","18,462 ","21,039 "
40,"2,225,105 ","1,092,267 ","1,132,838 ","1,941,125 ","962,688 ","978,437 ","242,736 ","110,274 ","132,462 ","41,244 ","19,305 ","21,939 "
41,"2,229,195 ","1,092,257 ","1,136,938 ","1,940,010 ","959,601 ","980,409 ","246,326 ","112,562 ","133,764 ","42,859 ","20,094 ","22,765 "
42,"2,236,552 ","1,098,833 ","1,137,719 ","1,963,179 ","973,428 ","989,751 ","231,714 ","105,826 ","125,888 ","41,659 ","19,579 ","22,080 "
43,"2,277,211 ","1,119,047 ","1,158,164 ","2,001,384 ","991,870 ","1,009,514 ","234,937 ","108,100 ","126,837 ","40,890 ","19,077 ","21,813 "
44,"2,408,506 ","1,177,409 ","1,231,097 ","2,112,402 ","1,040,890 ","1,071,512 ","254,526 ","117,315 ","137,211 ","41,578 ","19,204 ","22,374 "
45,"2,330,127 ","1,134,446 ","1,195,681 ","2,063,076 ","1,011,999 ","1,051,077 ","229,995 ","105,466 ","124,529 ","37,056 ","16,981 ","20,075 "
46,"2,351,167 ","1,144,326 ","1,206,841 ","2,091,077 ","1,024,388 ","1,066,689 ","225,753 ","104,180 ","121,573 ","34,337 ","15,758 ","18,579 "
47,"2,348,110 ","1,138,635 ","1,209,475 ","2,096,537 ","1,023,380 ","1,073,157 ","218,820 ","100,178 ","118,642 ","32,753 ","15,077 ","17,676 "
48,"2,362,543 ","1,137,849 ","1,224,694 ","2,099,447 ","1,017,378 ","1,082,069 ","231,436 ","105,712 ","125,724 ","31,660 ","14,759 ","16,901 "
49,"2,456,746 ","1,179,327 ","1,277,419 ","2,192,340 ","1,057,720 ","1,134,620 ","232,379 ","106,321 ","126,058 ","32,027 ","15,286 ","16,741 "
50,"2,386,889 ","1,145,685 ","1,241,204 ","2,143,999 ","1,034,762 ","1,109,237 ","213,096 ","96,706 ","116,390 ","29,794 ","14,217 ","15,577 "
51,"2,409,373 ","1,153,747 ","1,255,626 ","2,150,553 ","1,035,376 ","1,115,177 ","229,257 ","104,039 ","125,218 ","29,563 ","14,332 ","15,231 "
52,"2,431,597 ","1,167,346 ","1,264,251 ","2,186,042 ","1,054,626 ","1,131,416 ","217,297 ","98,837 ","118,460 ","28,258 ","13,883 ","14,375 "
53,"2,356,947 ","1,133,213 ","1,223,734 ","2,118,737 ","1,023,272 ","1,095,465 ","212,262 ","97,186 ","115,076 ","25,948 ","12,755 ","13,193 "
54,"2,375,247 ","1,138,497 ","1,236,750 ","2,122,297 ","1,021,264 ","1,101,033 ","226,670 ","104,379 ","122,291 ","26,280 ","12,854 ","13,426 "
55,"2,217,740 ","1,056,334 ","1,161,406 ","1,997,806 ","954,862 ","1,042,944 ","197,298 ","90,305 ","106,993 ","22,636 ","11,167 ","11,469 "
56,"2,106,654 ","1,004,156 ","1,102,498 ","1,907,203 ","911,552 ","995,651 ","178,767 ","82,336 ","96,431 ","20,684 ","10,268 ","10,416 "
57,"2,033,465 ","966,524 ","1,066,941 ","1,850,092 ","882,565 ","967,527 ","164,286 ","74,427 ","89,859 ","19,087 ","9,532 ","9,555 "
58,"2,006,778 ","948,945 ","1,057,833 ","1,820,516 ","863,790 ","956,726 ","166,938 ","75,443 ","91,495 ","19,324 ","9,712 ","9,612 "
59,"2,021,247 ","953,628 ","1,067,619 ","1,831,093 ","865,907 ","965,186 ","170,932 ","77,872 ","93,060 ","19,222 ","9,849 ","9,373 "
60,"1,903,449 ","897,373 ","1,006,076 ","1,734,473 ","819,473 ","915,000 ","151,496 ","68,974 ","82,522 ","17,480 ","8,926 ","8,554 "
61,"1,910,517 ","896,311 ","1,014,206 ","1,725,745 ","811,967 ","913,778 ","166,699 ","74,892 ","91,807 ","18,073 ","9,452 ","8,621 "
62,"1,851,218 ","861,881 ","989,337 ","1,673,881 ","780,286 ","893,595 ","160,140 ","72,294 ","87,846 ","17,197 ","9,301 ","7,896 "
63,"1,816,165 ","837,780 ","978,385 ","1,622,050 ","748,192 ","873,858 ","177,184 ","80,183 ","97,001 ","16,931 ","9,405 ","7,526 "
64,"1,846,090 ","842,754 ","1,003,336 ","1,649,353 ","752,916 ","896,437 ","180,783 ","80,854 ","99,929 ","15,954 ","8,984 ","6,970 "
65,"1,732,362 ","778,637 ","953,725 ","1,563,459 ","703,799 ","859,660 ","154,317 ","66,682 ","87,635 ","14,586 ","8,156 ","6,430 "
66,"1,675,017 ","744,987 ","930,030 ","1,504,470 ","670,086 ","834,384 ","157,008 ","67,057 ","89,951 ","13,539 ","7,844 ","5,695 "
67,"1,558,455 ","689,230 ","869,225 ","1,409,541 ","623,892 ","785,649 ","136,003 ","58,019 ","77,984 ","12,911 ","7,319 ","5,592 "
68,"1,490,560 ","653,640 ","836,920 ","1,343,307 ","588,542 ","754,765 ","134,420 ","57,984 ","76,436 ","12,833 ","7,114 ","5,719 "
69,"1,407,520 ","614,323 ","793,197 ","1,277,869 ","556,264 ","721,605 ","116,203 ","50,779 ","65,424 ","13,448 ","7,280 ","6,168 "
70,"1,258,581 ","543,806 ","714,775 ","1,153,959 ","496,926 ","657,033 ","91,980 ","40,116 ","51,864 ","12,642 ","6,764 ","5,878 "
