Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1915",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,024,000 ","1,025,000 ","999,000 ","1,770,000 ","897,000 ","873,000 ","254,000 ","128,000 ","126,000 "
12,"1,998,000 ","1,011,000 ","987,000 ","1,747,000 ","885,000 ","862,000 ","251,000 ","126,000 ","125,000 "
13,"1,970,000 ","994,000 ","976,000 ","1,725,000 ","872,000 ","853,000 ","245,000 ","122,000 ","123,000 "
14,"1,943,000 ","976,000 ","967,000 ","1,704,000 ","858,000 ","846,000 ","239,000 ","118,000 ","121,000 "
15,"1,916,000 ","959,000 ","957,000 ","1,683,000 ","845,000 ","838,000 ","233,000 ","114,000 ","119,000 "
16,"1,889,000 ","942,000 ","947,000 ","1,663,000 ","833,000 ","830,000 ","226,000 ","109,000 ","117,000 "
17,"1,871,000 ","930,000 ","941,000 ","1,651,000 ","825,000 ","826,000 ","220,000 ","105,000 ","115,000 "
18,"1,871,000 ","929,000 ","942,000 ","1,652,000 ","825,000 ","827,000 ","219,000 ","104,000 ","115,000 "
19,"1,881,000 ","934,000 ","947,000 ","1,659,000 ","829,000 ","830,000 ","222,000 ","105,000 ","117,000 "
20,"1,887,000 ","938,000 ","949,000 ","1,665,000 ","833,000 ","832,000 ","222,000 ","105,000 ","117,000 "
21,"1,895,000 ","942,000 ","953,000 ","1,672,000 ","837,000 ","835,000 ","223,000 ","105,000 ","118,000 "
22,"1,893,000 ","943,000 ","950,000 ","1,672,000 ","839,000 ","833,000 ","221,000 ","104,000 ","117,000 "
23,"1,881,000 ","941,000 ","940,000 ","1,664,000 ","839,000 ","825,000 ","217,000 ","102,000 ","115,000 "
24,"1,860,000 ","936,000 ","924,000 ","1,649,000 ","836,000 ","813,000 ","211,000 ","100,000 ","111,000 "
25,"1,839,000 ","931,000 ","908,000 ","1,633,000 ","833,000 ","800,000 ","206,000 ","98,000 ","108,000 "
26,"1,820,000 ","927,000 ","893,000 ","1,619,000 ","831,000 ","788,000 ","201,000 ","96,000 ","105,000 "
27,"1,788,000 ","915,000 ","873,000 ","1,594,000 ","822,000 ","772,000 ","194,000 ","93,000 ","101,000 "
28,"1,741,000 ","895,000 ","846,000 ","1,557,000 ","806,000 ","751,000 ","184,000 ","89,000 ","95,000 "
29,"1,685,000 ","868,000 ","817,000 ","1,512,000 ","784,000 ","728,000 ","173,000 ","84,000 ","89,000 "
30,"1,626,000 ","840,000 ","786,000 ","1,465,000 ","761,000 ","704,000 ","161,000 ","79,000 ","82,000 "
31,"1,563,000 ","809,000 ","754,000 ","1,415,000 ","736,000 ","679,000 ","148,000 ","73,000 ","75,000 "
32,"1,518,000 ","788,000 ","730,000 ","1,377,000 ","718,000 ","659,000 ","141,000 ","70,000 ","71,000 "
33,"1,499,000 ","781,000 ","718,000 ","1,358,000 ","710,000 ","648,000 ","141,000 ","71,000 ","70,000 "
34,"1,501,000 ","785,000 ","716,000 ","1,353,000 ","710,000 ","643,000 ","148,000 ","75,000 ","73,000 "
35,"1,496,000 ","785,000 ","711,000 ","1,343,000 ","707,000 ","636,000 ","153,000 ","78,000 ","75,000 "
36,"1,495,000 ","787,000 ","708,000 ","1,337,000 ","706,000 ","631,000 ","158,000 ","81,000 ","77,000 "
37,"1,475,000 ","778,000 ","697,000 ","1,316,000 ","696,000 ","620,000 ","159,000 ","82,000 ","77,000 "
38,"1,423,000 ","750,000 ","673,000 ","1,272,000 ","672,000 ","600,000 ","151,000 ","78,000 ","73,000 "
39,"1,352,000 ","711,000 ","641,000 ","1,214,000 ","640,000 ","574,000 ","138,000 ","71,000 ","67,000 "
40,"1,283,000 ","672,000 ","611,000 ","1,157,000 ","608,000 ","549,000 ","126,000 ","64,000 ","62,000 "
41,"1,213,000 ","633,000 ","580,000 ","1,100,000 ","576,000 ","524,000 ","113,000 ","57,000 ","56,000 "
42,"1,157,000 ","603,000 ","554,000 ","1,054,000 ","551,000 ","503,000 ","103,000 ","52,000 ","51,000 "
43,"1,126,000 ","590,000 ","536,000 ","1,025,000 ","538,000 ","487,000 ","101,000 ","52,000 ","49,000 "
44,"1,110,000 ","586,000 ","524,000 ","1,008,000 ","532,000 ","476,000 ","102,000 ","54,000 ","48,000 "
45,"1,089,000 ","580,000 ","509,000 ","987,000 ","524,000 ","463,000 ","102,000 ","56,000 ","46,000 "
46,"1,069,000 ","574,000 ","495,000 ","966,000 ","516,000 ","450,000 ","103,000 ","58,000 ","45,000 "
47,"1,046,000 ","565,000 ","481,000 ","945,000 ","507,000 ","438,000 ","101,000 ","58,000 ","43,000 "
48,"1,018,000 ","551,000 ","467,000 ","921,000 ","495,000 ","426,000 ","97,000 ","56,000 ","41,000 "
49,"987,000 ","534,000 ","453,000 ","895,000 ","481,000 ","414,000 ","92,000 ","53,000 ","39,000 "
50,"956,000 ","517,000 ","439,000 ","869,000 ","467,000 ","402,000 ","87,000 ","50,000 ","37,000 "
51,"930,000 ","503,000 ","427,000 ","847,000 ","455,000 ","392,000 ","83,000 ","48,000 ","35,000 "
52,"894,000 ","483,000 ","411,000 ","816,000 ","438,000 ","378,000 ","78,000 ","45,000 ","33,000 "
53,"844,000 ","455,000 ","389,000 ","772,000 ","414,000 ","358,000 ","72,000 ","41,000 ","31,000 "
54,"785,000 ","423,000 ","362,000 ","721,000 ","386,000 ","335,000 ","64,000 ","37,000 ","27,000 "
55,"729,000 ","392,000 ","337,000 ","672,000 ","359,000 ","313,000 ","57,000 ","33,000 ","24,000 "
56,"669,000 ","358,000 ","311,000 ","620,000 ","330,000 ","290,000 ","49,000 ","28,000 ","21,000 "
57,"624,000 ","333,000 ","291,000 ","580,000 ","308,000 ","272,000 ","44,000 ","25,000 ","19,000 "
58,"598,000 ","319,000 ","279,000 ","556,000 ","295,000 ","261,000 ","42,000 ","24,000 ","18,000 "
59,"586,000 ","311,000 ","275,000 ","543,000 ","287,000 ","256,000 ","43,000 ","24,000 ","19,000 "
60,"572,000 ","304,000 ","268,000 ","529,000 ","280,000 ","249,000 ","43,000 ","24,000 ","19,000 "
61,"560,000 ","297,000 ","263,000 ","516,000 ","272,000 ","244,000 ","44,000 ","25,000 ","19,000 "
62,"541,000 ","286,000 ","255,000 ","498,000 ","262,000 ","236,000 ","43,000 ","24,000 ","19,000 "
63,"512,000 ","270,000 ","242,000 ","471,000 ","247,000 ","224,000 ","41,000 ","23,000 ","18,000 "
64,"475,000 ","250,000 ","225,000 ","438,000 ","229,000 ","209,000 ","37,000 ","21,000 ","16,000 "
65,"443,000 ","232,000 ","211,000 ","409,000 ","213,000 ","196,000 ","34,000 ","19,000 ","15,000 "
66,"411,000 ","214,000 ","197,000 ","380,000 ","197,000 ","183,000 ","31,000 ","17,000 ","14,000 "
67,"379,000 ","196,000 ","183,000 ","351,000 ","181,000 ","170,000 ","28,000 ","15,000 ","13,000 "
68,"348,000 ","180,000 ","168,000 ","323,000 ","166,000 ","157,000 ","25,000 ","14,000 ","11,000 "
69,"320,000 ","164,000 ","156,000 ","298,000 ","152,000 ","146,000 ","22,000 ","12,000 ","10,000 "
70,"294,000 ","150,000 ","144,000 ","273,000 ","139,000 ","134,000 ","21,000 ","11,000 ","10,000 "
71,"270,000 ","137,000 ","133,000 ","251,000 ","127,000 ","124,000 ","19,000 ","10,000 ","9,000 "
72,"249,000 ","126,000 ","123,000 ","232,000 ","117,000 ","115,000 ","17,000 ","9,000 ","8,000 "
73,"233,000 ","117,000 ","116,000 ","216,000 ","108,000 ","108,000 ","17,000 ","9,000 ","8,000 "
74,"220,000 ","111,000 ","109,000 ","203,000 ","102,000 ","101,000 ","17,000 ","9,000 ","8,000 "
75+,"1,334,000 ","640,000 ","694,000 ","1,230,000 ","589,000 ","641,000 ","104,000 ","51,000 ","53,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
