RESIDENT POPULATION OF STATES (by single year to 85+ and sex):
July 1, 1982 estimates
Source: Population Distribution Branch and Population Estimates Branch
         U.S. Bureau of the Census
Release date:  June 4, 1996 

The July 1982 intercensal estimates in this file are consistent
with and described in Current Population Reports, Series P25-1106.

--------------------------------------------------------------------------------
File Layout

Field
Location         Length        Field

1-2              2             FIPS Code state
3-6              4             Blank
7-8              2             State postal abbreviation
9-10             3             Blank
11-12            2             Age  (85 = 85+)
13-24            12            4/1/80 census both sexes population
25-36            12            4/1/80 census male population
37-48            12            4/1/80 census female population
------------------------------------------------------------------------


FIPS             7/1/82      7/1/82      7/1/82
Code    Age  Both sexes        Male      Female

30    MT 12       12915        6619        6296
30    MT 13       12735        6506        6229
30    MT 14       12276        6364        5912
30    MT 15       12687        6586        6101
30    MT 16       12990        6732        6258
30    MT 17       13917        7242        6675
30    MT 18       14359        7474        6885
30    MT 19       15130        7620        7510
30    MT 20       14740        7426        7314
30    MT 21       14251        7141        7110
30    MT 22       14076        7016        7060
30    MT 23       14097        7060        7037
30    MT 24       14423        7305        7118
30    MT 25       14316        7097        7219
30    MT 26       13900        6976        6924
30    MT 27       14052        7072        6980
30    MT 28       13746        6946        6800
30    MT 29       14802        7463        7339
30    MT 30       14217        7140        7077
30    MT 31       13641        6903        6738
30    MT 32       13068        6737        6331
30    MT 33       12911        6559        6352
30    MT 34       12746        6497        6249
30    MT 35       13288        6755        6533
30    MT 36        9696        4828        4868
30    MT 37        9760        4876        4884
30    MT 38        9556        4884        4672
30    MT 39       10840        5550        5290
30    MT 40        9536        4853        4683
30    MT 41        8815        4431        4384
30    MT 42        8454        4247        4207
30    MT 43        8307        4162        4145
30    MT 44        8236        4149        4087
30    MT 45        8016        4040        3976
30    MT 46        7790        3900        3890
30    MT 47        7663        3856        3807
30    MT 48        6916        3483        3433
30    MT 49        7037        3558        3479
30    MT 50        7403        3664        3739
30    MT 51        7297        3596        3701
30    MT 52        7388        3669        3719
30    MT 53        7478        3717        3761
30    MT 54        7731        3907        3824
30    MT 55        7311        3648        3663
30    MT 56        7159        3538        3621
30    MT 57        7288        3567        3721
30    MT 58        7165        3530        3635
30    MT 59        7232        3478        3754
30    MT 60        7571        3702        3869
30    MT 61        7195        3491        3704
30    MT 62        6771        3305        3466
30    MT 63        6996        3499        3497
30    MT 64        7245        3518        3727
30    MT 65        6892        3307        3585
30    MT 66        6576        3160        3416
30    MT 67        6068        2935        3133
30    MT 68        5803        2735        3068
30    MT 69        5675        2645        3030
30    MT 70        5262        2396        2866
30    MT 71        5149        2417        2732
30    MT 72        4851        2242        2609
30    MT 73        4472        1994        2478
30    MT 74        4152        1831        2321
30    MT 75        3865        1761        2104
30    MT 76        3579        1594        1985
30    MT 77        3330        1497        1833
30    MT 78        2914        1211        1703
30    MT 79        2646        1085        1561
30    MT 80        2312         919        1393
30    MT 81        2118         836        1282
30    MT 82        1847         684        1163
30    MT 83        1812         618        1194
30    MT 84        1618         569        1049
30    MT 85        9260        2928        6332
31    NE  0       27174       13945       13229
31    NE  1       26162       13416       12746
31    NE  2       25787       13109       12678
31    NE  3       25043       12713       12330
31    NE  4       24398       12472       11926
31    NE  5       24028       12326       11702
31    NE  6       22868       11623       11245
31    NE  7       23553       12103       11450
31    NE  8       21680       11074       10606
31    NE  9       22504       11544       10960
31    NE 10       23891       12155       11736
31    NE 11       25286       12969       12317
31    NE 12       24263       12390       11873
31    NE 13       23656       12144       11512
31    NE 14       23203       11914       11289
31    NE 15       23731       12103       11628
31    NE 16       24605       12625       11980
31    NE 17       26361       13488       12873
31    NE 18       27639       13800       13839
31    NE 19       29479       14659       14820
31    NE 20       30201       14996       15205
31    NE 21       30463       15263       15200
31    NE 22       29494       14743       14751
31    NE 23       29140       14711       14429
31    NE 24       29225       14754       14471
31    NE 25       29298       14664       14634
31    NE 26       28297       14089       14208
31    NE 27       27805       13976       13829
31    NE 28       26138       13054       13084
31    NE 29       27323       13686       13637
31    NE 30       26696       13454       13242
31    NE 31       25318       12675       12643
31    NE 32       24141       12076       12065
31    NE 33       23615       11734       11881
31    NE 34       23598       11967       11631
31    NE 35       24597       12395       12202
31    NE 36       17399        8774        8625
31    NE 37       17889        8928        8961
31    NE 38       17702        8769        8933
31    NE 39       19309        9494        9815
31    NE 40       17222        8565        8657
31    NE 41       15673        7869        7804
31    NE 42       15079        7538        7541
31    NE 43       15146        7487        7659
31    NE 44       15161        7486        7675
31    NE 45       14653        7196        7457
31    NE 46       14328        7046        7282
31    NE 47       14784        7201        7583
31    NE 48       13577        6732        6845
31    NE 49       14150        6944        7206
31    NE 50       14791        7206        7585
31    NE 51       14851        7257        7594
31    NE 52       14729        7389        7340
31    NE 53       15194        7498        7696
31    NE 54       15734        7798        7936
31    NE 55       14839        7296        7543
31    NE 56       14760        7247        7513
31    NE 57       15352        7445        7907
31    NE 58       14644        6949        7695
31    NE 59       14420        6846        7574
31    NE 60       14964        7055        7909
31    NE 61       14130        6654        7476
31    NE 62       13263        6217        7046
31    NE 63       13238        6188        7050
31    NE 64       13482        6363        7119
31    NE 65       13020        5974        7046
31    NE 66       12547        5713        6834
31    NE 67       12159        5558        6601
31    NE 68       11713        5251        6462
31    NE 69       11880        5161        6719
31    NE 70       11587        5131        6456
31    NE 71       11286        4965        6321
31    NE 72       10618        4546        6072
31    NE 73       10340        4362        5978
31    NE 74        9837        4133        5704
31    NE 75        9310        3847        5463
31    NE 76        8866        3513        5353
31    NE 77        8356        3260        5096
31    NE 78        7936        2996        4940
31    NE 79        7223        2751        4472
31    NE 80        6711        2406        4305
31    NE 81        6084        2099        3985
31    NE 82        5532        1898        3634
31    NE 83        5349        1857        3492
31    NE 84        4771        1612        3159
31    NE 85       25538        7720       17818
32    NV  0       14609        7573        7036
32    NV  1       13893        7091        6802
32    NV  2       13424        6826        6598
32    NV  3       12832        6564        6268
32    NV  4       12084        6109        5975
32    NV  5       12102        6200        5902
32    NV  6       11484        5946        5538
32    NV  7       11561        5930        5631
32    NV  8       10925        5597        5328
32    NV  9       11786        5969        5817
32    NV 10       12730        6565        6165
32    NV 11       13648        6971        6677
32    NV 12       13466        6872        6594
32    NV 13       13014        6667        6347
32    NV 14       12875        6547        6328
32    NV 15       13394        6868        6526
32    NV 16       13704        6975        6729
32    NV 17       14232        7398        6834
32    NV 18       14664        7524        7140
32    NV 19       15624        7892        7732
32    NV 20       14951        7780        7171
32    NV 21       15116        7825        7291
32    NV 22       15246        7751        7495
32    NV 23       15850        8131        7719
32    NV 24       17172        8777        8395
32    NV 25       18152        9330        8822
32    NV 26       17754        9059        8695
32    NV 27       17982        9300        8682
32    NV 28       17455        8964        8491
32    NV 29       18121        9334        8787
32    NV 30       16911        8692        8219
32    NV 31       16237        8316        7921
32    NV 32       15674        7956        7718
32    NV 33       15191        7693        7498
32    NV 34       15577        7963        7614
32    NV 35       16485        8375        8110
32    NV 36       11814        6033        5781
32    NV 37       12321        6333        5988
32    NV 38       12153        6309        5844
32    NV 39       13433        6951        6482
32    NV 40       11883        6059        5824
32    NV 41       10842        5642        5200
32    NV 42       10636        5590        5046
32    NV 43       10415        5342        5073
32    NV 44       10473        5520        4953
32    NV 45        9638        4890        4748
32    NV 46        9635        4926        4709
32    NV 47        9566        4945        4621
32    NV 48        8597        4508        4089
32    NV 49        8999        4690        4309
32    NV 50        8873        4522        4351
32    NV 51        8924        4678        4246
32    NV 52        9070        4554        4516
32    NV 53        9000        4583        4417
32    NV 54        9069        4569        4500
32    NV 55        8613        4367        4246
32    NV 56        8596        4307        4289
32    NV 57        9079        4616        4463
32    NV 58        8648        4262        4386
32    NV 59        8767        4448        4319
32    NV 60        8930        4483        4447
32    NV 61        8432        4200        4232
32    NV 62        7731        3885        3846
32    NV 63        7515        3773        3742
32    NV 64        7703        3933        3770
32    NV 65        7291        3627        3664
32    NV 66        6602        3256        3346
32    NV 67        6379        3133        3246
32    NV 68        5985        2900        3085
32    NV 69        5668        2743        2925
32    NV 70        5123        2484        2639
32    NV 71        4513        2165        2348
32    NV 72        4192        1954        2238
32    NV 73        3780        1771        2009
32    NV 74        3481        1642        1839
32    NV 75        3097        1402        1695
32    NV 76        2707        1225        1482
32    NV 77        2532        1059        1473
32    NV 78        2157         906        1251
32    NV 79        2054         846        1208
32    NV 80        1646         686         960
32    NV 81        1412         547         865
32    NV 82        1250         473         777
32    NV 83        1151         441         710
32    NV 84         912         330         582
32    NV 85        4333        1379        2954
33    NH  0       13852        7091        6761
33    NH  1       13290        6769        6521
33    NH  2       13105        6611        6494
33    NH  3       12982        6666        6316
33    NH  4       12992        6595        6397
33    NH  5       12838        6567        6271
33    NH  6       12273        6364        5909
33    NH  7       12947        6585        6362
33    NH  8       12405        6323        6082
33    NH  9       13313        6843        6470
33    NH 10       14620        7553        7067
33    NH 11       15858        8156        7702
33    NH 12       15232        7885        7347
33    NH 13       15076        7802        7274
33    NH 14       15023        7710        7313
33    NH 15       15512        7911        7601
33    NH 16       15838        8115        7723
33    NH 17       16667        8471        8196
33    NH 18       16792        8343        8449
33    NH 19       17095        8438        8657
33    NH 20       18083        8899        9184
33    NH 21       18716        9172        9544
33    NH 22       17649        8747        8902
33    NH 23       17271        8457        8814
33    NH 24       17111        8420        8691
33    NH 25       16847        8311        8536
33    NH 26       16300        7963        8337
33    NH 27       16556        8191        8365
33    NH 28       15781        7849        7932
33    NH 29       16809        8307        8502
33    NH 30       16673        8269        8404
33    NH 31       16406        8075        8331
33    NH 32       16157        7978        8179
33    NH 33       16651        8343        8308
33    NH 34       17570        8838        8732
33    NH 35       18524        9334        9190
33    NH 36       12718        6372        6346
33    NH 37       12781        6462        6319
33    NH 38       12634        6288        6346
33    NH 39       13974        7146        6828
33    NH 40       12056        6035        6021
33    NH 41       10494        5311        5183
33    NH 42        9904        4949        4955
33    NH 43        9679        4889        4790
33    NH 44        9613        4775        4838
33    NH 45        9001        4548        4453
33    NH 46        9107        4582        4525
33    NH 47        9162        4590        4572
33    NH 48        8258        4160        4098
33    NH 49        8665        4329        4336
33    NH 50        9105        4581        4524
33    NH 51        8867        4314        4553
33    NH 52        8860        4372        4488
33    NH 53        9149        4473        4676
33    NH 54        9290        4494        4796
33    NH 55        8938        4307        4631
33    NH 56        8882        4285        4597
33    NH 57        9234        4423        4811
33    NH 58        8543        4135        4408
33    NH 59        8560        4015        4545
33    NH 60        8878        4224        4654
33    NH 61        8571        4079        4492
33    NH 62        7708        3643        4065
33    NH 63        7816        3686        4130
33    NH 64        7822        3610        4212
33    NH 65        7755        3595        4160
33    NH 66        7373        3366        4007
33    NH 67        7112        3198        3914
33    NH 68        6741        3011        3730
33    NH 69        6719        2864        3855
33    NH 70        6262        2625        3637
33    NH 71        6125        2632        3493
33    NH 72        5750        2450        3300
33    NH 73        5445        2182        3263
33    NH 74        5032        2012        3020
33    NH 75        4727        1905        2822
33    NH 76        4369        1657        2712
33    NH 77        4063        1525        2538
33    NH 78        3980        1431        2549
33    NH 79        3363        1150        2213
33    NH 80        3229        1081        2148
33    NH 81        2932        1013        1919
33    NH 82        2634         864        1770
33    NH 83        2412         776        1636
33    NH 84        2068         642        1426
33    NH 85       10543        2797        7746
34    NJ  0       97513       49955       47558
34    NJ  1       92320       47124       45196
34    NJ  2       92946       47743       45203
34    NJ  3       92654       47286       45368
34    NJ  4       92136       47246       44890
34    NJ  5       92694       47382       45312
34    NJ  6       90224       46197       44027
34    NJ  7       94466       48297       46169
34    NJ  8       90736       46365       44371
34    NJ  9       97530       49792       47738
34    NJ 10      105943       54148       51795
34    NJ 11      117364       60025       57339
34    NJ 12      117437       60044       57393
34    NJ 13      116949       59579       57370
34    NJ 14      117202       59741       57461
34    NJ 15      122314       62301       60013
34    NJ 16      126871       64466       62405
34    NJ 17      133743       68656       65087
34    NJ 18      133989       68851       65138
34    NJ 19      138484       69401       69083
34    NJ 20      131458       65314       66144
34    NJ 21      124800       61602       63198
34    NJ 22      119785       58855       60930
34    NJ 23      121281       59886       61395
34    NJ 24      124380       61515       62865
34    NJ 25      125519       61959       63560
34    NJ 26      120857       59212       61645
34    NJ 27      120295       58853       61442
34    NJ 28      114014       55766       58248
34    NJ 29      122324       59723       62601
34    NJ 30      118869       57896       60973
34    NJ 31      115658       55758       59900
34    NJ 32      113515       54809       58706
34    NJ 33      113555       54712       58843
34    NJ 34      120283       58053       62230
34    NJ 35      131255       63441       67814
34    NJ 36       96105       46160       49945
34    NJ 37       97558       47105       50453
34    NJ 38       95914       46061       49853
34    NJ 39      112111       54281       57830
34    NJ 40       97084       46958       50126
34    NJ 41       86245       41740       44505
34    NJ 42       82508       39764       42744
34    NJ 43       81628       39451       42177
34    NJ 44       82045       39916       42129
34    NJ 45       76867       37128       39739
34    NJ 46       76887       37018       39869
34    NJ 47       77163       37363       39800
34    NJ 48       71633       34547       37086
34    NJ 49       76900       37252       39648
34    NJ 50       79633       38103       41530
34    NJ 51       81014       39087       41927
34    NJ 52       82401       39769       42632
34    NJ 53       83796       40557       43239
34    NJ 54       87459       42023       45436
34    NJ 55       84854       40253       44601
34    NJ 56       83208       39273       43935
34    NJ 57       86660       40747       45913
34    NJ 58       82613       39004       43609
34    NJ 59       82441       38653       43788
34    NJ 60       83233       39153       44080
34    NJ 61       80918       37966       42952
34    NJ 62       74431       34555       39876
34    NJ 63       71031       32910       38121
34    NJ 64       73084       33455       39629
34    NJ 65       70093       31586       38507
34    NJ 66       64588       28935       35653
34    NJ 67       62512       27390       35122
34    NJ 68       59966       25956       34010
34    NJ 69       57848       24725       33123
34    NJ 70       53617       22879       30738
34    NJ 71       50902       21388       29514
34    NJ 72       48295       19951       28344
34    NJ 73       44644       18067       26577
34    NJ 74       42881       17062       25819
34    NJ 75       39591       15530       24061
34    NJ 76       35936       13925       22011
34    NJ 77       33257       12328       20929
34    NJ 78       30278       11087       19191
34    NJ 79       27788        9849       17939
34    NJ 80       24821        8632       16189
34    NJ 81       22318        7498       14820
34    NJ 82       19843        6559       13284
34    NJ 83       18026        5830       12196
34    NJ 84       16266        5144       11122
34    NJ 85       78711       22444       56267
35    NM  0       27132       13765       13367
35    NM  1       25751       13203       12548
35    NM  2       25304       12879       12425
35    NM  3       24109       12362       11747
35    NM  4       22926       11647       11279
35    NM  5       22771       11461       11310
35    NM  6       21646       11066       10580
35    NM  7       22014       11137       10877
35    NM  8       20790       10601       10189
35    NM  9       21965       11248       10717
35    NM 10       22909       11720       11189
35    NM 11       24222       12418       11804
35    NM 12       23829       12107       11722
35    NM 13       23253       11852       11401
35    NM 14       22634       11418       11216
35    NM 15       23199       11723       11476
35    NM 16       23965       12180       11785
35    NM 17       25565       13059       12506
35    NM 18       26256       13293       12963
35    NM 19       27826       13930       13896
35    NM 20       26657       13207       13450
35    NM 21       26180       13053       13127
35    NM 22       25132       12616       12516
35    NM 23       24800       12462       12338
35    NM 24       25241       12668       12573
35    NM 25       25518       12754       12764
35    NM 26       24170       12169       12001
35    NM 27       24152       12044       12108
35    NM 28       23294       11558       11736
35    NM 29       24481       12333       12148
35    NM 30       23599       11985       11614
35    NM 31       22669       11313       11356
35    NM 32       21980       10910       11070
35    NM 33       21554       10646       10908
35    NM 34       21724       10794       10930
35    NM 35       22569       11246       11323
35    NM 36       16201        7857        8344
35    NM 37       16619        8253        8366
35    NM 38       16204        7885        8319
35    NM 39       17617        8685        8932
35    NM 40       15581        7673        7908
35    NM 41       14307        7045        7262
35    NM 42       13970        6863        7107
35    NM 43       14106        6890        7216
35    NM 44       13983        6838        7145
35    NM 45       12972        6400        6572
35    NM 46       12911        6337        6574
35    NM 47       13222        6483        6739
35    NM 48       12013        5858        6155
35    NM 49       12373        6046        6327
35    NM 50       12537        6081        6456
35    NM 51       12397        6068        6329
35    NM 52       12518        5980        6538
35    NM 53       12469        6007        6462
35    NM 54       12307        5889        6418
35    NM 55       11650        5539        6111
35    NM 56       11703        5553        6150
35    NM 57       12395        5895        6500
35    NM 58       11752        5582        6170
35    NM 59       11589        5483        6106
35    NM 60       11935        5829        6106
35    NM 61       11247        5331        5916
35    NM 62       10126        4845        5281
35    NM 63        9750        4618        5132
35    NM 64       10053        4805        5248
35    NM 65        9862        4582        5280
35    NM 66        9099        4195        4904
35    NM 67        8871        4150        4721
35    NM 68        8561        3979        4582
35    NM 69        8589        3887        4702
35    NM 70        7941        3593        4348
35    NM 71        7327        3360        3967
35    NM 72        6867        3077        3790
35    NM 73        6419        2836        3583
35    NM 74        5931        2570        3361
35    NM 75        5627        2398        3229
35    NM 76        5109        2169        2940
35    NM 77        4615        1948        2667
35    NM 78        4237        1731        2506
35    NM 79        3782        1561        2221
35    NM 80        3161        1311        1850
35    NM 81        2904        1082        1822
35    NM 82        2518         968        1550
35    NM 83        2282         847        1435
35    NM 84        2127         768        1359
35    NM 85        9672        3391        6281
36    NY  0      241995      123472      118523
36    NY  1      229533      117760      111773
36    NY  2      229477      117070      112407
36    NY  3      227206      115896      111310
36    NY  4      226792      115938      110854
36    NY  5      227168      116415      110753
36    NY  6      218132      111225      106907
36    NY  7      224541      115005      109536
36    NY  8      211301      108174      103127
36    NY  9      225746      115437      110309
36    NY 10      243231      124540      118691
36    NY 11      272374      139398      132976
36    NY 12      272199      138857      133342
36    NY 13      271108      138226      132882
36    NY 14      272078      138440      133638
36    NY 15      285354      145300      140054
36    NY 16      297787      151288      146499
36    NY 17      310651      157625      153026
36    NY 18      313971      157521      156450
36    NY 19      325237      160523      164714
36    NY 20      320812      157736      163076
36    NY 21      315902      154567      161335
36    NY 22      304538      148418      156120
36    NY 23      306198      148103      158095
36    NY 24      309304      150236      159068
36    NY 25      305598      148998      156600
36    NY 26      294643      143650      150993
36    NY 27      294776      143710      151066
36    NY 28      276364      134212      142152
36    NY 29      297875      144924      152951
36    NY 30      289789      140802      148987
36    NY 31      282675      136355      146320
36    NY 32      275864      133227      142637
36    NY 33      272749      131384      141365
36    NY 34      282828      136780      146048
36    NY 35      299527      143991      155536
36    NY 36      220741      105138      115603
36    NY 37      224808      107100      117708
36    NY 38      216886      103385      113501
36    NY 39      249167      119668      129499
36    NY 40      216329      103294      113035
36    NY 41      197812       94313      103499
36    NY 42      191772       92257       99515
36    NY 43      187838       89634       98204
36    NY 44      188616       90092       98524
36    NY 45      176278       83775       92503
36    NY 46      177486       84213       93273
36    NY 47      179454       85404       94050
36    NY 48      165885       79253       86632
36    NY 49      176519       84122       92397
36    NY 50      179853       84279       95574
36    NY 51      184442       86680       97762
36    NY 52      189100       90102       98998
36    NY 53      192374       91576      100798
36    NY 54      199810       93905      105905
36    NY 55      192390       89485      102905
36    NY 56      190225       88339      101886
36    NY 57      197213       91832      105381
36    NY 58      186576       86549      100027
36    NY 59      186722       86484      100238
36    NY 60      187288       86018      101270
36    NY 61      182962       84401       98561
36    NY 62      168351       76975       91376
36    NY 63      160842       73319       87523
36    NY 64      164513       73869       90644
36    NY 65      158088       70056       88032
36    NY 66      145861       64514       81347
36    NY 67      144742       62538       82204
36    NY 68      137767       58791       78976
36    NY 69      136804       57251       79553
36    NY 70      128254       53281       74973
36    NY 71      121890       49986       71904
36    NY 72      115129       46549       68580
36    NY 73      108787       43112       65675
36    NY 74      105826       41205       64621
36    NY 75       98977       37961       61016
36    NY 76       90012       34058       55954
36    NY 77       84818       31405       53413
36    NY 78       77443       27949       49494
36    NY 79       73139       25709       47430
36    NY 80       65557       22390       43167
36    NY 81       57956       19510       38446
36    NY 82       51372       17141       34231
36    NY 83       47948       15701       32247
36    NY 84       43344       13789       29555
36    NY 85      208457       60221      148236
37    NC  0       84630       43157       41473
37    NC  1       81628       41598       40030
37    NC  2       82508       42261       40247
37    NC  3       82586       42066       40520
37    NC  4       82806       42170       40636
37    NC  5       82242       42140       40102
37    NC  6       79152       40496       38656
37    NC  7       84415       43378       41037
37    NC  8       81602       41725       39877
37    NC  9       88100       44888       43212
37    NC 10       94951       48514       46437
37    NC 11      101378       51891       49487
37    NC 12       98296       50305       47991
37    NC 13       96672       49100       47572
37    NC 14       95239       48758       46481
37    NC 15       96822       49385       47437
37    NC 16       98287       50015       48272
37    NC 17      104597       53305       51292
37    NC 18      109676       56465       53211
37    NC 19      117435       61171       56264
37    NC 20      122315       64250       58065
37    NC 21      125385       65748       59637
37    NC 22      122129       62996       59133
37    NC 23      120205       60746       59459
37    NC 24      117405       59161       58244
37    NC 25      114544       57420       57124
37    NC 26      108504       54059       54445
37    NC 27      106742       52980       53762
37    NC 28       99408       49243       50165
37    NC 29      103461       51475       51986
37    NC 30      100086       49668       50418
37    NC 31       94851       46630       48221
37    NC 32       93653       46066       47587
37    NC 33       94208       46150       48058
37    NC 34       97201       47915       49286
37    NC 35      103103       50923       52180
37    NC 36       75313       36704       38609
37    NC 37       76522       37376       39146
37    NC 38       74259       35976       38283
37    NC 39       82239       40285       41954
37    NC 40       72832       35550       37282
37    NC 41       66567       32325       34242
37    NC 42       64311       31059       33252
37    NC 43       63636       30814       32822
37    NC 44       64095       31026       33069
37    NC 45       60618       29301       31317
37    NC 46       62174       29969       32205
37    NC 47       63079       30217       32862
37    NC 48       56928       27395       29533
37    NC 49       59812       28668       31144
37    NC 50       59781       28370       31411
37    NC 51       57798       27314       30484
37    NC 52       58940       27939       31001
37    NC 53       60995       29112       31883
37    NC 54       62830       29826       33004
37    NC 55       59933       28113       31820
37    NC 56       58241       27181       31060
37    NC 57       61187       28479       32708
37    NC 58       58142       26786       31356
37    NC 59       57634       26417       31217
37    NC 60       58862       26839       32023
37    NC 61       56206       25798       30408
37    NC 62       52812       23981       28831
37    NC 63       50901       23088       27813
37    NC 64       50575       22771       27804
37    NC 65       49730       22017       27713
37    NC 66       45790       20079       25711
37    NC 67       46880       20196       26684
37    NC 68       44260       18925       25335
37    NC 69       43257       18195       25062
37    NC 70       40884       16954       23930
37    NC 71       38617       15750       22867
37    NC 72       35247       14075       21172
37    NC 73       32403       12714       19689
37    NC 74       31357       12209       19148
37    NC 75       28303       10930       17373
37    NC 76       26010        9602       16408
37    NC 77       23550        8671       14879
37    NC 78       21460        7562       13898
37    NC 79       19886        7038       12848
37    NC 80       17275        5933       11342
37    NC 81       14874        4870       10004
37    NC 82       13086        4180        8906
37    NC 83       11775        3782        7993
37    NC 84       10765        3402        7363
37    NC 85       50288       14355       35933
38    ND  0       12624        6472        6152
38    ND  1       11759        5994        5765
38    ND  2       11563        5969        5594
38    ND  3       11373        5831        5542
38    ND  4       11113        5778        5335
38    ND  5       10666        5431        5235
38    ND  6       10024        5119        4905
38    ND  7       10009        5167        4842
38    ND  8        9210        4703        4507
38    ND  9        9629        4952        4677
38    ND 10        9947        5138        4809
38    ND 11       10273        5290        4983
38    ND 12       10284        5289        4995
38    ND 13       10062        5208        4854
38    ND 14        9807        5062        4745
38    ND 15       10320        5224        5096
38    ND 16       10695        5541        5154
38    ND 17       11356        5746        5610
38    ND 18       12076        6270        5806
38    ND 19       13542        7144        6398
38    ND 20       13886        7264        6622
38    ND 21       14440        7510        6930
38    ND 22       14250        7336        6914
38    ND 23       13966        7210        6756
38    ND 24       13875        7195        6680
38    ND 25       13488        6983        6505
38    ND 26       12897        6701        6196
38    ND 27       12521        6549        5972
38    ND 28       11671        6193        5478
38    ND 29       11884        6156        5728
38    ND 30       11311        5952        5359
38    ND 31       10498        5472        5026
38    ND 32        9881        5158        4723
38    ND 33        9541        4924        4617
38    ND 34        9440        4786        4654
38    ND 35        9605        4921        4684
38    ND 36        6980        3562        3418
38    ND 37        7148        3656        3492
38    ND 38        6988        3627        3361
38    ND 39        7460        3832        3628
38    ND 40        6579        3343        3236
38    ND 41        6106        3024        3082
38    ND 42        5888        3001        2887
38    ND 43        5913        2997        2916
38    ND 44        5878        2941        2937
38    ND 45        5847        2922        2925
38    ND 46        5825        2836        2989
38    ND 47        5931        2995        2936
38    ND 48        5486        2688        2798
38    ND 49        5647        2786        2861
38    ND 50        5841        2885        2956
38    ND 51        5771        2812        2959
38    ND 52        5964        2993        2971
38    ND 53        6203        3119        3084
38    ND 54        6341        3250        3091
38    ND 55        6109        3014        3095
38    ND 56        5958        2931        3027
38    ND 57        6084        2948        3136
38    ND 58        5779        2876        2903
38    ND 59        5817        2871        2946
38    ND 60        5963        2937        3026
38    ND 61        5768        2842        2926
38    ND 62        5385        2621        2764
38    ND 63        5382        2662        2720
38    ND 64        5742        2786        2956
38    ND 65        5490        2663        2827
38    ND 66        5418        2572        2846
38    ND 67        4978        2402        2576
38    ND 68        5043        2356        2687
38    ND 69        4989        2296        2693
38    ND 70        4819        2182        2637
38    ND 71        4742        2208        2534
38    ND 72        4573        2117        2456
38    ND 73        4152        1862        2290
38    ND 74        3991        1767        2224
38    ND 75        3819        1655        2164
38    ND 76        3571        1546        2025
38    ND 77        3232        1343        1889
38    ND 78        3076        1336        1740
38    ND 79        2693        1145        1548
38    ND 80        2516        1021        1495
38    ND 81        2241         913        1328
38    ND 82        2042         817        1225
38    ND 83        1856         744        1112
38    ND 84        1699         666        1033
38    ND 85        8760        3030        5730
39    OH  0      165253       84647       80606
39    OH  1      160217       82056       78161
39    OH  2      160481       81973       78508
39    OH  3      159307       81642       77665
39    OH  4      155928       79674       76254
39    OH  5      154350       79284       75066
39    OH  6      148407       76023       72384
39    OH  7      154288       79064       75224
39    OH  8      145610       74750       70860
39    OH  9      155643       79547       76096
39    OH 10      169308       86676       82632
39    OH 11      182258       93445       88813
39    OH 12      175894       90192       85702
39    OH 13      172998       88553       84445
39    OH 14      169473       86734       82739
39    OH 15      174414       88940       85474
39    OH 16      178721       91706       87015
39    OH 17      187976       95705       92271
39    OH 18      190231       95237       94994
39    OH 19      197257       97013      100244
39    OH 20      198090       97079      101011
39    OH 21      196826       96256      100570
39    OH 22      192342       94449       97893
39    OH 23      195291       96224       99067
39    OH 24      200474       99229      101245
39    OH 25      199470       98574      100896
39    OH 26      189451       93527       95924
39    OH 27      187587       92779       94808
39    OH 28      174400       86106       88294
39    OH 29      182537       89962       92575
39    OH 30      177675       87193       90482
39    OH 31      168939       82960       85979
39    OH 32      164578       80434       84144
39    OH 33      164241       80487       83754
39    OH 34      168534       82944       85590
39    OH 35      179040       87527       91513
39    OH 36      123979       60277       63702
39    OH 37      123227       59800       63427
39    OH 38      122463       59516       62947
39    OH 39      141770       68966       72804
39    OH 40      127855       61658       66197
39    OH 41      114936       55716       59220
39    OH 42      110465       53218       57247
39    OH 43      111469       54013       57456
39    OH 44      112986       54795       58191
39    OH 45      106068       51423       54645
39    OH 46      106264       51347       54917
39    OH 47      107952       52132       55820
39    OH 48       97425       47372       50053
39    OH 49      102503       49633       52870
39    OH 50      106460       51073       55387
39    OH 51      108075       52097       55978
39    OH 52      109179       52809       56370
39    OH 53      112256       54488       57768
39    OH 54      117518       56481       61037
39    OH 55      114103       54081       60022
39    OH 56      112961       53483       59478
39    OH 57      117068       55332       61736
39    OH 58      112586       52794       59792
39    OH 59      109977       51376       58601
39    OH 60      112865       52925       59940
39    OH 61      106805       50418       56387
39    OH 62       96264       44845       51419
39    OH 63       94597       43949       50648
39    OH 64       95729       44013       51716
39    OH 65       91389       41263       50126
39    OH 66       87009       38858       48151
39    OH 67       83507       37102       46405
39    OH 68       79679       34732       44947
39    OH 69       75965       32599       43366
39    OH 70       71245       30228       41017
39    OH 71       66799       27785       39014
39    OH 72       63699       26191       37508
39    OH 73       58948       23842       35106
39    OH 74       56899       22532       34367
39    OH 75       53065       20653       32412
39    OH 76       49783       18940       30843
39    OH 77       45965       17066       28899
39    OH 78       42266       15186       27080
39    OH 79       38127       13632       24495
39    OH 80       34356       11917       22439
39    OH 81       30829       10422       20407
39    OH 82       27877        9290       18587
39    OH 83       26004        8463       17541
39    OH 84       23472        7465       16007
39    OH 85      116911       33528       83383
40    OK  0       56681       28756       27925
40    OK  1       52056       26621       25435
