RESIDENT POPULATION OF STATES (by single year to 85+ and sex):
July 1, 1982 estimates
Source: Population Distribution Branch and Population Estimates Branch
         U.S. Bureau of the Census
Release date:  June 4, 1996 

The July 1982 intercensal estimates in this file are consistent
with and described in Current Population Reports, Series P25-1106.

--------------------------------------------------------------------------------
File Layout

Field
Location         Length        Field

1-2              2             FIPS Code state
3-6              4             Blank
7-8              2             State postal abbreviation
9-10             3             Blank
11-12            2             Age  (85 = 85+)
13-24            12            4/1/80 census both sexes population
25-36            12            4/1/80 census male population
37-48            12            4/1/80 census female population
------------------------------------------------------------------------


FIPS             7/1/82      7/1/82      7/1/82
Code    Age  Both sexes        Male      Female

15    HI  4       15228        7757        7471
15    HI  5       15059        7802        7257
15    HI  6       14145        7154        6991
15    HI  7       14216        7324        6892
15    HI  8       13410        6923        6487
15    HI  9       13976        7216        6760
15    HI 10       14801        7670        7131
15    HI 11       15684        8073        7611
15    HI 12       15480        7998        7482
15    HI 13       14739        7581        7158
15    HI 14       14377        7314        7063
15    HI 15       14834        7651        7183
15    HI 16       15331        7865        7466
15    HI 17       16179        8172        8007
15    HI 18       17328        9055        8273
15    HI 19       19577       10591        8986
15    HI 20       18834       11105        7729
15    HI 21       19100       11394        7706
15    HI 22       20018       11300        8718
15    HI 23       20500       11070        9430
15    HI 24       20620       10809        9811
15    HI 25       20498       10742        9756
15    HI 26       20043       10289        9754
15    HI 27       20011       10255        9756
15    HI 28       19371        9895        9476
15    HI 29       20582       10397       10185
15    HI 30       19053        9616        9437
15    HI 31       18114        9163        8951
15    HI 32       17764        9084        8680
15    HI 33       17587        8883        8704
15    HI 34       17618        8937        8681
15    HI 35       17919        9158        8761
15    HI 36       13621        6872        6749
15    HI 37       14285        7184        7101
15    HI 38       13434        6775        6659
15    HI 39       13664        6983        6681
15    HI 40       11699        5987        5712
15    HI 41       10608        5386        5222
15    HI 42       10074        5022        5052
15    HI 43        9873        4890        4983
15    HI 44        9568        4685        4883
15    HI 45        8693        4258        4435
15    HI 46        8660        4212        4448
15    HI 47        8929        4223        4706
15    HI 48        8272        4084        4188
15    HI 49        8950        4269        4681
15    HI 50        9305        4413        4892
15    HI 51        9223        4424        4799
15    HI 52        9526        4604        4922
15    HI 53        9812        4668        5144
15    HI 54       10181        4855        5326
15    HI 55        9752        4738        5014
15    HI 56        9625        4608        5017
15    HI 57       10308        4971        5337
15    HI 58        9508        4745        4763
15    HI 59        9467        4626        4841
15    HI 60        9288        4570        4718
15    HI 61        8750        4392        4358
15    HI 62        8197        3972        4225
15    HI 63        7748        3789        3959
15    HI 64        7745        3828        3917
15    HI 65        7327        3573        3754
15    HI 66        6658        3299        3359
15    HI 67        6558        3317        3241
15    HI 68        5872        3004        2868
15    HI 69        5714        2942        2772
15    HI 70        5324        2740        2584
15    HI 71        5058        2801        2257
15    HI 72        4596        2480        2116
15    HI 73        4086        2266        1820
15    HI 74        3865        2103        1762
15    HI 75        3668        1905        1763
15    HI 76        3369        1701        1668
15    HI 77        3030        1493        1537
15    HI 78        2707        1355        1352
15    HI 79        2396        1213        1183
15    HI 80        2293        1085        1208
15    HI 81        1985         896        1089
15    HI 82        1635         732         903
15    HI 83        1465         638         827
15    HI 84        1313         497         816
15    HI 85        6414        2202        4212
16    ID  0       19732       10130        9602
16    ID  1       19297        9771        9526
16    ID  2       19701       10224        9477
16    ID  3       19767       10117        9650
16    ID  4       19049        9851        9198
16    ID  5       18801        9619        9182
16    ID  6       17389        8863        8526
16    ID  7       17442        9022        8420
16    ID  8       16023        8185        7838
16    ID  9       16239        8370        7869
16    ID 10       16653        8527        8126
16    ID 11       17441        8861        8580
16    ID 12       16551        8510        8041
16    ID 13       16134        8242        7892
16    ID 14       15743        8104        7639
16    ID 15       15889        8058        7831
16    ID 16       15858        8057        7801
16    ID 17       16187        8342        7845
16    ID 18       16590        8272        8318
16    ID 19       17551        8409        9142
16    ID 20       17910        8896        9014
16    ID 21       17638        9003        8635
16    ID 22       16711        8452        8259
16    ID 23       16558        8449        8109
16    ID 24       16836        8542        8294
16    ID 25       17010        8636        8374
16    ID 26       16538        8422        8116
16    ID 27       16461        8267        8194
16    ID 28       15851        7998        7853
16    ID 29       17023        8643        8380
16    ID 30       16638        8439        8199
16    ID 31       15695        7882        7813
16    ID 32       15308        7766        7542
16    ID 33       15142        7705        7437
16    ID 34       15205        7656        7549
16    ID 35       15896        8058        7838
16    ID 36       11513        5779        5734
16    ID 37       11824        5906        5918
16    ID 38       11743        5911        5832
16    ID 39       12751        6487        6264
16    ID 40       11207        5674        5533
16    ID 41       10291        5271        5020
16    ID 42        9895        4978        4917
16    ID 43        9727        5030        4697
16    ID 44        9471        4743        4728
16    ID 45        8999        4522        4477
16    ID 46        8720        4381        4339
16    ID 47        8691        4353        4338
16    ID 48        7865        3996        3869
16    ID 49        7945        3907        4038
16    ID 50        8285        4118        4167
16    ID 51        8114        4056        4058
16    ID 52        8165        4061        4104
16    ID 53        8098        4046        4052
16    ID 54        8423        4177        4246
16    ID 55        8088        3921        4167
16    ID 56        7843        3805        4038
16    ID 57        8360        4008        4352
16    ID 58        7983        3856        4127
16    ID 59        8108        3911        4197
16    ID 60        8470        4075        4395
16    ID 61        8350        4012        4338
16    ID 62        7675        3768        3907
16    ID 63        7725        3729        3996
16    ID 64        7951        3852        4099
16    ID 65        7536        3648        3888
16    ID 66        7241        3420        3821
16    ID 67        6766        3262        3504
16    ID 68        6695        3271        3424
16    ID 69        6426        3083        3343
16    ID 70        6227        2971        3256
16    ID 71        5915        2743        3172
16    ID 72        5454        2537        2917
16    ID 73        5196        2402        2794
16    ID 74        4820        2281        2539
16    ID 75        4335        1963        2372
16    ID 76        4059        1789        2270
16    ID 77        3560        1538        2022
16    ID 78        3454        1474        1980
16    ID 79        2987        1217        1770
16    ID 80        2796        1109        1687
16    ID 81        2494         965        1529
16    ID 82        2193         866        1327
16    ID 83        2008         766        1242
16    ID 84        1766         622        1144
16    ID 85        9064        2989        6075
17    IL  0      182082       92889       89193
17    IL  1      177843       90741       87102
17    IL  2      176471       90234       86237
17    IL  3      170048       86822       83226
17    IL  4      166330       85229       81101
17    IL  5      165366       84692       80674
17    IL  6      158641       81095       77546
17    IL  7      162543       83191       79352
17    IL  8      152019       77825       74194
17    IL  9      162150       82838       79312
17    IL 10      175238       89696       85542
17    IL 11      188077       96126       91951
17    IL 12      182421       93112       89309
17    IL 13      179079       91427       87652
17    IL 14      177479       90748       86731
17    IL 15      183855       93673       90182
17    IL 16      189443       96863       92580
17    IL 17      197929      101487       96442
17    IL 18      201616      103493       98123
17    IL 19      213806      108762      105044
17    IL 20      214122      107078      107044
17    IL 21      211802      105665      106137
17    IL 22      206751      102976      103775
17    IL 23      208218      103528      104690
17    IL 24      214462      106956      107506
17    IL 25      214809      107141      107668
17    IL 26      207430      103065      104365
17    IL 27      205630      102311      103319
17    IL 28      191457       95176       96281
17    IL 29      201405       99871      101534
17    IL 30      194356       96180       98176
17    IL 31      185994       91635       94359
17    IL 32      178235       88007       90228
17    IL 33      174069       85138       88931
17    IL 34      177784       87843       89941
17    IL 35      187488       92139       95349
17    IL 36      135051       66031       69020
17    IL 37      136945       66728       70217
17    IL 38      135819       66321       69498
17    IL 39      154206       75790       78416
17    IL 40      136822       66875       69947
17    IL 41      123137       59995       63142
17    IL 42      117727       57706       60021
17    IL 43      118756       58053       60703
17    IL 44      118915       58019       60896
17    IL 45      111030       54216       56814
17    IL 46      111146       54112       57034
17    IL 47      111736       54431       57305
17    IL 48      101622       49425       52197
17    IL 49      106425       52040       54385
17    IL 50      108630       52144       56486
17    IL 51      111189       53876       57313
17    IL 52      113282       55192       58090
17    IL 53      115095       55958       59137
17    IL 54      119199       57782       61417
17    IL 55      115418       55289       60129
17    IL 56      114559       54622       59937
17    IL 57      119063       56909       62154
17    IL 58      113433       53540       59893
17    IL 59      111980       52681       59299
17    IL 60      113897       53331       60566
17    IL 61      108382       50794       57588
17    IL 62       99670       46506       53164
17    IL 63       97879       45319       52560
17    IL 64       98875       45601       53274
17    IL 65       96655       43513       53142
17    IL 66       90210       39955       50255
17    IL 67       89062       39343       49719
17    IL 68       84468       36656       47812
17    IL 69       81263       34536       46727
17    IL 70       75914       32049       43865
17    IL 71       72559       30002       42557
17    IL 72       68944       28245       40699
17    IL 73       63305       25338       37967
17    IL 74       60755       23874       36881
17    IL 75       57146       22404       34742
17    IL 76       52976       20046       32930
17    IL 77       49328       18412       30916
17    IL 78       45393       16419       28974
17    IL 79       41445       14698       26747
17    IL 80       37969       13188       24781
17    IL 81       33861       11428       22433
17    IL 82       29888        9836       20052
17    IL 83       27831        8967       18864
17    IL 84       25614        8028       17586
17    IL 85      122492       34522       87970
18    IN  0       84087       43208       40879
18    IN  1       82555       42307       40248
18    IN  2       84684       43460       41224
18    IN  3       84104       43079       41025
18    IN  4       83040       42514       40526
18    IN  5       82731       42158       40573
18    IN  6       79372       40853       38519
18    IN  7       82496       42320       40176
18    IN  8       78049       40156       37893
18    IN  9       82789       42497       40292
18    IN 10       88689       45401       43288
18    IN 11       94253       48369       45884
18    IN 12       90405       46460       43945
18    IN 13       87867       44809       43058
18    IN 14       86664       44164       42500
18    IN 15       89684       45709       43975
18    IN 16       91687       46803       44884
18    IN 17       97196       49387       47809
18    IN 18      100071       50161       49910
18    IN 19      103811       51315       52496
18    IN 20      105483       52228       53255
18    IN 21      106363       52585       53778
18    IN 22      102384       50711       51673
18    IN 23      102477       50731       51746
18    IN 24      102411       51048       51363
18    IN 25      100501       50094       50407
18    IN 26       95030       47312       47718
18    IN 27       94571       46891       47680
18    IN 28       88743       43774       44969
18    IN 29       92370       45865       46505
18    IN 30       89729       44379       45350
18    IN 31       84262       41417       42845
18    IN 32       82561       40519       42042
18    IN 33       82506       40392       42114
18    IN 34       83940       41636       42304
18    IN 35       89427       44166       45261
18    IN 36       63239       31035       32204
18    IN 37       65239       32105       33134
18    IN 38       63960       31423       32537
18    IN 39       72571       35676       36895
18    IN 40       64915       31886       33029
18    IN 41       58967       28968       29999
18    IN 42       56364       27596       28768
18    IN 43       56851       27806       29045
18    IN 44       56719       27913       28806
18    IN 45       52600       25891       26709
18    IN 46       52900       25709       27191
18    IN 47       53334       26009       27325
18    IN 48       48587       23754       24833
18    IN 49       50947       24743       26204
18    IN 50       52827       25374       27453
18    IN 51       52828       25694       27134
18    IN 52       53363       26067       27296
18    IN 53       54741       26750       27991
18    IN 54       56598       27256       29342
18    IN 55       54608       26097       28511
18    IN 56       53618       25526       28092
18    IN 57       56187       26585       29602
18    IN 58       53754       25434       28320
18    IN 59       52355       24414       27941
18    IN 60       53890       25043       28847
18    IN 61       50926       23914       27012
18    IN 62       45796       21294       24502
18    IN 63       45152       20955       24197
18    IN 64       45734       20991       24743
18    IN 65       44370       20273       24097
18    IN 66       41963       18935       23028
18    IN 67       40608       17983       22625
18    IN 68       39053       17003       22050
18    IN 69       38001       16580       21421
18    IN 70       35205       15103       20102
18    IN 71       33734       14183       19551
18    IN 72       31807       13275       18532
18    IN 73       29645       12138       17507
18    IN 74       28914       11632       17282
18    IN 75       26416       10454       15962
18    IN 76       25116        9757       15359
18    IN 77       23109        8692       14417
18    IN 78       21992        7992       14000
18    IN 79       19293        6882       12411
18    IN 80       17921        6269       11652
18    IN 81       16123        5345       10778
18    IN 82       14418        4701        9717
18    IN 83       13368        4354        9014
18    IN 84       11993        3788        8205
18    IN 85       58316       16562       41754
19    IA  0       45282       23174       22108
19    IA  1       44745       22998       21747
19    IA  2       45812       23321       22491
19    IA  3       45081       22976       22105
19    IA  4       44313       22622       21691
19    IA  5       43343       22300       21043
19    IA  6       40789       20796       19993
19    IA  7       41395       21292       20103
19    IA  8       37952       19425       18527
19    IA  9       39413       20057       19356
19    IA 10       42635       21932       20703
19    IA 11       46067       23686       22381
19    IA 12       45309       23175       22134
19    IA 13       44628       22846       21782
19    IA 14       44136       22673       21463
19    IA 15       45582       23456       22126
19    IA 16       47142       24101       23041
19    IA 17       49708       25195       24513
19    IA 18       51368       25667       25701
19    IA 19       54295       26993       27302
19    IA 20       55783       27616       28167
19    IA 21       56194       27940       28254
19    IA 22       54053       27011       27042
19    IA 23       52822       26449       26373
19    IA 24       52536       26524       26012
19    IA 25       51710       26392       25318
19    IA 26       49154       24840       24314
19    IA 27       48572       24473       24099
19    IA 28       45442       22876       22566
19    IA 29       47448       23850       23598
19    IA 30       46604       23711       22893
19    IA 31       43974       22101       21873
19    IA 32       41905       21004       20901
19    IA 33       40981       20376       20605
19    IA 34       41612       20743       20869
19    IA 35       43732       21855       21877
19    IA 36       30718       15213       15505
19    IA 37       31346       15545       15801
19    IA 38       31075       15500       15575
19    IA 39       34655       17159       17496
19    IA 40       31171       15398       15773
19    IA 41       28818       14315       14503
19    IA 42       27735       13615       14120
19    IA 43       28125       13929       14196
19    IA 44       27985       13757       14228
19    IA 45       26885       13071       13814
19    IA 46       27046       13254       13792
19    IA 47       27212       13262       13950
19    IA 48       24707       11991       12716
19    IA 49       25982       12676       13306
19    IA 50       26970       12885       14085
19    IA 51       26858       13145       13713
19    IA 52       27171       13367       13804
19    IA 53       27998       13885       14113
19    IA 54       29330       14399       14931
19    IA 55       28576       13691       14885
19    IA 56       28252       13652       14600
19    IA 57       29125       13934       15191
19    IA 58       27689       13152       14537
19    IA 59       27657       13005       14652
19    IA 60       28912       13513       15399
19    IA 61       27895       13191       14704
19    IA 62       25580       12056       13524
19    IA 63       25880       12200       13680
19    IA 64       26501       12332       14169
19    IA 65       25683       11755       13928
19    IA 66       24628       11202       13426
19    IA 67       23429       10599       12830
19    IA 68       22904       10263       12641
19    IA 69       22749        9927       12822
19    IA 70       21555        9467       12088
19    IA 71       21107        9162       11945
19    IA 72       20147        8635       11512
19    IA 73       18675        7809       10866
19    IA 74       18130        7406       10724
19    IA 75       17287        6927       10360
19    IA 76       16660        6493       10167
19    IA 77       15553        5923        9630
19    IA 78       14870        5502        9368
19    IA 79       13349        4946        8403
19    IA 80       12593        4493        8100
19    IA 81       11661        4068        7593
19    IA 82       10512        3577        6935
19    IA 83        9922        3270        6652
19    IA 84        9101        2931        6170
19    IA 85       48304       13884       34420
20    KS  0       41038       21162       19876
20    KS  1       39420       20307       19113
20    KS  2       38426       19681       18745
20    KS  3       37256       19122       18134
20    KS  4       36194       18563       17631
20    KS  5       35713       18339       17374
20    KS  6       33791       17243       16548
20    KS  7       34268       17620       16648
20    KS  8       31390       16274       15116
20    KS  9       32746       16790       15956
20    KS 10       34241       17599       16642
20    KS 11       36824       18878       17946
20    KS 12       35853       18378       17475
20    KS 13       34987       17804       17183
20    KS 14       33842       17401       16441
20    KS 15       34598       17771       16827
20    KS 16       35980       18291       17689
20    KS 17       38305       19476       18829
20    KS 18       40982       21021       19961
20    KS 19       44657       23083       21574
20    KS 20       46469       24177       22292
20    KS 21       47940       24778       23162
20    KS 22       47416       24308       23108
20    KS 23       46702       23949       22753
20    KS 24       46699       24082       22617
20    KS 25       46422       23714       22708
20    KS 26       44279       22442       21837
20    KS 27       43552       22111       21441
20    KS 28       40448       20505       19943
20    KS 29       41320       21187       20133
20    KS 30       39505       20094       19411
20    KS 31       37466       18914       18552
20    KS 32       35532       17872       17660
20    KS 33       35227       17667       17560
20    KS 34       35844       18107       17737
20    KS 35       37874       19101       18773
20    KS 36       26878       13403       13475
20    KS 37       27744       13818       13926
20    KS 38       27387       13648       13739
20    KS 39       29648       14686       14962
20    KS 40       26432       13064       13368
20    KS 41       24026       11851       12175
20    KS 42       23106       11402       11704
20    KS 43       23346       11615       11731
20    KS 44       23184       11535       11649
20    KS 45       21792       10719       11073
20    KS 46       22082       10738       11344
20    KS 47       22646       11148       11498
20    KS 48       20820       10191       10629
20    KS 49       21833       10678       11155
20    KS 50       22895       11117       11778
20    KS 51       22614       11087       11527
20    KS 52       22681       11091       11590
20    KS 53       23145       11422       11723
20    KS 54       24069       11742       12327
20    KS 55       23288       11411       11877
20    KS 56       23264       11311       11953
20    KS 57       24025       11547       12478
20    KS 58       23259       10960       12299
20    KS 59       23002       10830       12172
20    KS 60       23805       11204       12601
20    KS 61       23089       10889       12200
20    KS 62       21097        9990       11107
20    KS 63       20859        9684       11175
20    KS 64       21062        9768       11294
20    KS 65       20079        9027       11052
20    KS 66       19660        8953       10707
20    KS 67       18581        8302       10279
20    KS 68       18014        7970       10044
20    KS 69       18229        7978       10251
20    KS 70       17526        7588        9938
20    KS 71       17027        7328        9699
20    KS 72       16254        6923        9331
20    KS 73       15321        6326        8995
20    KS 74       14803        6017        8786
20    KS 75       14082        5551        8531
20    KS 76       13548        5244        8304
20    KS 77       12439        4654        7785
20    KS 78       11882        4441        7441
20    KS 79       10508        3849        6659
20    KS 80        9956        3614        6342
20    KS 81        8973        3165        5808
20    KS 82        8141        2789        5352
20    KS 83        7588        2520        5068
20    KS 84        6886        2280        4606
20    KS 85       35430       10339       25091
21    KY  0       56595       28953       27642
21    KY  1       56151       28905       27246
21    KY  2       57353       29406       27947
21    KY  3       57317       29354       27963
21    KY  4       56727       28947       27780
21    KY  5       56842       29087       27755
21    KY  6       54093       27689       26404
21    KY  7       55699       28621       27078
21    KY  8       52725       27115       25610
21    KY  9       56151       28743       27408
21    KY 10       60346       31069       29277
21    KY 11       63169       32331       30838
21    KY 12       60381       30909       29472
21    KY 13       59115       30386       28729
21    KY 14       58455       30013       28442
21    KY 15       60235       30822       29413
21    KY 16       61976       31793       30183
21    KY 17       66148       34857       31291
21    KY 18       67815       35268       32547
21    KY 19       72242       37192       35050
21    KY 20       72464       36927       35537
21    KY 21       71234       35776       35458
21    KY 22       68650       34443       34207
21    KY 23       67832       33908       33924
21    KY 24       68115       34021       34094
21    KY 25       67408       33670       33738
21    KY 26       64341       31823       32518
21    KY 27       63876       31668       32208
21    KY 28       59579       29441       30138
21    KY 29       62053       30787       31266
21    KY 30       60706       30012       30694
21    KY 31       57541       28425       29116
21    KY 32       56222       27781       28441
21    KY 33       56188       27568       28620
21    KY 34       56903       28148       28755
21    KY 35       60096       29736       30360
21    KY 36       43020       21093       21927
21    KY 37       43853       21594       22259
21    KY 38       42473       20757       21716
21    KY 39       47324       23257       24067
21    KY 40       42691       20902       21789
21    KY 41       39507       19205       20302
21    KY 42       38258       18668       19590
21    KY 43       38364       18698       19666
21    KY 44       38043       18757       19286
21    KY 45       34890       17140       17750
21    KY 46       35280       17194       18086
21    KY 47       35823       17394       18429
21    KY 48       33001       16047       16954
21    KY 49       34282       16605       17677
21    KY 50       34676       16537       18139
21    KY 51       34224       16390       17834
21    KY 52       34899       16893       18006
21    KY 53       35351       17058       18293
21    KY 54       36702       17686       19016
21    KY 55       35093       16712       18381
21    KY 56       34276       16315       17961
21    KY 57       36121       17067       19054
21    KY 58       34660       16246       18414
21    KY 59       34492       16023       18469
21    KY 60       35607       16451       19156
21    KY 61       33713       15782       17931
21    KY 62       30371       14095       16276
21    KY 63       30440       14143       16297
21    KY 64       30368       13897       16471
21    KY 65       28918       13086       15832
21    KY 66       28330       12506       15824
21    KY 67       27490       12190       15300
21    KY 68       26806       11675       15131
21    KY 69       27135       11817       15318
21    KY 70       24772       10682       14090
21    KY 71       24484       10304       14180
21    KY 72       23306        9861       13445
21    KY 73       20996        8767       12229
21    KY 74       20614        8368       12246
21    KY 75       18883        7569       11314
21    KY 76       17619        6945       10674
21    KY 77       16651        6337       10314
21    KY 78       15097        5771        9326
21    KY 79       14115        5343        8772
21    KY 80       12411        4639        7772
21    KY 81       10901        3947        6954
21    KY 82        9667        3442        6225
21    KY 83        8845        3123        5722
21    KY 84        8077        2735        5342
21    KY 85       37775       11811       25964
22    LA  0       82599       41989       40610
22    LA  1       79132       40405       38727
22    LA  2       77577       39400       38177
22    LA  3       74520       37804       36716
22    LA  4       72567       36755       35812
22    LA  5       71989       36667       35322
22    LA  6       67969       34562       33407
22    LA  7       68759       35100       33659
22    LA  8       64887       33054       31833
22    LA  9       68333       34681       33652
22    LA 10       72522       36707       35815
22    LA 11       75862       38988       36874
22    LA 12       74747       37843       36904
22    LA 13       74070       37585       36485
22    LA 14       73763       37589       36174
22    LA 15       76231       38722       37509
22    LA 16       78055       39541       38514
22    LA 17       83436       42052       41384
22    LA 18       84489       42017       42472
22    LA 19       88327       43756       44571
22    LA 20       89058       44149       44909
22    LA 21       88692       44382       44310
22    LA 22       86447       43344       43103
22    LA 23       85022       42539       42483
22    LA 24       84739       42371       42368
22    LA 25       83759       41460       42299
22    LA 26       80352       39926       40426
22    LA 27       80439       40081       40358
22    LA 28       73908       36416       37492
22    LA 29       75912       37512       38400
22    LA 30       72794       36037       36757
22    LA 31       69123       34111       35012
22    LA 32       66712       32966       33746
22    LA 33       64901       31870       33031
22    LA 34       65323       31881       33442
22    LA 35       68780       33587       35193
22    LA 36       49596       24232       25364
22    LA 37       51073       24873       26200
22    LA 38       49244       23848       25396
22    LA 39       54183       26381       27802
22    LA 40       48623       23639       24984
22    LA 41       44822       21675       23147
22    LA 42       43491       21169       22322
22    LA 43       42896       20692       22204
22    LA 44       42976       20795       22181
22    LA 45       39738       19225       20513
22    LA 46       39556       18909       20647
22    LA 47       40357       19405       20952
22    LA 48       36319       17318       19001
22    LA 49       39022       18577       20445
22    LA 50       39758       18848       20910
22    LA 51       39020       18564       20456
22    LA 52       39650       18972       20678
22    LA 53       40183       19040       21143
22    LA 54       42035       19949       22086
22    LA 55       40403       18880       21523
22    LA 56       39359       18453       20906
22    LA 57       39957       18669       21288
22    LA 58       37546       17279       20267
22    LA 59       37775       17403       20372
22    LA 60       38374       17664       20710
22    LA 61       36266       16858       19408
22    LA 62       34526       15747       18779
22    LA 63       33165       15293       17872
22    LA 64       32851       14854       17997
22    LA 65       30299       13462       16837
22    LA 66       28293       12689       15604
22    LA 67       28856       12556       16300
22    LA 68       26840       11759       15081
22    LA 69       27186       11605       15581
22    LA 70       25519       10946       14573
22    LA 71       24115       10301       13814
22    LA 72       23056        9595       13461
22    LA 73       21021        8585       12436
22    LA 74       20430        8255       12175
22    LA 75       19247        7615       11632
22    LA 76       16946        6536       10410
22    LA 77       16194        6069       10125
22    LA 78       14182        5213        8969
22    LA 79       13461        4962        8499
22    LA 80       11521        4131        7390
22    LA 81        9919        3446        6473
22    LA 82        8722        3043        5679
22    LA 83        8084        2679        5405
22    LA 84        6952        2238        4714
22    LA 85       33208        9865       23343
23    ME  0       16679        8572        8107
23    ME  1       16008        8182        7826
23    ME  2       16136        8282        7854
23    ME  3       16105        8274        7831
23    ME  4       16020        8121        7899
23    ME  5       15880        8193        7687
23    ME  6       15261        7823        7438
23    ME  7       15767        8096        7671
23    ME  8       15437        7900        7537
23    ME  9       16505        8520        7985
23    ME 10       17948        9173        8775
23    ME 11       19043        9885        9158
23    ME 12       18585        9471        9114
23    ME 13       18266        9313        8953
23    ME 14       18446        9478        8968
23    ME 15       19202        9746        9456
23    ME 16       19599       10119        9480
23    ME 17       20549       10499       10050
23    ME 18       20733       10572       10161
23    ME 19       21767       10959       10808
23    ME 20       21395       10759       10636
23    ME 21       20620       10434       10186
23    ME 22       19562        9683        9879
23    ME 23       19416        9708        9708
23    ME 24       19326        9433        9893
23    ME 25       19042        9375        9667
23    ME 26       18326        9053        9273
23    ME 27       18300        9034        9266
23    ME 28       17954        8839        9115
23    ME 29       19029        9436        9593
23    ME 30       18601        9249        9352
23    ME 31       18035        8923        9112
23    ME 32       17946        8998        8948
23    ME 33       18104        9087        9017
23    ME 34       18787        9409        9378
23    ME 35       19706        9931        9775
23    ME 36       13477        6680        6797
23    ME 37       13784        6864        6920
23    ME 38       13928        6916        7012
23    ME 39       15250        7631        7619
23    ME 40       13305        6576        6729
23    ME 41       11638        5772        5866
23    ME 42       11073        5503        5570
23    ME 43       11270        5654        5616
23    ME 44       11410        5707        5703
23    ME 45       10882        5378        5504
23    ME 46       10933        5381        5552
23    ME 47       10992        5467        5525
23    ME 48       10164        5011        5153
23    ME 49       10644        5178        5466
23    ME 50       11272        5398        5874
23    ME 51       10989        5341        5648
23    ME 52       11010        5349        5661
23    ME 53       11366        5562        5804
23    ME 54       11720        5682        6038
23    ME 55       11183        5288        5895
23    ME 56       10890        5194        5696
23    ME 57       11648        5557        6091
23    ME 58       10953        5176        5777
23    ME 59       10852        5034        5818
23    ME 60       11136        5326        5810
23    ME 61       10742        4995        5747
23    ME 62        9939        4628        5311
23    ME 63        9859        4567        5292
23    ME 64       10162        4765        5397
23    ME 65        9901        4530        5371
23    ME 66        9455        4283        5172
23    ME 67        9104        4154        4950
23    ME 68        8893        3940        4953
23    ME 69        8601        3744        4857
23    ME 70        8300        3509        4791
23    ME 71        7992        3440        4552
23    ME 72        7519        3185        4334
23    ME 73        7376        3000        4376
23    ME 74        6815        2723        4092
23    ME 75        6689        2666        4023
23    ME 76        6101        2375        3726
23    ME 77        5740        2182        3558
23    ME 78        5406        2046        3360
23    ME 79        4731        1784        2947
23    ME 80        4323        1590        2733
23    ME 81        4025        1376        2649
23    ME 82        3552        1226        2326
23    ME 83        3294        1063        2231
23    ME 84        2922         963        1959
23    ME 85       15389        4130       11259
24    MD  0       62550       32006       30544
24    MD  1       58289       29837       28452
24    MD  2       57043       29133       27910
24    MD  3       55806       28469       27337
24    MD  4       55265       28389       26876
24    MD  5       54343       27824       26519
24    MD  6       52254       26659       25595
24    MD  7       54083       27677       26406
24    MD  8       51392       26254       25138
24    MD  9       56422       28703       27719
24    MD 10       63058       32272       30786
24    MD 11       68549       34984       33565
24    MD 12       68397       34863       33534
24    MD 13       68897       35174       33723
24    MD 14       69641       35429       34212
24    MD 15       72499       36990       35509
24    MD 16       75226       38499       36727
24    MD 17       79814       40505       39309
24    MD 18       80490       40396       40094
24    MD 19       83240       41674       41566
24    MD 20       80282       39854       40428
24    MD 21       77719       38457       39262
24    MD 22       75944       37412       38532
24    MD 23       77196       37637       39559
24    MD 24       79463       39133       40330
24    MD 25       79855       39191       40664
24    MD 26       76875       37587       39288
24    MD 27       77456       37735       39721
24    MD 28       73674       36022       37652
24    MD 29       79175       38517       40658
24    MD 30       76685       37272       39413
24    MD 31       74495       36223       38272
24    MD 32       72040       34929       37111
24    MD 33       72803       35423       37380
24    MD 34       76031       37163       38868
24    MD 35       81031       39110       41921
24    MD 36       58017       28019       29998
24    MD 37       59657       28973       30684
24    MD 38       58405       28263       30142
24    MD 39       65547       32018       33529
24    MD 40       58058       28349       29709
24    MD 41       51679       25380       26299
24    MD 42       48667       23861       24806
24    MD 43       48577       23764       24813
24    MD 44       48436       23891       24545
24    MD 45       44566       21743       22823
24    MD 46       44497       21638       22859
24    MD 47       44783       21965       22818
24    MD 48       40783       20093       20690
24    MD 49       43040       21269       21771
24    MD 50       43398       21181       22217
24    MD 51       42870       21033       21837
24    MD 52       43362       21318       22044
24    MD 53       44477       21703       22774
24    MD 54       45914       22297       23617
24    MD 55       43905       20740       23165
24    MD 56       42847       20034       22813
24    MD 57       44798       21124       23674
24    MD 58       42803       20299       22504
24    MD 59       42595       20004       22591
24    MD 60       42942       20313       22629
24    MD 61       40765       19391       21374
24    MD 62       37182       17462       19720
24    MD 63       35373       16690       18683
24    MD 64       34963       16243       18720
24    MD 65       33678       15470       18208
24    MD 66       31102       14049       17053
24    MD 67       30069       13330       16739
24    MD 68       28168       12260       15908
24    MD 69       26979       11605       15374
24    MD 70       24814       10635       14179
24    MD 71       23914       10051       13863
24    MD 72       22107        9035       13072
24    MD 73       20481        8230       12251
24    MD 74       19739        7798       11941
24    MD 75       18547        7147       11400
24    MD 76       16836        6319       10517
24    MD 77       15675        5712        9963
24    MD 78       13899        5018        8881
24    MD 79       12952        4506        8446
24    MD 80       11569        3801        7768
24    MD 81       10348        3379        6969
24    MD 82        9131        2953        6178
24    MD 83        8335        2632        5703
