Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1923",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,286,000 ","1,150,000 ","1,136,000 ","2,022,000 ","1,019,000 ","1,003,000 ","264,000 ","131,000 ","133,000 "
12,"2,256,000 ","1,134,000 ","1,122,000 ","1,994,000 ","1,004,000 ","990,000 ","262,000 ","130,000 ","132,000 "
13,"2,218,000 ","1,113,000 ","1,105,000 ","1,959,000 ","985,000 ","974,000 ","259,000 ","128,000 ","131,000 "
14,"2,176,000 ","1,090,000 ","1,086,000 ","1,920,000 ","964,000 ","956,000 ","256,000 ","126,000 ","130,000 "
15,"2,133,000 ","1,066,000 ","1,067,000 ","1,882,000 ","943,000 ","939,000 ","251,000 ","123,000 ","128,000 "
16,"2,093,000 ","1,044,000 ","1,049,000 ","1,845,000 ","923,000 ","922,000 ","248,000 ","121,000 ","127,000 "
17,"2,052,000 ","1,021,000 ","1,031,000 ","1,809,000 ","903,000 ","906,000 ","243,000 ","118,000 ","125,000 "
18,"2,015,000 ","1,001,000 ","1,014,000 ","1,777,000 ","886,000 ","891,000 ","238,000 ","115,000 ","123,000 "
19,"1,981,000 ","982,000 ","999,000 ","1,748,000 ","870,000 ","878,000 ","233,000 ","112,000 ","121,000 "
20,"1,947,000 ","964,000 ","983,000 ","1,719,000 ","855,000 ","864,000 ","228,000 ","109,000 ","119,000 "
21,"1,910,000 ","944,000 ","966,000 ","1,689,000 ","839,000 ","850,000 ","221,000 ","105,000 ","116,000 "
22,"1,888,000 ","932,000 ","956,000 ","1,671,000 ","829,000 ","842,000 ","217,000 ","103,000 ","114,000 "
23,"1,885,000 ","931,000 ","954,000 ","1,670,000 ","829,000 ","841,000 ","215,000 ","102,000 ","113,000 "
24,"1,894,000 ","935,000 ","959,000 ","1,680,000 ","834,000 ","846,000 ","214,000 ","101,000 ","113,000 "
25,"1,901,000 ","940,000 ","961,000 ","1,688,000 ","839,000 ","849,000 ","213,000 ","101,000 ","112,000 "
26,"1,910,000 ","945,000 ","965,000 ","1,698,000 ","845,000 ","853,000 ","212,000 ","100,000 ","112,000 "
27,"1,908,000 ","946,000 ","962,000 ","1,699,000 ","847,000 ","852,000 ","209,000 ","99,000 ","110,000 "
28,"1,886,000 ","937,000 ","949,000 ","1,684,000 ","841,000 ","843,000 ","202,000 ","96,000 ","106,000 "
29,"1,853,000 ","922,000 ","931,000 ","1,659,000 ","830,000 ","829,000 ","194,000 ","92,000 ","102,000 "
30,"1,821,000 ","908,000 ","913,000 ","1,635,000 ","820,000 ","815,000 ","186,000 ","88,000 ","98,000 "
31,"1,788,000 ","894,000 ","894,000 ","1,610,000 ","810,000 ","800,000 ","178,000 ","84,000 ","94,000 "
32,"1,755,000 ","881,000 ","874,000 ","1,584,000 ","800,000 ","784,000 ","171,000 ","81,000 ","90,000 "
33,"1,721,000 ","869,000 ","852,000 ","1,556,000 ","790,000 ","766,000 ","165,000 ","79,000 ","86,000 "
34,"1,688,000 ","859,000 ","829,000 ","1,527,000 ","781,000 ","746,000 ","161,000 ","78,000 ","83,000 "
35,"1,654,000 ","848,000 ","806,000 ","1,497,000 ","771,000 ","726,000 ","157,000 ","77,000 ","80,000 "
36,"1,615,000 ","834,000 ","781,000 ","1,464,000 ","759,000 ","705,000 ","151,000 ","75,000 ","76,000 "
37,"1,582,000 ","822,000 ","760,000 ","1,433,000 ","747,000 ","686,000 ","149,000 ","75,000 ","74,000 "
38,"1,552,000 ","809,000 ","743,000 ","1,406,000 ","735,000 ","671,000 ","146,000 ","74,000 ","72,000 "
39,"1,526,000 ","796,000 ","730,000 ","1,380,000 ","722,000 ","658,000 ","146,000 ","74,000 ","72,000 "
40,"1,499,000 ","782,000 ","717,000 ","1,353,000 ","708,000 ","645,000 ","146,000 ","74,000 ","72,000 "
41,"1,473,000 ","769,000 ","704,000 ","1,327,000 ","695,000 ","632,000 ","146,000 ","74,000 ","72,000 "
42,"1,439,000 ","751,000 ","688,000 ","1,295,000 ","678,000 ","617,000 ","144,000 ","73,000 ","71,000 "
43,"1,391,000 ","726,000 ","665,000 ","1,253,000 ","655,000 ","598,000 ","138,000 ","71,000 ","67,000 "
44,"1,335,000 ","696,000 ","639,000 ","1,205,000 ","628,000 ","577,000 ","130,000 ","68,000 ","62,000 "
45,"1,281,000 ","667,000 ","614,000 ","1,158,000 ","602,000 ","556,000 ","123,000 ","65,000 ","58,000 "
46,"1,224,000 ","636,000 ","588,000 ","1,109,000 ","574,000 ","535,000 ","115,000 ","62,000 ","53,000 "
47,"1,176,000 ","612,000 ","564,000 ","1,067,000 ","552,000 ","515,000 ","109,000 ","60,000 ","49,000 "
48,"1,142,000 ","597,000 ","545,000 ","1,038,000 ","539,000 ","499,000 ","104,000 ","58,000 ","46,000 "
49,"1,118,000 ","589,000 ","529,000 ","1,017,000 ","532,000 ","485,000 ","101,000 ","57,000 ","44,000 "
50,"1,092,000 ","580,000 ","512,000 ","994,000 ","524,000 ","470,000 ","98,000 ","56,000 ","42,000 "
51,"1,066,000 ","571,000 ","495,000 ","972,000 ","516,000 ","456,000 ","94,000 ","55,000 ","39,000 "
52,"1,034,000 ","557,000 ","477,000 ","944,000 ","504,000 ","440,000 ","90,000 ","53,000 ","37,000 "
53,"992,000 ","534,000 ","458,000 ","907,000 ","484,000 ","423,000 ","85,000 ","50,000 ","35,000 "
54,"943,000 ","505,000 ","438,000 ","864,000 ","459,000 ","405,000 ","79,000 ","46,000 ","33,000 "
55,"896,000 ","478,000 ","418,000 ","823,000 ","436,000 ","387,000 ","73,000 ","42,000 ","31,000 "
56,"850,000 ","451,000 ","399,000 ","782,000 ","412,000 ","370,000 ","68,000 ","39,000 ","29,000 "
57,"805,000 ","425,000 ","380,000 ","743,000 ","390,000 ","353,000 ","62,000 ","35,000 ","27,000 "
58,"765,000 ","402,000 ","363,000 ","708,000 ","370,000 ","338,000 ","57,000 ","32,000 ","25,000 "
59,"729,000 ","382,000 ","347,000 ","676,000 ","352,000 ","324,000 ","53,000 ","30,000 ","23,000 "
60,"692,000 ","361,000 ","331,000 ","644,000 ","334,000 ","310,000 ","48,000 ","27,000 ","21,000 "
61,"655,000 ","340,000 ","315,000 ","612,000 ","316,000 ","296,000 ","43,000 ","24,000 ","19,000 "
62,"621,000 ","321,000 ","300,000 ","581,000 ","299,000 ","282,000 ","40,000 ","22,000 ","18,000 "
63,"590,000 ","305,000 ","285,000 ","552,000 ","284,000 ","268,000 ","38,000 ","21,000 ","17,000 "
64,"562,000 ","291,000 ","271,000 ","526,000 ","271,000 ","255,000 ","36,000 ","20,000 ","16,000 "
65,"532,000 ","276,000 ","256,000 ","498,000 ","257,000 ","241,000 ","34,000 ","19,000 ","15,000 "
66,"503,000 ","261,000 ","242,000 ","471,000 ","243,000 ","228,000 ","32,000 ","18,000 ","14,000 "
67,"473,000 ","246,000 ","227,000 ","443,000 ","229,000 ","214,000 ","30,000 ","17,000 ","13,000 "
68,"443,000 ","230,000 ","213,000 ","414,000 ","214,000 ","200,000 ","29,000 ","16,000 ","13,000 "
69,"411,000 ","213,000 ","198,000 ","384,000 ","198,000 ","186,000 ","27,000 ","15,000 ","12,000 "
70,"377,000 ","195,000 ","182,000 ","352,000 ","181,000 ","171,000 ","25,000 ","14,000 ","11,000 "
71,"342,000 ","176,000 ","166,000 ","319,000 ","163,000 ","156,000 ","23,000 ","13,000 ","10,000 "
72,"303,000 ","154,000 ","149,000 ","283,000 ","143,000 ","140,000 ","20,000 ","11,000 ","9,000 "
73,"263,000 ","131,000 ","132,000 ","246,000 ","122,000 ","124,000 ","17,000 ","9,000 ","8,000 "
74,"218,000 ","105,000 ","113,000 ","204,000 ","98,000 ","106,000 ","14,000 ","7,000 ","7,000 "
75+,"1,546,000 ","738,000 ","808,000 ","1,433,000 ","683,000 ","750,000 ","113,000 ","55,000 ","58,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
