Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1932",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,510,332 ","1,267,101 ","1,243,231 ","2,232,874 ","1,130,067 ","1,102,807 ","277,458 ","137,034 ","140,424 "
12,"2,453,347 ","1,236,510 ","1,216,837 ","2,183,333 ","1,103,364 ","1,079,969 ","270,014 ","133,146 ","136,868 "
13,"2,410,850 ","1,213,584 ","1,197,266 ","2,147,242 ","1,083,631 ","1,063,611 ","263,608 ","129,953 ","133,655 "
14,"2,376,177 ","1,194,937 ","1,181,240 ","2,118,163 ","1,067,890 ","1,050,273 ","258,014 ","127,047 ","130,967 "
15,"2,354,569 ","1,181,933 ","1,172,636 ","2,098,768 ","1,056,516 ","1,042,252 ","255,801 ","125,417 ","130,384 "
16,"2,343,380 ","1,173,408 ","1,169,972 ","2,087,080 ","1,048,595 ","1,038,485 ","256,300 ","124,813 ","131,487 "
17,"2,330,480 ","1,164,047 ","1,166,433 ","2,073,535 ","1,039,771 ","1,033,764 ","256,945 ","124,276 ","132,669 "
18,"2,314,809 ","1,153,548 ","1,161,261 ","2,057,270 ","1,029,800 ","1,027,470 ","257,539 ","123,748 ","133,791 "
19,"2,296,173 ","1,141,551 ","1,154,622 ","2,038,764 ","1,018,590 ","1,020,174 ","257,409 ","122,961 ","134,448 "
20,"2,272,673 ","1,126,994 ","1,145,679 ","2,017,059 ","1,005,435 ","1,011,624 ","255,614 ","121,559 ","134,055 "
21,"2,244,739 ","1,110,247 ","1,134,492 ","1,992,360 ","990,597 ","1,001,763 ","252,379 ","119,650 ","132,729 "
22,"2,215,865 ","1,093,232 ","1,122,633 ","1,966,976 ","975,557 ","991,419 ","248,889 ","117,675 ","131,214 "
23,"2,187,348 ","1,076,506 ","1,110,842 ","1,942,126 ","960,857 ","981,269 ","245,222 ","115,649 ","129,573 "
24,"2,155,910 ","1,059,304 ","1,096,606 ","1,914,281 ","945,503 ","968,778 ","241,629 ","113,801 ","127,828 "
25,"2,119,286 ","1,041,229 ","1,078,057 ","1,880,808 ","928,878 ","951,930 ","238,478 ","112,351 ","126,127 "
26,"2,078,713 ","1,022,607 ","1,056,106 ","1,843,202 ","911,457 ","931,745 ","235,511 ","111,150 ","124,361 "
27,"2,038,119 ","1,004,380 ","1,033,739 ","1,805,670 ","894,416 ","911,254 ","232,449 ","109,964 ","122,485 "
28,"1,998,540 ","986,942 ","1,011,598 ","1,768,839 ","877,991 ","890,848 ","229,701 ","108,951 ","120,750 "
29,"1,960,268 ","970,209 ","990,059 ","1,735,019 ","862,987 ","872,032 ","225,249 ","107,222 ","118,027 "
30,"1,924,044 ","954,224 ","969,820 ","1,706,653 ","850,218 ","856,435 ","217,391 ","104,006 ","113,385 "
31,"1,890,488 ","939,367 ","951,121 ","1,683,466 ","839,677 ","843,789 ","207,022 ","99,690 ","107,332 "
32,"1,857,301 ","924,892 ","932,409 ","1,661,032 ","829,669 ","831,363 ","196,269 ","95,223 ","101,046 "
33,"1,821,514 ","909,326 ","912,188 ","1,636,715 ","818,862 ","817,853 ","184,799 ","90,464 ","94,335 "
34,"1,796,148 ","899,168 ","896,980 ","1,619,961 ","812,271 ","807,690 ","176,187 ","86,897 ","89,290 "
35,"1,791,757 ","899,729 ","892,028 ","1,618,060 ","813,842 ","804,218 ","173,697 ","85,887 ","87,810 "
36,"1,802,901 ","908,230 ","894,671 ","1,626,944 ","821,380 ","805,564 ","175,957 ","86,850 ","89,107 "
37,"1,815,361 ","917,373 ","897,988 ","1,636,673 ","829,364 ","807,309 ","178,688 ","88,009 ","90,679 "
38,"1,829,430 ","927,213 ","902,217 ","1,647,571 ","837,842 ","809,729 ","181,859 ","89,371 ","92,488 "
39,"1,829,088 ","929,880 ","899,208 ","1,646,758 ","840,338 ","806,420 ","182,330 ","89,542 ","92,788 "
40,"1,799,179 ","917,897 ","881,282 ","1,622,269 ","830,768 ","791,501 ","176,910 ","87,129 ","89,781 "
41,"1,745,185 ","893,908 ","851,277 ","1,578,398 ","811,248 ","767,150 ","166,787 ","82,660 ","84,127 "
42,"1,687,721 ","868,043 ","819,678 ","1,531,405 ","790,006 ","741,399 ","156,316 ","78,037 ","78,279 "
43,"1,628,947 ","841,432 ","787,515 ","1,483,178 ","768,064 ","715,114 ","145,769 ","73,368 ","72,401 "
44,"1,573,576 ","815,866 ","757,710 ","1,436,545 ","746,320 ","690,225 ","137,031 ","69,546 ","67,485 "
45,"1,528,258 ","794,149 ","734,109 ","1,396,052 ","726,594 ","669,458 ","132,206 ","67,555 ","64,651 "
46,"1,491,096 ","775,520 ","715,576 ","1,360,623 ","708,516 ","652,107 ","130,473 ","67,004 ","63,469 "
47,"1,452,662 ","755,935 ","696,727 ","1,323,891 ","689,482 ","634,409 ","128,771 ","66,453 ","62,318 "
48,"1,411,618 ","734,781 ","676,837 ","1,284,895 ","669,084 ","615,811 ","126,723 ","65,697 ","61,026 "
49,"1,370,057 ","713,286 ","656,771 ","1,246,054 ","648,612 ","597,442 ","124,003 ","64,674 ","59,329 "
50,"1,328,538 ","691,958 ","636,580 ","1,208,554 ","628,800 ","579,754 ","119,984 ","63,158 ","56,826 "
51,"1,286,858 ","670,654 ","616,204 ","1,172,002 ","609,462 ","562,540 ","114,856 ","61,192 ","53,664 "
52,"1,245,344 ","649,249 ","596,095 ","1,135,591 ","590,039 ","545,552 ","109,753 ","59,210 ","50,543 "
53,"1,204,789 ","628,142 ","576,647 ","1,099,718 ","570,723 ","528,995 ","105,071 ","57,419 ","47,652 "
54,"1,161,653 ","605,493 ","556,160 ","1,061,979 ","550,416 ","511,563 ","99,674 ","55,077 ","44,597 "
55,"1,113,032 ","579,739 ","533,293 ","1,020,250 ","528,101 ","492,149 ","92,782 ","51,638 ","41,144 "
56,"1,060,360 ","551,692 ","508,668 ","975,556 ","504,319 ","471,237 ","84,804 ","47,373 ","37,431 "
57,"1,007,524 ","523,487 ","484,037 ","930,788 ","480,487 ","450,301 ","76,736 ","43,000 ","33,736 "
58,"954,404 ","495,073 ","459,331 ","885,881 ","456,552 ","429,329 ","68,523 ","38,521 ","30,002 "
59,"904,821 ","468,542 ","436,279 ","843,279 ","433,888 ","409,391 ","61,542 ","34,654 ","26,888 "
60,"862,443 ","445,900 ","416,543 ","805,379 ","413,808 ","391,571 ","57,064 ","32,092 ","24,972 "
61,"825,835 ","426,383 ","399,452 ","771,216 ","395,794 ","375,422 ","54,619 ","30,589 ","24,030 "
62,"790,060 ","407,356 ","382,704 ","737,555 ","378,134 ","359,421 ","52,505 ","29,222 ","23,283 "
63,"755,243 ","388,728 ","366,515 ","704,648 ","360,800 ","343,848 ","50,595 ","27,928 ","22,667 "
64,"718,847 ","369,302 ","349,545 ","670,514 ","342,843 ","327,671 ","48,333 ","26,459 ","21,874 "
65,"678,544 ","347,767 ","330,777 ","633,489 ","323,259 ","310,230 ","45,055 ","24,508 ","20,547 "
66,"635,272 ","324,639 ","310,633 ","594,288 ","302,450 ","291,838 ","40,984 ","22,189 ","18,795 "
67,"592,326 ","301,700 ","290,626 ","555,281 ","281,749 ","273,532 ","37,045 ","19,951 ","17,094 "
68,"549,842 ","279,022 ","270,820 ","516,520 ","261,193 ","255,327 ","33,322 ","17,829 ","15,493 "
69,"509,616 ","257,696 ","251,920 ","479,700 ","241,801 ","237,899 ","29,916 ","15,895 ","14,021 "
70,"473,635 ","238,870 ","234,765 ","446,598 ","224,607 ","221,991 ","27,037 ","14,263 ","12,774 "
71,"441,222 ","222,132 ","219,090 ","416,603 ","209,238 ","207,365 ","24,619 ","12,894 ","11,725 "
72,"409,821 ","205,976 ","203,845 ","387,470 ","194,360 ","193,110 ","22,351 ","11,616 ","10,735 "
73,"379,500 ","190,410 ","189,090 ","359,293 ","179,999 ","179,294 ","20,207 ","10,411 ","9,796 "
74,"348,459 ","174,425 ","174,034 ","330,233 ","165,119 ","165,114 ","18,226 ","9,306 ","8,920 "
75+,"2,127,981 ","1,016,082 ","1,111,899 ","1,991,143 ","951,422 ","1,039,721 ","136,838 ","64,660 ","72,178 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
