Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1919",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
11,"2,158,000 ","1,091,000 ","1,067,000 ","1,899,000 ","961,000 ","938,000 ","259,000 ","130,000 ","129,000 "
12,"2,121,000 ","1,072,000 ","1,049,000 ","1,865,000 ","944,000 ","921,000 ","256,000 ","128,000 ","128,000 "
13,"2,071,000 ","1,044,000 ","1,027,000 ","1,821,000 ","920,000 ","901,000 ","250,000 ","124,000 ","126,000 "
14,"2,015,000 ","1,012,000 ","1,003,000 ","1,773,000 ","893,000 ","880,000 ","242,000 ","119,000 ","123,000 "
15,"1,959,000 ","981,000 ","978,000 ","1,725,000 ","867,000 ","858,000 ","234,000 ","114,000 ","120,000 "
16,"1,903,000 ","950,000 ","953,000 ","1,678,000 ","842,000 ","836,000 ","225,000 ","108,000 ","117,000 "
17,"1,860,000 ","923,000 ","937,000 ","1,641,000 ","819,000 ","822,000 ","219,000 ","104,000 ","115,000 "
18,"1,839,000 ","904,000 ","935,000 ","1,622,000 ","802,000 ","820,000 ","217,000 ","102,000 ","115,000 "
19,"1,833,000 ","892,000 ","941,000 ","1,615,000 ","790,000 ","825,000 ","218,000 ","102,000 ","116,000 "
20,"1,824,000 ","878,000 ","946,000 ","1,606,000 ","777,000 ","829,000 ","218,000 ","101,000 ","117,000 "
21,"1,816,000 ","864,000 ","952,000 ","1,597,000 ","764,000 ","833,000 ","219,000 ","100,000 ","119,000 "
22,"1,811,000 ","857,000 ","954,000 ","1,594,000 ","758,000 ","836,000 ","217,000 ","99,000 ","118,000 "
23,"1,810,000 ","860,000 ","950,000 ","1,596,000 ","762,000 ","834,000 ","214,000 ","98,000 ","116,000 "
24,"1,810,000 ","868,000 ","942,000 ","1,602,000 ","772,000 ","830,000 ","208,000 ","96,000 ","112,000 "
25,"1,811,000 ","876,000 ","935,000 ","1,608,000 ","782,000 ","826,000 ","203,000 ","94,000 ","109,000 "
26,"1,815,000 ","887,000 ","928,000 ","1,616,000 ","794,000 ","822,000 ","199,000 ","93,000 ","106,000 "
27,"1,805,000 ","890,000 ","915,000 ","1,612,000 ","799,000 ","813,000 ","193,000 ","91,000 ","102,000 "
28,"1,770,000 ","879,000 ","891,000 ","1,587,000 ","792,000 ","795,000 ","183,000 ","87,000 ","96,000 "
29,"1,717,000 ","858,000 ","859,000 ","1,547,000 ","777,000 ","770,000 ","170,000 ","81,000 ","89,000 "
30,"1,667,000 ","838,000 ","829,000 ","1,508,000 ","762,000 ","746,000 ","159,000 ","76,000 ","83,000 "
31,"1,611,000 ","816,000 ","795,000 ","1,465,000 ","746,000 ","719,000 ","146,000 ","70,000 ","76,000 "
32,"1,574,000 ","803,000 ","771,000 ","1,435,000 ","736,000 ","699,000 ","139,000 ","67,000 ","72,000 "
33,"1,566,000 ","805,000 ","761,000 ","1,425,000 ","736,000 ","689,000 ","141,000 ","69,000 ","72,000 "
34,"1,576,000 ","816,000 ","760,000 ","1,425,000 ","741,000 ","684,000 ","151,000 ","75,000 ","76,000 "
35,"1,582,000 ","824,000 ","758,000 ","1,424,000 ","745,000 ","679,000 ","158,000 ","79,000 ","79,000 "
36,"1,592,000 ","835,000 ","757,000 ","1,424,000 ","750,000 ","674,000 ","168,000 ","85,000 ","83,000 "
37,"1,577,000 ","830,000 ","747,000 ","1,406,000 ","743,000 ","663,000 ","171,000 ","87,000 ","84,000 "
38,"1,521,000 ","799,000 ","722,000 ","1,359,000 ","717,000 ","642,000 ","162,000 ","82,000 ","80,000 "
39,"1,443,000 ","754,000 ","689,000 ","1,296,000 ","680,000 ","616,000 ","147,000 ","74,000 ","73,000 "
40,"1,369,000 ","711,000 ","658,000 ","1,235,000 ","644,000 ","591,000 ","134,000 ","67,000 ","67,000 "
41,"1,291,000 ","665,000 ","626,000 ","1,171,000 ","606,000 ","565,000 ","120,000 ","59,000 ","61,000 "
42,"1,231,000 ","632,000 ","599,000 ","1,121,000 ","578,000 ","543,000 ","110,000 ","54,000 ","56,000 "
43,"1,204,000 ","624,000 ","580,000 ","1,095,000 ","568,000 ","527,000 ","109,000 ","56,000 ","53,000 "
44,"1,198,000 ","630,000 ","568,000 ","1,085,000 ","569,000 ","516,000 ","113,000 ","61,000 ","52,000 "
45,"1,187,000 ","632,000 ","555,000 ","1,071,000 ","567,000 ","504,000 ","116,000 ","65,000 ","51,000 "
46,"1,174,000 ","634,000 ","540,000 ","1,056,000 ","565,000 ","491,000 ","118,000 ","69,000 ","49,000 "
47,"1,153,000 ","628,000 ","525,000 ","1,036,000 ","558,000 ","478,000 ","117,000 ","70,000 ","47,000 "
48,"1,118,000 ","610,000 ","508,000 ","1,005,000 ","542,000 ","463,000 ","113,000 ","68,000 ","45,000 "
49,"1,072,000 ","582,000 ","490,000 ","968,000 ","520,000 ","448,000 ","104,000 ","62,000 ","42,000 "
50,"1,030,000 ","556,000 ","474,000 ","933,000 ","499,000 ","434,000 ","97,000 ","57,000 ","40,000 "
51,"990,000 ","532,000 ","458,000 ","899,000 ","479,000 ","420,000 ","91,000 ","53,000 ","38,000 "
52,"945,000 ","506,000 ","439,000 ","862,000 ","458,000 ","404,000 ","83,000 ","48,000 ","35,000 "
53,"893,000 ","477,000 ","416,000 ","818,000 ","434,000 ","384,000 ","75,000 ","43,000 ","32,000 "
54,"840,000 ","448,000 ","392,000 ","772,000 ","409,000 ","363,000 ","68,000 ","39,000 ","29,000 "
55,"785,000 ","418,000 ","367,000 ","726,000 ","384,000 ","342,000 ","59,000 ","34,000 ","25,000 "
56,"730,000 ","387,000 ","343,000 ","679,000 ","358,000 ","321,000 ","51,000 ","29,000 ","22,000 "
57,"685,000 ","363,000 ","322,000 ","640,000 ","337,000 ","303,000 ","45,000 ","26,000 ","19,000 "
58,"661,000 ","350,000 ","311,000 ","617,000 ","325,000 ","292,000 ","44,000 ","25,000 ","19,000 "
59,"649,000 ","344,000 ","305,000 ","605,000 ","319,000 ","286,000 ","44,000 ","25,000 ","19,000 "
60,"634,000 ","336,000 ","298,000 ","590,000 ","311,000 ","279,000 ","44,000 ","25,000 ","19,000 "
61,"621,000 ","330,000 ","291,000 ","577,000 ","305,000 ","272,000 ","44,000 ","25,000 ","19,000 "
62,"602,000 ","320,000 ","282,000 ","558,000 ","295,000 ","263,000 ","44,000 ","25,000 ","19,000 "
63,"567,000 ","301,000 ","266,000 ","525,000 ","277,000 ","248,000 ","42,000 ","24,000 ","18,000 "
64,"522,000 ","276,000 ","246,000 ","485,000 ","255,000 ","230,000 ","37,000 ","21,000 ","16,000 "
65,"483,000 ","254,000 ","229,000 ","449,000 ","235,000 ","214,000 ","34,000 ","19,000 ","15,000 "
66,"444,000 ","233,000 ","211,000 ","413,000 ","215,000 ","198,000 ","31,000 ","18,000 ","13,000 "
67,"408,000 ","213,000 ","195,000 ","380,000 ","197,000 ","183,000 ","28,000 ","16,000 ","12,000 "
68,"372,000 ","193,000 ","179,000 ","347,000 ","179,000 ","168,000 ","25,000 ","14,000 ","11,000 "
69,"341,000 ","176,000 ","165,000 ","318,000 ","163,000 ","155,000 ","23,000 ","13,000 ","10,000 "
70,"313,000 ","160,000 ","153,000 ","291,000 ","148,000 ","143,000 ","22,000 ","12,000 ","10,000 "
71,"289,000 ","147,000 ","142,000 ","269,000 ","136,000 ","133,000 ","20,000 ","11,000 ","9,000 "
72,"271,000 ","137,000 ","134,000 ","252,000 ","127,000 ","125,000 ","19,000 ","10,000 ","9,000 "
73,"257,000 ","129,000 ","128,000 ","239,000 ","120,000 ","119,000 ","18,000 ","9,000 ","9,000 "
74,"254,000 ","127,000 ","127,000 ","235,000 ","118,000 ","117,000 ","19,000 ","9,000 ","10,000 "
75+,"1,454,000 ","690,000 ","764,000 ","1,345,000 ","637,000 ","708,000 ","109,000 ","53,000 ","56,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
