SUMLEV,STATE,STNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
040,36,New York,1,19378102,9377147,10000955,1155822,590879,564943,2124885,1085364,1039521,1044222,535038,509184,1983517,1004753,978764,15588804,7441137,8147667,15053173,7165866,7887307,8046567,3998620,4047947,5269354,2587070,2682284,5182359,2489508,2692851,2617943,1084535,1533408,1155822,590879,564943,1163955,594362,569593,1211456,619243,592213,1366278,699548,666730,1410935,712002,698933,1380177,680203,699974,1279160,629759,649401,1254124,613775,640349,1355893,663333,692560,1458763,709523,749240,1419928,687779,732149,1237408,591847,645561,1066260,500359,565901,773211,352255,420956,587391,258616,328775,474807,200049,274758,391660,150993,240667,390874,122622,268252,38.0,36.3,39.4
040,36,New York,2,19378117,9377154,10000963,1155818,590877,564941,2124892,1085366,1039526,1044226,535038,509188,1983528,1004759,978769,15588814,7441144,8147670,15053181,7165873,7887308,8046584,3998627,4047957,5269355,2587069,2682286,5182364,2489510,2692854,2617934,1084535,1533399,1155818,590877,564941,1163958,594363,569595,1211459,619242,592217,1366289,699552,666737,1410940,712006,698934,1380172,680199,699973,1279160,629759,649401,1254128,613776,640352,1355895,663335,692560,1458764,709523,749241,1419938,687783,732155,1237401,591842,645559,1066261,500362,565899,773207,352257,420950,587389,258616,328773,474808,200049,274759,391659,150992,240667,390871,122621,268250,38.0,36.3,39.4
040,36,New York,3,19399956,9389232,10010724,1159738,592881,566857,2121878,1083900,1037978,1038205,531594,506611,1983537,1004625,978912,15613514,7454638,8158876,15080135,7180857,7899278,8043079,3997686,4045393,5269534,2588371,2681163,5198216,2497757,2700459,2628848,1090104,1538744,1159738,592881,566857,1161713,593273,568440,1208362,617531,590831,1359214,695607,663607,1414331,713708,700623,1385206,683274,701932,1284963,632854,652109,1247011,610576,636435,1352354,661667,690687,1455582,708109,747473,1423247,689291,733956,1244064,595372,648692,1075323,504985,570338,778585,354846,423739,589760,259865,329895,473927,199753,274174,392115,151557,240558,394461,124083,270378,38.0,36.4,39.5
040,36,New York,4,19499921,9443070,10056851,1170552,598537,572015,2110382,1078686,1031696,1015436,518639,496797,1991750,1009022,982728,15726483,7514427,8212056,15203551,7247208,7956343,8044295,4000258,4044037,5280427,2596684,2683743,5259490,2528709,2730781,2671884,1112793,1559091,1170552,598537,572015,1155464,590674,564790,1198236,612099,586137,1331794,680558,651236,1432074,723016,709058,1409252,696835,712417,1311423,646349,665074,1216539,596637,619902,1343213,656863,686350,1433305,697449,735856,1436212,695465,740747,1269907,608764,661143,1120066,527031,593035,800149,365415,434734,601786,265667,336119,474760,200606,274154,390528,152262,238266,404661,128843,275818,38.1,36.4,39.6
040,36,New York,5,19574362,9485738,10088624,1173548,600272,573276,2098932,1072788,1026144,993200,506822,486378,1990441,1009363,981078,15817505,7565451,8252054,15308682,7305856,8002826,8037533,4000549,4036984,5294451,2607261,2687190,5256215,2528782,2727433,2767575,1160450,1607125,1173548,600272,573276,1153273,589561,563712,1186218,606124,580094,1305524,665788,639736,1437558,727500,710058,1427937,707304,720633,1333359,658261,675098,1210757,594490,616267,1322398,647206,675192,1405745,684192,721553,1434743,694968,739775,1300612,623909,676703,1115115,525713,589402,862743,395982,466761,622227,275167,347060,479149,203316,275833,387128,151915,235213,416328,134070,282258,38.1,36.6,39.7
040,36,New York,6,19626488,9515522,10110966,1176373,601839,574534,2086818,1066384,1020434,974296,497476,476820,1975722,1000321,975401,15884340,7602458,8281882,15389001,7349823,8039178,8020076,3993390,4026686,5308119,2617480,2690639,5260300,2532542,2727758,2844860,1199480,1645380,1176373,601839,574534,1148534,587198,561336,1176345,601073,575272,1277870,650362,627508,1434087,725548,708539,1447395,718834,728561,1353719,668799,684920,1216173,598509,617664,1290832,631338,659494,1372443,668402,704041,1433194,693885,739309,1327690,637956,689734,1126973,532299,594674,896440,412854,483586,653248,289564,363684,487796,207407,280389,382670,151452,231218,424706,138203,286503,38.3,36.7,39.8
040,36,New York,7,19653431,9530747,10122684,1180314,603712,576602,2061854,1053392,1008462,965253,493085,472168,1950223,985048,965175,15932483,7628599,8303884,15446010,7380558,8065452,7986925,3977993,4008932,5312065,2623060,2689005,5260128,2534046,2726082,2923594,1238404,1685190,1180314,603712,576602,1135703,580620,555083,1166767,595972,570795,1251440,636598,614842,1423420,718335,705085,1467523,731361,736162,1363809,674860,688949,1226522,603478,623044,1254211,613361,640850,1337913,652118,685795,1429727,691946,737781,1347764,648377,699387,1144724,541605,603119,937282,432734,504548,675152,299952,375200,498477,212011,286466,378757,151054,227703,433926,142653,291273,38.4,36.8,39.9
040,36,New York,8,19657321,9536185,10121136,1179967,603367,576600,2046961,1045733,1001228,955995,488333,467662,1904210,959594,944616,15954889,7644186,8310703,15474398,7398752,8075646,7935003,3954073,3980930,5309722,2626063,2683659,5262294,2537677,2724617,2998172,1275418,1722754,1179967,603367,576600,1130265,577648,552617,1151620,588002,563618,1233804,627591,606213,1391477,700419,691058,1485205,741757,743448,1368438,678695,689743,1241093,611196,629897,1214986,594415,620571,1317884,642668,675216,1411814,683784,728030,1364408,657099,707309,1168188,554126,614062,977436,452316,525120,694146,308980,385166,507290,216021,291269,376907,151051,225856,442393,147050,295343,38.5,36.9,40.1
040,36,New York,9,19636391,9531434,10104957,1169137,598141,570996,2038976,1042347,996629,943457,481836,461621,1862443,937128,925315,15964550,7654389,8310161,15484821,7409110,8075711,7881174,3931410,3949764,5304315,2629297,2675018,5245061,2530300,2714761,3073002,1312385,1760617,1169137,598141,570996,1130206,577922,552284,1137811,581276,556535,1218906,620070,598836,1357953,682043,675910,1495248,747832,747416,1378674,686207,692467,1254160,619320,634840,1176233,575938,600295,1301452,634792,666660,1383621,670205,713416,1371024,660230,710794,1188964,565073,623891,1015763,471185,544578,711469,317442,394027,517307,220599,296708,378507,152328,226179,449956,150831,299125,38.6,37.1,40.2
040,36,New York,10,19593849,9513043,10080806,1156647,591659,564988,2026063,1036012,990051,931902,475849,456053,1826816,918435,908381,15954204,7652190,8302014,15479237,7409523,8069714,7830467,3908041,3922426,5300174,2630376,2669798,5204066,2510834,2693232,3148181,1349878,1798303,1156647,591659,564988,1125614,575711,549903,1128874,576920,551954,1201826,611556,590270,1328467,666109,662358,1492674,747063,745611,1383842,690379,693463,1263543,624610,638933,1160115,568324,591791,1274108,621471,652637,1351357,654513,696844,1364642,657423,707219,1213959,577427,636532,1010757,469642,541115,764860,343318,421542,535142,228845,306297,382436,154644,227792,454986,153429,301557,38.8,37.3,40.4
