Table with row headers in column A and column headers in rows 5 through 6.,,,,,,,,,
"Resident Population--Estimates by Age, Sex, and Race:  July 1, 1912",,,,,,,,,
  (Excludes Alaska and Hawaii),,,,,,,,,

Age,All races,,,White,,,Nonwhite,,
12,"1,878,000 ","951,000 ","927,000 ","1,636,000 ","829,000 ","807,000 ","242,000 ","122,000 ","120,000 "
13,"1,865,000 ","942,000 ","923,000 ","1,627,000 ","823,000 ","804,000 ","238,000 ","119,000 ","119,000 "
14,"1,858,000 ","934,000 ","924,000 ","1,625,000 ","819,000 ","806,000 ","233,000 ","115,000 ","118,000 "
15,"1,849,000 ","926,000 ","923,000 ","1,622,000 ","815,000 ","807,000 ","227,000 ","111,000 ","116,000 "
16,"1,841,000 ","918,000 ","923,000 ","1,619,000 ","811,000 ","808,000 ","222,000 ","107,000 ","115,000 "
17,"1,840,000 ","916,000 ","924,000 ","1,621,000 ","811,000 ","810,000 ","219,000 ","105,000 ","114,000 "
18,"1,844,000 ","919,000 ","925,000 ","1,626,000 ","815,000 ","811,000 ","218,000 ","104,000 ","114,000 "
19,"1,854,000 ","926,000 ","928,000 ","1,635,000 ","822,000 ","813,000 ","219,000 ","104,000 ","115,000 "
20,"1,861,000 ","932,000 ","929,000 ","1,642,000 ","828,000 ","814,000 ","219,000 ","104,000 ","115,000 "
21,"1,869,000 ","938,000 ","931,000 ","1,649,000 ","834,000 ","815,000 ","220,000 ","104,000 ","116,000 "
22,"1,864,000 ","939,000 ","925,000 ","1,646,000 ","836,000 ","810,000 ","218,000 ","103,000 ","115,000 "
23,"1,844,000 ","933,000 ","911,000 ","1,629,000 ","831,000 ","798,000 ","215,000 ","102,000 ","113,000 "
24,"1,811,000 ","922,000 ","889,000 ","1,602,000 ","822,000 ","780,000 ","209,000 ","100,000 ","109,000 "
25,"1,780,000 ","911,000 ","869,000 ","1,576,000 ","813,000 ","763,000 ","204,000 ","98,000 ","106,000 "
26,"1,746,000 ","900,000 ","846,000 ","1,548,000 ","804,000 ","744,000 ","198,000 ","96,000 ","102,000 "
27,"1,707,000 ","884,000 ","823,000 ","1,516,000 ","791,000 ","725,000 ","191,000 ","93,000 ","98,000 "
28,"1,657,000 ","861,000 ","796,000 ","1,476,000 ","772,000 ","704,000 ","181,000 ","89,000 ","92,000 "
29,"1,601,000 ","833,000 ","768,000 ","1,431,000 ","749,000 ","682,000 ","170,000 ","84,000 ","86,000 "
30,"1,544,000 ","805,000 ","739,000 ","1,385,000 ","726,000 ","659,000 ","159,000 ","79,000 ","80,000 "
31,"1,482,000 ","774,000 ","708,000 ","1,335,000 ","700,000 ","635,000 ","147,000 ","74,000 ","73,000 "
32,"1,435,000 ","751,000 ","684,000 ","1,297,000 ","681,000 ","616,000 ","138,000 ","70,000 ","68,000 "
33,"1,413,000 ","741,000 ","672,000 ","1,276,000 ","671,000 ","605,000 ","137,000 ","70,000 ","67,000 "
34,"1,407,000 ","739,000 ","668,000 ","1,266,000 ","667,000 ","599,000 ","141,000 ","72,000 ","69,000 "
35,"1,398,000 ","735,000 ","663,000 ","1,254,000 ","661,000 ","593,000 ","144,000 ","74,000 ","70,000 "
36,"1,392,000 ","733,000 ","659,000 ","1,245,000 ","657,000 ","588,000 ","147,000 ","76,000 ","71,000 "
37,"1,370,000 ","722,000 ","648,000 ","1,223,000 ","646,000 ","577,000 ","147,000 ","76,000 ","71,000 "
38,"1,322,000 ","697,000 ","625,000 ","1,183,000 ","625,000 ","558,000 ","139,000 ","72,000 ","67,000 "
39,"1,260,000 ","664,000 ","596,000 ","1,132,000 ","598,000 ","534,000 ","128,000 ","66,000 ","62,000 "
40,"1,200,000 ","632,000 ","568,000 ","1,083,000 ","572,000 ","511,000 ","117,000 ","60,000 ","57,000 "
41,"1,139,000 ","600,000 ","539,000 ","1,034,000 ","546,000 ","488,000 ","105,000 ","54,000 ","51,000 "
42,"1,087,000 ","573,000 ","514,000 ","990,000 ","523,000 ","467,000 ","97,000 ","50,000 ","47,000 "
43,"1,054,000 ","557,000 ","497,000 ","960,000 ","508,000 ","452,000 ","94,000 ","49,000 ","45,000 "
44,"1,030,000 ","546,000 ","484,000 ","937,000 ","497,000 ","440,000 ","93,000 ","49,000 ","44,000 "
45,"1,003,000 ","533,000 ","470,000 ","911,000 ","484,000 ","427,000 ","92,000 ","49,000 ","43,000 "
46,"975,000 ","520,000 ","455,000 ","884,000 ","471,000 ","413,000 ","91,000 ","49,000 ","42,000 "
47,"950,000 ","509,000 ","441,000 ","861,000 ","460,000 ","401,000 ","89,000 ","49,000 ","40,000 "
48,"928,000 ","498,000 ","430,000 ","841,000 ","450,000 ","391,000 ","87,000 ","48,000 ","39,000 "
49,"906,000 ","488,000 ","418,000 ","823,000 ","442,000 ","381,000 ","83,000 ","46,000 ","37,000 "
50,"885,000 ","478,000 ","407,000 ","805,000 ","433,000 ","372,000 ","80,000 ","45,000 ","35,000 "
51,"867,000 ","470,000 ","397,000 ","790,000 ","426,000 ","364,000 ","77,000 ","44,000 ","33,000 "
52,"838,000 ","455,000 ","383,000 ","765,000 ","413,000 ","352,000 ","73,000 ","42,000 ","31,000 "
53,"791,000 ","429,000 ","362,000 ","723,000 ","390,000 ","333,000 ","68,000 ","39,000 ","29,000 "
54,"732,000 ","396,000 ","336,000 ","671,000 ","361,000 ","310,000 ","61,000 ","35,000 ","26,000 "
55,"677,000 ","365,000 ","312,000 ","622,000 ","334,000 ","288,000 ","55,000 ","31,000 ","24,000 "
56,"618,000 ","332,000 ","286,000 ","570,000 ","305,000 ","265,000 ","48,000 ","27,000 ","21,000 "
57,"573,000 ","306,000 ","267,000 ","530,000 ","282,000 ","248,000 ","43,000 ","24,000 ","19,000 "
58,"546,000 ","291,000 ","255,000 ","505,000 ","268,000 ","237,000 ","41,000 ","23,000 ","18,000 "
59,"536,000 ","285,000 ","251,000 ","493,000 ","261,000 ","232,000 ","43,000 ","24,000 ","19,000 "
60,"521,000 ","276,000 ","245,000 ","478,000 ","252,000 ","226,000 ","43,000 ","24,000 ","19,000 "
61,"508,000 ","268,000 ","240,000 ","465,000 ","244,000 ","221,000 ","43,000 ","24,000 ","19,000 "
62,"492,000 ","259,000 ","233,000 ","449,000 ","235,000 ","214,000 ","43,000 ","24,000 ","19,000 "
63,"466,000 ","244,000 ","222,000 ","426,000 ","222,000 ","204,000 ","40,000 ","22,000 ","18,000 "
64,"435,000 ","227,000 ","208,000 ","399,000 ","207,000 ","192,000 ","36,000 ","20,000 ","16,000 "
65,"407,000 ","212,000 ","195,000 ","375,000 ","194,000 ","181,000 ","32,000 ","18,000 ","14,000 "
66,"379,000 ","196,000 ","183,000 ","350,000 ","180,000 ","170,000 ","29,000 ","16,000 ","13,000 "
67,"354,000 ","183,000 ","171,000 ","327,000 ","168,000 ","159,000 ","27,000 ","15,000 ","12,000 "
68,"326,000 ","168,000 ","158,000 ","303,000 ","155,000 ","148,000 ","23,000 ","13,000 ","10,000 "
69,"302,000 ","155,000 ","147,000 ","281,000 ","143,000 ","138,000 ","21,000 ","12,000 ","9,000 "
70,"277,000 ","141,000 ","136,000 ","258,000 ","131,000 ","127,000 ","19,000 ","10,000 ","9,000 "
71,"253,000 ","128,000 ","125,000 ","236,000 ","119,000 ","117,000 ","17,000 ","9,000 ","8,000 "
72,"234,000 ","118,000 ","116,000 ","217,000 ","109,000 ","108,000 ","17,000 ","9,000 ","8,000 "
73,"213,000 ","107,000 ","106,000 ","197,000 ","99,000 ","98,000 ","16,000 ","8,000 ","8,000 "
74,"197,000 ","98,000 ","99,000 ","180,000 ","90,000 ","90,000 ","17,000 ","8,000 ","9,000 "
75+,"1,227,000 ","592,000 ","635,000 ","1,127,000 ","544,000 ","583,000 ","100,000 ","48,000 ","52,000 "
,,,,,,,,,
"Notes about the National Population Estimates by Age, Sex, and Race:  1900 to 1979",,,,,,,,,
,,,,,,,,,
"The worksheets for 1900-1929 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.  Unrounded data for these years is not available.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1930-1939 represent the resident population of the United States, by single year of age (0 to 75+), race (White, Nonwhite), and sex.  Data for these years exclude the Armed Forces overseas and the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1940-1949 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years exclude the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1950-1959 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Nonwhite), and sex.  Data for these years include the population residing in Alaska and Hawaii.",,,,,,,,,
,,,,,,,,,
"The worksheets for 1960-1979 represent the resident population plus Armed Forces overseas of the United States, by single year of age (0 to 85+), race (White, Black, and Other races), and sex.",,,,,,,,,
,,,,,,,,,
"Source:  U.S. Census Bureau, Population Division",,,,,,,,,
"Internet Release date:  October 1, 2004",,,,,,,,,
