place_name,dcid
03014 Alacant/Alicante,wikidataId/Q11959
04013 Almería,wikidataId/Q10400
28013 Aranjuez,wikidataId/Q486792
28014 Arganda del Rey,wikidataId/Q497692
38006 Arona,wikidataId/Q698246
35004 Arrecife,wikidataId/Q647543
05019 Ávila,wikidataId/Q15688
33004 Avilés,wikidataId/Q14649
06015 Badajoz,wikidataId/Q15679
08015 Badalona,wikidataId/Q15468
48013 Barakaldo,wikidataId/Q487801
08019 Barcelona,wikidataId/Q1492
48015 Basauri,wikidataId/Q765496
29025 Benalmádena,wikidataId/Q488869
03031 Benidorm,wikidataId/Q487981
48020 Bilbao,wikidataId/Q8692
28022 Boadilla del Monte,wikidataId/Q1641013
09059 Burgos,wikidataId/Q9580
10037 Cáceres,wikidataId/Q15678
11012 Cádiz,wikidataId/Q15682
07011 Calvià,wikidataId/Q491786
30016 Cartagena,wikidataId/Q162615
08056 Castelldefels,wikidataId/Q15597
12040 Castelló de la Plana,wikidataId/Q15092
08266 Cerdanyola del Vallès,wikidataId/Q13922
51001 Ceuta,
11015 Chiclana de la Frontera,wikidataId/Q277302
13034 Ciudad Real,wikidataId/Q15093
28047 Collado Villalba,wikidataId/Q735759
28045 Colmenar Viejo,wikidataId/Q55480
14021 Córdoba,wikidataId/Q5818
08073 Cornellà de Llobregat,wikidataId/Q15602
"15030 Coruña, A",wikidataId/Q8757
28049 Coslada,wikidataId/Q164197
16078 Cuenca,wikidataId/Q15098
20069 Donostia/San Sebastián,wikidataId/Q10313
41038 Dos Hermanas,wikidataId/Q489205
07026 Eivissa,wikidataId/Q473914
"04902 Ejido, El",wikidataId/Q493933
03065 Elx/Elche,wikidataId/Q10509
03066 Elda,wikidataId/Q608985
29051 Estepona,wikidataId/Q492748
15036 Ferrol,wikidataId/Q485329
29054 Fuengirola,wikidataId/Q492735
28058 Fuenlabrada,wikidataId/Q54902
46131 Gandia,wikidataId/Q33532
28065 Getafe,wikidataId/Q8802
48044 Getxo,wikidataId/Q492420
33024 Gijón,wikidataId/Q12273
17079 Girona,wikidataId/Q7038
18087 Granada,wikidataId/Q8810
38017 Granadilla de Abona,wikidataId/Q943431
08096 Granollers,wikidataId/Q15420
19130 Guadalajara,wikidataId/Q11953
"08101 Hospitalet de Llobregat, L'",wikidataId/Q15470
21041 Huelva,wikidataId/Q12246
22125 Huesca,wikidataId/Q11967
20045 Irun,wikidataId/Q200201
23050 Jaén,wikidataId/Q15681
11020 Jerez de la Frontera,wikidataId/Q12303
28074 Leganés,wikidataId/Q77433
24089 León,wikidataId/Q15699
23055 Linares,wikidataId/Q281272
"11022 Línea de la Concepción, La",wikidataId/Q13148
25120 Lleida,wikidataId/Q23995898
26089 Logroño,wikidataId/Q14325
30024 Lorca,wikidataId/Q47571
27028 Lugo,wikidataId/Q1069100
28079 Madrid,wikidataId/Q2807
28080 Majadahonda,wikidataId/Q427505
29067 Málaga,wikidataId/Q8851
08113 Manresa,wikidataId/Q16697
29069 Marbella,wikidataId/Q484799
08121 Mataró,wikidataId/Q11492
52001 Melilla,wikidataId/Q23984135
06083 Mérida,wikidataId/Q14323
29070 Mijas,wikidataId/Q492744
30027 Molina de Segura,wikidataId/Q917883
08124 Mollet del Vallès,wikidataId/Q15430
28092 Móstoles,wikidataId/Q187826
18140 Motril,wikidataId/Q210093
30030 Murcia,wikidataId/Q12225
03099 Orihuela,wikidataId/Q24008496
32054 Ourense,wikidataId/Q99151
33044 Oviedo,wikidataId/Q14317
34120 Palencia,wikidataId/Q8378
07040 Palma,wikidataId/Q8826
"35016 Palmas de Gran Canaria, Las",wikidataId/Q11974
31201 Pamplona/Iruña,wikidataId/Q10282
28106 Parla,wikidataId/Q824651
46190 Paterna,wikidataId/Q23042
28113 Pinto,wikidataId/Q909718
24115 Ponferrada,wikidataId/Q12164
36038 Pontevedra,wikidataId/Q12411
28115 Pozuelo de Alarcón,wikidataId/Q639422
"08169 Prat de Llobregat, El",wikidataId/Q15619
"11027 Puerto de Santa María, El",wikidataId/Q203040
13071 Puertollano,wikidataId/Q215822
43123 Reus,wikidataId/Q487096
29082 Rincón de la Victoria,wikidataId/Q1248474
28123 Rivas-Vaciamadrid,wikidataId/Q644481
04079 Roquetas de Mar,wikidataId/Q499184
"28127 Rozas de Madrid, Las",wikidataId/Q592747
08184 Rubí,wikidataId/Q13934
08187 Sabadell,wikidataId/Q12258
46220 Sagunt/Sagunto,wikidataId/Q47483
37274 Salamanca,wikidataId/Q15695
35019 San Bartolomé de Tirajana,wikidataId/Q693258
38023 San Cristóbal de La Laguna,wikidataId/Q54898
11031 San Fernando,wikidataId/Q741765
28134 San Sebastián de los Reyes,wikidataId/Q484717
03122 Sant Vicent del Raspeig/San Vicente del Raspeig,wikidataId/Q491667
11032 Sanlúcar de Barrameda,wikidataId/Q210887
08200 Sant Boi de Llobregat,wikidataId/Q15635
08205 Sant Cugat del Vallès,wikidataId/Q13936
08245 Santa Coloma de Gramenet,wikidataId/Q15473
38038 Santa Cruz de Tenerife,wikidataId/Q14328
35022 Santa Lucía de Tirajana,wikidataId/Q738674
39075 Santander,wikidataId/Q12233
15078 Santiago de Compostela,wikidataId/Q14314
48082 Santurtzi,wikidataId/Q917886
40194 Segovia,wikidataId/Q15684
41091 Sevilla,wikidataId/Q8717
33066 Siero,wikidataId/Q744130
42173 Soria,wikidataId/Q12155
45165 Talavera de la Reina,wikidataId/Q181359
43148 Tarragona,wikidataId/Q15088
35026 Telde,wikidataId/Q55845
08279 Terrassa,wikidataId/Q13939
44216 Teruel,wikidataId/Q14336
45168 Toledo,wikidataId/Q5836
28148 Torrejón de Ardoz,wikidataId/Q489839
39087 Torrelavega,wikidataId/Q494693
29901 Torremolinos,wikidataId/Q492737
46244 Torrent,
03133 Torrevieja,wikidataId/Q221749
41095 Utrera,wikidataId/Q753825
28161 Valdemoro,wikidataId/Q840373
46250 València,wikidataId/Q8818
47186 Valladolid,wikidataId/Q8356
29094 Vélez-Málaga,wikidataId/Q492741
36057 Vigo,wikidataId/Q8745
08301 Viladecans,wikidataId/Q15652
08307 Vilanova i la Geltrú,wikidataId/Q15553
12135 Vila-real,wikidataId/Q12292
01059 Vitoria-Gasteiz,wikidataId/Q14318
49275 Zamora,wikidataId/Q15696
50297 Zaragoza,wikidataId/Q10305
01001 Alegría-Dulantzi,wikidataId/Q1330796
01002 Amurrio,wikidataId/Q481760
01003 Aramaio,wikidataId/Q976743
01004 Artziniega,wikidataId/Q24004398
01006 Armiñón,wikidataId/Q1113519
01008 Arratzua-Ubarrundia,wikidataId/Q1368923
01009 Asparrena,wikidataId/Q1368957
01010 Ayala/Aiara,wikidataId/Q1368772
01011 Baños de Ebro/Mañueta,wikidataId/Q1382239
01013 Barrundia,wikidataId/Q961216
01014 Berantevilla,wikidataId/Q1368868
01016 Bernedo,wikidataId/Q1368822
01017 Campezo/Kanpezu,wikidataId/Q1373973
01018 Zigoitia,wikidataId/Q1443528
01019 Kripan,wikidataId/Q1369053
01020 Kuartango,wikidataId/Q1368846
01021 Elburgo/Burgelu,wikidataId/Q1382246
01022 Elciego,wikidataId/Q1368834
01023 Elvillar/Bilar,wikidataId/Q1368805
01027 Iruraiz-Gauna,wikidataId/Q1443812
01028 Labastida/Bastida,wikidataId/Q1155351
01030 Lagrán,wikidataId/Q1382223
01031 Laguardia,wikidataId/Q303629
01032 Lanciego/Lantziego,wikidataId/Q1443959
01033 Lapuebla de Labarca,wikidataId/Q1445242
01034 Leza,wikidataId/Q24008397
01036 Laudio/Llodio,wikidataId/Q676903
01037 Arraia-Maeztu,wikidataId/Q1369040
01039 Moreda de Álava/Moreda Araba,wikidataId/Q24008395
01041 Navaridas,wikidataId/Q1442870
01042 Okondo,wikidataId/Q1368782
01043 Oyón-Oion,wikidataId/Q581589
01044 Peñacerrada-Urizaharra,wikidataId/Q1452675
01046 Erriberagoitia/Ribera Alta,wikidataId/Q1633915
01047 Ribera Baja/Erriberabeitia,wikidataId/Q1445256
01049 Añana,wikidataId/Q1113405
01051 Agurain/Salvatierra,wikidataId/Q398698
01052 Samaniego,wikidataId/Q943857
01053 San Millán/Donemiliaga,wikidataId/Q1616072
01054 Urkabustaiz,wikidataId/Q1445218
01055 Valdegovía/Gaubea,wikidataId/Q1452684
01056 Harana/Valle de Arana,wikidataId/Q1382230
01057 Villabuena de Álava/Eskuernaga,wikidataId/Q1443518
01058 Legutio,wikidataId/Q1611490
01060 Yécora/Iekora,wikidataId/Q1443585
01061 Zalduondo,wikidataId/Q1443609
01062 Zambrana,wikidataId/Q24008390
01063 Zuia,wikidataId/Q228613
01901 Iruña Oka/Iruña de Oca,wikidataId/Q1382293
01902 Lantarón,wikidataId/Q1447382
02001 Abengibre,wikidataId/Q559227
02002 Alatoz,wikidataId/Q24008387
02004 Albatana,wikidataId/Q559221
02005 Alborea,wikidataId/Q559216
02006 Alcadozo,wikidataId/Q559134
02007 Alcalá del Júcar,wikidataId/Q559148
02008 Alcaraz,wikidataId/Q24008382
02009 Almansa,wikidataId/Q24008381
02010 Alpera,wikidataId/Q559144
02011 Ayna,wikidataId/Q1606086
02012 Balazote,wikidataId/Q574364
02013 Balsa de Ves,wikidataId/Q1606095
"02014 Ballestero, El",wikidataId/Q575814
02015 Barrax,wikidataId/Q24008375
02016 Bienservida,wikidataId/Q574369
02017 Bogarra,wikidataId/Q1606133
02018 Bonete,wikidataId/Q31913839
"02019 Bonillo, El",wikidataId/Q54883
02020 Carcelén,wikidataId/Q24008371
02021 Casas de Juan Núñez,wikidataId/Q574366
02022 Casas de Lázaro,wikidataId/Q574370
02023 Casas de Ves,wikidataId/Q1606156
02024 Casas-Ibáñez,wikidataId/Q575715
02025 Caudete,wikidataId/Q1606055
02026 Cenizate,wikidataId/Q575811
02027 Corral-Rubio,wikidataId/Q575718
02028 Cotillas,wikidataId/Q575722
02029 Chinchilla de Monte-Aragón,wikidataId/Q575893
02030 Elche de la Sierra,wikidataId/Q575812
02031 Férez,wikidataId/Q782032
02032 Fuensanta,wikidataId/Q1635176
02033 Fuente-Álamo,wikidataId/Q599774
02034 Fuentealbilla,wikidataId/Q389171
"02035 Gineta, La",wikidataId/Q1614683
02036 Golosalvo,wikidataId/Q1373963
02037 Hellín,wikidataId/Q842652
"02038 Herrera, La",wikidataId/Q582784
02039 Higueruela,wikidataId/Q1615193
02040 Hoya-Gonzalo,wikidataId/Q1623088
02041 Jorquera,wikidataId/Q1633451
02042 Letur,wikidataId/Q582823
02043 Lezuza,wikidataId/Q582778
02044 Liétor,wikidataId/Q582808
02045 Madrigueras,wikidataId/Q582891
02046 Mahora,wikidataId/Q24008470
02047 Masegoso,wikidataId/Q384843
02048 Minaya,wikidataId/Q23984186
02049 Molinicos,wikidataId/Q192390
02050 Montalvos,wikidataId/Q1623045
02051 Montealegre del Castillo,wikidataId/Q593904
02052 Motilleja,wikidataId/Q593895
02053 Munera,wikidataId/Q941956
02054 Navas de Jorquera,wikidataId/Q593516
02055 Nerpio,wikidataId/Q593528
02056 Ontur,wikidataId/Q1614888
02057 Ossa de Montiel,wikidataId/Q593918
02058 Paterna del Madera,wikidataId/Q683624
02059 Peñascosa,wikidataId/Q1614899
02060 Peñas de San Pedro,wikidataId/Q24008458
02061 Pétrola,wikidataId/Q24008457
02062 Povedilla,wikidataId/Q605270
02063 Pozohondo,wikidataId/Q1623146
02064 Pozo-Lorente,wikidataId/Q605229
02065 Pozuelo,wikidataId/Q605218
"02066 Recueja, La",wikidataId/Q582911
02067 Riópar,wikidataId/Q605263
02068 Robledo,wikidataId/Q1615209
"02069 Roda, La",wikidataId/Q630706
02070 Salobre,wikidataId/Q24008449
02071 San Pedro,
02072 Socovos,wikidataId/Q652654
02073 Tarazona de la Mancha,wikidataId/Q611263
02074 Tobarra,wikidataId/Q1622986
02075 Valdeganga,wikidataId/Q54877
02076 Vianos,wikidataId/Q609870
02077 Villa de Ves,wikidataId/Q609882
02078 Villalgordo del Júcar,wikidataId/Q611274
02079 Villamalea,wikidataId/Q609894
02080 Villapalacios,wikidataId/Q615093
02081 Villarrobledo,wikidataId/Q82030
02082 Villatoya,wikidataId/Q24008439
02083 Villavaliente,wikidataId/Q615067
02084 Villaverde de Guadalimar,wikidataId/Q615103
02085 Viveros,wikidataId/Q24008436
02086 Yeste,wikidataId/Q618586
02901 Pozo Cañada,wikidataId/Q605265
"03001 Atzúbia, l'",wikidataId/Q618588
03002 Agost,wikidataId/Q1228383
03003 Agres,wikidataId/Q1753479
03004 Aigües,wikidataId/Q618657
03005 Albatera,wikidataId/Q618585
03006 Alcalalí,wikidataId/Q619496
03007 Alcosser,wikidataId/Q619130
03008 Alcoleja,wikidataId/Q619123
03010 Alfafara,wikidataId/Q619122
"03011 Alfàs del Pi, l'",wikidataId/Q619126
03012 Algorfa,wikidataId/Q954749
03013 Algueña,wikidataId/Q620867
03015 Almoradí,wikidataId/Q620600
03016 Almudaina,wikidataId/Q5403649
"03017 Alqueria d'Asnar, l'",wikidataId/Q621092
03018 Altea,wikidataId/Q436491
03019 Aspe,wikidataId/Q24008424
03020 Balones,wikidataId/Q24008423
03021 Banyeres de Mariola,wikidataId/Q621626
03022 Benasau,wikidataId/Q24008422
03023 Beneixama,wikidataId/Q621622
03024 Benejúzar,wikidataId/Q1752438
03025 Benferri,wikidataId/Q1751451
03026 Beniarbeig,wikidataId/Q1649859
03027 Beniardà,wikidataId/Q1770182
03028 Beniarrés,wikidataId/Q621839
03029 Benigembla,wikidataId/Q1763714
03030 Benidoleig,wikidataId/Q1753061
03032 Benifallim,wikidataId/Q930303
03033 Benifato,wikidataId/Q370955
03034 Benijófar,wikidataId/Q24008418
03035 Benilloba,wikidataId/Q1770091
03036 Benillup,wikidataId/Q1771932
03037 Benimantell,wikidataId/Q1752443
03038 Benimarfull,wikidataId/Q1770942
03039 Benimassot,wikidataId/Q1770191
03040 Benimeli,wikidataId/Q1637136
03041 Benissa,wikidataId/Q1649406
"03042 Poble Nou de Benitatxell, el/Benitachell",wikidataId/Q817349
03043 Biar,wikidataId/Q1763764
03044 Bigastro,wikidataId/Q1763754
03045 Bolulla,wikidataId/Q891663
03046 Busot,wikidataId/Q1749271
03047 Calp,wikidataId/Q671272
03048 Callosa d'en Sarrià,wikidataId/Q1770160
03049 Callosa de Segura,wikidataId/Q1750915
"03050 Campello, el",wikidataId/Q842224
"03051 Camp de Mirra, el/Campo de Mirra",wikidataId/Q1553410
03052 Cañada,
03053 Castalla,wikidataId/Q1646122
03054 Castell de Castells,wikidataId/Q1753070
03055 Catral,wikidataId/Q24008525
03056 Cocentaina,wikidataId/Q1231003
03057 Confrides,wikidataId/Q1768778
03058 Cox,wikidataId/Q1640230
03059 Crevillent,wikidataId/Q1616611
03060 Quatretondeta,wikidataId/Q1768829
03061 Daya Nueva,wikidataId/Q1752092
03062 Daya Vieja,wikidataId/Q1768811
03063 Dénia,wikidataId/Q646725
03064 Dolores,wikidataId/Q782158
03067 Fageca,wikidataId/Q426123
03068 Famorca,wikidataId/Q1751994
03069 Finestrat,wikidataId/Q1646107
03070 Formentera del Segura,wikidataId/Q1768790
03071 Gata de Gorgos,wikidataId/Q376236
03072 Gaianes,wikidataId/Q1768853
03073 Gorga,wikidataId/Q1769746
03074 Granja de Rocamora,wikidataId/Q1769353
"03075 Castell de Guadalest, el",wikidataId/Q984526
03076 Guardamar del Segura,wikidataId/Q927965
"03077 Fondó de les Neus, el/Hondón de las Nieves",wikidataId/Q1768905
03078 Hondón de los Frailes,wikidataId/Q1985343
03079 Ibi,wikidataId/Q24008508
03080 Jacarilla,wikidataId/Q1768912
03081 Xaló,wikidataId/Q1752098
03082 Xàbia/Jávea,wikidataId/Q851020
03083 Xixona/Jijona,wikidataId/Q747527
"03084 Orxa, l'/Lorcha",wikidataId/Q1770128
03085 Llíber,wikidataId/Q533769
03086 Millena,wikidataId/Q24008503
03088 Monforte del Cid,wikidataId/Q1769358
03089 Monòver/Monóvar,wikidataId/Q1645615
03090 Mutxamel,wikidataId/Q1631458
03091 Murla,wikidataId/Q1985301
03092 Muro de Alcoy,wikidataId/Q1768714
03093 Novelda,wikidataId/Q983473
"03094 Nucia, la",wikidataId/Q984403
03095 Ondara,wikidataId/Q290824
03096 Onil,wikidataId/Q587785
03097 Orba,wikidataId/Q983550
03098 Orxeta,wikidataId/Q1768824
03100 Parcent,wikidataId/Q984818
03101 Pedreguer,wikidataId/Q1750923
03102 Pego,wikidataId/Q102835
03103 Penàguila,wikidataId/Q1995277
03104 Petrer,wikidataId/Q1751353
"03105 Pinós, el/Pinoso",wikidataId/Q1751965
03106 Planes,wikidataId/Q24008492
03107 Polop,wikidataId/Q1768847
03109 Rafal,wikidataId/Q24008490
"03110 Ràfol d'Almúnia, el",wikidataId/Q1983198
03111 Redován,wikidataId/Q24008547
03112 Relleu,wikidataId/Q1751262
03113 Rojales,wikidataId/Q606240
"03114 Romana, la",wikidataId/Q1752019
03115 Sagra,wikidataId/Q1995214
03116 Salinas,wikidataId/Q1993759
03117 Sanet y Negrals,wikidataId/Q1983216
03118 San Fulgencio,wikidataId/Q2074405
03119 Sant Joan d'Alacant,wikidataId/Q740204
03120 San Miguel de Salinas,wikidataId/Q984531
03121 Santa Pola,wikidataId/Q257707
03123 Sax,wikidataId/Q1553513
03124 Sella,wikidataId/Q24008541
03125 Senija,wikidataId/Q1983238
03127 Tàrbena,wikidataId/Q1766232
03128 Teulada,wikidataId/Q521633
03129 Tibi,wikidataId/Q24009382
03130 Tollos,wikidataId/Q1750925
03131 Tormos,wikidataId/Q578908
"03132 Torre de les Maçanes, la/Torremanzanas",wikidataId/Q1641908
"03134 Vall d'Alcalà, la",wikidataId/Q1770167
"03135 Vall d'Ebo, la",wikidataId/Q1983371
"03136 Vall de Gallinera, la",wikidataId/Q1768862
"03137 Vall de Laguar, la",wikidataId/Q1983231
"03138 Verger, el",wikidataId/Q1751998
"03139 Vila Joiosa, la/Villajoyosa",wikidataId/Q935589
03140 Villena,wikidataId/Q502249
"03901 Poblets, els",wikidataId/Q987444
03902 Pilar de la Horadada,wikidataId/Q956513
"03903 Montesinos, Los",wikidataId/Q1983327
03904 San Isidro,wikidataId/Q6118924
04001 Abla,wikidataId/Q322064
04002 Abrucena,wikidataId/Q1110408
04003 Adra,wikidataId/Q49562
04004 Albánchez,wikidataId/Q1358190
04005 Alboloduy,wikidataId/Q1444150
04006 Albox,wikidataId/Q1404671
04007 Alcolea,wikidataId/Q1444083
04008 Alcóntar,wikidataId/Q1370152
04009 Alcudia de Monteagud,wikidataId/Q596058
04010 Alhabia,wikidataId/Q1444015
04011 Alhama de Almería,wikidataId/Q583010
04012 Alicún,wikidataId/Q24009354
04014 Almócita,wikidataId/Q736985
04015 Alsodux,wikidataId/Q1444197
04016 Antas,wikidataId/Q1444119
04017 Arboleas,wikidataId/Q24009349
04018 Armuña de Almanzora,wikidataId/Q1358156
04019 Bacares,wikidataId/Q1157977
04020 Bayárcal,wikidataId/Q1358116
04021 Bayarque,wikidataId/Q1358082
04022 Bédar,wikidataId/Q613454
04023 Beires,wikidataId/Q967096
04024 Benahadux,wikidataId/Q1157968
04026 Benitagla,wikidataId/Q1161460
04027 Benizalón,wikidataId/Q1444189
04028 Bentarique,wikidataId/Q1358058
04029 Berja,wikidataId/Q24009401
04030 Canjáyar,wikidataId/Q1157972
04031 Cantoria,wikidataId/Q1358268
04032 Carboneras,wikidataId/Q24009398
04033 Castro de Filabres,wikidataId/Q1407470
04034 Cóbdar,wikidataId/Q1358142
04035 Cuevas del Almanzora,wikidataId/Q1048762
04036 Chercos,wikidataId/Q1358286
04037 Chirivel,wikidataId/Q1048769
04038 Dalías,wikidataId/Q1110389
04041 Enix,wikidataId/Q947285
04043 Felix,wikidataId/Q1358222
04044 Fines,wikidataId/Q668962
04045 Fiñana,wikidataId/Q1157964
04046 Fondón,wikidataId/Q1358351
04047 Gádor,wikidataId/Q940842
"04048 Gallardos, Los",wikidataId/Q1407152
04049 Garrucha,wikidataId/Q1407478
04050 Gérgal,wikidataId/Q1358171
04051 Huécija,wikidataId/Q695550
04052 Huércal de Almería,wikidataId/Q5277
04053 Huércal-Overa,wikidataId/Q1372614
04054 Íllar,wikidataId/Q1157982
04055 Instinción,wikidataId/Q1358130
04056 Laroya,wikidataId/Q1358100
04057 Laujar de Andarax,wikidataId/Q695536
04058 Líjar,wikidataId/Q1358320
04059 Lubrín,wikidataId/Q629609
04060 Lucainena de las Torres,wikidataId/Q1358027
04061 Lúcar,wikidataId/Q1358237
04062 Macael,wikidataId/Q1161455
04063 María,wikidataId/Q1157981
04064 Mojácar,wikidataId/Q496968
04065 Nacimiento,wikidataId/Q1632018
04066 Níjar,wikidataId/Q23982180
04067 Ohanes,wikidataId/Q1445206
04068 Olula de Castro,wikidataId/Q1445226
04069 Olula del Río,wikidataId/Q1358205
04070 Oria,wikidataId/Q1444097
04071 Padules,wikidataId/Q1447755
04072 Partaloa,wikidataId/Q1451150
04073 Paterna del Río,wikidataId/Q1447785
04074 Pechina,wikidataId/Q1447741
04075 Pulpí,wikidataId/Q1157960
04076 Purchena,wikidataId/Q1445232
04077 Rágol,wikidataId/Q1601826
04078 Rioja,wikidataId/Q1444073
04080 Santa Cruz de Marchena,wikidataId/Q1611733
04081 Santa Fe de Mondújar,wikidataId/Q1611790
04082 Senés,wikidataId/Q1628441
04083 Serón,wikidataId/Q1606427
04084 Sierro,wikidataId/Q24009369
04085 Somontín,wikidataId/Q1628474
04086 Sorbas,wikidataId/Q842658
04087 Suflí,wikidataId/Q1605856
04088 Tabernas,wikidataId/Q1444062
04089 Taberno,wikidataId/Q1611880
04090 Tahal,wikidataId/Q24009363
04091 Terque,wikidataId/Q1611807
04092 Tíjola,wikidataId/Q284894
04093 Turre,wikidataId/Q1358302
04094 Turrillas,wikidataId/Q1406739
04095 Uleila del Campo,wikidataId/Q1447729
04096 Urrácal,wikidataId/Q1611758
04097 Velefique,wikidataId/Q980597
04098 Vélez-Blanco,wikidataId/Q576710
04099 Vélez-Rubio,wikidataId/Q1110343
04100 Vera,wikidataId/Q1157971
04101 Viator,wikidataId/Q1444040
04102 Vícar,wikidataId/Q1110397
04103 Zurgena,wikidataId/Q1110365
"04901 Tres Villas, Las",wikidataId/Q1447770
"04903 Mojonera, La",wikidataId/Q1407170
04904 Balanegra,wikidataId/Q5717072
05001 Adanero,wikidataId/Q1404668
"05002 Adrada, La",wikidataId/Q1606366
05005 Albornos,wikidataId/Q24009289
05007 Aldeanueva de Santa Cruz,wikidataId/Q1606518
05008 Aldeaseca,wikidataId/Q1606067
"05010 Aldehuela, La",wikidataId/Q931524
05012 Amavida,wikidataId/Q24009281
"05013 Arenal, El",wikidataId/Q355580
05014 Arenas de San Pedro,wikidataId/Q641669
05015 Arevalillo,wikidataId/Q1606604
05016 Arévalo,wikidataId/Q476793
05017 Aveinte,wikidataId/Q1445425
05018 Avellaneda,wikidataId/Q1638099
"05021 Barco de Ávila, El",wikidataId/Q1381880
"05022 Barraco, El",wikidataId/Q1618246
05023 Barromán,wikidataId/Q1606213
05024 Becedas,wikidataId/Q24009261
05025 Becedillas,wikidataId/Q1606676
05026 Bercial de Zapardiel,wikidataId/Q1620352
"05027 Berlanas, Las",wikidataId/Q1632805
05029 Bernuy-Zapardiel,wikidataId/Q1606710
05030 Berrocalejo de Aragona,wikidataId/Q1601818
05033 Blascomillán,wikidataId/Q1620327
05034 Blasconuño de Matacabras,wikidataId/Q1601802
05035 Blascosancho,wikidataId/Q1606949
"05036 Bohodón, El",wikidataId/Q1606791
05037 Bohoyo,wikidataId/Q1620302
05038 Bonilla de la Sierra,wikidataId/Q1606930
05039 Brabos,wikidataId/Q1606658
05040 Bularros,wikidataId/Q527794
05041 Burgohondo,wikidataId/Q1601831
05042 Cabezas de Alambre,wikidataId/Q1607109
05043 Cabezas del Pozo,wikidataId/Q24009233
05044 Cabezas del Villar,wikidataId/Q1620309
05045 Cabizuela,wikidataId/Q1620291
05046 Canales,wikidataId/Q739619
05047 Candeleda,wikidataId/Q1442696
05048 Cantiveros,wikidataId/Q24009223
05049 Cardeñosa,wikidataId/Q24009222
"05051 Carrera, La",wikidataId/Q1775460
05052 Casas del Puerto,wikidataId/Q658732
05053 Casasola,wikidataId/Q1757653
05054 Casavieja,wikidataId/Q1445437
05055 Casillas,wikidataId/Q1645641
05056 Castellanos de Zapardiel,wikidataId/Q378230
05057 Cebreros,wikidataId/Q642073
05058 Cepeda la Mora,wikidataId/Q818921
05059 Cillán,wikidataId/Q24009215
05060 Cisla,wikidataId/Q24009214
"05061 Colilla, La",wikidataId/Q1632389
05062 Collado de Contreras,wikidataId/Q680439
05063 Collado del Mirón,wikidataId/Q1607852
05064 Constanzana,wikidataId/Q1618221
05065 Crespos,wikidataId/Q12386724
05066 Cuevas del Valle,wikidataId/Q1607095
05067 Chamartín,wikidataId/Q1766348
05069 Donjimeno,wikidataId/Q24009207
05070 Donvidas,wikidataId/Q1445375
05072 Espinosa de los Caballeros,wikidataId/Q1607809
05073 Flores de Ávila,wikidataId/Q1618199
05074 Fontiveros,wikidataId/Q1442826
05075 Fresnedilla,wikidataId/Q1632633
"05076 Fresno, El",wikidataId/Q1618234
05077 Fuente el Saúz,wikidataId/Q1632710
05078 Fuentes de Año,wikidataId/Q1632373
05079 Gallegos de Altamiros,wikidataId/Q1611017
05080 Gallegos de Sobrinos,wikidataId/Q1611031
05081 Garganta del Villar,wikidataId/Q1609897
05082 Gavilanes,wikidataId/Q1632837
05083 Gemuño,wikidataId/Q24009198
05084 Gilbuena,wikidataId/Q1632743
05085 Gil García,wikidataId/Q583073
05086 Gimialcón,wikidataId/Q1632465
05087 Gotarrendura,wikidataId/Q842702
05088 Grandes y San Martín,wikidataId/Q1607911
