Count_Inpatient,Count_Inpatient_Deceased_AsFractionOf_Count_Inpatient,Count_Outpatient,Count_Outpatient_AYUSH,Count_SurgicalProcedure_Major,Count_SurgicalProcedure_Minor,Date,District,lgdCode
34829,1.9,1197743,59967,2975,1019,2019-03,South Andaman,602
387680,0.6,7869346,274587,8214,74205,2019-03,Anantapur,502
412284,0.8,7709899,400535,12982,191610,2019-03,Chittoor,503
256443,0.7,5539051,332203,10640,41608,2019-03,Cuddapah,504
327813,2.7,7886123,78184,14101,124965,2019-03,East Godavari,505
274981,2.2,5997223,149872,14632,112257,2019-03,Guntur,506
198640,2.5,5372943,181114,15127,108607,2019-03,Krishna,510
308053,3.2,6413005,405386,18752,46720,2019-03,Kurnool,511
197278,0.5,4855493,131899,6841,42357,2019-03,Prakasam,517
199521,0.8,3908734,119154,9491,71136,2019-03,Srikakulam,519
315379,1.6,6755133,180188,23857,187649,2019-03,Vishakapatnam,520
226379,0.3,4023241,194824,3569,57388,2019-03,Vizianagaram,521
222325,0.9,6473947,126877,17216,87483,2019-03,West Godavari,523
446,0.4,19815,4823,0,90,2019-03,Anjaw,628
4500,0.1,93376,19020,719,967,2019-03,Changlang,229
112,0,9928,1525,0,97,2019-03,Dibang Valley,230
2341,0,40961,4474,0,21,2019-03,East Kameng,231
10000,1.5,125170,4510,1704,1437,2019-03,East Siang,232
758,0,7509,614,0,67,2019-03,Kra Daadi,677
1800,0,20792,381,0,361,2019-03,Kurung Kumey,233
2289,1.1,59070,5746,17,929,2019-03,Lohit,234
528,0.4,26612,5090,0,141,2019-03,Longding,666
1832,2,63427,2887,0,231,2019-03,Lower Dibang Valley,235
5061,0.5,53489,15217,24,1007,2019-03,Lower Subansiri,236
1071,0.2,57328,7000,18,246,2019-03,Namsai,678
28474,1.6,359552,27009,5116,3390,2019-03,Papum Pare,237
890,0,21396,897,0,318,2019-03,Siang,679
1674,1.1,59941,5771,2,332,2019-03,Tawang,238
1374,1.6,30441,8961,,706,2019-03,Tirap,239
1359,0,32383,3455,45,312,2019-03,Upper Siang,240
2286,0.8,64371,5000,73,259,2019-03,Upper Subansiri,241
2505,0.6,98046,4884,20,296,2019-03,West Kameng,242
1778,0.4,80291,6805,140,177,2019-03,West Siang,243
17898,0.2,614989,134388,0,1507,2019-03,Baksa,616
66384,0.4,1513087,102544,3426,1240,2019-03,Barpeta,280
19538,0.8,704085,35294,563,227,2019-03,Bongaigaon,281
108355,0.2,1836609,8730,5418,4406,2019-03,Cachar,282
8331,0.2,353540,2745,45,328,2019-03,Chirang,612
61267,0.5,1032043,75264,1194,534,2019-03,Darrang,283
18980,0.8,615862,51821,409,777,2019-03,Dhemaji,284
77318,0.4,1636417,299001,2856,941,2019-03,Dhubri,285
107906,0.2,2553955,32262,7737,1005,2019-03,Dibrugarh,286
13345,0.9,190326,19677,1041,642,2019-03,Dima Hasao,299
71374,0.5,1057679,244338,7019,4125,2019-03,Goalpara,287
65649,0.6,1245895,49321,2391,537,2019-03,Golaghat,288
37688,0.4,419492,10936,178,1414,2019-03,Hailakandi,289
61872,1.7,1646233,26114,9456,9631,2019-03,Jorhat,290
138479,0,1580690,174184,16216,7185,2019-03,Kamrup M,618
28081,0,1291558,323233,910,1140,2019-03,Kamrup R,291
29253,1,492857,72751,144,152,2019-03,Karbi Anglong,292
43775,1.4,903481,21937,1192,2522,2019-03,Karimganj,293
30594,1.6,564676,43023,3331,529,2019-03,Kokrajhar,294
63983,0.7,1113737,33285,579,327,2019-03,Lakhimpur,295
40773,0.4,1012444,71297,923,0,2019-03,Marigaon,296
91600,0.7,2335490,101485,597,1093,2019-03,Nagaon,297
26152,0.5,810160,173603,2030,469,2019-03,Nalbari,298
57739,0.6,1720221,18069,1050,2091,2019-03,Sibsagar,300
134863,0.2,3494357,116321,7910,1609,2019-03,Sonitpur,301
108763,0.4,1960854,22016,2336,1225,2019-03,Tinsukia,302
19743,0.6,891063,92824,46,458,2019-03,Udalguri,617
73538,0.1,1335223,225045,6053,13086,2019-03,Araria,188
19420,0,367425,160250,2078,3701,2019-03,Arwal,611
100437,0,1464137,216407,8630,31902,2019-03,Banka,190
62532,0.3,2105456,190665,299,981,2019-03,Begusarai,191
132281,1.5,1767766,321429,15893,35174,2019-03,Bhagalpur,192
114852,0.1,1546498,149806,3800,68675,2019-03,Bhojpur,193
34514,0.2,625939,170000,3162,8414,2019-03,Buxar,194
159491,0,3147745,539342,5840,29985,2019-03,Darbhanga,195
115441,0,2439489,502710,8219,28936,2019-03,East Champaran,213
149687,0,3358751,581867,16789,38476,2019-03,Gaya,196
96793,0.4,1179127,563338,6054,13296,2019-03,Gopalganj,197
68309,0,837983,109685,3953,13253,2019-03,Jamui,198
37109,0,808772,309990,3974,23954,2019-03,Jehanabad,199
78998,0.2,1071689,462006,1458,15583,2019-03,Kaimur Bhabua,200
98277,0.3,2293276,174463,8871,34394,2019-03,Katihar,201
79874,0.1,1317282,232960,7181,15322,2019-03,Khagaria,202
107195,0.3,1157235,93420,16741,39345,2019-03,Kishanganj,203
50464,0.1,617662,52611,4453,10753,2019-03,Lakhisarai,204
76164,0.1,1987606,263586,6757,12450,2019-03,Madhepura,205
139154,0.1,2927258,575320,8339,47847,2019-03,Madhubani,206
51052,0.1,1128585,85928,3233,15021,2019-03,Munger,207
132452,1.6,2886129,494721,13189,49405,2019-03,Muzaffarpur,208
161417,0,2794988,487251,13962,115418,2019-03,Nalanda,209
64596,0.4,1101016,176408,7541,15219,2019-03,Nawada,210
173052,5.3,3540048,476680,21355,36566,2019-03,Patna,212
149326,0.4,1852066,227891,2799,17693,2019-03,Purnia,214
85947,0,1878163,291693,2658,14058,2019-03,Rohtas,215
117959,0.2,731276,284443,6750,32339,2019-03,Saharsa,216
217418,0,2032613,449505,11300,49973,2019-03,Samastipur,217
160370,0.1,3086950,490706,6526,45260,2019-03,Saran,218
23770,0,576234,102511,2209,8038,2019-03,Sheikhpura,219
14733,0.2,289834,32808,513,2430,2019-03,Sheohar,220
93503,0,1327656,376408,7707,34084,2019-03,Sitamarhi,221
138877,0,2056735,312183,3635,41188,2019-03,Siwan,222
171771,0.1,1336999,186809,7868,47569,2019-03,Supaul,223
244141,0.1,2814309,406210,11290,61890,2019-03,Vaishali,224
133025,0.8,1543812,143435,2848,23984,2019-03,West Champaran,211
238277,4.9,7124024,227302,78294,285122,2019-03,Chandigarh,044
43783,0.3,757219,11910,1122,1360,2019-03,Balod,646
39799,0.6,702996,8218,3132,1084,2019-03,Baloda Bazar,644
65512,0.6,748181,85021,2179,2136,2019-03,Bastar,374
24196,0.1,461436,893,87,645,2019-03,Bemetra,650
59976,0.2,675359,26233,1547,1762,2019-03,Dantewada,376
60295,0.7,904762,27680,4863,11711,2019-03,Dhamtari,377
130131,0.9,1887731,26930,10473,12670,2019-03,Durg,378
21596,0.6,498957,1211,48,912,2019-03,Gariyaband,645
43118,1.2,694154,24545,966,1560,2019-03,Janjgir Champa,379
54404,0.6,747881,76941,1594,4574,2019-03,Jashpur,380
56323,0.5,731554,59496,554,3995,2019-03,Kanker,381
35730,1.1,450586,41978,0,1528,2019-03,Kondagaon,643
49005,1.7,1073501,76008,617,7140,2019-03,Korba,383
48654,1,547455,50296,585,1308,2019-03,Koriya,384
40089,0.7,763888,17561,480,4913,2019-03,Mahasamund,385
25023,0.6,401907,5371,128,2219,2019-03,Mungeli,647
13921,1.6,223173,11121,94,4393,2019-03,Narayanpur,637
84523,0.8,1345059,43705,1252,6352,2019-03,Raipur,387
103258,1.2,1470567,27355,128,4174,2019-03,Rajnandgaon,388
43595,0.1,265793,17498,265,880,2019-03,Sukma,642
47582,0.3,596630,81738,432,2783,2019-03,Surajpur,648
141278,0.8,701694,86420,1107,2516,2019-03,Surguja,389
74725,1.3,1817345,59590,6908,9193,2019-03,Dadra and Nagar Haveli,465
16545,1.7,597943,60386,2563,1439,2019-03,Daman,463
4151,0.7,216069,13049,27,449,2019-03,Diu,464
380575,3.8,9447752,679816,119541,65253,2019-03,Central,077
345890,3.6,10004966,487193,67512,95835,2019-03,New Delhi,079
20677,0,3272230,180953,1967,21140,2019-03,North East,081
261365,1.5,8950421,371244,40967,180402,2019-03,North West,082
211077,1.2,7825532,361944,12597,37617,2019-03,Shahdara,671
170613,2.8,4874213,348289,32360,36894,2019-03,South East,670
128288,0.8,4918599,609615,12710,13097,2019-03,South West,084
31353,0.3,1032768,59149,4364,10922,2019-03,North Goa,551
56193,0.7,1005038,69174,3926,16035,2019-03,South Goa,552
273133,0.9,5098384,113056,28817,37399,2019-03,Ahmedabad,438
134826,0.3,1198414,70798,2776,4818,2019-03,Amreli,439
84030,0,1265228,18560,5105,8141,2019-03,Anand,440
88146,0.5,1000623,50033,3383,2962,2019-03,Aravalli,672
263312,0,2600317,262463,1288,9660,2019-03,Banas Kantha,441
47266,0.3,851360,71076,1115,3908,2019-03,Bharuch,442
96339,1.8,1636324,183449,5255,7709,2019-03,Bhavnagar,443
27236,0.2,516085,71043,699,6061,2019-03,Botad,676
74044,0.2,478860,23079,828,6046,2019-03,Chhotaudepur,668
204272,0.1,1447555,167588,2358,8196,2019-03,Dahod,445
53839,0,589913,46727,791,11037,2019-03,Devbhumi Dwarka,674
136477,0.8,1668695,36462,9394,29940,2019-03,Gandhinagar,446
50320,0.2,779747,35092,804,7408,2019-03,Gir Somnath,675
189062,1.9,2055772,20799,10332,38965,2019-03,Jamnagar,447
166943,0,1533211,48749,1303,4822,2019-03,Junagadh,448
93493,0,1189541,198608,1381,3450,2019-03,Kachchh,449
167961,0.3,1050575,33741,3711,12227,2019-03,Kheda,450
171475,0.1,2295230,140090,6586,30678,2019-03,Mahesana,451
100420,0,658930,21527,1864,3306,2019-03,Mahisagar,669
51028,0.2,980099,30333,541,6950,2019-03,Morbi,673
46158,0.5,527064,19990,695,2391,2019-03,Narmada,452
153148,1.2,1458110,36671,2979,10662,2019-03,Navsari,453
58688,0.4,735677,90020,1473,3266,2019-03,Panch Mahals,454
77467,0.4,1081480,24098,1382,9394,2019-03,Patan,455
32512,0.6,471812,55470,1787,5756,2019-03,Porbandar,456
281720,0,3361139,121015,4219,13950,2019-03,Rajkot,457
392566,0.1,2001486,218127,2266,11852,2019-03,Sabar Kantha,458
300582,1.8,3251947,55710,23136,75601,2019-03,Surat,459
66568,0,1314936,146396,2622,10689,2019-03,Surendranagar,460
81341,0.9,926454,23804,2436,2328,2019-03,Tapi,641
46228,0.1,306613,11515,1212,5206,2019-03,The Dangs,444
181700,0.4,3324849,275449,6396,18499,2019-03,Vadodara,461
133379,0.1,1315145,27934,1889,14452,2019-03,Valsad,462
55215,0.9,2144922,144041,2389,4638,2019-03,Ambala,058
49583,0.8,1474542,64727,4727,816,2019-03,Bhiwani,059
10365,0.1,357279,0,9,100,2019-03,Charkhi Dadri,701
59907,0.3,2170552,108003,4371,4264,2019-03,Faridabad,060
41234,0.1,1063479,66041,1656,532,2019-03,Fatehabad,061
55379,0.3,1521782,130436,4436,1618,2019-03,Gurugram,062
114566,1.4,2184660,158269,6761,1709,2019-03,Hisar,063
37264,0.3,1667720,150310,2108,4071,2019-03,Jhajjar,064
38870,4.8,1503297,149651,1298,4336,2019-03,Jind,065
42471,0.8,1408428,112848,2465,8406,2019-03,Kaithal,066
51486,1.6,1585022,132933,836,1367,2019-03,Karnal,067
45249,0.3,1417109,105838,990,1691,2019-03,Kurukshetra,068
44987,0.1,964904,104391,1824,2061,2019-03,Mahendragarh,069
84240,0.1,644004,74129,6664,9035,2019-03,Mewat,604
36480,0.1,956729,125544,1302,1528,2019-03,Palwal,619
48496,0.2,2059667,124656,6637,3645,2019-03,Panchkula,070
35118,0.7,864157,90732,811,588,2019-03,Panipat,071
60581,0.1,837605,67174,2064,4781,2019-03,Rewari,072
30633,0,1407793,106751,2260,2088,2019-03,Rohtak,073
46789,0.6,1218730,137261,2201,502,2019-03,Sirsa,074
84673,0.4,2245756,166918,5094,1285,2019-03,Sonipat,075
85837,0.2,1573279,150936,5432,3137,2019-03,Yamunanagar,076
24250,0.4,933845,0,506,6449,2019-03,Bilaspur,375
53228,0.1,969712,0,1937,8101,2019-03,Chamba,016
118768,1.6,3513916,0,14077,55870,2019-03,Kangra,018
2981,0.4,202593,0,221,1064,2019-03,Kinnaur,019
65128,0.2,728132,0,1957,7467,2019-03,Kullu,020
1155,0.6,111031,0,0,123,2019-03,Lahul Spiti,021
114951,0.3,2095385,0,7670,6353,2019-03,Mandi,022
99837,0.3,1692616,0,5131,12998,2019-03,Shimla,023
32268,0.6,884888,0,1296,8346,2019-03,Sirmaur,024
39116,0.4,1154059,0,2993,13600,2019-03,Solan,025
28509,0.7,656163,0,1525,3773,2019-03,Una,026
120454,0.3,1962024,124975,7402,21784,2019-03,Anantnag,001
53097,0,1765155,138780,4210,34156,2019-03,Badgam,002
23931,0,646201,28698,1430,11680,2019-03,Bandipora,623
88528,0.1,2416767,151301,10118,80853,2019-03,Baramula,003
28473,0.2,568415,17097,1404,30084,2019-03,Doda,004
18500,0,809224,102098,1412,8798,2019-03,Ganderbal,626
136672,0.3,2686732,84675,15205,47793,2019-03,Jammu,005
15672,0.5,213066,10802,1939,9500,2019-03,Kargil,006
29062,0,990631,86731,2340,11337,2019-03,Kathua,007
17079,0.3,330164,13811,885,13256,2019-03,Kishtwar,620
55559,0,946901,57507,2281,5070,2019-03,Kulgam,622
81277,0,1266651,91465,3804,66719,2019-03,Kupwara,008
18058,0.4,376268,16376,1387,6054,2019-03,Leh Ladakh,009
55718,0,899128,74875,4704,13822,2019-03,Poonch,010
46274,0,1662776,142162,5643,22505,2019-03,Pulwama,011
74618,0,1136675,96947,6106,86317,2019-03,Rajouri,012
17570,0,415483,25929,304,7082,2019-03,Ramban,621
30242,1.4,774058,34585,56,12012,2019-03,Reasi,627
15296,0,769617,32082,1332,27026,2019-03,Samba,624
12869,0,452055,41856,1192,5886,2019-03,Shopian,625
206398,0,3893257,105906,55593,41394,2019-03,Srinagar,013
42265,0,981683,80378,1593,17902,2019-03,Udhampur,014
16568,0.4,652702,32112,387,7819,2019-03,Bokaro,322
22703,0.1,305135,19488,15,2783,2019-03,Chatra,323
47277,0,556155,13566,172,4510,2019-03,Deoghar,324
16398,0,480415,13438,1685,1411,2019-03,Dhanbad,325
51584,0.8,702275,36381,1094,7157,2019-03,Dumka,326
59582,0,401251,25120,364,12752,2019-03,Giridih,329
38804,0.2,571081,19531,1436,3282,2019-03,Godda,330
25804,1.8,582258,10904,910,4514,2019-03,Gumla,331
46673,1.1,754041,53026,2121,4805,2019-03,Hazaribagh,332
15326,1,325761,7556,79,679,2019-03,Jamtara,333
13596,0.2,377128,16562,502,11220,2019-03,Khunti,606
11387,0.1,365684,12964,1263,308,2019-03,Kodarma,334
19158,0.3,493430,10638,46,2181,2019-03,Latehar,335
13675,1,321199,8281,370,363,2019-03,Lohardaga,336
13455,0.5,295513,293,35,899,2019-03,Pakur,337
56671,0,839299,32769,1834,2060,2019-03,Palamu,338
28220,2.6,867577,30483,974,5736,2019-03,Pashchimi Singhbhum,343
103004,2.7,1545726,41508,7478,11097,2019-03,Purbi Singhbhum,327
12086,0,260120,21595,962,1142,2019-03,Ramgarh,607
39319,0,2002232,56788,36345,27344,2019-03,Ranchi,339
43315,0.6,408761,10940,2168,243,2019-03,Sahibganj,340
18492,0.5,534832,34050,57,3297,2019-03,Saraikela,341
15314,1.3,363117,16171,447,1208,2019-03,Simdega,342
174037,0.3,2255997,353100,6958,3300,2019-03,Bagalkote,524
141452,0.2,1827438,15606,10276,35068,2019-03,Bangalore Rural,526
324053,1.7,8785075,57218,34352,75263,2019-03,Bangalore Urban,525
492206,0.7,5346462,359699,21763,27628,2019-03,Belgaum,527
294355,0.1,3580968,86056,15320,35544,2019-03,Bellary,528
153016,0.7,2593341,181788,8551,3385,2019-03,Bidar,529
262478,0.2,2681316,235676,5791,12402,2019-03,Bijapur,636
96076,0.3,2052076,33051,4874,7757,2019-03,Chamrajnagar,531
127284,0.4,2736680,18867,6792,10201,2019-03,Chikkaballapur,630
182000,0.3,2224593,140641,6000,42752,2019-03,Chikmagalur,532
216293,0.4,3449195,175342,10130,5646,2019-03,Chitradurga,533
559956,1.1,6809897,195938,80124,78804,2019-03,Dakshina Kannada,534
190665,0.2,3407006,110325,10776,57448,2019-03,Davanagere,535
268418,2.3,3620047,158829,23676,58720,2019-03,Dharwad,536
219645,0,2002733,162781,6478,7093,2019-03,Gadag,537
197627,0.4,2815839,243726,2658,5932,2019-03,Gulbarga,538
172950,1.5,3024976,163428,13199,19049,2019-03,Hassan,539
174434,0.2,2935461,290231,3803,3723,2019-03,Haveri,540
49325,0.9,1169672,11441,2245,10537,2019-03,Kodagu,541
187222,0.7,3597609,60165,15033,5764,2019-03,Kolar,542
160490,0.2,1886034,200493,4890,7760,2019-03,Koppal,543
214037,0.7,3884249,127858,12096,27368,2019-03,Mandya,544
358578,0.6,7037998,120705,64756,27959,2019-03,Mysore,545
146280,1.1,1951501,264077,6462,9631,2019-03,Raichur,546
102097,0.1,2012643,152066,2474,7990,2019-03,Ramanagar,631
238490,0.8,3625697,98275,17532,48857,2019-03,Shimoga,547
220181,0.5,5099809,180849,7783,7018,2019-03,Tumkur,548
197241,1.2,2956862,70136,36364,19066,2019-03,Udupi,549
108659,0.8,2812193,116037,7732,11702,2019-03,Uttara Kannada,550
129302,0.1,1592011,222515,1766,5119,2019-03,Yadgir,635
216025,0.5,9234015,2448,23455,54920,2019-03,Alappuzha,554
522231,1,16275306,3935,56448,136872,2019-03,Ernakulam,555
197676,0.6,4802043,252,12259,34137,2019-03,Idukki,556
216378,0.6,11367480,1429,19909,21189,2019-03,KOZHIKKODE,561
120266,1,8399241,845,9101,50028,2019-03,Kannur,557
113880,0.6,3622828,17035,4551,6808,2019-03,Kasaragod,558
180278,0.8,9155702,3054,18637,65443,2019-03,Kollam,559
180864,0.8,7905283,9071,18119,31849,2019-03,Kottayam,560
560223,1.7,17656723,83474,52176,72856,2019-03,Malappuram,562
216893,1.1,8022401,419,14264,22426,2019-03,Palakkad,563
209419,0.8,5587367,3462,23443,23556,2019-03,Pathanamthitta,564
1326962,0.1,13218297,39563,31188,27635,2019-03,Thiruvananthapuram,565
555564,0.7,47902414,4562,34022,195036,2019-03,Thrissur,566
53847,1.4,3349077,2,4525,27944,2019-03,Wayanad,567
7813,1.8,440270,81935,428,7959,2019-03,Lakshadweep,553
40797,0,552235,26901,139,123,2019-03,Agar Malwa,667
56651,0,442655,25811,42,3654,2019-03,Alirajpur,639
31001,4,498243,28767,125,2716,2019-03,Anuppur,390
56745,0.4,688428,11715,578,2062,2019-03,Ashok Nagar,391
70208,0.8,885183,118290,391,8686,2019-03,Balaghat,392
134295,0.9,1276007,56309,6534,24299,2019-03,Barwani,393
101628,0.5,1385192,117460,1059,11191,2019-03,Betul,394
96579,0.2,1253345,28146,565,8314,2019-03,Bhind,395
418136,1.1,5638365,243030,60200,86213,2019-03,Bhopal,396
48857,1.1,736733,85794,423,837,2019-03,Burhanpur,397
92553,0.8,995809,59879,1335,3399,2019-03,Chhatarpur,398
123427,0.9,1609969,131517,1889,14861,2019-03,Chhindwada,399
74534,0,686929,38240,1140,809,2019-03,Damoh,400
61053,0.2,639210,34045,2535,5714,2019-03,Datia,401
88257,0.3,1079944,52687,213,6214,2019-03,Dewas,402
144296,0.7,1745688,40285,339,8197,2019-03,Dhar,403
36588,1.9,410568,35414,0,2759,2019-03,Dindori,404
88402,0.7,815577,59689,1488,1562,2019-03,Guna,406
56810,0,1261726,85692,3342,4195,2019-03,Gwalior,407
111796,0.3,1133628,96366,1513,7836,2019-03,Hoshangabad,409
90660,0,1357926,196801,552,5031,2019-03,Indore,410
100157,1,1253858,98147,7911,7321,2019-03,Jabalpur,411
103490,1.4,901303,12038,1817,10373,2019-03,Jhabua,412
69264,1.1,781031,30808,513,3844,2019-03,Katni,413
89034,1.6,1111111,69428,370,3686,2019-03,Khandwa,405
123759,0.8,1493366,54322,4397,7614,2019-03,Khargone,414
70568,0.9,868394,32608,331,2000,2019-03,Mandla,415
85116,0.7,981133,30889,566,3067,2019-03,Mandsaur,416
109307,0.3,1448070,58574,490,6151,2019-03,Morena,417
77477,0.7,841076,43655,2134,10339,2019-03,Narsinghpur,418
31496,0.4,453657,8845,711,1346,2019-03,Neemuch,419
43543,0.2,616443,45852,249,540,2019-03,Panna,420
64140,0.5,1264088,91975,512,2507,2019-03,Raisen,421
85753,0.3,1204552,83749,1228,10152,2019-03,Rajgarh,422
144052,1.2,1578967,50853,6023,12254,2019-03,Ratlam,423
60330,0,1206102,97343,1120,6135,2019-03,Rewa,424
97798,0.6,1023056,98940,1803,1879,2019-03,Sagar,425
135749,1.4,1153861,61862,1970,9927,2019-03,Satna,426
98571,0.2,1402840,110892,2530,9831,2019-03,Sehore,427
98265,0.2,952704,57259,1336,5888,2019-03,Seoni,428
85755,0.1,753186,6554,3054,7158,2019-03,Shahdol,429
67564,0.1,785346,34501,369,2936,2019-03,Shajapur,430
46013,0.5,586982,16726,183,3738,2019-03,Sheopur,431
88760,0.8,1042850,19288,711,3709,2019-03,Shivpuri,432
68480,2.1,836867,6904,661,17580,2019-03,Sidhi,433
34660,0.7,557552,343,226,2907,2019-03,Singroli,638
66798,0.2,881363,49002,374,7401,2019-03,Tikamgarh,434
123010,0.6,1489607,50423,3165,17927,2019-03,Ujjain,435
35562,2,395749,1517,707,9865,2019-03,Umaria,436
114080,0.4,1148455,85777,1286,2755,2019-03,Vidisha,437
118545,0.6,2595372,118656,4214,6959,2019-03,Ahmadnagar,466
112973,0.1,1343429,80298,6959,4183,2019-03,Akola,467
203323,0.8,2509013,243050,11371,24572,2019-03,Amravati,468
176844,0,2824837,100651,16961,19865,2019-03,Aurangabad,189
103534,0.8,1663176,150971,10780,6499,2019-03,Bhandara,471
143667,0.4,2066437,156516,10284,14243,2019-03,Bid,470
607062,2.9,14593520,159338,72925,79713,2019-03,Brihan Mumbai,482
170128,0.2,2042252,273648,4168,7638,2019-03,Buldana,472
135450,0.8,2679909,323947,13422,17294,2019-03,Chandrapur,473
75151,0.5,1171836,74771,2461,3216,2019-03,Dhule,474
102486,0.6,1418174,158609,4786,8119,2019-03,Gadchiroli,475
80506,0.9,1270842,195452,9727,8044,2019-03,Gondiya,476
77581,0.1,845226,98668,2722,25536,2019-03,Hingoli,477
164698,0.2,2541845,149005,3792,5807,2019-03,Jalgaon,478
98558,0.2,1268305,167306,3843,5914,2019-03,Jalna,479
213584,1.1,2817917,197845,13367,17764,2019-03,Kolhapur,480
101392,0.1,1670635,249916,3074,7355,2019-03,Latur,481
98114,0.1,2792214,297093,11886,15222,2019-03,Nagpur,484
215159,0.1,2736649,268435,10201,16313,2019-03,Nanded,485
139273,0.3,1358096,64810,1577,4770,2019-03,Nandurbar,486
336711,0.4,4892204,155631,18406,32599,2019-03,Nashik,487
138704,0.1,1706103,173833,4633,25653,2019-03,Osmanabad,488
146849,0.2,2840748,251916,4284,9935,2019-03,Palghar,665
128790,0.2,1707309,168266,6601,11780,2019-03,Parbhani,489
379096,2,8595717,326472,38274,40901,2019-03,Pune,490
89930,0.5,1537623,168532,6599,5982,2019-03,Raigarh,386
116570,0.4,1471662,30911,2520,9543,2019-03,Ratnagiri,492
134060,2.2,2215525,126634,10027,8946,2019-03,Sangli,493
140746,0.4,2215051,83127,3688,13534,2019-03,Satara,494
55801,0.6,912990,86711,3104,6400,2019-03,Sindhudurg,495
190951,1.2,3008992,81494,10447,17270,2019-03,Solapur,496
240580,1.2,5067885,111963,15319,29032,2019-03,Thane,497
77324,0.2,1681605,247709,4317,10367,2019-03,Wardha,498
85004,0.1,1042823,98695,954,2857,2019-03,Washim,499
140798,0.1,2008445,145041,742,2521,2019-03,Yavatmal,500
6537,0.3,200230,19449,36,3477,2019-03,Bishnupur,252
2604,0.8,37507,4792,18,800,2019-03,Chandel,253
14436,1.4,140342,3702,2021,13220,2019-03,Churachandpur,254
5038,0,105446,14578,1911,2206,2019-03,Imphal East,255
44526,0.9,384635,27688,9588,10700,2019-03,Imphal West,256
4249,0.4,109000,10288,0,2263,2019-03,Senapati,257
1904,0,34001,1167,86,354,2019-03,Tamenglong,258
8284,0.4,211447,19761,208,12549,2019-03,Thoubal,259
2335,0.1,52822,3289,131,1025,2019-03,Ukhrul,260
8691,0.8,117787,7744,2,513,2019-03,East Garo Hills,273
7125,0.3,126172,20402,0,1939,2019-03,East Jaintia Hills,657
134741,1.2,1823593,73122,10697,11554,2019-03,East Khasi Hills,274
9330,0.2,102588,2528,101,456,2019-03,North Garo Hills,656
19810,0.3,343267,37960,129,752,2019-03,Ri Bhoi,276
4258,0.6,80796,9612,0,334,2019-03,South Garo Hills,277
8214,0.6,154454,10829,0,1498,2019-03,South West Garo Hills,663
4778,0.5,84161,11183,0,47,2019-03,South West Khasi Hills,658
28686,1.8,401434,28310,2060,3483,2019-03,West Garo Hills,278
47687,0.6,323042,22429,1083,2883,2019-03,West Jaintia Hills,275
24155,0.5,367669,62302,172,2238,2019-03,West Khasi Hills,279
28900,2.1,592180,5631,7566,11057,2019-03,Aizawl West,261
8266,1.9,105297,5253,238,1358,2019-03,Champhai,262
7427,2.2,87688,4599,511,3374,2019-03,Kolasib,263
6051,1.9,85858,260,174,680,2019-03,Lawngtlai,264
11831,2.5,283390,13795,1614,4853,2019-03,Lunglei,265
4057,1.3,71682,644,24,680,2019-03,Mamit,266
4095,1.5,41319,5456,239,572,2019-03,Saiha,267
4625,1.8,69006,3476,309,3054,2019-03,Serchhip,268
63194,1.5,526302,7457,7133,13218,2019-03,Dimapur,244
2096,2.1,30904,979,34,1443,2019-03,Kiphire,614
10347,2.3,228349,3116,1952,5834,2019-03,Kohima,245
1295,0.7,29044,1401,0,214,2019-03,Longleng,615
7651,1.3,95382,4325,708,3709,2019-03,Mokokchung,246
3127,1,55896,3039,124,752,2019-03,Mon,247
1345,1,26908,2272,26,1287,2019-03,Peren,613
5698,0.1,56102,2723,6,1363,2019-03,Phek,248
4795,1.7,39845,2816,138,1026,2019-03,Tuensang,249
2184,1.6,44463,1542,162,716,2019-03,Wokha,250
2295,0,48157,1302,178,829,2019-03,Zunheboto,251
85384,1,1361062,144829,1292,34817,2019-03,Anugul,344
145517,1,1963321,201073,1383,23085,2019-03,Balangir,345
180112,1,3126360,524868,1945,86039,2019-03,Baleshwar,346
77311,0.5,1603380,271494,4887,31066,2019-03,Bargarh,347
29146,0.4,474584,26626,120,12538,2019-03,Baudh,349
150905,0.4,1867192,284103,6057,74799,2019-03,Bhadrak,348
205659,0.1,5160671,314463,1162,20356,2019-03,Cuttack,350
18134,0.9,315271,35925,407,2783,2019-03,Deogarh,351
77267,0.2,1303828,255319,2362,45720,2019-03,Dhenkanal,352
34794,0.3,735734,58371,131,5494,2019-03,Gajapati,353
229835,0.2,4102886,473419,16169,94086,2019-03,Ganjam,354
70389,0.5,1220242,195172,2871,16250,2019-03,Jagatsinghpur,355
119880,0.2,1893839,278936,2736,30319,2019-03,Jajapur,356
29036,0.8,665489,76262,58,4146,2019-03,Jharsuguda,357
107280,0.2,1612072,133781,572,35727,2019-03,Kalahandi,358
63378,0.8,1317986,145694,711,17628,2019-03,Kandhamal,359
98538,0.3,1609628,296810,1428,16349,2019-03,Kendrapara,360
146054,0.4,1934726,284780,656,30293,2019-03,Keonjhar,361
268301,1.1,6319241,393547,32988,100664,2019-03,Khordha,362
152599,1,1787678,100781,2345,14407,2019-03,Koraput,363
61181,1.2,792423,77239,145,7592,2019-03,Malkangiri,364
298870,1.1,3325520,558218,4586,49179,2019-03,Mayurbhanj,365
103613,1,1201237,89956,2615,12682,2019-03,Nabarangapur,366
76794,0.1,1599661,204029,1871,13630,2019-03,Nayagarh,367
