geo,time,Count_MortalityEvent,Count_BirthEvent_AsAFractionOfCount_Person,Count_MortalityEvent_AsAFractionOfCount_Person,IncrementalCount_Person,GrowthRate_Count_Person,Count_Person,Count_BirthEvent
dcid:nuts/DEB33,2014,448.0,0.008,0.0101,640.0,0.0145,43825.0,352.0
dcid:nuts/DEB33,2015,494.0,0.009,0.011,897.0,0.02,44465.0,402.0
dcid:nuts/DEB33,2016,476.0,0.010199999999999999,0.0104,644.0,0.0141,45362.0,466.0
dcid:nuts/DEB33,2017,503.0,0.0099,0.0109,286.0,0.0062,46006.0,458.0
dcid:nuts/DEB33,2018,496.0,0.0086,0.0107,385.0,0.0083,46292.0,398.0
dcid:nuts/DEB33,2019,,,,,,46677.0,
dcid:nuts/DEB34,2000,1671.0,0.0095,0.0103,-1538.0,-0.0094,163771.0,1553.0
dcid:nuts/DEB34,2001,1679.0,0.0089,0.0103,225.0,0.0014,162233.0,1451.0
dcid:nuts/DEB34,2002,1662.0,0.009,0.010199999999999999,-22.0,-0.0001,162458.0,1461.0
dcid:nuts/DEB34,2003,1700.0,0.0092,0.0105,400.0,0.0025,162436.0,1500.0
dcid:nuts/DEB34,2004,1600.0,0.0092,0.009800000000000001,547.0,0.0034,162836.0,1500.0
dcid:nuts/DEB34,2005,1630.0,0.009300000000000001,0.01,-40.0,-0.0002,163383.0,1520.0
dcid:nuts/DEB34,2006,1612.0,0.0091,0.0099,217.0,0.0013,163343.0,1484.0
dcid:nuts/DEB34,2007,1583.0,0.0099,0.009699999999999999,217.0,0.0013,163560.0,1619.0
dcid:nuts/DEB34,2008,1670.0,0.009300000000000001,0.010199999999999999,-310.0,-0.0019,163777.0,1527.0
dcid:nuts/DEB34,2009,1644.0,0.0089,0.0101,-127.0,-0.0008,163467.0,1462.0
dcid:nuts/DEB34,2010,1603.0,0.0101,0.009800000000000001,1011.0,0.0062,163340.0,1647.0
dcid:nuts/DEB34,2011,1666.0,0.010199999999999999,0.0105,1292.0,0.008199999999999999,157345.0,1618.0
dcid:nuts/DEB34,2012,1685.0,0.01,0.0106,1542.0,0.009699999999999999,158637.0,1596.0
dcid:nuts/DEB34,2013,1738.0,0.0104,0.0108,1339.0,0.0083,160179.0,1680.0
dcid:nuts/DEB34,2014,1620.0,0.0108,0.01,2314.0,0.014199999999999999,161518.0,1754.0
dcid:nuts/DEB34,2015,1789.0,0.0107,0.0109,886.0,0.0054,163832.0,1751.0
dcid:nuts/DEB34,2016,1753.0,0.0119,0.0106,1903.0,0.0115,164718.0,1969.0
dcid:nuts/DEB34,2017,1887.0,0.0115,0.011300000000000001,1876.0,0.0112,166621.0,1929.0
dcid:nuts/DEB34,2018,1887.0,0.0115,0.0111,2564.0,0.015099999999999999,168497.0,1955.0
dcid:nuts/DEB34,2019,,,,,,171061.0,
dcid:nuts/DEB35,2000,1695.0,0.0094,0.009300000000000001,-264.0,-0.0014,183134.0,1725.0
dcid:nuts/DEB35,2001,1772.0,0.0096,0.0096,2423.0,0.0132,182870.0,1768.0
dcid:nuts/DEB35,2002,1758.0,0.01,0.0095,810.0,0.0044,185293.0,1848.0
dcid:nuts/DEB35,2003,1800.0,0.0091,0.009699999999999999,-571.0,-0.0031,186103.0,1700.0
dcid:nuts/DEB35,2004,1700.0,0.0091,0.0091,529.0,0.0028,185532.0,1700.0
dcid:nuts/DEB35,2005,1770.0,0.0091,0.009300000000000001,8311.0,0.0437,186061.0,1740.0
dcid:nuts/DEB35,2006,1628.0,0.0088,0.0083,2053.0,0.0105,194372.0,1726.0
dcid:nuts/DEB35,2007,1648.0,0.009300000000000001,0.008400000000000001,1693.0,0.0086,196425.0,1825.0
dcid:nuts/DEB35,2008,1744.0,0.0091,0.0088,-495.0,-0.0025,198118.0,1803.0
dcid:nuts/DEB35,2009,1714.0,0.0091,0.0087,155.0,0.0008,197623.0,1802.0
dcid:nuts/DEB35,2010,1752.0,0.009300000000000001,0.0088,1459.0,0.0073,197778.0,1854.0
dcid:nuts/DEB35,2011,1657.0,0.0094,0.0083,1355.0,0.0068,199647.0,1879.0
dcid:nuts/DEB35,2012,1825.0,0.0094,0.009,1754.0,0.0087,201002.0,1903.0
dcid:nuts/DEB35,2013,1845.0,0.0096,0.0091,1512.0,0.0074,202756.0,1950.0
dcid:nuts/DEB35,2014,1742.0,0.0099,0.0085,2723.0,0.0132,204268.0,2042.0
dcid:nuts/DEB35,2015,1875.0,0.010199999999999999,0.009,2788.0,0.0134,206991.0,2131.0
dcid:nuts/DEB35,2016,1785.0,0.0103,0.008400000000000001,3749.0,0.0177,209779.0,2177.0
dcid:nuts/DEB35,2017,1937.0,0.0104,0.009,1582.0,0.0074,213528.0,2237.0
dcid:nuts/DEB35,2018,1946.0,0.0103,0.009,2008.0,0.009300000000000001,215110.0,2227.0
dcid:nuts/DEB35,2019,,,,,,217118.0,
dcid:nuts/DEB36,2000,598.0,0.0095,0.0111,31.0,0.0006,53886.0,513.0
dcid:nuts/DEB36,2001,577.0,0.008199999999999999,0.0107,-95.0,-0.0018,53917.0,444.0
dcid:nuts/DEB36,2002,608.0,0.0086,0.011300000000000001,70.0,0.0013,53822.0,464.0
dcid:nuts/DEB36,2003,600.0,0.009300000000000001,0.0111,47.0,0.0009,53892.0,500.0
dcid:nuts/DEB36,2004,600.0,0.009300000000000001,0.0111,-45.0,-0.0008,53939.0,500.0
dcid:nuts/DEB36,2005,600.0,0.008400000000000001,0.0112,-266.0,-0.004900000000000001,53894.0,450.0
dcid:nuts/DEB36,2006,599.0,0.0078,0.0112,-122.0,-0.0023,53628.0,417.0
dcid:nuts/DEB36,2007,613.0,0.0077,0.0114,177.0,0.0033,53506.0,413.0
dcid:nuts/DEB36,2008,619.0,0.0077,0.0115,-25.0,-0.0005,53683.0,413.0
dcid:nuts/DEB36,2009,539.0,0.0067,0.0101,-133.0,-0.0025,53658.0,359.0
dcid:nuts/DEB36,2010,571.0,0.0087,0.0107,-670.0,-0.0126,53525.0,464.0
dcid:nuts/DEB36,2011,594.0,0.0075,0.0114,71.0,0.0014,52251.0,394.0
dcid:nuts/DEB36,2012,650.0,0.0076,0.0124,-54.0,-0.001,52322.0,398.0
dcid:nuts/DEB36,2013,625.0,0.0086,0.0119,132.0,0.0025,52268.0,450.0
dcid:nuts/DEB36,2014,613.0,0.009,0.011699999999999999,164.0,0.0031,52400.0,470.0
dcid:nuts/DEB36,2015,653.0,0.008400000000000001,0.0124,435.0,0.008199999999999999,52564.0,441.0
dcid:nuts/DEB36,2016,628.0,0.010199999999999999,0.011800000000000001,210.0,0.004,52999.0,543.0
dcid:nuts/DEB36,2017,667.0,0.0099,0.0125,144.0,0.0027,53209.0,528.0
dcid:nuts/DEB36,2018,692.0,0.0092,0.013,-205.0,-0.0038,53353.0,489.0
dcid:nuts/DEB36,2019,,,,,,53148.0,
dcid:nuts/DEB37,2000,687.0,0.008199999999999999,0.015099999999999999,-561.0,-0.0123,45773.0,373.0
dcid:nuts/DEB37,2001,695.0,0.0078,0.0154,-390.0,-0.0087,45212.0,352.0
dcid:nuts/DEB37,2002,748.0,0.008199999999999999,0.016800000000000002,-455.0,-0.010199999999999999,44822.0,366.0
dcid:nuts/DEB37,2003,700.0,0.0091,0.0158,-396.0,-0.009,44367.0,400.0
dcid:nuts/DEB37,2004,600.0,0.0068,0.013699999999999999,-334.0,-0.0076,43971.0,300.0
dcid:nuts/DEB37,2005,690.0,0.0067,0.0159,-500.0,-0.0115,43637.0,290.0
dcid:nuts/DEB37,2006,634.0,0.0075,0.0148,-710.0,-0.0166,43137.0,319.0
dcid:nuts/DEB37,2007,648.0,0.008,0.0154,-552.0,-0.013099999999999999,42427.0,338.0
dcid:nuts/DEB37,2008,653.0,0.0078,0.0157,-517.0,-0.0124,41875.0,323.0
dcid:nuts/DEB37,2009,674.0,0.0078,0.016399999999999998,-550.0,-0.0134,41358.0,322.0
dcid:nuts/DEB37,2010,623.0,0.0072,0.015300000000000001,-424.0,-0.0104,40808.0,294.0
dcid:nuts/DEB37,2011,661.0,0.0076,0.0162,-358.0,-0.0088,41013.0,309.0
dcid:nuts/DEB37,2012,630.0,0.0079,0.0156,-388.0,-0.0096,40655.0,321.0
dcid:nuts/DEB37,2013,714.0,0.0073,0.0178,-166.0,-0.0040999999999999995,40267.0,293.0
dcid:nuts/DEB37,2014,640.0,0.0075,0.016,-55.0,-0.0014,40101.0,299.0
dcid:nuts/DEB37,2015,634.0,0.0087,0.0158,79.0,0.002,40046.0,347.0
dcid:nuts/DEB37,2016,676.0,0.0087,0.016800000000000002,291.0,0.0072,40125.0,349.0
dcid:nuts/DEB37,2017,676.0,0.0081,0.0167,216.0,0.0053,40416.0,330.0
dcid:nuts/DEB37,2018,705.0,0.009,0.0174,-229.0,-0.0057,40632.0,365.0
dcid:nuts/DEB37,2019,,,,,,40403.0,
dcid:nuts/DEB38,2000,558.0,0.01,0.0112,-75.0,-0.0015,49851.0,499.0
dcid:nuts/DEB38,2001,608.0,0.0094,0.012199999999999999,180.0,0.0036,49776.0,469.0
dcid:nuts/DEB38,2002,560.0,0.0094,0.0112,200.0,0.004,49956.0,470.0
dcid:nuts/DEB38,2003,600.0,0.01,0.012,91.0,0.0018,50156.0,500.0
dcid:nuts/DEB38,2004,500.0,0.008,0.0099,100.0,0.002,50247.0,400.0
dcid:nuts/DEB38,2005,560.0,0.0089,0.0111,154.0,0.0031,50347.0,450.0
dcid:nuts/DEB38,2006,521.0,0.008199999999999999,0.0103,147.0,0.0029,50501.0,414.0
dcid:nuts/DEB38,2007,555.0,0.008,0.011,25.0,0.0005,50648.0,407.0
dcid:nuts/DEB38,2008,570.0,0.0087,0.011300000000000001,-743.0,-0.0148,50673.0,436.0
dcid:nuts/DEB38,2009,596.0,0.0086,0.012,-119.0,-0.0024,49930.0,427.0
dcid:nuts/DEB38,2010,585.0,0.0086,0.011699999999999999,46.0,0.0009,49811.0,427.0
dcid:nuts/DEB38,2011,605.0,0.009,0.012199999999999999,170.0,0.0034,49542.0,449.0
dcid:nuts/DEB38,2012,586.0,0.0089,0.011800000000000001,52.0,0.001,49712.0,441.0
dcid:nuts/DEB38,2013,640.0,0.0096,0.0129,-24.0,-0.0005,49764.0,478.0
dcid:nuts/DEB38,2014,566.0,0.008,0.0114,115.0,0.0023,49740.0,397.0
dcid:nuts/DEB38,2015,588.0,0.009,0.011699999999999999,429.0,0.0086,49855.0,451.0
dcid:nuts/DEB38,2016,619.0,0.0095,0.0123,267.0,0.0053,50284.0,480.0
dcid:nuts/DEB38,2017,665.0,0.009800000000000001,0.013099999999999999,380.0,0.0075,50551.0,496.0
dcid:nuts/DEB38,2018,621.0,0.0092,0.0123,-553.0,-0.0109,50931.0,465.0
dcid:nuts/DEB38,2019,,,,,,50378.0,
dcid:nuts/DEB39,2000,913.0,0.0099,0.0114,0.0,0.0,80361.0,795.0
dcid:nuts/DEB39,2001,890.0,0.009300000000000001,0.0111,264.0,0.0033,80361.0,747.0
dcid:nuts/DEB39,2002,828.0,0.0091,0.010199999999999999,486.0,0.006,80625.0,739.0
dcid:nuts/DEB39,2003,900.0,0.0099,0.0111,-11.0,-0.0001,81111.0,800.0
dcid:nuts/DEB39,2004,800.0,0.0086,0.0099,150.0,0.0018,81100.0,700.0
dcid:nuts/DEB39,2005,850.0,0.0095,0.0104,295.0,0.0036,81250.0,770.0
dcid:nuts/DEB39,2006,855.0,0.009,0.0104,667.0,0.0081,81545.0,741.0
dcid:nuts/DEB39,2007,874.0,0.0092,0.0106,78.0,0.0009,82212.0,755.0
dcid:nuts/DEB39,2008,896.0,0.009699999999999999,0.0109,-250.0,-0.003,82290.0,798.0
dcid:nuts/DEB39,2009,920.0,0.0079,0.0112,-256.0,-0.0031,82040.0,645.0
dcid:nuts/DEB39,2010,891.0,0.0087,0.0109,-48.0,-0.0006,81784.0,712.0
dcid:nuts/DEB39,2011,866.0,0.0091,0.0109,309.0,0.0039,79217.0,719.0
dcid:nuts/DEB39,2012,899.0,0.0094,0.011300000000000001,201.0,0.0025,79526.0,750.0
dcid:nuts/DEB39,2013,918.0,0.0094,0.0115,569.0,0.0070999999999999995,79727.0,755.0
dcid:nuts/DEB39,2014,874.0,0.009699999999999999,0.0108,714.0,0.0089,80296.0,780.0
dcid:nuts/DEB39,2015,922.0,0.0103,0.011300000000000001,1092.0,0.0134,81010.0,836.0
dcid:nuts/DEB39,2016,877.0,0.011,0.0106,493.0,0.006,82102.0,909.0
dcid:nuts/DEB39,2017,957.0,0.0106,0.0116,486.0,0.005900000000000001,82595.0,875.0
dcid:nuts/DEB39,2018,983.0,0.011,0.011800000000000001,249.0,0.003,83081.0,916.0
dcid:nuts/DEB39,2019,,,,,,83330.0,
dcid:nuts/DEB3A,2000,439.0,0.009699999999999999,0.0123,73.0,0.002,35646.0,345.0
dcid:nuts/DEB3A,2001,408.0,0.0092,0.0114,80.0,0.0022,35719.0,329.0
dcid:nuts/DEB3A,2002,443.0,0.008,0.0124,47.0,0.0013,35799.0,288.0
dcid:nuts/DEB3A,2003,400.0,0.008400000000000001,0.0112,-325.0,-0.0091,35846.0,300.0
dcid:nuts/DEB3A,2004,400.0,0.008400000000000001,0.011300000000000001,-22.0,-0.0006,35521.0,300.0
dcid:nuts/DEB3A,2005,400.0,0.0074,0.011300000000000001,-280.0,-0.0079,35499.0,260.0
dcid:nuts/DEB3A,2006,454.0,0.0077,0.013,-377.0,-0.0108,35219.0,270.0
dcid:nuts/DEB3A,2007,412.0,0.0077,0.011800000000000001,-123.0,-0.0035,34842.0,268.0
dcid:nuts/DEB3A,2008,389.0,0.0079,0.0112,-194.0,-0.0056,34719.0,275.0
dcid:nuts/DEB3A,2009,405.0,0.0070999999999999995,0.011800000000000001,-416.0,-0.0121,34525.0,244.0
dcid:nuts/DEB3A,2010,413.0,0.006900000000000001,0.0121,-165.0,-0.0048,34109.0,235.0
dcid:nuts/DEB3A,2011,445.0,0.0070999999999999995,0.013,-145.0,-0.004200000000000001,34306.0,242.0
dcid:nuts/DEB3A,2012,426.0,0.0079,0.0125,-97.0,-0.0028,34161.0,268.0
dcid:nuts/DEB3A,2013,382.0,0.0074,0.0112,20.0,0.0006,34064.0,253.0
dcid:nuts/DEB3A,2014,434.0,0.008,0.0127,-73.0,-0.0021000000000000003,34084.0,273.0
dcid:nuts/DEB3A,2015,418.0,0.0083,0.012199999999999999,249.0,0.0073,34011.0,285.0
dcid:nuts/DEB3A,2016,426.0,0.0083,0.0124,168.0,0.004900000000000001,34260.0,286.0
dcid:nuts/DEB3A,2017,449.0,0.0088,0.013099999999999999,-158.0,-0.0046,34428.0,303.0
dcid:nuts/DEB3A,2018,473.0,0.0083,0.013800000000000002,-61.0,-0.0018,34270.0,283.0
dcid:nuts/DEB3A,2019,,,,,,34209.0,
dcid:nuts/DEB3B,2000,1193.0,0.009699999999999999,0.0096,1070.0,0.0087,123113.0,1204.0
dcid:nuts/DEB3B,2001,1189.0,0.0096,0.0095,1120.0,0.009,124183.0,1201.0
dcid:nuts/DEB3B,2002,1141.0,0.0094,0.0091,800.0,0.0064,125303.0,1178.0
dcid:nuts/DEB3B,2003,1100.0,0.0087,0.0087,669.0,0.0053,126103.0,1100.0
dcid:nuts/DEB3B,2004,1100.0,0.0087,0.0087,42.0,0.0003,126772.0,1100.0
dcid:nuts/DEB3B,2005,1210.0,0.0079,0.0096,-486.0,-0.0038,126814.0,1000.0
dcid:nuts/DEB3B,2006,1175.0,0.0081,0.009300000000000001,-270.0,-0.0021000000000000003,126328.0,1025.0
dcid:nuts/DEB3B,2007,1187.0,0.008199999999999999,0.0094,-361.0,-0.0029,126058.0,1030.0
dcid:nuts/DEB3B,2008,1134.0,0.0077,0.009,-453.0,-0.0036,125697.0,971.0
dcid:nuts/DEB3B,2009,1207.0,0.0078,0.009699999999999999,-486.0,-0.0039,125244.0,980.0
dcid:nuts/DEB3B,2010,1180.0,0.0076,0.0095,2.0,0.0,124758.0,943.0
dcid:nuts/DEB3B,2011,1279.0,0.0076,0.010199999999999999,-133.0,-0.0011,125242.0,950.0
dcid:nuts/DEB3B,2012,1243.0,0.0081,0.0099,64.0,0.0005,125109.0,1009.0
dcid:nuts/DEB3B,2013,1316.0,0.0083,0.0105,40.0,0.0003,125173.0,1045.0
dcid:nuts/DEB3B,2014,1228.0,0.008400000000000001,0.009800000000000001,785.0,0.0062,125213.0,1051.0
dcid:nuts/DEB3B,2015,1323.0,0.0088,0.0104,1276.0,0.0101,125998.0,1117.0
dcid:nuts/DEB3B,2016,1229.0,0.0092,0.0096,923.0,0.0072,127274.0,1177.0
dcid:nuts/DEB3B,2017,1396.0,0.0094,0.0109,322.0,0.0025,128197.0,1206.0
dcid:nuts/DEB3B,2018,1325.0,0.0096,0.0103,725.0,0.0056,128519.0,1239.0
dcid:nuts/DEB3B,2019,,,,,,129244.0,
dcid:nuts/DEB3C,2000,1440.0,0.009,0.0108,298.0,0.0022,133517.0,1203.0
dcid:nuts/DEB3C,2001,1436.0,0.0085,0.0107,488.0,0.0036,133815.0,1141.0
dcid:nuts/DEB3C,2002,1511.0,0.0081,0.0112,423.0,0.0031,134303.0,1087.0
dcid:nuts/DEB3C,2003,1500.0,0.008199999999999999,0.0111,92.0,0.0007,134726.0,1100.0
dcid:nuts/DEB3C,2004,1400.0,0.0074,0.0104,243.0,0.0018,134818.0,1000.0
dcid:nuts/DEB3C,2005,1450.0,0.0070999999999999995,0.0107,55.0,0.0004,135061.0,960.0
dcid:nuts/DEB3C,2006,1444.0,0.007,0.0107,-488.0,-0.0036,135116.0,942.0
dcid:nuts/DEB3C,2007,1488.0,0.0067,0.0111,-287.0,-0.0021000000000000003,134628.0,899.0
dcid:nuts/DEB3C,2008,1408.0,0.006900000000000001,0.0105,-765.0,-0.0057,134341.0,923.0
dcid:nuts/DEB3C,2009,1536.0,0.007,0.0115,-524.0,-0.0039,133576.0,933.0
dcid:nuts/DEB3C,2010,1522.0,0.0070999999999999995,0.0115,-295.0,-0.0022,133052.0,941.0
dcid:nuts/DEB3C,2011,1587.0,0.0067,0.0121,-312.0,-0.0024,131232.0,883.0
dcid:nuts/DEB3C,2012,1561.0,0.007,0.0119,7.0,0.0001,130920.0,919.0
dcid:nuts/DEB3C,2013,1627.0,0.0067,0.0124,114.0,0.0009,130927.0,872.0
dcid:nuts/DEB3C,2014,1489.0,0.0074,0.011300000000000001,489.0,0.0037,131041.0,977.0
dcid:nuts/DEB3C,2015,1649.0,0.0075,0.0125,673.0,0.0050999999999999995,131530.0,987.0
dcid:nuts/DEB3C,2016,1603.0,0.008400000000000001,0.0121,757.0,0.0057,132203.0,1112.0
dcid:nuts/DEB3C,2017,1626.0,0.0081,0.012199999999999999,-221.0,-0.0017,132960.0,1078.0
dcid:nuts/DEB3C,2018,1675.0,0.008400000000000001,0.0126,-79.0,-0.0006,132739.0,1109.0
dcid:nuts/DEB3C,2019,,,,,,132660.0,
dcid:nuts/DEB3D,2000,840.0,0.009800000000000001,0.0107,143.0,0.0018,78258.0,765.0
dcid:nuts/DEB3D,2001,812.0,0.009,0.0103,339.0,0.0043,78401.0,707.0
dcid:nuts/DEB3D,2002,820.0,0.0085,0.0104,202.0,0.0026,78740.0,668.0
dcid:nuts/DEB3D,2003,800.0,0.0089,0.0101,273.0,0.0035,78942.0,700.0
dcid:nuts/DEB3D,2004,800.0,0.0088,0.0101,102.0,0.0013,79215.0,700.0
dcid:nuts/DEB3D,2005,830.0,0.0083,0.0105,-492.0,-0.0062,79317.0,660.0
dcid:nuts/DEB3D,2006,810.0,0.0086,0.0103,-505.0,-0.0064,78825.0,674.0
dcid:nuts/DEB3D,2007,791.0,0.0078,0.0101,-443.0,-0.0057,78320.0,606.0
dcid:nuts/DEB3D,2008,831.0,0.0077,0.0107,-527.0,-0.0068,77877.0,594.0
dcid:nuts/DEB3D,2009,875.0,0.0077,0.0114,-779.0,-0.0101,77350.0,590.0
dcid:nuts/DEB3D,2010,792.0,0.0074,0.0104,-693.0,-0.0091,76571.0,563.0
dcid:nuts/DEB3D,2011,811.0,0.0077,0.0107,-378.0,-0.005,76200.0,585.0
dcid:nuts/DEB3D,2012,897.0,0.0072,0.0119,-314.0,-0.0040999999999999995,75822.0,547.0
dcid:nuts/DEB3D,2013,880.0,0.0074,0.011699999999999999,-316.0,-0.004200000000000001,75508.0,559.0
dcid:nuts/DEB3D,2014,931.0,0.008,0.0124,-230.0,-0.0031,75192.0,604.0
dcid:nuts/DEB3D,2015,965.0,0.0078,0.0129,268.0,0.0036,74962.0,582.0
dcid:nuts/DEB3D,2016,874.0,0.008199999999999999,0.0116,-27.0,-0.0004,75230.0,615.0
dcid:nuts/DEB3D,2017,879.0,0.0091,0.011699999999999999,-101.0,-0.0013,75203.0,681.0
dcid:nuts/DEB3D,2018,950.0,0.0088,0.0126,-1.0,0.0,75102.0,663.0
dcid:nuts/DEB3D,2019,,,,,,75101.0,
dcid:nuts/DEB3E,2000,1061.0,0.0095,0.0086,359.0,0.0029,123003.0,1175.0
dcid:nuts/DEB3E,2001,1062.0,0.0091,0.0086,1018.0,0.008199999999999999,123362.0,1124.0
dcid:nuts/DEB3E,2002,1087.0,0.0091,0.0087,289.0,0.0023,124380.0,1136.0
dcid:nuts/DEB3E,2003,1200.0,0.0088,0.0096,183.0,0.0015,124669.0,1100.0
dcid:nuts/DEB3E,2004,1100.0,0.0088,0.0088,496.0,0.004,124852.0,1100.0
dcid:nuts/DEB3E,2005,1100.0,0.0087,0.0088,-80.0,-0.0006,125348.0,1090.0
dcid:nuts/DEB3E,2006,1046.0,0.0083,0.0083,157.0,0.0013,125268.0,1037.0
dcid:nuts/DEB3E,2007,1101.0,0.0089,0.0088,397.0,0.0032,125425.0,1122.0
dcid:nuts/DEB3E,2008,1108.0,0.0086,0.0088,-219.0,-0.0017,125822.0,1082.0
dcid:nuts/DEB3E,2009,1150.0,0.008,0.0092,-621.0,-0.005,125603.0,1008.0
dcid:nuts/DEB3E,2010,1136.0,0.008,0.0091,-144.0,-0.0012,124982.0,997.0
dcid:nuts/DEB3E,2011,1133.0,0.0081,0.0091,232.0,0.0019,124062.0,1000.0
dcid:nuts/DEB3E,2012,1183.0,0.008199999999999999,0.0095,595.0,0.0048,124294.0,1020.0
dcid:nuts/DEB3E,2013,1197.0,0.0079,0.0096,545.0,0.0044,124889.0,995.0
dcid:nuts/DEB3E,2014,1145.0,0.0089,0.0091,832.0,0.0066,125434.0,1126.0
dcid:nuts/DEB3E,2015,1263.0,0.009,0.01,1037.0,0.008199999999999999,126266.0,1146.0
dcid:nuts/DEB3E,2016,1227.0,0.009300000000000001,0.0096,902.0,0.0070999999999999995,127303.0,1194.0
dcid:nuts/DEB3E,2017,1230.0,0.0095,0.0096,272.0,0.0021000000000000003,128205.0,1218.0
dcid:nuts/DEB3E,2018,1356.0,0.009699999999999999,0.0105,598.0,0.0046,128477.0,1249.0
dcid:nuts/DEB3E,2019,,,,,,129075.0,
dcid:nuts/DEB3F,2000,1168.0,0.009300000000000001,0.0106,-39.0,-0.0004,110142.0,1028.0
dcid:nuts/DEB3F,2001,1189.0,0.0092,0.0108,104.0,0.0009,110103.0,1016.0
dcid:nuts/DEB3F,2002,1174.0,0.0086,0.0107,-62.0,-0.0006,110207.0,944.0
dcid:nuts/DEB3F,2003,1300.0,0.008199999999999999,0.011800000000000001,-116.0,-0.0011,110145.0,900.0
dcid:nuts/DEB3F,2004,1200.0,0.008199999999999999,0.0109,-392.0,-0.0036,110029.0,900.0
dcid:nuts/DEB3F,2005,1250.0,0.008,0.0114,-435.0,-0.004,109637.0,880.0
dcid:nuts/DEB3F,2006,1141.0,0.0075,0.0105,-838.0,-0.0077,109202.0,817.0
dcid:nuts/DEB3F,2007,1133.0,0.0077,0.0105,-489.0,-0.0045,108364.0,837.0
dcid:nuts/DEB3F,2008,1207.0,0.0078,0.0112,-683.0,-0.0064,107875.0,840.0
dcid:nuts/DEB3F,2009,1173.0,0.0075,0.011,-1043.0,-0.009800000000000001,107192.0,799.0
dcid:nuts/DEB3F,2010,1192.0,0.0077,0.011300000000000001,-721.0,-0.0068,106149.0,812.0
dcid:nuts/DEB3F,2011,1182.0,0.0076,0.0112,-751.0,-0.0070999999999999995,105661.0,798.0
dcid:nuts/DEB3F,2012,1164.0,0.0078,0.0111,-467.0,-0.0045,104910.0,821.0
dcid:nuts/DEB3F,2013,1187.0,0.0079,0.0114,-326.0,-0.0031,104443.0,821.0
dcid:nuts/DEB3F,2014,1107.0,0.0079,0.0106,171.0,0.0016,104117.0,821.0
dcid:nuts/DEB3F,2015,1243.0,0.0091,0.0119,678.0,0.0065,104288.0,953.0
dcid:nuts/DEB3F,2016,1125.0,0.0101,0.0107,538.0,0.0050999999999999995,104966.0,1065.0
dcid:nuts/DEB3F,2017,1213.0,0.0101,0.0115,145.0,0.0014,105504.0,1064.0
dcid:nuts/DEB3F,2018,1241.0,0.011300000000000001,0.011699999999999999,408.0,0.0039,105649.0,1191.0
dcid:nuts/DEB3F,2019,,,,,,106057.0,
dcid:nuts/DEB3G,2000,885.0,0.0083,0.0112,-499.0,-0.0063,79184.0,656.0
dcid:nuts/DEB3G,2001,904.0,0.0081,0.0115,-155.0,-0.002,78685.0,640.0
dcid:nuts/DEB3G,2002,957.0,0.0077,0.012199999999999999,-419.0,-0.0053,78530.0,604.0
dcid:nuts/DEB3G,2003,900.0,0.0077,0.0116,-444.0,-0.0057,78111.0,600.0
dcid:nuts/DEB3G,2004,900.0,0.0077,0.0116,-483.0,-0.0062,77667.0,600.0
dcid:nuts/DEB3G,2005,900.0,0.0077,0.011699999999999999,-643.0,-0.008400000000000001,77184.0,590.0
dcid:nuts/DEB3G,2006,899.0,0.0067,0.011800000000000001,-732.0,-0.0096,76541.0,511.0
dcid:nuts/DEB3G,2007,921.0,0.0067,0.012199999999999999,-933.0,-0.0124,75809.0,508.0
dcid:nuts/DEB3G,2008,969.0,0.0070999999999999995,0.013,-889.0,-0.0119,74876.0,532.0
dcid:nuts/DEB3G,2009,903.0,0.007,0.0123,-681.0,-0.0092,73987.0,514.0
dcid:nuts/DEB3G,2010,928.0,0.0072,0.0127,-704.0,-0.0096,73306.0,522.0
dcid:nuts/DEB3G,2011,889.0,0.0063,0.012199999999999999,-741.0,-0.010199999999999999,73199.0,461.0
dcid:nuts/DEB3G,2012,980.0,0.006900000000000001,0.0136,-692.0,-0.0096,72458.0,500.0
dcid:nuts/DEB3G,2013,985.0,0.0072,0.013800000000000002,-668.0,-0.0094,71766.0,511.0
dcid:nuts/DEB3G,2014,877.0,0.007,0.0124,-215.0,-0.003,71098.0,497.0
dcid:nuts/DEB3G,2015,961.0,0.0076,0.0135,114.0,0.0016,70883.0,542.0
dcid:nuts/DEB3G,2016,883.0,0.0076,0.0124,-98.0,-0.0014,70997.0,542.0
dcid:nuts/DEB3G,2017,907.0,0.0086,0.0128,-135.0,-0.0019,70899.0,606.0
dcid:nuts/DEB3G,2018,996.0,0.0091,0.0141,-238.0,-0.0034,70764.0,643.0
dcid:nuts/DEB3G,2019,,,,,,70526.0,
dcid:nuts/DEB3H,2000,1094.0,0.0088,0.01,347.0,0.0032,109028.0,961.0
dcid:nuts/DEB3H,2001,1030.0,0.0083,0.0094,319.0,0.0029,109375.0,908.0
dcid:nuts/DEB3H,2002,989.0,0.0081,0.009,582.0,0.0053,109694.0,890.0
dcid:nuts/DEB3H,2003,1100.0,0.0072,0.01,248.0,0.0022,110276.0,800.0
dcid:nuts/DEB3H,2004,1100.0,0.0081,0.0099,414.0,0.0037,110524.0,900.0
dcid:nuts/DEB3H,2005,1120.0,0.0070999999999999995,0.0101,-299.0,-0.0027,110938.0,790.0
dcid:nuts/DEB3H,2006,1103.0,0.0072,0.01,-428.0,-0.0039,110639.0,799.0
