Date,GeoId,MeanMothersAge_BirthEvent,MedianMothersAge_BirthEvent,FertilityRate_Person_Female
2013,nuts/DEA28,,30.7,
2014,nuts/DEA28,30.7,31.0,1.51
2015,nuts/DEA28,30.6,30.9,1.57
2016,nuts/DEA28,30.5,30.7,1.69
2017,nuts/DEA28,30.7,31.1,1.71
2018,nuts/DEA28,30.5,31.0,1.84
2019,nuts/DEA28,30.8,31.2,1.65
2020,nuts/DEA28,30.8,31.4,1.66
2021,nuts/DEA28,31.1,31.8,1.76
2022,nuts/DEA28,31.1,31.8,1.56
2013,nuts/DEA29,,30.4,
2014,nuts/DEA29,30.2,30.6,1.5
2015,nuts/DEA29,30.3,30.6,1.52
2016,nuts/DEA29,30.4,30.8,1.64
2017,nuts/DEA29,30.5,31.0,1.64
2018,nuts/DEA29,30.6,31.1,1.7
2019,nuts/DEA29,30.6,31.1,1.65
2020,nuts/DEA29,30.8,31.4,1.6
2021,nuts/DEA29,31.0,31.7,1.66
2022,nuts/DEA29,31.1,31.7,1.62
2013,nuts/DEA2A,,30.1,
2014,nuts/DEA2A,30.2,30.4,1.59
2015,nuts/DEA2A,30.1,30.4,1.64
2016,nuts/DEA2A,30.3,30.4,1.79
2017,nuts/DEA2A,30.3,30.4,1.75
2018,nuts/DEA2A,30.5,30.8,1.8
2019,nuts/DEA2A,30.6,31.0,1.79
2020,nuts/DEA2A,30.5,30.9,1.79
2021,nuts/DEA2A,31.0,31.5,1.82
2022,nuts/DEA2A,30.8,31.2,1.71
2013,nuts/DEA2B,,32.1,
2014,nuts/DEA2B,31.2,31.7,1.57
2015,nuts/DEA2B,31.5,32.1,1.6
2016,nuts/DEA2B,31.4,32.0,1.72
2017,nuts/DEA2B,31.4,32.0,1.65
2018,nuts/DEA2B,31.8,32.4,1.62
2019,nuts/DEA2B,31.7,32.3,1.62
2020,nuts/DEA2B,31.9,32.6,1.64
2021,nuts/DEA2B,32.0,32.6,1.67
2022,nuts/DEA2B,31.8,32.6,1.58
2013,nuts/DEA2C,,31.5,
2014,nuts/DEA2C,31.1,31.6,1.59
2015,nuts/DEA2C,31.1,31.5,1.63
2016,nuts/DEA2C,31.1,31.5,1.74
2017,nuts/DEA2C,31.1,31.6,1.65
2018,nuts/DEA2C,31.2,31.7,1.72
2019,nuts/DEA2C,31.3,31.8,1.62
2020,nuts/DEA2C,31.6,32.2,1.68
2021,nuts/DEA2C,31.8,32.4,1.67
2022,nuts/DEA2C,31.7,32.3,1.58
2013,nuts/DEA2D,,31.2,
2014,nuts/DEA2D,31.4,31.2,1.44
2015,nuts/DEA2D,31.4,31.4,1.44
2016,nuts/DEA2D,31.4,31.3,1.52
2017,nuts/DEA2D,31.5,31.3,1.5
2018,nuts/DEA2D,31.8,31.6,1.5
2019,nuts/DEA2D,31.8,31.6,1.48
2020,nuts/DEA2D,31.9,31.7,1.46
2021,nuts/DEA2D,32.0,31.9,1.49
2022,nuts/DEA2D,32.0,32.0,1.37
2013,nuts/DEA3,30.7,31.0,1.41
2014,nuts/DEA3,30.8,31.0,1.5
2015,nuts/DEA3,30.8,31.0,1.54
2016,nuts/DEA3,30.8,31.0,1.64
2017,nuts/DEA3,31.0,31.2,1.63
2018,nuts/DEA3,31.1,31.3,1.66
2019,nuts/DEA3,31.2,31.5,1.62
2020,nuts/DEA3,31.2,31.6,1.64
2021,nuts/DEA3,31.4,31.8,1.7
2022,nuts/DEA3,31.3,31.8,1.57
2013,nuts/DEA31,,30.5,
2014,nuts/DEA31,30.3,30.8,1.39
2015,nuts/DEA31,30.0,30.4,1.45
2016,nuts/DEA31,30.5,31.0,1.6
2017,nuts/DEA31,30.4,30.8,1.53
2018,nuts/DEA31,30.7,31.1,1.52
2019,nuts/DEA31,30.8,31.3,1.57
2020,nuts/DEA31,30.5,31.1,1.59
2021,nuts/DEA31,31.0,31.7,1.61
2022,nuts/DEA31,30.9,31.6,1.54
2013,nuts/DEA32,,29.1,
2014,nuts/DEA32,29.1,29.0,1.52
2015,nuts/DEA32,29.1,29.0,1.63
2016,nuts/DEA32,29.1,29.0,1.7
2017,nuts/DEA32,29.3,29.3,1.77
2018,nuts/DEA32,29.1,29.1,1.84
2019,nuts/DEA32,29.7,29.9,1.75
2020,nuts/DEA32,29.4,29.8,1.86
2021,nuts/DEA32,29.7,30.2,1.88
2022,nuts/DEA32,29.5,30.0,1.82
2013,nuts/DEA33,,32.5,
2014,nuts/DEA33,32.9,32.3,1.27
2015,nuts/DEA33,32.9,32.3,1.33
2016,nuts/DEA33,32.8,32.3,1.36
2017,nuts/DEA33,32.9,32.4,1.29
2018,nuts/DEA33,33.1,32.6,1.3
2019,nuts/DEA33,33.3,32.8,1.26
2020,nuts/DEA33,33.4,32.9,1.25
2021,nuts/DEA33,33.6,33.1,1.24
2022,nuts/DEA33,33.5,33.0,1.14
2013,nuts/DEA34,,31.2,
2014,nuts/DEA34,31.0,31.3,1.62
2015,nuts/DEA34,30.8,31.0,1.69
2016,nuts/DEA34,30.8,31.0,1.73
2017,nuts/DEA34,31.0,31.3,1.77
2018,nuts/DEA34,31.3,31.5,1.8
2019,nuts/DEA34,31.3,31.6,1.77
2020,nuts/DEA34,31.4,31.7,1.78
2021,nuts/DEA34,31.5,31.9,1.86
2022,nuts/DEA34,31.7,32.0,1.66
2013,nuts/DEA35,,31.9,
2014,nuts/DEA35,31.4,31.9,1.69
2015,nuts/DEA35,31.3,31.8,1.67
2016,nuts/DEA35,31.4,31.8,1.81
2017,nuts/DEA35,31.5,31.9,1.72
2018,nuts/DEA35,31.5,32.1,1.89
2019,nuts/DEA35,31.6,32.2,1.74
2020,nuts/DEA35,31.7,32.2,1.79
2021,nuts/DEA35,31.8,32.3,1.82
2022,nuts/DEA35,31.8,32.4,1.71
2013,nuts/DEA36,,30.4,
2014,nuts/DEA36,30.2,30.5,1.48
2015,nuts/DEA36,30.1,30.6,1.52
2016,nuts/DEA36,30.1,30.5,1.66
2017,nuts/DEA36,30.4,30.7,1.66
2018,nuts/DEA36,30.3,30.7,1.67
2019,nuts/DEA36,30.5,31.1,1.67
2020,nuts/DEA36,30.6,31.2,1.66
2021,nuts/DEA36,30.7,31.2,1.74
2022,nuts/DEA36,30.6,31.3,1.66
2013,nuts/DEA37,,31.0,
2014,nuts/DEA37,30.6,31.0,1.65
2015,nuts/DEA37,30.6,31.0,1.65
2016,nuts/DEA37,30.5,30.9,1.83
2017,nuts/DEA37,30.9,31.2,1.83
2018,nuts/DEA37,31.0,31.3,1.83
2019,nuts/DEA37,31.1,31.6,1.79
2020,nuts/DEA37,31.0,31.5,1.75
2021,nuts/DEA37,31.2,31.7,1.86
2022,nuts/DEA37,31.2,31.7,1.71
2013,nuts/DEA38,,31.0,
2014,nuts/DEA38,30.8,31.2,1.61
2015,nuts/DEA38,31.0,31.3,1.67
2016,nuts/DEA38,30.9,31.2,1.75
2017,nuts/DEA38,31.0,31.4,1.69
2018,nuts/DEA38,31.1,31.5,1.79
2019,nuts/DEA38,31.1,31.7,1.71
2020,nuts/DEA38,31.3,31.8,1.76
2021,nuts/DEA38,31.4,31.9,1.88
2022,nuts/DEA38,31.2,31.8,1.68
2013,nuts/DEA4,30.5,30.6,1.49
2014,nuts/DEA4,30.6,30.8,1.56
2015,nuts/DEA4,30.7,30.8,1.6
2016,nuts/DEA4,30.6,30.7,1.71
2017,nuts/DEA4,30.8,30.9,1.67
2018,nuts/DEA4,30.9,31.1,1.67
2019,nuts/DEA4,31.0,31.2,1.66
2020,nuts/DEA4,31.1,31.3,1.67
2021,nuts/DEA4,31.3,31.5,1.71
2022,nuts/DEA4,31.2,31.6,1.6
2013,nuts/DEA41,,31.0,
2014,nuts/DEA41,31.2,31.1,1.41
2015,nuts/DEA41,31.4,31.2,1.43
2016,nuts/DEA41,31.3,31.1,1.52
2017,nuts/DEA41,31.6,31.4,1.49
2018,nuts/DEA41,31.6,31.6,1.51
2019,nuts/DEA41,31.7,31.6,1.51
2020,nuts/DEA41,31.7,31.7,1.48
2021,nuts/DEA41,31.9,31.8,1.52
2022,nuts/DEA41,31.7,31.7,1.4
2013,nuts/DEA42,,30.9,
2014,nuts/DEA42,30.7,31.1,1.64
2015,nuts/DEA42,30.7,31.0,1.66
2016,nuts/DEA42,30.9,31.2,1.76
2017,nuts/DEA42,30.7,30.9,1.74
2018,nuts/DEA42,30.9,31.3,1.79
2019,nuts/DEA42,31.0,31.3,1.76
2020,nuts/DEA42,30.9,31.3,1.75
2021,nuts/DEA42,31.2,31.7,1.83
2022,nuts/DEA42,31.1,31.6,1.71
2013,nuts/DEA43,,30.5,
2014,nuts/DEA43,30.3,30.4,1.57
2015,nuts/DEA43,30.5,30.7,1.63
2016,nuts/DEA43,30.3,30.7,1.73
2017,nuts/DEA43,30.4,30.8,1.66
2018,nuts/DEA43,30.5,30.8,1.7
2019,nuts/DEA43,30.6,31.0,1.69
2020,nuts/DEA43,30.8,31.2,1.69
2021,nuts/DEA43,31.0,31.4,1.74
2022,nuts/DEA43,30.9,31.6,1.59
2013,nuts/DEA44,,30.3,
2014,nuts/DEA44,30.3,30.5,1.54
2015,nuts/DEA44,30.1,30.1,1.55
2016,nuts/DEA44,29.9,30.1,1.79
2017,nuts/DEA44,30.5,30.7,1.76
2018,nuts/DEA44,30.5,30.9,1.66
2019,nuts/DEA44,30.4,30.9,1.66
2020,nuts/DEA44,30.7,31.1,1.79
2021,nuts/DEA44,31.1,31.6,1.77
2022,nuts/DEA44,30.7,31.3,1.63
2013,nuts/DEA45,,30.0,
2014,nuts/DEA45,30.2,30.2,1.61
2015,nuts/DEA45,30.4,30.3,1.71
2016,nuts/DEA45,30.1,30.0,1.83
2017,nuts/DEA45,30.4,30.4,1.82
2018,nuts/DEA45,30.5,30.6,1.81
2019,nuts/DEA45,30.5,30.8,1.77
2020,nuts/DEA45,30.8,31.0,1.78
2021,nuts/DEA45,30.9,31.2,1.83
2022,nuts/DEA45,30.8,31.2,1.74
2013,nuts/DEA46,,30.0,
2014,nuts/DEA46,30.3,30.5,1.67
2015,nuts/DEA46,30.2,30.3,1.64
2016,nuts/DEA46,30.1,30.1,1.86
2017,nuts/DEA46,30.3,30.3,1.75
2018,nuts/DEA46,30.5,30.7,1.73
2019,nuts/DEA46,30.7,30.9,1.78
2020,nuts/DEA46,30.7,30.9,1.75
2021,nuts/DEA46,30.7,31.0,1.82
2022,nuts/DEA46,30.9,31.3,1.69
2013,nuts/DEA47,,31.0,
2014,nuts/DEA47,31.0,31.0,1.53
2015,nuts/DEA47,31.1,31.1,1.62
2016,nuts/DEA47,31.0,31.1,1.65
2017,nuts/DEA47,31.3,31.4,1.62
2018,nuts/DEA47,31.4,31.5,1.57
2019,nuts/DEA47,31.6,31.6,1.56
2020,nuts/DEA47,31.6,31.7,1.62
2021,nuts/DEA47,31.9,32.0,1.6
2022,nuts/DEA47,31.9,32.1,1.52
2013,nuts/DEA5,30.3,30.5,1.4
2014,nuts/DEA5,30.4,30.6,1.47
2015,nuts/DEA5,30.4,30.6,1.5
2016,nuts/DEA5,30.4,30.6,1.6
2017,nuts/DEA5,30.6,30.8,1.63
2018,nuts/DEA5,30.8,31.0,1.6
2019,nuts/DEA5,30.8,31.1,1.58
2020,nuts/DEA5,30.9,31.3,1.58
2021,nuts/DEA5,31.0,31.4,1.63
2022,nuts/DEA5,30.9,31.4,1.53
2013,nuts/DEA51,,31.1,
2014,nuts/DEA51,31.2,31.3,1.29
2015,nuts/DEA51,31.2,31.3,1.29
2016,nuts/DEA51,31.1,31.2,1.37
2017,nuts/DEA51,31.3,31.3,1.4
2018,nuts/DEA51,31.5,31.6,1.41
2019,nuts/DEA51,31.5,31.6,1.32
2020,nuts/DEA51,31.7,31.7,1.35
2021,nuts/DEA51,31.9,32.0,1.36
2022,nuts/DEA51,31.7,31.9,1.25
2013,nuts/DEA52,,30.5,
2014,nuts/DEA52,30.6,31.0,1.45
2015,nuts/DEA52,30.7,30.9,1.45
2016,nuts/DEA52,30.7,31.0,1.57
2017,nuts/DEA52,30.7,30.9,1.54
2018,nuts/DEA52,30.9,31.2,1.54
2019,nuts/DEA52,31.0,31.3,1.52
2020,nuts/DEA52,31.1,31.5,1.52
2021,nuts/DEA52,31.1,31.5,1.58
2022,nuts/DEA52,30.9,31.3,1.48
2013,nuts/DEA53,,29.8,
2014,nuts/DEA53,30.0,29.9,1.57
2015,nuts/DEA53,29.7,29.7,1.68
2016,nuts/DEA53,29.8,29.8,1.75
2017,nuts/DEA53,29.6,29.8,1.8
2018,nuts/DEA53,29.9,30.0,1.85
2019,nuts/DEA53,29.9,30.2,1.81
2020,nuts/DEA53,30.2,30.5,1.86
2021,nuts/DEA53,30.2,30.7,1.9
2022,nuts/DEA53,30.0,30.5,1.73
2013,nuts/DEA54,,29.8,
2014,nuts/DEA54,29.8,30.0,1.57
2015,nuts/DEA54,29.7,29.7,1.54
2016,nuts/DEA54,29.7,29.8,1.69
2017,nuts/DEA54,30.2,30.2,1.68
2018,nuts/DEA54,30.3,30.4,1.63
2019,nuts/DEA54,30.5,30.7,1.6
2020,nuts/DEA54,30.3,30.4,1.57
2021,nuts/DEA54,30.5,30.9,1.6
2022,nuts/DEA54,30.3,30.7,1.58
2013,nuts/DEA55,,29.3,
2014,nuts/DEA55,29.7,29.7,1.38
2015,nuts/DEA55,29.9,29.9,1.47
2016,nuts/DEA55,29.9,29.9,1.54
2017,nuts/DEA55,29.8,29.7,1.66
2018,nuts/DEA55,30.4,30.3,1.58
2019,nuts/DEA55,29.9,30.0,1.62
2020,nuts/DEA55,30.0,30.2,1.65
2021,nuts/DEA55,30.0,30.3,1.61
2022,nuts/DEA55,30.2,30.6,1.67
2013,nuts/DEA56,,31.0,
2014,nuts/DEA56,30.6,31.0,1.47
2015,nuts/DEA56,30.8,31.1,1.49
2016,nuts/DEA56,30.7,31.0,1.58
2017,nuts/DEA56,30.9,31.3,1.63
2018,nuts/DEA56,30.8,31.2,1.61
2019,nuts/DEA56,31.1,31.5,1.61
2020,nuts/DEA56,31.2,31.6,1.56
2021,nuts/DEA56,31.4,31.9,1.65
2022,nuts/DEA56,31.1,31.8,1.51
2013,nuts/DEA57,,30.7,
2014,nuts/DEA57,30.3,30.6,1.48
2015,nuts/DEA57,30.4,30.7,1.5
2016,nuts/DEA57,30.4,30.6,1.74
2017,nuts/DEA57,30.7,31.1,1.66
2018,nuts/DEA57,30.5,31.0,1.57
2019,nuts/DEA57,30.8,31.2,1.61
2020,nuts/DEA57,31.1,31.5,1.65
2021,nuts/DEA57,31.2,31.7,1.71
2022,nuts/DEA57,31.1,31.7,1.59
2013,nuts/DEA58,,29.8,
2014,nuts/DEA58,29.9,29.8,1.54
2015,nuts/DEA58,29.9,29.8,1.61
2016,nuts/DEA58,29.9,30.0,1.73
2017,nuts/DEA58,30.1,30.3,1.68
2018,nuts/DEA58,30.3,30.6,1.66
2019,nuts/DEA58,30.3,30.6,1.69
2020,nuts/DEA58,30.4,30.8,1.71
2021,nuts/DEA58,30.6,31.0,1.7
2022,nuts/DEA58,30.6,31.2,1.59
2013,nuts/DEA59,,31.0,
2014,nuts/DEA59,30.4,30.7,1.57
2015,nuts/DEA59,30.6,30.9,1.68
2016,nuts/DEA59,30.5,31.0,1.62
2017,nuts/DEA59,30.7,31.3,1.8
2018,nuts/DEA59,31.1,31.4,1.59
2019,nuts/DEA59,31.0,31.4,1.61
2020,nuts/DEA59,31.0,31.5,1.67
2021,nuts/DEA59,31.2,31.6,1.72
2022,nuts/DEA59,31.0,31.6,1.68
2013,nuts/DEA5A,,30.1,
2014,nuts/DEA5A,30.4,30.2,1.43
2015,nuts/DEA5A,30.5,30.3,1.52
2016,nuts/DEA5A,30.4,30.0,1.57
2017,nuts/DEA5A,30.8,30.8,1.63
2018,nuts/DEA5A,30.8,30.7,1.66
2019,nuts/DEA5A,30.9,30.9,1.61
2020,nuts/DEA5A,31.1,31.2,1.58
2021,nuts/DEA5A,31.0,31.2,1.64
2022,nuts/DEA5A,31.0,31.3,1.48
2013,nuts/DEA5B,,31.1,
2014,nuts/DEA5B,30.6,31.0,1.58
2015,nuts/DEA5B,30.6,31.1,1.63
2016,nuts/DEA5B,30.5,31.0,1.69
2017,nuts/DEA5B,30.8,31.2,1.76
2018,nuts/DEA5B,31.0,31.5,1.71
2019,nuts/DEA5B,30.9,31.4,1.67
2020,nuts/DEA5B,31.3,31.7,1.64
2021,nuts/DEA5B,31.4,32.0,1.74
2022,nuts/DEA5B,31.1,31.7,1.63
2013,nuts/DEA5C,,30.4,
2014,nuts/DEA5C,30.3,30.7,1.54
2015,nuts/DEA5C,30.2,30.6,1.54
2016,nuts/DEA5C,30.4,30.8,1.62
2017,nuts/DEA5C,30.6,31.0,1.71
2018,nuts/DEA5C,30.7,31.0,1.64
2019,nuts/DEA5C,30.6,31.0,1.65
2020,nuts/DEA5C,30.9,31.4,1.63
2021,nuts/DEA5C,30.9,31.5,1.65
2022,nuts/DEA5C,31.1,31.6,1.62
2013,nuts/DEB,30.5,30.8,1.41
2014,nuts/DEB,30.7,30.9,1.46
2015,nuts/DEB,30.7,30.9,1.51
2016,nuts/DEB,30.6,30.8,1.61
2017,nuts/DEB,30.8,31.0,1.6
2018,nuts/DEB,30.9,31.2,1.59
2019,nuts/DEB,31.0,31.3,1.57
2020,nuts/DEB,31.0,31.5,1.58
2021,nuts/DEB,31.1,31.6,1.62
2022,nuts/DEB,31.1,31.6,1.53
2013,nuts/DEB1,30.3,30.5,1.44
2014,nuts/DEB1,30.4,30.6,1.49
2015,nuts/DEB1,30.4,30.7,1.53
2016,nuts/DEB1,30.3,30.5,1.66
2017,nuts/DEB1,30.5,30.7,1.63
2018,nuts/DEB1,30.6,31.0,1.64
2019,nuts/DEB1,30.8,31.1,1.62
2020,nuts/DEB1,30.8,31.2,1.64
2021,nuts/DEB1,30.9,31.4,1.68
2022,nuts/DEB1,30.8,31.4,1.58
2013,nuts/DEB11,,30.7,
2014,nuts/DEB11,30.7,30.6,1.35
2015,nuts/DEB11,31.0,30.9,1.34
2016,nuts/DEB11,31.0,30.5,1.45
2017,nuts/DEB11,31.4,31.0,1.4
2018,nuts/DEB11,31.7,31.3,1.45
2019,nuts/DEB11,31.6,31.6,1.35
2020,nuts/DEB11,31.3,31.4,1.38
2021,nuts/DEB11,31.5,31.4,1.39
2022,nuts/DEB11,31.9,32.0,1.28
2013,nuts/DEB12,,30.8,
2014,nuts/DEB12,30.9,31.4,1.53
2015,nuts/DEB12,30.7,31.0,1.49
2016,nuts/DEB12,30.9,31.2,1.64
2017,nuts/DEB12,30.8,30.9,1.7
2018,nuts/DEB12,31.2,31.5,1.7
2019,nuts/DEB12,31.4,31.8,1.65
2020,nuts/DEB12,31.4,31.8,1.69
2021,nuts/DEB12,31.4,31.8,1.79
2022,nuts/DEB12,31.2,31.8,1.6
2013,nuts/DEB13,,29.7,
2014,nuts/DEB13,29.8,29.8,1.49
2015,nuts/DEB13,29.8,30.1,1.59
2016,nuts/DEB13,29.9,29.9,1.59
2017,nuts/DEB13,30.2,30.3,1.6
2018,nuts/DEB13,30.3,30.5,1.64
2019,nuts/DEB13,30.3,30.5,1.66
2020,nuts/DEB13,30.4,30.8,1.66
2021,nuts/DEB13,30.4,30.8,1.76
2022,nuts/DEB13,30.4,30.9,1.65
2013,nuts/DEB14,,30.4,
2014,nuts/DEB14,30.3,30.6,1.56
2015,nuts/DEB14,30.6,31.1,1.47
2016,nuts/DEB14,30.2,30.5,1.68
2017,nuts/DEB14,29.9,30.2,1.73
2018,nuts/DEB14,30.6,31.1,1.7
2019,nuts/DEB14,30.6,31.0,1.61
2020,nuts/DEB14,30.5,31.2,1.64
2021,nuts/DEB14,30.7,31.3,1.73
2022,nuts/DEB14,30.8,31.5,1.65
2013,nuts/DEB15,,29.6,
2014,nuts/DEB15,29.9,30.1,1.44
2015,nuts/DEB15,30.0,29.8,1.45
2016,nuts/DEB15,29.4,29.5,1.72
2017,nuts/DEB15,29.3,29.5,1.49
2018,nuts/DEB15,29.7,30.0,1.78
2019,nuts/DEB15,29.9,30.0,2.04
2020,nuts/DEB15,29.7,29.9,1.73
2021,nuts/DEB15,30.2,30.6,1.68
2022,nuts/DEB15,29.8,30.4,1.84
2013,nuts/DEB17,,30.6,
2014,nuts/DEB17,30.5,30.9,1.5
2015,nuts/DEB17,30.5,31.0,1.62
2016,nuts/DEB17,30.3,30.9,1.72
2017,nuts/DEB17,30.6,31.1,1.68
2018,nuts/DEB17,30.7,31.3,1.64
2019,nuts/DEB17,30.9,31.4,1.57
2020,nuts/DEB17,31.0,31.5,1.67
2021,nuts/DEB17,31.1,31.7,1.65
2022,nuts/DEB17,30.9,31.5,1.57
2013,nuts/DEB18,,30.4,
2014,nuts/DEB18,30.3,30.4,1.49
2015,nuts/DEB18,30.1,30.1,1.58
2016,nuts/DEB18,30.0,29.9,1.73
2017,nuts/DEB18,30.5,30.8,1.73
2018,nuts/DEB18,30.4,30.6,1.72
2019,nuts/DEB18,30.4,30.6,1.78
2020,nuts/DEB18,30.5,30.7,1.73
2021,nuts/DEB18,30.6,31.0,1.84
2022,nuts/DEB18,30.8,31.2,1.69
2013,nuts/DEB1A,,30.3,
2014,nuts/DEB1A,29.9,30.1,1.62
2015,nuts/DEB1A,30.3,30.5,1.57
2016,nuts/DEB1A,30.2,30.5,1.72
2017,nuts/DEB1A,30.2,30.3,1.63
2018,nuts/DEB1A,30.4,30.8,1.62
2019,nuts/DEB1A,30.5,31.1,1.65
2020,nuts/DEB1A,30.7,31.3,1.58
2021,nuts/DEB1A,30.7,31.4,1.58
2022,nuts/DEB1A,30.7,31.5,1.49
2013,nuts/DEB1B,,30.8,
2014,nuts/DEB1B,30.4,30.7,1.49
2015,nuts/DEB1B,30.3,30.6,1.57
2016,nuts/DEB1B,30.6,30.9,1.7
2017,nuts/DEB1B,30.6,31.1,1.6
2018,nuts/DEB1B,30.4,30.9,1.64
2019,nuts/DEB1B,30.9,31.4,1.53
2020,nuts/DEB1B,30.9,31.4,1.69
2021,nuts/DEB1B,30.8,31.4,1.7
2022,nuts/DEB1B,30.5,31.2,1.58
2013,nuts/DEB1C,,31.0,
2014,nuts/DEB1C,30.7,31.0,1.42
2015,nuts/DEB1C,30.3,30.6,1.62
2016,nuts/DEB1C,30.6,30.8,1.52
2017,nuts/DEB1C,30.6,30.7,1.72
2018,nuts/DEB1C,30.5,30.9,1.61
2019,nuts/DEB1C,30.8,31.2,1.6
2020,nuts/DEB1C,30.5,30.9,1.62
2021,nuts/DEB1C,31.0,31.4,1.65
2022,nuts/DEB1C,31.4,31.9,1.59
2013,nuts/DEB1D,,30.6,
2014,nuts/DEB1D,30.3,30.6,1.51
2015,nuts/DEB1D,30.6,31.1,1.6
2016,nuts/DEB1D,30.3,30.6,1.69
2017,nuts/DEB1D,30.7,31.1,1.68
2018,nuts/DEB1D,30.8,31.4,1.61
2019,nuts/DEB1D,30.8,31.2,1.72
2020,nuts/DEB1D,31.0,31.6,1.67
2021,nuts/DEB1D,30.9,31.6,1.74
2022,nuts/DEB1D,30.8,31.5,1.66
2013,nuts/DEB2,30.9,31.0,1.36
2014,nuts/DEB2,31.0,31.1,1.4
2015,nuts/DEB2,30.9,31.0,1.46
2016,nuts/DEB2,30.8,31.0,1.53
2017,nuts/DEB2,31.0,31.2,1.52
2018,nuts/DEB2,31.0,31.2,1.47
2019,nuts/DEB2,31.1,31.4,1.49
2020,nuts/DEB2,31.1,31.5,1.46
2021,nuts/DEB2,31.2,31.6,1.45
2022,nuts/DEB2,31.4,31.8,1.37
2013,nuts/DEB21,,31.0,
2014,nuts/DEB21,32.0,31.4,1.2
2015,nuts/DEB21,31.6,31.3,1.22
2016,nuts/DEB21,31.3,31.0,1.26
2017,nuts/DEB21,32.0,31.7,1.26
2018,nuts/DEB21,32.0,31.6,1.21
2019,nuts/DEB21,31.9,31.5,1.2
2020,nuts/DEB21,31.7,31.6,1.13
2021,nuts/DEB21,31.8,31.6,1.14
2022,nuts/DEB21,32.2,31.8,1.07
2013,nuts/DEB22,,30.4,
2014,nuts/DEB22,30.4,30.7,1.6
2015,nuts/DEB22,30.4,30.8,1.63
2016,nuts/DEB22,30.4,30.8,1.75
2017,nuts/DEB22,30.5,30.8,1.73
2018,nuts/DEB22,30.0,30.6,1.68
2019,nuts/DEB22,30.4,31.0,1.71
2020,nuts/DEB22,30.8,31.4,1.75
2021,nuts/DEB22,31.0,31.6,1.79
2022,nuts/DEB22,30.8,31.4,1.58
2013,nuts/DEB23,,30.9,
2014,nuts/DEB23,30.6,30.8,1.47
2015,nuts/DEB23,30.6,30.4,1.71
2016,nuts/DEB23,30.4,30.5,1.72
2017,nuts/DEB23,30.5,30.7,1.73
2018,nuts/DEB23,30.6,30.8,1.72
2019,nuts/DEB23,30.7,31.2,1.68
2020,nuts/DEB23,30.7,31.1,1.55
2021,nuts/DEB23,30.7,31.2,1.54
2022,nuts/DEB23,31.2,31.8,1.45
2013,nuts/DEB24,,30.1,
2014,nuts/DEB24,30.0,30.3,1.56
2015,nuts/DEB24,30.1,30.3,1.48
2016,nuts/DEB24,30.6,30.8,1.64
2017,nuts/DEB24,30.3,30.6,1.62
2018,nuts/DEB24,30.5,30.7,1.52
2019,nuts/DEB24,31.0,31.4,1.53
2020,nuts/DEB24,30.9,31.2,1.49
2021,nuts/DEB24,30.5,31.2,1.55
2022,nuts/DEB24,30.7,31.2,1.65
2013,nuts/DEB25,,31.7,
2014,nuts/DEB25,30.9,31.5,1.48
2015,nuts/DEB25,31.1,31.6,1.53
2016,nuts/DEB25,30.9,31.5,1.59
2017,nuts/DEB25,31.0,31.7,1.58
2018,nuts/DEB25,31.1,31.9,1.5
2019,nuts/DEB25,31.1,31.8,1.6
2020,nuts/DEB25,31.1,31.9,1.58
2021,nuts/DEB25,31.5,32.2,1.49
2022,nuts/DEB25,31.5,32.3,1.39
2013,nuts/DEB3,30.6,30.9,1.4
2014,nuts/DEB3,30.8,31.0,1.46
2015,nuts/DEB3,30.8,31.0,1.51
2016,nuts/DEB3,30.8,31.0,1.6
2017,nuts/DEB3,31.0,31.2,1.6
2018,nuts/DEB3,31.1,31.3,1.6
2019,nuts/DEB3,31.1,31.4,1.55
2020,nuts/DEB3,31.2,31.6,1.58
2021,nuts/DEB3,31.3,31.7,1.62
2022,nuts/DEB3,31.3,31.7,1.53
2013,nuts/DEB31,,29.2,
2014,nuts/DEB31,29.6,29.6,1.61
2015,nuts/DEB31,29.7,29.5,1.55
2016,nuts/DEB31,30.1,30.3,1.85
2017,nuts/DEB31,30.1,30.5,1.7
2018,nuts/DEB31,30.7,31.0,1.76
2019,nuts/DEB31,29.9,30.2,1.68
2020,nuts/DEB31,30.8,31.2,1.67
2021,nuts/DEB31,30.7,31.1,1.73
2022,nuts/DEB31,31.0,31.3,1.59
2013,nuts/DEB32,,29.5,
2014,nuts/DEB32,30.6,30.4,1.37
2015,nuts/DEB32,30.1,29.8,1.39
2016,nuts/DEB32,30.7,30.3,1.52
2017,nuts/DEB32,30.7,30.5,1.43
2018,nuts/DEB32,30.7,30.0,1.53
2019,nuts/DEB32,30.5,30.0,1.54
2020,nuts/DEB32,31.0,30.6,1.66
2021,nuts/DEB32,31.1,31.0,1.55
2022,nuts/DEB32,30.9,30.6,1.44
2013,nuts/DEB33,,31.6,
2014,nuts/DEB33,31.2,30.9,1.21
2015,nuts/DEB33,32.3,31.6,1.35
2016,nuts/DEB33,31.4,30.8,1.55
2017,nuts/DEB33,32.7,31.7,1.5
2018,nuts/DEB33,32.0,31.3,1.25
2019,nuts/DEB33,32.8,32.1,1.3
2020,nuts/DEB33,32.4,31.9,1.28
2021,nuts/DEB33,32.6,32.1,1.32
