srcStateName,srcDistrictName,Year,StateCode,StateName,DistrictCode,DistrictName,censusyear,CensusStateCode,CensusDistrictCode,TotalPopulation,TotalPopulationUrban,TotalPopulationRural,TotalPopulationMale,TotalPopulationMaleUrban,TotalPopulationMaleRural,TotalPopulationFemale,TotalPopulationFemaleUrban,TotalPopulationFemaleRural,NumberOfHouseholds,NumberOfHouseholdsUrban,NumberOfHouseholdsRural,LandAreaUrban,LandAreaRural,LandArea,JoinYear,NumberOfChildren,NumberOfParents,TotalPopulationMappingError%,TotalPopulationUrbanMappingError%,TotalPopulationRuralMappingError%,TotalPopulationMaleMappingError%,TotalPopulationMaleUrbanMappingError%,TotalPopulationMaleRuralMappingError%,TotalPopulationFemaleMappingError%,TotalPopulationFemaleUrbanMappingError%,TotalPopulationFemaleRuralMappingError%,NumberOfHouseholdsMappingError%,NumberOfHouseholdsUrbanMappingError%,NumberOfHouseholdsRuralMappingError%,LandAreaUrbanMappingError%,LandAreaRuralMappingError%,LandAreaMappingError%,WeighingRatio_TotalPopulation,WeighingRatio_Percentage_TotalPopulation,WeighingRatio_TotalPopulationUrban,WeighingRatio_Percentage_TotalPopulationUrban,WeighingRatio_TotalPopulationRural,WeighingRatio_Percentage_TotalPopulationRural,WeighingRatio_TotalPopulationMale,WeighingRatio_Percentage_TotalPopulationMale,WeighingRatio_TotalPopulationMaleUrban,WeighingRatio_Percentage_TotalPopulationMaleUrban,WeighingRatio_TotalPopulationMaleRural,WeighingRatio_Percentage_TotalPopulationMaleRural,WeighingRatio_TotalPopulationFemale,WeighingRatio_Percentage_TotalPopulationFemale,WeighingRatio_TotalPopulationFemaleUrban,WeighingRatio_Percentage_TotalPopulationFemaleUrban,WeighingRatio_TotalPopulationFemaleRural,WeighingRatio_Percentage_TotalPopulationFemaleRural,WeighingRatio_NumberOfHouseholds,WeighingRatio_Percentage_NumberOfHouseholds,WeighingRatio_NumberOfHouseholdsUrban,WeighingRatio_Percentage_NumberOfHouseholdsUrban,WeighingRatio_NumberOfHouseholdsRural,WeighingRatio_Percentage_NumberOfHouseholdsRural,WeighingRatio_LandAreaUrban,WeighingRatio_Percentage_LandAreaUrban,WeighingRatio_LandAreaRural,WeighingRatio_Percentage_LandAreaRural,WeighingRatio_LandArea,WeighingRatio_Percentage_LandArea
Andaman & Nicobar,Nicobars,2015-16,35,ANDAMAN AND NICOBAR ISLANDS,603,NICOBARS,2011,35,603,36842,0,36842,20727,0,20727,16115,0,16115,9288,0,9288,0,,,2015-16,1,1,0.000000000000000000000000,0,0.000000000000000000000000,0.000000000000000000000000,0,0.000000000000000000000000,0.000000000000000000000000,0,0.000000000000000000000000,0.00000000000000000000,0,0.00000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman & Nicobar,North & Middle Andaman,2015-16,35,ANDAMAN AND NICOBAR ISLANDS,632,NORTH AND MIDDLE ANDAMAN,2011,35,632,105597,2741,102856,54861,1404,53457,50736,1337,49399,26199,724,25475,595,,,2015-16,1,1,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andaman & Nicobar,South Andaman,2015-16,35,ANDAMAN AND NICOBAR ISLANDS,602,SOUTH ANDAMANS,2011,35,602,238142,140747,97395,127283,75180,52103,110859,65567,45292,59064,35297,23767,3204.37,,,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Anantapur,2015-16,28,ANDHRA PRADESH,502,ANANTAPUR,2011,28,502,4081148,1145711,2935437,2064495,575338,1489157,2016653,570373,1446280,968160,267794,700366,37694,1.75134e+06,1789033,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Chittoor,2015-16,28,ANDHRA PRADESH,503,CHITTOOR,2011,28,503,4174064,1231386,2942678,2090204,616152,1474052,2083860,615234,1468626,1039953,302631,737322,31862,1.13135e+06,1163209,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,East Godavari,2015-16,28,ANDHRA PRADESH,505,EAST GODAVARI,2011,28,505,5285824,1313972,3971852,2633304,647395,1985909,2652520,666577,1985943,1465351,354755,1110596,30044,755027,785071,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Guntur,2015-16,28,ANDHRA PRADESH,506,GUNTUR,2011,28,506,4887813,1652738,3235075,2440521,819030,1621491,2447292,833708,1613584,1296609,419145,877464,31549,974408,1005957,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Krishna,2015-16,28,ANDHRA PRADESH,510,KRISHNA,2011,28,510,4517398,1843660,2673738,2267375,923841,1343534,2250023,919819,1330204,1243293,489371,753922,36385,801625,838010,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Kurnool,2015-16,28,ANDHRA PRADESH,511,KURNOOL,2011,28,511,4053463,1149286,2904177,2039227,574658,1464569,2014236,574628,1439608,887652,248532,639120,34739,1.42737e+06,1462108,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Prakasam,2015-16,28,ANDHRA PRADESH,517,PRAKASAM,2011,28,517,3397448,664582,2732866,1714764,332123,1382641,1682684,332459,1350225,860463,168650,691813,26863,1.33477e+06,1361634,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Srikakulam,2015-16,28,ANDHRA PRADESH,519,SRIKAKULAM,2011,28,519,2703114,436703,2266411,1341738,214850,1126888,1361376,221853,1139523,681330,108948,572382,18604,499232,517836,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Sri Potti Sriramulu Nellore,2015-16,28,ANDHRA PRADESH,515,SPSR NELLORE,2011,28,515,2963557,857630,2105927,1492974,432164,1060810,1470583,425466,1045117,776854,209734,567120,23206,1.16333e+06,1186537,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Visakhapatnam,2015-16,28,ANDHRA PRADESH,520,VISAKHAPATANAM,2011,28,520,4290589,2035922,2254667,2138910,1025676,1113234,2151679,1010246,1141433,1097042,517625,579417,63216,749446,812662,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Vizianagaram,2015-16,28,ANDHRA PRADESH,521,VIZIANAGARAM,2011,28,521,2344474,490911,1853563,1161477,241049,920428,1182997,249862,933135,587149,123623,463526,14008,535368,549376,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,West Godavari,2015-16,28,ANDHRA PRADESH,523,WEST GODAVARI,2011,28,523,3995742,808777,3186965,1993747,397905,1595842,2001995,410872,1591123,1108916,214318,894598,15539,740395,755934,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Andhra Pradesh,Y.S.R.,2015-16,28,ANDHRA PRADESH,504,Y.S.R.,2011,28,504,2882469,979132,1903337,1451777,492084,959693,1430692,487048,943644,706204,228492,477712,48225,1.16028e+06,1208508,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,Anjaw,2015-16,12,ARUNACHAL PRADESH,628,ANJAW,2011,12,628,21167,982,20185,11507,625,10882,9660,357,9303,4612,187,4425,,,,2015-16,1,1,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,Changlang,2015-16,12,ARUNACHAL PRADESH,229,CHANGLANG,2011,12,229,159386,30497,128889,81655,15420,66235,77731,15077,62654,31766,6930,24836,,0,,2015-16,1,1,0.07353635664458327100,0.000000000000000000000000,0.08449743406874525200,0.06237978894838072500,0.000000000000000000000000,0.07241675844485011200,0.08558040349055809600,0.00000000000000000000,0.09726540699992027400,0.07452322075810440000,0.00000000000000000000,0.08850269530935714900,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,Dibang Valley,2015-16,12,ARUNACHAL PRADESH,230,DIBANG VALLEY,2011,12,230,14240,8620,5620,7921,4823,3098,6319,3797,2522,3450,2119,1331,,0,,2015-16,1,1,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,East Kameng,2015-16,12,ARUNACHAL PRADESH,231,EAST KAMENG,2011,12,231,66592,18350,48242,32818,9269,23549,33774,9081,24693,12350,3610,8740,,,,2015-16,2,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.84625746600584572373,1,1.00000000000000000000,1,0.79950281736824660259,1,0.84637008381689232753,1,1.00000000000000000000,1,0.79810885921507490002,1,0.84614806463735437805,1,1.00000000000000000000,1,0.80083673866510994357,1,0.85125448028673835125,1,1.00000000000000000000,1,0.80198201504863277666,1,,1,,1,,1
Arunachal Pradesh,East Kameng,2015-16,12,ARUNACHAL PRADESH,723,PAKKE KESSANG,2011,12,247,12098,0,12098,5957,0,5957,6141,0,6141,2158,0,2158,0,,,2015-16,2,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.15374253399415427627,1,0.000000000000000000000000,1,0.20049718263175339741,1,0.15362991618310767247,1,0.00000000000000000000,1,0.20189114078492509998,1,0.15385193536264562195,1,0.00000000000000000000,1,0.19916326133489005643,1,0.14874551971326164875,1,0.00000000000000000000,1,0.19801798495136722334,1,,1,,1,,1
Arunachal Pradesh,East Siang,2015-16,12,ARUNACHAL PRADESH,232,EAST SIANG,2011,12,232,68498,20684,47814,35258,11202,24056,33240,9482,23758,13173,4396,8777,0,0,,2015-16,3,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.71919951281997438105,1,0.87410725605375480708,1,0.66798921471381271043,1,0.72196740109755098698,1,0.88281188430924422728,1,0.66550474451545079813,1,0.71628668706632763005,1,0.86404228175687989794,1,0.67052382027545721382,1,0.73321830123566737170,1,0.87083993660855784469,1,0.67943954172472518966,1,,1,,1,,1
Arunachal Pradesh,East Siang,2015-16,12,ARUNACHAL PRADESH,719,LOWER SIANG,2011,12,251,9412,0,9412,4753,0,4753,4659,0,4659,1460,0,1460,0,,,2015-16,3,2,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.09882194830011969509,0.44572835764349308581,0.000000000000000000000000,0,0.13149107978597074561,0.44572835764349308581,0.09732574330411991154,0.44144144144144144144,0.000000000000000000000000,0,0.13149085677926245608,0.44144144144144144144,0.10039650045252769038,0.45018842400231906464,0.000000000000000000000000,0,0.13149130729284262813,0.45018842400231906464,0.08126461093175999109,0.38573315719947159841,0.00000000000000000000,0,0.11302059142282087010,0.38573315719947159841,,0,,,,
Arunachal Pradesh,East Siang,2015-16,12,ARUNACHAL PRADESH,679,SIANG,2011,12,251,17332,2979,14353,8825,1487,7338,8507,1492,7015,3333,652,2681,,,,2015-16,3,2,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.18197853887990592386,0.54298245614035087719,0.12589274394624519292,1.00000000000000000000,0.20051970550021654396,0.49594001589440586020,0.18070685559832910148,0.53162650602409638554,0.11718811569075577272,1.00000000000000000000,0.20300439870528674579,0.48554224839542116059,0.18331681248114467957,0.55528720626631853786,0.13595771824312010206,1.00000000000000000000,0.19798487243170015805,0.50730402082730691351,0.18551708783257263720,0.56234182554412012823,0.12916006339144215531,1.00000000000000000000,0.20753986685245394024,0.50824644549763033175,,,,,,
Arunachal Pradesh,Kurung Kumey,2015-16,12,ARUNACHAL PRADESH,233,KURUNG KUMEY,2011,12,233,59618,16591,43027,29957,8733,21224,29661,7858,21803,10884,3608,7276,,0,,2015-16,2,1,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.56073061078610259401,1,1.00000000000000000000,1,0.47951098282644793884,1,0.56731370135403844333,1,1.00000000000000000000,1,0.48157560355781448539,1,0.55423510286451034251,1,1.00000000000000000000,1,0.47751812348058433168,1,0.59861401385986140139,1,1.00000000000000000000,1,0.49924523123370385618,1,,1,,1,,1
Arunachal Pradesh,Kurung Kumey,2015-16,12,ARUNACHAL PRADESH,677,KRA DAADI,2011,12,256,46704,0,46704,22848,0,22848,23856,0,23856,7298,0,7298,0,,,2015-16,2,2,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.43926938921389740599,0.71976328442855381581,0.000000000000000000000000,0.000000000000000000000000,0.52048901717355206116,1.00000000000000000000,0.43268629864596155667,0.70105243778957380872,0.00000000000000000000,0.00000000000000000000,0.51842439644218551461,1.00000000000000000000,0.44576489713548965749,0.73864445614143728520,0.00000000000000000000,0.00000000000000000000,0.52248187651941566832,1.00000000000000000000,0.40138598614013859861,0.63022452504317789292,0.00000000000000000000,0.00000000000000000000,0.50075476876629614382,1.00000000000000000000,,,,,,
Arunachal Pradesh,Lohit,2015-16,12,ARUNACHAL PRADESH,678,NAMSAI,2011,12,259,81704,0,81704,42369,0,42369,39335,0,39335,15890,0,15890,0,,,2015-16,3,2,0.09950180475687248700,0.000000000000000000000000,0.12798333568704985200,0.10233400244027236600,0.000000000000000000000000,0.13222355952602939400,0.09639594273793252300,0.000000000000000000000000,0.12337722125034527200,0.12997833694384269300,0.00000000000000000000,0.17273452032952431600,0,0,0,0.62210378040887805992,0.83133903133903133903,0.000000000000000000000000,0.000000000000000000000000,0.72207934529964383876,1.00000000000000000000,0.61712013516662782568,0.82222006598098195226,0.00000000000000000000,0.00000000000000000000,0.71917912854548232139,1.00000000000000000000,0.62756266054021283045,0.84139037433155080214,0.00000000000000000000,0.00000000000000000000,0.72522954386223680814,1.00000000000000000000,0.59244621751612542411,0.81083839363167831811,0.00000000000000000000,0.00000000000000000000,0.70500022183770353609,1.00000000000000000000,,,,,,
Arunachal Pradesh,Lohit,2015-16,12,ARUNACHAL PRADESH,234,LOHIT,2011,12,234,31447,0,31447,16544,0,16544,14903,0,14903,6649,0,6649,0,,,2015-16,3,1,0.09950180475687248700,0.000000000000000000000000,0.12798333568704985200,0.10233400244027236600,0.000000000000000000000000,0.13222355952602939400,0.09639594273793252300,0.000000000000000000000000,0.12337722125034527200,0.12997833694384269300,0.00000000000000000000,0.17273452032952431600,0,0,0,0.23944112384360604561,1,0.000000000000000000000000,1,0.27792065470035616124,1,0.24096947098578419949,1,0.00000000000000000000,1,0.28082087145451767861,1,0.23776703521115525136,1,0.00000000000000000000,1,0.27477045613776319186,1,0.24790276276052347041,1,0.00000000000000000000,1,0.29499977816229646391,1,,1,,1,,1
Arunachal Pradesh,Lohit,2015-16,12,ARUNACHAL PRADESH,677,KRA DAADI,2011,12,259,18184,18184,0,9743,9743,0,8441,8441,0,4282,4282,0,,0,,2015-16,3,2,0.09950180475687248700,0.000000000000000000000000,0.12798333568704985200,0.10233400244027236600,0.000000000000000000000000,0.13222355952602939400,0.09639594273793252300,0.000000000000000000000000,0.12337722125034527200,0.12997833694384269300,0.00000000000000000000,0.17273452032952431600,0,0,0,0.13845509574751589447,0.28023671557144618419,1.00000000000000000000,1.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.14191039384758797483,0.29894756221042619128,1.00000000000000000000,1.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.13467030424863191819,0.26135554385856271480,1.00000000000000000000,1.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.15965101972335110548,0.36977547495682210708,1.00000000000000000000,1.00000000000000000000,0.000000000000000000000000,0.00000000000000000000,,,,,,
Arunachal Pradesh,Lower Dibang Valley,2015-16,12,ARUNACHAL PRADESH,235,LOWER DIBANG VALLEY,2011,12,235,49842,7151,42691,26209,4220,21989,23633,2931,20702,10755,1772,8983,0,0,,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,Lower Subansiri,2015-16,12,ARUNACHAL PRADESH,236,LOWER SUBANSIRI,2011,12,236,79140,24195,54945,40267,12447,27820,38873,11748,27125,15393,5621,9772,,0,,2015-16,2,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.83817875639436977727,1,1.00000000000000000000,1,0.78242481203007518797,1,0.84052434926002463106,1,1.00000000000000000000,1,0.78454596728708403835,1,0.83576281389748882009,1,1.00000000000000000000,1,0.78026118973650903233,1,0.86158065599462666517,1,1.00000000000000000000,1,0.79804001633319722336,1,,1,,1,,1
Arunachal Pradesh,Lower Subansiri,2015-16,12,ARUNACHAL PRADESH,718,KAMLE,2011,12,255,15279,0,15279,7640,0,7640,7639,0,7639,2473,0,2473,0,,,2015-16,2,2,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.16182124360563022273,0.69129490543842186227,0.000000000000000000000000,0,0.21757518796992481203,0.69129490543842186227,0.15947565073997536894,0.69669888747036294000,0.000000000000000000000000,0,0.21545403271291596165,0.69669888747036294000,0.16423718610251117991,0.68597341954022988506,0.000000000000000000000000,0,0.21973881026349096767,0.68597341954022988506,0.13841934400537333483,0.66892074655125777658,0.00000000000000000000,0,0.20195998366680277664,0.66892074655125777658,,0,,,,
Arunachal Pradesh,Papumpare,2015-16,12,ARUNACHAL PRADESH,237,PAPUM PARE,2011,12,237,176573,96963,79610,89182,49247,39935,87391,47716,39675,35730,21485,14245,,,,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,Tawang,2015-16,12,ARUNACHAL PRADESH,238,TAWANG,2011,12,238,49977,11202,38775,29151,8359,20792,20826,2843,17983,10062,1685,8377,,,,2015-16,1,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.00000000000000000000,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Arunachal Pradesh,Tirap,2015-16,12,ARUNACHAL PRADESH,666,LONGDING,2011,12,254,56953,4234,52719,28710,2258,26452,28243,1976,26267,9426,926,8500,,,,2015-16,3,1,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0.000000000000000000000000,0.00000000000000000000,0.000000000000000000000000,0,0,0,0.50862246037061844162,1,0.20345987506006727535,1,0.57828113859485548182,1,0.49840288868828553573,1,0.19774060775899816096,1,0.57274006712135974884,1,0.51944970664508653510,1,0.21041422638696624428,1,0.58397065362383281458,1,0.45732861093590801029,1,0.19987049428016404058,1,0.53198147452747527851,1,,1,,1,,1
